dataset,stem,L,range,r_precision,n_true,n_candidate
denovo_pdb,4ijb_A,244,short,0.6333333333333333,30,1413
denovo_pdb,4ijb_A,244,medium,0.6923076923076923,39,2718
denovo_pdb,4ijb_A,244,long,0.5178571428571429,168,24310
denovo_pdb,4j8y_A,157,all,0.9056603773584906,106,11476
denovo_pdb,4j8y_A,157,short,0.8571428571428571,14,891
denovo_pdb,4j8y_A,157,medium,0.9411764705882353,17,1674
denovo_pdb,4j8y_A,157,long,0.8933333333333333,75,8911
denovo_pdb,4lny_A,248,all,0.6268656716417911,268,29403
denovo_pdb,4lny_A,248,short,0.6785714285714286,28,1437
denovo_pdb,4lny_A,248,medium,0.725,40,2766
denovo_pdb,4lny_A,248,long,0.59,200,25200
denovo_pdb,4lpx_A,97,all,0.7714285714285715,70,4186
denovo_pdb,4lpx_A,97,short,0.9090909090909091,11,531
denovo_pdb,4lpx_A,97,medium,0.7894736842105263,19,954
denovo_pdb,4lpx_A,97,long,0.725,40,2701
denovo_pdb,4lt9_A,250,all,0.5296610169491526,236,29890
denovo_pdb,4lt9_A,250,short,0.5555555555555556,27,1449
denovo_pdb,4lt9_A,250,medium,0.5609756097560976,41,2790
denovo_pdb,4lt9_A,250,long,0.5119047619047619,168,25651
denovo_pdb,4n6t_A,79,all,0.8674698795180723,83,2701
denovo_pdb,4n6t_A,79,short,0.9444444444444444,18,423
denovo_pdb,4n6t_A,79,medium,0.875,32,738
denovo_pdb,4n6t_A,79,long,0.8181818181818182,33,1540
denovo_pdb,4n6u_A,79,all,0.8554216867469879,83,2701
denovo_pdb,4n6u_A,79,short,0.9444444444444444,18,423
denovo_pdb,4n6u_A,79,medium,0.8387096774193549,31,738
denovo_pdb,4n6u_A,79,long,0.8235294117647058,34,1540
denovo_pdb,4ndj_A,280,all,0.16842105263157894,285,37406
denovo_pdb,4ndj_A,280,short,0.37777777777777777,45,1617
denovo_pdb,4ndj_A,280,medium,0.24074074074074073,54,3126
denovo_pdb,4ndj_A,280,long,0.053763440860215055,186,32663
denovo_pdb,4nez_A,160,all,0.6666666666666666,120,11935
denovo_pdb,4nez_A,160,short,0.782608695652174,23,909
denovo_pdb,4nez_A,160,medium,0.8421052631578947,19,1710
denovo_pdb,4nez_A,160,long,0.5641025641025641,78,9316
denovo_pdb,4oxw_A,106,all,0.8446601941747572,103,5050
denovo_pdb,4oxw_A,106,short,0.8125,16,585
denovo_pdb,4oxw_A,106,medium,0.9130434782608695,23,1062
denovo_pdb,4oxw_A,106,long,0.84375,64,3403
denovo_pdb,4oza_A,57,all,0.5813953488372093,43,1098
denovo_pdb,4oza_A,57,short,0.5714285714285714,7,239
denovo_pdb,4oza_A,57,medium,0.5882352941176471,17,370
denovo_pdb,4oza_A,57,long,0.5789473684210527,19,489
denovo_pdb,4ozc_A,57,all,0.6388888888888888,36,1015
denovo_pdb,4ozc_A,57,short,0.6666666666666666,6,219
denovo_pdb,4ozc_A,57,medium,0.5454545454545454,11,334
denovo_pdb,4ozc_A,57,long,0.6842105263157895,19,462
denovo_pdb,4pjr_A,175,all,0.7380952380952381,126,14365
denovo_pdb,4pjr_A,175,short,0.7333333333333333,15,999
denovo_pdb,4pjr_A,175,medium,0.9361702127659575,47,1890
denovo_pdb,4pjr_A,175,long,0.671875,64,11476
denovo_pdb,4pjs_A,175,all,0.719626168224299,107,14365
denovo_pdb,4pjs_A,175,short,0.7142857142857143,14,999
denovo_pdb,4pjs_A,175,medium,0.8974358974358975,39,1890
denovo_pdb,4pjs_A,175,long,0.6111111111111112,54,11476
denovo_pdb,4pq8_A,241,all,0.871900826446281,242,27730
denovo_pdb,4pq8_A,241,short,0.8,20,1395
denovo_pdb,4pq8_A,241,medium,0.8613861386138614,101,2682
denovo_pdb,4pq8_A,241,long,0.8925619834710744,121,23653
denovo_pdb,4psj_A,255,all,0.8049792531120332,241,31125
denovo_pdb,4psj_A,255,short,0.7083333333333334,24,1479
denovo_pdb,4psj_A,255,medium,0.8256880733944955,109,2850
denovo_pdb,4psj_A,255,long,0.7870370370370371,108,26796
denovo_pdb,4pww_A,85,all,0.7816091954022989,87,3160
denovo_pdb,4pww_A,85,short,0.8461538461538461,13,459
denovo_pdb,4pww_A,85,medium,0.8333333333333334,12,810
denovo_pdb,4pww_A,85,long,0.7580645161290323,62,1891
denovo_pdb,4qkr_A,125,all,0.8794326241134752,141,7026
denovo_pdb,4qkr_A,125,short,0.8387096774193549,31,687
denovo_pdb,4qkr_A,125,medium,0.9285714285714286,42,1266
denovo_pdb,4qkr_A,125,long,0.8529411764705882,68,5073
denovo_pdb,4qks_A,124,all,0.8920863309352518,139,7021
denovo_pdb,4qks_A,124,short,0.9032258064516129,31,693
denovo_pdb,4qks_A,124,medium,0.8979591836734694,49,1278
denovo_pdb,4qks_A,124,long,0.847457627118644,59,5050
denovo_pdb,4r5c_A,304,all,0.8789808917197452,314,44551
denovo_pdb,4r5c_A,304,short,0.84,25,1773
denovo_pdb,4r5c_A,304,medium,0.8870056497175142,177,3438
denovo_pdb,4r5c_A,304,long,0.875,112,39340
denovo_pdb,4r6f_A,329,all,0.8057971014492754,345,52326
denovo_pdb,4r6f_A,329,short,0.6896551724137931,29,1923
denovo_pdb,4r6f_A,329,medium,0.8125,112,3738
denovo_pdb,4r6f_A,329,long,0.8186274509803921,204,46665
denovo_pdb,4u3h_A,100,all,0.8194444444444444,72,4465
denovo_pdb,4u3h_A,100,short,0.9166666666666666,12,549
denovo_pdb,4u3h_A,100,medium,0.8695652173913043,23,990
denovo_pdb,4u3h_A,100,long,0.7567567567567568,37,2926
denovo_pdb,4uos_A,188,all,0.6711409395973155,149,16653
denovo_pdb,4uos_A,188,short,0.75,8,1077
denovo_pdb,4uos_A,188,medium,0.8333333333333334,12,2046
denovo_pdb,4uos_A,188,long,0.6666666666666666,129,13530
denovo_pdb,4wpy_A,88,all,0.5952380952380952,42,3403
denovo_pdb,4wpy_A,88,short,0.6666666666666666,9,477
denovo_pdb,4wpy_A,88,medium,0.625,16,846
denovo_pdb,4wpy_A,88,long,0.5882352941176471,17,2080
denovo_pdb,4wsp_A,79,all,0.6097560975609756,41,2701
denovo_pdb,4wsp_A,79,short,1.0,7,423
denovo_pdb,4wsp_A,79,medium,0.6470588235294118,17,738
denovo_pdb,4wsp_A,79,long,0.5294117647058824,17,1540
denovo_pdb,4yxx_A,208,all,0.5722222222222222,180,20503
denovo_pdb,4yxx_A,208,short,0.7586206896551724,29,1197
denovo_pdb,4yxx_A,208,medium,0.625,32,2286
denovo_pdb,4yxx_A,208,long,0.5042016806722689,119,17020
denovo_pdb,4yxz_A,278,all,0.5445026178010471,191,37128
denovo_pdb,4yxz_A,278,short,0.8611111111111112,36,1617
denovo_pdb,4yxz_A,278,medium,0.6052631578947368,38,3126
denovo_pdb,4yxz_A,278,long,0.48717948717948717,117,32385
denovo_pdb,4z08_A,253,all,0.7459016393442623,244,30628
denovo_pdb,4z08_A,253,short,0.7692307692307693,39,1467
denovo_pdb,4z08_A,253,medium,0.6571428571428571,35,2826
denovo_pdb,4z08_A,253,long,0.7588235294117647,170,26335
denovo_pdb,5bvl_A,180,all,0.7276595744680852,235,15225
denovo_pdb,5bvl_A,180,short,0.868421052631579,38,1029
denovo_pdb,5bvl_A,180,medium,0.6612903225806451,62,1950
denovo_pdb,5bvl_A,180,long,0.7185185185185186,135,12246
denovo_pdb,5cwb_A,197,all,0.7978723404255319,188,18336
denovo_pdb,5cwb_A,197,short,0.9666666666666667,30,1131
denovo_pdb,5cwb_A,197,medium,0.75,16,2154
denovo_pdb,5cwb_A,197,long,0.7746478873239436,142,15051
denovo_pdb,5cwc_A,196,all,0.6923076923076923,182,18145
denovo_pdb,5cwc_A,196,short,0.6875,16,1125
denovo_pdb,5cwc_A,196,medium,0.631578947368421,19,2142
denovo_pdb,5cwc_A,196,long,0.7074829931972789,147,14878
denovo_pdb,5cwd_A,171,all,0.5403225806451613,124,13695
denovo_pdb,5cwd_A,171,short,0.5555555555555556,9,975
denovo_pdb,5cwd_A,171,medium,0.6875,16,1842
denovo_pdb,5cwd_A,171,long,0.5252525252525253,99,10878
denovo_pdb,5cwg_A,195,all,0.6781609195402298,174,17955
denovo_pdb,5cwg_A,195,short,0.6470588235294118,17,1119
denovo_pdb,5cwg_A,195,medium,0.6842105263157895,19,2130
denovo_pdb,5cwg_A,195,long,0.6811594202898551,138,14706
denovo_pdb,5cwh_A,159,all,0.808695652173913,115,11781
denovo_pdb,5cwh_A,159,short,0.6,5,903
denovo_pdb,5cwh_A,159,medium,0.972972972972973,37,1698
denovo_pdb,5cwh_A,159,long,0.7671232876712328,73,9180
denovo_pdb,5cwi_A,233,all,0.5411764705882353,170,25878
denovo_pdb,5cwi_A,233,short,0.4166666666666667,12,1347
denovo_pdb,5cwi_A,233,medium,0.8461538461538461,13,2586
denovo_pdb,5cwi_A,233,long,0.5793103448275863,145,21945
denovo_pdb,5cwj_A,160,all,0.8152866242038217,157,11935
denovo_pdb,5cwj_A,160,short,0.625,8,909
denovo_pdb,5cwj_A,160,medium,0.9166666666666666,24,1710
denovo_pdb,5cwj_A,160,long,0.8,125,9316
denovo_pdb,5cwk_A,172,all,0.8859060402684564,149,13861
denovo_pdb,5cwk_A,172,short,0.8571428571428571,14,981
denovo_pdb,5cwk_A,172,medium,0.9310344827586207,29,1854
denovo_pdb,5cwk_A,172,long,0.8773584905660378,106,11026
denovo_pdb,5cwm_A,226,all,0.7961165048543689,206,24310
denovo_pdb,5cwm_A,226,short,0.7222222222222222,18,1305
denovo_pdb,5cwm_A,226,medium,0.7857142857142857,28,2502
denovo_pdb,5cwm_A,226,long,0.8125,160,20503
denovo_pdb,5cwn_A,207,all,0.8121212121212121,165,20301
denovo_pdb,5cwn_A,207,short,0.9333333333333333,15,1191
denovo_pdb,5cwn_A,207,medium,0.7727272727272727,22,2274
denovo_pdb,5cwn_A,207,long,0.796875,128,16836
denovo_pdb,5cwp_A,229,all,0.35294117647058826,204,24976
denovo_pdb,5cwp_A,229,short,0.5454545454545454,22,1323
denovo_pdb,5cwp_A,229,medium,0.45454545454545453,22,2538
denovo_pdb,5cwp_A,229,long,0.3375,160,21115
denovo_pdb,5cwq_A,233,all,0.7447698744769874,239,25878
denovo_pdb,5cwq_A,233,short,0.8,25,1347
denovo_pdb,5cwq_A,233,medium,0.7368421052631579,38,2586
denovo_pdb,5cwq_A,233,long,0.7613636363636364,176,21945
denovo_pdb,5d2t_A,251,all,0.7254098360655737,244,30135
denovo_pdb,5d2t_A,251,short,0.6923076923076923,39,1455
denovo_pdb,5d2t_A,251,medium,0.6756756756756757,37,2802
denovo_pdb,5d2t_A,251,long,0.7619047619047619,168,25878
denovo_pdb,5d2v_A,251,all,0.7457627118644068,236,30135
denovo_pdb,5d2v_A,251,short,0.7297297297297297,37,1455
denovo_pdb,5d2v_A,251,medium,0.717948717948718,39,2802
denovo_pdb,5d2v_A,251,long,0.75625,160,25878
denovo_pdb,5d2w_A,250,all,0.7642276422764228,246,29890
denovo_pdb,5d2w_A,250,short,0.7692307692307693,39,1449
denovo_pdb,5d2w_A,250,medium,0.6666666666666666,39,2790
denovo_pdb,5d2w_A,250,long,0.7857142857142857,168,25651
denovo_pdb,5d2x_A,250,all,0.7120622568093385,257,29890
denovo_pdb,5d2x_A,250,short,0.7073170731707317,41,1449
denovo_pdb,5d2x_A,250,medium,0.65,40,2790
denovo_pdb,5d2x_A,250,long,0.7329545454545454,176,25651
denovo_pdb,5d2y_A,250,all,0.7007874015748031,254,29890
denovo_pdb,5d2y_A,250,short,0.6842105263157895,38,1449
denovo_pdb,5d2y_A,250,medium,0.6052631578947368,38,2790
denovo_pdb,5d2y_A,250,long,0.7078651685393258,178,25651
denovo_pdb,5d30_A,250,all,0.7174721189591078,269,29890
denovo_pdb,5d30_A,250,short,0.75,44,1449
denovo_pdb,5d30_A,250,medium,0.6363636363636364,44,2790
denovo_pdb,5d30_A,250,long,0.7292817679558011,181,25651
denovo_pdb,5di5_A,191,all,0.847682119205298,151,17205
denovo_pdb,5di5_A,191,short,0.6666666666666666,3,1095
denovo_pdb,5di5_A,191,medium,0.8699186991869918,123,2082
denovo_pdb,5di5_A,191,long,0.8,25,14028
denovo_pdb,5dra_A,190,all,0.8622754491017964,167,17020
denovo_pdb,5dra_A,190,short,0.8,5,1089
denovo_pdb,5dra_A,190,medium,0.8947368421052632,152,2070
denovo_pdb,5dra_A,190,long,0.6,10,13861
denovo_pdb,5f53_A,84,all,0.8245614035087719,57,3081
denovo_pdb,5f53_A,84,short,1.0,18,453
denovo_pdb,5f53_A,84,medium,0.65,20,798
denovo_pdb,5f53_A,84,long,0.8421052631578947,19,1830
denovo_pdb,5hrz_A,122,all,0.9333333333333333,105,6786
denovo_pdb,5hrz_A,122,short,0.9285714285714286,14,681
denovo_pdb,5hrz_A,122,medium,0.9428571428571428,35,1254
denovo_pdb,5hrz_A,122,long,0.9285714285714286,56,4851
denovo_pdb,5ieo_A,118,all,0.7647058823529411,102,6328
denovo_pdb,5ieo_A,118,short,0.8888888888888888,18,657
denovo_pdb,5ieo_A,118,medium,0.8709677419354839,31,1206
denovo_pdb,5ieo_A,118,long,0.660377358490566,53,4465
denovo_pdb,5iep_A,121,all,0.84,100,6670
denovo_pdb,5iep_A,121,short,0.8666666666666667,15,675
denovo_pdb,5iep_A,121,medium,0.9310344827586207,29,1242
denovo_pdb,5iep_A,121,long,0.7678571428571429,56,4753
denovo_pdb,5j0i_A,73,all,0.6296296296296297,27,2278
denovo_pdb,5j0i_A,73,short,0.0,1,387
denovo_pdb,5j0i_A,73,medium,0.7777777777777778,9,666
denovo_pdb,5j0i_A,73,long,0.5882352941176471,17,1225
denovo_pdb,5l0p_A,311,all,0.4882943143812709,299,46665
denovo_pdb,5l0p_A,311,short,0.6181818181818182,55,1815
denovo_pdb,5l0p_A,311,medium,0.5652173913043478,92,3522
denovo_pdb,5l0p_A,311,long,0.35526315789473684,152,41328
denovo_pdb,5l33_A,106,all,0.8319327731092437,119,5050
denovo_pdb,5l33_A,106,short,0.8846153846153846,26,585
denovo_pdb,5l33_A,106,medium,0.9024390243902439,41,1062
denovo_pdb,5l33_A,106,long,0.6923076923076923,52,3403
denovo_pdb,5le4_A,313,all,0.8908296943231441,229,47278
denovo_pdb,5le4_A,313,short,0.8333333333333334,36,1827
denovo_pdb,5le4_A,313,medium,0.918918918918919,37,3546
denovo_pdb,5le4_A,313,long,0.8910256410256411,156,41905
denovo_pdb,5le9_A,315,all,0.8626609442060086,233,47895
denovo_pdb,5le9_A,315,short,0.8,35,1839
denovo_pdb,5le9_A,315,medium,0.9354838709677419,31,3570
denovo_pdb,5le9_A,315,long,0.874251497005988,167,42486
denovo_pdb,5lea_A,316,all,0.8844444444444445,225,48205
denovo_pdb,5lea_A,316,short,0.896551724137931,29,1845
denovo_pdb,5lea_A,316,medium,0.9166666666666666,36,3582
denovo_pdb,5lea_A,316,long,0.875,160,42778
denovo_pdb,5lw2_A,155,all,0.8839285714285714,112,11175
denovo_pdb,5lw2_A,155,short,0.9333333333333333,15,879
denovo_pdb,5lw2_A,155,medium,0.8333333333333334,18,1650
denovo_pdb,5lw2_A,155,long,0.8987341772151899,79,8646
denovo_pdb,5od1_A,94,all,0.7368421052631579,57,3916
denovo_pdb,5od1_A,94,short,0.875,8,513
denovo_pdb,5od1_A,94,medium,0.8421052631578947,19,918
denovo_pdb,5od1_A,94,long,0.6333333333333333,30,2485
denovo_pdb,5oos_A,161,all,0.8852459016393442,122,12090
denovo_pdb,5oos_A,161,short,0.9411764705882353,17,915
denovo_pdb,5oos_A,161,medium,0.9444444444444444,18,1722
denovo_pdb,5oos_A,161,long,0.8620689655172413,87,9453
denovo_pdb,5oou_A,165,all,0.85,120,12720
denovo_pdb,5oou_A,165,short,1.0,14,939
denovo_pdb,5oou_A,165,medium,0.9444444444444444,18,1770
denovo_pdb,5oou_A,165,long,0.8181818181818182,88,10011
denovo_pdb,5op3_A,157,all,0.8828828828828829,111,11476
denovo_pdb,5op3_A,157,short,0.7777777777777778,18,891
denovo_pdb,5op3_A,157,medium,0.9473684210526315,19,1674
denovo_pdb,5op3_A,157,long,0.8783783783783784,74,8911
denovo_pdb,5orm_A,350,all,0.7619047619047619,231,59340
denovo_pdb,5orm_A,350,short,0.84,25,2049
denovo_pdb,5orm_A,350,medium,0.8024691358024691,81,3990
denovo_pdb,5orm_A,350,long,0.728,125,53301
denovo_pdb,5trv_A,118,all,0.7345132743362832,113,6328
denovo_pdb,5trv_A,118,short,0.8181818181818182,22,657
denovo_pdb,5trv_A,118,medium,0.8611111111111112,36,1206
denovo_pdb,5trv_A,118,long,0.6181818181818182,55,4465
denovo_pdb,5vjs_A,196,all,0.6129032258064516,155,18145
denovo_pdb,5vjs_A,196,short,0.5,4,1125
denovo_pdb,5vjs_A,196,medium,0.76,25,2142
denovo_pdb,5vjs_A,196,long,0.5873015873015873,126,14878
denovo_pdb,5vjt_A,196,all,0.6012269938650306,163,18145
denovo_pdb,5vjt_A,196,short,0.75,4,1125
denovo_pdb,5vjt_A,196,medium,0.76,25,2142
denovo_pdb,5vjt_A,196,long,0.5746268656716418,134,14878
denovo_pdb,5vju_A,196,all,0.5657894736842105,152,18145
denovo_pdb,5vju_A,196,short,0.3333333333333333,3,1125
denovo_pdb,5vju_A,196,medium,0.625,24,2142
denovo_pdb,5vju_A,196,long,0.592,125,14878
denovo_pdb,5vnv_A,120,all,0.7844827586206896,116,6555
denovo_pdb,5vnv_A,120,short,0.9523809523809523,21,669
denovo_pdb,5vnv_A,120,medium,0.7741935483870968,31,1230
denovo_pdb,5vnv_A,120,long,0.734375,64,4656
denovo_pdb,5xg5_A,145,all,0.8166666666666667,180,9730
denovo_pdb,5xg5_A,145,short,0.9,30,819
denovo_pdb,5xg5_A,145,medium,0.6976744186046512,43,1530
denovo_pdb,5xg5_A,145,long,0.8411214953271028,107,7381
denovo_pdb,5ys7_A,315,all,0.5948905109489051,274,47895
denovo_pdb,5ys7_A,315,short,0.6770833333333334,96,1839
denovo_pdb,5ys7_A,315,medium,0.6165413533834586,133,3570
denovo_pdb,5ys7_A,315,long,0.1111111111111111,45,42486
denovo_pdb,6ais_O,244,all,0.5441176470588235,204,28441
denovo_pdb,6ais_O,244,short,0.578125,64,1413
denovo_pdb,6ais_O,244,medium,0.5714285714285714,98,2718
denovo_pdb,6ais_O,244,long,0.11904761904761904,42,24310
denovo_pdb,6ds9_A,93,all,0.7011494252873564,87,3828
denovo_pdb,6ds9_A,93,short,0.7692307692307693,13,507
denovo_pdb,6ds9_A,93,medium,0.7142857142857143,14,906
denovo_pdb,6ds9_A,93,long,0.7,60,2415
denovo_pdb,6ee5_A,352,all,0.7831978319783198,369,60031
denovo_pdb,6ee5_A,352,short,0.8333333333333334,30,2061
denovo_pdb,6ee5_A,352,medium,0.8367346938775511,49,4014
denovo_pdb,6ee5_A,352,long,0.7758620689655172,290,53956
denovo_pdb,6egc_A,147,all,0.8679245283018868,159,10011
denovo_pdb,6egc_A,147,short,0.75,12,831
denovo_pdb,6egc_A,147,medium,0.8421052631578947,19,1554
denovo_pdb,6egc_A,147,long,0.890625,128,7626
denovo_pdb,6f0s_A,251,all,0.8693467336683417,199,30135
denovo_pdb,6f0s_A,251,short,0.9622641509433962,53,1455
denovo_pdb,6f0s_A,251,medium,0.8360655737704918,61,2802
denovo_pdb,6f0s_A,251,long,0.8470588235294118,85,25878
denovo_pdb,6ff6_A,222,all,0.7164948453608248,194,23436
denovo_pdb,6ff6_A,222,short,0.85,20,1281
denovo_pdb,6ff6_A,222,medium,0.8181818181818182,33,2454
denovo_pdb,6ff6_A,222,long,0.6950354609929078,141,19701
denovo_pdb,6fpb_A,160,all,0.8947368421052632,114,11935
denovo_pdb,6fpb_A,160,short,0.875,16,909
denovo_pdb,6fpb_A,160,medium,0.9473684210526315,19,1710
denovo_pdb,6fpb_A,160,long,0.9240506329113924,79,9316
denovo_pdb,6g6m_A,320,all,0.8637770897832817,323,49455
denovo_pdb,6g6m_A,320,short,1.0,76,1869
denovo_pdb,6g6m_A,320,medium,0.7518796992481203,133,3630
denovo_pdb,6g6m_A,320,long,0.8947368421052632,114,43956
denovo_pdb,6g6p_A,318,all,0.7006172839506173,324,48828
denovo_pdb,6g6p_A,318,short,0.8620689655172413,58,1857
denovo_pdb,6g6p_A,318,medium,0.6825396825396826,126,3606
denovo_pdb,6g6p_A,318,long,0.6714285714285714,140,43365
denovo_pdb,6i37_A,251,all,0.8439024390243902,205,30135
denovo_pdb,6i37_A,251,short,0.9354838709677419,62,1455
denovo_pdb,6i37_A,251,medium,0.7936507936507936,63,2802
denovo_pdb,6i37_A,251,long,0.7875,80,25878
denovo_pdb,6i38_A,251,all,0.8293838862559242,211,30135
denovo_pdb,6i38_A,251,short,0.96875,64,1455
denovo_pdb,6i38_A,251,medium,0.7936507936507936,63,2802
denovo_pdb,6i38_A,251,long,0.7738095238095238,84,25878
denovo_pdb,6i39_A,251,all,0.8316831683168316,202,30135
denovo_pdb,6i39_A,251,short,0.9672131147540983,61,1455
denovo_pdb,6i39_A,251,medium,0.8214285714285714,56,2802
denovo_pdb,6i39_A,251,long,0.7647058823529411,85,25878
denovo_pdb,6i3a_A,251,all,0.7819905213270142,211,30135
denovo_pdb,6i3a_A,251,short,0.9491525423728814,59,1455
denovo_pdb,6i3a_A,251,medium,0.8095238095238095,63,2802
denovo_pdb,6i3a_A,251,long,0.6853932584269663,89,25878
denovo_pdb,6ics_O,242,all,0.5073891625615764,203,27966
denovo_pdb,6ics_O,242,short,0.5714285714285714,63,1401
denovo_pdb,6ics_O,242,medium,0.5510204081632653,98,2694
denovo_pdb,6ics_O,242,long,0.19047619047619047,42,23871
denovo_pdb,6idc_A,251,all,0.5116279069767442,172,30135
denovo_pdb,6idc_A,251,short,0.5901639344262295,61,1455
denovo_pdb,6idc_A,251,medium,0.5057471264367817,87,2802
denovo_pdb,6idc_A,251,long,0.16666666666666666,24,25878
denovo_pdb,6iei_A,250,all,0.5266272189349113,169,29890
denovo_pdb,6iei_A,250,short,0.5932203389830508,59,1449
denovo_pdb,6iei_A,250,medium,0.5,88,2790
denovo_pdb,6iei_A,250,long,0.13636363636363635,22,25651
denovo_pdb,6jcc_A,97,all,0.4936708860759494,79,4186
denovo_pdb,6jcc_A,97,short,0.6,10,531
denovo_pdb,6jcc_A,97,medium,0.6666666666666666,12,954
denovo_pdb,6jcc_A,97,long,0.42105263157894735,57,2701
denovo_pdb,6mrr_A,68,all,0.6666666666666666,54,1953
denovo_pdb,6mrr_A,68,short,0.7777777777777778,9,357
denovo_pdb,6mrr_A,68,medium,0.7058823529411765,17,606
denovo_pdb,6mrr_A,68,long,0.6071428571428571,28,990
denovo_pdb,6mrs_A,77,all,0.7424242424242424,66,2556
denovo_pdb,6mrs_A,77,short,0.9230769230769231,13,411
denovo_pdb,6mrs_A,77,medium,0.7142857142857143,14,714
denovo_pdb,6mrs_A,77,long,0.717948717948718,39,1431
denovo_pdb,6n9h_A,75,all,0.7948717948717948,39,2415
denovo_pdb,6n9h_A,75,short,1.0,2,399
denovo_pdb,6n9h_A,75,medium,0.8888888888888888,9,690
denovo_pdb,6n9h_A,75,long,0.75,28,1326
denovo_pdb,6naf_A,74,all,0.7714285714285715,35,2346
denovo_pdb,6naf_A,74,short,1.0,2,393
denovo_pdb,6naf_A,74,medium,0.75,8,678
denovo_pdb,6naf_A,74,long,0.76,25,1275
denovo_pdb,6nek_A,86,all,0.5,32,3240
denovo_pdb,6nek_A,86,short,0.25,4,465
denovo_pdb,6nek_A,86,medium,0.8333333333333334,6,822
denovo_pdb,6nek_A,86,long,0.4090909090909091,22,1953
denovo_pdb,6nla_A,56,all,0.7647058823529411,34,1275
denovo_pdb,6nla_A,56,short,0.8333333333333334,6,285
denovo_pdb,6nla_A,56,medium,0.8333333333333334,12,462
denovo_pdb,6nla_A,56,long,0.75,16,528
denovo_pdb,6qb2_A,95,all,0.49038461538461536,104,4005
denovo_pdb,6qb2_A,95,short,0.4444444444444444,18,519
denovo_pdb,6qb2_A,95,medium,0.53125,32,930
denovo_pdb,6qb2_A,95,long,0.48148148148148145,54,2556
denovo_pdb,6qsd_A,250,all,0.8603603603603603,222,29890
denovo_pdb,6qsd_A,250,short,0.9803921568627451,51,1449
denovo_pdb,6qsd_A,250,medium,0.8088235294117647,68,2790
denovo_pdb,6qsd_A,250,long,0.8446601941747572,103,25651
denovo_pdb,6qse_A,251,all,0.8706467661691543,201,30135
denovo_pdb,6qse_A,251,short,0.9807692307692307,52,1455
denovo_pdb,6qse_A,251,medium,0.7586206896551724,58,2802
denovo_pdb,6qse_A,251,long,0.8681318681318682,91,25878
denovo_pdb,6qsg_A,251,all,0.916256157635468,203,30135
denovo_pdb,6qsg_A,251,short,0.9803921568627451,51,1455
denovo_pdb,6qsg_A,251,medium,0.8103448275862069,58,2802
denovo_pdb,6qsg_A,251,long,0.9148936170212766,94,25878
denovo_pdb,6qsh_A,246,all,0.8632075471698113,212,28920
denovo_pdb,6qsh_A,246,short,0.9433962264150944,53,1425
denovo_pdb,6qsh_A,246,medium,0.84375,64,2742
denovo_pdb,6qsh_A,246,long,0.8421052631578947,95,24753
denovo_pdb,6rej_A,250,all,0.8878923766816144,223,29890
denovo_pdb,6rej_A,250,short,0.9807692307692307,52,1449
denovo_pdb,6rej_A,250,medium,0.8695652173913043,69,2790
denovo_pdb,6rej_A,250,long,0.8823529411764706,102,25651
denovo_pdb,6rek_A,251,all,0.8526785714285714,224,30135
denovo_pdb,6rek_A,251,short,0.9607843137254902,51,1455
denovo_pdb,6rek_A,251,medium,0.8428571428571429,70,2802
denovo_pdb,6rek_A,251,long,0.8252427184466019,103,25878
denovo_pdb,6rem_A,251,all,0.8654708520179372,223,30135
denovo_pdb,6rem_A,251,short,0.9615384615384616,52,1455
denovo_pdb,6rem_A,251,medium,0.8115942028985508,69,2802
denovo_pdb,6rem_A,251,long,0.8431372549019608,102,25878
denovo_pdb,6reo_A,251,all,0.848780487804878,205,30135
denovo_pdb,6reo_A,251,short,0.98,50,1455
denovo_pdb,6reo_A,251,medium,0.7666666666666667,60,2802
denovo_pdb,6reo_A,251,long,0.8526315789473684,95,25878
denovo_pdb,6rlh_A,248,all,0.8644859813084113,214,29403
denovo_pdb,6rlh_A,248,short,0.9622641509433962,53,1437
denovo_pdb,6rlh_A,248,medium,0.835820895522388,67,2766
denovo_pdb,6rlh_A,248,long,0.851063829787234,94,25200
denovo_pdb,6rli_A,250,all,0.8551401869158879,214,29890
denovo_pdb,6rli_A,250,short,1.0,50,1449
denovo_pdb,6rli_A,250,medium,0.7878787878787878,66,2790
denovo_pdb,6rli_A,250,long,0.8367346938775511,98,25651
denovo_pdb,6sa6_A,395,all,0.8178913738019169,313,75855
denovo_pdb,6sa6_A,395,short,0.696969696969697,33,2319
denovo_pdb,6sa6_A,395,medium,0.82,50,4530
denovo_pdb,6sa6_A,395,long,0.8391304347826087,230,69006
denovo_pdb,6tjg_A,320,all,0.8711484593837535,357,49455
denovo_pdb,6tjg_A,320,short,0.9090909090909091,77,1869
denovo_pdb,6tjg_A,320,medium,0.9477611940298507,134,3630
denovo_pdb,6tjg_A,320,long,0.815068493150685,146,43956
denovo_pdb,6veh_A,180,all,0.84375,128,15051
denovo_pdb,6veh_A,180,short,0.7647058823529411,17,1023
denovo_pdb,6veh_A,180,medium,0.7352941176470589,34,1938
denovo_pdb,6veh_A,180,long,0.8701298701298701,77,12090
denovo_pdb,6w3w_A,107,all,0.7407407407407407,108,5151
denovo_pdb,6w3w_A,107,short,0.8421052631578947,19,591
denovo_pdb,6w3w_A,107,medium,0.8108108108108109,37,1074
