query,target,fident,qcov,tcov,qlen,tlen,evalue,shorter_coverage,identity_rule,evalue_rule
proteina-f688cab0fa1bb0486b71,reference0::denovo_pdb__7bid_A,0.475,0.562,0.545,292,286,1.719E-34,0.545,True,True
proteina-f688cab0fa1bb0486b71,reference0::denovo_pdb__6y7p_A,0.414,0.562,0.473,292,319,8.060E-30,0.562,True,True
proteina-f688cab0fa1bb0486b71,reference0::denovo_pdb__6g6m_A,0.414,0.562,0.472,292,320,8.060E-30,0.562,True,True
proteina-f688cab0fa1bb0486b71,reference0::denovo_pdb__6g6p_A,0.374,0.558,0.472,292,318,6.437E-25,0.558,True,True
proteina-f688cab0fa1bb0486b71,reference1::foldbench_all__8SHJ_A,0.263,0.421,0.362,292,359,2.175E-04,0.421,False,True
proteina-dafac5ba76ad980e24e6,reference0::denovo_pdb__7bid_A,0.413,0.902,0.892,287,286,3.193E-52,0.892,True,True
proteina-dafac5ba76ad980e24e6,reference0::denovo_pdb__6y7p_A,0.305,0.958,0.828,287,319,1.288E-33,0.958,True,True
proteina-dafac5ba76ad980e24e6,reference0::denovo_pdb__6g6m_A,0.305,0.958,0.825,287,320,1.288E-33,0.958,True,True
proteina-dafac5ba76ad980e24e6,reference0::denovo_pdb__6g6p_A,0.240,0.997,0.865,287,318,2.761E-18,0.997,False,True
proteina-dafac5ba76ad980e24e6,reference1::foldbench_all__8SHJ_A,0.254,0.784,0.788,287,359,4.134E-10,0.784,False,True
proteina-8647e75d2892afb713b7,reference1::foldbench_all__8GJI_A,0.308,0.727,0.684,154,174,1.232E+00,0.727,True,False
proteina-dc1e139801b041bcd6a1,reference1::foldbench_all__8GJI_A,0.303,0.490,0.690,200,174,3.357E-01,0.69,True,False
proteina-046774e2ee424cc8a6cf,reference0::denovo_pdb__9hnh_A,0.320,0.426,0.662,244,151,4.938E-04,0.662,True,True
proteina-046774e2ee424cc8a6cf,reference0::cameo_hard__9had_C,0.348,0.316,0.787,244,108,7.976E-01,0.787,True,False
proteina-046774e2ee424cc8a6cf,reference0::denovo_pdb__9v4l_A,0.363,0.180,0.618,244,68,2.361E+01,0.618,True,False
proteina-ee324bbf0ba6136fccab,reference1::foldbench_all__8G4K_A,0.329,0.158,0.615,500,104,3.163E+01,0.615,True,False
proteina-9854801aa452ac2e6c83,reference0::denovo_pdb__8ckr_A,0.356,0.603,0.640,141,136,2.023E-03,0.64,True,False
proteina-9854801aa452ac2e6c83,reference0::denovo_pdb__8cmq_A,0.356,0.603,0.640,141,136,2.023E-03,0.64,True,False
proteina-9854801aa452ac2e6c83,reference0::denovo_pdb__2fo7_A,0.356,0.603,0.640,141,136,2.023E-03,0.64,True,False
proteina-9854801aa452ac2e6c83,reference0::denovo_pdb__2hyz_A,0.356,0.603,0.640,141,136,2.023E-03,0.64,True,False
proteina-9854801aa452ac2e6c83,reference0::denovo_pdb__8bu0_A,0.356,0.603,0.640,141,136,2.023E-03,0.64,True,False
proteina-9854801aa452ac2e6c83,reference0::denovo_pdb__8ch0_A,0.356,0.603,0.640,141,136,2.023E-03,0.64,True,False
proteina-9854801aa452ac2e6c83,reference0::denovo_pdb__8cig_A,0.356,0.603,0.640,141,136,2.023E-03,0.64,True,False
proteina-9854801aa452ac2e6c83,reference0::denovo_pdb__8cqq_A,0.356,0.603,0.320,141,272,2.023E-03,0.603,True,False
proteina-9854801aa452ac2e6c83,reference0::denovo_pdb__8chy_A,0.356,0.603,0.320,141,272,2.023E-03,0.603,True,False
proteina-9854801aa452ac2e6c83,reference0::denovo_pdb__2wqh_A,0.356,0.603,0.837,141,104,1.228E-02,0.837,True,False
proteina-9854801aa452ac2e6c83,reference0::denovo_pdb__2avp_A,0.416,0.333,0.706,141,68,4.056E-02,0.706,True,False
proteina-9080e4783b3c911f7705,reference0::denovo_pdb__5trv_A,0.316,0.405,0.500,148,118,2.062E+00,0.5,True,False
proteina-e11355cc4016e72007f0,reference0::denovo_pdb__8cqq_A,0.410,0.900,0.938,321,272,1.755E-39,0.938,True,True
proteina-e11355cc4016e72007f0,reference0::denovo_pdb__8chy_A,0.410,0.900,0.938,321,272,1.755E-39,0.938,True,True
proteina-e11355cc4016e72007f0,reference0::denovo_pdb__8ckr_A,0.492,0.442,0.912,321,136,6.305E-28,0.912,True,True
proteina-e11355cc4016e72007f0,reference0::denovo_pdb__8cmq_A,0.492,0.442,0.912,321,136,6.305E-28,0.912,True,True
proteina-e11355cc4016e72007f0,reference0::denovo_pdb__2fo7_A,0.492,0.442,0.912,321,136,6.305E-28,0.912,True,True
proteina-e11355cc4016e72007f0,reference0::denovo_pdb__2hyz_A,0.492,0.442,0.912,321,136,6.305E-28,0.912,True,True
proteina-e11355cc4016e72007f0,reference0::denovo_pdb__8bu0_A,0.492,0.442,0.912,321,136,6.305E-28,0.912,True,True
proteina-e11355cc4016e72007f0,reference0::denovo_pdb__8ch0_A,0.492,0.442,0.912,321,136,6.305E-28,0.912,True,True
proteina-e11355cc4016e72007f0,reference0::denovo_pdb__8cig_A,0.492,0.442,0.912,321,136,6.305E-28,0.912,True,True
proteina-e11355cc4016e72007f0,reference0::denovo_pdb__2wqh_A,0.458,0.340,0.933,321,104,2.484E-19,0.933,True,True
proteina-e11355cc4016e72007f0,reference0::denovo_pdb__2avp_A,0.514,0.218,0.941,321,68,1.767E-13,0.941,True,True
proteina-e11355cc4016e72007f0,reference0::denovo_pdb__5cwm_A,0.285,0.539,0.783,321,226,3.535E-05,0.783,False,True
proteina-e11355cc4016e72007f0,reference1::foldbench_all__8RTE_A,0.266,0.558,0.484,321,370,1.446E-04,0.558,False,True
proteina-e11355cc4016e72007f0,reference0::denovo_pdb__5cwq_A,0.293,0.542,0.876,321,233,1.916E-04,0.876,False,True
proteina-e11355cc4016e72007f0,reference0::denovo_pdb__8fjg_A,0.341,0.265,0.663,321,104,3.530E+00,0.663,True,False
proteina-e11355cc4016e72007f0,reference0::denovo_pdb__5cwp_A,0.312,0.421,0.655,321,229,3.530E+00,0.655,True,False
proteina-e11355cc4016e72007f0,reference0::denovo_pdb__7dgw_A,0.400,0.156,0.511,321,94,3.307E+01,0.511,True,False
proteina-e11355cc4016e72007f0,reference0::denovo_pdb__9v4l_A,0.377,0.165,0.706,321,68,1.768E+02,0.706,True,False
proteina-18d68031676ca21d3fdf,reference0::denovo_pdb__5cwm_A,0.327,0.523,0.942,411,226,1.042E-02,0.942,True,False
proteina-18d68031676ca21d3fdf,reference1::foldbench_all__8UPB_A,0.307,0.095,0.609,411,64,2.950E-01,0.609,True,False
proteina-18d68031676ca21d3fdf,reference1::foldbench_all__8G4K_A,0.329,0.175,0.721,411,104,1.916E+01,0.721,True,False
proteina-1b3231884cc095b707a7,reference0::denovo_pdb__7kuw_A,0.360,0.104,0.694,444,62,4.818E+01,0.694,True,False
proteina-1b3231884cc095b707a7,reference0::denovo_pdb__8xyw_A,0.314,0.140,0.562,444,105,3.364E+02,0.562,True,False
proteina-6c4da1dccba77ea153dd,reference1::foldbench_all__8GJG_A,0.307,0.407,0.851,393,174,4.870E-01,0.851,True,False
proteina-6c4da1dccba77ea153dd,reference0::denovo_pdb__9hnh_A,0.309,0.351,0.921,393,151,3.422E+00,0.921,True,False
proteina-6c4da1dccba77ea153dd,reference1::foldbench_all__8GQP_A,0.344,0.137,0.823,393,62,2.225E+02,0.823,True,False
proteina-684830d954b00d7f3980,reference1::foldbench_all__8OYY_A,0.319,0.293,0.558,433,242,8.842E+00,0.558,True,False
proteina-d97ca96268f987406eb9,reference1::foldbench_all__8OYY_A,0.329,0.342,0.640,471,242,3.777E-02,0.64,True,False
proteina-d97ca96268f987406eb9,reference0::denovo_pdb__9v4l_A,0.339,0.113,0.721,471,68,7.385E+00,0.721,True,False
proteina-9f9c376bc3851b6a1764,reference0::denovo_pdb__5cwn_A,0.309,0.416,0.966,500,207,1.141E-07,0.966,True,True
proteina-9f9c376bc3851b6a1764,reference0::denovo_pdb__8g9j_A,0.316,0.360,0.940,500,201,3.626E-04,0.94,True,True
proteina-9f9c376bc3851b6a1764,reference1::foldbench_all__8GAD_A,0.323,0.132,0.610,500,105,7.085E-02,0.61,True,False
proteina-9f9c376bc3851b6a1764,reference1::foldbench_all__8GAD_B,0.323,0.132,0.610,500,105,7.085E-02,0.61,True,False
proteina-9f9c376bc3851b6a1764,reference1::foldbench_all__8GQP_A,0.360,0.122,0.855,500,62,5.506E+01,0.855,True,False
proteina-60ac5be8c2341ae4d65e,reference1::foldbench_all__8UPB_A,0.348,0.086,0.672,500,64,5.506E+01,0.672,True,False
proteina-60ac5be8c2341ae4d65e,reference1::foldbench_all__8G4K_A,0.320,0.136,0.740,500,104,1.265E+02,0.74,True,False
proteina-20bf82edbdefabce5c63,reference0::denovo_pdb__4r5c_A,0.558,0.961,0.711,232,304,1.163E-53,0.961,True,True
proteina-20bf82edbdefabce5c63,reference0::denovo_pdb__4pq8_A,0.564,0.681,0.668,232,241,1.770E-37,0.681,True,True
proteina-20bf82edbdefabce5c63,reference1::foldbench_all__8H63_A,0.415,0.914,0.426,232,462,7.483E-36,0.914,True,True
proteina-20bf82edbdefabce5c63,reference0::denovo_pdb__4r6f_A,0.413,0.953,0.723,232,329,3.558E-35,0.953,True,True
proteina-20bf82edbdefabce5c63,reference0::denovo_pdb__4psj_A,0.466,0.754,0.694,232,255,3.152E-34,0.754,True,True
proteina-20bf82edbdefabce5c63,reference1::foldbench_all__8PFI_B,0.362,0.862,0.266,232,807,8.377E-17,0.862,True,True
proteina-70e74f6dddba760d9ba7,reference0::denovo_pdb__5cwn_A,0.382,0.743,0.908,265,207,7.820E-10,0.908,True,True
proteina-70e74f6dddba760d9ba7,reference0::denovo_pdb__9bk7_A,0.333,0.196,0.529,265,102,8.059E+01,0.529,True,False
proteina-509c30fcbf003c8d1edb,reference1::foldbench_all__8JOZ_A,0.319,0.195,0.312,497,282,5.142E-05,0.312,False,True
proteina-509c30fcbf003c8d1edb,reference0::denovo_pdb__7rmx_A,0.250,0.328,0.803,497,229,6.270E-04,0.803,False,True
proteina-54f5474d6e22c0744680,reference0::denovo_pdb__2qyj_A,0.389,0.775,0.760,142,154,2.610E-16,0.775,True,True
proteina-54f5474d6e22c0744680,reference0::denovo_pdb__5lea_A,0.437,0.648,0.304,142,316,4.885E-16,0.648,True,True
proteina-54f5474d6e22c0744680,reference0::denovo_pdb__1mj0_A,0.389,0.775,0.750,142,156,6.682E-16,0.775,True,True
proteina-54f5474d6e22c0744680,reference0::denovo_pdb__4j8y_A,0.389,0.775,0.745,142,157,6.682E-16,0.775,True,True
proteina-54f5474d6e22c0744680,reference0::denovo_pdb__5le9_A,0.386,0.761,0.365,142,315,4.375E-15,0.761,True,True
proteina-54f5474d6e22c0744680,reference0::denovo_pdb__5le4_A,0.395,0.852,0.396,142,313,5.345E-14,0.852,True,True
proteina-54f5474d6e22c0744680,reference0::denovo_pdb__6fpb_A,0.384,0.775,0.731,142,160,7.307E-14,0.775,True,True
proteina-54f5474d6e22c0744680,reference0::denovo_pdb__5oos_A,0.403,0.739,0.615,142,161,7.307E-14,0.739,True,True
proteina-54f5474d6e22c0744680,reference0::denovo_pdb__5oou_A,0.403,0.739,0.600,142,165,1.365E-13,0.739,True,True
proteina-54f5474d6e22c0744680,reference0::denovo_pdb__7qnl_AAA,0.443,0.528,0.329,142,240,1.866E-13,0.528,True,True
proteina-54f5474d6e22c0744680,reference0::denovo_pdb__4dui_A,0.378,0.775,0.709,142,165,8.893E-13,0.775,True,True
proteina-54f5474d6e22c0744680,reference1::foldbench_all__8P9C_C,0.462,0.528,0.497,142,159,1.215E-12,0.528,True,True
proteina-54f5474d6e22c0744680,reference0::denovo_pdb__5op3_A,0.389,0.775,0.745,142,157,1.660E-12,0.775,True,True
proteina-54f5474d6e22c0744680,reference0::denovo_pdb__5lw2_A,0.444,0.542,0.523,142,155,1.078E-11,0.542,True,True
proteina-54f5474d6e22c0744680,reference0::denovo_pdb__8qzn_A,0.444,0.542,0.234,142,346,1.078E-11,0.542,True,True
proteina-54f5474d6e22c0744680,reference0::denovo_pdb__6sa6_A,0.444,0.542,0.205,142,395,1.078E-11,0.542,True,True
proteina-54f5474d6e22c0744680,reference1::foldbench_all__8IPP_B,0.407,0.542,0.596,142,136,6.146E-10,0.596,True,True
proteina-54f5474d6e22c0744680,reference0::denovo_pdb__2xen_A,0.510,0.345,0.538,142,91,2.126E-09,0.538,True,True
proteina-54f5474d6e22c0744680,reference0::denovo_pdb__2zgg_A,0.382,0.542,0.920,142,88,1.856E-08,0.92,True,True
proteina-54f5474d6e22c0744680,reference0::denovo_pdb__2zgd_A,0.354,0.627,0.959,142,97,3.444E-08,0.959,True,True
proteina-1ba73b7219337ce7990f,reference0::denovo_pdb__6mrr_A,0.300,0.116,0.735,431,68,2.673E+01,0.735,True,False
proteina-1ba73b7219337ce7990f,reference1::foldbench_all__9BK6_A,0.346,0.158,0.673,431,104,3.255E+02,0.673,True,False
proteina-cc3924ac8c13fe99702b,reference0::denovo_pdb__6veh_A,0.383,0.353,0.756,487,180,7.125E-14,0.756,True,True
proteina-cc3924ac8c13fe99702b,reference1::foldbench_all__8WHI_A,0.276,0.335,0.672,487,235,1.448E-07,0.672,False,True
proteina-cc3924ac8c13fe99702b,reference1::foldbench_all__8WHJ_A,0.276,0.335,0.598,487,264,1.448E-07,0.598,False,True
proteina-3b5df6e9fa4d2b415043,reference0::denovo_pdb__5cwq_A,0.308,0.214,0.571,500,233,3.744E-01,0.571,True,False
proteina-3b5df6e9fa4d2b415043,reference0::denovo_pdb__7dgw_A,0.379,0.112,0.617,500,94,4.173E+01,0.617,True,False
proteina-35c1d6f689bd6c0ec794,reference1::foldbench_all__8GJI_A,0.314,0.636,0.511,165,174,1.391E+01,0.636,True,False
proteina-6fbdfe69f33b83c65e5d,reference1::foldbench_all__8AXR_A,0.363,0.110,0.667,200,33,4.130E+02,0.667,True,False
proteina-b1bb5bffc6c615dc9f28,reference1::foldbench_all__8UXS_A,0.263,0.845,0.730,277,341,8.458E-12,0.845,False,True
proteina-b1bb5bffc6c615dc9f28,reference1::foldbench_all__7X36_A,0.266,0.708,0.579,277,373,4.805E-05,0.708,False,True
proteina-b1bb5bffc6c615dc9f28,reference1::foldbench_all__7X36_C,0.266,0.708,0.579,277,373,4.805E-05,0.708,False,True
proteina-e9e34d73d429cdd595c7,reference0::cameo_hard__9de9_B,0.306,0.144,0.765,369,81,4.429E+03,0.765,True,False
proteina-ccb31ee78534160a14e1,reference0::denovo_pdb__8g9j_A,0.311,0.316,0.592,396,201,3.202E+01,0.592,True,False
proteina-ccb31ee78534160a14e1,reference1::foldbench_all__8F5I_A,0.348,0.159,0.594,396,101,1.699E+02,0.594,True,False
proteina-60fa0c972d8529a677e4,reference0::denovo_pdb__8ckr_A,0.368,0.544,0.875,228,136,5.958E-11,0.875,True,True
proteina-60fa0c972d8529a677e4,reference0::denovo_pdb__8cmq_A,0.368,0.544,0.875,228,136,5.958E-11,0.875,True,True
proteina-60fa0c972d8529a677e4,reference0::denovo_pdb__2fo7_A,0.368,0.544,0.875,228,136,5.958E-11,0.875,True,True
proteina-60fa0c972d8529a677e4,reference0::denovo_pdb__2hyz_A,0.368,0.544,0.875,228,136,5.958E-11,0.875,True,True
proteina-60fa0c972d8529a677e4,reference0::denovo_pdb__8bu0_A,0.368,0.544,0.875,228,136,5.958E-11,0.875,True,True
proteina-60fa0c972d8529a677e4,reference0::denovo_pdb__8ch0_A,0.368,0.544,0.875,228,136,5.958E-11,0.875,True,True
proteina-60fa0c972d8529a677e4,reference0::denovo_pdb__8cig_A,0.368,0.544,0.875,228,136,5.958E-11,0.875,True,True
proteina-60fa0c972d8529a677e4,reference0::denovo_pdb__8cqq_A,0.368,0.544,0.438,228,272,5.958E-11,0.544,True,True
proteina-60fa0c972d8529a677e4,reference0::denovo_pdb__8chy_A,0.368,0.544,0.438,228,272,5.958E-11,0.544,True,True
proteina-60fa0c972d8529a677e4,reference0::denovo_pdb__2avp_A,0.466,0.263,0.882,228,68,3.247E-05,0.882,True,True
proteina-60fa0c972d8529a677e4,reference0::denovo_pdb__7rmx_A,0.409,0.228,0.266,228,229,4.340E-04,0.228,False,True
proteina-60fa0c972d8529a677e4,reference0::denovo_pdb__4pjr_A,0.309,0.671,0.817,228,175,1.793E-02,0.817,True,False
proteina-60fa0c972d8529a677e4,reference0::cameo_hard__9had_C,0.363,0.246,0.583,228,108,1.695E+00,0.583,True,False
proteina-25e05e192ad6bed4637d,reference1::foldbench_all__8JOZ_A,0.310,0.455,0.397,253,282,7.167E-08,0.455,False,True
proteina-25e05e192ad6bed4637d,reference1::foldbench_all__7U9I_A,0.304,0.403,0.293,253,345,5.430E-06,0.403,False,True
proteina-25e05e192ad6bed4637d,reference1::foldbench_all__8SIO_A,0.337,0.292,0.209,253,340,1.284E-05,0.292,False,True
proteina-25e05e192ad6bed4637d,reference1::foldbench_all__8KHQ_A,0.403,0.206,0.070,253,728,3.967E-04,0.206,False,True
proteina-0418d536dd6f73f3c095,reference0::denovo_pdb__8g9j_A,0.345,0.450,0.935,378,201,2.655E-01,0.935,True,False
proteina-0418d536dd6f73f3c095,reference0::denovo_pdb__9v4l_A,0.447,0.095,0.559,378,68,1.738E+01,0.559,True,False
proteina-9c0481804b99ae77194f,reference0::denovo_pdb__8g9j_A,0.355,0.527,0.925,389,201,1.868E-08,0.925,True,True
proteina-a41ee34838b3c25633ce,reference1::foldbench_all__8UX6_F,0.370,0.133,0.659,203,41,1.798E+02,0.659,True,False
proteina-a9a4efa20e2cf8adac8c,reference0::denovo_pdb__6mrr_A,0.339,0.199,0.779,241,68,5.670E+00,0.779,True,False
proteina-a9660b2fabcd0e0ae16f,reference0::denovo_pdb__5cwg_A,0.330,0.336,0.574,324,195,4.044E-02,0.574,True,False
proteina-a9660b2fabcd0e0ae16f,reference0::denovo_pdb__5cwc_A,0.330,0.336,0.571,324,196,7.084E-02,0.571,True,False
proteina-1158f69f3893733fb5ba,reference1::foldbench_all__8UX6_F,0.500,0.093,0.634,227,41,1.172E+02,0.634,True,False
proteina-54a390bb3328c15ef4fd,reference0::denovo_pdb__6g6p_A,0.311,0.774,0.550,239,318,1.103E-12,0.774,True,True
proteina-54a390bb3328c15ef4fd,reference0::denovo_pdb__6y7p_A,0.350,0.418,0.304,239,319,2.700E-12,0.418,False,True
proteina-54a390bb3328c15ef4fd,reference0::denovo_pdb__6g6m_A,0.350,0.418,0.303,239,320,2.700E-12,0.418,False,True
proteina-54a390bb3328c15ef4fd,reference0::denovo_pdb__7bid_A,0.268,0.782,0.636,239,286,3.924E-11,0.782,False,True
proteina-54a390bb3328c15ef4fd,reference1::foldbench_all__7XFR_A,0.266,0.674,0.505,239,321,6.142E-08,0.674,False,True
proteina-54a390bb3328c15ef4fd,reference1::foldbench_all__8IW5_A,0.392,0.117,0.529,239,51,1.571E+03,0.529,True,False
proteina-54a390bb3328c15ef4fd,reference1::foldbench_all__8IW5_B,0.392,0.117,0.529,239,51,1.571E+03,0.529,True,False
proteina-4167b26f790e0d009793,reference0::denovo_pdb__7bid_A,0.594,0.836,0.920,324,286,6.656E-94,0.92,True,True
proteina-4167b26f790e0d009793,reference0::denovo_pdb__6y7p_A,0.459,0.886,0.850,324,319,5.952E-70,0.85,True,True
proteina-4167b26f790e0d009793,reference0::denovo_pdb__6g6m_A,0.459,0.886,0.847,324,320,5.952E-70,0.847,True,True
proteina-4167b26f790e0d009793,reference0::denovo_pdb__6g6p_A,0.387,0.892,0.858,324,318,8.304E-52,0.858,True,True
proteina-4167b26f790e0d009793,reference1::foldbench_all__8SHJ_A,0.273,0.747,0.588,324,359,1.031E-12,0.747,False,True
proteina-4167b26f790e0d009793,reference1::foldbench_all__8H0N_A,0.284,0.552,0.510,324,367,1.005E-09,0.552,False,True
proteina-363358a04d2fd82de4c6,reference0::denovo_pdb__8cqq_A,0.288,0.893,0.702,242,272,3.639E-07,0.893,False,True
proteina-363358a04d2fd82de4c6,reference0::denovo_pdb__8chy_A,0.288,0.893,0.702,242,272,3.639E-07,0.893,False,True
proteina-363358a04d2fd82de4c6,reference0::denovo_pdb__2wqh_A,0.344,0.347,0.827,242,104,2.076E-05,0.827,True,True
proteina-363358a04d2fd82de4c6,reference0::denovo_pdb__8ckr_A,0.313,0.467,0.816,242,136,2.768E-05,0.816,True,True
proteina-363358a04d2fd82de4c6,reference0::denovo_pdb__8cmq_A,0.313,0.467,0.816,242,136,2.768E-05,0.816,True,True
proteina-363358a04d2fd82de4c6,reference0::denovo_pdb__2fo7_A,0.313,0.467,0.816,242,136,2.768E-05,0.816,True,True
proteina-363358a04d2fd82de4c6,reference0::denovo_pdb__2hyz_A,0.313,0.467,0.816,242,136,2.768E-05,0.816,True,True
proteina-363358a04d2fd82de4c6,reference0::denovo_pdb__8bu0_A,0.313,0.467,0.816,242,136,2.768E-05,0.816,True,True
proteina-363358a04d2fd82de4c6,reference0::denovo_pdb__8ch0_A,0.313,0.467,0.816,242,136,2.768E-05,0.816,True,True
proteina-363358a04d2fd82de4c6,reference0::denovo_pdb__8cig_A,0.313,0.467,0.816,242,136,2.768E-05,0.816,True,True
proteina-363358a04d2fd82de4c6,reference0::denovo_pdb__2avp_A,0.380,0.207,0.735,242,68,2.027E-03,0.735,True,False
proteina-363358a04d2fd82de4c6,reference1::foldbench_all__8GJI_A,0.315,0.550,0.575,242,174,2.541E-01,0.575,True,False
proteina-51b22022c3563122a55f,reference0::denovo_pdb__9lns_A,0.333,0.164,0.609,286,64,3.583E+02,0.609,True,False
proteina-fa124556ca3e3af8e9c3,reference1::foldbench_all__8R9T_A,0.476,0.055,0.600,382,35,1.511E+03,0.6,True,False
proteina-fa124556ca3e3af8e9c3,reference1::foldbench_all__8R9T_B,0.476,0.055,0.600,382,35,1.511E+03,0.6,True,False
proteina-ede866f2660994fbea7e,reference0::denovo_pdb__5cwm_A,0.309,0.511,0.982,415,226,5.644E-06,0.982,True,True
proteina-ede866f2660994fbea7e,reference0::denovo_pdb__5cwp_A,0.333,0.443,0.747,415,229,6.971E-05,0.747,True,True
proteina-f7d27dc5106b69c09be8,reference0::denovo_pdb__6veh_A,0.380,0.354,0.756,497,180,4.505E-15,0.756,True,True
proteina-f7d27dc5106b69c09be8,reference0::denovo_pdb__4db6_A,0.278,0.312,0.802,497,197,4.929E-12,0.802,False,True
proteina-f7d27dc5106b69c09be8,reference1::foldbench_all__8WHI_A,0.283,0.298,0.604,497,235,1.731E-09,0.604,False,True
proteina-f7d27dc5106b69c09be8,reference1::foldbench_all__8WHJ_A,0.283,0.298,0.538,497,264,1.731E-09,0.538,False,True
proteina-082657309c84c3457cc6,reference0::denovo_pdb__6veh_A,0.351,0.324,0.861,500,180,3.653E-16,0.861,True,True
proteina-baa33a748870f0606c9c,reference0::denovo_pdb__9lni_A,0.371,0.885,0.533,113,212,1.680E+00,0.885,True,False
proteina-baa33a748870f0606c9c,reference0::denovo_pdb__9fw5_A,0.347,0.593,0.350,113,197,8.112E+01,0.593,True,False
proteina-f5426e53f39aa6735bb1,reference0::denovo_pdb__9fw7_A,0.330,0.792,0.442,120,199,1.262E-01,0.792,True,False
proteina-f5426e53f39aa6735bb1,reference0::denovo_pdb__7rmx_A,0.324,0.617,0.323,120,229,1.893E+00,0.617,True,False
proteina-1473d5162a23973958f0,reference0::denovo_pdb__8cqq_A,0.410,0.751,0.743,366,272,1.769E-41,0.743,True,True
proteina-1473d5162a23973958f0,reference0::denovo_pdb__8chy_A,0.410,0.751,0.743,366,272,1.769E-41,0.743,True,True
proteina-1473d5162a23973958f0,reference0::denovo_pdb__8ckr_A,0.430,0.495,0.993,366,136,1.708E-26,0.993,True,True
proteina-1473d5162a23973958f0,reference0::denovo_pdb__8cmq_A,0.430,0.495,0.993,366,136,1.708E-26,0.993,True,True
proteina-1473d5162a23973958f0,reference0::denovo_pdb__2fo7_A,0.430,0.495,0.993,366,136,1.708E-26,0.993,True,True
proteina-1473d5162a23973958f0,reference0::denovo_pdb__2hyz_A,0.430,0.495,0.993,366,136,1.708E-26,0.993,True,True
proteina-1473d5162a23973958f0,reference0::denovo_pdb__8bu0_A,0.430,0.495,0.993,366,136,1.708E-26,0.993,True,True
proteina-1473d5162a23973958f0,reference0::denovo_pdb__8ch0_A,0.430,0.495,0.993,366,136,1.708E-26,0.993,True,True
proteina-1473d5162a23973958f0,reference0::denovo_pdb__8cig_A,0.430,0.495,0.993,366,136,1.708E-26,0.993,True,True
proteina-1473d5162a23973958f0,reference0::denovo_pdb__2wqh_A,0.437,0.374,0.962,366,104,7.937E-20,0.962,True,True
proteina-1473d5162a23973958f0,reference0::denovo_pdb__2avp_A,0.427,0.262,0.971,366,68,3.415E-12,0.971,True,True
proteina-a20e0c620387f302b523,reference1::foldbench_all__8PFI_B,0.303,0.589,0.320,384,807,5.308E-07,0.589,True,True
proteina-ec9cefab82760db883b8,reference0::denovo_pdb__8cqq_A,0.466,0.723,0.985,430,272,1.844E-62,0.985,True,True
proteina-ec9cefab82760db883b8,reference0::denovo_pdb__8chy_A,0.466,0.723,0.985,430,272,1.844E-62,0.985,True,True
proteina-ec9cefab82760db883b8,reference0::denovo_pdb__8ckr_A,0.546,0.349,0.971,430,136,2.783E-37,0.971,True,True
proteina-ec9cefab82760db883b8,reference0::denovo_pdb__8cmq_A,0.546,0.349,0.971,430,136,2.783E-37,0.971,True,True
proteina-ec9cefab82760db883b8,reference0::denovo_pdb__2fo7_A,0.546,0.349,0.971,430,136,2.783E-37,0.971,True,True
proteina-ec9cefab82760db883b8,reference0::denovo_pdb__2hyz_A,0.546,0.349,0.971,430,136,2.783E-37,0.971,True,True
proteina-ec9cefab82760db883b8,reference0::denovo_pdb__8bu0_A,0.546,0.349,0.971,430,136,2.783E-37,0.971,True,True
proteina-ec9cefab82760db883b8,reference0::denovo_pdb__8ch0_A,0.546,0.349,0.971,430,136,2.783E-37,0.971,True,True
proteina-ec9cefab82760db883b8,reference0::denovo_pdb__8cig_A,0.546,0.349,0.971,430,136,2.783E-37,0.971,True,True
proteina-ec9cefab82760db883b8,reference0::denovo_pdb__2wqh_A,0.576,0.258,0.952,430,104,1.257E-28,0.952,True,True
proteina-ec9cefab82760db883b8,reference0::denovo_pdb__5hrz_A,0.441,0.316,0.967,430,122,6.213E-18,0.967,True,True
proteina-ec9cefab82760db883b8,reference0::denovo_pdb__2avp_A,0.628,0.163,0.941,430,68,1.942E-17,0.941,True,True
proteina-ec9cefab82760db883b8,reference1::foldbench_all__8RTE_A,0.250,0.588,0.692,430,370,4.199E-05,0.692,False,True
proteina-ec9cefab82760db883b8,reference0::denovo_pdb__5orm_A,0.279,0.760,0.834,430,350,1.281E-04,0.834,False,True
proteina-ec9cefab82760db883b8,reference0::denovo_pdb__9lni_A,0.339,0.240,0.524,430,212,3.119E-01,0.524,True,False
proteina-6a14b4853c1502d6f814,reference0::denovo_pdb__2avp_A,0.305,0.080,0.529,451,68,9.271E+00,0.529,True,False
proteina-2552afc91d6247f302ea,reference0::denovo_pdb__7ur7_A,0.341,0.134,0.651,276,63,1.963E+02,0.651,True,False
proteina-2552afc91d6247f302ea,reference0::foldbench100__7ur7_A,0.341,0.134,0.586,276,70,1.963E+02,0.586,True,False
proteina-2552afc91d6247f302ea,reference1::foldbench_all__7UR7_A,0.341,0.134,0.586,276,70,1.963E+02,0.586,True,False
proteina-00192e01a4b04af21037,reference0::denovo_pdb__9hnh_A,0.324,0.340,0.702,312,151,3.197E+01,0.702,True,False
proteina-f19faab1963bd38833f6,reference1::foldbench_all__8GJI_A,0.338,0.479,0.718,267,174,3.879E-01,0.718,True,False
proteina-f19faab1963bd38833f6,reference1::foldbench_all__8TNB_B,0.303,0.266,0.531,267,147,3.309E+02,0.531,True,False
