dataset,stem,L,eval_set,is_viral,exp199_stratum,exp199_best_identity,#232 m2-p06 (decontaminated),#199 cooldown (contaminated),delta
foldbench_monomer,7ur2_A,195,eval-val,0,id_70_100,0.841,0.3795620437956204,0.6788321167883211,-0.2992700729927007
foldbench_monomer,7urp_A,160,eval-val,0,id_20_30,0.274,0.4477611940298507,0.4701492537313433,-0.022388059701492602
foldbench_monomer,7uvg_A,183,eval-val,0,id_70_100,0.926,0.4213483146067415,0.3876404494382022,0.0337078651685393
foldbench_monomer,7uww_A,635,eval-val,0,id_70_100,0.813,0.404040404040404,0.4343434343434343,-0.03030303030303033
foldbench_monomer,7v3o_A,328,eval-val,0,id_70_100,0.872,0.3823529411764705,0.4705882352941176,-0.08823529411764708
foldbench_monomer,7w15_A,302,eval-val,0,id_50_70,0.662,0.6732673267326733,0.66996699669967,0.0033003300330033403
foldbench_monomer,7y3h_A,413,eval-val,0,id_30_50,0.49,0.6153846153846154,0.7019230769230769,-0.08653846153846145
foldbench_monomer,7wz5_A,161,eval-val,0,id_70_100,0.712,0.0353982300884955,0.4336283185840708,-0.3982300884955753
foldbench_monomer,7wzm_A,492,eval-val,0,id_30_50,0.44,0.6973684210526315,0.7302631578947368,-0.03289473684210531
foldbench_monomer,7x4p_A,307,eval-val,0,id_70_100,0.958,0.4984984984984985,0.5675675675675675,-0.06906906906906907
foldbench_monomer,7x3h_A,290,eval-val,0,id_70_100,0.802,0.6418918918918919,0.5777027027027027,0.06418918918918914
foldbench_monomer,7x8l_A,514,eval-val,0,id_30_50,0.432,0.5327586206896552,0.7482758620689656,-0.2155172413793104
foldbench_monomer,7xcd_A,178,eval-val,1,id_70_100,0.771,0.1621621621621621,0.1689189189189189,-0.006756756756756799
foldbench_monomer,7xg9_A,288,eval-val,0,id_50_70,0.578,0.4232365145228215,0.6141078838174274,-0.1908713692946059
foldbench_monomer,7xi5_A,65,eval-val,0,id_70_100,0.939,0.7857142857142857,0.8333333333333334,-0.04761904761904767
foldbench_monomer,7xp9_A,84,eval-val,0,no_homolog,,0.4222222222222222,0.2444444444444444,0.1777777777777778
foldbench_monomer,8ycm_A,229,eval-val,0,id_70_100,0.874,0.4744897959183674,0.4948979591836734,-0.020408163265306034
foldbench_monomer,7xq4_A,514,eval-val,0,id_30_50,0.473,0.5021186440677966,0.6292372881355932,-0.1271186440677966
foldbench_monomer,7xrx_A,398,eval-val,0,id_70_100,0.777,0.5025252525252525,0.5606060606060606,-0.058080808080808066
foldbench_monomer,7xjr_A,337,eval-val,0,id_70_100,0.937,0.5677966101694916,0.6638418079096046,-0.096045197740113
foldbench_monomer,7xyr_A,591,eval-val,0,id_50_70,0.545,0.6803394625176803,0.7256011315417256,-0.04526166902404527
foldbench_monomer,7xz3_A,325,eval-val,0,id_50_70,0.504,0.1424050632911392,0.3955696202531645,-0.25316455696202533
foldbench_monomer,7y4h_A,338,eval-val,0,id_50_70,0.666,0.584375,0.596875,-0.012500000000000067
foldbench_monomer,7y54_A,100,eval-val,0,id_50_70,0.626,0.819047619047619,0.8095238095238095,0.00952380952380949
foldbench_monomer,7y5m_A,170,eval-val,1,id_70_100,1.0,0.5405405405405406,0.6013513513513513,-0.060810810810810745
foldbench_monomer,7y5r_A,105,eval-val,0,id_50_70,0.577,0.7628865979381443,0.8350515463917526,-0.07216494845360832
foldbench_monomer,7y8h_A,100,eval-val,0,id_50_70,0.506,0.7469879518072289,0.8072289156626506,-0.06024096385542177
foldbench_monomer,7y8i_A,97,eval-val,0,id_30_50,0.373,0.8072289156626506,0.8072289156626506,0.0
foldbench_monomer,7y5j_A,102,eval-val,0,id_30_50,0.496,0.7692307692307693,0.7802197802197802,-0.01098901098901095
foldbench_monomer,7yd4_A,185,eval-val,0,id_70_100,0.847,0.1830985915492957,0.2394366197183098,-0.05633802816901409
foldbench_monomer,7yhr_A,60,eval-val,0,id_70_100,0.944,0.3902439024390244,0.3658536585365853,0.0243902439024391
foldbench_monomer,7ykm_A,105,eval-val,0,id_70_100,0.705,0.7454545454545455,0.7818181818181819,-0.036363636363636376
foldbench_monomer,7ylr_A,330,eval-val,0,id_70_100,0.719,0.7225274725274725,0.7884615384615384,-0.06593406593406592
foldbench_monomer,8gmy_A,236,eval-val,0,id_70_100,0.975,0.3425196850393701,0.421259842519685,-0.07874015748031493
foldbench_monomer,7yug_A,118,eval-val,0,id_70_100,0.801,0.3297872340425531,0.648936170212766,-0.31914893617021284
foldbench_monomer,7yyg_A,365,eval-val,0,id_50_70,0.508,0.2443438914027149,0.2579185520361991,-0.013574660633484226
foldbench_monomer,7z65_A,283,eval-val,0,id_70_100,1.0,0.553125,0.575,-0.021874999999999978
foldbench_monomer,7znz_A,761,eval-val,0,id_70_100,0.974,0.4699570815450644,0.7103004291845494,-0.240343347639485
foldbench_monomer,7zoi_A,151,eval-val,0,id_70_100,0.736,0.6545454545454545,0.7636363636363637,-0.10909090909090913
foldbench_monomer,7zs2_A,316,eval-val,0,id_70_100,0.704,0.7040358744394619,0.7309417040358744,-0.026905829596412523
foldbench_monomer,7zu3_A,132,eval-val,1,no_homolog,,0.4130434782608695,0.5,-0.08695652173913049
foldbench_monomer,7zv1_A,136,eval-val,1,no_homolog,,0.4414414414414414,0.4774774774774775,-0.03603603603603611
foldbench_monomer,8adc_A,215,eval-val,0,id_20_30,0.262,0.3117647058823529,0.3294117647058823,-0.017647058823529405
foldbench_monomer,8add_A,213,eval-val,0,id_30_50,0.389,0.1857142857142857,0.2428571428571428,-0.057142857142857106
foldbench_monomer,8akh_A,374,eval-val,0,id_70_100,0.81,0.6292834890965732,0.6822429906542056,-0.052959501557632405
foldbench_monomer,8ak2_A,297,eval-val,0,id_50_70,0.542,0.697452229299363,0.7802547770700637,-0.08280254777070073
foldbench_monomer,8arl_A,246,eval-val,0,id_50_70,0.509,0.0538461538461538,0.1,-0.046153846153846205
foldbench_monomer,8q8i_A,282,eval-val,1,id_50_70,0.574,0.5186170212765957,0.5718085106382979,-0.05319148936170215
foldbench_monomer,8au6_A,321,eval-val,0,id_30_50,0.475,0.5,0.4345238095238095,0.06547619047619052
foldbench_monomer,8axj_A,162,eval-val,0,id_70_100,0.954,0.7482517482517482,0.8251748251748252,-0.07692307692307698
foldbench_monomer,8azb_A,521,eval-val,0,id_70_100,0.729,0.7563884156729132,0.7836456558773425,-0.027257240204429323
foldbench_monomer,8b2e_A,143,eval-val,0,id_50_70,0.688,0.5923076923076923,0.6923076923076923,-0.09999999999999998
foldbench_monomer,8b2g_A,74,eval-val,0,id_70_100,0.824,0.7288135593220338,0.7796610169491526,-0.05084745762711873
foldbench_monomer,8b2s_A,245,eval-val,0,id_70_100,0.741,0.6720430107526881,0.7473118279569892,-0.07526881720430112
foldbench_monomer,8b4u_A,277,eval-val,0,id_50_70,0.68,0.8424908424908425,0.8315018315018315,0.01098901098901095
foldbench_monomer,8b5w_A,459,eval-val,0,id_70_100,0.968,0.1513513513513513,0.1675675675675675,-0.01621621621621619
foldbench_monomer,8b61_A,238,eval-val,0,id_30_50,0.34,0.4150943396226415,0.4952830188679245,-0.080188679245283
foldbench_monomer,8b6a_A,214,eval-val,0,id_50_70,0.566,0.6,0.6871794871794872,-0.0871794871794872
foldbench_monomer,8b6e_A,66,eval-val,0,id_70_100,0.998,0.7954545454545454,0.7954545454545454,0.0
foldbench_monomer,8baq_A,208,eval-val,0,id_50_70,0.521,0.4736842105263157,0.5368421052631579,-0.06315789473684219
foldbench_monomer,8bau_A,189,eval-val,0,id_70_100,0.788,0.6602870813397129,0.7464114832535885,-0.0861244019138756
foldbench_monomer,8bfy_A,426,eval-val,0,id_70_100,0.751,0.6211699164345403,0.6100278551532033,0.01114206128133699
foldbench_monomer,8bgb_A,131,eval-val,0,id_70_100,0.758,0.801980198019802,0.8514851485148515,-0.04950495049504944
foldbench_monomer,8bke_A,638,eval-val,1,id_70_100,0.951,0.6376518218623481,0.5303643724696356,0.10728744939271251
foldbench_monomer,8bsb_A,177,eval-val,0,id_50_70,0.513,0.6782608695652174,0.7217391304347827,-0.0434782608695653
foldbench_monomer,8bux_A,334,eval-val,0,no_homolog,,0.0916666666666666,0.0583333333333333,0.033333333333333305
foldbench_monomer,8c4d_A,330,eval-val,0,id_70_100,0.751,0.5851528384279476,0.6681222707423581,-0.08296943231441045
foldbench_monomer,7xlz_A,266,eval-val,0,id_50_70,0.532,0.6528301886792452,0.7018867924528301,-0.049056603773584895
foldbench_monomer,8c4y_A,314,eval-val,0,id_70_100,0.889,0.7238605898123325,0.7184986595174263,0.00536193029490617
foldbench_monomer,8cba_A,214,eval-val,0,id_20_30,0.292,0.1591836734693877,0.3469387755102041,-0.18775510204081639
foldbench_monomer,8ci9_A,312,eval-val,0,id_50_70,0.513,0.5845697329376854,0.7388724035608308,-0.1543026706231454
foldbench_monomer,8cih_A,214,eval-val,0,id_70_100,0.781,0.3354430379746835,0.4113924050632911,-0.07594936708860761
foldbench_monomer,8amo_A,399,eval-val,0,id_70_100,0.833,0.712707182320442,0.7348066298342542,-0.02209944751381221
foldbench_monomer,8cpk_A,384,eval-val,0,id_50_70,0.644,0.6288951841359773,0.7847025495750708,-0.15580736543909346
foldbench_monomer,8cpn_A,207,eval-val,0,id_30_50,0.491,0.2976190476190476,0.3809523809523809,-0.08333333333333326
foldbench_monomer,8d2z_A,327,eval-val,0,id_70_100,0.863,0.6826923076923077,0.7019230769230769,-0.019230769230769162
foldbench_monomer,8daj_A,302,eval-val,0,id_50_70,0.675,0.6688963210702341,0.7157190635451505,-0.04682274247491636
foldbench_monomer,8dez_A,173,eval-val,0,id_70_100,0.84,0.2527472527472527,0.4505494505494505,-0.19780219780219782
foldbench_monomer,8dge_A,738,eval-val,0,id_30_50,0.447,0.5317286652078774,0.6301969365426696,-0.09846827133479219
foldbench_monomer,8dhj_A,249,eval-val,0,id_30_50,0.478,0.7528089887640449,0.7790262172284644,-0.02621722846441954
foldbench_monomer,8dmu_A,489,eval-val,0,id_50_70,0.571,0.138353765323993,0.2049036777583187,-0.0665499124343257
foldbench_monomer,8dp9_A,148,eval-val,0,id_70_100,0.922,0.726027397260274,0.7534246575342466,-0.0273972602739726
foldbench_monomer,8dqd_A,377,eval-val,0,id_50_70,0.614,0.6886075949367089,0.7215189873417721,-0.032911392405063244
foldbench_monomer,8dx0_A,154,eval-val,0,id_50_70,0.5,0.7777777777777778,0.7777777777777778,0.0
foldbench_monomer,8e0r_A,468,eval-val,0,id_70_100,0.991,0.1975806451612903,0.3669354838709677,-0.16935483870967738
foldbench_monomer,8e5h_A,372,eval-val,0,id_70_100,0.954,0.5290697674418605,0.7209302325581395,-0.19186046511627897
foldbench_monomer,8eb9_A,95,eval-val,0,no_homolog,,0.1971830985915492,0.1830985915492957,0.014084507042253502
foldbench_monomer,8ec3_A,168,eval-val,0,no_homolog,,0.2222222222222222,0.246031746031746,-0.02380952380952378
foldbench_monomer,8eo5_A,290,eval-val,0,id_50_70,0.686,0.7944664031620553,0.8102766798418972,-0.015810276679841917
