eval_set,stem,L,requested_pairs,effective_pairs,dropped_short_pairs
eval-val,7w15_A,302,200,200,0
eval-val,7w15_A,302,210,210,0
eval-val,7w15_A,302,220,220,0
eval-val,7w15_A,302,230,230,0
eval-val,7w15_A,302,240,240,0
eval-val,7w15_A,302,250,250,0
eval-val,7w15_A,302,260,260,0
eval-val,7w15_A,302,270,270,0
eval-val,7w15_A,302,280,280,0
eval-val,7w15_A,302,290,290,0
eval-val,7w15_A,302,300,300,0
eval-val,7w15_A,302,302,302,0
eval-val,7wz5_A,161,0,0,0
eval-val,7wz5_A,161,10,10,0
eval-val,7wz5_A,161,20,20,0
eval-val,7wz5_A,161,30,30,0
eval-val,7wz5_A,161,40,40,0
eval-val,7wz5_A,161,50,50,0
eval-val,7wz5_A,161,60,60,0
eval-val,7wz5_A,161,70,70,0
eval-val,7wz5_A,161,80,80,0
eval-val,7wz5_A,161,90,90,0
eval-val,7wz5_A,161,100,100,0
eval-val,7wz5_A,161,110,110,0
eval-val,7wz5_A,161,120,120,0
eval-val,7wz5_A,161,130,130,0
eval-val,7wz5_A,161,140,140,0
eval-val,7wz5_A,161,150,150,0
eval-val,7wz5_A,161,160,160,0
eval-val,7wz5_A,161,161,161,0
eval-val,7wzm_A,492,0,0,0
eval-val,7wzm_A,492,10,10,0
eval-val,7wzm_A,492,20,20,0
eval-val,7wzm_A,492,30,30,0
eval-val,7wzm_A,492,40,40,0
eval-val,7wzm_A,492,50,50,0
eval-val,7wzm_A,492,60,60,0
eval-val,7wzm_A,492,70,70,0
eval-val,7wzm_A,492,80,80,0
eval-val,7wzm_A,492,90,90,0
eval-val,7wzm_A,492,100,100,0
eval-val,7wzm_A,492,110,110,0
eval-val,7wzm_A,492,120,120,0
eval-val,7wzm_A,492,130,130,0
eval-val,7wzm_A,492,140,140,0
eval-val,7wzm_A,492,150,150,0
eval-val,7wzm_A,492,160,160,0
eval-val,7wzm_A,492,170,170,0
eval-val,7wzm_A,492,180,180,0
eval-val,7wzm_A,492,190,190,0
eval-val,7wzm_A,492,200,200,0
eval-val,7wzm_A,492,210,210,0
eval-val,7wzm_A,492,220,220,0
eval-val,7wzm_A,492,230,230,0
eval-val,7wzm_A,492,240,240,0
eval-val,7wzm_A,492,250,250,0
eval-val,7wzm_A,492,260,260,0
eval-val,7wzm_A,492,270,270,0
eval-val,7wzm_A,492,280,280,0
eval-val,7wzm_A,492,290,290,0
eval-val,7wzm_A,492,300,300,0
eval-val,7wzm_A,492,310,310,0
eval-val,7wzm_A,492,320,320,0
eval-val,7wzm_A,492,330,330,0
eval-val,7wzm_A,492,340,340,0
eval-val,7wzm_A,492,350,350,0
eval-val,7wzm_A,492,360,360,0
eval-val,7wzm_A,492,370,370,0
eval-val,7wzm_A,492,380,380,0
eval-val,7wzm_A,492,390,390,0
eval-val,7wzm_A,492,400,400,0
eval-val,7wzm_A,492,410,410,0
eval-val,7wzm_A,492,420,420,0
eval-val,7wzm_A,492,430,430,0
eval-val,7wzm_A,492,440,440,0
eval-val,7wzm_A,492,450,450,0
eval-val,7wzm_A,492,460,459,1
eval-val,7wzm_A,492,470,468,2
eval-val,7wzm_A,492,480,478,2
eval-val,7wzm_A,492,490,488,2
eval-val,7wzm_A,492,492,490,2
eval-val,7x3h_A,290,0,0,0
eval-val,7x3h_A,290,10,10,0
eval-val,7x3h_A,290,20,20,0
eval-val,7x3h_A,290,30,30,0
eval-val,7x3h_A,290,40,40,0
eval-val,7x3h_A,290,50,50,0
eval-val,7x3h_A,290,60,60,0
eval-val,7x3h_A,290,70,70,0
eval-val,7x3h_A,290,80,80,0
eval-val,7x3h_A,290,90,90,0
eval-val,7x3h_A,290,100,100,0
eval-val,7x3h_A,290,110,110,0
eval-val,7x3h_A,290,120,120,0
eval-val,7x3h_A,290,130,130,0
eval-val,7x3h_A,290,140,140,0
eval-val,7x3h_A,290,150,150,0
eval-val,7x3h_A,290,160,160,0
eval-val,7x3h_A,290,170,170,0
eval-val,7x3h_A,290,180,180,0
eval-val,7x3h_A,290,190,190,0
eval-val,7x3h_A,290,200,200,0
eval-val,7x3h_A,290,210,210,0
eval-val,7x3h_A,290,220,220,0
eval-val,7x3h_A,290,230,230,0
eval-val,7x3h_A,290,240,240,0
eval-val,7x3h_A,290,250,250,0
eval-val,7x3h_A,290,260,260,0
eval-val,7x3h_A,290,270,270,0
eval-val,7x3h_A,290,280,280,0
eval-val,7x3h_A,290,290,290,0
eval-val,7x4p_A,307,0,0,0
eval-val,7x4p_A,307,10,10,0
eval-val,7x4p_A,307,20,20,0
eval-val,7x4p_A,307,30,30,0
eval-val,7x4p_A,307,40,40,0
eval-val,7x4p_A,307,50,50,0
eval-val,7x4p_A,307,60,60,0
eval-val,7x4p_A,307,70,70,0
eval-val,7x4p_A,307,80,80,0
eval-val,7x4p_A,307,90,90,0
eval-val,7x4p_A,307,100,100,0
eval-val,7x4p_A,307,110,110,0
eval-val,7x4p_A,307,120,120,0
eval-val,7x4p_A,307,130,130,0
eval-val,7x4p_A,307,140,140,0
eval-val,7x4p_A,307,150,150,0
eval-val,7x4p_A,307,160,160,0
eval-val,7x4p_A,307,170,170,0
eval-val,7x4p_A,307,180,180,0
eval-val,7x4p_A,307,190,190,0
eval-val,7x4p_A,307,200,200,0
eval-val,7x4p_A,307,210,210,0
eval-val,7x4p_A,307,220,220,0
eval-val,7x4p_A,307,230,230,0
eval-val,7x4p_A,307,240,240,0
eval-val,7x4p_A,307,250,250,0
eval-val,7x4p_A,307,260,260,0
eval-val,7x4p_A,307,270,270,0
eval-val,7x4p_A,307,280,280,0
eval-val,7x4p_A,307,290,290,0
eval-val,7x4p_A,307,300,300,0
eval-val,7x4p_A,307,307,307,0
eval-val,7x8l_A,514,0,0,0
eval-val,7x8l_A,514,10,10,0
eval-val,7x8l_A,514,20,20,0
eval-val,7x8l_A,514,30,30,0
eval-val,7x8l_A,514,40,40,0
eval-val,7x8l_A,514,50,50,0
eval-val,7x8l_A,514,60,60,0
eval-val,7x8l_A,514,70,70,0
eval-val,7x8l_A,514,80,80,0
eval-val,7x8l_A,514,90,90,0
eval-val,7x8l_A,514,100,100,0
eval-val,7x8l_A,514,110,110,0
eval-val,7x8l_A,514,120,120,0
eval-val,7x8l_A,514,130,130,0
eval-val,7x8l_A,514,140,140,0
eval-val,7x8l_A,514,150,150,0
eval-val,7x8l_A,514,160,160,0
eval-val,7x8l_A,514,170,170,0
eval-val,7x8l_A,514,180,180,0
eval-val,7x8l_A,514,190,190,0
eval-val,7x8l_A,514,200,200,0
eval-val,7x8l_A,514,210,210,0
eval-val,7x8l_A,514,220,220,0
eval-val,7x8l_A,514,230,230,0
eval-val,7x8l_A,514,240,240,0
eval-val,7x8l_A,514,250,250,0
eval-val,7x8l_A,514,260,260,0
eval-val,7x8l_A,514,270,270,0
eval-val,7x8l_A,514,280,280,0
eval-val,7x8l_A,514,290,290,0
eval-val,7x8l_A,514,300,300,0
eval-val,7x8l_A,514,310,310,0
eval-val,7x8l_A,514,320,320,0
eval-val,7x8l_A,514,330,330,0
eval-val,7x8l_A,514,340,340,0
eval-val,7x8l_A,514,350,350,0
eval-val,7x8l_A,514,360,360,0
eval-val,7x8l_A,514,370,370,0
eval-val,7x8l_A,514,380,380,0
eval-val,7x8l_A,514,390,390,0
eval-val,7x8l_A,514,400,400,0
eval-val,7x8l_A,514,410,410,0
eval-val,7x8l_A,514,420,420,0
eval-val,7x8l_A,514,430,430,0
eval-val,7x8l_A,514,440,440,0
eval-val,7x8l_A,514,450,450,0
eval-val,7x8l_A,514,460,460,0
eval-val,7x8l_A,514,470,470,0
eval-val,7x8l_A,514,480,480,0
eval-val,7x8l_A,514,490,490,0
eval-val,7x8l_A,514,500,500,0
eval-val,7x8l_A,514,510,510,0
eval-val,7x8l_A,514,514,514,0
eval-val,7xcd_A,178,0,0,0
eval-val,7xcd_A,178,10,10,0
eval-val,7xcd_A,178,20,20,0
eval-val,7xcd_A,178,30,30,0
eval-val,7xcd_A,178,40,40,0
eval-val,7xcd_A,178,50,50,0
eval-val,7xcd_A,178,60,60,0
eval-val,7xcd_A,178,70,70,0
eval-val,7xcd_A,178,80,80,0
eval-val,7xcd_A,178,90,90,0
eval-val,7xcd_A,178,100,100,0
eval-val,7xcd_A,178,110,110,0
eval-val,7xcd_A,178,120,120,0
eval-val,7xcd_A,178,130,130,0
eval-val,7xcd_A,178,140,140,0
eval-val,7xcd_A,178,150,150,0
eval-val,7xcd_A,178,160,160,0
eval-val,7xcd_A,178,170,170,0
eval-val,7xcd_A,178,178,178,0
eval-val,7xg9_A,288,0,0,0
eval-val,7xg9_A,288,10,10,0
eval-val,7xg9_A,288,20,20,0
eval-val,7xg9_A,288,30,30,0
eval-val,7xg9_A,288,40,40,0
eval-val,7xg9_A,288,50,50,0
eval-val,7xg9_A,288,60,60,0
eval-val,7xg9_A,288,70,70,0
eval-val,7xg9_A,288,80,80,0
eval-val,7xg9_A,288,90,90,0
eval-val,7xg9_A,288,100,100,0
eval-val,7xg9_A,288,110,110,0
eval-val,7xg9_A,288,120,120,0
eval-val,7xg9_A,288,130,130,0
eval-val,7xg9_A,288,140,140,0
eval-val,7xg9_A,288,150,150,0
eval-val,7xg9_A,288,160,160,0
eval-val,7xg9_A,288,170,170,0
eval-val,7xg9_A,288,180,180,0
eval-val,7xg9_A,288,190,190,0
eval-val,7xg9_A,288,200,200,0
eval-val,7xg9_A,288,210,210,0
eval-val,7xg9_A,288,220,220,0
eval-val,7xg9_A,288,230,230,0
eval-val,7xg9_A,288,240,240,0
eval-val,7xg9_A,288,250,250,0
eval-val,7xg9_A,288,260,260,0
eval-val,7xg9_A,288,270,270,0
eval-val,7xg9_A,288,280,280,0
eval-val,7xg9_A,288,288,288,0
eval-val,7xi5_A,65,0,0,0
eval-val,7xi5_A,65,10,10,0
eval-val,7xi5_A,65,20,20,0
eval-val,7xi5_A,65,30,30,0
eval-val,7xi5_A,65,40,40,0
eval-val,7xi5_A,65,50,50,0
eval-val,7xi5_A,65,60,60,0
eval-val,7xi5_A,65,65,65,0
eval-val,7xjr_A,337,0,0,0
eval-val,7xjr_A,337,10,10,0
eval-val,7xjr_A,337,20,20,0
eval-val,7xjr_A,337,30,30,0
eval-val,7xjr_A,337,40,40,0
eval-val,7xjr_A,337,50,50,0
eval-val,7xjr_A,337,60,60,0
eval-val,7xjr_A,337,70,70,0
eval-val,7xjr_A,337,80,80,0
eval-val,7xjr_A,337,90,90,0
eval-val,7xjr_A,337,100,100,0
eval-val,7xjr_A,337,110,110,0
eval-val,7xjr_A,337,120,120,0
eval-val,7xjr_A,337,130,130,0
eval-val,7xjr_A,337,140,140,0
eval-val,7xjr_A,337,150,150,0
eval-val,7xjr_A,337,160,160,0
eval-val,7xjr_A,337,170,170,0
eval-val,7xjr_A,337,180,180,0
eval-val,7xjr_A,337,190,190,0
eval-val,7xjr_A,337,200,200,0
eval-val,7xjr_A,337,210,210,0
eval-val,7xjr_A,337,220,220,0
eval-val,7xjr_A,337,230,230,0
eval-val,7xjr_A,337,240,240,0
eval-val,7xjr_A,337,250,250,0
eval-val,7xjr_A,337,260,260,0
eval-val,7xjr_A,337,270,270,0
eval-val,7xjr_A,337,280,280,0
eval-val,7xjr_A,337,290,290,0
eval-val,7xjr_A,337,300,300,0
eval-val,7xjr_A,337,310,310,0
eval-val,7xjr_A,337,320,320,0
eval-val,7xjr_A,337,330,330,0
eval-val,7xjr_A,337,337,337,0
eval-val,7xlz_A,266,0,0,0
eval-val,7xlz_A,266,10,10,0
eval-val,7xlz_A,266,20,20,0
eval-val,7xlz_A,266,30,30,0
eval-val,7xlz_A,266,40,40,0
eval-val,7xlz_A,266,50,50,0
eval-val,7xlz_A,266,60,60,0
eval-val,7xlz_A,266,70,70,0
eval-val,7xlz_A,266,80,80,0
eval-val,7xlz_A,266,90,90,0
eval-val,7xlz_A,266,100,100,0
eval-val,7xlz_A,266,110,110,0
eval-val,7xlz_A,266,120,120,0
eval-val,7xlz_A,266,130,130,0
eval-val,7xlz_A,266,140,140,0
eval-val,7xlz_A,266,150,150,0
eval-val,7xlz_A,266,160,160,0
eval-val,7xlz_A,266,170,170,0
eval-val,7xlz_A,266,180,180,0
eval-val,7xlz_A,266,190,190,0
eval-val,7xlz_A,266,200,199,1
eval-val,7xlz_A,266,210,209,1
eval-val,7xlz_A,266,220,219,1
eval-val,7xlz_A,266,230,229,1
eval-val,7xlz_A,266,240,239,1
eval-val,7xlz_A,266,250,249,1
eval-val,7xlz_A,266,260,259,1
eval-val,7xlz_A,266,266,265,1
eval-val,7xp9_A,84,0,0,0
eval-val,7xp9_A,84,10,10,0
eval-val,7xp9_A,84,20,20,0
eval-val,7xp9_A,84,30,30,0
eval-val,7xp9_A,84,40,40,0
eval-val,7xp9_A,84,50,50,0
eval-val,7xp9_A,84,60,60,0
eval-val,7xp9_A,84,70,70,0
eval-val,7xp9_A,84,80,80,0
eval-val,7xp9_A,84,84,84,0
eval-val,7xq4_A,514,0,0,0
eval-val,7xq4_A,514,10,10,0
eval-val,7xq4_A,514,20,20,0
eval-val,7xq4_A,514,30,30,0
eval-val,7xq4_A,514,40,40,0
eval-val,7xq4_A,514,50,50,0
eval-val,7xq4_A,514,60,60,0
eval-val,7xq4_A,514,70,70,0
eval-val,7xq4_A,514,80,80,0
eval-val,7xq4_A,514,90,90,0
eval-val,7xq4_A,514,100,100,0
eval-val,7xq4_A,514,110,110,0
eval-val,7xq4_A,514,120,120,0
eval-val,7xq4_A,514,130,130,0
eval-val,7xq4_A,514,140,140,0
eval-val,7xq4_A,514,150,150,0
eval-val,7xq4_A,514,160,160,0
eval-val,7xq4_A,514,170,170,0
eval-val,7xq4_A,514,180,180,0
eval-val,7xq4_A,514,190,190,0
eval-val,7xq4_A,514,200,200,0
eval-val,7xq4_A,514,210,210,0
eval-val,7xq4_A,514,220,220,0
eval-val,7xq4_A,514,230,230,0
eval-val,7xq4_A,514,240,240,0
eval-val,7xq4_A,514,250,250,0
eval-val,7xq4_A,514,260,260,0
eval-val,7xq4_A,514,270,270,0
eval-val,7xq4_A,514,280,280,0
eval-val,7xq4_A,514,290,290,0
eval-val,7xq4_A,514,300,300,0
eval-val,7xq4_A,514,310,310,0
eval-val,7xq4_A,514,320,320,0
eval-val,7xq4_A,514,330,330,0
eval-val,7xq4_A,514,340,340,0
eval-val,7xq4_A,514,350,350,0
eval-val,7xq4_A,514,360,360,0
eval-val,7xq4_A,514,370,370,0
eval-val,7xq4_A,514,380,380,0
eval-val,7xq4_A,514,390,390,0
eval-val,7xq4_A,514,400,400,0
eval-val,7xq4_A,514,410,410,0
eval-val,7xq4_A,514,420,420,0
eval-val,7xq4_A,514,430,430,0
eval-val,7xq4_A,514,440,440,0
eval-val,7xq4_A,514,450,450,0
eval-val,7xq4_A,514,460,460,0
eval-val,7xq4_A,514,470,470,0
eval-val,7xq4_A,514,480,480,0
eval-val,7xq4_A,514,490,490,0
eval-val,7xq4_A,514,500,500,0
eval-val,7xq4_A,514,510,510,0
eval-val,7xq4_A,514,514,514,0
eval-val,7xrx_A,398,0,0,0
eval-val,7xrx_A,398,10,10,0
eval-val,7xrx_A,398,20,20,0
eval-val,7xrx_A,398,30,30,0
eval-val,7xrx_A,398,40,40,0
eval-val,7xrx_A,398,50,50,0
eval-val,7xrx_A,398,60,60,0
eval-val,7xrx_A,398,70,70,0
eval-val,7xrx_A,398,80,80,0
eval-val,7xrx_A,398,90,90,0
eval-val,7xrx_A,398,100,100,0
eval-val,7xrx_A,398,110,110,0
eval-val,7xrx_A,398,120,120,0
eval-val,7xrx_A,398,130,130,0
eval-val,7xrx_A,398,140,140,0
eval-val,7xrx_A,398,150,150,0
eval-val,7xrx_A,398,160,160,0
eval-val,7xrx_A,398,170,170,0
eval-val,7xrx_A,398,180,180,0
eval-val,7xrx_A,398,190,190,0
eval-val,7xrx_A,398,200,200,0
eval-val,7xrx_A,398,210,210,0
eval-val,7xrx_A,398,220,220,0
eval-val,7xrx_A,398,230,230,0
eval-val,7xrx_A,398,240,240,0
eval-val,7xrx_A,398,250,250,0
eval-val,7xrx_A,398,260,260,0
eval-val,7xrx_A,398,270,270,0
eval-val,7xrx_A,398,280,280,0
eval-val,7xrx_A,398,290,290,0
eval-val,7xrx_A,398,300,300,0
eval-val,7xrx_A,398,310,310,0
eval-val,7xrx_A,398,320,320,0
eval-val,7xrx_A,398,330,330,0
eval-val,7xrx_A,398,340,340,0
eval-val,7xrx_A,398,350,350,0
eval-val,7xrx_A,398,360,360,0
eval-val,7xrx_A,398,370,370,0
eval-val,7xrx_A,398,380,380,0
eval-val,7xrx_A,398,390,390,0
eval-val,7xrx_A,398,398,398,0
eval-val,7xyr_A,591,0,0,0
eval-val,7xyr_A,591,10,10,0
eval-val,7xyr_A,591,20,20,0
eval-val,7xyr_A,591,30,30,0
eval-val,7xyr_A,591,40,40,0
eval-val,7xyr_A,591,50,50,0
eval-val,7xyr_A,591,60,60,0
eval-val,7xyr_A,591,70,70,0
eval-val,7xyr_A,591,80,80,0
eval-val,7xyr_A,591,90,90,0
eval-val,7xyr_A,591,100,100,0
eval-val,7xyr_A,591,110,110,0
eval-val,7xyr_A,591,120,120,0
eval-val,7xyr_A,591,130,130,0
eval-val,7xyr_A,591,140,140,0
eval-val,7xyr_A,591,150,150,0
eval-val,7xyr_A,591,160,160,0
eval-val,7xyr_A,591,170,170,0
eval-val,7xyr_A,591,180,180,0
eval-val,7xyr_A,591,190,190,0
eval-val,7xyr_A,591,200,200,0
eval-val,7xyr_A,591,210,210,0
eval-val,7xyr_A,591,220,220,0
eval-val,7xyr_A,591,230,230,0
eval-val,7xyr_A,591,240,240,0
eval-val,7xyr_A,591,250,250,0
eval-val,7xyr_A,591,260,260,0
eval-val,7xyr_A,591,270,270,0
eval-val,7xyr_A,591,280,280,0
eval-val,7xyr_A,591,290,290,0
eval-val,7xyr_A,591,300,300,0
eval-val,7xyr_A,591,310,310,0
eval-val,7xyr_A,591,320,320,0
eval-val,7xyr_A,591,330,330,0
eval-val,7xyr_A,591,340,340,0
eval-val,7xyr_A,591,350,350,0
eval-val,7xyr_A,591,360,360,0
eval-val,7xyr_A,591,370,370,0
eval-val,7xyr_A,591,380,380,0
eval-val,7xyr_A,591,390,390,0
eval-val,7xyr_A,591,400,400,0
eval-val,7xyr_A,591,410,410,0
eval-val,7xyr_A,591,420,420,0
eval-val,7xyr_A,591,430,430,0
eval-val,7xyr_A,591,440,440,0
eval-val,7xyr_A,591,450,450,0
eval-val,7xyr_A,591,460,459,1
eval-val,7xyr_A,591,470,469,1
eval-val,7xyr_A,591,480,479,1
eval-val,7xyr_A,591,490,489,1
eval-val,7xyr_A,591,500,499,1
eval-val,7xyr_A,591,510,509,1
eval-val,7xyr_A,591,520,519,1
eval-val,7xyr_A,591,530,529,1
eval-val,7xyr_A,591,540,539,1
eval-val,7xyr_A,591,550,548,2
eval-val,7xyr_A,591,560,558,2
eval-val,7xyr_A,591,570,567,3
eval-val,7xyr_A,591,580,577,3
eval-val,7xyr_A,591,590,586,4
eval-val,7xyr_A,591,591,587,4
eval-val,7xz3_A,325,0,0,0
eval-val,7xz3_A,325,10,10,0
eval-val,7xz3_A,325,20,20,0
eval-val,7xz3_A,325,30,30,0
eval-val,7xz3_A,325,40,40,0
eval-val,7xz3_A,325,50,49,1
eval-val,7xz3_A,325,60,58,2
eval-val,7xz3_A,325,70,68,2
eval-val,7xz3_A,325,80,78,2
eval-val,7xz3_A,325,90,88,2
eval-val,7xz3_A,325,100,98,2
eval-val,7xz3_A,325,110,108,2
eval-val,7xz3_A,325,120,118,2
eval-val,7xz3_A,325,130,128,2
eval-val,7xz3_A,325,140,138,2
eval-val,7xz3_A,325,150,147,3
eval-val,7xz3_A,325,160,157,3
eval-val,7xz3_A,325,170,167,3
eval-val,7xz3_A,325,180,176,4
eval-val,7xz3_A,325,190,186,4
eval-val,7xz3_A,325,200,196,4
eval-val,7xz3_A,325,210,206,4
eval-val,7xz3_A,325,220,216,4
eval-val,7xz3_A,325,230,226,4
eval-val,7xz3_A,325,240,236,4
eval-val,7xz3_A,325,250,246,4
eval-val,7xz3_A,325,260,256,4
eval-val,7xz3_A,325,270,265,5
eval-val,7xz3_A,325,280,274,6
eval-val,7xz3_A,325,290,284,6
eval-val,7xz3_A,325,300,292,8
eval-val,7xz3_A,325,310,302,8
eval-val,7xz3_A,325,320,312,8
eval-val,7xz3_A,325,325,317,8
eval-val,7y3h_A,413,0,0,0
eval-val,7y3h_A,413,10,10,0
eval-val,7y3h_A,413,20,20,0
eval-val,7y3h_A,413,30,30,0
eval-val,7y3h_A,413,40,40,0
eval-val,7y3h_A,413,50,50,0
eval-val,7y3h_A,413,60,60,0
eval-val,7y3h_A,413,70,70,0
eval-val,7y3h_A,413,80,80,0
eval-val,7y3h_A,413,90,90,0
eval-val,7y3h_A,413,100,100,0
eval-val,7y3h_A,413,110,110,0
eval-val,7y3h_A,413,120,120,0
eval-val,7y3h_A,413,130,130,0
eval-val,7y3h_A,413,140,140,0
eval-val,7y3h_A,413,150,150,0
eval-val,7y3h_A,413,160,160,0
eval-val,7y3h_A,413,170,170,0
eval-val,7y3h_A,413,180,180,0
eval-val,7y3h_A,413,190,190,0
eval-val,7y3h_A,413,200,200,0
eval-val,7y3h_A,413,210,210,0
eval-val,7y3h_A,413,220,220,0
eval-val,7y3h_A,413,230,230,0
eval-val,7y3h_A,413,240,240,0
eval-val,7y3h_A,413,250,250,0
eval-val,7y3h_A,413,260,260,0
eval-val,7y3h_A,413,270,270,0
eval-val,7y3h_A,413,280,280,0
eval-val,7y3h_A,413,290,290,0
eval-val,7y3h_A,413,300,300,0
eval-val,7y3h_A,413,310,310,0
eval-val,7y3h_A,413,320,320,0
eval-val,7y3h_A,413,330,330,0
eval-val,7y3h_A,413,340,340,0
eval-val,7y3h_A,413,350,350,0
eval-val,7y3h_A,413,360,360,0
eval-val,7y3h_A,413,370,370,0
eval-val,7y3h_A,413,380,380,0
eval-val,7y3h_A,413,390,390,0
eval-val,7y3h_A,413,400,400,0
eval-val,7y3h_A,413,410,410,0
eval-val,7y3h_A,413,413,413,0
eval-val,7y4h_A,338,0,0,0
eval-val,7y4h_A,338,10,10,0
eval-val,7y4h_A,338,20,20,0
eval-val,7y4h_A,338,30,30,0
eval-val,7y4h_A,338,40,40,0
eval-val,7y4h_A,338,50,50,0
eval-val,7y4h_A,338,60,60,0
eval-val,7y4h_A,338,70,70,0
eval-val,7y4h_A,338,80,80,0
eval-val,7y4h_A,338,90,90,0
eval-val,7y4h_A,338,100,99,1
eval-val,7y4h_A,338,110,109,1
eval-val,7y4h_A,338,120,119,1
eval-val,7y4h_A,338,130,128,2
eval-val,7y4h_A,338,140,137,3
eval-val,7y4h_A,338,150,147,3
eval-val,7y4h_A,338,160,157,3
eval-val,7y4h_A,338,170,167,3
eval-val,7y4h_A,338,180,177,3
eval-val,7y4h_A,338,190,187,3
eval-val,7y4h_A,338,200,197,3
eval-val,7y4h_A,338,210,207,3
eval-val,7y4h_A,338,220,217,3
eval-val,7y4h_A,338,230,227,3
eval-val,7y4h_A,338,240,237,3
eval-val,7y4h_A,338,250,247,3
eval-val,7y4h_A,338,260,257,3
eval-val,7y4h_A,338,270,267,3
eval-val,7y4h_A,338,280,277,3
eval-val,7y4h_A,338,290,287,3
eval-val,7y4h_A,338,300,297,3
eval-val,7y4h_A,338,310,307,3
eval-val,7y4h_A,338,320,317,3
eval-val,7y4h_A,338,330,327,3
eval-val,7y4h_A,338,338,335,3
eval-val,7y54_A,100,0,0,0
eval-val,7y54_A,100,10,10,0
eval-val,7y54_A,100,20,20,0
eval-val,7y54_A,100,30,30,0
eval-val,7y54_A,100,40,40,0
eval-val,7y54_A,100,50,50,0
eval-val,7y54_A,100,60,60,0
eval-val,7y54_A,100,70,70,0
eval-val,7y54_A,100,80,80,0
eval-val,7y54_A,100,90,90,0
eval-val,7y54_A,100,100,100,0
eval-val,7y5j_A,102,0,0,0
eval-val,7y5j_A,102,10,10,0
eval-val,7y5j_A,102,20,20,0
eval-val,7y5j_A,102,30,30,0
eval-val,7y5j_A,102,40,40,0
eval-val,7y5j_A,102,50,50,0
eval-val,7y5j_A,102,60,60,0
eval-val,7y5j_A,102,70,70,0
eval-val,7y5j_A,102,80,80,0
eval-val,7y5j_A,102,90,90,0
eval-val,7y5j_A,102,100,100,0
eval-val,7y5j_A,102,102,102,0
eval-val,7y5m_A,170,0,0,0
eval-val,7y5m_A,170,10,10,0
eval-val,7y5m_A,170,20,20,0
eval-val,7y5m_A,170,30,30,0
eval-val,7y5m_A,170,40,40,0
eval-val,7y5m_A,170,50,50,0
eval-val,7y5m_A,170,60,60,0
eval-val,7y5m_A,170,70,70,0
eval-val,7y5m_A,170,80,80,0
eval-val,7y5m_A,170,90,90,0
eval-val,7y5m_A,170,100,100,0
eval-val,7y5m_A,170,110,110,0
eval-val,7y5m_A,170,120,120,0
eval-val,7y5m_A,170,130,130,0
eval-val,7y5m_A,170,140,140,0
eval-val,7y5m_A,170,150,150,0
eval-val,7y5m_A,170,160,160,0
eval-val,7y5m_A,170,170,170,0
eval-val,7y5r_A,105,0,0,0
eval-val,7y5r_A,105,10,10,0
eval-val,7y5r_A,105,20,20,0
eval-val,7y5r_A,105,30,30,0
eval-val,7y5r_A,105,40,40,0
eval-val,7y5r_A,105,50,50,0
eval-val,7y5r_A,105,60,60,0
eval-val,7y5r_A,105,70,70,0
eval-val,7y5r_A,105,80,80,0
eval-val,7y5r_A,105,90,90,0
eval-val,7y5r_A,105,100,100,0
eval-val,7y5r_A,105,105,105,0
eval-val,7y8h_A,100,0,0,0
eval-val,7y8h_A,100,10,10,0
eval-val,7y8h_A,100,20,20,0
eval-val,7y8h_A,100,30,30,0
eval-val,7y8h_A,100,40,40,0
eval-val,7y8h_A,100,50,50,0
eval-val,7y8h_A,100,60,59,1
eval-val,7y8h_A,100,70,69,1
eval-val,7y8h_A,100,80,79,1
eval-val,7y8h_A,100,90,87,3
eval-val,7y8h_A,100,100,97,3
eval-val,7y8i_A,97,0,0,0
eval-val,7y8i_A,97,10,10,0
eval-val,7y8i_A,97,20,20,0
eval-val,7y8i_A,97,30,29,1
eval-val,7y8i_A,97,40,39,1
eval-val,7y8i_A,97,50,49,1
eval-val,7y8i_A,97,60,59,1
eval-val,7y8i_A,97,70,69,1
eval-val,7y8i_A,97,80,79,1
eval-val,7y8i_A,97,90,88,2
eval-val,7y8i_A,97,97,95,2
eval-val,7yd4_A,185,0,0,0
eval-val,7yd4_A,185,10,10,0
eval-val,7yd4_A,185,20,20,0
eval-val,7yd4_A,185,30,30,0
eval-val,7yd4_A,185,40,40,0
eval-val,7yd4_A,185,50,50,0
eval-val,7yd4_A,185,60,60,0
eval-val,7yd4_A,185,70,70,0
eval-val,7yd4_A,185,80,80,0
eval-val,7yd4_A,185,90,90,0
eval-val,7yd4_A,185,100,100,0
eval-val,7yd4_A,185,110,110,0
eval-val,7yd4_A,185,120,120,0
eval-val,7yd4_A,185,130,130,0
eval-val,7yd4_A,185,140,140,0
eval-val,7yd4_A,185,150,149,1
eval-val,7yd4_A,185,160,159,1
eval-val,7yd4_A,185,170,169,1
eval-val,7yd4_A,185,180,179,1
eval-val,7yd4_A,185,185,183,2
eval-val,7yhr_A,60,0,0,0
eval-val,7yhr_A,60,10,10,0
eval-val,7yhr_A,60,20,20,0
eval-val,7yhr_A,60,30,30,0
eval-val,7yhr_A,60,40,40,0
eval-val,7yhr_A,60,50,50,0
eval-val,7yhr_A,60,60,60,0
eval-val,7ykm_A,105,0,0,0
eval-val,7ykm_A,105,10,10,0
eval-val,7ykm_A,105,20,20,0
eval-val,7ykm_A,105,30,30,0
