eval_set,stem,L,metric,n_predictions,oracle_best,oracle_cut,mean_prediction,median_prediction,confidence_top,confidence_cut,confidence_effective_cut,confidence_score,top_zero_confidence,top_l_confidence
eval-val,7xg9_A,288,tm_score,90,0.753923987063256,40,0.6918499923555564,0.6939799135692271,0.7211404677287674,240,240,0.7582117915153503,0.6493952875405519,0.6673497290998703
eval-val,7xg9_A,288,rmsd,90,4.127021157061997,170,5.73416710146534,5.391890548120784,4.284793012439778,240,240,0.7582117915153503,5.098785568396962,8.325492590729075
eval-val,7xi5_A,65,gdt_ts,24,0.9868421052631579,50,0.8748172514619883,0.9736842105263157,0.9824561403508771,10,10,0.8985962271690369,0.12280701754385964,0.9868421052631579
eval-val,7xi5_A,65,lddt,24,0.9280976169027926,65,0.856435966205334,0.914669150765703,0.9155679305544182,10,10,0.8985962271690369,0.43039882073540253,0.9280976169027926
eval-val,7xi5_A,65,tm_score,24,0.9715145710853457,50,0.8871382237307347,0.9577938304755882,0.9675836889982425,10,10,0.8985962271690369,0.3762602736613328,0.970972960112778
eval-val,7xi5_A,65,rmsd,24,0.32871038602385544,50,1.163056494703118,0.5146353541081969,0.3479131919550257,10,10,0.8985962271690369,6.554746579338418,0.33050894914984397
eval-val,7xjr_A,337,gdt_ts,105,0.8031045751633987,280,0.6571895424836601,0.6968954248366013,0.7818627450980393,280,280,0.950161874294281,0.28104575163398693,0.7410130718954249
eval-val,7xjr_A,337,lddt,105,0.7511809355976794,280,0.6688319088828281,0.6905323191198075,0.7484289937338475,280,280,0.950161874294281,0.41486942239157554,0.7185445761857612
eval-val,7xjr_A,337,tm_score,105,0.9320512323330592,280,0.8737880057862335,0.8923395898123672,0.9320512323330592,280,280,0.950161874294281,0.6952432410349247,0.9266730244981155
eval-val,7xjr_A,337,rmsd,105,2.2124375055105414,70,2.924136995576593,2.650551542062057,2.2952739073125077,280,280,0.950161874294281,4.29017555167704,2.4340072242041826
eval-val,7xlz_A,266,gdt_ts,84,0.7489669421487604,190,0.5120031483667847,0.5955578512396694,0.6632231404958677,230,229,0.8910662531852722,0.13016528925619836,0.6394628099173554
eval-val,7xlz_A,266,lddt,84,0.6783173396146864,120,0.5842748961192735,0.6397077201566299,0.6382995912576087,230,229,0.8910662531852722,0.3219868818686521,0.6415917473926578
eval-val,7xlz_A,266,tm_score,84,0.8902293836629027,220,0.7590417323148883,0.8375027827645356,0.8559900120577782,230,229,0.8910662531852722,0.41137352273554934,0.8474401322417473
eval-val,7xlz_A,266,rmsd,84,1.5067283154466766,220,3.901454159998697,3.137016644830524,1.7811023230811251,230,229,0.8910662531852722,7.4309647970518835,1.9630197755122678
eval-val,7xp9_A,84,gdt_ts,30,0.6513157894736843,10,0.3101973684210526,0.22532894736842107,0.5789473684210527,0,0,0.6723822951316833,0.5789473684210527,0.21710526315789475
eval-val,7xp9_A,84,lddt,30,0.7362067702227433,10,0.5595272404585124,0.5189435570535366,0.6628718493552169,0,0,0.6723822951316833,0.6628718493552169,0.5166202618210238
eval-val,7xp9_A,84,tm_score,30,0.820772087744713,10,0.5723062906533726,0.5555223314436661,0.7320191891505398,0,0,0.6723822951316833,0.7320191891505398,0.5323314679592203
eval-val,7xp9_A,84,rmsd,30,1.9664574148373497,10,4.383049999768458,4.449370867519265,2.3200779349426677,0,0,0.6723822951316833,2.3200779349426677,4.343748528471594
eval-val,7xq4_A,514,gdt_ts,159,0.06901840490797546,160,0.025154017311674447,0.022494887525562373,0.019427402862985686,510,510,0.6832223534584045,0.0408997955010225,0.022494887525562373
eval-val,7xq4_A,514,lddt,159,0.6079077250276135,190,0.5174316985880345,0.5200879889695891,0.5088930194752577,510,510,0.6832223534584045,0.37498472846589026,0.5065754862581127
eval-val,7xq4_A,514,tm_score,159,0.5562685386874324,190,0.38372269929353386,0.38022165009805453,0.34414081404379016,510,510,0.6832223534584045,0.38293200831782215,0.3457231096879528
eval-val,7xq4_A,514,rmsd,159,10.203635533836575,190,12.396748457781714,12.509423250890203,12.544707850414968,510,510,0.6832223534584045,10.762163148664616,12.364673498474389
eval-val,7xrx_A,398,gdt_ts,123,0.6290726817042607,190,0.421516188846099,0.46240601503759393,0.5657894736842105,350,350,0.7726956605911255,0.020050125313283207,0.550125313283208
eval-val,7xrx_A,398,lddt,123,0.7163928304705004,380,0.5848271321089925,0.629883181663117,0.675270532336336,350,350,0.7726956605911255,0.35429325059853645,0.6622045350470377
eval-val,7xrx_A,398,tm_score,123,0.8565700721133017,350,0.7546892785314521,0.8141131508504248,0.8417700813709524,350,350,0.7726956605911255,0.4316935466096241,0.8428892878244126
eval-val,7xrx_A,398,rmsd,123,2.802786893992544,200,4.605550424610523,3.855238970427822,3.253510095569756,350,350,0.7726956605911255,9.59547144682895,3.301708557873121
eval-val,7xyr_A,591,gdt_ts,183,0.7097069597069596,270,0.4557687303588943,0.6181318681318682,0.6945970695970696,270,270,0.45720013976097107,0.013736263736263736,0.6506410256410257
eval-val,7xyr_A,591,lddt,183,0.7003725518824061,590,0.5988785337821716,0.67195077258951,0.6833514775180323,270,270,0.45720013976097107,0.2815664718983978,0.6926086862793708
eval-val,7xyr_A,591,tm_score,183,0.9120034011122836,270,0.7593180282024944,0.8851587274485195,0.902993333326098,270,270,0.45720013976097107,0.2924150442233253,0.9032401723092695
eval-val,7xyr_A,591,rmsd,183,1.9852653772704068,370,5.522286071405657,2.5891785808279577,2.562409186182741,270,270,0.45720013976097107,14.426839890719608,2.173893762034007
eval-val,7xz3_A,325,gdt_ts,102,0.44597069597069594,180,0.2774815054226819,0.31135531135531136,0.3717948717948718,170,167,0.8146486878395081,0.02197802197802198,0.32417582417582413
eval-val,7xz3_A,325,lddt,102,0.547264951809536,325,0.4680896443171213,0.4921523537324265,0.49736057625251473,170,167,0.8146486878395081,0.26710365500497624,0.547264951809536
eval-val,7xz3_A,325,tm_score,102,0.7515267734830197,180,0.6212798832010912,0.6637154874389359,0.708216522450593,170,167,0.8146486878395081,0.3142232044405218,0.6634321402787029
eval-val,7xz3_A,325,rmsd,102,3.144069489059689,180,5.907248761124028,5.501430747811904,3.3778945724852765,170,167,0.8146486878395081,10.504606662304921,4.010944816176929
eval-val,7y3h_A,413,gdt_ts,129,0.3498743718592965,400,0.23066397880877254,0.26256281407035176,0.3291457286432161,250,250,0.8052107095718384,0.02512562814070352,0.2870603015075377
eval-val,7y3h_A,413,lddt,129,0.7184669468702296,370,0.6538568820902372,0.6936362595962337,0.7068001048456019,250,250,0.8052107095718384,0.3225880435404588,0.709693511201682
eval-val,7y3h_A,413,tm_score,129,0.7233494023595531,210,0.6267382499978924,0.6761328867566295,0.6714042848388075,250,250,0.8052107095718384,0.27339306979992195,0.659804023359215
eval-val,7y3h_A,413,rmsd,129,5.975171756356644,280,8.416906935683201,7.982695309112133,7.40094823279767,250,250,0.8052107095718384,12.071300518036466,7.402380702207429
eval-val,7y4h_A,338,gdt_ts,105,0.7059270516717325,220,0.5314589665653495,0.53419452887538,0.6268996960486323,330,327,0.9021686911582947,0.04027355623100304,0.6398176291793314
eval-val,7y4h_A,338,lddt,105,0.7193171652917205,190,0.6536791244404802,0.6731099384662649,0.6927311581173026,330,327,0.9021686911582947,0.33718634511299256,0.6952738296392009
eval-val,7y4h_A,338,tm_score,105,0.8517778064247317,190,0.7989463655818311,0.8169760857009283,0.8282168565176394,330,327,0.9021686911582947,0.3814260249654564,0.8354849736582058
eval-val,7y4h_A,338,rmsd,105,2.4520667962035025,170,4.301094907546068,3.9473013534719215,3.780584584681309,330,327,0.9021686911582947,10.843266501499079,3.781980965725762
eval-val,7y54_A,100,gdt_ts,33,0.9125000000000001,100,0.6872727272727273,0.7849999999999999,0.9075,60,60,0.9029624462127686,0.07250000000000001,0.9125000000000001
eval-val,7y54_A,100,lddt,33,0.8336149984598606,100,0.6790464355171021,0.7317826488732008,0.8268716855784681,60,60,0.9029624462127686,0.30429407504224976,0.8336149984598606
eval-val,7y54_A,100,tm_score,33,0.9329059427248834,100,0.812284324877668,0.8685269347091404,0.929729863330023,60,60,0.9029624462127686,0.33293176549505554,0.9329059427248834
eval-val,7y54_A,100,rmsd,33,0.8335676216389282,60,2.249295503769911,1.2227166711891944,0.9172348701734103,60,60,0.9029624462127686,9.813489861684678,0.9175426503001194
eval-val,7y5j_A,102,gdt_ts,36,0.9815789473684211,40,0.8155701754385964,0.9671052631578947,0.9763157894736842,100,100,0.9286104440689087,0.3526315789473684,0.9710526315789474
eval-val,7y5j_A,102,lddt,36,0.8759561591325068,40,0.771081726065085,0.8411405273336325,0.8475778740891667,100,100,0.9286104440689087,0.4416030666160168,0.8310922229512726
eval-val,7y5j_A,102,tm_score,36,0.9713988283604822,40,0.8997761365833971,0.9630918711814611,0.9672582853365469,100,100,0.9286104440689087,0.6098571338188503,0.960527722434556
eval-val,7y5j_A,102,rmsd,36,0.3593083898084127,40,1.1510478284689412,0.4175295605371537,0.3877648743121003,100,100,0.9286104440689087,3.7751908915191548,0.4306928278035062
eval-val,7y5m_A,170,gdt_ts,54,0.8870967741935484,120,0.6292413381123059,0.7330645161290322,0.867741935483871,120,120,0.9183603525161743,0.07419354838709677,0.8193548387096774
eval-val,7y5m_A,170,lddt,54,0.7776925568184305,120,0.6655904228013195,0.694821130810404,0.7739703095526739,120,120,0.9183603525161743,0.2913221964978927,0.7446584329360894
eval-val,7y5m_A,170,tm_score,54,0.9336753190417862,120,0.8210758521889591,0.8693319822206601,0.927922416527695,120,120,0.9183603525161743,0.30488655269899334,0.9089946723185728
eval-val,7y5m_A,170,rmsd,54,0.8339575065833035,120,2.6612093349762995,1.388359222882491,0.9294418562745983,120,120,0.9183603525161743,8.415011560906708,0.9815816798107799
eval-val,7y5r_A,105,gdt_ts,36,0.9,10,0.7878968253968255,0.842857142857143,0.6595238095238094,20,20,0.9219748377799988,0.6190476190476191,0.8333333333333334
eval-val,7y5r_A,105,lddt,36,0.8301539347976735,10,0.7980297894502798,0.8074063115602931,0.8140772087735827,20,20,0.9219748377799988,0.7571847918337473,0.7818381076219916
eval-val,7y5r_A,105,tm_score,36,0.9285337851515764,10,0.8884776094361554,0.8919328440248047,0.8906255129681682,20,20,0.9219748377799988,0.8406178685137858,0.8829783875948507
eval-val,7y5r_A,105,rmsd,36,0.859739702668218,10,1.8316030519578606,1.4364080640601302,2.9279398735607245,20,20,0.9219748377799988,2.9937002907293326,1.4900640951598725
eval-val,7y8h_A,100,gdt_ts,33,0.9375,30,0.8419795783926218,0.9239130434782609,0.9293478260869565,90,87,0.9172396659851074,0.07065217391304349,0.9347826086956522
eval-val,7y8h_A,100,lddt,33,0.8362650118308853,30,0.7746685796308548,0.8214027411938033,0.8241528639671414,90,87,0.9172396659851074,0.32991428188758426,0.8236238224920754
eval-val,7y8h_A,100,tm_score,33,0.9352368040016523,30,0.8740309734727145,0.928842579838956,0.9342592062625239,90,87,0.9172396659851074,0.3204709924890035,0.9338818994972587
eval-val,7y8h_A,100,rmsd,33,0.729457911930057,30,1.5076643435174535,0.7633629590089803,0.7606453417911787,90,87,0.9172396659851074,7.274499438887954,0.7356183102683557
eval-val,7y8i_A,97,gdt_ts,33,0.9695121951219512,90,0.6704545454545454,0.7103658536585366,0.9695121951219512,90,88,0.9059274196624756,0.11585365853658536,0.9603658536585366
eval-val,7y8i_A,97,lddt,33,0.8660498875485586,90,0.6732344659021208,0.6941601921897362,0.8660498875485586,90,88,0.9059274196624756,0.3185263749744428,0.8386986301369863
eval-val,7y8i_A,97,tm_score,33,0.9607608925127203,90,0.7538251218502123,0.7845006365209439,0.9607608925127203,90,88,0.9059274196624756,0.330865255586064,0.94372284996545
eval-val,7y8i_A,97,rmsd,33,0.40005241375402856,90,1.9931837372923555,1.466483004025069,0.40005241375402856,90,88,0.9059274196624756,7.8978042879863715,0.5124664629179096
eval-val,7yd4_A,185,gdt_ts,60,0.38966480446927376,110,0.22346368715083798,0.22625698324022347,0.3282122905027933,20,20,0.637591540813446,0.06843575418994413,0.12290502793296089
eval-val,7yd4_A,185,lddt,60,0.465872920233366,90,0.3777617507161101,0.36734371623755463,0.4178502568023536,20,20,0.637591540813446,0.2708257151405349,0.32647245815534465
eval-val,7yd4_A,185,tm_score,60,0.6869257874458934,110,0.5035392747158572,0.5062290190246117,0.5656200348572079,20,20,0.637591540813446,0.3323465411352718,0.41817250671093087
eval-val,7yd4_A,185,rmsd,60,3.1235572879315527,110,5.466734800527189,5.299230374570698,4.206181837181946,20,20,0.637591540813446,10.333280313491569,7.473643212647901
eval-val,7yhr_A,60,gdt_ts,21,0.5805084745762712,40,0.4971751412429379,0.5084745762711864,0.5805084745762712,40,40,0.5867571830749512,0.3855932203389831,0.5084745762711864
eval-val,7yhr_A,60,lddt,21,0.6440915591406489,30,0.5626206583094407,0.5583773882024007,0.6168190509858114,40,40,0.5867571830749512,0.4962881429466682,0.5554167403146241
eval-val,7yhr_A,60,tm_score,21,0.6949983573778516,30,0.5550644305466943,0.5378638451392661,0.6339790052226822,40,40,0.5867571830749512,0.4876391060653222,0.5275479622611953
eval-val,7yhr_A,60,rmsd,21,1.655423606858771,20,2.414604404437444,2.4469582345770093,2.3312307015090616,40,40,0.5867571830749512,2.733779154488465,2.3971247835551712
eval-val,7ykm_A,105,gdt_ts,36,0.9382716049382716,0,0.8815157750342935,0.8858024691358024,0.8271604938271605,90,90,0.9152408242225647,0.8858024691358024,0.8209876543209876
eval-val,7ykm_A,105,lddt,36,0.8446748746206332,0,0.8111681805462881,0.8098578854473837,0.788434426053079,90,90,0.9152408242225647,0.8143013194429497,0.7849501711186206
eval-val,7ykm_A,105,tm_score,36,0.9435358830480521,0,0.8993946536495847,0.9024732697057363,0.8654957378083888,90,90,0.9152408242225647,0.903786664337527,0.8652214682441274
eval-val,7ykm_A,105,rmsd,36,0.8897908057401416,0,1.0854300546098508,1.1065168820709907,1.1527262818274424,90,90,0.9152408242225647,1.0521969733754972,1.1605192707060876
eval-val,7ylr_A,330,gdt_ts,102,0.540519877675841,200,0.3619281045751634,0.382262996941896,0.48776758409785936,300,300,0.9085842370986938,0.10397553516819572,0.4503058103975535
eval-val,7ylr_A,330,lddt,102,0.7431337761962844,320,0.6283574253466797,0.6434114895718879,0.7319032690543632,300,300,0.9085842370986938,0.3273187302803343,0.7253576000725784
eval-val,7ylr_A,330,tm_score,102,0.8192382650621847,200,0.7068713208926246,0.7320404369241987,0.7977387024031023,300,300,0.9085842370986938,0.3737891993536775,0.7828843997890519
eval-val,7ylr_A,330,rmsd,102,2.05279922149142,180,4.016398717309274,3.3430279093398134,3.1053445815009084,300,300,0.9085842370986938,9.00509311536549,3.0758498924773363
eval-val,7yug_A,118,gdt_ts,39,0.5,90,0.2804624150777997,0.26495726495726496,0.2435897435897436,40,40,0.5047168135643005,0.34615384615384615,0.17307692307692307
eval-val,7yug_A,118,lddt,39,0.6034406865539299,90,0.5040015687650117,0.49387706631198935,0.4899423649376148,40,40,0.5047168135643005,0.525931027930838,0.4280068402052062
eval-val,7yug_A,118,tm_score,39,0.687576619394299,90,0.552613295196428,0.5548622210263952,0.5406569308553167,40,40,0.5047168135643005,0.6199076944699815,0.39770923200317765
eval-val,7yug_A,118,rmsd,39,2.4221241704486434,90,4.632917839401983,4.633885187521102,4.487611135956858,40,40,0.5047168135643005,4.633885187521102,5.986284684057933
eval-val,7yyg_A,365,gdt_ts,114,0.1476449275362319,170,0.04880180523773201,0.04076086956521739,0.009057971014492754,10,10,0.4479704797267914,0.009963768115942028,0.07427536231884058
eval-val,7yyg_A,365,lddt,114,0.4794081612800606,120,0.4007870272291281,0.3960371440515095,0.35439797348280694,10,10,0.4479704797267914,0.3780875598450929,0.41867377227183933
eval-val,7yyg_A,365,tm_score,114,0.5175221797851974,170,0.3694315282107082,0.3629140346811426,0.30026534823043033,10,10,0.4479704797267914,0.33059627514444934,0.40426760924850197
eval-val,7yyg_A,365,rmsd,114,5.965147983060506,160,9.857546514435747,9.755149444134315,12.229657028482524,10,10,0.4479704797267914,12.346408422516147,7.376939517973477
eval-val,7z65_A,283,gdt_ts,90,0.7226148409893993,40,0.603955634079309,0.6347173144876325,0.6316254416961131,150,150,0.9116381406784058,0.13250883392226148,0.607773851590106
eval-val,7z65_A,283,lddt,90,0.6932632928347502,130,0.6264256222588358,0.6439125781176172,0.6511182991416821,150,150,0.9116381406784058,0.28986771878068723,0.6387180904171614
eval-val,7z65_A,283,tm_score,90,0.8876595077114,130,0.8296932340649389,0.8507806323425378,0.8475619936112911,150,150,0.9116381406784058,0.44200151349800837,0.839065094631044
eval-val,7z65_A,283,rmsd,90,1.675355008272897,40,2.7252645028602216,2.532117294093852,2.3393943206248373,150,150,0.9116381406784058,7.115211715009995,2.590395088043863
eval-val,7znz_A,761,gdt_ts,234,0.5226675427069645,480,0.3349534463200692,0.40078843626806837,0.4878449408672799,740,740,0.8430665135383606,0.018725361366622863,0.4149145860709593
eval-val,7znz_A,761,lddt,234,0.5908429070131912,740,0.5096285811982487,0.5316901534729559,0.5892278080343598,740,740,0.8430665135383606,0.3363352620559509,0.5609279816839491
eval-val,7znz_A,761,tm_score,234,0.8512455907346556,480,0.7148034373755492,0.7817476546498718,0.8495944692707156,740,740,0.8430665135383606,0.3923034545796709,0.7977873597085252
eval-val,7znz_A,761,rmsd,234,2.8541334258576514,740,6.053791740011569,4.763493082736478,2.8541334258576514,740,740,0.8430665135383606,14.64567479473748,4.273108808529972
eval-val,7zoi_A,151,gdt_ts,51,0.9818548387096774,60,0.8795857052498419,0.9254032258064515,0.9012096774193548,130,130,0.9310635924339294,0.21975806451612903,0.9173387096774193
eval-val,7zoi_A,151,lddt,51,0.8871444837017125,50,0.7902765128682441,0.8181746152852933,0.8123569424717993,130,130,0.9310635924339294,0.32357998896622964,0.815907703684575
eval-val,7zoi_A,151,tm_score,51,0.9817124227728363,50,0.9112989184706468,0.9454735358843135,0.9298957721015286,130,130,0.9310635924339294,0.3406173170353534,0.9352099313554718
eval-val,7zoi_A,151,rmsd,51,0.3330051664378821,50,1.0064159508240524,0.6616299609382965,0.7950191336613143,130,130,0.9310635924339294,5.625588451779034,0.7751608948882167
eval-val,7zs2_A,316,gdt_ts,99,0.4485815602836879,120,0.08027079303675048,0.07535460992907801,0.0398936170212766,110,110,0.8870325088500977,0.027482269503546097,0.07358156028368794
eval-val,7zs2_A,316,lddt,99,0.7139828583013499,120,0.6182432993059868,0.6606486627564205,0.6725821373060314,110,110,0.8870325088500977,0.26722558950805003,0.6369681377860736
eval-val,7zs2_A,316,tm_score,99,0.7623863539342786,120,0.4849832840723106,0.5039493841578639,0.5044405780910731,110,110,0.8870325088500977,0.23987679288931293,0.4842030956250653
eval-val,7zs2_A,316,rmsd,99,2.859766143665084,120,8.359422346770327,8.303092828405733,8.791394591225599,110,110,0.8870325088500977,12.632530787157727,8.35305324597769
eval-val,7zu3_A,132,gdt_ts,45,0.37896825396825395,60,0.25533509700176366,0.26785714285714285,0.2996031746031746,20,20,0.7713572382926941,0.09722222222222221,0.1865079365079365
eval-val,7zu3_A,132,lddt,45,0.5797693940501613,60,0.5271423003449399,0.5371929048269494,0.505280978856846,20,20,0.7713572382926941,0.42116207186235466,0.5368931042664666
eval-val,7zu3_A,132,tm_score,45,0.6428316176315201,60,0.5510835626835413,0.5805069995588218,0.5985106080301685,20,20,0.7713572382926941,0.36897358063883606,0.5558112568039929
eval-val,7zu3_A,132,rmsd,45,3.6257361428856205,60,5.955829133353843,6.072939273883082,5.833366889897287,20,20,0.7713572382926941,7.066091482819381,6.165627344084745
eval-val,7zv1_A,136,gdt_ts,45,0.6834862385321101,40,0.3887869520897044,0.41055045871559637,0.4908256880733945,110,110,0.8399873971939087,0.0779816513761468,0.3876146788990826
eval-val,7zv1_A,136,lddt,45,0.7661013258492209,40,0.5637764044615878,0.5673328171876513,0.6672070066776348,110,110,0.8399873971939087,0.28482600821224646,0.5478926739572244
eval-val,7zv1_A,136,tm_score,45,0.8569027694370142,40,0.6908280501309677,0.7108576613207792,0.8039093904326073,110,110,0.8399873971939087,0.3799839820111303,0.7039214580827666
eval-val,7zv1_A,136,rmsd,45,2.7853223222250176,40,4.539222480752181,4.2056051967233055,4.078567141796436,110,110,0.8399873971939087,7.807357396929558,4.521073294493676
eval-val,8adc_A,215,gdt_ts,69,0.5893719806763285,30,0.33620387873696,0.33454106280193235,0.4830917874396135,50,50,0.8778855800628662,0.10386473429951691,0.29830917874396135
eval-val,8adc_A,215,lddt,69,0.5892354573382221,30,0.485590546318358,0.49087057774254284,0.5783065768176263,50,50,0.8778855800628662,0.3496226009975886,0.4600320417533776
eval-val,8adc_A,215,tm_score,69,0.7729781007020591,50,0.6307276868262632,0.6461583903486191,0.7581034156557237,50,50,0.8778855800628662,0.36664916107079504,0.6261343078625751
eval-val,8adc_A,215,rmsd,69,2.6881949524555435,50,4.581926949202337,3.840902607747721,2.985371228313265,50,50,0.8778855800628662,9.335450968517298,4.148635624652043
eval-val,8add_A,213,gdt_ts,69,0.17806603773584906,120,0.09618539786710419,0.10377358490566037,0.1474056603773585,190,190,0.6412671804428101,0.05778301886792453,0.05306603773584905
eval-val,8add_A,213,lddt,69,0.3067526848489531,120,0.2833169851758043,0.28738854979525613,0.2992984624893765,190,190,0.6412671804428101,0.26490149115351924,0.26799737309742716
eval-val,8add_A,213,tm_score,69,0.4976601266541442,180,0.40096318899841715,0.41511769680441085,0.46178686543180586,190,190,0.6412671804428101,0.3101174995538899,0.3244171864903961
eval-val,8add_A,213,rmsd,69,6.594333826785262,20,8.741613844362018,8.255104657601038,7.679840135172482,190,190,0.6412671804428101,10.704704861795507,9.99943374429508
eval-val,8ak2_A,297,gdt_ts,93,0.8598615916955017,160,0.5899653979238755,0.6686851211072664,0.6219723183391004,210,210,0.9170158505439758,0.029411764705882353,0.7119377162629759
eval-val,8ak2_A,297,lddt,93,0.7746484068419015,160,0.6525944295120222,0.7106485134008069,0.7071894473896141,210,210,0.9170158505439758,0.2692328578483708,0.7250037398077431
eval-val,8ak2_A,297,tm_score,93,0.9491082995518166,160,0.82141485935083,0.9037475177927675,0.9065402077309265,210,210,0.9170158505439758,0.32998695468949935,0.9093842980081933
eval-val,8ak2_A,297,rmsd,93,0.9549144137713088,160,3.283630820469588,1.940740941565924,2.128372379384865,210,210,0.9170158505439758,11.393329762270447,1.7076701545463535
eval-val,8akh_A,374,gdt_ts,117,0.8052959501557633,260,0.6018385387544266,0.6487538940809969,0.6012461059190031,150,150,0.6291933059692383,0.02336448598130841,0.7157320872274143
eval-val,8akh_A,374,lddt,117,0.7312641576626685,280,0.6451777199398161,0.6743292434438779,0.650411283542417,150,150,0.6291933059692383,0.24872971117450318,0.6924423321915419
eval-val,8akh_A,374,tm_score,117,0.9396432557304754,260,0.8413976028911344,0.873649959821383,0.8457468349411916,150,150,0.6291933059692383,0.26685684277027766,0.8939841051324346
eval-val,8akh_A,374,rmsd,117,1.1603448311036852,260,2.836919050738854,1.9257878165249946,2.601127629429648,150,150,0.6291933059692383,11.404087570873667,1.777075369733717
eval-val,8amo_A,399,gdt_ts,123,0.7318181818181819,399,0.5308626333016577,0.57012987012987,0.5818181818181818,250,250,0.9641404747962952,0.02077922077922078,0.6402597402597403
eval-val,8amo_A,399,lddt,123,0.7511671091369581,330,0.6609757083993002,0.7048202209994472,0.7444404625689417,250,250,0.9641404747962952,0.28385178959412727,0.7129208824550352
eval-val,8amo_A,399,tm_score,123,0.9263466649927076,399,0.8259354438514283,0.8757586425439012,0.9008396179532159,250,250,0.9641404747962952,0.32880500586891026,0.8953995309116515
eval-val,8amo_A,399,rmsd,123,1.351417169825661,399,4.511508493065845,4.189024822294767,4.216152680181928,250,250,0.9641404747962952,12.27071330523386,3.686693984213736
eval-val,8arl_A,246,gdt_ts,78,0.10129310344827586,20,0.011867263483642794,0.004310344827586207,0.10129310344827586,20,20,0.6808783411979675,0.04525862068965517,0.0
eval-val,8arl_A,246,lddt,78,0.3887836409579999,10,0.31099281645435317,0.29969296883679986,0.37433373311720314,20,20,0.6808783411979675,0.3721301738062748,0.2828148013093159
eval-val,8arl_A,246,tm_score,78,0.675653325660183,0,0.32259768388405025,0.2637594387687659,0.5894125391385303,20,20,0.6808783411979675,0.651746694795876,0.2576400097456704
eval-val,8arl_A,246,rmsd,78,8.068446902465206,20,18.91254542048012,18.675126323741587,8.068446902465206,20,20,0.6808783411979675,8.441295402241106,21.606251763954344
eval-val,8au6_A,321,gdt_ts,102,0.8403614457831325,130,0.39953933380581147,0.4071285140562249,0.4317269076305221,210,210,0.9012150168418884,0.029116465863453816,0.41164658634538154
eval-val,8au6_A,321,lddt,102,0.8443233901182621,170,0.7560657485689112,0.7925822078639848,0.8307093586733151,210,210,0.9012150168418884,0.32124350749481667,0.7817480068276269
eval-val,8au6_A,321,tm_score,102,0.9387381146647761,130,0.8185118578278187,0.8547213577159474,0.8802876751362257,210,210,0.9012150168418884,0.2717735124311851,0.8496623574773112
eval-val,8au6_A,321,rmsd,102,1.0963415507426453,130,4.1583151346055915,3.659988394273618,3.3546339697014838,210,210,0.9012150168418884,12.263064736071653,4.345452470579762
eval-val,8axj_A,162,gdt_ts,54,0.5232919254658385,160,0.32614446744881526,0.3268633540372671,0.48136645962732916,162,162,0.9000738859176636,0.024844720496894408,0.48136645962732916
eval-val,8axj_A,162,lddt,54,0.8011823418038638,160,0.6514774284232043,0.7208704501013182,0.7913764205616178,162,162,0.9000738859176636,0.24217610308300117,0.7913764205616178
eval-val,8axj_A,162,tm_score,54,0.8819198295944154,150,0.7254033307346602,0.7824603895800993,0.8787615832902448,162,162,0.9000738859176636,0.2561682597122497,0.8787615832902448
eval-val,8axj_A,162,rmsd,54,3.1556021818795665,150,5.395924636401671,4.9621325764477,4.058050882237254,162,162,0.9000738859176636,10.026375235494758,4.058050882237254
eval-val,8azb_A,521,gdt_ts,162,0.874251497005988,350,0.5642449668564107,0.6651696606786428,0.8358283433133732,340,340,0.8689637184143066,0.016966067864271458,0.7495009980039921
eval-val,8azb_A,521,lddt,162,0.8391187117969093,360,0.7146535986617726,0.7922442457573637,0.8212710480091675,340,340,0.8689637184143066,0.29795221182083076,0.8199009766777464
eval-val,8azb_A,521,tm_score,162,0.9748817800764285,360,0.829055996929904,0.9143626393929171,0.9659964343234779,340,340,0.8689637184143066,0.3022559781757039,0.9500432816262133
eval-val,8azb_A,521,rmsd,162,0.7703076583978892,360,4.436902611928531,1.5467572527901545,0.9532671737016732,340,340,0.8689637184143066,12.03918513736143,1.1093591222324046
eval-val,8b2e_A,143,gdt_ts,48,0.74822695035461,50,0.47550975177304966,0.5115248226950355,0.5691489361702128,110,110,0.8954358100891113,0.06028368794326241,0.5656028368794326
eval-val,8b2e_A,143,lddt,48,0.7795456548677613,110,0.6263628226033635,0.6590007051345199,0.7655557341435467,110,110,0.8954358100891113,0.33078715825603644,0.6339574119489192
eval-val,8b2e_A,143,tm_score,48,0.8728043315011799,110,0.7266008720890289,0.7720086114164512,0.8581341720473225,110,110,0.8954358100891113,0.3307865792108633,0.7670564059371443
eval-val,8b2e_A,143,rmsd,48,2.637664911396825,143,3.7399434603041795,3.2736586142928976,3.438971327861372,110,110,0.8954358100891113,8.233932461875185,2.6684474444451545
eval-val,8b2g_A,74,gdt_ts,27,0.9121621621621622,30,0.7303553553553553,0.8513513513513513,0.8783783783783784,30,30,0.7406200766563416,0.14864864864864866,0.8581081081081081
eval-val,8b2g_A,74,lddt,27,0.8267380127751879,30,0.7003194906614008,0.7585447551022854,0.7907733422815574,30,30,0.7406200766563416,0.31635367855901636,0.7776296393945568
eval-val,8b2g_A,74,tm_score,27,0.9141516236580158,30,0.7843271406135772,0.8541555055335662,0.8813887294883679,30,30,0.7406200766563416,0.3178382153874784,0.8587351375040578
