eval_set,stem,method_id,method_label,method_group,gdt_ts
eval-val,7xyr_A,protenix_v2_single_seq,Protenix-v2 single sequence,external,0.039835
eval-val,7xz3_A,esmfold,ESMFold,external,0.913919
eval-val,7xz3_A,esmfold2,ESMFold2,external,0.921245
eval-val,7xz3_A,helico_confidence,Helico + top-N MarinFold contacts (confidence selected),helico,0.3717948717948718
eval-val,7xz3_A,helico_oracle,Helico + top-N MarinFold contacts (oracle),oracle,0.44597069597069594
eval-val,7xz3_A,helico_top_l,Helico + top-L MarinFold contacts,helico,0.32417582417582413
eval-val,7xz3_A,protenix_v2_msa,Protenix-v2 + MSA,external,0.887363
eval-val,7xz3_A,protenix_v2_single_seq,Protenix-v2 single sequence,external,0.033883
eval-val,7y3h_A,esmfold,ESMFold,external,0.646465
eval-val,7y3h_A,esmfold2,ESMFold2,external,0.810606
eval-val,7y3h_A,helico_confidence,Helico + top-N MarinFold contacts (confidence selected),helico,0.3291457286432161
eval-val,7y3h_A,helico_oracle,Helico + top-N MarinFold contacts (oracle),oracle,0.3498743718592965
eval-val,7y3h_A,helico_top_l,Helico + top-L MarinFold contacts,helico,0.2870603015075377
eval-val,7y3h_A,protenix_v2_msa,Protenix-v2 + MSA,external,0.88952
eval-val,7y3h_A,protenix_v2_single_seq,Protenix-v2 single sequence,external,0.017045
eval-val,7y4h_A,esmfold,ESMFold,external,0.968845
eval-val,7y4h_A,esmfold2,ESMFold2,external,0.965046
eval-val,7y4h_A,helico_confidence,Helico + top-N MarinFold contacts (confidence selected),helico,0.6268996960486323
eval-val,7y4h_A,helico_oracle,Helico + top-N MarinFold contacts (oracle),oracle,0.7059270516717325
eval-val,7y4h_A,helico_top_l,Helico + top-L MarinFold contacts,helico,0.6398176291793314
eval-val,7y4h_A,protenix_v2_msa,Protenix-v2 + MSA,external,0.977964
eval-val,7y4h_A,protenix_v2_single_seq,Protenix-v2 single sequence,external,0.151216
eval-val,7y54_A,esmfold,ESMFold,external,0.8375
eval-val,7y54_A,esmfold2,ESMFold2,external,0.8325
eval-val,7y54_A,helico_confidence,Helico + top-N MarinFold contacts (confidence selected),helico,0.9075
eval-val,7y54_A,helico_oracle,Helico + top-N MarinFold contacts (oracle),oracle,0.9125000000000001
eval-val,7y54_A,helico_top_l,Helico + top-L MarinFold contacts,helico,0.9125000000000001
eval-val,7y54_A,protenix_v2_msa,Protenix-v2 + MSA,external,0.8
eval-val,7y54_A,protenix_v2_single_seq,Protenix-v2 single sequence,external,0.055
eval-val,7y5j_A,esmfold,ESMFold,external,0.965789
eval-val,7y5j_A,esmfold2,ESMFold2,external,0.973684
eval-val,7y5j_A,helico_confidence,Helico + top-N MarinFold contacts (confidence selected),helico,0.9763157894736842
eval-val,7y5j_A,helico_oracle,Helico + top-N MarinFold contacts (oracle),oracle,0.9815789473684211
eval-val,7y5j_A,helico_top_l,Helico + top-L MarinFold contacts,helico,0.9710526315789474
eval-val,7y5j_A,protenix_v2_msa,Protenix-v2 + MSA,external,0.984211
eval-val,7y5j_A,protenix_v2_single_seq,Protenix-v2 single sequence,external,0.323684
eval-val,7y5m_A,esmfold,ESMFold,external,0.787097
eval-val,7y5m_A,esmfold2,ESMFold2,external,0.733871
eval-val,7y5m_A,helico_confidence,Helico + top-N MarinFold contacts (confidence selected),helico,0.867741935483871
eval-val,7y5m_A,helico_oracle,Helico + top-N MarinFold contacts (oracle),oracle,0.8870967741935484
eval-val,7y5m_A,helico_top_l,Helico + top-L MarinFold contacts,helico,0.8193548387096774
eval-val,7y5m_A,protenix_v2_msa,Protenix-v2 + MSA,external,0.906452
eval-val,7y5m_A,protenix_v2_single_seq,Protenix-v2 single sequence,external,0.041935
eval-val,7y5r_A,esmfold,ESMFold,external,0.959524
eval-val,7y5r_A,esmfold2,ESMFold2,external,0.957143
eval-val,7y5r_A,helico_confidence,Helico + top-N MarinFold contacts (confidence selected),helico,0.6595238095238094
eval-val,7y5r_A,helico_oracle,Helico + top-N MarinFold contacts (oracle),oracle,0.9
eval-val,7y5r_A,helico_top_l,Helico + top-L MarinFold contacts,helico,0.8333333333333334
eval-val,7y5r_A,protenix_v2_msa,Protenix-v2 + MSA,external,0.902381
eval-val,7y5r_A,protenix_v2_single_seq,Protenix-v2 single sequence,external,0.704762
eval-val,7y8h_A,esmfold,ESMFold,external,0.913043
eval-val,7y8h_A,esmfold2,ESMFold2,external,0.956522
eval-val,7y8h_A,helico_confidence,Helico + top-N MarinFold contacts (confidence selected),helico,0.9293478260869565
eval-val,7y8h_A,helico_oracle,Helico + top-N MarinFold contacts (oracle),oracle,0.9375
eval-val,7y8h_A,helico_top_l,Helico + top-L MarinFold contacts,helico,0.9347826086956522
eval-val,7y8h_A,protenix_v2_msa,Protenix-v2 + MSA,external,0.9375
eval-val,7y8h_A,protenix_v2_single_seq,Protenix-v2 single sequence,external,0.304348
eval-val,7y8i_A,esmfold,ESMFold,external,0.948171
eval-val,7y8i_A,esmfold2,ESMFold2,external,0.957317
eval-val,7y8i_A,helico_confidence,Helico + top-N MarinFold contacts (confidence selected),helico,0.9695121951219512
eval-val,7y8i_A,helico_oracle,Helico + top-N MarinFold contacts (oracle),oracle,0.9695121951219512
eval-val,7y8i_A,helico_top_l,Helico + top-L MarinFold contacts,helico,0.9603658536585366
eval-val,7y8i_A,protenix_v2_msa,Protenix-v2 + MSA,external,0.902439
eval-val,7y8i_A,protenix_v2_single_seq,Protenix-v2 single sequence,external,0.39939
eval-val,7yd4_A,esmfold,ESMFold,external,0.321229
eval-val,7yd4_A,esmfold2,ESMFold2,external,0.578212
eval-val,7yd4_A,helico_confidence,Helico + top-N MarinFold contacts (confidence selected),helico,0.3282122905027933
eval-val,7yd4_A,helico_oracle,Helico + top-N MarinFold contacts (oracle),oracle,0.38966480446927376
eval-val,7yd4_A,helico_top_l,Helico + top-L MarinFold contacts,helico,0.12290502793296089
eval-val,7yd4_A,protenix_v2_msa,Protenix-v2 + MSA,external,0.945531
eval-val,7yd4_A,protenix_v2_single_seq,Protenix-v2 single sequence,external,0.198324
eval-val,7yhr_A,esmfold,ESMFold,external,0.588983
eval-val,7yhr_A,esmfold2,ESMFold2,external,0.983051
eval-val,7yhr_A,helico_confidence,Helico + top-N MarinFold contacts (confidence selected),helico,0.5805084745762712
eval-val,7yhr_A,helico_oracle,Helico + top-N MarinFold contacts (oracle),oracle,0.5805084745762712
eval-val,7yhr_A,helico_top_l,Helico + top-L MarinFold contacts,helico,0.5084745762711864
eval-val,7yhr_A,protenix_v2_msa,Protenix-v2 + MSA,external,1.0
eval-val,7yhr_A,protenix_v2_single_seq,Protenix-v2 single sequence,external,0.419492
eval-val,7ykm_A,esmfold,ESMFold,external,0.91358
eval-val,7ykm_A,esmfold2,ESMFold2,external,0.932099
eval-val,7ykm_A,helico_confidence,Helico + top-N MarinFold contacts (confidence selected),helico,0.8271604938271605
eval-val,7ykm_A,helico_oracle,Helico + top-N MarinFold contacts (oracle),oracle,0.9382716049382716
eval-val,7ykm_A,helico_top_l,Helico + top-L MarinFold contacts,helico,0.8209876543209876
eval-val,7ykm_A,protenix_v2_msa,Protenix-v2 + MSA,external,0.91358
eval-val,7ykm_A,protenix_v2_single_seq,Protenix-v2 single sequence,external,0.901235
eval-val,7ylr_A,esmfold,ESMFold,external,0.657209
eval-val,7ylr_A,esmfold2,ESMFold2,external,0.761503
eval-val,7ylr_A,helico_confidence,Helico + top-N MarinFold contacts (confidence selected),helico,0.48776758409785936
eval-val,7ylr_A,helico_oracle,Helico + top-N MarinFold contacts (oracle),oracle,0.540519877675841
eval-val,7ylr_A,helico_top_l,Helico + top-L MarinFold contacts,helico,0.4503058103975535
eval-val,7ylr_A,protenix_v2_msa,Protenix-v2 + MSA,external,0.716258
eval-val,7ylr_A,protenix_v2_single_seq,Protenix-v2 single sequence,external,0.097393
eval-val,7yug_A,esmfold,ESMFold,external,0.952991
eval-val,7yug_A,esmfold2,ESMFold2,external,0.952991
eval-val,7yug_A,helico_confidence,Helico + top-N MarinFold contacts (confidence selected),helico,0.2435897435897436
eval-val,7yug_A,helico_oracle,Helico + top-N MarinFold contacts (oracle),oracle,0.5
eval-val,7yug_A,helico_top_l,Helico + top-L MarinFold contacts,helico,0.17307692307692307
eval-val,7yug_A,protenix_v2_msa,Protenix-v2 + MSA,external,0.965812
eval-val,7yug_A,protenix_v2_single_seq,Protenix-v2 single sequence,external,0.547009
eval-val,7yyg_A,esmfold,ESMFold,external,0.603636
eval-val,7yyg_A,esmfold2,ESMFold2,external,0.38
eval-val,7yyg_A,helico_confidence,Helico + top-N MarinFold contacts (confidence selected),helico,0.009057971014492754
eval-val,7yyg_A,helico_oracle,Helico + top-N MarinFold contacts (oracle),oracle,0.1476449275362319
eval-val,7yyg_A,helico_top_l,Helico + top-L MarinFold contacts,helico,0.07427536231884058
eval-val,7yyg_A,protenix_v2_msa,Protenix-v2 + MSA,external,0.641818
eval-val,7yyg_A,protenix_v2_single_seq,Protenix-v2 single sequence,external,0.03
eval-val,7z65_A,esmfold,ESMFold,external,0.75265
eval-val,7z65_A,esmfold2,ESMFold2,external,0.941696
eval-val,7z65_A,helico_confidence,Helico + top-N MarinFold contacts (confidence selected),helico,0.6316254416961131
eval-val,7z65_A,helico_oracle,Helico + top-N MarinFold contacts (oracle),oracle,0.7226148409893993
eval-val,7z65_A,helico_top_l,Helico + top-L MarinFold contacts,helico,0.607773851590106
eval-val,7z65_A,protenix_v2_msa,Protenix-v2 + MSA,external,0.977915
eval-val,7z65_A,protenix_v2_single_seq,Protenix-v2 single sequence,external,0.204064
eval-val,7znz_A,esmfold,ESMFold,external,0.896189
eval-val,7znz_A,esmfold2,ESMFold2,external,0.915243
eval-val,7znz_A,helico_confidence,Helico + top-N MarinFold contacts (confidence selected),helico,0.4878449408672799
eval-val,7znz_A,helico_oracle,Helico + top-N MarinFold contacts (oracle),oracle,0.5226675427069645
eval-val,7znz_A,helico_top_l,Helico + top-L MarinFold contacts,helico,0.4149145860709593
eval-val,7znz_A,protenix_v2_msa,Protenix-v2 + MSA,external,0.953022
eval-val,7znz_A,protenix_v2_single_seq,Protenix-v2 single sequence,external,0.03088
eval-val,7zoi_A,esmfold,ESMFold,external,0.985887
eval-val,7zoi_A,esmfold2,ESMFold2,external,0.987903
eval-val,7zoi_A,helico_confidence,Helico + top-N MarinFold contacts (confidence selected),helico,0.9012096774193548
eval-val,7zoi_A,helico_oracle,Helico + top-N MarinFold contacts (oracle),oracle,0.9818548387096774
eval-val,7zoi_A,helico_top_l,Helico + top-L MarinFold contacts,helico,0.9173387096774193
eval-val,7zoi_A,protenix_v2_msa,Protenix-v2 + MSA,external,0.991935
eval-val,7zoi_A,protenix_v2_single_seq,Protenix-v2 single sequence,external,0.247984
eval-val,7zs2_A,esmfold,ESMFold,external,0.469424
eval-val,7zs2_A,esmfold2,ESMFold2,external,0.411871
eval-val,7zs2_A,helico_confidence,Helico + top-N MarinFold contacts (confidence selected),helico,0.0398936170212766
eval-val,7zs2_A,helico_oracle,Helico + top-N MarinFold contacts (oracle),oracle,0.4485815602836879
eval-val,7zs2_A,helico_top_l,Helico + top-L MarinFold contacts,helico,0.07358156028368794
eval-val,7zs2_A,protenix_v2_msa,Protenix-v2 + MSA,external,0.475719
eval-val,7zs2_A,protenix_v2_single_seq,Protenix-v2 single sequence,external,0.010791
eval-val,7zu3_A,esmfold,ESMFold,external,0.204365
eval-val,7zu3_A,esmfold2,ESMFold2,external,0.162698
eval-val,7zu3_A,helico_confidence,Helico + top-N MarinFold contacts (confidence selected),helico,0.2996031746031746
eval-val,7zu3_A,helico_oracle,Helico + top-N MarinFold contacts (oracle),oracle,0.37896825396825395
eval-val,7zu3_A,helico_top_l,Helico + top-L MarinFold contacts,helico,0.1865079365079365
eval-val,7zu3_A,protenix_v2_msa,Protenix-v2 + MSA,external,0.271825
eval-val,7zu3_A,protenix_v2_single_seq,Protenix-v2 single sequence,external,0.321429
eval-val,7zv1_A,esmfold,ESMFold,external,0.651376
eval-val,7zv1_A,esmfold2,ESMFold2,external,0.41055
eval-val,7zv1_A,helico_confidence,Helico + top-N MarinFold contacts (confidence selected),helico,0.4908256880733945
eval-val,7zv1_A,helico_oracle,Helico + top-N MarinFold contacts (oracle),oracle,0.6834862385321101
eval-val,7zv1_A,helico_top_l,Helico + top-L MarinFold contacts,helico,0.3876146788990826
eval-val,7zv1_A,protenix_v2_msa,Protenix-v2 + MSA,external,0.837156
eval-val,7zv1_A,protenix_v2_single_seq,Protenix-v2 single sequence,external,0.137615
eval-val,8adc_A,esmfold,ESMFold,external,0.577295
eval-val,8adc_A,esmfold2,ESMFold2,external,0.634058
eval-val,8adc_A,helico_confidence,Helico + top-N MarinFold contacts (confidence selected),helico,0.4830917874396135
eval-val,8adc_A,helico_oracle,Helico + top-N MarinFold contacts (oracle),oracle,0.5893719806763285
eval-val,8adc_A,helico_top_l,Helico + top-L MarinFold contacts,helico,0.29830917874396135
eval-val,8adc_A,protenix_v2_msa,Protenix-v2 + MSA,external,0.630435
eval-val,8adc_A,protenix_v2_single_seq,Protenix-v2 single sequence,external,0.353865
eval-val,8add_A,esmfold,ESMFold,external,0.946682
eval-val,8add_A,esmfold2,ESMFold2,external,0.945498
eval-val,8add_A,helico_confidence,Helico + top-N MarinFold contacts (confidence selected),helico,0.1474056603773585
eval-val,8add_A,helico_oracle,Helico + top-N MarinFold contacts (oracle),oracle,0.17806603773584906
eval-val,8add_A,helico_top_l,Helico + top-L MarinFold contacts,helico,0.05306603773584905
eval-val,8add_A,protenix_v2_msa,Protenix-v2 + MSA,external,0.964623
eval-val,8add_A,protenix_v2_single_seq,Protenix-v2 single sequence,external,0.051887
eval-val,8ak2_A,esmfold,ESMFold,external,0.965398
eval-val,8ak2_A,esmfold2,ESMFold2,external,0.948962
eval-val,8ak2_A,helico_confidence,Helico + top-N MarinFold contacts (confidence selected),helico,0.6219723183391004
eval-val,8ak2_A,helico_oracle,Helico + top-N MarinFold contacts (oracle),oracle,0.8598615916955017
eval-val,8ak2_A,helico_top_l,Helico + top-L MarinFold contacts,helico,0.7119377162629759
eval-val,8ak2_A,protenix_v2_msa,Protenix-v2 + MSA,external,0.978374
eval-val,8ak2_A,protenix_v2_single_seq,Protenix-v2 single sequence,external,0.054498
eval-val,8akh_A,esmfold,ESMFold,external,0.945483
eval-val,8akh_A,esmfold2,ESMFold2,external,0.970405
eval-val,8akh_A,helico_confidence,Helico + top-N MarinFold contacts (confidence selected),helico,0.6012461059190031
eval-val,8akh_A,helico_oracle,Helico + top-N MarinFold contacts (oracle),oracle,0.8052959501557633
eval-val,8akh_A,helico_top_l,Helico + top-L MarinFold contacts,helico,0.7157320872274143
eval-val,8akh_A,protenix_v2_msa,Protenix-v2 + MSA,external,0.98053
eval-val,8akh_A,protenix_v2_single_seq,Protenix-v2 single sequence,external,0.066978
eval-val,8amo_A,esmfold,ESMFold,external,0.867532
eval-val,8amo_A,esmfold2,ESMFold2,external,0.914935
eval-val,8amo_A,helico_confidence,Helico + top-N MarinFold contacts (confidence selected),helico,0.5818181818181818
eval-val,8amo_A,helico_oracle,Helico + top-N MarinFold contacts (oracle),oracle,0.7318181818181819
eval-val,8amo_A,helico_top_l,Helico + top-L MarinFold contacts,helico,0.6402597402597403
eval-val,8amo_A,protenix_v2_msa,Protenix-v2 + MSA,external,0.933117
eval-val,8amo_A,protenix_v2_single_seq,Protenix-v2 single sequence,external,0.069481
eval-val,8arl_A,esmfold,ESMFold,external,0.783405
eval-val,8arl_A,esmfold2,ESMFold2,external,0.735991
eval-val,8arl_A,helico_confidence,Helico + top-N MarinFold contacts (confidence selected),helico,0.10129310344827586
eval-val,8arl_A,helico_oracle,Helico + top-N MarinFold contacts (oracle),oracle,0.10129310344827586
eval-val,8arl_A,helico_top_l,Helico + top-L MarinFold contacts,helico,0.0
eval-val,8arl_A,protenix_v2_msa,Protenix-v2 + MSA,external,0.617457
eval-val,8arl_A,protenix_v2_single_seq,Protenix-v2 single sequence,external,0.019397
eval-val,8au6_A,esmfold,ESMFold,external,0.46371
eval-val,8au6_A,esmfold2,ESMFold2,external,0.476815
eval-val,8au6_A,helico_confidence,Helico + top-N MarinFold contacts (confidence selected),helico,0.4317269076305221
eval-val,8au6_A,helico_oracle,Helico + top-N MarinFold contacts (oracle),oracle,0.8403614457831325
eval-val,8au6_A,helico_top_l,Helico + top-L MarinFold contacts,helico,0.41164658634538154
eval-val,8au6_A,protenix_v2_msa,Protenix-v2 + MSA,external,0.430444
eval-val,8au6_A,protenix_v2_single_seq,Protenix-v2 single sequence,external,0.141129
eval-val,8axj_A,esmfold,ESMFold,external,0.513975
eval-val,8axj_A,esmfold2,ESMFold2,external,0.944099
eval-val,8axj_A,helico_confidence,Helico + top-N MarinFold contacts (confidence selected),helico,0.48136645962732916
eval-val,8axj_A,helico_oracle,Helico + top-N MarinFold contacts (oracle),oracle,0.5232919254658385
eval-val,8axj_A,helico_top_l,Helico + top-L MarinFold contacts,helico,0.48136645962732916
eval-val,8axj_A,protenix_v2_msa,Protenix-v2 + MSA,external,0.96118
eval-val,8axj_A,protenix_v2_single_seq,Protenix-v2 single sequence,external,0.071429
eval-val,8azb_A,esmfold,ESMFold,external,0.623752
eval-val,8azb_A,esmfold2,ESMFold2,external,0.482036
eval-val,8azb_A,helico_confidence,Helico + top-N MarinFold contacts (confidence selected),helico,0.8358283433133732
eval-val,8azb_A,helico_oracle,Helico + top-N MarinFold contacts (oracle),oracle,0.874251497005988
eval-val,8azb_A,helico_top_l,Helico + top-L MarinFold contacts,helico,0.7495009980039921
eval-val,8azb_A,protenix_v2_msa,Protenix-v2 + MSA,external,0.46507
eval-val,8azb_A,protenix_v2_single_seq,Protenix-v2 single sequence,external,0.033433
eval-val,8b2e_A,esmfold,ESMFold,external,0.991135
eval-val,8b2e_A,esmfold2,ESMFold2,external,0.994681
eval-val,8b2e_A,helico_confidence,Helico + top-N MarinFold contacts (confidence selected),helico,0.5691489361702128
eval-val,8b2e_A,helico_oracle,Helico + top-N MarinFold contacts (oracle),oracle,0.74822695035461
eval-val,8b2e_A,helico_top_l,Helico + top-L MarinFold contacts,helico,0.5656028368794326
eval-val,8b2e_A,protenix_v2_msa,Protenix-v2 + MSA,external,0.996454
eval-val,8b2e_A,protenix_v2_single_seq,Protenix-v2 single sequence,external,0.051418
eval-val,8b2g_A,esmfold,ESMFold,external,0.986486
eval-val,8b2g_A,esmfold2,ESMFold2,external,0.986486
eval-val,8b2g_A,helico_confidence,Helico + top-N MarinFold contacts (confidence selected),helico,0.8783783783783784
eval-val,8b2g_A,helico_oracle,Helico + top-N MarinFold contacts (oracle),oracle,0.9121621621621622
eval-val,8b2g_A,helico_top_l,Helico + top-L MarinFold contacts,helico,0.8581081081081081
eval-val,8b2g_A,protenix_v2_msa,Protenix-v2 + MSA,external,0.989865
eval-val,8b2g_A,protenix_v2_single_seq,Protenix-v2 single sequence,external,0.067568
eval-val,8b2s_A,esmfold,ESMFold,external,0.238542
eval-val,8b2s_A,esmfold2,ESMFold2,external,0.130208
eval-val,8b2s_A,helico_confidence,Helico + top-N MarinFold contacts (confidence selected),helico,0.190625
eval-val,8b2s_A,helico_oracle,Helico + top-N MarinFold contacts (oracle),oracle,0.396875
eval-val,8b2s_A,helico_top_l,Helico + top-L MarinFold contacts,helico,0.26666666666666666
eval-val,8b2s_A,protenix_v2_msa,Protenix-v2 + MSA,external,0.146875
eval-val,8b2s_A,protenix_v2_single_seq,Protenix-v2 single sequence,external,0.039583
eval-val,8b4u_A,esmfold,ESMFold,external,0.982342
eval-val,8b4u_A,esmfold2,ESMFold2,external,0.977695
eval-val,8b4u_A,helico_confidence,Helico + top-N MarinFold contacts (confidence selected),helico,0.9219330855018588
eval-val,8b4u_A,helico_oracle,Helico + top-N MarinFold contacts (oracle),oracle,0.9535315985130112
eval-val,8b4u_A,helico_top_l,Helico + top-L MarinFold contacts,helico,0.9275092936802974
eval-val,8b4u_A,protenix_v2_msa,Protenix-v2 + MSA,external,0.981413
eval-val,8b4u_A,protenix_v2_single_seq,Protenix-v2 single sequence,external,0.119888
eval-val,8b5w_A,esmfold,ESMFold,external,0.212428
eval-val,8b5w_A,esmfold2,ESMFold2,external,0.221098
eval-val,8b5w_A,helico_confidence,Helico + top-N MarinFold contacts (confidence selected),helico,0.05274566473988439
eval-val,8b5w_A,helico_oracle,Helico + top-N MarinFold contacts (oracle),oracle,0.12283236994219654
eval-val,8b5w_A,helico_top_l,Helico + top-L MarinFold contacts,helico,0.07153179190751445
eval-val,8b5w_A,protenix_v2_msa,Protenix-v2 + MSA,external,0.972543
eval-val,8b5w_A,protenix_v2_single_seq,Protenix-v2 single sequence,external,0.058526
eval-val,8b61_A,esmfold,ESMFold,external,0.513959
eval-val,8b61_A,esmfold2,ESMFold2,external,0.635787
eval-val,8b61_A,helico_confidence,Helico + top-N MarinFold contacts (confidence selected),helico,0.20304568527918782
eval-val,8b61_A,helico_oracle,Helico + top-N MarinFold contacts (oracle),oracle,0.30964467005076146
eval-val,8b61_A,helico_top_l,Helico + top-L MarinFold contacts,helico,0.1598984771573604
eval-val,8b61_A,protenix_v2_msa,Protenix-v2 + MSA,external,0.899746
eval-val,8b61_A,protenix_v2_single_seq,Protenix-v2 single sequence,external,0.060914
eval-val,8b6a_A,esmfold,ESMFold,external,0.874286
eval-val,8b6a_A,esmfold2,ESMFold2,external,0.975714
eval-val,8b6a_A,helico_confidence,Helico + top-N MarinFold contacts (confidence selected),helico,0.39285714285714285
eval-val,8b6a_A,helico_oracle,Helico + top-N MarinFold contacts (oracle),oracle,0.73
eval-val,8b6a_A,helico_top_l,Helico + top-L MarinFold contacts,helico,0.37
eval-val,8b6a_A,protenix_v2_msa,Protenix-v2 + MSA,external,0.98
eval-val,8b6a_A,protenix_v2_single_seq,Protenix-v2 single sequence,external,0.05
eval-val,8b6e_A,esmfold,ESMFold,external,0.855769
eval-val,8b6e_A,esmfold2,ESMFold2,external,0.903846
eval-val,8b6e_A,helico_confidence,Helico + top-N MarinFold contacts (confidence selected),helico,0.8942307692307693
eval-val,8b6e_A,helico_oracle,Helico + top-N MarinFold contacts (oracle),oracle,0.8942307692307693
eval-val,8b6e_A,helico_top_l,Helico + top-L MarinFold contacts,helico,0.889423076923077
eval-val,8b6e_A,protenix_v2_msa,Protenix-v2 + MSA,external,0.913462
eval-val,8b6e_A,protenix_v2_single_seq,Protenix-v2 single sequence,external,0.865385
eval-val,8baq_A,esmfold,ESMFold,external,0.877404
eval-val,8baq_A,esmfold2,ESMFold2,external,0.980769
eval-val,8baq_A,helico_confidence,Helico + top-N MarinFold contacts (confidence selected),helico,0.24519230769230768
eval-val,8baq_A,helico_oracle,Helico + top-N MarinFold contacts (oracle),oracle,0.6165865384615385
eval-val,8baq_A,helico_top_l,Helico + top-L MarinFold contacts,helico,0.46875
eval-val,8baq_A,protenix_v2_msa,Protenix-v2 + MSA,external,0.882212
eval-val,8baq_A,protenix_v2_single_seq,Protenix-v2 single sequence,external,0.045673
eval-val,8bau_A,esmfold,ESMFold,external,0.921958
eval-val,8bau_A,esmfold2,ESMFold2,external,0.941799
eval-val,8bau_A,helico_confidence,Helico + top-N MarinFold contacts (confidence selected),helico,0.8539473684210526
eval-val,8bau_A,helico_oracle,Helico + top-N MarinFold contacts (oracle),oracle,0.8828947368421052
eval-val,8bau_A,helico_top_l,Helico + top-L MarinFold contacts,helico,0.8460526315789474
eval-val,8bau_A,protenix_v2_msa,Protenix-v2 + MSA,external,0.965608
eval-val,8bau_A,protenix_v2_single_seq,Protenix-v2 single sequence,external,0.025132
eval-val,8bfy_A,esmfold,ESMFold,external,0.622774
eval-val,8bfy_A,esmfold2,ESMFold2,external,0.726463
eval-val,8bfy_A,helico_confidence,Helico + top-N MarinFold contacts (confidence selected),helico,0.6456743002544529
eval-val,8bfy_A,helico_oracle,Helico + top-N MarinFold contacts (oracle),oracle,0.7156488549618321
eval-val,8bfy_A,helico_top_l,Helico + top-L MarinFold contacts,helico,0.5031806615776082
eval-val,8bfy_A,protenix_v2_msa,Protenix-v2 + MSA,external,0.507634
eval-val,8bfy_A,protenix_v2_single_seq,Protenix-v2 single sequence,external,0.022265
eval-val,8bgb_A,esmfold,ESMFold,external,0.980769
eval-val,8bgb_A,esmfold2,ESMFold2,external,0.980769
eval-val,8bgb_A,helico_confidence,Helico + top-N MarinFold contacts (confidence selected),helico,0.8893129770992366
eval-val,8bgb_A,helico_oracle,Helico + top-N MarinFold contacts (oracle),oracle,0.9064885496183206
eval-val,8bgb_A,helico_top_l,Helico + top-L MarinFold contacts,helico,0.8797709923664122
eval-val,8bgb_A,protenix_v2_msa,Protenix-v2 + MSA,external,0.971154
eval-val,8bgb_A,protenix_v2_single_seq,Protenix-v2 single sequence,external,0.473077
eval-val,8bke_A,esmfold,ESMFold,external,0.796729
eval-val,8bke_A,esmfold2,ESMFold2,external,0.909463
eval-val,8bke_A,helico_confidence,Helico + top-N MarinFold contacts (confidence selected),helico,0.764018691588785
eval-val,8bke_A,helico_oracle,Helico + top-N MarinFold contacts (oracle),oracle,0.7990654205607477
eval-val,8bke_A,helico_top_l,Helico + top-L MarinFold contacts,helico,0.5841121495327102
eval-val,8bke_A,protenix_v2_msa,Protenix-v2 + MSA,external,0.956776
eval-val,8bke_A,protenix_v2_single_seq,Protenix-v2 single sequence,external,0.573014
eval-val,8bsb_A,esmfold,ESMFold,external,0.963836
eval-val,8bsb_A,esmfold2,ESMFold2,external,0.915094
eval-val,8bsb_A,helico_confidence,Helico + top-N MarinFold contacts (confidence selected),helico,0.7421875
eval-val,8bsb_A,helico_oracle,Helico + top-N MarinFold contacts (oracle),oracle,0.8328125
eval-val,8bsb_A,helico_top_l,Helico + top-L MarinFold contacts,helico,0.675
eval-val,8bsb_A,protenix_v2_msa,Protenix-v2 + MSA,external,0.894654
eval-val,8bsb_A,protenix_v2_single_seq,Protenix-v2 single sequence,external,0.798742
eval-val,8bux_A,esmfold,ESMFold,external,0.009516
eval-val,8bux_A,esmfold2,ESMFold2,external,0.00692
eval-val,8bux_A,helico_confidence,Helico + top-N MarinFold contacts (confidence selected),helico,0.012110726643598616
eval-val,8bux_A,helico_oracle,Helico + top-N MarinFold contacts (oracle),oracle,0.03892733564013841
eval-val,8bux_A,helico_top_l,Helico + top-L MarinFold contacts,helico,0.013840830449826988
eval-val,8bux_A,protenix_v2_msa,Protenix-v2 + MSA,external,0.83564
eval-val,8bux_A,protenix_v2_single_seq,Protenix-v2 single sequence,external,0.022491
eval-val,8c4d_A,esmfold,ESMFold,external,0.998641
eval-val,8c4d_A,esmfold2,ESMFold2,external,1.0
eval-val,8c4d_A,helico_confidence,Helico + top-N MarinFold contacts (confidence selected),helico,0.9837837837837838
eval-val,8c4d_A,helico_oracle,Helico + top-N MarinFold contacts (oracle),oracle,0.9837837837837838
eval-val,8c4d_A,helico_top_l,Helico + top-L MarinFold contacts,helico,0.8675675675675676
eval-val,8c4d_A,protenix_v2_msa,Protenix-v2 + MSA,external,1.0
eval-val,8c4d_A,protenix_v2_single_seq,Protenix-v2 single sequence,external,0.36413
eval-val,8c4y_A,esmfold,ESMFold,external,0.851763
eval-val,8c4y_A,esmfold2,ESMFold2,external,0.915064
eval-val,8c4y_A,helico_confidence,Helico + top-N MarinFold contacts (confidence selected),helico,0.7636217948717949
eval-val,8c4y_A,helico_oracle,Helico + top-N MarinFold contacts (oracle),oracle,0.8661858974358975
eval-val,8c4y_A,helico_top_l,Helico + top-L MarinFold contacts,helico,0.734775641025641
eval-val,8c4y_A,protenix_v2_msa,Protenix-v2 + MSA,external,0.988782
eval-val,8c4y_A,protenix_v2_single_seq,Protenix-v2 single sequence,external,0.055288
