dataset,stem,predictor,range,cut,value,protein_class
foldbench_monomer,7wzm_A,#199 cooldown (contaminated),all,R,0.7302631578947368,natural
foldbench_monomer,7x4p_A,#199 cooldown (contaminated),all,R,0.5675675675675675,natural
foldbench_monomer,7x3h_A,#199 cooldown (contaminated),all,R,0.5777027027027027,natural
foldbench_monomer,7x8l_A,#199 cooldown (contaminated),all,R,0.7482758620689656,natural
foldbench_monomer,7xcd_A,#199 cooldown (contaminated),all,R,0.1689189189189189,natural
foldbench_monomer,7xg9_A,#199 cooldown (contaminated),all,R,0.6141078838174274,natural
foldbench_monomer,7xi5_A,#199 cooldown (contaminated),all,R,0.8333333333333334,natural
foldbench_monomer,7xp9_A,#199 cooldown (contaminated),all,R,0.2444444444444444,natural
foldbench_monomer,8ycm_A,#199 cooldown (contaminated),all,R,0.4948979591836734,natural
foldbench_monomer,7xq4_A,#199 cooldown (contaminated),all,R,0.6292372881355932,natural
foldbench_monomer,7xrx_A,#199 cooldown (contaminated),all,R,0.5606060606060606,natural
foldbench_monomer,7xjr_A,#199 cooldown (contaminated),all,R,0.6638418079096046,natural
foldbench_monomer,7xyr_A,#199 cooldown (contaminated),all,R,0.7256011315417256,natural
foldbench_monomer,7xz3_A,#199 cooldown (contaminated),all,R,0.3955696202531645,natural
foldbench_monomer,7y4h_A,#199 cooldown (contaminated),all,R,0.596875,natural
foldbench_monomer,7y54_A,#199 cooldown (contaminated),all,R,0.8095238095238095,natural
foldbench_monomer,7y5m_A,#199 cooldown (contaminated),all,R,0.6013513513513513,natural
foldbench_monomer,7y5r_A,#199 cooldown (contaminated),all,R,0.8350515463917526,natural
foldbench_monomer,7y8h_A,#199 cooldown (contaminated),all,R,0.8072289156626506,natural
foldbench_monomer,7y8i_A,#199 cooldown (contaminated),all,R,0.8072289156626506,natural
foldbench_monomer,7y5j_A,#199 cooldown (contaminated),all,R,0.7802197802197802,natural
foldbench_monomer,7yd4_A,#199 cooldown (contaminated),all,R,0.2394366197183098,natural
foldbench_monomer,7yhr_A,#199 cooldown (contaminated),all,R,0.3658536585365853,natural
foldbench_monomer,7ykm_A,#199 cooldown (contaminated),all,R,0.7818181818181819,natural
foldbench_monomer,7ylr_A,#199 cooldown (contaminated),all,R,0.7884615384615384,natural
foldbench_monomer,8gmy_A,#199 cooldown (contaminated),all,R,0.421259842519685,natural
foldbench_monomer,7yug_A,#199 cooldown (contaminated),all,R,0.648936170212766,natural
foldbench_monomer,7yyg_A,#199 cooldown (contaminated),all,R,0.2579185520361991,natural
foldbench_monomer,7z65_A,#199 cooldown (contaminated),all,R,0.575,natural
foldbench_monomer,7znz_A,#199 cooldown (contaminated),all,R,0.7103004291845494,natural
foldbench_monomer,7zoi_A,#199 cooldown (contaminated),all,R,0.7636363636363637,natural
foldbench_monomer,7zs2_A,#199 cooldown (contaminated),all,R,0.7309417040358744,natural
foldbench_monomer,7zu3_A,#199 cooldown (contaminated),all,R,0.5,natural
foldbench_monomer,7zv1_A,#199 cooldown (contaminated),all,R,0.4774774774774775,natural
foldbench_monomer,8adc_A,#199 cooldown (contaminated),all,R,0.3294117647058823,natural
foldbench_monomer,8add_A,#199 cooldown (contaminated),all,R,0.2428571428571428,natural
foldbench_monomer,8akh_A,#199 cooldown (contaminated),all,R,0.6822429906542056,natural
foldbench_monomer,8ak2_A,#199 cooldown (contaminated),all,R,0.7802547770700637,natural
foldbench_monomer,8arl_A,#199 cooldown (contaminated),all,R,0.1,natural
foldbench_monomer,8q8i_A,#199 cooldown (contaminated),all,R,0.5718085106382979,natural
foldbench_monomer,8au6_A,#199 cooldown (contaminated),all,R,0.4345238095238095,natural
foldbench_monomer,8axj_A,#199 cooldown (contaminated),all,R,0.8251748251748252,natural
foldbench_monomer,8azb_A,#199 cooldown (contaminated),all,R,0.7836456558773425,natural
foldbench_monomer,8b2e_A,#199 cooldown (contaminated),all,R,0.6923076923076923,natural
foldbench_monomer,8b2g_A,#199 cooldown (contaminated),all,R,0.7796610169491526,natural
foldbench_monomer,8b2s_A,#199 cooldown (contaminated),all,R,0.7473118279569892,natural
foldbench_monomer,8b4u_A,#199 cooldown (contaminated),all,R,0.8315018315018315,natural
foldbench_monomer,8b5w_A,#199 cooldown (contaminated),all,R,0.1675675675675675,natural
foldbench_monomer,8b61_A,#199 cooldown (contaminated),all,R,0.4952830188679245,natural
foldbench_monomer,8b6a_A,#199 cooldown (contaminated),all,R,0.6871794871794872,natural
foldbench_monomer,8b6e_A,#199 cooldown (contaminated),all,R,0.7954545454545454,natural
foldbench_monomer,8baq_A,#199 cooldown (contaminated),all,R,0.5368421052631579,natural
foldbench_monomer,8bau_A,#199 cooldown (contaminated),all,R,0.7464114832535885,natural
foldbench_monomer,8bfy_A,#199 cooldown (contaminated),all,R,0.6100278551532033,natural
foldbench_monomer,8bgb_A,#199 cooldown (contaminated),all,R,0.8514851485148515,natural
foldbench_monomer,8bke_A,#199 cooldown (contaminated),all,R,0.5303643724696356,natural
foldbench_monomer,8bsb_A,#199 cooldown (contaminated),all,R,0.7217391304347827,natural
foldbench_monomer,8bux_A,#199 cooldown (contaminated),all,R,0.0583333333333333,natural
foldbench_monomer,8c4d_A,#199 cooldown (contaminated),all,R,0.6681222707423581,natural
foldbench_monomer,7xlz_A,#199 cooldown (contaminated),all,R,0.7018867924528301,natural
foldbench_monomer,8c4y_A,#199 cooldown (contaminated),all,R,0.7184986595174263,natural
foldbench_monomer,8cba_A,#199 cooldown (contaminated),all,R,0.3469387755102041,natural
foldbench_monomer,8ci9_A,#199 cooldown (contaminated),all,R,0.7388724035608308,natural
foldbench_monomer,8cih_A,#199 cooldown (contaminated),all,R,0.4113924050632911,natural
foldbench_monomer,8amo_A,#199 cooldown (contaminated),all,R,0.7348066298342542,natural
foldbench_monomer,8cpk_A,#199 cooldown (contaminated),all,R,0.7847025495750708,natural
foldbench_monomer,8cpn_A,#199 cooldown (contaminated),all,R,0.3809523809523809,natural
foldbench_monomer,8d2z_A,#199 cooldown (contaminated),all,R,0.7019230769230769,natural
foldbench_monomer,8daj_A,#199 cooldown (contaminated),all,R,0.7157190635451505,natural
foldbench_monomer,8dez_A,#199 cooldown (contaminated),all,R,0.4505494505494505,natural
foldbench_monomer,8dge_A,#199 cooldown (contaminated),all,R,0.6301969365426696,natural
foldbench_monomer,8dhj_A,#199 cooldown (contaminated),all,R,0.7790262172284644,natural
foldbench_monomer,8dmu_A,#199 cooldown (contaminated),all,R,0.2049036777583187,natural
foldbench_monomer,8dp9_A,#199 cooldown (contaminated),all,R,0.7534246575342466,natural
foldbench_monomer,8dqd_A,#199 cooldown (contaminated),all,R,0.7215189873417721,natural
foldbench_monomer,8dx0_A,#199 cooldown (contaminated),all,R,0.7777777777777778,natural
foldbench_monomer,8e0r_A,#199 cooldown (contaminated),all,R,0.3669354838709677,natural
foldbench_monomer,8e5h_A,#199 cooldown (contaminated),all,R,0.7209302325581395,natural
foldbench_monomer,8eb9_A,#199 cooldown (contaminated),all,R,0.1830985915492957,natural
foldbench_monomer,8ec3_A,#199 cooldown (contaminated),all,R,0.246031746031746,natural
foldbench_monomer,8eo5_A,#199 cooldown (contaminated),all,R,0.8102766798418972,natural
foldbench_monomer,8es6_A,ESMFold,all,R,0.7978260869565217,natural
foldbench_monomer,8es6_A,ESMFold2,all,R,0.8543478260869565,natural
foldbench_monomer,8ev4_A,ESMFold,all,R,0.8947368421052632,natural
foldbench_monomer,8ev4_A,ESMFold2,all,R,0.9157894736842104,natural
foldbench_monomer,8ew1_A,ESMFold,all,R,0.8016528925619835,natural
foldbench_monomer,8ew1_A,ESMFold2,all,R,0.8705234159779615,natural
foldbench_monomer,8ew9_A,ESMFold,all,R,0.8138528138528138,natural
foldbench_monomer,8ew9_A,ESMFold2,all,R,0.7792207792207793,natural
foldbench_monomer,8ey3_A,ESMFold,all,R,0.8717948717948718,natural
foldbench_monomer,8ey3_A,ESMFold2,all,R,0.8974358974358975,natural
foldbench_monomer,8ez6_A,ESMFold,all,R,0.8571428571428571,natural
foldbench_monomer,8ez6_A,ESMFold2,all,R,0.9285714285714286,natural
foldbench_monomer,8ezw_A,ESMFold,all,R,0.8389830508474576,natural
foldbench_monomer,8ezw_A,ESMFold2,all,R,0.7966101694915254,natural
foldbench_monomer,8f8n_A,ESMFold,all,R,0.7798165137614679,natural
foldbench_monomer,8f8n_A,ESMFold2,all,R,0.7614678899082569,natural
foldbench_monomer,8f9o_A,ESMFold,all,R,0.8694915254237288,natural
foldbench_monomer,8f9o_A,ESMFold2,all,R,0.8983050847457628,natural
foldbench_monomer,8fbc_A,ESMFold,all,R,0.7934272300469484,natural
foldbench_monomer,8fbc_A,ESMFold2,all,R,0.8075117370892019,natural
foldbench_monomer,8jjq_A,ESMFold,all,R,0.8092485549132948,natural
foldbench_monomer,8jjq_A,ESMFold2,all,R,0.8641618497109826,natural
foldbench_monomer,8fr5_A,ESMFold,all,R,0.8333333333333334,natural
foldbench_monomer,8fr5_A,ESMFold2,all,R,0.8333333333333334,natural
foldbench_monomer,8fty_A,ESMFold,all,R,0.8657487091222031,natural
foldbench_monomer,8fty_A,ESMFold2,all,R,0.8795180722891566,natural
foldbench_monomer,8h2f_A,ESMFold,all,R,0.8823529411764706,natural
foldbench_monomer,8h2f_A,ESMFold2,all,R,0.8983957219251337,natural
foldbench_monomer,8fz8_A,ESMFold,all,R,0.7683923705722071,natural
foldbench_monomer,8fz8_A,ESMFold2,all,R,0.8092643051771117,natural
foldbench_monomer,8fz9_A,ESMFold,all,R,0.7553956834532374,natural
foldbench_monomer,8fz9_A,ESMFold2,all,R,0.7697841726618705,natural
foldbench_monomer,8g0n_A,ESMFold,all,R,0.8745247148288974,natural
foldbench_monomer,8g0n_A,ESMFold2,all,R,0.8897338403041825,natural
foldbench_monomer,8g1l_A,ESMFold,all,R,0.7090909090909091,natural
foldbench_monomer,8g1l_A,ESMFold2,all,R,0.5745454545454546,natural
foldbench_monomer,8g1y_A,ESMFold,all,R,0.8277310924369747,natural
foldbench_monomer,8g1y_A,ESMFold2,all,R,0.8256302521008403,natural
foldbench_monomer,8g32_A,ESMFold,all,R,0.6268656716417911,natural
foldbench_monomer,8g32_A,ESMFold2,all,R,0.6477611940298508,natural
foldbench_monomer,8g52_A,ESMFold,all,R,0.87109375,natural
foldbench_monomer,8g52_A,ESMFold2,all,R,0.8984375,natural
foldbench_monomer,8g53_A,ESMFold,all,R,0.8466666666666667,natural
foldbench_monomer,8g53_A,ESMFold2,all,R,0.8866666666666667,natural
foldbench_monomer,8g5u_A,ESMFold,all,R,0.8,natural
foldbench_monomer,8g5u_A,ESMFold2,all,R,0.8635514018691589,natural
foldbench_monomer,8g64_A,ESMFold,all,R,0.8466666666666667,natural
foldbench_monomer,8g64_A,ESMFold2,all,R,0.9133333333333332,natural
foldbench_monomer,8gdl_A,ESMFold,all,R,0.8065326633165829,natural
foldbench_monomer,8gdl_A,ESMFold2,all,R,0.8115577889447236,natural
foldbench_monomer,8gj9_A,ESMFold,all,R,0.75,natural
foldbench_monomer,8gj9_A,ESMFold2,all,R,0.8333333333333334,natural
foldbench_monomer,8gjw_A,ESMFold,all,R,0.8427230046948356,natural
foldbench_monomer,8gjw_A,ESMFold2,all,R,0.8403755868544601,natural
foldbench_monomer,8gjy_A,ESMFold,all,R,0.7683215130023641,natural
foldbench_monomer,8gjy_A,ESMFold2,all,R,0.7919621749408984,natural
foldbench_monomer,8gkd_A,ESMFold,all,R,0.8483516483516483,natural
foldbench_monomer,8gkd_A,ESMFold2,all,R,0.8835164835164835,natural
foldbench_monomer,8gok_A,ESMFold,all,R,0.5401459854014599,natural
foldbench_monomer,8gok_A,ESMFold2,all,R,0.6167883211678832,natural
foldbench_monomer,8gr7_A,ESMFold,all,R,0.8735955056179775,natural
foldbench_monomer,8gr7_A,ESMFold2,all,R,0.898876404494382,natural
foldbench_monomer,8gqq_A,ESMFold,all,R,0.8282828282828283,natural
foldbench_monomer,8gqq_A,ESMFold2,all,R,0.8686868686868687,natural
foldbench_monomer,8gtz_A,ESMFold,all,R,0.8283898305084746,natural
foldbench_monomer,8gtz_A,ESMFold2,all,R,0.836864406779661,natural
foldbench_monomer,8h02_A,ESMFold,all,R,0.9074074074074074,natural
foldbench_monomer,8h02_A,ESMFold2,all,R,0.8703703703703703,natural
foldbench_monomer,8h5s_A,ESMFold,all,R,0.806282722513089,natural
foldbench_monomer,8h5s_A,ESMFold2,all,R,0.8429319371727748,natural
foldbench_monomer,8hbt_A,ESMFold,all,R,0.783157894736842,natural
foldbench_monomer,8hbt_A,ESMFold2,all,R,0.7936842105263158,natural
foldbench_monomer,8hd2_A,ESMFold,all,R,0.8465753424657534,natural
foldbench_monomer,8hd2_A,ESMFold2,all,R,0.8904109589041096,natural
foldbench_monomer,8he1_A,ESMFold,all,R,0.8888888888888888,natural
foldbench_monomer,8he1_A,ESMFold2,all,R,0.9087301587301588,natural
foldbench_monomer,8axs_A,ESMFold,all,R,0.6717451523545707,natural
foldbench_monomer,8axs_A,ESMFold2,all,R,0.8005540166204986,natural
foldbench_monomer,8hnq_A,ESMFold,all,R,0.8464052287581699,natural
foldbench_monomer,8hnq_A,ESMFold2,all,R,0.8856209150326797,natural
foldbench_monomer,8hvd_A,ESMFold,all,R,0.8579465541490858,natural
foldbench_monomer,8hvd_A,ESMFold2,all,R,0.8438818565400844,natural
foldbench_monomer,7xhz_A,ESMFold,all,R,0.726457399103139,natural
foldbench_monomer,7xhz_A,ESMFold2,all,R,0.7533632286995515,natural
foldbench_monomer,8hw8_A,ESMFold,all,R,0.8895027624309392,natural
foldbench_monomer,8hw8_A,ESMFold2,all,R,0.9088397790055248,natural
foldbench_monomer,8hxs_A,ESMFold,all,R,0.8333333333333334,natural
foldbench_monomer,8hxs_A,ESMFold2,all,R,0.8421052631578947,natural
foldbench_monomer,8ii8_A,ESMFold,all,R,0.3550724637681159,natural
foldbench_monomer,8ii8_A,ESMFold2,all,R,0.4927536231884058,natural
foldbench_monomer,8ikx_A,ESMFold,all,R,0.8211764705882353,natural
foldbench_monomer,8ikx_A,ESMFold2,all,R,0.8376470588235294,natural
foldbench_monomer,8irq_A,ESMFold,all,R,0.8731343283582089,natural
foldbench_monomer,8irq_A,ESMFold2,all,R,0.8432835820895522,natural
foldbench_monomer,8iym_A,ESMFold,all,R,0.8580246913580247,natural
foldbench_monomer,8iym_A,ESMFold2,all,R,0.8148148148148148,natural
foldbench_monomer,8j2n_A,ESMFold,all,R,0.8682170542635659,natural
foldbench_monomer,8j2n_A,ESMFold2,all,R,0.8875968992248062,natural
foldbench_monomer,8j2x_A,ESMFold,all,R,0.8138528138528138,natural
foldbench_monomer,8j2x_A,ESMFold2,all,R,0.8354978354978355,natural
foldbench_monomer,8jb3_A,ESMFold,all,R,0.7571428571428571,natural
foldbench_monomer,8jb3_A,ESMFold2,all,R,0.8714285714285714,natural
foldbench_monomer,7wr2_A,ESMFold,all,R,0.8308823529411765,natural
foldbench_monomer,7wr2_A,ESMFold2,all,R,0.8161764705882353,natural
foldbench_monomer,8j8y_A,ESMFold,all,R,0.6041666666666666,natural
foldbench_monomer,8j8y_A,ESMFold2,all,R,0.84375,natural
foldbench_monomer,8j9r_A,ESMFold,all,R,0.6862745098039216,natural
foldbench_monomer,8j9r_A,ESMFold2,all,R,0.7647058823529411,natural
foldbench_monomer,8jdg_A,ESMFold,all,R,0.8596491228070176,natural
foldbench_monomer,8jdg_A,ESMFold2,all,R,0.8521303258145363,natural
foldbench_monomer,8jh8_A,ESMFold,all,R,0.8406374501992032,natural
foldbench_monomer,8jh8_A,ESMFold2,all,R,0.9083665338645418,natural
foldbench_monomer,8jiy_A,ESMFold,all,R,0.6516393442622951,natural
foldbench_monomer,8jiy_A,ESMFold2,all,R,0.6680327868852459,natural
foldbench_monomer,8jmy_A,ESMFold,all,R,0.8823529411764706,natural
foldbench_monomer,8jmy_A,ESMFold2,all,R,0.9243697478991596,natural
foldbench_monomer,8jn0_A,ESMFold,all,R,0.9278350515463918,natural
foldbench_monomer,8jn0_A,ESMFold2,all,R,0.8556701030927835,natural
foldbench_monomer,8jup_A,ESMFold,all,R,0.7565217391304347,natural
foldbench_monomer,8jup_A,ESMFold2,all,R,0.7608695652173914,natural
foldbench_monomer,8jv2_A,ESMFold,all,R,0.8654822335025381,natural
foldbench_monomer,8jv2_A,ESMFold2,all,R,0.8730964467005076,natural
foldbench_monomer,8jws_A,ESMFold,all,R,0.8425925925925926,natural
foldbench_monomer,8jws_A,ESMFold2,all,R,0.8888888888888888,natural
foldbench_monomer,8cjd_A,ESMFold,all,R,0.4671717171717172,natural
foldbench_monomer,8cjd_A,ESMFold2,all,R,0.5303030303030303,natural
foldbench_monomer,8k2g_A,ESMFold,all,R,0.7928221859706363,natural
foldbench_monomer,8k2g_A,ESMFold2,all,R,0.8548123980424144,natural
foldbench_monomer,8k2k_A,ESMFold,all,R,0.8744257274119449,natural
foldbench_monomer,8k2k_A,ESMFold2,all,R,0.892802450229709,natural
foldbench_monomer,8k2m_A,ESMFold,all,R,0.8431061806656102,natural
foldbench_monomer,8k2m_A,ESMFold2,all,R,0.9001584786053882,natural
foldbench_monomer,8k4m_A,ESMFold,all,R,0.0840336134453781,natural
foldbench_monomer,8k4m_A,ESMFold2,all,R,0.1680672268907563,natural
foldbench_monomer,8k5j_A,ESMFold,all,R,0.7649572649572649,natural
foldbench_monomer,8k5j_A,ESMFold2,all,R,0.844017094017094,natural
foldbench_monomer,8k7x_A,ESMFold,all,R,0.7359249329758714,natural
foldbench_monomer,8k7x_A,ESMFold2,all,R,0.806970509383378,natural
foldbench_monomer,8kg4_A,ESMFold,all,R,0.9074074074074074,natural
foldbench_monomer,8kg4_A,ESMFold2,all,R,0.8925925925925926,natural
foldbench_monomer,8xrh_A,ESMFold,all,R,0.7069408740359897,natural
foldbench_monomer,8xrh_A,ESMFold2,all,R,0.7763496143958869,natural
foldbench_monomer,8khv_A,ESMFold,all,R,0.8513513513513513,natural
foldbench_monomer,8khv_A,ESMFold2,all,R,0.8858858858858859,natural
foldbench_monomer,8kih_A,ESMFold,all,R,0.8280701754385965,natural
foldbench_monomer,8kih_A,ESMFold2,all,R,0.8105263157894737,natural
foldbench_monomer,8ok3_A,ESMFold,all,R,0.7043478260869566,natural
foldbench_monomer,8ok3_A,ESMFold2,all,R,0.8782608695652174,natural
foldbench_monomer,8oqh_A,ESMFold,all,R,0.8873239436619719,natural
foldbench_monomer,8oqh_A,ESMFold2,all,R,0.8732394366197183,natural
foldbench_monomer,8ork_A,ESMFold,all,R,0.7093596059113301,natural
foldbench_monomer,8ork_A,ESMFold2,all,R,0.7315270935960592,natural
foldbench_monomer,8os2_A,ESMFold,all,R,0.7870370370370371,natural
foldbench_monomer,8os2_A,ESMFold2,all,R,0.8148148148148148,natural
foldbench_monomer,8owf_A,ESMFold,all,R,0.7480798771121352,natural
foldbench_monomer,8owf_A,ESMFold2,all,R,0.8894009216589862,natural
foldbench_monomer,8osz_A,ESMFold,all,R,0.8345588235294118,natural
foldbench_monomer,8osz_A,ESMFold2,all,R,0.8419117647058824,natural
foldbench_monomer,8ovu_A,ESMFold,all,R,0.8024691358024691,natural
foldbench_monomer,8ovu_A,ESMFold2,all,R,0.8271604938271605,natural
foldbench_monomer,8oxk_A,ESMFold,all,R,0.5052631578947369,natural
foldbench_monomer,8oxk_A,ESMFold2,all,R,0.9052631578947368,natural
foldbench_monomer,8oxl_A,ESMFold,all,R,0.2551020408163265,natural
foldbench_monomer,8oxl_A,ESMFold2,all,R,0.5714285714285714,natural
foldbench_monomer,8p2a_A,ESMFold,all,R,0.8936170212765957,natural
foldbench_monomer,8p2a_A,ESMFold2,all,R,0.851063829787234,natural
foldbench_monomer,8p5p_A,ESMFold,all,R,0.9083333333333332,natural
foldbench_monomer,8p5p_A,ESMFold2,all,R,0.925,natural
foldbench_monomer,8p5n_A,ESMFold,all,R,0.7703703703703704,natural
foldbench_monomer,8p5n_A,ESMFold2,all,R,0.7703703703703704,natural
foldbench_monomer,7wu8_A,ESMFold,all,R,0.8148148148148148,natural
foldbench_monomer,7wu8_A,ESMFold2,all,R,0.8148148148148148,natural
foldbench_monomer,8pak_A,ESMFold,all,R,0.7793696275071633,natural
foldbench_monomer,8pak_A,ESMFold2,all,R,0.8137535816618912,natural
foldbench_monomer,8paq_A,ESMFold,all,R,0.4952380952380952,natural
foldbench_monomer,8paq_A,ESMFold2,all,R,0.8666666666666667,natural
foldbench_monomer,8pb5_A,ESMFold,all,R,0.8477011494252874,natural
foldbench_monomer,8pb5_A,ESMFold2,all,R,0.8362068965517241,natural
foldbench_monomer,8por_A,ESMFold,all,R,0.7297297297297297,natural
foldbench_monomer,8por_A,ESMFold2,all,R,0.7972972972972973,natural
foldbench_monomer,8ptd_A,ESMFold,all,R,0.8349056603773585,natural
foldbench_monomer,8ptd_A,ESMFold2,all,R,0.8867924528301887,natural
foldbench_monomer,8pu2_A,ESMFold,all,R,0.2765957446808511,natural
foldbench_monomer,8pu2_A,ESMFold2,all,R,0.7659574468085106,natural
foldbench_monomer,8pvs_A,ESMFold,all,R,0.8248175182481752,natural
foldbench_monomer,8pvs_A,ESMFold2,all,R,0.8748696558915537,natural
foldbench_monomer,8pw2_A,ESMFold,all,R,0.875,natural
foldbench_monomer,8pw2_A,ESMFold2,all,R,0.8541666666666666,natural
foldbench_monomer,8pxc_A,ESMFold,all,R,0.7937743190661478,natural
foldbench_monomer,8pxc_A,ESMFold2,all,R,0.7976653696498055,natural
foldbench_monomer,8pxu_A,ESMFold,all,R,0.8211488250652742,natural
foldbench_monomer,8pxu_A,ESMFold2,all,R,0.8772845953002611,natural
foldbench_monomer,8q1v_A,ESMFold,all,R,0.7083333333333334,natural
foldbench_monomer,8q1v_A,ESMFold2,all,R,0.7083333333333334,natural
foldbench_monomer,8qb1_A,ESMFold,all,R,0.7763157894736842,natural
foldbench_monomer,8qb1_A,ESMFold2,all,R,0.7763157894736842,natural
foldbench_monomer,8qd8_A,ESMFold,all,R,0.7923728813559322,natural
foldbench_monomer,8qd8_A,ESMFold2,all,R,0.885593220338983,natural
foldbench_monomer,8qjp_A,ESMFold,all,R,0.834061135371179,natural
foldbench_monomer,8qjp_A,ESMFold2,all,R,0.8820960698689956,natural
foldbench_monomer,8qlc_A,ESMFold,all,R,0.8437978560490046,natural
foldbench_monomer,8qlc_A,ESMFold2,all,R,0.8637059724349158,natural
foldbench_monomer,8qoh_A,ESMFold,all,R,0.4360902255639097,natural
foldbench_monomer,8qoh_A,ESMFold2,all,R,0.6691729323308271,natural
foldbench_monomer,8qpj_A,ESMFold,all,R,0.7142857142857143,natural
foldbench_monomer,8qpj_A,ESMFold2,all,R,0.8061224489795918,natural
foldbench_monomer,8qq1_A,ESMFold,all,R,0.8565573770491803,natural
foldbench_monomer,8qq1_A,ESMFold2,all,R,0.8483606557377049,natural
foldbench_monomer,8qle_A,ESMFold,all,R,0.8208333333333333,natural
foldbench_monomer,8qle_A,ESMFold2,all,R,0.8208333333333333,natural
foldbench_monomer,8qx6_A,ESMFold,all,R,0.856353591160221,natural
foldbench_monomer,8qx6_A,ESMFold2,all,R,0.856353591160221,natural
foldbench_monomer,8r2c_A,ESMFold,all,R,0.6630434782608695,natural
foldbench_monomer,8r2c_A,ESMFold2,all,R,0.875,natural
foldbench_monomer,8r5n_A,ESMFold,all,R,0.8756756756756757,natural
foldbench_monomer,8r5n_A,ESMFold2,all,R,0.9135135135135136,natural
foldbench_monomer,8ra0_A,ESMFold,all,R,0.8141414141414142,natural
foldbench_monomer,8ra0_A,ESMFold2,all,R,0.8383838383838383,natural
foldbench_monomer,8rcw_A,ESMFold,all,R,0.8472906403940886,natural
foldbench_monomer,8rcw_A,ESMFold2,all,R,0.8472906403940886,natural
foldbench_monomer,8rdd_A,ESMFold,all,R,0.8141025641025641,natural
foldbench_monomer,8rdd_A,ESMFold2,all,R,0.8717948717948718,natural
foldbench_monomer,8re3_A,ESMFold,all,R,0.796078431372549,natural
foldbench_monomer,8re3_A,ESMFold2,all,R,0.8450980392156863,natural
foldbench_monomer,8rom_A,ESMFold,all,R,0.8611111111111112,natural
foldbench_monomer,8rom_A,ESMFold2,all,R,0.8555555555555555,natural
foldbench_monomer,8an4_A,ESMFold,all,R,0.8081395348837209,natural
foldbench_monomer,8an4_A,ESMFold2,all,R,0.7848837209302325,natural
foldbench_monomer,8s5b_A,ESMFold,all,R,0.8673218673218673,natural
foldbench_monomer,8s5b_A,ESMFold2,all,R,0.8869778869778869,natural
foldbench_monomer,8s9l_A,ESMFold,all,R,0.7736625514403292,natural
foldbench_monomer,8s9l_A,ESMFold2,all,R,0.8189300411522634,natural
foldbench_monomer,8sot_A,ESMFold,all,R,0.8539325842696629,natural
foldbench_monomer,8sot_A,ESMFold2,all,R,0.8089887640449438,natural
foldbench_monomer,8spc_A,ESMFold,all,R,0.8409785932721713,natural
foldbench_monomer,8spc_A,ESMFold2,all,R,0.8623853211009175,natural
foldbench_monomer,8suc_A,ESMFold,all,R,0.7992565055762082,natural
foldbench_monomer,8suc_A,ESMFold2,all,R,0.8029739776951673,natural
foldbench_monomer,8sv7_A,ESMFold,all,R,0.8776223776223776,natural
foldbench_monomer,8sv7_A,ESMFold2,all,R,0.8776223776223776,natural
foldbench_monomer,8sxs_A,ESMFold,all,R,0.794392523364486,natural
foldbench_monomer,8sxs_A,ESMFold2,all,R,0.8411214953271028,natural
foldbench_monomer,8t27_A,ESMFold,all,R,0.7793880837359098,natural
foldbench_monomer,8t27_A,ESMFold2,all,R,0.8244766505636071,natural
foldbench_monomer,8t2j_A,ESMFold,all,R,0.8202247191011236,natural
foldbench_monomer,8t2j_A,ESMFold2,all,R,0.7724719101123596,natural
foldbench_monomer,8t41_A,ESMFold,all,R,0.8712972420837589,natural
foldbench_monomer,8t41_A,ESMFold2,all,R,0.898876404494382,natural
foldbench_monomer,8t4c_A,ESMFold,all,R,0.8375,natural
foldbench_monomer,8t4c_A,ESMFold2,all,R,0.8625,natural
foldbench_monomer,8t8k_A,ESMFold,all,R,0.7923497267759563,natural
foldbench_monomer,8t8k_A,ESMFold2,all,R,0.7923497267759563,natural
foldbench_monomer,8t93_A,ESMFold,all,R,0.6995305164319249,natural
foldbench_monomer,8t93_A,ESMFold2,all,R,0.7417840375586855,natural
foldbench_monomer,8t9n_A,ESMFold,all,R,0.6428571428571429,natural
foldbench_monomer,8t9n_A,ESMFold2,all,R,0.9142857142857144,natural
foldbench_monomer,8te9_A,ESMFold,all,R,0.7301136363636364,natural
foldbench_monomer,8te9_A,ESMFold2,all,R,0.8806818181818182,natural
foldbench_monomer,8tfo_A,ESMFold,all,R,0.8287153652392947,natural
foldbench_monomer,8tfo_A,ESMFold2,all,R,0.8337531486146096,natural
foldbench_monomer,8tfs_A,ESMFold,all,R,0.847457627118644,natural
foldbench_monomer,8tfs_A,ESMFold2,all,R,0.8813559322033898,natural
foldbench_monomer,8hic_A,ESMFold,all,R,0.824634655532359,natural
foldbench_monomer,8hic_A,ESMFold2,all,R,0.8956158663883089,natural
foldbench_monomer,8ti5_A,ESMFold,all,R,0.8974358974358975,natural
foldbench_monomer,8ti5_A,ESMFold2,all,R,0.8717948717948718,natural
foldbench_monomer,8tjg_A,ESMFold,all,R,0.8467432950191571,natural
foldbench_monomer,8tjg_A,ESMFold2,all,R,0.8697318007662835,natural
foldbench_monomer,8tru_A,ESMFold,all,R,0.8191964285714286,natural
foldbench_monomer,8tru_A,ESMFold2,all,R,0.8772321428571429,natural
foldbench_monomer,8tse_A,ESMFold,all,R,0.6595744680851063,natural
foldbench_monomer,8tse_A,ESMFold2,all,R,0.776595744680851,natural
foldbench_monomer,8tuk_A,ESMFold,all,R,0.8410596026490066,natural
