query,target,qtmscore,ttmscore,qcov,tcov,evalue,stem,min_tm,reference_split
proteina-b6ada59bdcb3bb070972,W0EGN8,5.129E-01,6.373E-01,0.610,0.788,5.656E-01,proteina-b6ada59bdcb3bb070972,0.5129,train
proteina-daad3c75f71603b95bbf,A0A813AXL8,6.020E-01,5.798E-01,0.980,0.776,5.719E-01,proteina-daad3c75f71603b95bbf,0.5798,train
proteina-9b455cbef4ae9ec1b1c4,A0A523ETD0,5.780E-01,6.128E-01,0.992,0.791,5.771E-01,proteina-9b455cbef4ae9ec1b1c4,0.578,train
proteina-dc091d6fcc6f6cd9b67e,A0A4Z0D2B7,6.538E-01,7.335E-01,1.000,0.959,6.779E-01,proteina-dc091d6fcc6f6cd9b67e,0.6538,train
proteina-be48a7daf7af2e9e55c7,A0A7V1TTH3,5.936E-01,6.414E-01,0.966,0.922,6.021E-01,proteina-be48a7daf7af2e9e55c7,0.5936,train
proteina-429b06bfa8e5e32d6c56,A0A0A9DER1,6.005E-01,6.015E-01,0.860,0.792,5.850E-01,proteina-429b06bfa8e5e32d6c56,0.6005,train
proteina-cfb30d6ec1cb027b316c,A0A7R9W6H3,5.997E-01,6.262E-01,0.780,0.941,5.994E-01,proteina-cfb30d6ec1cb027b316c,0.5997,train
proteina-51dabf48f6ef2facd635,A0A7W9SRK5,6.391E-01,6.681E-01,0.852,0.912,6.367E-01,proteina-51dabf48f6ef2facd635,0.6391,train
proteina-a139be292c8116ba69cb,A0A2W4ZSL1,3.785E-01,3.868E-01,0.962,0.705,3.720E-01,proteina-a139be292c8116ba69cb,0.3785,train
proteina-090dd2fc0e8d7c69ea83,A0A1A8DH10,4.438E-01,4.908E-01,0.680,0.821,4.524E-01,proteina-090dd2fc0e8d7c69ea83,0.4438,train
proteina-de78b7ac42bdf12116df,A0A1F8JJT6,4.454E-01,5.222E-01,0.668,0.990,4.635E-01,proteina-de78b7ac42bdf12116df,0.4454,train
proteina-f45ad0ed3bf967cfbc53,A0A0G4IM04,5.913E-01,6.376E-01,0.986,0.965,5.929E-01,proteina-f45ad0ed3bf967cfbc53,0.5913,train
proteina-b3e63fa2404cf3a0d9f7,A0A6F8SRI7,4.788E-01,4.658E-01,0.932,0.832,4.587E-01,proteina-b3e63fa2404cf3a0d9f7,0.4658,train
proteina-0d7b3d4fd1193c7f1205,F0ZEM7,3.143E-01,3.516E-01,0.954,0.812,3.131E-01,proteina-0d7b3d4fd1193c7f1205,0.3143,train
proteina-1d6cb5dd3a1366ec6a64,A0A815DGY0,5.901E-01,6.565E-01,0.920,0.928,6.062E-01,proteina-1d6cb5dd3a1366ec6a64,0.5901,train
proteina-2a3a040bb618ee8d0459,A0A1V4R992,5.104E-01,5.062E-01,0.736,0.865,4.883E-01,proteina-2a3a040bb618ee8d0459,0.5062,train
proteina-8b49df40a8791d550341,A0A5Q0EGB4,4.749E-01,6.641E-01,0.962,0.991,5.508E-01,proteina-8b49df40a8791d550341,0.4749,train
proteina-08ed3d532c7ce7a98acd,A0A810NUK3,3.569E-01,4.045E-01,0.962,0.879,3.612E-01,proteina-08ed3d532c7ce7a98acd,0.3569,train
proteina-3f826903275d17429063,A0A7C3QRD2,5.411E-01,6.469E-01,0.962,0.949,5.762E-01,proteina-3f826903275d17429063,0.5411,train
proteina-6cc24d1efee90d995d36,A0A0N0BES2,7.025E-01,6.812E-01,0.976,0.936,6.687E-01,proteina-6cc24d1efee90d995d36,0.6812,train
proteina-dca6101ca04ee02ac2b1,A0A2V7UD87,6.620E-01,7.191E-01,0.950,0.937,6.763E-01,proteina-dca6101ca04ee02ac2b1,0.662,train
proteina-9f85bd211abe52606981,A0A1E7GNW9,3.187E-01,3.221E-01,1.000,0.917,3.017E-01,proteina-9f85bd211abe52606981,0.3187,train
proteina-179d248b6f5708085697,A0A518CY97,6.402E-01,6.451E-01,0.956,0.897,6.347E-01,proteina-179d248b6f5708085697,0.6402,train
proteina-26c939c3844a473025fc,A0A524D022,5.763E-01,6.122E-01,0.912,0.795,5.816E-01,proteina-26c939c3844a473025fc,0.5763,train
proteina-caff121c1946c7d90a93,A0A354GWA9,7.573E-01,7.070E-01,0.970,0.996,7.160E-01,proteina-caff121c1946c7d90a93,0.707,train
proteina-f0707ea3d0fbac5eaa9e,A0A2C5ZML9,5.619E-01,5.628E-01,0.934,0.918,5.449E-01,proteina-f0707ea3d0fbac5eaa9e,0.5619,train
proteina-e782fd2cd0196181a43f,A0A2D6LGU2,4.435E-01,6.248E-01,0.962,0.947,5.172E-01,proteina-e782fd2cd0196181a43f,0.4435,train
proteina-11dd949fd5d1b64df9af,A0A254NJR6,5.233E-01,5.703E-01,0.998,1.000,5.256E-01,proteina-11dd949fd5d1b64df9af,0.5233,train
proteina-ba2a20649ee25c2d879c,A0A2A2L5G6,6.734E-01,6.628E-01,0.946,0.916,6.486E-01,proteina-ba2a20649ee25c2d879c,0.6628,train
proteina-b42adc972236d45b8825,A0A1H8S7W4,4.323E-01,4.516E-01,0.902,0.734,4.336E-01,proteina-b42adc972236d45b8825,0.4323,train
proteina-65162c88031a1c407aa7,A0A374I9G4,7.610E-01,7.624E-01,1.000,0.924,7.505E-01,proteina-65162c88031a1c407aa7,0.761,train
proteina-040ae6fc1f2dd1b5283b,A0A7V9RBF5,3.721E-01,3.312E-01,0.974,0.824,3.320E-01,proteina-040ae6fc1f2dd1b5283b,0.3312,train
proteina-a1a459bf27a4ae10d6d3,A0A2X1BDB8,5.891E-01,5.744E-01,0.902,0.905,5.602E-01,proteina-a1a459bf27a4ae10d6d3,0.5744,train
proteina-d9c9979b19a9447f4f2d,A0A1G8GBY1,7.114E-01,7.308E-01,0.990,0.996,7.112E-01,proteina-d9c9979b19a9447f4f2d,0.7114,train
proteina-c0adfa0bc2535468d6c4,A0A5C8L319,8.407E-01,7.743E-01,0.960,0.899,8.021E-01,proteina-c0adfa0bc2535468d6c4,0.7743,train
proteina-7349a4184e3e6e1dddcf,A0A7W1I9J5,5.600E-01,5.341E-01,0.812,0.956,5.331E-01,proteina-7349a4184e3e6e1dddcf,0.5341,train
proteina-11287023291209dc10ec,A0A083ZYU4,6.596E-01,6.449E-01,0.980,0.814,6.449E-01,proteina-11287023291209dc10ec,0.6449,train
proteina-15f688d6d439e84cef95,A0A506XM42,3.785E-01,4.758E-01,0.594,0.798,4.009E-01,proteina-15f688d6d439e84cef95,0.3785,train
proteina-df09f3283af747e50282,A0A543PUH1,6.323E-01,6.188E-01,0.814,0.812,6.128E-01,proteina-df09f3283af747e50282,0.6188,train
proteina-6d46545fd2e870705b34,B0EHD6,4.236E-01,5.101E-01,0.958,0.935,4.439E-01,proteina-6d46545fd2e870705b34,0.4236,train
proteina-9f8632942e48996a6db1,A0A7C2A672,3.934E-01,4.109E-01,0.648,0.711,3.834E-01,proteina-9f8632942e48996a6db1,0.3934,train
proteina-3830272739b00157b9bb,F0WUJ3,3.645E-01,4.574E-01,0.854,0.816,3.925E-01,proteina-3830272739b00157b9bb,0.3645,train
proteina-5301b3c8895a38b6fbc8,A0A3B3TT43,5.138E-01,6.665E-01,0.786,0.944,5.744E-01,proteina-5301b3c8895a38b6fbc8,0.5138,train
proteina-7c8044717af4dbc6ee32,A0A2G6M9U2,5.676E-01,6.651E-01,0.884,0.929,6.064E-01,proteina-7c8044717af4dbc6ee32,0.5676,train
proteina-c53b5192e8a589eebc57,A0A0G3WJE8,5.478E-01,6.501E-01,0.722,0.908,5.818E-01,proteina-c53b5192e8a589eebc57,0.5478,train
proteina-2fd7a3d4cae7f587e65a,A0A7G2M8N7,7.168E-01,7.074E-01,0.900,0.911,7.021E-01,proteina-2fd7a3d4cae7f587e65a,0.7074,train
proteina-d40e89a2cb5455a2f4cd,A0A5E3XC56,3.954E-01,4.476E-01,0.936,0.913,3.995E-01,proteina-d40e89a2cb5455a2f4cd,0.3954,train
proteina-f0fb7c609ceb222a0b2a,E1ZBG9,7.147E-01,7.108E-01,0.970,0.976,6.959E-01,proteina-f0fb7c609ceb222a0b2a,0.7108,train
proteina-d29a0826cb1f5bc81136,A0A1Y4F4U8,4.615E-01,4.414E-01,0.978,0.851,4.277E-01,proteina-d29a0826cb1f5bc81136,0.4414,train
proteina-20a3e548cc37cb086627,A8JF49,4.737E-01,5.480E-01,0.822,0.809,4.951E-01,proteina-20a3e548cc37cb086627,0.4737,train
proteina-ad7a6985b76d21d45047,A0A524D022,4.956E-01,5.255E-01,0.992,0.769,4.963E-01,proteina-ad7a6985b76d21d45047,0.4956,train
proteina-2ddc476992ae14e60ee6,A0A1M3GXH0,6.777E-01,6.718E-01,0.982,0.960,6.518E-01,proteina-2ddc476992ae14e60ee6,0.6718,train
proteina-e62fbe14bd513ee62183,A0A1G1EWS8,3.144E-01,3.493E-01,0.818,0.826,3.141E-01,proteina-e62fbe14bd513ee62183,0.3144,train
proteina-2ceaa9d44754c33aab37,A0A1C7MAF8,4.764E-01,5.561E-01,0.966,0.902,4.992E-01,proteina-2ceaa9d44754c33aab37,0.4764,train
proteina-6d0bd232d0fac7127ded,A0A083ZYU4,7.221E-01,7.064E-01,0.926,0.973,6.998E-01,proteina-6d0bd232d0fac7127ded,0.7064,train
proteina-c6a6da992bbfce7e9522,A0A2A2L5G6,5.401E-01,5.317E-01,0.820,0.945,5.203E-01,proteina-c6a6da992bbfce7e9522,0.5317,train
proteina-1f0e0e4729e8c25e250e,A0A4R7D3S0,3.368E-01,4.054E-01,0.826,0.902,3.513E-01,proteina-1f0e0e4729e8c25e250e,0.3368,train
proteina-41ac168dbecb63c60bf3,A0A2V9RPT7,6.104E-01,7.707E-01,0.954,1.000,6.750E-01,proteina-41ac168dbecb63c60bf3,0.6104,train
proteina-3f18aaa3a319e6f67f70,A0A5B2YWV1,6.123E-01,6.742E-01,0.820,0.922,6.286E-01,proteina-3f18aaa3a319e6f67f70,0.6123,train
proteina-3a5cf240c4b2d168f199,A0A2E9IJR0,7.559E-01,7.935E-01,0.900,0.962,7.639E-01,proteina-3a5cf240c4b2d168f199,0.7559,train
proteina-4ffbcd6c7839fae1230f,A0A2A2L5G6,6.654E-01,6.549E-01,0.986,0.961,6.416E-01,proteina-4ffbcd6c7839fae1230f,0.6549,train
proteina-f40289998ca0b63e771a,E1ZS62,6.355E-01,7.577E-01,0.938,0.881,6.811E-01,proteina-f40289998ca0b63e771a,0.6355,train
proteina-d1ab3f798a7723bf25cf,A0A381J4K4,4.464E-01,4.716E-01,0.994,0.970,4.437E-01,proteina-d1ab3f798a7723bf25cf,0.4464,train
proteina-bee420d6256e40fd5a3c,A0A2V9IXX5,6.351E-01,6.741E-01,0.918,0.855,6.379E-01,proteina-bee420d6256e40fd5a3c,0.6351,train
proteina-baded60db7c5d5c31172,A0A524D022,5.918E-01,6.281E-01,0.916,0.885,5.954E-01,proteina-baded60db7c5d5c31172,0.5918,train
proteina-5a5315ca02890aadbf8f,A0A101JIV1,4.096E-01,4.199E-01,1.000,0.986,3.954E-01,proteina-5a5315ca02890aadbf8f,0.4096,train
proteina-9f6fe94a8b0da5df9f41,A0A3E0Q5A8,6.760E-01,8.100E-01,0.924,0.937,7.272E-01,proteina-9f6fe94a8b0da5df9f41,0.676,train
proteina-72000beb1b69ec270fbc,S2E7I6,5.370E-01,5.389E-01,0.808,0.968,5.244E-01,proteina-72000beb1b69ec270fbc,0.537,train
proteina-389f36125c9d6b0769bf,A0A4V3WCG9,3.955E-01,4.771E-01,0.832,0.937,4.157E-01,proteina-389f36125c9d6b0769bf,0.3955,train
proteina-a7be2f8a2038cdf117c5,A0A2S9YN97,6.506E-01,6.658E-01,0.854,0.943,6.419E-01,proteina-a7be2f8a2038cdf117c5,0.6506,train
proteina-82586142969da467b2bd,A0A1F8U9J2,5.725E-01,5.735E-01,0.944,1.000,5.533E-01,proteina-82586142969da467b2bd,0.5725,train
proteina-1bbe41f90e083445e88e,S0ESF9,4.685E-01,5.453E-01,0.924,0.888,4.874E-01,proteina-1bbe41f90e083445e88e,0.4685,train
proteina-0c5d41ecde2f4cba0c83,A0A7S4RRJ5,4.705E-01,4.623E-01,0.942,0.710,4.533E-01,proteina-0c5d41ecde2f4cba0c83,0.4623,train
proteina-84a54978e692f8bda13d,A0A817RAL1,8.341E-01,8.798E-01,0.974,0.992,8.480E-01,proteina-84a54978e692f8bda13d,0.8341,train
proteina-1fa358311b42416f370e,A0A084FXP4,5.333E-01,6.123E-01,0.990,0.928,5.556E-01,proteina-1fa358311b42416f370e,0.5333,train
proteina-48593232baaf78fb1470,A0A0D9VM78,6.350E-01,6.849E-01,0.928,0.954,6.396E-01,proteina-48593232baaf78fb1470,0.635,train
proteina-913e243b9122f551b500,A0A395SU41,4.885E-01,5.481E-01,0.870,0.943,5.029E-01,proteina-913e243b9122f551b500,0.4885,train
proteina-c473ba367946c37f2457,R6CSU2,5.208E-01,5.361E-01,0.966,0.998,5.068E-01,proteina-c473ba367946c37f2457,0.5208,train
proteina-2022ea1145d90806b501,A0A3Q3WRX6,5.500E-01,6.318E-01,0.924,0.991,5.781E-01,proteina-2022ea1145d90806b501,0.55,train
proteina-784acb72adbf2ea94df5,A0A1X0QF44,7.222E-01,7.941E-01,1.000,0.945,7.416E-01,proteina-784acb72adbf2ea94df5,0.7222,train
proteina-c17c88abcd6c4585727e,A0A0S4IKI5,5.760E-01,6.310E-01,0.658,0.859,5.910E-01,proteina-c17c88abcd6c4585727e,0.576,train
proteina-6c98708f8a1a8770d0c0,E1ZBG9,7.414E-01,7.372E-01,0.914,0.859,7.267E-01,proteina-6c98708f8a1a8770d0c0,0.7372,train
proteina-ade07b68d854609dd29a,A0A6S7H0S4,5.445E-01,5.372E-01,0.972,0.894,5.199E-01,proteina-ade07b68d854609dd29a,0.5372,train
proteina-23eb1a1b4232d6f1bc26,A0A4U5JFI8,5.096E-01,4.710E-01,0.980,0.839,4.750E-01,proteina-23eb1a1b4232d6f1bc26,0.471,train
proteina-ab308713e80ee34b30c7,A0A2V7WCQ3,4.492E-01,4.426E-01,0.994,0.792,4.265E-01,proteina-ab308713e80ee34b30c7,0.4426,train
proteina-0e2e026dd1eb2200c293,A0A6J2Y2Y8,4.452E-01,4.751E-01,0.968,0.833,4.400E-01,proteina-0e2e026dd1eb2200c293,0.4452,train
proteina-f6e5cb8d66f15b4014c8,A0A2E9IJR0,7.564E-01,7.937E-01,0.952,0.952,7.622E-01,proteina-f6e5cb8d66f15b4014c8,0.7564,train
proteina-3530835a93463543842e,K1PSH4,4.170E-01,5.203E-01,0.902,0.919,4.601E-01,proteina-3530835a93463543842e,0.417,train
