entry_id,struct_cluster_id,is_anchor,seq_len,global_plddt,ptm,cluster_size,n_anchors,source,split,length_bin,size_bin
7293c07aaf00a3d8f70e5f13995bc828,000aaeb34f05579b903e2d3fc7bd3ae6,false,428,83.74093770980835,0.860892653465271,19,1,esmfold2,train,250-499,10-99
89186ee9295e952f1703eabf794dc7c8,000aaeb34f05579b903e2d3fc7bd3ae6,false,424,85.04778146743774,0.8767504692077637,19,1,esmfold2,train,250-499,10-99
8bae68250342850f55bd231df62c1732,000aaeb34f05579b903e2d3fc7bd3ae6,false,416,86.2054705619812,0.894567608833313,19,1,esmfold2,train,250-499,10-99
9375ee68b1fe43aa54acd298c342749c,000aaeb34f05579b903e2d3fc7bd3ae6,false,428,84.57449078559875,0.8875551819801331,19,1,esmfold2,train,250-499,10-99
9499586fe6b5b2278afa4b92c9a17408,000aaeb34f05579b903e2d3fc7bd3ae6,false,424,84.42535996437073,0.8907877206802368,19,1,esmfold2,train,250-499,10-99
9d18e46e3a211737329020d8fc7ca316,000aaeb34f05579b903e2d3fc7bd3ae6,false,426,84.38437581062317,0.8867610692977905,19,1,esmfold2,train,250-499,10-99
a52b40895587e0a79dd66177c44cf4ab,000aaeb34f05579b903e2d3fc7bd3ae6,false,427,85.17217636108398,0.8732157349586487,19,1,esmfold2,train,250-499,10-99
a9ce11623660dbafdeba8b598a03e94f,000aaeb34f05579b903e2d3fc7bd3ae6,false,428,84.33181643486023,0.8914802074432373,19,1,esmfold2,train,250-499,10-99
ac7a3fce9f5660c685e335710955d243,000aaeb34f05579b903e2d3fc7bd3ae6,false,428,84.43218469619751,0.8870705366134644,19,1,esmfold2,train,250-499,10-99
b0622ff721fe8f8303dd89e243dbb9e5,000aaeb34f05579b903e2d3fc7bd3ae6,false,428,85.05773544311523,0.8678677082061768,19,1,esmfold2,train,250-499,10-99
d2682115933b6bf7c7e62d88efe21fa6,000aaeb34f05579b903e2d3fc7bd3ae6,false,421,84.1053307056427,0.8701587319374084,19,1,esmfold2,train,250-499,10-99
f420df32fbb099d5bfdb0010fb999d40,000aaeb34f05579b903e2d3fc7bd3ae6,false,421,85.37567257881165,0.8875977396965027,19,1,esmfold2,train,250-499,10-99
f575c385cfb7d954a210aad2436def14,000aaeb34f05579b903e2d3fc7bd3ae6,false,432,83.36285948753357,0.8676896095275879,19,1,esmfold2,train,250-499,10-99
000af422dac585915f5002b1cad35a33,000af422dac585915f5002b1cad35a33,true,267,91.01331233978271,0.9170854687690735,10,1,esmfold2,train,250-499,10-99
03380d6bd4c7230cd5e42cbdcbeee080,000af422dac585915f5002b1cad35a33,false,260,92.00491309165955,0.9319987297058105,10,1,esmfold2,train,250-499,10-99
2acb92515f1d87beeaf6568b4d168899,000af422dac585915f5002b1cad35a33,false,258,93.41522455215454,0.9336918592453003,10,1,esmfold2,train,250-499,10-99
37cd5439407104bc4267e8fd6e005552,000af422dac585915f5002b1cad35a33,false,264,93.37611198425293,0.9256269335746765,10,1,esmfold2,train,250-499,10-99
3d7cf5132bfa76135c37c3ef3b2884b3,000af422dac585915f5002b1cad35a33,false,262,93.86066794395447,0.9334282279014587,10,1,esmfold2,train,250-499,10-99
559237c07ef30798737a0454100472ca,000af422dac585915f5002b1cad35a33,false,184,90.2237594127655,0.8934015035629272,10,1,esmfold2,train,250-499,10-99
727d2a40b1cdd2f52096cfaedb2d8d9d,000af422dac585915f5002b1cad35a33,false,263,92.92888045310974,0.9253149032592773,10,1,esmfold2,train,250-499,10-99
8fa5dd2d8cdc4552d29c8e4c7d0d6f08,000af422dac585915f5002b1cad35a33,false,259,93.7569260597229,0.9360893368721008,10,1,esmfold2,train,250-499,10-99
d46b6b77750402f65a6f48671a0214b3,000af422dac585915f5002b1cad35a33,false,262,93.9543068408966,0.9350312352180481,10,1,esmfold2,train,250-499,10-99
f3b4e525fd479d4fcd22e593f7097662,000af422dac585915f5002b1cad35a33,false,257,92.9173469543457,0.9292490482330322,10,1,esmfold2,train,250-499,10-99
000d7644a0b88ea39359a36ed6291750,000d7644a0b88ea39359a36ed6291750,true,157,82.4004054069519,0.7364441752433777,4,1,esmfold2,train,60-249,2-9
57dba66d1c24fe823a247e96b3599bcc,000d7644a0b88ea39359a36ed6291750,false,156,81.48424625396729,0.7780132293701172,4,1,esmfold2,train,60-249,2-9
7e26720e55fc2fa43f820017a31256de,000d7644a0b88ea39359a36ed6291750,false,153,83.36677551269531,0.8002960085868835,4,1,esmfold2,train,60-249,2-9
8aa0643b2179bdc6464191b149d0b8ae,000d7644a0b88ea39359a36ed6291750,false,156,82.73403644561768,0.7831172347068787,4,1,esmfold2,train,60-249,2-9
000d896269fd08896da36b0b92c0dbab,000d896269fd08896da36b0b92c0dbab,true,917,88.1016731262207,0.6724757552146912,104,1,esmfold2,train,500-1000,100+
00de5ed944bd2051844fb8654cd21ed3,000d896269fd08896da36b0b92c0dbab,false,314,89.73892331123352,0.9147311449050903,104,1,esmfold2,train,500-1000,100+
08a99547d8066e8044aa5d5117323ad3,000d896269fd08896da36b0b92c0dbab,false,203,84.11704301834106,0.7766270041465759,104,1,esmfold2,train,500-1000,100+
0aa5339f2a3a75992a7fafbfb55600ae,000d896269fd08896da36b0b92c0dbab,false,301,90.5626654624939,0.9238149523735046,104,1,esmfold2,train,500-1000,100+
0cd4e1c60588d33a61347ef1ecbdcc51,000d896269fd08896da36b0b92c0dbab,false,307,89.8957908153534,0.9105809926986694,104,1,esmfold2,train,500-1000,100+
10cb4b52c5207585259ee67947e1dc9a,000d896269fd08896da36b0b92c0dbab,false,175,85.44820547103882,0.802065372467041,104,1,esmfold2,train,500-1000,100+
1bcb3879c1dc6a74fbf9683be43191bb,000d896269fd08896da36b0b92c0dbab,false,325,88.18345069885254,0.9089521765708923,104,1,esmfold2,train,500-1000,100+
2793e27930877aa880fc4609a0ac00a7,000d896269fd08896da36b0b92c0dbab,false,316,88.82482051849365,0.9069576859474182,104,1,esmfold2,train,500-1000,100+
404835eef110e385de687ee6045d93b8,000d896269fd08896da36b0b92c0dbab,false,195,87.86733746528625,0.848988950252533,104,1,esmfold2,train,500-1000,100+
43bbf6b7c3a7a24ebe3ce9142eed577c,000d896269fd08896da36b0b92c0dbab,false,315,90.22240042686462,0.915476381778717,104,1,esmfold2,train,500-1000,100+
551d0c527fddac68ad11bf8a66c6d0cc,000d896269fd08896da36b0b92c0dbab,false,304,91.21212959289551,0.9212367534637451,104,1,esmfold2,train,500-1000,100+
5900d99ce081ec389321f7b0dc07a9ab,000d896269fd08896da36b0b92c0dbab,false,316,89.01174068450928,0.911645233631134,104,1,esmfold2,train,500-1000,100+
5915edcd2664b9c6d8c9a5a653eb7058,000d896269fd08896da36b0b92c0dbab,false,278,83.94262194633484,0.6817420721054077,104,1,esmfold2,train,500-1000,100+
59a92bf1c50f9cc731d27d1bd6a7b036,000d896269fd08896da36b0b92c0dbab,false,307,89.57700729370117,0.9007809162139893,104,1,esmfold2,train,500-1000,100+
5d41b31c98ec54697a253254928796b5,000d896269fd08896da36b0b92c0dbab,false,319,88.91579508781433,0.9140006303787231,104,1,esmfold2,train,500-1000,100+
5e399328e9310c5fe036e2fa405e4deb,000d896269fd08896da36b0b92c0dbab,false,172,84.6276581287384,0.8259053826332092,104,1,esmfold2,train,500-1000,100+
838c3408b0730080df67d08b1ce77560,000d896269fd08896da36b0b92c0dbab,false,149,81.93284869194031,0.7695406675338745,104,1,esmfold2,train,500-1000,100+
87b5bfda3a9a50038f5479f685f1b08b,000d896269fd08896da36b0b92c0dbab,false,132,87.99028396606445,0.8080270290374756,104,1,esmfold2,train,500-1000,100+
91eed8eeb44312bd192508d44872d0a0,000d896269fd08896da36b0b92c0dbab,false,302,88.44860196113586,0.9064080715179443,104,1,esmfold2,train,500-1000,100+
92b9b0b3e16301fba7ac8164184573e7,000d896269fd08896da36b0b92c0dbab,false,611,89.59931135177612,0.8237717151641846,104,1,esmfold2,train,500-1000,100+
9ba83f63e032f784a4f03a93fb50dfe9,000d896269fd08896da36b0b92c0dbab,false,613,90.20512104034424,0.8456833362579346,104,1,esmfold2,train,500-1000,100+
a540a42f85b0f4921a6f5fb70aa75a70,000d896269fd08896da36b0b92c0dbab,false,141,82.3436975479126,0.7793481945991516,104,1,esmfold2,train,500-1000,100+
b4e5dab584dacd557a218bbeb33eee07,000d896269fd08896da36b0b92c0dbab,false,315,90.6276524066925,0.9186483025550842,104,1,esmfold2,train,500-1000,100+
bc9aa95f05f01cc39fbaeaa2240f3ea2,000d896269fd08896da36b0b92c0dbab,false,315,90.56782126426697,0.9126197695732117,104,1,esmfold2,train,500-1000,100+
bd81e48fb09459b1706fb3f98f70b37d,000d896269fd08896da36b0b92c0dbab,false,319,88.41122388839722,0.909207820892334,104,1,esmfold2,train,500-1000,100+
be1445fdf5fd13eeffbfb042e1688d1c,000d896269fd08896da36b0b92c0dbab,false,322,90.71706533432007,0.920616090297699,104,1,esmfold2,train,500-1000,100+
d24e2089885b60f1753d52ac2ab94937,000d896269fd08896da36b0b92c0dbab,false,315,90.80111980438232,0.920944094657898,104,1,esmfold2,train,500-1000,100+
dc22e1555d5a9001df64bb1937e4c364,000d896269fd08896da36b0b92c0dbab,false,296,89.19670581817627,0.9191484451293945,104,1,esmfold2,train,500-1000,100+
e77758d77696f1f7d89138f9fac9dbcb,000d896269fd08896da36b0b92c0dbab,false,321,87.26032972335815,0.8979901075363159,104,1,esmfold2,train,500-1000,100+
f0ae22864ea42c513ec981b2dfc6fb5a,000d896269fd08896da36b0b92c0dbab,false,187,82.44242668151855,0.7850274443626404,104,1,esmfold2,train,500-1000,100+
f6cbc9945884ed0c92c03756483e5808,000d896269fd08896da36b0b92c0dbab,false,209,88.39412331581116,0.8704090714454651,104,1,esmfold2,train,500-1000,100+
000df10e64cc358e098e105e2a975fc4,000df10e64cc358e098e105e2a975fc4,true,864,81.07883334159851,0.5864077210426331,13,1,esmfold2,train,500-1000,10-99
4b69fd232a3f2923e5cbe421eede4944,000df10e64cc358e098e105e2a975fc4,false,240,83.13381671905518,0.626285970211029,13,1,esmfold2,train,500-1000,10-99
4b7dce9fd393955ad8f44d51411c795d,000df10e64cc358e098e105e2a975fc4,false,343,82.99529552459717,0.5243402719497681,13,1,esmfold2,train,500-1000,10-99
72fae00d6fd9c61d6f36e78c6162c382,000df10e64cc358e098e105e2a975fc4,false,193,83.17154049873352,0.5475809574127197,13,1,esmfold2,train,500-1000,10-99
895d348d4701a45845a594456bea1a42,000df10e64cc358e098e105e2a975fc4,false,198,84.72588062286377,0.5715374946594238,13,1,esmfold2,train,500-1000,10-99
8aef1b7b93d320a6ab93ceacf16b7b7d,000df10e64cc358e098e105e2a975fc4,false,181,82.96355605125427,0.825477659702301,13,1,esmfold2,train,500-1000,10-99
9216698488b3f63aecb7c677ff0363e4,000df10e64cc358e098e105e2a975fc4,false,174,83.86867046356201,0.5104601979255676,13,1,esmfold2,train,500-1000,10-99
a844386294691c7b366b0a0e0bee43bb,000df10e64cc358e098e105e2a975fc4,false,151,87.51137852668762,0.89118492603302,13,1,esmfold2,train,500-1000,10-99
e35668738c6250684131ca9f35fd99a5,000df10e64cc358e098e105e2a975fc4,false,234,80.19432425498962,0.6808309555053711,13,1,esmfold2,train,500-1000,10-99
000e4e68683595698cffa1f005c4fb4b,000e4e68683595698cffa1f005c4fb4b,true,424,80.62096238136292,0.7963013648986816,232,1,esmfold2,train,250-499,100+
1cf62470b17ff21816bb9bf310a4f33f,000e4e68683595698cffa1f005c4fb4b,false,357,88.56580853462219,0.8825516104698181,232,1,esmfold2,train,250-499,100+
23d876cfeabd4aa5f046b8481b513114,000e4e68683595698cffa1f005c4fb4b,false,388,84.13994908332825,0.8401481509208679,232,1,esmfold2,train,250-499,100+
3d3c5a5db256f403e086eca97ded350e,000e4e68683595698cffa1f005c4fb4b,false,362,89.54676985740662,0.894356906414032,232,1,esmfold2,train,250-499,100+
413de3b49ddd93e21acf4b0522392224,000e4e68683595698cffa1f005c4fb4b,false,390,84.59761142730713,0.8392940163612366,232,1,esmfold2,train,250-499,100+
474af44a18ae4f5e08f32c0b1df96698,000e4e68683595698cffa1f005c4fb4b,false,360,89.14773464202881,0.8950293660163879,232,1,esmfold2,train,250-499,100+
4b386fbd971025d310f4506a4655e072,000e4e68683595698cffa1f005c4fb4b,false,356,90.43622612953186,0.8941065073013306,232,1,esmfold2,train,250-499,100+
4d2e16598be15548a79654914688a82d,000e4e68683595698cffa1f005c4fb4b,false,362,89.37447667121887,0.8988074064254761,232,1,esmfold2,train,250-499,100+
5738e571f1d7ab43006f628ef4b06308,000e4e68683595698cffa1f005c4fb4b,false,358,89.89019393920898,0.8876351118087769,232,1,esmfold2,train,250-499,100+
59a43bc79304d0ce3be66fe99496792f,000e4e68683595698cffa1f005c4fb4b,false,361,90.27038812637329,0.8854987025260925,232,1,esmfold2,train,250-499,100+
5c7a2171b30d24b2a0722a40cb591a6a,000e4e68683595698cffa1f005c4fb4b,false,359,89.48180675506592,0.8931801319122314,232,1,esmfold2,train,250-499,100+
5df5b378b655c1a0c029605885509311,000e4e68683595698cffa1f005c4fb4b,false,358,89.69102501869202,0.8905602097511292,232,1,esmfold2,train,250-499,100+
77ca76a6a335ec68b5a0ca1f98337917,000e4e68683595698cffa1f005c4fb4b,false,240,89.4030511379242,0.8867376446723938,232,1,esmfold2,train,250-499,100+
799017b27ba213f1408854fcfab1e0b3,000e4e68683595698cffa1f005c4fb4b,false,357,91.10568761825562,0.8952492475509644,232,1,esmfold2,train,250-499,100+
923f5d29705fb5b69dacd47e95d7c3f9,000e4e68683595698cffa1f005c4fb4b,false,374,86.9404673576355,0.8803777694702148,232,1,esmfold2,train,250-499,100+
9446c88897d91e8e425722c64cdcb2e9,000e4e68683595698cffa1f005c4fb4b,false,365,88.97247910499573,0.8819353580474854,232,1,esmfold2,train,250-499,100+
98431bc0079cf72c1b730dcb0db1fe25,000e4e68683595698cffa1f005c4fb4b,false,355,88.31889629364014,0.8777974843978882,232,1,esmfold2,train,250-499,100+
984ffc50f58a1242c36fafcad809d49f,000e4e68683595698cffa1f005c4fb4b,false,361,89.25744295120239,0.8817195892333984,232,1,esmfold2,train,250-499,100+
a21f7dd70d305326aaba492ee3ec4d9a,000e4e68683595698cffa1f005c4fb4b,false,371,86.69752478599548,0.8563126921653748,232,1,esmfold2,train,250-499,100+
aaaea8e664972d494bcf84f562241788,000e4e68683595698cffa1f005c4fb4b,false,362,89.45283889770508,0.8853285908699036,232,1,esmfold2,train,250-499,100+
adddda37e696f4f7db3289f25c137964,000e4e68683595698cffa1f005c4fb4b,false,362,89.58805799484253,0.8951554298400879,232,1,esmfold2,train,250-499,100+
b0c9b9c33096f860fc05a0433c59e2d0,000e4e68683595698cffa1f005c4fb4b,false,360,90.20958542823792,0.8917626142501831,232,1,esmfold2,train,250-499,100+
b28cb4a61bcbd22176ddcf33cbcce8c3,000e4e68683595698cffa1f005c4fb4b,false,364,88.79151344299316,0.8821444511413574,232,1,esmfold2,train,250-499,100+
b6892ee8ff340e7260ccbea288fc56af,000e4e68683595698cffa1f005c4fb4b,false,360,89.01150226593018,0.8875646591186523,232,1,esmfold2,train,250-499,100+
b9f137bf1ea6c8213c5c756cad0bc2f9,000e4e68683595698cffa1f005c4fb4b,false,364,88.08845281600952,0.878187894821167,232,1,esmfold2,train,250-499,100+
bd853077abc90fff2054daa1d58210b6,000e4e68683595698cffa1f005c4fb4b,false,357,89.84727263450623,0.8963134288787842,232,1,esmfold2,train,250-499,100+
be7c7c1bee6aaa74fd52b72288c3f67c,000e4e68683595698cffa1f005c4fb4b,false,363,89.31704759597778,0.8781031966209412,232,1,esmfold2,train,250-499,100+
c9abf5486ad273cd08bb8aa4b305b760,000e4e68683595698cffa1f005c4fb4b,false,389,85.32756567001343,0.8544028401374817,232,1,esmfold2,train,250-499,100+
daf8d369673eedf0f7137314a5cb7d9d,000e4e68683595698cffa1f005c4fb4b,false,366,88.25928568840027,0.8760971426963806,232,1,esmfold2,train,250-499,100+
dd3978ba6cf20aab01c980b80d75440c,000e4e68683595698cffa1f005c4fb4b,false,360,89.79265689849854,0.8892529010772705,232,1,esmfold2,train,250-499,100+
e26b38083c75f02b46f376ef06d987d5,000e4e68683595698cffa1f005c4fb4b,false,195,84.7855806350708,0.7167121767997742,232,1,esmfold2,train,250-499,100+
fc98e0608f6442d16cc666a2c4bd7ce7,000e4e68683595698cffa1f005c4fb4b,false,369,88.00345659255981,0.8828480839729309,232,1,esmfold2,train,250-499,100+
000e9df6dbbf176492231b678a61b341,000e9df6dbbf176492231b678a61b341,true,863,80.25952577590942,0.6063161492347717,3,1,esmfold2,train,500-1000,2-9
849072938996c1488140ee50ee6436cb,000e9df6dbbf176492231b678a61b341,false,693,82.34531879425049,0.649672269821167,3,1,esmfold2,train,500-1000,2-9
f9500ba2efcc971fa67db29d12200fe8,000e9df6dbbf176492231b678a61b341,false,481,84.55196022987366,0.7221032381057739,3,1,esmfold2,train,500-1000,2-9
000f13c6f58d74843f6a30754f1cfff8,000f13c6f58d74843f6a30754f1cfff8,true,371,82.82323479652405,0.6232831478118896,145,1,esmfold2,train,250-499,100+
0457f21707226824e363c085fbe17520,000f13c6f58d74843f6a30754f1cfff8,false,169,88.77605199813843,0.9178785681724548,145,1,esmfold2,train,250-499,100+
0cf894ae0502fa5e5e8b48153bc7e000,000f13c6f58d74843f6a30754f1cfff8,false,240,87.7390444278717,0.9014376997947693,145,1,esmfold2,train,250-499,100+
10348f05a0ea86005b2a9324fe12e29d,000f13c6f58d74843f6a30754f1cfff8,false,169,88.52272629737854,0.9069496393203735,145,1,esmfold2,train,250-499,100+
1df79791bf59e48e82d6c2c047046629,000f13c6f58d74843f6a30754f1cfff8,false,238,88.98433446884155,0.9075666666030884,145,1,esmfold2,train,250-499,100+
224c49526885ae12f7d950873c48d455,000f13c6f58d74843f6a30754f1cfff8,false,176,87.24698424339294,0.9074196219444275,145,1,esmfold2,train,250-499,100+
227de45b98c5b2f3e09e96aaac558080,000f13c6f58d74843f6a30754f1cfff8,false,168,86.97696924209595,0.8953139781951904,145,1,esmfold2,train,250-499,100+
22a672474b78637af80d7dbc3e89cf11,000f13c6f58d74843f6a30754f1cfff8,false,238,88.6103630065918,0.9098666310310364,145,1,esmfold2,train,250-499,100+
2d93b541754c56e57dcd860734e1cc7e,000f13c6f58d74843f6a30754f1cfff8,false,176,88.47507238388062,0.9065597057342529,145,1,esmfold2,train,250-499,100+
3c51e58e42101cddafab03ea1ad20196,000f13c6f58d74843f6a30754f1cfff8,false,237,89.43109512329102,0.9095481634140015,145,1,esmfold2,train,250-499,100+
3fefcdb9375ae6dde945eb2b4e17273e,000f13c6f58d74843f6a30754f1cfff8,false,172,92.40548610687256,0.9390743970870972,145,1,esmfold2,train,250-499,100+
40112ea3c0892c77abe232ee77384390,000f13c6f58d74843f6a30754f1cfff8,false,173,91.37770533561707,0.9339970350265503,145,1,esmfold2,train,250-499,100+
5bd17ac64d8e56627ea1e359c92982d4,000f13c6f58d74843f6a30754f1cfff8,false,232,88.47365975379944,0.904579758644104,145,1,esmfold2,train,250-499,100+
68ae71ccba1e209a8e860bebccd77421,000f13c6f58d74843f6a30754f1cfff8,false,238,89.8165762424469,0.9104098677635193,145,1,esmfold2,train,250-499,100+
6e568ff24bf7b79cb1ad47b95e9e5416,000f13c6f58d74843f6a30754f1cfff8,false,238,89.72558975219727,0.9136953949928284,145,1,esmfold2,train,250-499,100+
7985725faca3fd51129db43d2912ab20,000f13c6f58d74843f6a30754f1cfff8,false,252,85.70704460144043,0.8647482395172119,145,1,esmfold2,train,250-499,100+
7d57e1f157328be564c245cd94d8f23e,000f13c6f58d74843f6a30754f1cfff8,false,176,86.09492778778076,0.8931898474693298,145,1,esmfold2,train,250-499,100+
884186fed28d606157d52f90e43f1b60,000f13c6f58d74843f6a30754f1cfff8,false,176,86.91837191581726,0.8999942541122437,145,1,esmfold2,train,250-499,100+
96be1422c6356bf8e2ffded5e55cfcc4,000f13c6f58d74843f6a30754f1cfff8,false,238,88.55843544006348,0.9040796756744385,145,1,esmfold2,train,250-499,100+
988e09855461ac3ce54827b3fcf8357b,000f13c6f58d74843f6a30754f1cfff8,false,238,89.45455551147461,0.9085436463356018,145,1,esmfold2,train,250-499,100+
a405596b477578838e567ebe0553cd04,000f13c6f58d74843f6a30754f1cfff8,false,175,88.25289607048035,0.9122544527053833,145,1,esmfold2,train,250-499,100+
a91a7c7de2dcb49c59cf972b72f2597a,000f13c6f58d74843f6a30754f1cfff8,false,173,93.03555488586426,0.9470126032829285,145,1,esmfold2,train,250-499,100+
ab1544d84b062d6d03a115a3e07f5715,000f13c6f58d74843f6a30754f1cfff8,false,237,88.7913703918457,0.9085416197776794,145,1,esmfold2,train,250-499,100+
b401f78fb45c8ca8cb9f3ee0f3bcfe4a,000f13c6f58d74843f6a30754f1cfff8,false,238,89.77712988853455,0.9100043773651123,145,1,esmfold2,train,250-499,100+
b864e811958b84359985f4a3c34036aa,000f13c6f58d74843f6a30754f1cfff8,false,175,86.21315360069275,0.8958257436752319,145,1,esmfold2,train,250-499,100+
b890e51d33d496cfa00f7a0a23e19721,000f13c6f58d74843f6a30754f1cfff8,false,238,87.66359090805054,0.8908008933067322,145,1,esmfold2,train,250-499,100+
b8e28f9152e8186b1889a48fffe3412f,000f13c6f58d74843f6a30754f1cfff8,false,169,88.35614323616028,0.9107275009155273,145,1,esmfold2,train,250-499,100+
bd44b957c1d1ec4747246c95771803d6,000f13c6f58d74843f6a30754f1cfff8,false,238,89.07460570335388,0.9088754653930664,145,1,esmfold2,train,250-499,100+
cdcffd18b1cd4f648561e6e3193c670e,000f13c6f58d74843f6a30754f1cfff8,false,175,85.92054843902588,0.8947650194168091,145,1,esmfold2,train,250-499,100+
d1c400d1a6e7281fa5267ef8e70f58e1,000f13c6f58d74843f6a30754f1cfff8,false,172,90.94606637954712,0.9312987923622131,145,1,esmfold2,train,250-499,100+
e1371a6a577c74350835f33380574494,000f13c6f58d74843f6a30754f1cfff8,false,245,87.09880113601685,0.8968949913978577,145,1,esmfold2,train,250-499,100+
fb7e8a26f43ffcb0d90a3c5f66fa6d48,000f13c6f58d74843f6a30754f1cfff8,false,171,88.0441963672638,0.9090670943260193,145,1,esmfold2,train,250-499,100+
fcf6aa9541c541c0aad06f231379f054,000f13c6f58d74843f6a30754f1cfff8,false,179,86.63560152053833,0.8972017765045166,145,1,esmfold2,train,250-499,100+
000f1f650724fed3c883ab48028f0414,000f1f650724fed3c883ab48028f0414,true,524,82.10340738296509,0.8612231612205505,2,1,esmfold2,train,500-1000,2-9
4574bca35826ffefc30caf4d9eac4cca,000f1f650724fed3c883ab48028f0414,false,520,81.32960200309753,0.8597123622894287,2,1,esmfold2,train,500-1000,2-9
000f98801f14d2a3bc2ec2f7ca82ec0d,000f98801f14d2a3bc2ec2f7ca82ec0d,true,255,85.0946843624115,0.8376280665397644,2,1,esmfold2,train,250-499,2-9
0010a3989ed043e308255f3d92267050,0010a3989ed043e308255f3d92267050,true,239,82.492595911026,0.8186205625534058,5,1,esmfold2,train,60-249,2-9
1710fc3b372239557a1988078744d4e1,0010a3989ed043e308255f3d92267050,false,187,86.25538945198059,0.8541117310523987,5,1,esmfold2,train,60-249,2-9
4b72eb8c35471800d948950aebdc8cbe,0010a3989ed043e308255f3d92267050,false,198,84.17583703994751,0.832127034664154,5,1,esmfold2,train,60-249,2-9
5eb34c8df28053fb3b1f540caffd417c,0010a3989ed043e308255f3d92267050,false,223,86.91341876983643,0.8563370704650879,5,1,esmfold2,train,60-249,2-9
b5a77d5c856dc82caeccee476f76ace2,0010a3989ed043e308255f3d92267050,false,229,84.06321406364441,0.8345783948898315,5,1,esmfold2,train,60-249,2-9
0010bc2d3b732cb8cf2ee958d9f1da56,0010bc2d3b732cb8cf2ee958d9f1da56,true,601,83.73922109603882,0.7533560395240784,330,1,esmfold2,train,500-1000,100+
02ba848b3d8690cc885d38486b829b6e,0010bc2d3b732cb8cf2ee958d9f1da56,false,418,89.92059230804443,0.8670296669006348,330,1,esmfold2,train,500-1000,100+
03ab464de348dffa4d674eaf8b0bcb4e,0010bc2d3b732cb8cf2ee958d9f1da56,false,416,89.9118721485138,0.8674938678741455,330,1,esmfold2,train,500-1000,100+
06daadb5060ab6309b4ebfef188bf74e,0010bc2d3b732cb8cf2ee958d9f1da56,false,430,88.81508111953735,0.849943995475769,330,1,esmfold2,train,500-1000,100+
0982b821dbcd80a029175dc7e3f3e336,0010bc2d3b732cb8cf2ee958d9f1da56,false,422,88.20693492889404,0.8296661972999573,330,1,esmfold2,train,500-1000,100+
12a540e5583c0b1f14a25a3907cd98cb,0010bc2d3b732cb8cf2ee958d9f1da56,false,574,87.22591996192932,0.8221866488456726,330,1,esmfold2,train,500-1000,100+
1679f762185aa9cddc8647e66b29471a,0010bc2d3b732cb8cf2ee958d9f1da56,false,414,89.1148567199707,0.8520519733428955,330,1,esmfold2,train,500-1000,100+
1af17abf9ce8c3bd578cabd30689b2be,0010bc2d3b732cb8cf2ee958d9f1da56,false,414,89.78582620620728,0.8731562495231628,330,1,esmfold2,train,500-1000,100+
334d687f428c10074fb5de1b7c9f5509,0010bc2d3b732cb8cf2ee958d9f1da56,false,421,90.1917040348053,0.8693756461143494,330,1,esmfold2,train,500-1000,100+
3a5b5714ba4e78f05fdf09a3bd193b76,0010bc2d3b732cb8cf2ee958d9f1da56,false,474,83.82062315940857,0.783653199672699,330,1,esmfold2,train,500-1000,100+
613e84d8fb45457d6a82f008660907e3,0010bc2d3b732cb8cf2ee958d9f1da56,false,408,89.88471627235413,0.868654727935791,330,1,esmfold2,train,500-1000,100+
73efbb92fe6a969f6cebcf2772109c45,0010bc2d3b732cb8cf2ee958d9f1da56,false,420,88.33038806915283,0.8569549322128296,330,1,esmfold2,train,500-1000,100+
838b4cd7be66b7effd77612fc17b7523,0010bc2d3b732cb8cf2ee958d9f1da56,false,418,89.69511985778809,0.8748894929885864,330,1,esmfold2,train,500-1000,100+
8510e63e51b4e94bc95033f291e07d35,0010bc2d3b732cb8cf2ee958d9f1da56,false,168,83.95931720733643,0.7812820672988892,330,1,esmfold2,train,500-1000,100+
92584bb4d597c104e264f4592bc542a3,0010bc2d3b732cb8cf2ee958d9f1da56,false,430,88.213449716568,0.8449353575706482,330,1,esmfold2,train,500-1000,100+
96fda42c5a3bc1be0281af8a8a29f7a7,0010bc2d3b732cb8cf2ee958d9f1da56,false,401,90.12734293937683,0.8638818860054016,330,1,esmfold2,train,500-1000,100+
9985826228162d9ce8388cbd85cd02b1,0010bc2d3b732cb8cf2ee958d9f1da56,false,423,89.47020769119263,0.8679096102714539,330,1,esmfold2,train,500-1000,100+
9dc85995f2d08c9a603e1127cb7cb740,0010bc2d3b732cb8cf2ee958d9f1da56,false,278,88.04789781570435,0.8532892465591431,330,1,esmfold2,train,500-1000,100+
a2ca915d7ec34a33de85a963a555d0ca,0010bc2d3b732cb8cf2ee958d9f1da56,false,416,89.4195556640625,0.8676764965057373,330,1,esmfold2,train,500-1000,100+
a79b323897d982e058d9779fbb8e4cd0,0010bc2d3b732cb8cf2ee958d9f1da56,false,427,88.25119137763977,0.8614823818206787,330,1,esmfold2,train,500-1000,100+
b0bb97339fcabe534c22d66407a8b68a,0010bc2d3b732cb8cf2ee958d9f1da56,false,411,88.97473216056824,0.8511727452278137,330,1,esmfold2,train,500-1000,100+
b80df678d746f5e024f9d1db34eaf961,0010bc2d3b732cb8cf2ee958d9f1da56,false,331,88.1324052810669,0.8245084285736084,330,1,esmfold2,train,500-1000,100+
bc4190c7436cf6b42758b83ab1d568e0,0010bc2d3b732cb8cf2ee958d9f1da56,false,421,88.56914639472961,0.8544555306434631,330,1,esmfold2,train,500-1000,100+
