query,target,qtmscore,ttmscore,qcov,tcov,evalue,stem,min_tm
proteina-c183e35d5668836e15c9,A0A150AMQ3,5.302E-01,5.114E-01,0.820,0.943,4.887E-01,proteina-c183e35d5668836e15c9,0.5114
proteina-fa64560802395add02cf,A0A1S3Y569,6.674E-01,7.113E-01,0.995,0.952,6.585E-01,proteina-fa64560802395add02cf,0.6674
proteina-3e78689ce74010b3f2cb,A0A815BWQ8,6.328E-01,6.356E-01,0.995,0.879,6.074E-01,proteina-3e78689ce74010b3f2cb,0.6328
proteina-85aa42a571652fa98eb5,A0A1D2XEG9,5.187E-01,5.070E-01,0.855,0.937,4.728E-01,proteina-85aa42a571652fa98eb5,0.507
proteina-ad56aa19cf324a1cd372,A0A0N1G333,6.148E-01,5.796E-01,0.915,0.995,5.700E-01,proteina-ad56aa19cf324a1cd372,0.5796
proteina-e1ec54c0ec8203db717c,A0A7C4Z2Q9,4.981E-01,5.211E-01,1.000,0.926,4.746E-01,proteina-e1ec54c0ec8203db717c,0.4981
proteina-26f78a52e80f839e5b05,A0A2M7AJC7,5.488E-01,6.161E-01,0.835,1.000,5.541E-01,proteina-26f78a52e80f839e5b05,0.5488
proteina-dc81b8069df7eeb678e4,A0A1W9I9B7,6.996E-01,7.090E-01,0.875,0.944,6.725E-01,proteina-dc81b8069df7eeb678e4,0.6996
proteina-189cc231710d895a95d7,A0A5N8WV31,6.570E-01,7.785E-01,0.975,0.970,6.953E-01,proteina-189cc231710d895a95d7,0.657
proteina-5af8e84ffd7f29f28cc7,A0A7M7MYZ6,5.372E-01,5.310E-01,0.955,0.813,4.978E-01,proteina-5af8e84ffd7f29f28cc7,0.531
proteina-acb55bfd549696ced70d,A0A847IRE0,4.079E-01,5.676E-01,0.965,0.931,4.474E-01,proteina-acb55bfd549696ced70d,0.4079
proteina-e42453612d6e9a041b92,A0A825KIX2,7.886E-01,8.190E-01,0.960,1.000,7.819E-01,proteina-e42453612d6e9a041b92,0.7886
proteina-2fdccf65fda1dd4d346b,A0A2G9MJU5,4.701E-01,4.556E-01,0.775,0.861,4.322E-01,proteina-2fdccf65fda1dd4d346b,0.4556
proteina-5f8fc8017ef1ed07b5bb,C6X5B3,4.119E-01,4.530E-01,0.880,0.747,4.042E-01,proteina-5f8fc8017ef1ed07b5bb,0.4119
proteina-aaaf59a6b16614b0c9fc,A0A6C0GHF7,6.204E-01,6.869E-01,1.000,0.793,6.336E-01,proteina-aaaf59a6b16614b0c9fc,0.6204
proteina-e030b29b59eb19f8d533,A0A849DM38,6.468E-01,6.550E-01,0.985,0.985,6.142E-01,proteina-e030b29b59eb19f8d533,0.6468
proteina-2526988ee29b70047d8d,A0A849ZFS3,5.468E-01,5.127E-01,0.900,0.972,4.930E-01,proteina-2526988ee29b70047d8d,0.5127
proteina-46adc4648348fe8a2417,A0A1G5BS85,6.970E-01,7.498E-01,0.845,0.951,6.903E-01,proteina-46adc4648348fe8a2417,0.697
proteina-7913933725756cb8e9b7,A0A1F5UZM2,7.901E-01,7.685E-01,0.925,0.854,7.613E-01,proteina-7913933725756cb8e9b7,0.7685
proteina-c538e663198d74c2ad09,A0A426ZWW3,6.891E-01,7.474E-01,0.915,0.923,6.979E-01,proteina-c538e663198d74c2ad09,0.6891
proteina-041b006925c27cf22038,A0A7K0RG18,8.563E-01,9.541E-01,0.940,1.000,8.967E-01,proteina-041b006925c27cf22038,0.8563
proteina-3ae5149d364d0b33ef43,A0A168JSD9,6.186E-01,5.888E-01,0.850,0.896,5.705E-01,proteina-3ae5149d364d0b33ef43,0.5888
proteina-7dac243ef9cd55d00e9d,A0A826HYQ2,6.027E-01,5.271E-01,0.995,0.872,5.328E-01,proteina-7dac243ef9cd55d00e9d,0.5271
proteina-ae68ecef2eed9197093d,A0A7Y5NYC0,3.688E-01,4.202E-01,0.925,0.964,3.661E-01,proteina-ae68ecef2eed9197093d,0.3688
proteina-d307f2696a02fc2413d6,R6E5R3,5.153E-01,5.175E-01,0.760,0.769,4.941E-01,proteina-d307f2696a02fc2413d6,0.5153
proteina-1122644a113756c99142,C8WSS1,3.868E-01,4.057E-01,0.870,0.963,3.695E-01,proteina-1122644a113756c99142,0.3868
proteina-50b8c1239ff7eb008a22,A0A2I0J9U4,6.220E-01,6.736E-01,0.810,0.995,6.126E-01,proteina-50b8c1239ff7eb008a22,0.622
proteina-f8cc68a9ff742f5e7ccb,A0A523YHS8,3.941E-01,4.006E-01,1.000,0.765,3.736E-01,proteina-f8cc68a9ff742f5e7ccb,0.3941
proteina-3dc88c36406c5fc125ff,A3JX04,4.880E-01,4.744E-01,0.815,0.932,4.524E-01,proteina-3dc88c36406c5fc125ff,0.4744
proteina-823075bfa3a8d43a0535,A0A1V4R184,7.512E-01,7.255E-01,1.000,0.942,7.085E-01,proteina-823075bfa3a8d43a0535,0.7255
proteina-b1ffaff568d66123c1a0,A0A2G6GD74,4.315E-01,4.561E-01,1.000,0.914,4.096E-01,proteina-b1ffaff568d66123c1a0,0.4315
proteina-f4a2e7131f27bc6c9c51,A0A4R1Q077,6.444E-01,6.284E-01,1.000,0.917,6.027E-01,proteina-f4a2e7131f27bc6c9c51,0.6284
proteina-2ac5fc6f1805200e8eb9,A0A3C0YUF0,4.097E-01,4.097E-01,0.935,0.950,3.777E-01,proteina-2ac5fc6f1805200e8eb9,0.4097
proteina-57f3b9c8941ebca83a4b,A0A1F9XDI6,5.961E-01,6.211E-01,0.965,0.905,5.669E-01,proteina-57f3b9c8941ebca83a4b,0.5961
proteina-84bf1bfbf571ed9ecb94,A0A6U2N7S2,5.580E-01,6.452E-01,0.850,0.888,5.784E-01,proteina-84bf1bfbf571ed9ecb94,0.558
proteina-d3f07dea811f4d53b36b,A0A7D9I343,4.035E-01,4.558E-01,0.790,0.919,3.998E-01,proteina-d3f07dea811f4d53b36b,0.4035
proteina-06328b044a8b92245cf1,A0A4P6F121,4.368E-01,4.677E-01,0.620,0.815,4.226E-01,proteina-06328b044a8b92245cf1,0.4368
proteina-6e28593060f581780cab,A0A7V5SCX8,5.094E-01,5.339E-01,0.890,0.920,4.836E-01,proteina-6e28593060f581780cab,0.5094
proteina-9341aec71a5de958048d,A0A4R1Q077,6.910E-01,6.733E-01,0.915,0.951,6.521E-01,proteina-9341aec71a5de958048d,0.6733
proteina-ddc0dd690fc55175e8e1,A0A1S3NA27,5.360E-01,5.457E-01,0.960,0.918,5.196E-01,proteina-ddc0dd690fc55175e8e1,0.536
proteina-32fb39e29cd124439c64,A0A2A2SB54,5.013E-01,6.253E-01,0.975,0.929,5.302E-01,proteina-32fb39e29cd124439c64,0.5013
proteina-607b034404af7f5156e6,A0A448X935,4.286E-01,5.021E-01,0.765,0.890,4.309E-01,proteina-607b034404af7f5156e6,0.4286
proteina-96eabe85c9d8378124ce,A0A6G0X1Y7,7.325E-01,7.904E-01,0.980,0.951,7.368E-01,proteina-96eabe85c9d8378124ce,0.7325
proteina-d3beac20f8919e13bc07,A0A5E4QIB9,5.353E-01,5.590E-01,0.985,0.895,5.168E-01,proteina-d3beac20f8919e13bc07,0.5353
proteina-23add10539eb77c656e6,A0A538HKC7,6.607E-01,6.701E-01,0.840,0.873,6.494E-01,proteina-23add10539eb77c656e6,0.6607
proteina-624d765baa5c50fa85aa,A0A661I9S3,4.905E-01,6.172E-01,0.860,0.779,5.290E-01,proteina-624d765baa5c50fa85aa,0.4905
proteina-9f3ed0539fade3458d5f,A0A7V8QHY5,8.704E-01,9.387E-01,0.970,0.984,8.944E-01,proteina-9f3ed0539fade3458d5f,0.8704
proteina-618c267be8d3547448c8,Q3RGW8,8.376E-01,8.497E-01,0.990,0.985,8.285E-01,proteina-618c267be8d3547448c8,0.8376
proteina-95aacf0d7f2a2890bd82,A0A1B6Z8Z0,5.277E-01,5.854E-01,0.805,0.994,5.201E-01,proteina-95aacf0d7f2a2890bd82,0.5277
proteina-e8a9421147aaf693686f,Q1KS95,6.761E-01,6.519E-01,0.955,0.928,6.236E-01,proteina-e8a9421147aaf693686f,0.6519
proteina-2ea10da1ba09753bdb78,A0A7T0KGH4,4.846E-01,4.806E-01,0.810,0.738,4.566E-01,proteina-2ea10da1ba09753bdb78,0.4806
proteina-89f8b6451c4fe2c221dd,A0A1I3IVV1,4.246E-01,5.952E-01,0.780,0.955,4.760E-01,proteina-89f8b6451c4fe2c221dd,0.4246
proteina-b9aadf91707eb79d4a51,A0A7S9GFT1,6.955E-01,7.015E-01,0.935,0.894,6.699E-01,proteina-b9aadf91707eb79d4a51,0.6955
proteina-0f821905a8d8165f7dbb,A0A0N4VDP5,4.424E-01,4.442E-01,0.820,0.854,4.132E-01,proteina-0f821905a8d8165f7dbb,0.4424
proteina-4acf531ffae3a381863e,Q46EV2,5.803E-01,5.587E-01,1.000,0.742,5.421E-01,proteina-4acf531ffae3a381863e,0.5587
proteina-873f0fc7014e74a71c61,A0A524QBZ0,5.455E-01,5.655E-01,0.770,0.812,5.331E-01,proteina-873f0fc7014e74a71c61,0.5455
proteina-d3b5590f2a8203c84b0a,A0A7J0FJM7,7.990E-01,7.954E-01,1.000,0.990,7.676E-01,proteina-d3b5590f2a8203c84b0a,0.7954
proteina-27ae64c00ce829981954,A0A3S4VHT2,6.508E-01,6.651E-01,1.000,0.949,6.240E-01,proteina-27ae64c00ce829981954,0.6508
proteina-7728c7575d568cc5cec6,A0A7S0A319,6.671E-01,6.617E-01,0.995,0.941,6.346E-01,proteina-7728c7575d568cc5cec6,0.6617
proteina-c56ce7106006fe0731ff,A0A1N7RXZ0,5.410E-01,6.156E-01,0.915,0.959,5.491E-01,proteina-c56ce7106006fe0731ff,0.541
proteina-22f6af284762e7cf43aa,A0A7W7C453,5.888E-01,5.888E-01,1.000,0.745,5.649E-01,proteina-22f6af284762e7cf43aa,0.5888
proteina-5c6a8ce1359952f71033,A0A817ULV8,8.648E-01,9.032E-01,0.950,1.000,8.653E-01,proteina-5c6a8ce1359952f71033,0.8648
proteina-a91f2239512888c329d6,A0A3Q2P9M6,8.158E-01,8.615E-01,0.885,0.905,8.271E-01,proteina-a91f2239512888c329d6,0.8158
proteina-dc76334286d18ab978a4,A0A2M8NWK0,4.388E-01,4.553E-01,0.780,0.874,4.178E-01,proteina-dc76334286d18ab978a4,0.4388
proteina-17979e186f9368ace979,A0A3N4YW69,4.704E-01,5.071E-01,0.810,0.831,4.615E-01,proteina-17979e186f9368ace979,0.4704
proteina-8a8d443dd96f32584fe7,T0QFY0,6.849E-01,6.707E-01,0.995,0.893,6.416E-01,proteina-8a8d443dd96f32584fe7,0.6707
proteina-d684449d0f3df491028e,A0A4V2ZTP0,5.042E-01,4.727E-01,0.950,1.000,4.535E-01,proteina-d684449d0f3df491028e,0.4727
proteina-171ced4e2c0eacbea377,A0A0F3M4M0,7.967E-01,8.198E-01,0.920,0.907,7.911E-01,proteina-171ced4e2c0eacbea377,0.7967
proteina-6aea52b851c501b5a1ca,E1RIN5,5.712E-01,7.106E-01,0.955,0.961,6.072E-01,proteina-6aea52b851c501b5a1ca,0.5712
proteina-ab5747d7b225b1ee1e23,A0A1Y2MF04,5.401E-01,7.228E-01,0.980,0.979,6.091E-01,proteina-ab5747d7b225b1ee1e23,0.5401
proteina-e86d23649b78ee5a8de6,A0A812WSM8,6.928E-01,6.500E-01,0.870,0.884,6.434E-01,proteina-e86d23649b78ee5a8de6,0.65
proteina-3d2f7982b56581a5c858,A0A7C6NPP5,4.838E-01,4.695E-01,0.920,0.952,4.429E-01,proteina-3d2f7982b56581a5c858,0.4695
proteina-4f6787a127695aee4698,A0A1Y1WCB6,4.588E-01,4.649E-01,0.625,0.761,4.403E-01,proteina-4f6787a127695aee4698,0.4588
proteina-f25feb5a8c9bc90993f9,A0A1Y1S862,5.122E-01,5.370E-01,0.670,0.905,4.947E-01,proteina-f25feb5a8c9bc90993f9,0.5122
proteina-37ab2f7a4da9a3e47727,A0A850MHC1,4.922E-01,4.922E-01,0.990,0.935,4.687E-01,proteina-37ab2f7a4da9a3e47727,0.4922
proteina-76632d1f4aa42ce52873,A0A0S8EC87,4.808E-01,5.351E-01,1.000,0.839,4.660E-01,proteina-76632d1f4aa42ce52873,0.4808
proteina-9a37ff06f47dc4354f27,A0A2P2MT02,5.948E-01,6.519E-01,1.000,0.922,5.961E-01,proteina-9a37ff06f47dc4354f27,0.5948
proteina-e183dcd5745b433d8af8,A0A183JSA0,7.440E-01,8.007E-01,0.935,0.995,7.386E-01,proteina-e183dcd5745b433d8af8,0.744
proteina-3862902853221eb31cef,A0A1S8LJ34,3.863E-01,4.308E-01,0.620,0.869,3.827E-01,proteina-3862902853221eb31cef,0.3863
proteina-6755f51843716c41bdef,A0A7W1Q5P4,4.415E-01,5.715E-01,0.980,0.944,4.660E-01,proteina-6755f51843716c41bdef,0.4415
proteina-ae708fbb4265a45dc68c,A0A2U0WBV6,6.170E-01,6.636E-01,0.940,0.908,6.120E-01,proteina-ae708fbb4265a45dc68c,0.617
proteina-f4e569a649a5bf840249,A0A2W4LBZ0,7.724E-01,7.795E-01,0.955,0.899,7.522E-01,proteina-f4e569a649a5bf840249,0.7724
proteina-2936a64b424123fb499a,A0A2M6ZJM3,5.073E-01,7.225E-01,0.950,0.882,5.943E-01,proteina-2936a64b424123fb499a,0.5073
