case,worker,length,condition,generated,refolded,quality_pass,sequences_saved,complete
c006317-l416-2.x.x.x,187,416,2.x.x.x,288,288,115,288,1
c000233-l118-1.x.x.x,187,118,1.x.x.x,1120,1120,938,1120,1
c004666-l379-2.x.x.x,188,379,2.x.x.x,336,336,164,336,1
c001154-l240-3.x.x.x,188,240,3.x.x.x,768,768,450,768,1
c003404-l344-unconditional,188,344,unconditional,416,400,270,416,0
c004863-l384-2.x.x.x,189,384,2.x.x.x,160,160,79,160,1
c012518-l489-3.x.x.x,189,489,3.x.x.x,208,208,100,208,1
c004160-l366-unconditional,189,366,unconditional,368,368,247,368,1
c007549-l436-1.x.x.x,189,436,1.x.x.x,256,256,166,256,1
c009527-l461-unconditional,189,461,unconditional,224,224,122,224,1
c002922-l327-3.x.x.x,189,327,3.x.x.x,448,448,250,448,1
c006319-l416-2.x.x.x,189,416,2.x.x.x,288,288,115,288,1
c002621-l316-2.x.x.x,189,316,2.x.x.x,256,256,167,256,1
c008485-l448-3.x.x.x,189,448,3.x.x.x,240,240,117,240,1
c012283-l487-3.x.x.x,189,487,3.x.x.x,208,208,99,208,1
c013017-l493-3.x.x.x,189,493,3.x.x.x,208,208,93,208,1
c001607-l269-3.x.x.x,189,269,3.x.x.x,48,48,35,48,1
c006412-l418-1.x.x.x,189,418,1.x.x.x,288,288,198,288,1
c001155-l240-3.x.x.x,189,240,3.x.x.x,768,768,444,768,1
c003405-l344-unconditional,189,344,unconditional,224,0,0,0,0
c013018-l493-3.x.x.x,190,493,3.x.x.x,208,208,91,208,1
c007376-l433-3.x.x.x,190,433,3.x.x.x,256,256,128,256,1
c003406-l344-unconditional,190,344,unconditional,416,416,262,416,1
c004027-l362-2.x.x.x,190,362,2.x.x.x,368,368,203,368,1
c004161-l366-unconditional,190,366,unconditional,368,368,239,368,1
c004162-l366-unconditional,191,366,unconditional,368,368,223,368,1
c010885-l475-unconditional,191,475,unconditional,224,224,128,224,1
c006927-l426-3.x.x.x,191,426,3.x.x.x,272,272,123,272,1
c011954-l484-3.x.x.x,191,484,3.x.x.x,208,208,79,208,1
c013861-l500-2.x.x.x,191,500,2.x.x.x,192,192,54,192,1
c006321-l416-2.x.x.x,191,416,2.x.x.x,32,0,0,0,0
c013006-l493-3.x.x.x,192,493,3.x.x.x,208,208,96,208,1
c012508-l489-2.x.x.x,192,489,2.x.x.x,208,208,69,208,1
c004498-l375-1.x.x.x,192,375,1.x.x.x,352,352,235,352,1
c009490-l460-3.x.x.x,192,460,3.x.x.x,224,224,88,224,1
c000152-l98-unconditional,192,98,unconditional,1344,1344,1104,1344,1
c011498-l480-3.x.x.x,192,480,3.x.x.x,192,0,0,0,0
c003106-l334-unconditional,193,334,unconditional,272,272,186,272,1
c005103-l390-2.x.x.x,193,390,2.x.x.x,320,320,155,320,1
c003948-l360-1.x.x.x,193,360,1.x.x.x,368,368,272,368,1
c000056-l74-unconditional,193,74,unconditional,1152,1152,938,1152,1
c010591-l472-unconditional,193,472,unconditional,224,224,123,224,1
c003409-l344-unconditional,193,344,unconditional,416,416,284,416,1
c004842-l384-unconditional,194,384,unconditional,336,336,215,336,1
c006380-l417-3.x.x.x,194,417,3.x.x.x,240,0,0,0,0
c008264-l446-unconditional,196,446,unconditional,240,240,144,240,1
c001104-l237-unconditional,196,237,unconditional,784,784,548,784,1
c012485-l489-1.x.x.x,196,489,1.x.x.x,208,208,122,208,1
c003014-l331-unconditional,196,331,unconditional,448,448,303,448,1
c004297-l369-3.x.x.x,196,369,3.x.x.x,352,352,172,352,1
c005218-l393-1.x.x.x,196,393,1.x.x.x,16,0,0,0,0
c001410-l258-unconditional,198,258,unconditional,688,688,472,688,1
c004656-l379-1.x.x.x,198,379,1.x.x.x,336,16,10,32,0
c007396-l434-unconditional,199,434,unconditional,256,256,146,256,1
c005700-l404-1.x.x.x,199,404,1.x.x.x,304,304,214,304,1
c012317-l487-3.x.x.x,199,487,3.x.x.x,48,0,0,0,0
c011231-l478-1.x.x.x,200,478,1.x.x.x,208,208,114,208,1
c002042-l292-2.x.x.x,200,292,2.x.x.x,560,208,142,224,0
c002323-l304-3.x.x.x,201,304,3.x.x.x,528,528,305,528,1
c011343-l479-1.x.x.x,201,479,1.x.x.x,208,16,14,32,0
c010760-l473-3.x.x.x,202,473,3.x.x.x,224,224,111,224,1
c003420-l344-2.x.x.x,202,344,2.x.x.x,320,0,0,0,0
c000842-l213-unconditional,205,213,unconditional,960,960,710,960,1
c012716-l491-1.x.x.x,205,491,1.x.x.x,160,0,0,0,0
c007591-l436-3.x.x.x,208,436,3.x.x.x,256,256,116,256,1
c006839-l425-1.x.x.x,208,425,1.x.x.x,224,0,0,0,0
c005964-l409-3.x.x.x,210,409,3.x.x.x,288,288,130,288,1
c004363-l371-2.x.x.x,210,371,2.x.x.x,352,352,172,352,1
c010992-l476-unconditional,211,476,unconditional,224,224,119,224,1
c005226-l393-1.x.x.x,211,393,1.x.x.x,240,0,0,0,0
c011883-l484-1.x.x.x,212,484,1.x.x.x,208,208,135,208,1
c010989-l476-unconditional,212,476,unconditional,192,0,0,0,0
c012785-l491-3.x.x.x,213,491,3.x.x.x,208,208,84,208,1
c007820-l440-unconditional,213,440,unconditional,224,0,0,0,0
c007922-l441-1.x.x.x,214,441,1.x.x.x,256,256,163,256,1
c010988-l476-unconditional,214,476,unconditional,224,224,119,224,1
c012765-l491-3.x.x.x,214,491,3.x.x.x,208,208,95,208,1
c005651-l403-1.x.x.x,214,403,1.x.x.x,304,304,191,304,1
c003528-l347-3.x.x.x,214,347,3.x.x.x,400,400,203,400,1
c011383-l479-3.x.x.x,214,479,3.x.x.x,208,208,87,208,1
c010694-l473-unconditional,214,473,unconditional,144,144,82,144,1
c007908-l441-1.x.x.x,214,441,1.x.x.x,256,256,162,256,1
c007393-l434-unconditional,214,434,unconditional,256,256,153,256,1
c000067-l76-3.x.x.x,214,76,3.x.x.x,1088,1088,887,1088,1
c005827-l407-unconditional,214,407,unconditional,304,304,185,304,1
c005484-l399-1.x.x.x,214,399,1.x.x.x,304,304,205,304,1
c012314-l487-3.x.x.x,214,487,3.x.x.x,208,208,87,208,1
c011366-l479-2.x.x.x,214,479,2.x.x.x,208,208,59,208,1
c000634-l187-1.x.x.x,214,187,1.x.x.x,1184,1184,945,1184,1
c004337-l371-unconditional,214,371,unconditional,352,352,222,352,1
c004281-l369-1.x.x.x,214,369,1.x.x.x,352,176,123,192,0
c000742-l200-3.x.x.x,215,200,3.x.x.x,1088,1088,704,1088,1
c012738-l491-2.x.x.x,215,491,2.x.x.x,208,176,44,192,0
c009432-l460-unconditional,216,460,unconditional,224,224,126,224,1
c004843-l384-unconditional,216,384,unconditional,336,336,235,336,1
c007117-l429-3.x.x.x,216,429,3.x.x.x,16,0,0,0,0
c009904-l465-unconditional,217,465,unconditional,224,224,128,224,1
c002465-l310-2.x.x.x,217,310,2.x.x.x,512,512,340,512,1
c002924-l327-3.x.x.x,217,327,3.x.x.x,448,448,257,448,1
c012992-l493-3.x.x.x,217,493,3.x.x.x,208,208,92,208,1
c010987-l476-unconditional,217,476,unconditional,224,224,131,224,1
c006826-l425-1.x.x.x,217,425,1.x.x.x,272,272,172,272,1
c000247-l121-3.x.x.x,217,121,3.x.x.x,1376,1376,1013,1376,1
c007118-l429-3.x.x.x,217,429,3.x.x.x,272,272,140,272,1
c001043-l231-2.x.x.x,217,231,2.x.x.x,800,800,254,800,1
c004287-l369-2.x.x.x,217,369,2.x.x.x,352,352,198,352,1
c011422-l480-unconditional,217,480,unconditional,208,208,120,208,1
c000062-l75-2.x.x.x,217,75,2.x.x.x,960,960,750,960,1
c006736-l423-3.x.x.x,217,423,3.x.x.x,272,272,144,272,1
c013902-l500-3.x.x.x,217,500,3.x.x.x,192,192,81,192,1
c006166-l413-3.x.x.x,217,413,3.x.x.x,288,288,134,288,1
c004886-l385-1.x.x.x,217,385,1.x.x.x,336,336,224,336,1
c001938-l287-2.x.x.x,217,287,2.x.x.x,576,576,384,576,1
c004838-l384-unconditional,217,384,unconditional,240,0,0,0,0
c007382-l433-3.x.x.x,218,433,3.x.x.x,256,256,108,256,1
c001189-l243-1.x.x.x,218,243,1.x.x.x,768,768,557,768,1
c001378-l256-unconditional,218,256,unconditional,384,0,0,0,0
c006594-l421-1.x.x.x,219,421,1.x.x.x,272,272,188,272,1
c000603-l183-1.x.x.x,219,183,1.x.x.x,448,448,351,448,1
c001379-l256-unconditional,219,256,unconditional,688,656,453,672,0
c003944-l360-1.x.x.x,220,360,1.x.x.x,368,368,250,368,1
c004661-l379-1.x.x.x,220,379,1.x.x.x,336,336,229,336,1
c010984-l476-unconditional,220,476,unconditional,160,0,0,0,0
c009993-l466-unconditional,221,466,unconditional,224,176,100,192,0
c000990-l226-3.x.x.x,222,226,3.x.x.x,864,864,500,864,1
c008882-l453-2.x.x.x,222,453,2.x.x.x,240,208,72,224,0
c001163-l241-1.x.x.x,223,241,1.x.x.x,768,768,572,768,1
c002773-l322-1.x.x.x,223,322,1.x.x.x,464,416,312,416,0
c000457-l164-3.x.x.x,224,164,3.x.x.x,1344,1344,929,1344,1
c006358-l417-1.x.x.x,224,417,1.x.x.x,272,0,0,0,0
c000358-l148-3.x.x.x,225,148,3.x.x.x,1472,1472,1045,1472,1
c010979-l476-unconditional,225,476,unconditional,224,224,129,224,1
c007599-l436-3.x.x.x,225,436,3.x.x.x,256,256,118,256,1
c009630-l462-1.x.x.x,225,462,1.x.x.x,224,224,135,224,1
c006913-l426-3.x.x.x,225,426,3.x.x.x,272,272,134,272,1
c010395-l470-unconditional,225,470,unconditional,224,224,121,224,1
c000097-l84-1.x.x.x,225,84,1.x.x.x,1184,1184,1006,1184,1
c007424-l434-1.x.x.x,225,434,1.x.x.x,256,256,159,256,1
c012503-l489-2.x.x.x,225,489,2.x.x.x,208,208,63,208,1
c001384-l256-1.x.x.x,225,256,1.x.x.x,704,704,528,704,1
c013188-l495-1.x.x.x,225,495,1.x.x.x,208,208,123,208,1
c001068-l233-3.x.x.x,225,233,3.x.x.x,480,480,281,480,1
c009002-l455-unconditional,225,455,unconditional,240,240,125,240,1
c008014-l442-3.x.x.x,225,442,3.x.x.x,256,256,119,256,1
c013799-l500-unconditional,225,500,unconditional,192,192,100,192,1
c005571-l401-1.x.x.x,225,401,1.x.x.x,304,304,224,304,1
c007946-l441-3.x.x.x,225,441,3.x.x.x,256,208,89,224,0
c010530-l471-2.x.x.x,226,471,2.x.x.x,208,0,0,0,0
c004932-l386-1.x.x.x,227,386,1.x.x.x,288,0,0,0,0
c010184-l468-unconditional,228,468,unconditional,208,0,0,0,0
c006141-l413-1.x.x.x,229,413,1.x.x.x,288,288,203,288,1
c009578-l461-2.x.x.x,229,461,2.x.x.x,112,112,44,112,1
c010950-l475-3.x.x.x,229,475,3.x.x.x,224,224,98,224,1
c009957-l465-3.x.x.x,229,465,3.x.x.x,224,224,117,224,1
c001724-l276-1.x.x.x,229,276,1.x.x.x,624,624,462,624,1
c006855-l425-3.x.x.x,229,425,3.x.x.x,272,272,124,272,1
c006931-l427-unconditional,229,427,unconditional,272,272,160,272,1
c009528-l461-unconditional,229,461,unconditional,224,224,126,224,1
c004268-l369-unconditional,229,369,unconditional,352,352,220,352,1
c006373-l417-2.x.x.x,229,417,2.x.x.x,288,288,138,288,1
c008486-l448-3.x.x.x,229,448,3.x.x.x,240,240,90,240,1
c004934-l386-1.x.x.x,229,386,1.x.x.x,336,336,222,336,1
c010185-l468-unconditional,229,468,unconditional,224,224,129,224,1
c010712-l473-1.x.x.x,229,473,1.x.x.x,224,224,137,224,1
c002184-l298-3.x.x.x,229,298,3.x.x.x,288,288,155,288,1
c008985-l454-3.x.x.x,229,454,3.x.x.x,32,0,0,0,0
c001506-l264-unconditional,230,264,unconditional,656,656,455,656,1
c010376-l469-3.x.x.x,230,469,3.x.x.x,224,224,103,224,1
c001726-l276-2.x.x.x,230,276,2.x.x.x,624,624,422,624,1
c013270-l495-3.x.x.x,230,495,3.x.x.x,208,208,88,208,1
c009977-l465-3.x.x.x,230,465,3.x.x.x,224,224,97,224,1
c007060-l429-unconditional,230,429,unconditional,272,272,176,272,1
c003498-l347-unconditional,230,347,unconditional,400,400,264,400,1
c006691-l423-unconditional,230,423,unconditional,272,272,171,272,1
c004369-l371-3.x.x.x,230,371,3.x.x.x,352,352,175,352,1
c008313-l446-2.x.x.x,230,446,2.x.x.x,144,144,59,144,1
c010219-l468-1.x.x.x,230,468,1.x.x.x,224,224,145,224,1
c000550-l176-3.x.x.x,230,176,3.x.x.x,1248,1248,843,1248,1
c006333-l416-3.x.x.x,230,416,3.x.x.x,288,288,149,288,1
c009549-l461-1.x.x.x,230,461,1.x.x.x,224,224,136,224,1
c004929-l386-1.x.x.x,230,386,1.x.x.x,336,336,232,336,1
c009449-l460-1.x.x.x,230,460,1.x.x.x,224,224,136,224,1
c011878-l484-unconditional,230,484,unconditional,208,208,118,208,1
c001951-l288-unconditional,230,288,unconditional,256,256,186,256,1
c007061-l429-unconditional,231,429,unconditional,272,272,149,272,1
c012023-l485-1.x.x.x,231,485,1.x.x.x,208,208,124,208,1
c011295-l478-3.x.x.x,231,478,3.x.x.x,208,208,84,208,1
c003505-l347-unconditional,231,347,unconditional,400,400,269,400,1
c007203-l431-1.x.x.x,231,431,1.x.x.x,256,256,164,256,1
c001727-l276-2.x.x.x,231,276,2.x.x.x,624,624,414,624,1
c001937-l287-1.x.x.x,231,287,1.x.x.x,224,224,166,224,1
c005191-l392-2.x.x.x,231,392,2.x.x.x,208,208,93,208,1
c012323-l488-unconditional,231,488,unconditional,208,208,117,208,1
c010441-l470-2.x.x.x,231,470,2.x.x.x,224,224,74,224,1
c006334-l416-3.x.x.x,231,416,3.x.x.x,288,288,142,288,1
c010338-l469-2.x.x.x,231,469,2.x.x.x,224,224,78,224,1
c004930-l386-1.x.x.x,231,386,1.x.x.x,336,336,234,336,1
c013271-l495-3.x.x.x,231,495,3.x.x.x,208,208,91,208,1
c012124-l486-1.x.x.x,231,486,1.x.x.x,208,208,130,208,1
c004106-l364-3.x.x.x,231,364,3.x.x.x,368,368,193,368,1
c005273-l394-2.x.x.x,231,394,2.x.x.x,320,320,161,320,1
c009814-l464-unconditional,231,464,unconditional,224,224,115,224,1
c012149-l486-1.x.x.x,232,486,1.x.x.x,208,208,115,208,1
c013419-l497-1.x.x.x,232,497,1.x.x.x,208,208,130,208,1
c006312-l416-1.x.x.x,232,416,1.x.x.x,288,288,194,288,1
c007099-l429-2.x.x.x,232,429,2.x.x.x,272,272,128,272,1
c008236-l445-3.x.x.x,232,445,3.x.x.x,240,240,110,240,1
c002431-l309-unconditional,232,309,unconditional,352,352,237,352,1
c003761-l355-unconditional,232,355,unconditional,384,384,253,384,1
c010471-l470-3.x.x.x,232,470,3.x.x.x,224,224,101,224,1
c003973-l361-unconditional,232,361,unconditional,368,368,246,368,1
c012944-l493-1.x.x.x,232,493,1.x.x.x,208,208,117,208,1
c010897-l475-1.x.x.x,232,475,1.x.x.x,224,224,142,224,1
c011269-l478-3.x.x.x,232,478,3.x.x.x,208,208,96,208,1
c008535-l449-1.x.x.x,232,449,1.x.x.x,240,240,153,240,1
c002550-l314-unconditional,232,314,unconditional,496,496,330,496,1
c001512-l264-1.x.x.x,232,264,1.x.x.x,656,656,477,656,1
c011771-l483-1.x.x.x,232,483,1.x.x.x,208,208,134,208,1
c010333-l469-2.x.x.x,232,469,2.x.x.x,224,224,87,224,1
c000054-l73-2.x.x.x,232,73,2.x.x.x,992,992,788,992,1
c002551-l314-unconditional,233,314,unconditional,496,496,339,496,1
c003972-l361-unconditional,233,361,unconditional,368,368,232,368,1
c012945-l493-1.x.x.x,233,493,1.x.x.x,208,208,126,208,1
c008534-l449-1.x.x.x,233,449,1.x.x.x,240,240,152,240,1
c013420-l497-1.x.x.x,233,497,1.x.x.x,208,208,130,208,1
c001514-l264-2.x.x.x,233,264,2.x.x.x,656,656,438,656,1
c010332-l469-2.x.x.x,233,469,2.x.x.x,224,224,83,224,1
c010470-l470-3.x.x.x,233,470,3.x.x.x,224,224,93,224,1
c004612-l378-unconditional,233,378,unconditional,240,240,149,240,1
c006313-l416-1.x.x.x,233,416,1.x.x.x,288,288,169,288,1
c011770-l483-1.x.x.x,233,483,1.x.x.x,208,208,130,208,1
c012148-l486-1.x.x.x,233,486,1.x.x.x,208,208,121,208,1
c003760-l355-unconditional,233,355,unconditional,384,384,241,384,1
c011268-l478-3.x.x.x,233,478,3.x.x.x,208,208,94,208,1
c010898-l475-1.x.x.x,233,475,1.x.x.x,224,224,128,224,1
c002394-l307-2.x.x.x,233,307,2.x.x.x,176,176,114,176,1
c008235-l445-3.x.x.x,233,445,3.x.x.x,240,240,119,240,1
c007100-l429-2.x.x.x,233,429,2.x.x.x,272,272,94,272,1
c011141-l477-2.x.x.x,234,477,2.x.x.x,208,208,64,208,1
c012260-l487-1.x.x.x,234,487,1.x.x.x,208,208,122,208,1
c003207-l337-3.x.x.x,234,337,3.x.x.x,416,416,213,416,1
c003294-l340-1.x.x.x,234,340,1.x.x.x,416,416,307,416,1
c009922-l465-1.x.x.x,234,465,1.x.x.x,224,224,151,224,1
c006432-l418-2.x.x.x,234,418,2.x.x.x,64,64,30,64,1
c002552-l314-unconditional,234,314,unconditional,496,496,334,496,1
c003246-l339-unconditional,234,339,unconditional,416,416,282,416,1
c001058-l233-unconditional,234,233,unconditional,816,816,588,816,1
c010899-l475-1.x.x.x,234,475,1.x.x.x,224,224,147,224,1
c009871-l464-3.x.x.x,234,464,3.x.x.x,224,224,109,224,1
c005169-l392-unconditional,234,392,unconditional,320,320,218,320,1
c001400-l257-1.x.x.x,234,257,1.x.x.x,560,560,405,560,1
c010577-l472-unconditional,234,472,unconditional,224,224,123,224,1
c010754-l473-3.x.x.x,234,473,3.x.x.x,224,224,98,224,1
c004861-l384-2.x.x.x,234,384,2.x.x.x,336,336,167,336,1
c011581-l481-2.x.x.x,234,481,2.x.x.x,208,208,66,208,1
c013421-l497-1.x.x.x,234,497,1.x.x.x,208,208,116,208,1
c006828-l425-1.x.x.x,235,425,1.x.x.x,272,272,170,272,1
c006581-l421-1.x.x.x,235,421,1.x.x.x,272,272,175,272,1
c012695-l491-1.x.x.x,235,491,1.x.x.x,208,208,116,208,1
c001059-l233-unconditional,235,233,unconditional,816,816,589,816,1
c006568-l421-unconditional,235,421,unconditional,272,272,164,272,1
c002553-l314-unconditional,235,314,unconditional,496,496,329,496,1
c000019-l64-3.x.x.x,235,64,3.x.x.x,960,960,784,960,1
c006720-l423-2.x.x.x,235,423,2.x.x.x,272,272,115,272,1
c010755-l473-3.x.x.x,235,473,3.x.x.x,224,224,108,224,1
c011263-l478-3.x.x.x,235,478,3.x.x.x,16,0,0,0,0
c002554-l314-unconditional,236,314,unconditional,496,496,329,496,1
c006816-l425-unconditional,236,425,unconditional,272,272,164,272,1
c013423-l497-1.x.x.x,236,497,1.x.x.x,208,208,118,208,1
c001647-l272-unconditional,236,272,unconditional,624,624,436,624,1
c007230-l431-2.x.x.x,236,431,2.x.x.x,128,128,39,128,1
c010901-l475-1.x.x.x,236,475,1.x.x.x,224,224,145,224,1
c009960-l465-3.x.x.x,236,465,3.x.x.x,224,224,97,224,1
c004024-l362-1.x.x.x,236,362,1.x.x.x,368,368,259,368,1
c003887-l358-2.x.x.x,236,358,2.x.x.x,32,32,17,32,1
c011342-l479-1.x.x.x,236,479,1.x.x.x,208,208,130,208,1
c008489-l448-3.x.x.x,236,448,3.x.x.x,240,240,112,240,1
c002195-l299-1.x.x.x,236,299,1.x.x.x,544,544,402,544,1
c003958-l360-3.x.x.x,236,360,3.x.x.x,368,368,191,368,1
c009531-l461-unconditional,236,461,unconditional,224,224,128,224,1
c000140-l95-unconditional,236,95,unconditional,1312,1312,1053,1312,1
c004859-l384-2.x.x.x,236,384,2.x.x.x,336,336,170,336,1
c003773-l355-1.x.x.x,236,355,1.x.x.x,384,384,275,384,1
c001480-l262-2.x.x.x,236,262,2.x.x.x,672,256,169,272,0
c011820-l483-2.x.x.x,237,483,2.x.x.x,208,208,59,208,1
c013768-l499-3.x.x.x,237,499,3.x.x.x,192,192,86,192,1
c003338-l341-3.x.x.x,237,341,3.x.x.x,112,112,54,112,1
c001481-l262-2.x.x.x,237,262,2.x.x.x,672,672,444,672,1
c004999-l388-unconditional,237,388,unconditional,320,320,202,320,1
c008706-l451-1.x.x.x,237,451,1.x.x.x,240,240,157,240,1
c003774-l355-1.x.x.x,237,355,1.x.x.x,384,384,277,384,1
c010167-l467-3.x.x.x,237,467,3.x.x.x,224,224,106,224,1
c002825-l324-unconditional,237,324,unconditional,352,352,237,352,1
c004860-l384-2.x.x.x,237,384,2.x.x.x,336,336,183,336,1
c012753-l491-3.x.x.x,237,491,3.x.x.x,208,208,95,208,1
c013424-l497-1.x.x.x,237,497,1.x.x.x,208,208,122,208,1
c002555-l314-unconditional,237,314,unconditional,496,496,342,496,1
c010902-l475-1.x.x.x,237,475,1.x.x.x,224,224,138,224,1
c011610-l481-3.x.x.x,237,481,3.x.x.x,208,208,98,208,1
c006815-l425-unconditional,237,425,unconditional,272,272,162,272,1
c004023-l362-1.x.x.x,237,362,1.x.x.x,368,240,159,256,0
c004667-l379-2.x.x.x,238,379,2.x.x.x,336,336,166,336,1
c001698-l275-unconditional,238,275,unconditional,624,624,448,624,1
c012302-l487-3.x.x.x,238,487,3.x.x.x,208,208,97,208,1
c005352-l396-1.x.x.x,238,396,1.x.x.x,320,320,223,320,1
c002171-l298-1.x.x.x,238,298,1.x.x.x,544,544,409,544,1
c001002-l227-3.x.x.x,238,227,3.x.x.x,304,304,191,304,1
c012535-l489-3.x.x.x,238,489,3.x.x.x,208,208,79,208,1
c011918-l484-1.x.x.x,238,484,1.x.x.x,208,208,137,208,1
c005660-l403-1.x.x.x,238,403,1.x.x.x,304,304,204,304,1
c011417-l480-unconditional,238,480,unconditional,208,208,112,208,1
c011894-l484-1.x.x.x,238,484,1.x.x.x,208,208,134,208,1
c009159-l456-3.x.x.x,238,456,3.x.x.x,240,240,104,240,1
c013871-l500-2.x.x.x,238,500,2.x.x.x,192,192,55,192,1
c004835-l384-unconditional,238,384,unconditional,336,336,223,336,1
c004903-l385-3.x.x.x,238,385,3.x.x.x,336,336,173,336,1
c013425-l497-1.x.x.x,238,497,1.x.x.x,208,208,113,208,1
c009353-l459-unconditional,238,459,unconditional,160,160,95,160,1
c005695-l404-1.x.x.x,238,404,1.x.x.x,304,304,203,304,1
c005353-l396-1.x.x.x,239,396,1.x.x.x,320,320,233,320,1
c012303-l487-3.x.x.x,239,487,3.x.x.x,208,208,82,208,1
c004836-l384-unconditional,239,384,unconditional,336,336,203,336,1
c000583-l180-3.x.x.x,239,180,3.x.x.x,384,384,263,384,1
c013426-l497-1.x.x.x,239,497,1.x.x.x,208,208,129,208,1
c001699-l275-unconditional,239,275,unconditional,624,624,434,624,1
c012536-l489-3.x.x.x,239,489,3.x.x.x,208,208,98,208,1
c007572-l436-2.x.x.x,239,436,2.x.x.x,256,256,105,256,1
c005661-l403-1.x.x.x,239,403,1.x.x.x,304,304,222,304,1
c009160-l456-3.x.x.x,239,456,3.x.x.x,240,240,107,240,1
c005696-l404-1.x.x.x,239,404,1.x.x.x,304,304,211,304,1
c004904-l385-3.x.x.x,239,385,3.x.x.x,336,336,184,336,1
c009577-l461-2.x.x.x,239,461,2.x.x.x,224,224,71,224,1
c011267-l478-3.x.x.x,239,478,3.x.x.x,208,208,91,208,1
c000334-l143-2.x.x.x,239,143,2.x.x.x,1152,1152,606,1152,1
c002172-l298-1.x.x.x,239,298,1.x.x.x,544,544,419,544,1
c007403-l434-unconditional,239,434,unconditional,256,256,137,256,1
c011863-l484-unconditional,239,484,unconditional,208,208,116,208,1
c004905-l385-3.x.x.x,240,385,3.x.x.x,336,336,172,336,1
c004837-l384-unconditional,240,384,unconditional,336,336,220,336,1
c001700-l275-unconditional,240,275,unconditional,624,624,443,624,1
c007404-l434-unconditional,240,434,unconditional,256,256,163,256,1
c011864-l484-unconditional,240,484,unconditional,208,208,113,208,1
c012304-l487-3.x.x.x,240,487,3.x.x.x,208,208,86,208,1
c002173-l298-1.x.x.x,240,298,1.x.x.x,544,544,405,544,1
c013427-l497-1.x.x.x,240,497,1.x.x.x,208,208,123,208,1
c000057-l74-1.x.x.x,240,74,1.x.x.x,1312,1312,1118,1312,1
c009535-l461-1.x.x.x,240,461,1.x.x.x,224,224,143,224,1
c005354-l396-1.x.x.x,240,396,1.x.x.x,320,320,208,320,1
c005697-l404-1.x.x.x,240,404,1.x.x.x,304,304,208,304,1
c011310-l479-unconditional,240,479,unconditional,208,208,112,208,1
c009161-l456-3.x.x.x,240,456,3.x.x.x,240,240,118,240,1
c012537-l489-3.x.x.x,240,489,3.x.x.x,208,208,91,208,1
c005662-l403-1.x.x.x,240,403,1.x.x.x,304,304,208,304,1
c001479-l262-1.x.x.x,240,262,1.x.x.x,16,16,12,16,1
c003529-l347-3.x.x.x,240,347,3.x.x.x,224,224,120,224,1
c007573-l436-2.x.x.x,240,436,2.x.x.x,256,256,101,256,1
c011254-l478-2.x.x.x,241,478,2.x.x.x,208,208,72,208,1
c006585-l421-1.x.x.x,241,421,1.x.x.x,272,272,184,272,1
c006575-l421-unconditional,241,421,unconditional,272,272,175,272,1
c006724-l423-2.x.x.x,241,423,2.x.x.x,272,272,114,272,1
c012758-l491-3.x.x.x,241,491,3.x.x.x,208,208,91,208,1
c001701-l275-unconditional,241,275,unconditional,624,624,434,624,1
c010735-l473-2.x.x.x,241,473,2.x.x.x,224,224,71,224,1
c003779-l355-1.x.x.x,241,355,1.x.x.x,384,384,257,384,1
c000243-l120-3.x.x.x,241,120,3.x.x.x,1376,1376,995,1376,1
c012544-l489-3.x.x.x,241,489,3.x.x.x,208,208,88,208,1
c000110-l87-2.x.x.x,241,87,2.x.x.x,896,896,676,896,1
c008851-l453-1.x.x.x,241,453,1.x.x.x,240,240,150,240,1
c009150-l456-3.x.x.x,241,456,3.x.x.x,240,240,104,240,1
c004906-l385-3.x.x.x,241,385,3.x.x.x,336,336,172,336,1
c002676-l318-3.x.x.x,241,318,3.x.x.x,480,480,267,480,1
c006079-l412-unconditional,241,412,unconditional,288,288,181,288,1
c013428-l497-1.x.x.x,241,497,1.x.x.x,208,208,129,208,1
c009571-l461-2.x.x.x,241,461,2.x.x.x,224,224,72,224,1
c008346-l447-unconditional,242,447,unconditional,240,240,133,240,1
c005756-l405-2.x.x.x,242,405,2.x.x.x,304,304,131,304,1
c000539-l175-1.x.x.x,242,175,1.x.x.x,320,320,263,320,1
c011163-l477-3.x.x.x,242,477,3.x.x.x,208,208,95,208,1
c005801-l406-1.x.x.x,242,406,1.x.x.x,304,304,204,304,1
c001905-l285-3.x.x.x,242,285,3.x.x.x,464,464,276,464,1
c003073-l333-unconditional,242,333,unconditional,432,432,280,432,1
c007634-l437-1.x.x.x,242,437,1.x.x.x,256,256,155,256,1
c005147-l391-2.x.x.x,242,391,2.x.x.x,320,320,152,320,1
c013098-l494-2.x.x.x,242,494,2.x.x.x,208,208,56,208,1
c004242-l368-1.x.x.x,242,368,1.x.x.x,352,352,244,352,1
c008319-l446-3.x.x.x,242,446,3.x.x.x,240,240,118,240,1
c005211-l393-unconditional,242,393,unconditional,320,320,215,320,1
c010969-l475-3.x.x.x,242,475,3.x.x.x,224,224,91,224,1
c012826-l492-1.x.x.x,242,492,1.x.x.x,208,208,110,208,1
c010060-l466-3.x.x.x,242,466,3.x.x.x,224,224,110,224,1
c013277-l496-unconditional,242,496,unconditional,208,208,118,208,1
c013429-l497-1.x.x.x,242,497,1.x.x.x,208,208,131,208,1
