case,worker,length,condition,generated,refolded,quality_pass,sequences_saved,complete
c001724-l276-1.x.x.x,229,276,1.x.x.x,624,624,462,624,1
c006855-l425-3.x.x.x,229,425,3.x.x.x,272,272,124,272,1
c006931-l427-unconditional,229,427,unconditional,272,272,160,272,1
c009528-l461-unconditional,229,461,unconditional,224,224,126,224,1
c004268-l369-unconditional,229,369,unconditional,352,352,220,352,1
c006373-l417-2.x.x.x,229,417,2.x.x.x,288,288,138,288,1
c008486-l448-3.x.x.x,229,448,3.x.x.x,240,240,90,240,1
c004934-l386-1.x.x.x,229,386,1.x.x.x,336,336,222,336,1
c010185-l468-unconditional,229,468,unconditional,224,224,129,224,1
c010712-l473-1.x.x.x,229,473,1.x.x.x,224,224,137,224,1
c002184-l298-3.x.x.x,229,298,3.x.x.x,288,288,155,288,1
c008985-l454-3.x.x.x,229,454,3.x.x.x,32,0,0,0,0
c001506-l264-unconditional,230,264,unconditional,656,656,455,656,1
c010376-l469-3.x.x.x,230,469,3.x.x.x,224,224,103,224,1
c001726-l276-2.x.x.x,230,276,2.x.x.x,624,624,422,624,1
c013270-l495-3.x.x.x,230,495,3.x.x.x,208,208,88,208,1
c009977-l465-3.x.x.x,230,465,3.x.x.x,224,224,97,224,1
c007060-l429-unconditional,230,429,unconditional,272,272,176,272,1
c003498-l347-unconditional,230,347,unconditional,400,400,264,400,1
c006691-l423-unconditional,230,423,unconditional,272,272,171,272,1
c004369-l371-3.x.x.x,230,371,3.x.x.x,352,352,175,352,1
c008313-l446-2.x.x.x,230,446,2.x.x.x,144,144,59,144,1
c010219-l468-1.x.x.x,230,468,1.x.x.x,224,224,145,224,1
c000550-l176-3.x.x.x,230,176,3.x.x.x,1248,1248,843,1248,1
c006333-l416-3.x.x.x,230,416,3.x.x.x,288,288,149,288,1
c009549-l461-1.x.x.x,230,461,1.x.x.x,224,224,136,224,1
c004929-l386-1.x.x.x,230,386,1.x.x.x,336,336,232,336,1
c009449-l460-1.x.x.x,230,460,1.x.x.x,224,224,136,224,1
c011878-l484-unconditional,230,484,unconditional,208,208,118,208,1
c001951-l288-unconditional,230,288,unconditional,256,256,186,256,1
c007061-l429-unconditional,231,429,unconditional,272,272,149,272,1
c012023-l485-1.x.x.x,231,485,1.x.x.x,208,208,124,208,1
c011295-l478-3.x.x.x,231,478,3.x.x.x,208,208,84,208,1
c003505-l347-unconditional,231,347,unconditional,400,400,269,400,1
c007203-l431-1.x.x.x,231,431,1.x.x.x,256,256,164,256,1
c001727-l276-2.x.x.x,231,276,2.x.x.x,624,624,414,624,1
c001937-l287-1.x.x.x,231,287,1.x.x.x,224,224,166,224,1
c005191-l392-2.x.x.x,231,392,2.x.x.x,208,208,93,208,1
c012323-l488-unconditional,231,488,unconditional,208,208,117,208,1
c010441-l470-2.x.x.x,231,470,2.x.x.x,224,224,74,224,1
c006334-l416-3.x.x.x,231,416,3.x.x.x,288,288,142,288,1
c010338-l469-2.x.x.x,231,469,2.x.x.x,224,224,78,224,1
c004930-l386-1.x.x.x,231,386,1.x.x.x,336,336,234,336,1
c013271-l495-3.x.x.x,231,495,3.x.x.x,208,208,91,208,1
c012124-l486-1.x.x.x,231,486,1.x.x.x,208,208,130,208,1
c004106-l364-3.x.x.x,231,364,3.x.x.x,368,368,193,368,1
c005273-l394-2.x.x.x,231,394,2.x.x.x,320,320,161,320,1
c009814-l464-unconditional,231,464,unconditional,224,224,115,224,1
c012149-l486-1.x.x.x,232,486,1.x.x.x,208,208,115,208,1
c013419-l497-1.x.x.x,232,497,1.x.x.x,208,208,130,208,1
c006312-l416-1.x.x.x,232,416,1.x.x.x,288,288,194,288,1
c007099-l429-2.x.x.x,232,429,2.x.x.x,272,272,128,272,1
c008236-l445-3.x.x.x,232,445,3.x.x.x,240,240,110,240,1
c002431-l309-unconditional,232,309,unconditional,352,352,237,352,1
c003761-l355-unconditional,232,355,unconditional,384,384,253,384,1
c010471-l470-3.x.x.x,232,470,3.x.x.x,224,224,101,224,1
c003973-l361-unconditional,232,361,unconditional,368,368,246,368,1
c012944-l493-1.x.x.x,232,493,1.x.x.x,208,208,117,208,1
c010897-l475-1.x.x.x,232,475,1.x.x.x,224,224,142,224,1
c011269-l478-3.x.x.x,232,478,3.x.x.x,208,208,96,208,1
c008535-l449-1.x.x.x,232,449,1.x.x.x,240,240,153,240,1
c002550-l314-unconditional,232,314,unconditional,496,496,330,496,1
c001512-l264-1.x.x.x,232,264,1.x.x.x,656,656,477,656,1
c011771-l483-1.x.x.x,232,483,1.x.x.x,208,208,134,208,1
c010333-l469-2.x.x.x,232,469,2.x.x.x,224,224,87,224,1
c000054-l73-2.x.x.x,232,73,2.x.x.x,992,992,788,992,1
c002551-l314-unconditional,233,314,unconditional,496,496,339,496,1
c003972-l361-unconditional,233,361,unconditional,368,368,232,368,1
c012945-l493-1.x.x.x,233,493,1.x.x.x,208,208,126,208,1
c008534-l449-1.x.x.x,233,449,1.x.x.x,240,240,152,240,1
c013420-l497-1.x.x.x,233,497,1.x.x.x,208,208,130,208,1
c001514-l264-2.x.x.x,233,264,2.x.x.x,656,656,438,656,1
c010332-l469-2.x.x.x,233,469,2.x.x.x,224,224,83,224,1
c010470-l470-3.x.x.x,233,470,3.x.x.x,224,224,93,224,1
c004612-l378-unconditional,233,378,unconditional,240,240,149,240,1
c006313-l416-1.x.x.x,233,416,1.x.x.x,288,288,169,288,1
c011770-l483-1.x.x.x,233,483,1.x.x.x,208,208,130,208,1
c012148-l486-1.x.x.x,233,486,1.x.x.x,208,208,121,208,1
c003760-l355-unconditional,233,355,unconditional,384,384,241,384,1
c011268-l478-3.x.x.x,233,478,3.x.x.x,208,208,94,208,1
c010898-l475-1.x.x.x,233,475,1.x.x.x,224,224,128,224,1
c002394-l307-2.x.x.x,233,307,2.x.x.x,176,176,114,176,1
c008235-l445-3.x.x.x,233,445,3.x.x.x,240,240,119,240,1
c007100-l429-2.x.x.x,233,429,2.x.x.x,272,272,94,272,1
c011141-l477-2.x.x.x,234,477,2.x.x.x,208,208,64,208,1
c012260-l487-1.x.x.x,234,487,1.x.x.x,208,208,122,208,1
c003207-l337-3.x.x.x,234,337,3.x.x.x,416,416,213,416,1
c003294-l340-1.x.x.x,234,340,1.x.x.x,416,416,307,416,1
c009922-l465-1.x.x.x,234,465,1.x.x.x,224,224,151,224,1
c006432-l418-2.x.x.x,234,418,2.x.x.x,64,64,30,64,1
c002552-l314-unconditional,234,314,unconditional,496,496,334,496,1
c003246-l339-unconditional,234,339,unconditional,416,416,282,416,1
c001058-l233-unconditional,234,233,unconditional,816,816,588,816,1
c010899-l475-1.x.x.x,234,475,1.x.x.x,224,224,147,224,1
c009871-l464-3.x.x.x,234,464,3.x.x.x,224,224,109,224,1
c005169-l392-unconditional,234,392,unconditional,320,320,218,320,1
c001400-l257-1.x.x.x,234,257,1.x.x.x,560,560,405,560,1
c010577-l472-unconditional,234,472,unconditional,224,224,123,224,1
c010754-l473-3.x.x.x,234,473,3.x.x.x,224,224,98,224,1
c004861-l384-2.x.x.x,234,384,2.x.x.x,336,336,167,336,1
c011581-l481-2.x.x.x,234,481,2.x.x.x,208,208,66,208,1
c013421-l497-1.x.x.x,234,497,1.x.x.x,208,208,116,208,1
c006828-l425-1.x.x.x,235,425,1.x.x.x,272,272,170,272,1
c006581-l421-1.x.x.x,235,421,1.x.x.x,272,272,175,272,1
c012695-l491-1.x.x.x,235,491,1.x.x.x,208,208,116,208,1
c001059-l233-unconditional,235,233,unconditional,816,816,589,816,1
c006568-l421-unconditional,235,421,unconditional,272,272,164,272,1
c002553-l314-unconditional,235,314,unconditional,496,496,329,496,1
c000019-l64-3.x.x.x,235,64,3.x.x.x,960,960,784,960,1
c006720-l423-2.x.x.x,235,423,2.x.x.x,272,272,115,272,1
c010755-l473-3.x.x.x,235,473,3.x.x.x,224,224,108,224,1
c011263-l478-3.x.x.x,235,478,3.x.x.x,16,0,0,0,0
c002554-l314-unconditional,236,314,unconditional,496,496,329,496,1
c006816-l425-unconditional,236,425,unconditional,272,272,164,272,1
c013423-l497-1.x.x.x,236,497,1.x.x.x,208,208,118,208,1
c001647-l272-unconditional,236,272,unconditional,624,624,436,624,1
c007230-l431-2.x.x.x,236,431,2.x.x.x,128,128,39,128,1
c010901-l475-1.x.x.x,236,475,1.x.x.x,224,224,145,224,1
c009960-l465-3.x.x.x,236,465,3.x.x.x,224,224,97,224,1
c004024-l362-1.x.x.x,236,362,1.x.x.x,368,368,259,368,1
c003887-l358-2.x.x.x,236,358,2.x.x.x,32,32,17,32,1
c011342-l479-1.x.x.x,236,479,1.x.x.x,208,208,130,208,1
c008489-l448-3.x.x.x,236,448,3.x.x.x,240,240,112,240,1
c002195-l299-1.x.x.x,236,299,1.x.x.x,544,544,402,544,1
c003958-l360-3.x.x.x,236,360,3.x.x.x,368,368,191,368,1
c009531-l461-unconditional,236,461,unconditional,224,224,128,224,1
c000140-l95-unconditional,236,95,unconditional,1312,1312,1053,1312,1
c004859-l384-2.x.x.x,236,384,2.x.x.x,336,336,170,336,1
c003773-l355-1.x.x.x,236,355,1.x.x.x,384,384,275,384,1
c001480-l262-2.x.x.x,236,262,2.x.x.x,672,256,169,272,0
c011820-l483-2.x.x.x,237,483,2.x.x.x,208,208,59,208,1
c013768-l499-3.x.x.x,237,499,3.x.x.x,192,192,86,192,1
c003338-l341-3.x.x.x,237,341,3.x.x.x,112,112,54,112,1
c001481-l262-2.x.x.x,237,262,2.x.x.x,672,672,444,672,1
c004999-l388-unconditional,237,388,unconditional,320,320,202,320,1
c008706-l451-1.x.x.x,237,451,1.x.x.x,240,240,157,240,1
c003774-l355-1.x.x.x,237,355,1.x.x.x,384,384,277,384,1
c010167-l467-3.x.x.x,237,467,3.x.x.x,224,224,106,224,1
c002825-l324-unconditional,237,324,unconditional,352,352,237,352,1
c004860-l384-2.x.x.x,237,384,2.x.x.x,336,336,183,336,1
c012753-l491-3.x.x.x,237,491,3.x.x.x,208,208,95,208,1
c013424-l497-1.x.x.x,237,497,1.x.x.x,208,208,122,208,1
c002555-l314-unconditional,237,314,unconditional,496,496,342,496,1
c010902-l475-1.x.x.x,237,475,1.x.x.x,224,224,138,224,1
c011610-l481-3.x.x.x,237,481,3.x.x.x,208,208,98,208,1
c006815-l425-unconditional,237,425,unconditional,272,272,162,272,1
c004023-l362-1.x.x.x,237,362,1.x.x.x,368,240,159,256,0
c004667-l379-2.x.x.x,238,379,2.x.x.x,336,336,166,336,1
c001698-l275-unconditional,238,275,unconditional,624,624,448,624,1
c012302-l487-3.x.x.x,238,487,3.x.x.x,208,208,97,208,1
c005352-l396-1.x.x.x,238,396,1.x.x.x,320,320,223,320,1
c002171-l298-1.x.x.x,238,298,1.x.x.x,544,544,409,544,1
c001002-l227-3.x.x.x,238,227,3.x.x.x,304,304,191,304,1
c012535-l489-3.x.x.x,238,489,3.x.x.x,208,208,79,208,1
c011918-l484-1.x.x.x,238,484,1.x.x.x,208,208,137,208,1
c005660-l403-1.x.x.x,238,403,1.x.x.x,304,304,204,304,1
c011417-l480-unconditional,238,480,unconditional,208,208,112,208,1
c011894-l484-1.x.x.x,238,484,1.x.x.x,208,208,134,208,1
c009159-l456-3.x.x.x,238,456,3.x.x.x,240,240,104,240,1
c013871-l500-2.x.x.x,238,500,2.x.x.x,192,192,55,192,1
c004835-l384-unconditional,238,384,unconditional,336,336,223,336,1
c004903-l385-3.x.x.x,238,385,3.x.x.x,336,336,173,336,1
c013425-l497-1.x.x.x,238,497,1.x.x.x,208,208,113,208,1
c009353-l459-unconditional,238,459,unconditional,160,160,95,160,1
c005695-l404-1.x.x.x,238,404,1.x.x.x,304,304,203,304,1
c005353-l396-1.x.x.x,239,396,1.x.x.x,320,320,233,320,1
c012303-l487-3.x.x.x,239,487,3.x.x.x,208,208,82,208,1
c004836-l384-unconditional,239,384,unconditional,336,336,203,336,1
c000583-l180-3.x.x.x,239,180,3.x.x.x,384,384,263,384,1
c013426-l497-1.x.x.x,239,497,1.x.x.x,208,208,129,208,1
c001699-l275-unconditional,239,275,unconditional,624,624,434,624,1
c012536-l489-3.x.x.x,239,489,3.x.x.x,208,208,98,208,1
c007572-l436-2.x.x.x,239,436,2.x.x.x,256,256,105,256,1
c005661-l403-1.x.x.x,239,403,1.x.x.x,304,304,222,304,1
c009160-l456-3.x.x.x,239,456,3.x.x.x,240,240,107,240,1
c005696-l404-1.x.x.x,239,404,1.x.x.x,304,304,211,304,1
c004904-l385-3.x.x.x,239,385,3.x.x.x,336,336,184,336,1
c009577-l461-2.x.x.x,239,461,2.x.x.x,224,224,71,224,1
c011267-l478-3.x.x.x,239,478,3.x.x.x,208,208,91,208,1
c000334-l143-2.x.x.x,239,143,2.x.x.x,1152,1152,606,1152,1
c002172-l298-1.x.x.x,239,298,1.x.x.x,544,544,419,544,1
c007403-l434-unconditional,239,434,unconditional,256,256,137,256,1
c011863-l484-unconditional,239,484,unconditional,208,208,116,208,1
c004905-l385-3.x.x.x,240,385,3.x.x.x,336,336,172,336,1
c004837-l384-unconditional,240,384,unconditional,336,336,220,336,1
c001700-l275-unconditional,240,275,unconditional,624,624,443,624,1
c007404-l434-unconditional,240,434,unconditional,256,256,163,256,1
c011864-l484-unconditional,240,484,unconditional,208,208,113,208,1
c012304-l487-3.x.x.x,240,487,3.x.x.x,208,208,86,208,1
c002173-l298-1.x.x.x,240,298,1.x.x.x,544,544,405,544,1
c013427-l497-1.x.x.x,240,497,1.x.x.x,208,208,123,208,1
c000057-l74-1.x.x.x,240,74,1.x.x.x,1312,1312,1118,1312,1
c009535-l461-1.x.x.x,240,461,1.x.x.x,224,224,143,224,1
c005354-l396-1.x.x.x,240,396,1.x.x.x,320,320,208,320,1
c005697-l404-1.x.x.x,240,404,1.x.x.x,304,304,208,304,1
c011310-l479-unconditional,240,479,unconditional,208,208,112,208,1
c009161-l456-3.x.x.x,240,456,3.x.x.x,240,240,118,240,1
c012537-l489-3.x.x.x,240,489,3.x.x.x,208,208,91,208,1
c005662-l403-1.x.x.x,240,403,1.x.x.x,304,304,208,304,1
c001479-l262-1.x.x.x,240,262,1.x.x.x,16,16,12,16,1
c003529-l347-3.x.x.x,240,347,3.x.x.x,224,224,120,224,1
c007573-l436-2.x.x.x,240,436,2.x.x.x,256,256,101,256,1
c011254-l478-2.x.x.x,241,478,2.x.x.x,208,208,72,208,1
c006585-l421-1.x.x.x,241,421,1.x.x.x,272,272,184,272,1
c006575-l421-unconditional,241,421,unconditional,272,272,175,272,1
c006724-l423-2.x.x.x,241,423,2.x.x.x,272,272,114,272,1
c012758-l491-3.x.x.x,241,491,3.x.x.x,208,208,91,208,1
c001701-l275-unconditional,241,275,unconditional,624,624,434,624,1
c010735-l473-2.x.x.x,241,473,2.x.x.x,224,224,71,224,1
c003779-l355-1.x.x.x,241,355,1.x.x.x,384,384,257,384,1
c000243-l120-3.x.x.x,241,120,3.x.x.x,1376,1376,995,1376,1
c012544-l489-3.x.x.x,241,489,3.x.x.x,208,208,88,208,1
c000110-l87-2.x.x.x,241,87,2.x.x.x,896,896,676,896,1
c008851-l453-1.x.x.x,241,453,1.x.x.x,240,240,150,240,1
c009150-l456-3.x.x.x,241,456,3.x.x.x,240,240,104,240,1
c004906-l385-3.x.x.x,241,385,3.x.x.x,336,336,172,336,1
c002676-l318-3.x.x.x,241,318,3.x.x.x,480,480,267,480,1
c006079-l412-unconditional,241,412,unconditional,288,288,181,288,1
c013428-l497-1.x.x.x,241,497,1.x.x.x,208,208,129,208,1
c009571-l461-2.x.x.x,241,461,2.x.x.x,224,224,72,224,1
c008346-l447-unconditional,242,447,unconditional,240,240,133,240,1
c005756-l405-2.x.x.x,242,405,2.x.x.x,304,304,131,304,1
c000539-l175-1.x.x.x,242,175,1.x.x.x,320,320,263,320,1
c011163-l477-3.x.x.x,242,477,3.x.x.x,208,208,95,208,1
c005801-l406-1.x.x.x,242,406,1.x.x.x,304,304,204,304,1
c001905-l285-3.x.x.x,242,285,3.x.x.x,464,464,276,464,1
c003073-l333-unconditional,242,333,unconditional,432,432,280,432,1
c007634-l437-1.x.x.x,242,437,1.x.x.x,256,256,155,256,1
c005147-l391-2.x.x.x,242,391,2.x.x.x,320,320,152,320,1
c013098-l494-2.x.x.x,242,494,2.x.x.x,208,208,56,208,1
c004242-l368-1.x.x.x,242,368,1.x.x.x,352,352,244,352,1
c008319-l446-3.x.x.x,242,446,3.x.x.x,240,240,118,240,1
c005211-l393-unconditional,242,393,unconditional,320,320,215,320,1
c010969-l475-3.x.x.x,242,475,3.x.x.x,224,224,91,224,1
c012826-l492-1.x.x.x,242,492,1.x.x.x,208,208,110,208,1
c010060-l466-3.x.x.x,242,466,3.x.x.x,224,224,110,224,1
c013277-l496-unconditional,242,496,unconditional,208,208,118,208,1
c013429-l497-1.x.x.x,242,497,1.x.x.x,208,208,131,208,1
c002094-l294-3.x.x.x,243,294,3.x.x.x,144,144,93,144,1
c003177-l336-2.x.x.x,243,336,2.x.x.x,336,336,191,336,1
c001909-l286-unconditional,243,286,unconditional,576,576,405,576,1
c008279-l446-1.x.x.x,243,446,1.x.x.x,240,240,162,240,1
c003227-l338-1.x.x.x,243,338,1.x.x.x,416,416,305,416,1
c001816-l281-1.x.x.x,243,281,1.x.x.x,592,592,446,592,1
c008377-l447-1.x.x.x,243,447,1.x.x.x,240,240,147,240,1
c013278-l496-unconditional,243,496,unconditional,208,208,111,208,1
c011172-l477-3.x.x.x,243,477,3.x.x.x,208,208,95,208,1
c001943-l287-3.x.x.x,243,287,3.x.x.x,576,576,363,576,1
c010970-l475-3.x.x.x,243,475,3.x.x.x,224,224,98,224,1
c005061-l389-2.x.x.x,243,389,2.x.x.x,320,320,166,320,1
c006634-l422-unconditional,243,422,unconditional,272,272,168,272,1
c001748-l277-3.x.x.x,243,277,3.x.x.x,608,608,366,608,1
c002811-l323-3.x.x.x,243,323,3.x.x.x,464,464,281,464,1
c005631-l402-3.x.x.x,243,402,3.x.x.x,304,304,151,304,1
c013430-l497-1.x.x.x,243,497,1.x.x.x,208,128,78,144,0
c002812-l323-3.x.x.x,244,323,3.x.x.x,464,464,251,464,1
c001749-l277-3.x.x.x,244,277,3.x.x.x,608,608,374,608,1
c003990-l361-2.x.x.x,244,361,2.x.x.x,368,368,206,368,1
c001437-l259-3.x.x.x,244,259,3.x.x.x,400,400,247,400,1
c012109-l486-unconditional,244,486,unconditional,208,208,114,208,1
c007237-l431-3.x.x.x,244,431,3.x.x.x,256,256,129,256,1
c001944-l287-3.x.x.x,244,287,3.x.x.x,576,576,352,576,1
c013100-l494-2.x.x.x,244,494,2.x.x.x,208,208,50,208,1
c006209-l414-2.x.x.x,244,414,2.x.x.x,288,288,129,288,1
c013279-l496-unconditional,244,496,unconditional,208,208,107,208,1
c001024-l229-3.x.x.x,244,229,3.x.x.x,368,368,209,368,1
c013431-l497-1.x.x.x,244,497,1.x.x.x,208,208,122,208,1
c005624-l402-3.x.x.x,244,402,3.x.x.x,304,304,155,304,1
c007324-l433-unconditional,244,433,unconditional,256,256,145,256,1
c013806-l500-unconditional,244,500,unconditional,192,192,100,192,1
c005517-l400-1.x.x.x,244,400,1.x.x.x,304,304,215,304,1
c001910-l286-unconditional,244,286,unconditional,576,576,411,576,1
c010971-l475-3.x.x.x,244,475,3.x.x.x,224,224,96,224,1
c011731-l482-3.x.x.x,245,482,3.x.x.x,208,208,94,208,1
c013475-l497-2.x.x.x,245,497,2.x.x.x,192,192,51,192,1
c013280-l496-unconditional,245,496,unconditional,208,208,115,208,1
c002813-l323-3.x.x.x,245,323,3.x.x.x,464,464,265,464,1
c002945-l328-2.x.x.x,245,328,2.x.x.x,448,448,271,448,1
c001667-l273-1.x.x.x,245,273,1.x.x.x,624,624,481,624,1
c013101-l494-2.x.x.x,245,494,2.x.x.x,208,208,50,208,1
c013432-l497-1.x.x.x,245,497,1.x.x.x,208,208,124,208,1
c004628-l378-2.x.x.x,245,378,2.x.x.x,336,336,179,336,1
c007629-l437-1.x.x.x,245,437,1.x.x.x,256,256,159,256,1
c001126-l238-2.x.x.x,245,238,2.x.x.x,80,80,19,80,1
c006192-l414-1.x.x.x,245,414,1.x.x.x,288,288,199,288,1
c011683-l482-1.x.x.x,245,482,1.x.x.x,208,208,116,208,1
c008915-l454-unconditional,245,454,unconditional,240,240,121,240,1
c010972-l475-3.x.x.x,245,475,3.x.x.x,224,224,108,224,1
c006664-l422-2.x.x.x,245,422,2.x.x.x,272,272,125,272,1
c000331-l142-3.x.x.x,245,142,3.x.x.x,1472,1472,1083,1472,1
c012395-l488-2.x.x.x,245,488,2.x.x.x,208,208,69,208,1
c013670-l499-unconditional,246,499,unconditional,192,192,115,192,1
c012396-l488-2.x.x.x,246,488,2.x.x.x,208,208,62,208,1
c002946-l328-2.x.x.x,246,328,2.x.x.x,448,448,286,448,1
c009704-l463-unconditional,246,463,unconditional,224,224,134,224,1
c000779-l205-1.x.x.x,246,205,1.x.x.x,768,768,612,768,1
c011700-l482-2.x.x.x,246,482,2.x.x.x,208,208,78,208,1
c007630-l437-1.x.x.x,246,437,1.x.x.x,256,256,154,256,1
c004607-l378-unconditional,246,378,unconditional,336,336,213,336,1
c010973-l475-3.x.x.x,246,475,3.x.x.x,224,224,102,224,1
c013102-l494-2.x.x.x,246,494,2.x.x.x,208,208,57,208,1
c002814-l323-3.x.x.x,246,323,3.x.x.x,464,464,256,464,1
c004238-l368-1.x.x.x,246,368,1.x.x.x,352,352,241,352,1
c013281-l496-unconditional,246,496,unconditional,208,208,115,208,1
c001668-l273-1.x.x.x,246,273,1.x.x.x,624,624,482,624,1
c002601-l315-3.x.x.x,246,315,3.x.x.x,144,144,87,144,1
c006193-l414-1.x.x.x,246,414,1.x.x.x,288,288,193,288,1
c013433-l497-1.x.x.x,246,497,1.x.x.x,208,208,115,208,1
c008916-l454-unconditional,246,454,unconditional,240,240,140,240,1
c006194-l414-1.x.x.x,247,414,1.x.x.x,288,288,194,288,1
c002947-l328-2.x.x.x,247,328,2.x.x.x,448,448,284,448,1
c001669-l273-1.x.x.x,247,273,1.x.x.x,624,624,482,624,1
c009705-l463-unconditional,247,463,unconditional,224,224,129,224,1
c013434-l497-1.x.x.x,247,497,1.x.x.x,208,208,122,208,1
c008917-l454-unconditional,247,454,unconditional,240,240,125,240,1
c004651-l379-unconditional,247,379,unconditional,256,256,155,256,1
c002815-l323-3.x.x.x,247,323,3.x.x.x,464,464,245,464,1
c004239-l368-1.x.x.x,247,368,1.x.x.x,352,352,257,352,1
c013282-l496-unconditional,247,496,unconditional,208,208,118,208,1
c012397-l488-2.x.x.x,247,488,2.x.x.x,208,208,53,208,1
c011701-l482-2.x.x.x,247,482,2.x.x.x,208,208,67,208,1
c007631-l437-1.x.x.x,247,437,1.x.x.x,256,256,159,256,1
c010974-l475-3.x.x.x,247,475,3.x.x.x,224,224,93,224,1
c004608-l378-unconditional,247,378,unconditional,336,336,195,336,1
c013671-l499-unconditional,247,499,unconditional,192,192,118,192,1
c013103-l494-2.x.x.x,247,494,2.x.x.x,208,208,59,208,1
c001559-l267-unconditional,247,267,unconditional,192,192,132,192,1
c008582-l450-unconditional,248,450,unconditional,240,240,153,240,1
c007327-l433-unconditional,248,433,unconditional,256,256,165,256,1
c007668-l437-3.x.x.x,248,437,3.x.x.x,256,256,114,256,1
c012351-l488-1.x.x.x,248,488,1.x.x.x,208,208,126,208,1
c013283-l496-unconditional,248,496,unconditional,208,208,109,208,1
c013104-l494-2.x.x.x,248,494,2.x.x.x,208,208,65,208,1
c011213-l478-1.x.x.x,248,478,1.x.x.x,208,208,111,208,1
c010975-l475-3.x.x.x,248,475,3.x.x.x,224,224,103,224,1
c007246-l431-3.x.x.x,248,431,3.x.x.x,256,256,116,256,1
c012621-l490-2.x.x.x,248,490,2.x.x.x,208,208,63,208,1
c004767-l382-unconditional,248,382,unconditional,336,336,219,336,1
c012054-l485-3.x.x.x,248,485,3.x.x.x,208,208,81,208,1
c009394-l459-2.x.x.x,248,459,2.x.x.x,144,144,51,144,1
c000577-l180-unconditional,248,180,unconditional,512,512,388,512,1
c013435-l497-1.x.x.x,248,497,1.x.x.x,208,208,126,208,1
c001670-l273-1.x.x.x,248,273,1.x.x.x,624,624,469,624,1
c006966-l427-2.x.x.x,248,427,2.x.x.x,272,272,120,272,1
c002816-l323-3.x.x.x,248,323,3.x.x.x,464,464,263,464,1
c013284-l496-unconditional,249,496,unconditional,208,208,113,208,1
c000761-l203-unconditional,249,203,unconditional,816,816,612,816,1
c003922-l359-3.x.x.x,249,359,3.x.x.x,368,368,199,368,1
c012847-l492-1.x.x.x,249,492,1.x.x.x,208,208,123,208,1
c003144-l335-1.x.x.x,249,335,1.x.x.x,112,112,76,112,1
c002901-l327-unconditional,249,327,unconditional,448,448,308,448,1
c008283-l446-1.x.x.x,249,446,1.x.x.x,240,240,155,240,1
c010976-l475-3.x.x.x,249,475,3.x.x.x,224,224,105,224,1
c003981-l361-1.x.x.x,249,361,1.x.x.x,368,368,263,368,1
c013436-l497-1.x.x.x,249,497,1.x.x.x,208,208,122,208,1
c006205-l414-1.x.x.x,249,414,1.x.x.x,288,288,183,288,1
c001009-l228-2.x.x.x,249,228,2.x.x.x,848,848,259,848,1
c013105-l494-2.x.x.x,249,494,2.x.x.x,208,208,65,208,1
c012084-l485-3.x.x.x,249,485,3.x.x.x,208,208,96,208,1
c011176-l477-3.x.x.x,249,477,3.x.x.x,208,208,95,208,1
c003536-l348-unconditional,249,348,unconditional,400,400,255,400,1
c012427-l488-3.x.x.x,249,488,3.x.x.x,208,208,91,208,1
c008381-l447-1.x.x.x,249,447,1.x.x.x,240,240,158,240,1
c003533-l348-unconditional,250,348,unconditional,400,400,260,400,1
c012075-l485-3.x.x.x,250,485,3.x.x.x,208,208,91,208,1
c013437-l497-1.x.x.x,250,497,1.x.x.x,208,208,127,208,1
c012839-l492-1.x.x.x,250,492,1.x.x.x,208,208,133,208,1
c004077-l363-3.x.x.x,250,363,3.x.x.x,80,80,42,80,1
c007746-l439-unconditional,250,439,unconditional,256,256,141,256,1
c001199-l244-unconditional,250,244,unconditional,752,752,531,752,1
c012347-l488-1.x.x.x,250,488,1.x.x.x,208,208,121,208,1
c013694-l499-1.x.x.x,250,499,1.x.x.x,192,192,104,192,1
c010977-l475-3.x.x.x,250,475,3.x.x.x,224,224,86,224,1
c000295-l133-3.x.x.x,250,133,3.x.x.x,1440,1440,1030,1440,1
c004622-l378-1.x.x.x,250,378,1.x.x.x,336,336,215,336,1
c009701-l462-3.x.x.x,250,462,3.x.x.x,224,224,113,224,1
c004375-l372-unconditional,250,372,unconditional,352,352,250,352,1
c008414-l447-3.x.x.x,250,447,3.x.x.x,240,240,123,240,1
c013106-l494-2.x.x.x,250,494,2.x.x.x,208,208,70,208,1
c010290-l469-unconditional,250,469,unconditional,224,224,136,224,1
c013285-l496-unconditional,250,496,unconditional,208,208,112,208,1
c013438-l497-1.x.x.x,251,497,1.x.x.x,208,208,121,208,1
c007901-l441-unconditional,251,441,unconditional,256,256,142,256,1
c004329-l370-3.x.x.x,251,370,3.x.x.x,352,352,197,352,1
c013154-l494-3.x.x.x,251,494,3.x.x.x,176,176,91,176,1
c012570-l490-unconditional,251,490,unconditional,208,208,116,208,1
c013606-l498-2.x.x.x,251,498,2.x.x.x,192,192,50,192,1
c008338-l446-3.x.x.x,251,446,3.x.x.x,48,48,20,48,1
c001175-l242-1.x.x.x,251,242,1.x.x.x,768,768,585,768,1
c013286-l496-unconditional,251,496,unconditional,208,208,112,208,1
c003039-l331-3.x.x.x,251,331,3.x.x.x,432,432,226,432,1
c012036-l485-2.x.x.x,251,485,2.x.x.x,208,208,59,208,1
