case,worker,length,condition,generated,refolded,quality_pass,sequences_saved,complete
c008399-l447-3.x.x.x,109,447,3.x.x.x,240,240,107,240,1
c012343-l488-1.x.x.x,109,488,1.x.x.x,208,208,127,208,1
c013481-l497-3.x.x.x,109,497,3.x.x.x,208,208,90,208,1
c004765-l382-unconditional,109,382,unconditional,336,336,217,336,1
c007666-l437-3.x.x.x,109,437,3.x.x.x,256,256,120,256,1
c012619-l490-2.x.x.x,109,490,2.x.x.x,208,208,58,208,1
c013786-l499-3.x.x.x,109,499,3.x.x.x,192,192,82,192,1
c002674-l318-2.x.x.x,109,318,2.x.x.x,480,480,299,480,1
c012859-l492-2.x.x.x,109,492,2.x.x.x,208,208,68,208,1
c004616-l378-1.x.x.x,109,378,1.x.x.x,336,336,229,336,1
c009216-l457-2.x.x.x,109,457,2.x.x.x,240,240,83,240,1
c002441-l309-2.x.x.x,109,309,2.x.x.x,512,512,325,512,1
c012064-l485-3.x.x.x,109,485,3.x.x.x,208,208,93,208,1
c000003-l60-3.x.x.x,109,60,3.x.x.x,928,928,790,928,1
c001214-l245-unconditional,109,245,unconditional,752,752,524,752,1
c012837-l492-1.x.x.x,109,492,1.x.x.x,208,208,116,208,1
c009684-l462-3.x.x.x,109,462,3.x.x.x,224,224,104,224,1
c001200-l244-unconditional,110,244,unconditional,752,752,527,752,1
c013482-l497-3.x.x.x,110,497,3.x.x.x,208,208,88,208,1
c012840-l492-1.x.x.x,110,492,1.x.x.x,208,208,135,208,1
c003534-l348-unconditional,110,348,unconditional,400,400,273,400,1
c010291-l469-unconditional,110,469,unconditional,224,224,126,224,1
c013743-l499-3.x.x.x,110,499,3.x.x.x,192,192,72,192,1
c012076-l485-3.x.x.x,110,485,3.x.x.x,208,208,92,208,1
c007747-l439-unconditional,110,439,unconditional,256,256,153,256,1
c007993-l442-1.x.x.x,110,442,1.x.x.x,256,256,168,256,1
c004376-l372-unconditional,110,372,unconditional,352,352,253,352,1
c001215-l245-unconditional,110,245,unconditional,752,752,526,752,1
c009661-l462-2.x.x.x,110,462,2.x.x.x,224,224,71,224,1
c003165-l336-1.x.x.x,110,336,1.x.x.x,432,432,295,432,1
c008416-l447-3.x.x.x,110,447,3.x.x.x,240,240,119,240,1
c012348-l488-1.x.x.x,110,488,1.x.x.x,208,208,117,208,1
c004274-l369-unconditional,110,369,unconditional,288,288,176,288,1
c000884-l217-unconditional,110,217,unconditional,224,224,161,224,1
c004623-l378-1.x.x.x,110,378,1.x.x.x,336,336,239,336,1
c004095-l364-1.x.x.x,111,364,1.x.x.x,368,368,269,368,1
c002963-l329-unconditional,111,329,unconditional,448,448,292,448,1
c012416-l488-3.x.x.x,111,488,3.x.x.x,208,208,98,208,1
c008748-l452-unconditional,111,452,unconditional,240,240,127,240,1
c001374-l255-3.x.x.x,111,255,3.x.x.x,704,704,427,704,1
c000237-l119-1.x.x.x,111,119,1.x.x.x,1152,1152,970,1152,1
c013483-l497-3.x.x.x,111,497,3.x.x.x,208,208,98,208,1
c002616-l316-1.x.x.x,111,316,1.x.x.x,480,480,359,480,1
c011531-l481-unconditional,111,481,unconditional,208,208,124,208,1
c005516-l400-1.x.x.x,111,400,1.x.x.x,304,304,210,304,1
c003595-l350-unconditional,111,350,unconditional,400,400,280,400,1
c007885-l440-3.x.x.x,111,440,3.x.x.x,256,256,127,256,1
c001733-l276-3.x.x.x,111,276,3.x.x.x,272,272,174,272,1
c013855-l500-1.x.x.x,111,500,1.x.x.x,192,192,113,192,1
c004882-l385-unconditional,111,385,unconditional,336,336,234,336,1
c005202-l393-unconditional,111,393,unconditional,320,320,202,320,1
c011764-l483-unconditional,111,483,unconditional,208,208,111,208,1
c007517-l435-3.x.x.x,111,435,3.x.x.x,256,256,115,256,1
c008921-l454-unconditional,112,454,unconditional,240,240,128,240,1
c001375-l255-3.x.x.x,112,255,3.x.x.x,704,704,434,704,1
c004314-l370-1.x.x.x,112,370,1.x.x.x,352,352,239,352,1
c007522-l435-3.x.x.x,112,435,3.x.x.x,256,256,117,256,1
c001926-l287-unconditional,112,287,unconditional,576,576,415,576,1
c013545-l498-1.x.x.x,112,498,1.x.x.x,192,192,103,192,1
c000469-l166-1.x.x.x,112,166,1.x.x.x,160,160,132,160,1
c006509-l420-unconditional,112,420,unconditional,272,272,166,272,1
c006198-l414-1.x.x.x,112,414,1.x.x.x,288,288,192,288,1
c000492-l169-2.x.x.x,112,169,2.x.x.x,1312,1312,580,1312,1
c012419-l488-3.x.x.x,112,488,3.x.x.x,208,208,95,208,1
c006985-l427-3.x.x.x,112,427,3.x.x.x,272,272,140,272,1
c005522-l400-1.x.x.x,112,400,1.x.x.x,304,304,213,304,1
c004883-l385-unconditional,112,385,unconditional,336,336,194,336,1
c013484-l497-3.x.x.x,112,497,3.x.x.x,208,208,95,208,1
c008335-l446-3.x.x.x,112,446,3.x.x.x,240,240,95,240,1
c003237-l338-2.x.x.x,112,338,2.x.x.x,384,384,226,384,1
c003596-l350-unconditional,112,350,unconditional,400,400,271,400,1
c012854-l492-1.x.x.x,113,492,1.x.x.x,208,208,116,208,1
c007460-l435-unconditional,113,435,unconditional,256,256,146,256,1
c000494-l169-3.x.x.x,113,169,3.x.x.x,1312,1312,885,1312,1
c000606-l183-3.x.x.x,113,183,3.x.x.x,1184,1184,782,1184,1
c001486-l262-3.x.x.x,113,262,3.x.x.x,496,496,301,496,1
c008756-l452-unconditional,113,452,unconditional,240,240,140,240,1
c001376-l255-3.x.x.x,113,255,3.x.x.x,704,704,428,704,1
c004884-l385-unconditional,113,385,unconditional,336,336,208,336,1
c009709-l463-unconditional,113,463,unconditional,224,224,133,224,1
c005034-l389-unconditional,113,389,unconditional,320,320,213,320,1
c013485-l497-3.x.x.x,113,497,3.x.x.x,208,208,94,208,1
c000007-l61-3.x.x.x,113,61,3.x.x.x,928,928,787,928,1
c009789-l463-3.x.x.x,113,463,3.x.x.x,224,224,120,224,1
c003597-l350-unconditional,113,350,unconditional,400,400,261,400,1
c006766-l424-1.x.x.x,113,424,1.x.x.x,272,272,188,272,1
c001730-l276-3.x.x.x,113,276,3.x.x.x,608,608,356,608,1
c006984-l427-3.x.x.x,113,427,3.x.x.x,272,272,119,272,1
c013675-l499-unconditional,113,499,unconditional,192,192,103,192,1
c001554-l266-3.x.x.x,114,266,3.x.x.x,592,592,364,592,1
c013538-l498-unconditional,114,498,unconditional,192,192,116,192,1
c013486-l497-3.x.x.x,114,497,3.x.x.x,208,208,98,208,1
c012387-l488-2.x.x.x,114,488,2.x.x.x,208,208,56,208,1
c007621-l437-1.x.x.x,114,437,1.x.x.x,256,256,162,256,1
c003614-l350-2.x.x.x,114,350,2.x.x.x,400,400,237,400,1
c010041-l466-2.x.x.x,114,466,2.x.x.x,224,224,64,224,1
c007496-l435-1.x.x.x,114,435,1.x.x.x,256,256,171,256,1
c009165-l457-unconditional,114,457,unconditional,240,240,136,240,1
c002557-l314-1.x.x.x,114,314,1.x.x.x,496,496,367,496,1
c001717-l276-unconditional,114,276,unconditional,608,608,444,608,1
c011712-l482-3.x.x.x,114,482,3.x.x.x,208,208,75,208,1
c003537-l348-unconditional,114,348,unconditional,400,400,274,400,1
c009192-l457-1.x.x.x,114,457,1.x.x.x,240,240,134,240,1
c005205-l393-unconditional,114,393,unconditional,320,320,204,320,1
c002515-l312-2.x.x.x,114,312,2.x.x.x,496,496,328,496,1
c006911-l426-2.x.x.x,114,426,2.x.x.x,32,32,19,32,1
c011664-l482-1.x.x.x,114,482,1.x.x.x,208,208,128,208,1
c013815-l500-1.x.x.x,115,500,1.x.x.x,192,192,117,192,1
c001815-l281-1.x.x.x,115,281,1.x.x.x,592,592,441,592,1
c009193-l457-1.x.x.x,115,457,1.x.x.x,240,240,151,240,1
c009166-l457-unconditional,115,457,unconditional,240,240,125,240,1
c001030-l230-1.x.x.x,115,230,1.x.x.x,544,544,422,544,1
c001581-l268-1.x.x.x,115,268,1.x.x.x,240,240,187,240,1
c002558-l314-1.x.x.x,115,314,1.x.x.x,496,496,369,496,1
c006537-l420-1.x.x.x,115,420,1.x.x.x,272,272,189,272,1
c003615-l350-2.x.x.x,115,350,2.x.x.x,400,400,233,400,1
c005629-l402-3.x.x.x,115,402,3.x.x.x,304,304,147,304,1
c001908-l286-unconditional,115,286,unconditional,576,576,397,576,1
c001747-l277-3.x.x.x,115,277,3.x.x.x,608,608,366,608,1
c006011-l410-3.x.x.x,115,410,3.x.x.x,288,288,143,288,1
c013487-l497-3.x.x.x,115,497,3.x.x.x,208,208,103,208,1
c007211-l431-1.x.x.x,115,431,1.x.x.x,256,256,175,256,1
c003538-l348-unconditional,115,348,unconditional,400,400,269,400,1
c003225-l338-1.x.x.x,115,338,1.x.x.x,416,416,296,416,1
c004258-l368-3.x.x.x,115,368,3.x.x.x,352,352,179,352,1
c013488-l497-3.x.x.x,116,497,3.x.x.x,208,208,92,208,1
c009167-l457-unconditional,116,457,unconditional,240,240,137,240,1
c007474-l435-unconditional,116,435,unconditional,256,256,152,256,1
c007272-l432-1.x.x.x,116,432,1.x.x.x,256,256,164,256,1
c012624-l490-2.x.x.x,116,490,2.x.x.x,208,208,66,208,1
c002513-l312-2.x.x.x,116,312,2.x.x.x,496,496,324,496,1
c007671-l437-3.x.x.x,116,437,3.x.x.x,256,256,123,256,1
c003616-l350-2.x.x.x,116,350,2.x.x.x,400,400,217,400,1
c011744-l482-3.x.x.x,116,482,3.x.x.x,208,208,87,208,1
c012378-l488-1.x.x.x,116,488,1.x.x.x,208,208,130,208,1
c001941-l287-3.x.x.x,116,287,3.x.x.x,576,576,317,576,1
c002559-l314-1.x.x.x,116,314,1.x.x.x,496,496,362,496,1
c004348-l371-unconditional,116,371,unconditional,320,320,216,320,1
c009194-l457-1.x.x.x,116,457,1.x.x.x,240,240,146,240,1
c013566-l498-1.x.x.x,116,498,1.x.x.x,192,192,120,192,1
c006020-l411-unconditional,116,411,unconditional,288,288,179,288,1
c008883-l453-2.x.x.x,116,453,2.x.x.x,32,32,14,32,1
c010479-l471-unconditional,116,471,unconditional,224,224,124,224,1
c002514-l312-2.x.x.x,117,312,2.x.x.x,496,496,335,496,1
c009168-l457-unconditional,117,457,unconditional,240,240,135,240,1
c010480-l471-unconditional,117,471,unconditional,224,224,114,224,1
c011674-l482-1.x.x.x,117,482,1.x.x.x,208,208,124,208,1
c012625-l490-2.x.x.x,117,490,2.x.x.x,208,208,64,208,1
c009195-l457-1.x.x.x,117,457,1.x.x.x,240,240,152,240,1
c013466-l497-2.x.x.x,117,497,2.x.x.x,192,192,60,192,1
c001491-l263-unconditional,117,263,unconditional,64,64,48,64,1
c011722-l482-3.x.x.x,117,482,3.x.x.x,208,208,83,208,1
c001942-l287-3.x.x.x,117,287,3.x.x.x,576,576,358,576,1
c002560-l314-1.x.x.x,117,314,1.x.x.x,496,496,360,496,1
c010045-l466-2.x.x.x,117,466,2.x.x.x,224,224,70,224,1
c010279-l469-unconditional,117,469,unconditional,224,224,122,224,1
c005559-l401-unconditional,117,401,unconditional,288,288,186,288,1
c003617-l350-2.x.x.x,117,350,2.x.x.x,400,400,219,400,1
c013489-l497-3.x.x.x,117,497,3.x.x.x,208,208,90,208,1
c006784-l424-2.x.x.x,117,424,2.x.x.x,272,272,115,272,1
c007504-l435-2.x.x.x,117,435,2.x.x.x,256,256,98,256,1
c005121-l391-unconditional,118,391,unconditional,320,320,200,320,1
c008352-l447-unconditional,118,447,unconditional,240,240,141,240,1
c004696-l380-1.x.x.x,118,380,1.x.x.x,336,336,219,336,1
c008325-l446-3.x.x.x,118,446,3.x.x.x,240,240,111,240,1
c013490-l497-3.x.x.x,118,497,3.x.x.x,208,208,100,208,1
c000544-l176-unconditional,118,176,unconditional,1248,1248,937,1248,1
c001807-l281-unconditional,118,281,unconditional,592,592,415,592,1
c009174-l457-unconditional,118,457,unconditional,240,240,132,240,1
c004247-l368-1.x.x.x,118,368,1.x.x.x,352,352,247,352,1
c003994-l361-2.x.x.x,118,361,2.x.x.x,96,96,59,96,1
c006958-l427-1.x.x.x,118,427,1.x.x.x,272,272,185,272,1
c002932-l328-unconditional,118,328,unconditional,448,448,303,448,1
c005371-l397-unconditional,118,397,unconditional,320,320,207,320,1
c010065-l466-3.x.x.x,118,466,3.x.x.x,224,224,113,224,1
c011169-l477-3.x.x.x,118,477,3.x.x.x,208,208,94,208,1
c001764-l278-2.x.x.x,118,278,2.x.x.x,480,480,312,480,1
c012668-l490-3.x.x.x,118,490,3.x.x.x,208,208,94,208,1
c002561-l314-1.x.x.x,118,314,1.x.x.x,496,496,364,496,1
c007602-l437-unconditional,119,437,unconditional,256,256,144,256,1
c012603-l490-1.x.x.x,119,490,1.x.x.x,208,208,119,208,1
c002562-l314-1.x.x.x,119,314,1.x.x.x,496,496,367,496,1
c011840-l483-3.x.x.x,119,483,3.x.x.x,208,208,81,208,1
c009074-l455-3.x.x.x,119,455,3.x.x.x,240,240,101,240,1
c008256-l445-3.x.x.x,119,445,3.x.x.x,240,240,115,240,1
c012897-l492-3.x.x.x,119,492,3.x.x.x,208,208,73,208,1
c000130-l92-2.x.x.x,119,92,2.x.x.x,896,896,672,896,1
c009566-l461-1.x.x.x,119,461,1.x.x.x,160,160,101,160,1
c010303-l469-1.x.x.x,119,469,1.x.x.x,224,224,134,224,1
c009172-l457-unconditional,119,457,unconditional,240,240,139,240,1
c013491-l497-3.x.x.x,119,497,3.x.x.x,208,208,80,208,1
c005549-l401-unconditional,119,401,unconditional,304,304,179,304,1
c011289-l478-3.x.x.x,119,478,3.x.x.x,208,208,96,208,1
c010525-l471-1.x.x.x,119,471,1.x.x.x,224,224,128,224,1
c005984-l410-1.x.x.x,119,410,1.x.x.x,288,288,190,288,1
c005372-l397-unconditional,119,397,unconditional,320,320,191,320,1
c001011-l228-3.x.x.x,119,228,3.x.x.x,848,848,522,848,1
c010654-l472-3.x.x.x,120,472,3.x.x.x,224,224,104,224,1
c001348-l254-unconditional,120,254,unconditional,704,704,519,704,1
c002579-l315-unconditional,120,315,unconditional,480,480,322,480,1
c011325-l479-1.x.x.x,120,479,1.x.x.x,208,208,126,208,1
c010436-l470-2.x.x.x,120,470,2.x.x.x,224,224,74,224,1
c000385-l153-3.x.x.x,120,153,3.x.x.x,32,32,21,32,1
c010777-l474-unconditional,120,474,unconditional,224,224,133,224,1
c003838-l357-unconditional,120,357,unconditional,176,176,112,176,1
c013492-l497-3.x.x.x,120,497,3.x.x.x,208,208,87,208,1
c000584-l181-unconditional,120,181,unconditional,1216,1216,950,1216,1
c003969-l361-unconditional,120,361,unconditional,368,368,244,368,1
c002107-l295-2.x.x.x,120,295,2.x.x.x,560,560,369,560,1
c012145-l486-1.x.x.x,120,486,1.x.x.x,208,208,131,208,1
c000707-l196-1.x.x.x,120,196,1.x.x.x,608,608,484,608,1
c001398-l257-1.x.x.x,120,257,1.x.x.x,688,688,529,688,1
c009604-l461-3.x.x.x,120,461,3.x.x.x,224,224,87,224,1
c005712-l404-2.x.x.x,120,404,2.x.x.x,304,304,132,304,1
c009848-l464-1.x.x.x,120,464,1.x.x.x,224,224,144,224,1
c008531-l449-1.x.x.x,120,449,1.x.x.x,240,240,155,240,1
c003110-l334-1.x.x.x,121,334,1.x.x.x,432,432,310,432,1
c000771-l204-1.x.x.x,121,204,1.x.x.x,736,736,592,736,1
c005780-l406-unconditional,121,406,unconditional,304,304,196,304,1
c005556-l401-unconditional,121,401,unconditional,304,304,203,304,1
c011847-l483-3.x.x.x,121,483,3.x.x.x,208,208,91,208,1
c008229-l445-2.x.x.x,121,445,2.x.x.x,240,240,99,240,1
c007767-l439-1.x.x.x,121,439,1.x.x.x,256,256,157,256,1
c013907-l500-3.x.x.x,121,500,3.x.x.x,192,192,86,192,1
c002488-l311-2.x.x.x,121,311,2.x.x.x,496,496,308,496,1
c005991-l410-1.x.x.x,121,410,1.x.x.x,288,288,189,288,1
c007609-l437-unconditional,121,437,unconditional,256,256,156,256,1
c009305-l458-2.x.x.x,121,458,2.x.x.x,240,240,91,240,1
c002342-l305-1.x.x.x,121,305,1.x.x.x,176,176,135,176,1
c010840-l474-2.x.x.x,121,474,2.x.x.x,224,224,78,224,1
c008796-l452-2.x.x.x,121,452,2.x.x.x,240,240,93,240,1
c013493-l497-3.x.x.x,121,497,3.x.x.x,208,208,91,208,1
c006289-l416-unconditional,121,416,unconditional,288,288,173,288,1
c006426-l418-2.x.x.x,121,418,2.x.x.x,288,288,123,288,1
c013494-l497-3.x.x.x,122,497,3.x.x.x,208,208,81,208,1
c005557-l401-unconditional,122,401,unconditional,304,304,204,304,1
c006290-l416-unconditional,122,416,unconditional,288,288,180,288,1
c006427-l418-2.x.x.x,122,418,2.x.x.x,288,288,140,288,1
c010841-l474-2.x.x.x,122,474,2.x.x.x,224,224,78,224,1
c013908-l500-3.x.x.x,122,500,3.x.x.x,192,192,91,192,1
c008230-l445-2.x.x.x,122,445,2.x.x.x,240,240,103,240,1
c005781-l406-unconditional,122,406,unconditional,304,304,190,304,1
c002920-l327-2.x.x.x,122,327,2.x.x.x,320,320,196,320,1
c007610-l437-unconditional,122,437,unconditional,256,256,166,256,1
c003111-l334-1.x.x.x,122,334,1.x.x.x,432,432,307,432,1
c011848-l483-3.x.x.x,122,483,3.x.x.x,208,208,95,208,1
c005992-l410-1.x.x.x,122,410,1.x.x.x,288,288,189,288,1
c007768-l439-1.x.x.x,122,439,1.x.x.x,256,256,171,256,1
c006447-l418-3.x.x.x,122,418,3.x.x.x,96,96,41,96,1
c009306-l458-2.x.x.x,122,458,2.x.x.x,240,240,93,240,1
c002489-l311-2.x.x.x,122,311,2.x.x.x,496,496,309,496,1
c008797-l452-2.x.x.x,122,452,2.x.x.x,240,240,87,240,1
c006114-l412-3.x.x.x,123,412,3.x.x.x,288,288,134,288,1
c012752-l491-2.x.x.x,123,491,2.x.x.x,16,16,6,16,1
c013495-l497-3.x.x.x,123,497,3.x.x.x,208,208,89,208,1
c006428-l418-2.x.x.x,123,418,2.x.x.x,288,288,132,288,1
c002779-l322-1.x.x.x,123,322,1.x.x.x,224,224,173,224,1
c012050-l485-2.x.x.x,123,485,2.x.x.x,112,112,35,112,1
c008610-l450-1.x.x.x,123,450,1.x.x.x,240,240,156,240,1
c004141-l365-2.x.x.x,123,365,2.x.x.x,368,368,193,368,1
c002101-l295-1.x.x.x,123,295,1.x.x.x,560,560,435,560,1
c003815-l356-2.x.x.x,123,356,2.x.x.x,384,384,214,384,1
c007788-l439-2.x.x.x,123,439,2.x.x.x,256,256,105,256,1
c001145-l240-unconditional,123,240,unconditional,768,768,542,768,1
c011509-l480-3.x.x.x,123,480,3.x.x.x,208,208,86,208,1
c003242-l338-3.x.x.x,123,338,3.x.x.x,416,416,244,416,1
c011979-l485-unconditional,123,485,unconditional,208,208,112,208,1
c012645-l490-3.x.x.x,123,490,3.x.x.x,208,208,86,208,1
c009818-l464-1.x.x.x,123,464,1.x.x.x,224,224,141,224,1
c003152-l335-3.x.x.x,123,335,3.x.x.x,432,432,243,432,1
c009501-l460-3.x.x.x,123,460,3.x.x.x,224,224,91,224,1
c006429-l418-2.x.x.x,124,418,2.x.x.x,288,288,109,288,1
c006085-l412-unconditional,124,412,unconditional,160,160,93,160,1
c001107-l237-unconditional,124,237,unconditional,16,16,12,16,1
c002950-l328-3.x.x.x,124,328,3.x.x.x,448,448,237,448,1
c011475-l480-2.x.x.x,124,480,2.x.x.x,208,208,72,208,1
c000222-l115-2.x.x.x,124,115,2.x.x.x,960,960,602,960,1
c003443-l345-1.x.x.x,124,345,1.x.x.x,400,400,292,400,1
c013496-l497-3.x.x.x,124,497,3.x.x.x,208,208,94,208,1
c002102-l295-1.x.x.x,124,295,1.x.x.x,560,560,416,560,1
c006054-l411-2.x.x.x,124,411,2.x.x.x,288,288,128,288,1
c005625-l402-3.x.x.x,124,402,3.x.x.x,304,304,158,304,1
c002165-l298-unconditional,124,298,unconditional,544,544,392,544,1
c001906-l286-unconditional,124,286,unconditional,576,576,437,576,1
c001813-l281-1.x.x.x,124,281,1.x.x.x,592,592,443,592,1
c001356-l254-2.x.x.x,124,254,2.x.x.x,704,704,475,704,1
c008549-l449-2.x.x.x,124,449,2.x.x.x,240,240,97,240,1
c011806-l483-1.x.x.x,124,483,1.x.x.x,208,208,124,208,1
c003153-l335-3.x.x.x,124,335,3.x.x.x,432,432,221,432,1
c009479-l460-2.x.x.x,124,460,2.x.x.x,224,224,72,224,1
c011285-l478-3.x.x.x,125,478,3.x.x.x,208,208,96,208,1
c008252-l445-3.x.x.x,125,445,3.x.x.x,240,240,121,240,1
c013497-l497-3.x.x.x,125,497,3.x.x.x,208,208,89,208,1
c003154-l335-3.x.x.x,125,335,3.x.x.x,432,432,229,432,1
c005626-l402-3.x.x.x,125,402,3.x.x.x,304,304,150,304,1
c002744-l321-unconditional,125,321,unconditional,320,320,222,320,1
c002951-l328-3.x.x.x,125,328,3.x.x.x,448,448,242,448,1
c002166-l298-unconditional,125,298,unconditional,544,544,381,544,1
c001814-l281-1.x.x.x,125,281,1.x.x.x,592,592,440,592,1
c005917-l409-unconditional,125,409,unconditional,288,288,169,288,1
c000039-l69-3.x.x.x,125,69,3.x.x.x,1024,1024,837,1024,1
c006055-l411-2.x.x.x,125,411,2.x.x.x,288,288,117,288,1
c001357-l254-2.x.x.x,125,254,2.x.x.x,704,704,480,704,1
c002103-l295-1.x.x.x,125,295,1.x.x.x,560,560,425,560,1
c008550-l449-2.x.x.x,125,449,2.x.x.x,240,240,87,240,1
c006430-l418-2.x.x.x,125,418,2.x.x.x,288,288,125,288,1
c003444-l345-1.x.x.x,125,345,1.x.x.x,400,400,280,400,1
c001907-l286-unconditional,125,286,unconditional,576,576,403,576,1
c000811-l209-1.x.x.x,126,209,1.x.x.x,880,880,693,880,1
c000608-l184-unconditional,126,184,unconditional,1184,1184,907,1184,1
c007281-l432-1.x.x.x,126,432,1.x.x.x,256,256,156,256,1
c006681-l422-3.x.x.x,126,422,3.x.x.x,272,272,124,272,1
c003155-l335-3.x.x.x,126,335,3.x.x.x,432,432,223,432,1
c010477-l471-unconditional,126,471,unconditional,224,224,112,224,1
c013580-l498-1.x.x.x,126,498,1.x.x.x,192,192,117,192,1
c005737-l405-unconditional,126,405,unconditional,304,304,179,304,1
c000465-l165-3.x.x.x,126,165,3.x.x.x,192,192,137,192,1
c002949-l328-3.x.x.x,126,328,3.x.x.x,448,448,262,448,1
c009761-l463-2.x.x.x,126,463,2.x.x.x,224,224,76,224,1
c007669-l437-3.x.x.x,126,437,3.x.x.x,256,256,120,256,1
c012376-l488-1.x.x.x,126,488,1.x.x.x,208,208,122,208,1
c006431-l418-2.x.x.x,126,418,2.x.x.x,288,288,121,288,1
c012622-l490-2.x.x.x,126,490,2.x.x.x,208,208,58,208,1
c013498-l497-3.x.x.x,126,497,3.x.x.x,208,208,99,208,1
c010020-l466-1.x.x.x,126,466,1.x.x.x,224,224,128,224,1
c002104-l295-1.x.x.x,126,295,1.x.x.x,560,560,424,560,1
c013499-l497-3.x.x.x,127,497,3.x.x.x,208,208,114,208,1
c011324-l479-1.x.x.x,127,479,1.x.x.x,208,208,124,208,1
c000025-l66-1.x.x.x,127,66,1.x.x.x,1408,1408,1235,1408,1
c002496-l311-3.x.x.x,127,311,3.x.x.x,496,496,275,496,1
c000262-l125-2.x.x.x,127,125,2.x.x.x,1024,1024,600,1024,1
c008054-l443-1.x.x.x,127,443,1.x.x.x,256,256,155,256,1
c004131-l365-1.x.x.x,127,365,1.x.x.x,368,368,263,368,1
c003116-l334-2.x.x.x,127,334,2.x.x.x,432,432,250,432,1
c000355-l148-unconditional,127,148,unconditional,64,64,50,64,1
c010435-l470-2.x.x.x,127,470,2.x.x.x,224,224,75,224,1
c003968-l361-unconditional,127,361,unconditional,368,368,248,368,1
c008530-l449-1.x.x.x,127,449,1.x.x.x,240,240,154,240,1
c002578-l315-unconditional,127,315,unconditional,480,480,341,480,1
c012144-l486-1.x.x.x,127,486,1.x.x.x,208,208,121,208,1
c009847-l464-1.x.x.x,127,464,1.x.x.x,224,224,140,224,1
c013070-l494-1.x.x.x,127,494,1.x.x.x,208,208,124,208,1
c009603-l461-3.x.x.x,127,461,3.x.x.x,224,224,100,224,1
c000578-l180-1.x.x.x,127,180,1.x.x.x,1216,1216,977,1216,1
c008084-l443-3.x.x.x,127,443,3.x.x.x,256,256,121,256,1
c003308-l341-unconditional,128,341,unconditional,416,416,292,416,1
c013071-l494-1.x.x.x,128,494,1.x.x.x,208,208,132,208,1
c008884-l453-3.x.x.x,128,453,3.x.x.x,240,240,125,240,1
c006161-l413-2.x.x.x,128,413,2.x.x.x,256,256,115,256,1
c006498-l419-3.x.x.x,128,419,3.x.x.x,272,272,145,272,1
c007796-l439-3.x.x.x,128,439,3.x.x.x,256,256,127,256,1
c001737-l277-unconditional,128,277,unconditional,608,608,420,608,1
c013621-l498-3.x.x.x,128,498,3.x.x.x,192,192,90,192,1
c010086-l467-unconditional,128,467,unconditional,224,224,130,224,1
c013500-l497-3.x.x.x,128,497,3.x.x.x,208,208,83,208,1
c008055-l443-1.x.x.x,128,443,1.x.x.x,256,256,164,256,1
c008085-l443-3.x.x.x,128,443,3.x.x.x,256,256,125,256,1
c008729-l451-3.x.x.x,128,451,3.x.x.x,240,240,113,240,1
c004132-l365-1.x.x.x,128,365,1.x.x.x,368,368,252,368,1
c005155-l391-3.x.x.x,128,391,3.x.x.x,320,320,157,320,1
c012043-l485-2.x.x.x,128,485,2.x.x.x,208,208,64,208,1
c013856-l500-1.x.x.x,128,500,1.x.x.x,32,32,16,32,1
c009782-l463-3.x.x.x,128,463,3.x.x.x,224,224,97,224,1
c008086-l443-3.x.x.x,129,443,3.x.x.x,256,256,120,256,1
c008056-l443-1.x.x.x,129,443,1.x.x.x,256,256,169,256,1
c009476-l460-2.x.x.x,129,460,2.x.x.x,224,224,84,224,1
c011472-l480-2.x.x.x,129,480,2.x.x.x,208,208,95,208,1
c004133-l365-1.x.x.x,129,365,1.x.x.x,368,368,285,368,1
c006841-l425-1.x.x.x,129,425,1.x.x.x,128,128,84,128,1
c013501-l497-3.x.x.x,129,497,3.x.x.x,208,208,75,208,1
c000378-l152-3.x.x.x,129,152,3.x.x.x,1472,1472,1037,1472,1
c011803-l483-1.x.x.x,129,483,1.x.x.x,208,208,113,208,1
c010431-l470-2.x.x.x,129,470,2.x.x.x,224,224,76,224,1
c012335-l488-unconditional,129,488,unconditional,208,208,102,208,1
c002278-l302-3.x.x.x,129,302,3.x.x.x,528,528,299,528,1
c012136-l486-1.x.x.x,129,486,1.x.x.x,208,208,112,208,1
c006138-l413-unconditional,129,413,unconditional,160,160,93,160,1
c003309-l341-unconditional,129,341,unconditional,416,416,269,416,1
c008546-l449-2.x.x.x,129,449,2.x.x.x,240,240,89,240,1
c003046-l332-unconditional,129,332,unconditional,432,432,286,432,1
c013072-l494-1.x.x.x,129,494,1.x.x.x,208,208,127,208,1
c013073-l494-1.x.x.x,130,494,1.x.x.x,208,208,128,208,1
c005603-l402-unconditional,130,402,unconditional,304,304,174,304,1
c008057-l443-1.x.x.x,130,443,1.x.x.x,256,256,165,256,1
c013502-l497-3.x.x.x,130,497,3.x.x.x,208,208,93,208,1
c003310-l341-unconditional,130,341,unconditional,416,416,274,416,1
c004632-l378-3.x.x.x,130,378,3.x.x.x,336,336,167,336,1
c007320-l433-unconditional,130,433,unconditional,256,256,150,256,1
c011236-l478-1.x.x.x,130,478,1.x.x.x,208,208,120,208,1
c006017-l410-3.x.x.x,130,410,3.x.x.x,288,288,132,288,1
c004134-l365-1.x.x.x,130,365,1.x.x.x,368,368,271,368,1
c000282-l130-2.x.x.x,130,130,2.x.x.x,1056,1056,637,1056,1
