case,worker,length,condition,generated,refolded,quality_pass,sequences_saved,complete
c002460-l310-1.x.x.x,96,310,1.x.x.x,32,0,0,0,0
c013807-l500-unconditional,97,500,unconditional,16,0,0,0,0
c005804-l406-2.x.x.x,98,406,2.x.x.x,16,0,0,0,0
c009609-l462-unconditional,99,462,unconditional,16,0,0,0,0
c006108-l412-2.x.x.x,100,412,2.x.x.x,16,0,0,0,0
c007222-l431-1.x.x.x,101,431,1.x.x.x,16,0,0,0,0
c006484-l419-2.x.x.x,102,419,2.x.x.x,16,0,0,0,0
c008771-l452-1.x.x.x,103,452,1.x.x.x,16,0,0,0,0
c011508-l480-3.x.x.x,104,480,3.x.x.x,16,0,0,0,0
c002150-l297-1.x.x.x,105,297,1.x.x.x,32,0,0,0,0
c004181-l366-3.x.x.x,106,366,3.x.x.x,16,0,0,0,0
c009550-l461-1.x.x.x,107,461,1.x.x.x,16,0,0,0,0
c003423-l344-2.x.x.x,108,344,2.x.x.x,32,0,0,0,0
c002078-l294-unconditional,109,294,unconditional,32,0,0,0,0
c001200-l244-unconditional,110,244,unconditional,48,0,0,0,0
c004095-l364-1.x.x.x,111,364,1.x.x.x,16,0,0,0,0
c007843-l440-1.x.x.x,144,440,1.x.x.x,256,256,162,256,1
c011575-l481-1.x.x.x,144,481,1.x.x.x,208,208,132,208,1
c006556-l420-3.x.x.x,144,420,3.x.x.x,272,272,133,272,1
c010569-l471-3.x.x.x,144,471,3.x.x.x,224,224,100,224,1
c001715-l275-3.x.x.x,145,275,3.x.x.x,192,192,115,192,1
c010124-l467-1.x.x.x,145,467,1.x.x.x,224,224,132,224,1
c013737-l499-2.x.x.x,145,499,2.x.x.x,192,192,60,192,1
c013517-l497-3.x.x.x,145,497,3.x.x.x,208,208,93,208,1
c008072-l443-1.x.x.x,145,443,1.x.x.x,256,0,0,16,0
c013731-l499-2.x.x.x,146,499,2.x.x.x,192,192,54,192,1
c002750-l321-1.x.x.x,146,321,1.x.x.x,464,464,354,464,1
c010571-l471-3.x.x.x,146,471,3.x.x.x,224,224,101,224,1
c004443-l373-3.x.x.x,146,373,3.x.x.x,352,304,143,320,0
c008104-l443-3.x.x.x,147,443,3.x.x.x,256,256,129,256,1
c000174-l103-2.x.x.x,147,103,2.x.x.x,864,864,623,864,1
c012798-l492-unconditional,147,492,unconditional,208,208,119,208,1
c008948-l454-1.x.x.x,147,454,1.x.x.x,240,240,146,240,1
c003135-l335-unconditional,147,335,unconditional,288,112,74,128,0
c005272-l394-2.x.x.x,148,394,2.x.x.x,320,320,151,320,1
c000253-l123-1.x.x.x,148,123,1.x.x.x,1184,1184,1012,1184,1
c012020-l485-1.x.x.x,148,485,1.x.x.x,208,208,121,208,1
c004180-l366-3.x.x.x,148,366,3.x.x.x,368,368,193,368,1
c009811-l464-unconditional,148,464,unconditional,96,0,0,0,0
c001310-l251-1.x.x.x,149,251,1.x.x.x,384,384,309,384,1
c005496-l399-3.x.x.x,149,399,3.x.x.x,304,304,174,304,1
c008482-l448-3.x.x.x,149,448,3.x.x.x,240,240,120,240,1
c001575-l268-unconditional,149,268,unconditional,640,640,464,640,1
c009524-l461-unconditional,149,461,unconditional,160,0,0,0,0
c008483-l448-3.x.x.x,150,448,3.x.x.x,240,240,121,240,1
c002054-l293-unconditional,150,293,unconditional,560,560,375,560,1
c010893-l475-unconditional,150,475,unconditional,224,224,118,224,1
c004505-l375-1.x.x.x,150,375,1.x.x.x,352,240,165,256,0
c002055-l293-unconditional,151,293,unconditional,560,560,393,560,1
c008481-l448-3.x.x.x,151,448,3.x.x.x,240,128,64,144,0
c001572-l268-unconditional,152,268,unconditional,32,0,0,0,0
c007418-l434-1.x.x.x,153,434,1.x.x.x,16,0,0,0,0
c006728-l423-3.x.x.x,154,423,3.x.x.x,16,0,0,0,0
c003431-l344-3.x.x.x,155,344,3.x.x.x,16,0,0,0,0
c004344-l371-unconditional,156,371,unconditional,16,0,0,0,0
c008864-l453-1.x.x.x,157,453,1.x.x.x,16,0,0,0,0
c004408-l372-3.x.x.x,158,372,3.x.x.x,16,0,0,0,0
c002199-l299-2.x.x.x,166,299,2.x.x.x,192,0,0,0,0
c011118-l477-1.x.x.x,167,477,1.x.x.x,224,224,137,224,1
c001526-l265-1.x.x.x,167,265,1.x.x.x,656,656,517,656,1
c001036-l231-unconditional,167,231,unconditional,288,0,0,0,0
c012761-l491-3.x.x.x,168,491,3.x.x.x,208,208,91,208,1
c004179-l366-2.x.x.x,168,366,2.x.x.x,80,80,36,80,1
c010158-l467-3.x.x.x,168,467,3.x.x.x,224,224,92,224,1
c001858-l283-2.x.x.x,168,283,2.x.x.x,64,0,0,0,0
c001028-l230-1.x.x.x,169,230,1.x.x.x,272,0,0,0,0
c007425-l434-1.x.x.x,170,434,1.x.x.x,256,256,167,256,1
c013753-l499-3.x.x.x,170,499,3.x.x.x,192,80,41,96,0
c009953-l465-2.x.x.x,171,465,2.x.x.x,224,224,79,224,1
c008441-l448-1.x.x.x,171,448,1.x.x.x,240,112,68,128,0
c009255-l458-unconditional,172,458,unconditional,240,240,145,240,1
c009954-l465-2.x.x.x,172,465,2.x.x.x,224,80,26,96,0
c008717-l451-2.x.x.x,173,451,2.x.x.x,240,240,92,240,1
c006246-l415-1.x.x.x,173,415,1.x.x.x,288,96,61,112,0
c006247-l415-1.x.x.x,174,415,1.x.x.x,288,288,185,288,1
c009257-l458-unconditional,174,458,unconditional,240,160,85,176,0
c002687-l319-unconditional,175,319,unconditional,480,480,319,480,1
c001675-l273-3.x.x.x,175,273,3.x.x.x,624,368,234,384,0
c002688-l319-unconditional,176,319,unconditional,480,480,344,480,1
c011624-l481-3.x.x.x,176,481,3.x.x.x,208,160,76,176,0
c008393-l447-2.x.x.x,177,447,2.x.x.x,160,160,59,160,1
c002803-l323-1.x.x.x,177,323,1.x.x.x,464,464,355,464,1
c001911-l286-unconditional,177,286,unconditional,208,0,0,0,0
c007017-l428-1.x.x.x,178,428,1.x.x.x,272,272,176,272,1
c013695-l499-1.x.x.x,178,499,1.x.x.x,192,160,84,176,0
c006607-l421-3.x.x.x,179,421,3.x.x.x,272,272,138,272,1
c006255-l415-1.x.x.x,179,415,1.x.x.x,288,208,137,224,0
c008471-l448-2.x.x.x,180,448,2.x.x.x,240,240,95,240,1
c010598-l472-1.x.x.x,180,472,1.x.x.x,224,208,128,224,0
c002469-l310-3.x.x.x,181,310,3.x.x.x,496,496,280,496,1
c008276-l446-unconditional,181,446,unconditional,240,192,125,208,0
c003960-l360-3.x.x.x,182,360,3.x.x.x,368,368,205,368,1
c005470-l399-unconditional,182,399,unconditional,304,256,160,272,0
c009664-l462-2.x.x.x,183,462,2.x.x.x,224,224,83,224,1
c013746-l499-3.x.x.x,183,499,3.x.x.x,192,192,87,192,1
c001574-l268-unconditional,184,268,unconditional,640,640,445,640,1
c004503-l375-1.x.x.x,184,375,1.x.x.x,352,240,164,256,0
c006164-l413-3.x.x.x,185,413,3.x.x.x,288,288,130,288,1
c003401-l344-unconditional,185,344,unconditional,416,288,203,304,0
c003402-l344-unconditional,186,344,unconditional,416,416,279,416,1
c013821-l500-1.x.x.x,186,500,1.x.x.x,192,160,89,176,0
c013015-l493-3.x.x.x,187,493,3.x.x.x,208,208,105,208,1
c006317-l416-2.x.x.x,187,416,2.x.x.x,288,224,94,240,0
c004666-l379-2.x.x.x,188,379,2.x.x.x,336,336,164,336,1
c001154-l240-3.x.x.x,188,240,3.x.x.x,768,640,383,656,0
c004863-l384-2.x.x.x,189,384,2.x.x.x,160,160,79,160,1
c012518-l489-3.x.x.x,189,489,3.x.x.x,208,208,100,208,1
c004160-l366-unconditional,189,366,unconditional,256,0,0,0,0
c001410-l258-unconditional,198,258,unconditional,688,688,472,688,1
c004656-l379-1.x.x.x,198,379,1.x.x.x,320,0,0,0,0
c007396-l434-unconditional,199,434,unconditional,256,256,146,256,1
c005700-l404-1.x.x.x,199,404,1.x.x.x,304,16,9,32,0
c011231-l478-1.x.x.x,200,478,1.x.x.x,208,208,114,208,1
c002042-l292-2.x.x.x,200,292,2.x.x.x,560,16,11,32,0
c002323-l304-3.x.x.x,201,304,3.x.x.x,528,528,305,528,1
c011343-l479-1.x.x.x,201,479,1.x.x.x,208,16,14,32,0
c005964-l409-3.x.x.x,210,409,3.x.x.x,288,288,130,288,1
c004363-l371-2.x.x.x,210,371,2.x.x.x,288,0,0,0,0
c010992-l476-unconditional,211,476,unconditional,224,224,119,224,1
c005226-l393-1.x.x.x,211,393,1.x.x.x,240,0,0,0,0
c011883-l484-1.x.x.x,212,484,1.x.x.x,208,208,135,208,1
c010989-l476-unconditional,212,476,unconditional,192,0,0,0,0
c012785-l491-3.x.x.x,213,491,3.x.x.x,208,208,84,208,1
c007820-l440-unconditional,213,440,unconditional,208,0,0,0,0
c007922-l441-1.x.x.x,214,441,1.x.x.x,256,256,163,256,1
c010988-l476-unconditional,214,476,unconditional,176,0,0,0,0
c000742-l200-3.x.x.x,215,200,3.x.x.x,1088,1088,704,1088,1
c012738-l491-2.x.x.x,215,491,2.x.x.x,160,0,0,0,0
c009432-l460-unconditional,216,460,unconditional,224,224,126,224,1
c004843-l384-unconditional,216,384,unconditional,304,0,0,0,0
c009904-l465-unconditional,217,465,unconditional,224,224,128,224,1
c002465-l310-2.x.x.x,217,310,2.x.x.x,400,0,0,0,0
c007382-l433-3.x.x.x,218,433,3.x.x.x,256,208,86,224,0
c006594-l421-1.x.x.x,219,421,1.x.x.x,272,208,148,224,0
c003944-l360-1.x.x.x,220,360,1.x.x.x,368,304,206,320,0
c009993-l466-unconditional,221,466,unconditional,224,176,100,192,0
c000990-l226-3.x.x.x,222,226,3.x.x.x,864,864,500,864,1
c008882-l453-2.x.x.x,222,453,2.x.x.x,176,0,0,0,0
c001163-l241-1.x.x.x,223,241,1.x.x.x,768,768,572,768,1
c002773-l322-1.x.x.x,223,322,1.x.x.x,336,0,0,0,0
c000457-l164-3.x.x.x,224,164,3.x.x.x,1344,1344,929,1344,1
c006358-l417-1.x.x.x,224,417,1.x.x.x,256,0,0,0,0
c000358-l148-3.x.x.x,225,148,3.x.x.x,1472,1472,1045,1472,1
c010979-l476-unconditional,225,476,unconditional,192,0,0,0,0
c001506-l264-unconditional,230,264,unconditional,656,656,455,656,1
c010376-l469-3.x.x.x,230,469,3.x.x.x,224,224,103,224,1
c001726-l276-2.x.x.x,230,276,2.x.x.x,624,624,422,624,1
c013270-l495-3.x.x.x,230,495,3.x.x.x,208,208,88,208,1
c009977-l465-3.x.x.x,230,465,3.x.x.x,224,224,97,224,1
c007060-l429-unconditional,230,429,unconditional,272,272,176,272,1
c003498-l347-unconditional,230,347,unconditional,400,400,264,400,1
c006691-l423-unconditional,230,423,unconditional,272,272,171,272,1
c004369-l371-3.x.x.x,230,371,3.x.x.x,288,0,0,0,0
c007061-l429-unconditional,231,429,unconditional,272,272,149,272,1
c012023-l485-1.x.x.x,231,485,1.x.x.x,208,208,124,208,1
c011295-l478-3.x.x.x,231,478,3.x.x.x,208,208,84,208,1
c003505-l347-unconditional,231,347,unconditional,400,400,269,400,1
c007203-l431-1.x.x.x,231,431,1.x.x.x,256,256,164,256,1
c001727-l276-2.x.x.x,231,276,2.x.x.x,624,624,414,624,1
c001937-l287-1.x.x.x,231,287,1.x.x.x,224,224,166,224,1
c005191-l392-2.x.x.x,231,392,2.x.x.x,208,208,93,208,1
c012323-l488-unconditional,231,488,unconditional,208,208,117,208,1
c010441-l470-2.x.x.x,231,470,2.x.x.x,208,0,0,0,0
c012149-l486-1.x.x.x,232,486,1.x.x.x,208,208,115,208,1
c013419-l497-1.x.x.x,232,497,1.x.x.x,208,208,130,208,1
c006312-l416-1.x.x.x,232,416,1.x.x.x,288,288,194,288,1
c007099-l429-2.x.x.x,232,429,2.x.x.x,272,272,128,272,1
c008236-l445-3.x.x.x,232,445,3.x.x.x,240,240,110,240,1
c002431-l309-unconditional,232,309,unconditional,352,352,237,352,1
c003761-l355-unconditional,232,355,unconditional,384,384,253,384,1
c010471-l470-3.x.x.x,232,470,3.x.x.x,224,224,101,224,1
c003973-l361-unconditional,232,361,unconditional,368,224,152,224,0
c002551-l314-unconditional,233,314,unconditional,496,496,339,496,1
c003972-l361-unconditional,233,361,unconditional,368,368,232,368,1
c012945-l493-1.x.x.x,233,493,1.x.x.x,208,208,126,208,1
c008534-l449-1.x.x.x,233,449,1.x.x.x,240,240,152,240,1
c013420-l497-1.x.x.x,233,497,1.x.x.x,208,208,130,208,1
c001514-l264-2.x.x.x,233,264,2.x.x.x,656,656,438,656,1
c010332-l469-2.x.x.x,233,469,2.x.x.x,224,224,83,224,1
c010470-l470-3.x.x.x,233,470,3.x.x.x,224,224,93,224,1
c004612-l378-unconditional,233,378,unconditional,240,80,47,80,0
c011141-l477-2.x.x.x,234,477,2.x.x.x,208,208,64,208,1
c012260-l487-1.x.x.x,234,487,1.x.x.x,208,208,122,208,1
c003207-l337-3.x.x.x,234,337,3.x.x.x,416,416,213,416,1
c003294-l340-1.x.x.x,234,340,1.x.x.x,416,416,307,416,1
c009922-l465-1.x.x.x,234,465,1.x.x.x,224,224,151,224,1
c006432-l418-2.x.x.x,234,418,2.x.x.x,64,64,30,64,1
c002552-l314-unconditional,234,314,unconditional,496,496,334,496,1
c003246-l339-unconditional,234,339,unconditional,416,416,282,416,1
c001058-l233-unconditional,234,233,unconditional,816,816,588,816,1
c010899-l475-1.x.x.x,234,475,1.x.x.x,144,0,0,0,0
c006828-l425-1.x.x.x,235,425,1.x.x.x,272,272,170,272,1
c006581-l421-1.x.x.x,235,421,1.x.x.x,272,272,175,272,1
c012695-l491-1.x.x.x,235,491,1.x.x.x,208,208,116,208,1
c001059-l233-unconditional,235,233,unconditional,816,816,589,816,1
c006568-l421-unconditional,235,421,unconditional,272,272,164,272,1
c002553-l314-unconditional,235,314,unconditional,496,368,248,384,0
c002554-l314-unconditional,236,314,unconditional,496,496,329,496,1
c006816-l425-unconditional,236,425,unconditional,272,272,164,272,1
c013423-l497-1.x.x.x,236,497,1.x.x.x,208,208,118,208,1
c001647-l272-unconditional,236,272,unconditional,624,624,436,624,1
c007230-l431-2.x.x.x,236,431,2.x.x.x,128,128,39,128,1
c010901-l475-1.x.x.x,236,475,1.x.x.x,224,224,145,224,1
c009960-l465-3.x.x.x,236,465,3.x.x.x,224,224,97,224,1
c004024-l362-1.x.x.x,236,362,1.x.x.x,368,368,259,368,1
c003887-l358-2.x.x.x,236,358,2.x.x.x,32,32,17,32,1
c011342-l479-1.x.x.x,236,479,1.x.x.x,208,160,98,176,0
c011820-l483-2.x.x.x,237,483,2.x.x.x,208,208,59,208,1
c013768-l499-3.x.x.x,237,499,3.x.x.x,192,192,86,192,1
c003338-l341-3.x.x.x,237,341,3.x.x.x,112,112,54,112,1
c001481-l262-2.x.x.x,237,262,2.x.x.x,672,672,444,672,1
c004999-l388-unconditional,237,388,unconditional,320,320,202,320,1
c008706-l451-1.x.x.x,237,451,1.x.x.x,240,240,157,240,1
c003774-l355-1.x.x.x,237,355,1.x.x.x,384,384,277,384,1
c010167-l467-3.x.x.x,237,467,3.x.x.x,224,224,106,224,1
c002825-l324-unconditional,237,324,unconditional,352,352,237,352,1
c004860-l384-2.x.x.x,237,384,2.x.x.x,304,0,0,0,0
c004667-l379-2.x.x.x,238,379,2.x.x.x,336,336,166,336,1
c001698-l275-unconditional,238,275,unconditional,624,624,448,624,1
c012302-l487-3.x.x.x,238,487,3.x.x.x,208,208,97,208,1
c005352-l396-1.x.x.x,238,396,1.x.x.x,320,320,223,320,1
c002171-l298-1.x.x.x,238,298,1.x.x.x,544,544,409,544,1
c001002-l227-3.x.x.x,238,227,3.x.x.x,304,304,191,304,1
c012535-l489-3.x.x.x,238,489,3.x.x.x,208,208,79,208,1
c011918-l484-1.x.x.x,238,484,1.x.x.x,208,208,137,208,1
c005660-l403-1.x.x.x,238,403,1.x.x.x,304,304,204,304,1
c011417-l480-unconditional,238,480,unconditional,32,0,0,0,0
c005353-l396-1.x.x.x,239,396,1.x.x.x,320,320,233,320,1
c012303-l487-3.x.x.x,239,487,3.x.x.x,208,208,82,208,1
c004836-l384-unconditional,239,384,unconditional,336,336,203,336,1
c000583-l180-3.x.x.x,239,180,3.x.x.x,384,384,263,384,1
c013426-l497-1.x.x.x,239,497,1.x.x.x,208,208,129,208,1
c001699-l275-unconditional,239,275,unconditional,624,624,434,624,1
c012536-l489-3.x.x.x,239,489,3.x.x.x,208,208,98,208,1
c007572-l436-2.x.x.x,239,436,2.x.x.x,256,256,105,256,1
c005661-l403-1.x.x.x,239,403,1.x.x.x,304,304,222,304,1
c009160-l456-3.x.x.x,239,456,3.x.x.x,48,0,0,0,0
c004905-l385-3.x.x.x,240,385,3.x.x.x,336,336,172,336,1
c004837-l384-unconditional,240,384,unconditional,336,336,220,336,1
c001700-l275-unconditional,240,275,unconditional,624,624,443,624,1
c007404-l434-unconditional,240,434,unconditional,256,256,163,256,1
c011864-l484-unconditional,240,484,unconditional,208,208,113,208,1
c012304-l487-3.x.x.x,240,487,3.x.x.x,208,208,86,208,1
c002173-l298-1.x.x.x,240,298,1.x.x.x,544,544,405,544,1
c013427-l497-1.x.x.x,240,497,1.x.x.x,208,208,123,208,1
c000057-l74-1.x.x.x,240,74,1.x.x.x,1312,1184,1006,1184,0
c011254-l478-2.x.x.x,241,478,2.x.x.x,208,208,72,208,1
c006585-l421-1.x.x.x,241,421,1.x.x.x,272,272,184,272,1
c006575-l421-unconditional,241,421,unconditional,272,272,175,272,1
c006724-l423-2.x.x.x,241,423,2.x.x.x,272,272,114,272,1
c012758-l491-3.x.x.x,241,491,3.x.x.x,208,208,91,208,1
c001701-l275-unconditional,241,275,unconditional,624,624,434,624,1
c010735-l473-2.x.x.x,241,473,2.x.x.x,224,224,71,224,1
c003779-l355-1.x.x.x,241,355,1.x.x.x,384,384,257,384,1
c000243-l120-3.x.x.x,241,120,3.x.x.x,1376,832,607,832,0
c008346-l447-unconditional,242,447,unconditional,240,240,133,240,1
c005756-l405-2.x.x.x,242,405,2.x.x.x,304,304,131,304,1
c000539-l175-1.x.x.x,242,175,1.x.x.x,320,320,263,320,1
c011163-l477-3.x.x.x,242,477,3.x.x.x,208,208,95,208,1
c005801-l406-1.x.x.x,242,406,1.x.x.x,304,304,204,304,1
c001905-l285-3.x.x.x,242,285,3.x.x.x,464,464,276,464,1
c003073-l333-unconditional,242,333,unconditional,432,432,280,432,1
c007634-l437-1.x.x.x,242,437,1.x.x.x,256,256,155,256,1
c005147-l391-2.x.x.x,242,391,2.x.x.x,320,320,152,320,1
c013098-l494-2.x.x.x,242,494,2.x.x.x,160,0,0,0,0
c002094-l294-3.x.x.x,243,294,3.x.x.x,144,144,93,144,1
c003177-l336-2.x.x.x,243,336,2.x.x.x,336,336,191,336,1
c001909-l286-unconditional,243,286,unconditional,576,576,405,576,1
c008279-l446-1.x.x.x,243,446,1.x.x.x,240,240,162,240,1
c003227-l338-1.x.x.x,243,338,1.x.x.x,416,416,305,416,1
c001816-l281-1.x.x.x,243,281,1.x.x.x,592,592,446,592,1
c008377-l447-1.x.x.x,243,447,1.x.x.x,240,240,147,240,1
c013278-l496-unconditional,243,496,unconditional,208,208,111,208,1
c011172-l477-3.x.x.x,243,477,3.x.x.x,208,208,95,208,1
c001943-l287-3.x.x.x,243,287,3.x.x.x,496,0,0,0,0
c002812-l323-3.x.x.x,244,323,3.x.x.x,464,464,251,464,1
c001749-l277-3.x.x.x,244,277,3.x.x.x,608,608,374,608,1
c003990-l361-2.x.x.x,244,361,2.x.x.x,368,368,206,368,1
c001437-l259-3.x.x.x,244,259,3.x.x.x,400,400,247,400,1
c012109-l486-unconditional,244,486,unconditional,208,208,114,208,1
c007237-l431-3.x.x.x,244,431,3.x.x.x,256,256,129,256,1
c001944-l287-3.x.x.x,244,287,3.x.x.x,576,576,352,576,1
c013100-l494-2.x.x.x,244,494,2.x.x.x,208,208,50,208,1
c006209-l414-2.x.x.x,244,414,2.x.x.x,288,224,103,240,0
c011731-l482-3.x.x.x,245,482,3.x.x.x,208,208,94,208,1
c013475-l497-2.x.x.x,245,497,2.x.x.x,192,192,51,192,1
c013280-l496-unconditional,245,496,unconditional,208,208,115,208,1
c002813-l323-3.x.x.x,245,323,3.x.x.x,464,464,265,464,1
c002945-l328-2.x.x.x,245,328,2.x.x.x,448,448,271,448,1
c001667-l273-1.x.x.x,245,273,1.x.x.x,624,624,481,624,1
c013101-l494-2.x.x.x,245,494,2.x.x.x,208,208,50,208,1
c013432-l497-1.x.x.x,245,497,1.x.x.x,208,208,124,208,1
c004628-l378-2.x.x.x,245,378,2.x.x.x,320,0,0,0,0
c013670-l499-unconditional,246,499,unconditional,192,192,115,192,1
c012396-l488-2.x.x.x,246,488,2.x.x.x,208,208,62,208,1
c002946-l328-2.x.x.x,246,328,2.x.x.x,448,448,286,448,1
c009704-l463-unconditional,246,463,unconditional,224,224,134,224,1
c000779-l205-1.x.x.x,246,205,1.x.x.x,768,768,612,768,1
c011700-l482-2.x.x.x,246,482,2.x.x.x,208,208,78,208,1
c007630-l437-1.x.x.x,246,437,1.x.x.x,256,256,154,256,1
c004607-l378-unconditional,246,378,unconditional,336,336,213,336,1
c010973-l475-3.x.x.x,246,475,3.x.x.x,224,176,78,192,0
c006194-l414-1.x.x.x,247,414,1.x.x.x,288,288,194,288,1
c002947-l328-2.x.x.x,247,328,2.x.x.x,448,448,284,448,1
c001669-l273-1.x.x.x,247,273,1.x.x.x,624,624,482,624,1
c009705-l463-unconditional,247,463,unconditional,224,224,129,224,1
c013434-l497-1.x.x.x,247,497,1.x.x.x,208,208,122,208,1
c008917-l454-unconditional,247,454,unconditional,240,240,125,240,1
c004651-l379-unconditional,247,379,unconditional,256,256,155,256,1
c002815-l323-3.x.x.x,247,323,3.x.x.x,464,464,245,464,1
c004239-l368-1.x.x.x,247,368,1.x.x.x,352,160,116,176,0
c008582-l450-unconditional,248,450,unconditional,240,240,153,240,1
c007327-l433-unconditional,248,433,unconditional,256,256,165,256,1
c007668-l437-3.x.x.x,248,437,3.x.x.x,256,256,114,256,1
c012351-l488-1.x.x.x,248,488,1.x.x.x,208,208,126,208,1
c013283-l496-unconditional,248,496,unconditional,208,208,109,208,1
c013104-l494-2.x.x.x,248,494,2.x.x.x,208,208,65,208,1
c011213-l478-1.x.x.x,248,478,1.x.x.x,208,208,111,208,1
c010975-l475-3.x.x.x,248,475,3.x.x.x,224,224,103,224,1
c007246-l431-3.x.x.x,248,431,3.x.x.x,256,32,13,48,0
c013284-l496-unconditional,249,496,unconditional,208,208,113,208,1
c000761-l203-unconditional,249,203,unconditional,816,816,612,816,1
c003922-l359-3.x.x.x,249,359,3.x.x.x,368,368,199,368,1
c012847-l492-1.x.x.x,249,492,1.x.x.x,208,208,123,208,1
c003144-l335-1.x.x.x,249,335,1.x.x.x,112,112,76,112,1
c002901-l327-unconditional,249,327,unconditional,448,448,308,448,1
c008283-l446-1.x.x.x,249,446,1.x.x.x,240,240,155,240,1
c010976-l475-3.x.x.x,249,475,3.x.x.x,224,224,105,224,1
c003981-l361-1.x.x.x,249,361,1.x.x.x,368,368,263,368,1
c013436-l497-1.x.x.x,249,497,1.x.x.x,160,0,0,0,0
c003533-l348-unconditional,250,348,unconditional,400,400,260,400,1
c012075-l485-3.x.x.x,250,485,3.x.x.x,208,208,91,208,1
c013437-l497-1.x.x.x,250,497,1.x.x.x,208,208,127,208,1
c012839-l492-1.x.x.x,250,492,1.x.x.x,208,208,133,208,1
c004077-l363-3.x.x.x,250,363,3.x.x.x,80,80,42,80,1
c007746-l439-unconditional,250,439,unconditional,256,256,141,256,1
c001199-l244-unconditional,250,244,unconditional,752,752,531,752,1
c012347-l488-1.x.x.x,250,488,1.x.x.x,208,208,121,208,1
c013694-l499-1.x.x.x,250,499,1.x.x.x,192,192,104,192,1
c010977-l475-3.x.x.x,250,475,3.x.x.x,128,0,0,0,0
c013438-l497-1.x.x.x,251,497,1.x.x.x,208,208,121,208,1
c007901-l441-unconditional,251,441,unconditional,256,256,142,256,1
c004329-l370-3.x.x.x,251,370,3.x.x.x,352,352,197,352,1
c013154-l494-3.x.x.x,251,494,3.x.x.x,176,176,91,176,1
c012570-l490-unconditional,251,490,unconditional,208,208,116,208,1
c013606-l498-2.x.x.x,251,498,2.x.x.x,192,192,50,192,1
c008338-l446-3.x.x.x,251,446,3.x.x.x,48,48,20,48,1
c001175-l242-1.x.x.x,251,242,1.x.x.x,768,768,585,768,1
c013286-l496-unconditional,251,496,unconditional,208,208,112,208,1
c003039-l331-3.x.x.x,251,331,3.x.x.x,208,0,0,0,0
c007902-l441-unconditional,252,441,unconditional,256,256,159,256,1
c008643-l450-3.x.x.x,252,450,3.x.x.x,240,240,111,240,1
c000228-l117-unconditional,252,117,unconditional,1440,1440,1166,1440,1
c008222-l445-1.x.x.x,252,445,1.x.x.x,240,240,157,240,1
c006331-l416-3.x.x.x,252,416,3.x.x.x,288,288,140,288,1
c000942-l222-1.x.x.x,252,222,1.x.x.x,288,288,221,288,1
c013439-l497-1.x.x.x,252,497,1.x.x.x,208,208,128,208,1
c001176-l242-1.x.x.x,252,242,1.x.x.x,768,768,572,768,1
c011797-l483-1.x.x.x,252,483,1.x.x.x,208,208,121,208,1
c007861-l440-2.x.x.x,252,440,2.x.x.x,128,0,0,0,0
c007059-l429-unconditional,253,429,unconditional,272,272,168,272,1
c001177-l242-1.x.x.x,253,242,1.x.x.x,768,768,572,768,1
c006015-l410-3.x.x.x,253,410,3.x.x.x,288,288,143,288,1
c007903-l441-unconditional,253,441,unconditional,256,256,166,256,1
c004000-l361-3.x.x.x,253,361,3.x.x.x,368,368,183,368,1
c005023-l388-2.x.x.x,253,388,2.x.x.x,208,208,104,208,1
c011765-l483-unconditional,253,483,unconditional,208,208,110,208,1
c009137-l456-2.x.x.x,253,456,2.x.x.x,96,96,24,96,1
c013788-l500-unconditional,253,500,unconditional,192,192,101,192,1
c002275-l302-3.x.x.x,253,302,3.x.x.x,288,0,0,0,0
c012082-l485-3.x.x.x,254,485,3.x.x.x,208,208,90,208,1
c002224-l300-2.x.x.x,254,300,2.x.x.x,544,544,378,544,1
c002869-l325-3.x.x.x,254,325,3.x.x.x,448,448,255,448,1
c006056-l411-2.x.x.x,254,411,2.x.x.x,224,224,103,224,1
c006175-l413-3.x.x.x,254,413,3.x.x.x,80,80,32,80,1
c003059-l332-2.x.x.x,254,332,2.x.x.x,432,432,256,432,1
c003494-l346-3.x.x.x,254,346,3.x.x.x,400,400,214,400,1
c008386-l447-2.x.x.x,254,447,2.x.x.x,240,240,97,240,1
c013662-l499-unconditional,254,499,unconditional,192,192,96,192,1
c013289-l496-unconditional,254,496,unconditional,144,0,0,0,0
c001784-l279-3.x.x.x,255,279,3.x.x.x,608,608,381,608,1
c003495-l346-3.x.x.x,255,346,3.x.x.x,400,400,222,400,1
c003060-l332-2.x.x.x,255,332,2.x.x.x,432,432,264,432,1
c013663-l499-unconditional,255,499,unconditional,192,192,114,192,1
c000637-l187-2.x.x.x,255,187,2.x.x.x,320,320,131,320,1
c002225-l300-2.x.x.x,255,300,2.x.x.x,544,544,349,544,1
c013290-l496-unconditional,255,496,unconditional,208,208,115,208,1
c008288-l446-1.x.x.x,255,446,1.x.x.x,240,240,150,240,1
c003011-l330-3.x.x.x,255,330,3.x.x.x,336,336,180,336,1
c003094-l333-3.x.x.x,255,333,3.x.x.x,256,0,0,0,0
c009445-l460-1.x.x.x,258,460,1.x.x.x,224,224,132,224,1
c002411-l308-1.x.x.x,258,308,1.x.x.x,512,512,368,512,1
c013293-l496-unconditional,258,496,unconditional,112,0,0,0,0
c003810-l356-1.x.x.x,259,356,1.x.x.x,128,0,0,0,0
