stem,true_union_recall,mean_pairwise_jaccard,unique_maps,invalid_rollouts,finished,source,source_row
8p5n_A,0.9851851851851852,0.4598923653433601,100,1,100,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,194
8p5p_A,0.8583333333333333,0.0281657617014405,100,0,100,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,196
8pak_A,0.98567335243553,0.3946977048232885,100,0,100,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,198
8paq_A,0.923809523809524,0.0337783789760617,100,1,100,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,200
8pb5_A,0.9626436781609196,0.1765334421155327,100,0,100,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,202
8por_A,0.777027027027027,0.0346779291447258,100,0,100,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,204
8ptd_A,0.9410377358490566,0.5570438118179974,100,2,100,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,206
8pu2_A,0.9574468085106383,0.0874568460564143,100,0,100,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,208
8pvs_A,0.9416058394160584,0.3245632828894411,100,3,100,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,210
8pw2_A,1.0,0.4816000770410978,100,0,100,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,212
8pxc_A,0.914396887159533,0.0736187813754743,100,0,100,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,214
8pxu_A,0.9765013054830288,0.3218462628377243,100,2,100,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,216
8q1v_A,1.0,0.2651151461066665,100,0,100,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,218
8q79_A,0.7756653992395437,0.0433235786623299,100,1,100,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,220
8qb1_A,1.0,0.6701632085003476,100,1,100,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,222
8qd8_A,0.9682203389830508,0.2586430096529625,100,1,100,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,224
8qjp_A,0.9956331877729258,0.2617656886165755,100,0,100,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,226
8qlc_A,0.9647779479326188,0.3036840317351038,100,4,100,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,228
8qle_A,0.8833333333333333,0.1272819039601394,100,0,100,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,230
8qnf_A,0.9620253164556962,0.4827313201880297,100,0,100,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,232
8qoh_A,0.849624060150376,0.1426460647617059,100,0,100,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,234
8qpj_A,0.9761904761904762,0.1668601271557242,100,0,100,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,236
8qq1_A,0.9795081967213116,0.5305198504556363,100,0,100,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,238
8qx6_A,0.988950276243094,0.3480943538551114,100,1,100,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,240
8r2c_A,0.9184782608695652,0.2932773671045563,100,1,100,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,242
8r5n_A,0.7405405405405405,0.0348664756544708,100,1,100,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,244
8ra0_A,0.9818181818181818,0.4611569740058327,100,1,100,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,246
8rcw_A,1.0,0.4083613591229073,100,1,100,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,248
8rdd_A,0.9871794871794872,0.2008298574278865,100,0,100,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,250
8re3_A,0.976470588235294,0.1057609325904017,100,1,100,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,252
8rom_A,0.9944444444444444,0.3503266193028359,100,0,100,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,254
8s5b_A,0.9803439803439804,0.4904022163787721,100,1,100,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,256
8s9l_A,0.9753086419753086,0.2317656954960615,100,1,100,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,258
8sot_A,0.9887640449438202,0.6146891762257312,100,0,100,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,260
8spc_A,0.9908256880733946,0.4159431394222441,100,0,100,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,262
8suc_A,0.9851301115241636,0.5339954101704467,100,2,100,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,264
8sv7_A,0.965034965034965,0.2429152976419551,100,1,100,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,266
8sx0_A,0.9809523809523808,0.1734907739903005,100,1,100,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,268
8sxs_A,0.9906542056074766,0.502916863043717,100,0,100,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,270
8t27_A,0.9549114331723028,0.3136065880325968,100,4,100,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,272
8t2j_A,0.9269662921348316,0.405830267618663,100,0,100,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,274
8t41_A,0.979570990806946,0.2677647847490464,100,7,100,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,276
8t4c_A,0.95,0.4987129953942732,100,0,100,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,278
8t5t_A,0.9285714285714286,0.4201232310766549,100,1,100,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,280
8t8k_A,0.9672131147540984,0.062369870769216,100,0,100,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,282
8t93_A,0.9859154929577464,0.2329577187917,100,0,100,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,284
8t9n_A,0.9285714285714286,0.1732986153093356,100,0,100,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,286
8te9_A,0.9943181818181818,0.5534020439201137,100,2,100,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,288
8tfo_A,0.982367758186398,0.3574264084972006,100,0,100,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,290
8tfs_A,0.9830508474576272,0.2709260568876627,100,0,100,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,292
8ti5_A,1.0,0.1402730858593,100,0,100,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,294
8tjg_A,0.9846743295019156,0.2927530634159982,100,0,100,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,296
8tls_A,0.988095238095238,0.3467617268497815,100,0,100,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,298
8tru_A,0.84375,0.2426342750592982,100,0,100,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,300
8tse_A,0.9340425531914892,0.1635508843977454,100,0,100,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,302
8tuk_A,0.956953642384106,0.2787825646812695,100,1,100,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,304
8tw1_A,0.8823529411764706,0.2252225507716204,100,0,100,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,306
8tyh_A,0.9969788519637462,0.3828110699631083,100,0,100,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,308
8u0i_A,0.9873417721518988,0.617743104503151,100,0,100,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,310
8u0x_A,0.7894736842105263,0.0202501110132003,100,1,100,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,312
8u2f_A,0.993103448275862,0.2559641450745016,100,1,100,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,314
8ubs_A,1.0,0.5294909580804509,100,0,100,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,316
8uds_A,0.9905660377358492,0.4628468724347452,100,0,100,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,318
8ujw_A,0.6666666666666666,0.2434727599559011,100,0,100,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,320
8uk7_A,0.9215686274509804,0.0859129564148765,100,0,100,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,322
8upi_A,0.9808695652173912,0.508641598900272,100,2,100,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,324
8ux2_A,0.8842592592592593,0.055764524306896,100,2,100,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,326
8v3m_A,0.9132569558101472,0.123296127117295,100,0,100,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,328
8v6t_A,0.9518072289156626,0.2270681140116862,100,0,100,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,330
8vcw_A,0.9660574412532638,0.22785814358071,100,2,100,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,332
8vh7_A,0.8953125,0.3546840984530396,100,0,100,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,334
8vpo_A,0.9744094488188976,0.4293142311687382,100,0,100,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,336
8vqk_A,0.989769820971867,0.3925524270740859,100,1,100,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,338
8w6v_A,0.9534109816971714,0.1662498259451606,100,0,100,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,340
8w7p_A,0.9891696750902528,0.1882910486572497,100,0,100,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,342
8wac_A,1.0,0.279246831104547,100,0,100,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,344
8wae_A,0.9789473684210528,0.4338172811044118,100,0,100,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,346
8wc1_A,1.0,0.2586247167223119,100,0,100,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,348
8wcf_A,0.9565217391304348,0.2895544341318956,100,0,100,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,350
8whj_A,0.9363636363636364,0.4868244740666481,100,0,100,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,352
8whn_A,0.9813084112149532,0.0822365780427891,100,0,100,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,354
8wik_A,0.9511494252873564,0.3867084947128247,100,0,100,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,356
8wim_A,0.926657263751763,0.2460545370879747,100,2,100,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,358
8wj5_A,0.9318181818181818,0.0415403454600594,100,0,100,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,360
8wnj_A,0.8780701754385964,0.0924553891112843,100,23,100,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,362
8wqn_A,0.7547169811320755,0.0377318740492249,100,1,100,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,364
8wrx_A,0.9871794871794872,0.189380063625047,100,0,100,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,366
8wt3_A,0.9913793103448276,0.4609559573249555,100,0,100,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,368
8x7c_A,0.9041769041769042,0.2485808530682051,100,0,100,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,370
8xf9_A,0.967032967032967,0.3771686319072165,100,0,100,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,372
8xif_A,0.9828326180257512,0.1279808722198575,100,0,100,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,374
8xjg_A,0.9908256880733946,0.6767805285369923,100,0,100,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,376
8xpk_A,0.9936908517350158,0.4621259788586036,100,0,100,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,378
8xrh_A,0.9383033419023136,0.1560640916209806,100,3,100,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,380
8y9p_A,1.0,0.2646972839883777,100,0,100,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,382
8ye0_A,0.8895705521472392,0.0289217490628705,100,0,100,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,384
8yxk_A,0.9318181818181818,0.145355038797247,100,2,100,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,386
8z4q_A,0.691743119266055,0.0169633251548116,100,4,100,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,388
8zqf_A,0.985781990521327,0.1583136780290495,100,0,100,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,390
9aue_A,0.9556786703601108,0.2482324393552509,100,0,100,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,392
9azz_A,0.9542857142857144,0.4790324590074281,100,0,100,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,394
9b1u_A,0.99009900990099,0.3187147078744217,100,0,100,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,396
9b8e_A,0.9113924050632912,0.1169381876016256,100,0,100,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,398
9bjx_A,0.9571428571428572,0.2716416972147244,100,0,100,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,400
9bks_A,0.9054054054054054,0.1802589246199463,100,0,100,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,402
9cfj_A,0.8492647058823529,0.3098726174287484,100,0,100,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,404
9crn_A,0.9822784810126582,0.3881698215062876,100,0,100,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,406
9d91_A,0.9686411149825784,0.1530571360572607,100,0,100,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,408
9etn_A,0.9645608628659476,0.4250822624974636,100,2,100,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,410
9evq_A,0.863849765258216,0.2793481214859924,100,0,100,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,412
9f9u_A,0.9301075268817204,0.1429557198398412,100,0,100,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,414
9fce_A,0.9796954314720812,0.4137251873159411,100,0,100,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,416
9fgp_A,0.8273809523809523,0.0292554320868866,100,0,100,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,418
9fow_A,0.8248175182481752,0.0403412653829789,100,1,100,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,420
9fym_A,0.977667493796526,0.3122997886437404,100,0,100,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,422
9gso_A,0.782051282051282,0.0434547281390508,100,1,100,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,424
9ijc_A,0.9892183288409704,0.3424608586348249,100,0,100,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,426
9iuh_A,0.9671772428884028,0.3758110868889792,100,0,100,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,428
9j0v_A,0.9732142857142856,0.4500376466385118,100,0,100,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,430
9jq9_A,0.8011363636363636,0.299123615352878,100,0,100,experiments/exp325_evals_writeup_analysis/data/test_sampling_metrics.csv,432
