stem,method,eval_set,range,cut,precision,n_candidate,n_true,n_top
7yug_A,boltz2,eval-val,short,L/2,0.3220338983050847,651,19,59
7yug_A,boltz2,eval-val,short,L/5,0.8260869565217391,651,19,23
7yug_A,boltz2,eval-val,short,R,0.9473684210526315,651,19,19
7yug_A,boltz2,eval-val,short,AUC,0.9990839440373084,651,19,651
7yug_A,boltz2,eval-val,medium,L,0.2033898305084746,1194,25,118
7yug_A,boltz2,eval-val,medium,L/2,0.4067796610169492,1194,25,59
7yug_A,boltz2,eval-val,medium,L/5,1.0,1194,25,23
7yug_A,boltz2,eval-val,medium,R,0.96,1194,25,25
7yug_A,boltz2,eval-val,medium,AUC,0.9798460222412317,1194,25,1194
7yug_A,boltz2,eval-val,long,L,0.3983050847457627,4371,50,118
7yug_A,boltz2,eval-val,long,L/2,0.7966101694915254,4371,50,59
7yug_A,boltz2,eval-val,long,L/5,1.0,4371,50,23
7yug_A,boltz2,eval-val,long,R,0.9,4371,50,50
7yug_A,boltz2,eval-val,long,AUC,0.9695926868780375,4371,50,4371
7yyg_A,boltz2,eval-val,all,L,0.5753424657534246,36330,221,365
7yyg_A,boltz2,eval-val,all,L/2,0.9285714285714286,36330,221,182
7yyg_A,boltz2,eval-val,all,L/5,0.958904109589041,36330,221,73
7yyg_A,boltz2,eval-val,all,R,0.9140271493212669,36330,221,221
7yyg_A,boltz2,eval-val,all,AUC,0.9748681374355599,36330,221,36330
7yyg_A,boltz2,eval-val,short,L,0.07945205479452055,1563,29,365
7yyg_A,boltz2,eval-val,short,L/2,0.15934065934065933,1563,29,182
7yyg_A,boltz2,eval-val,short,L/5,0.3972602739726027,1563,29,73
7yyg_A,boltz2,eval-val,short,R,0.9310344827586207,1563,29,29
7yyg_A,boltz2,eval-val,short,AUC,0.9996852942498764,1563,29,1563
7yyg_A,boltz2,eval-val,medium,L,0.13972602739726028,3018,52,365
7yyg_A,boltz2,eval-val,medium,L/2,0.2802197802197802,3018,52,182
7yyg_A,boltz2,eval-val,medium,L/5,0.6986301369863014,3018,52,73
7yyg_A,boltz2,eval-val,medium,R,0.9230769230769231,3018,52,52
7yyg_A,boltz2,eval-val,medium,AUC,0.98964871103273,3018,52,3018
7yyg_A,boltz2,eval-val,long,L,0.3561643835616438,31749,140,365
7yyg_A,boltz2,eval-val,long,L/2,0.7142857142857143,31749,140,182
7yyg_A,boltz2,eval-val,long,L/5,0.9315068493150684,31749,140,73
7yyg_A,boltz2,eval-val,long,R,0.8928571428571429,31749,140,140
7yyg_A,boltz2,eval-val,long,AUC,0.9640947650533528,31749,140,31749
7z65_A,boltz2,eval-val,all,L,0.9257950530035336,38503,320,283
7z65_A,boltz2,eval-val,all,L/2,0.9716312056737588,38503,320,141
7z65_A,boltz2,eval-val,all,L/5,0.9821428571428571,38503,320,56
7z65_A,boltz2,eval-val,all,R,0.896875,38503,320,320
7z65_A,boltz2,eval-val,all,AUC,0.9715146465704633,38503,320,38503
7z65_A,boltz2,eval-val,short,L,0.14840989399293286,1647,44,283
7z65_A,boltz2,eval-val,short,L/2,0.2978723404255319,1647,44,141
7z65_A,boltz2,eval-val,short,L/5,0.75,1647,44,56
7z65_A,boltz2,eval-val,short,R,0.9090909090909091,1647,44,44
7z65_A,boltz2,eval-val,short,AUC,0.976124312368854,1647,44,1647
7z65_A,boltz2,eval-val,medium,L,0.06007067137809187,3186,17,283
7z65_A,boltz2,eval-val,medium,L/2,0.12056737588652482,3186,17,141
7z65_A,boltz2,eval-val,medium,L/5,0.30357142857142855,3186,17,56
7z65_A,boltz2,eval-val,medium,R,0.9411764705882353,3186,17,17
7z65_A,boltz2,eval-val,medium,AUC,0.9998700647819873,3186,17,3186
7z65_A,boltz2,eval-val,long,L,0.8409893992932862,33670,259,283
7z65_A,boltz2,eval-val,long,L/2,0.950354609929078,33670,259,141
7z65_A,boltz2,eval-val,long,L/5,0.9821428571428571,33670,259,56
7z65_A,boltz2,eval-val,long,R,0.8957528957528957,33670,259,259
7z65_A,boltz2,eval-val,long,AUC,0.9687692156040904,33670,259,33670
7znz_A,boltz2,eval-val,all,L,0.9250985545335085,285390,932,761
7znz_A,boltz2,eval-val,all,L/2,0.9368421052631579,285390,932,380
7znz_A,boltz2,eval-val,all,L/5,0.9407894736842105,285390,932,152
7znz_A,boltz2,eval-val,all,R,0.8830472103004292,285390,932,932
7znz_A,boltz2,eval-val,all,AUC,0.9692457464548876,285390,932,285390
7znz_A,boltz2,eval-val,short,L,0.14586070959264127,4515,112,761
7znz_A,boltz2,eval-val,short,L/2,0.2894736842105263,4515,112,380
7znz_A,boltz2,eval-val,short,L/5,0.7236842105263158,4515,112,152
7znz_A,boltz2,eval-val,short,R,0.9107142857142857,4515,112,112
7znz_A,boltz2,eval-val,short,AUC,0.9897350832224782,4515,112,4515
7znz_A,boltz2,eval-val,medium,L,0.17871222076215507,8922,145,761
7znz_A,boltz2,eval-val,medium,L/2,0.35526315789473684,8922,145,380
7znz_A,boltz2,eval-val,medium,L/5,0.8618421052631579,8922,145,152
7znz_A,boltz2,eval-val,medium,R,0.896551724137931,8922,145,145
7znz_A,boltz2,eval-val,medium,AUC,0.9614356488156741,8922,145,8922
7znz_A,boltz2,eval-val,long,L,0.812089356110381,271953,675,761
7znz_A,boltz2,eval-val,long,L/2,0.9236842105263158,271953,675,380
7znz_A,boltz2,eval-val,long,L/5,0.9473684210526315,271953,675,152
7znz_A,boltz2,eval-val,long,R,0.8785185185185185,271953,675,675
7znz_A,boltz2,eval-val,long,AUC,0.9672671385619727,271953,675,271953
7zoi_A,boltz2,eval-val,all,L,0.6887417218543046,7021,110,151
7zoi_A,boltz2,eval-val,all,L/2,0.9866666666666667,7021,110,75
7zoi_A,boltz2,eval-val,all,L/5,1.0,7021,110,30
7zoi_A,boltz2,eval-val,all,R,0.9363636363636364,7021,110,110
7zoi_A,boltz2,eval-val,all,AUC,0.9724036779310979,7021,110,7021
7zoi_A,boltz2,eval-val,short,L,0.2119205298013245,693,33,151
7zoi_A,boltz2,eval-val,short,L/2,0.4266666666666667,693,33,75
7zoi_A,boltz2,eval-val,short,L/5,1.0,693,33,30
7zoi_A,boltz2,eval-val,short,R,0.9696969696969697,693,33,33
7zoi_A,boltz2,eval-val,short,AUC,0.9846648301193757,693,33,693
7zoi_A,boltz2,eval-val,medium,L,0.2251655629139073,1278,38,151
7zoi_A,boltz2,eval-val,medium,L/2,0.4533333333333333,1278,38,75
7zoi_A,boltz2,eval-val,medium,L/5,0.9666666666666667,1278,38,30
7zoi_A,boltz2,eval-val,medium,R,0.868421052631579,1278,38,38
7zoi_A,boltz2,eval-val,medium,AUC,0.9460314091680816,1278,38,1278
7zoi_A,boltz2,eval-val,long,L,0.25165562913907286,5050,39,151
7zoi_A,boltz2,eval-val,long,L/2,0.5066666666666667,5050,39,75
7zoi_A,boltz2,eval-val,long,L/5,1.0,5050,39,30
7zoi_A,boltz2,eval-val,long,R,0.9487179487179487,5050,39,39
7zoi_A,boltz2,eval-val,long,AUC,0.9870566804312563,5050,39,5050
7zs2_A,boltz2,eval-val,all,L,0.6613924050632911,37128,223,316
7zs2_A,boltz2,eval-val,all,L/2,0.8607594936708861,37128,223,158
7zs2_A,boltz2,eval-val,all,L/5,0.8253968253968254,37128,223,63
7zs2_A,boltz2,eval-val,all,R,0.8340807174887892,37128,223,223
7zs2_A,boltz2,eval-val,all,AUC,0.9679925368917771,37128,223,37128
7zs2_A,boltz2,eval-val,short,L,0.1360759493670886,1617,43,316
7zs2_A,boltz2,eval-val,short,L/2,0.2721518987341772,1617,43,158
7zs2_A,boltz2,eval-val,short,L/5,0.6825396825396826,1617,43,63
7zs2_A,boltz2,eval-val,short,R,0.9069767441860465,1617,43,43
7zs2_A,boltz2,eval-val,short,AUC,0.9989214266717886,1617,43,1617
7zs2_A,boltz2,eval-val,medium,L,0.12025316455696203,3126,41,316
7zs2_A,boltz2,eval-val,medium,L/2,0.23417721518987342,3126,41,158
7zs2_A,boltz2,eval-val,medium,L/5,0.5873015873015873,3126,41,63
7zs2_A,boltz2,eval-val,medium,R,0.8536585365853658,3126,41,41
7zs2_A,boltz2,eval-val,medium,AUC,0.9501442858837016,3126,41,3126
7zs2_A,boltz2,eval-val,long,L,0.40822784810126583,32385,139,316
7zs2_A,boltz2,eval-val,long,L/2,0.7658227848101266,32385,139,158
7zs2_A,boltz2,eval-val,long,L/5,0.7936507936507936,32385,139,63
7zs2_A,boltz2,eval-val,long,R,0.7985611510791367,32385,139,139
7zs2_A,boltz2,eval-val,long,AUC,0.9634751418613294,32385,139,32385
7zu3_A,boltz2,eval-val,all,L,0.3939393939393939,7260,92,132
7zu3_A,boltz2,eval-val,all,L/2,0.4696969696969697,7260,92,66
7zu3_A,boltz2,eval-val,all,L/5,0.34615384615384615,7260,92,26
7zu3_A,boltz2,eval-val,all,R,0.43478260869565216,7260,92,92
7zu3_A,boltz2,eval-val,all,AUC,0.7823402926048137,7260,92,7260
7zu3_A,boltz2,eval-val,short,L,0.045454545454545456,705,9,132
7zu3_A,boltz2,eval-val,short,L/2,0.09090909090909091,705,9,66
7zu3_A,boltz2,eval-val,short,L/5,0.23076923076923078,705,9,26
7zu3_A,boltz2,eval-val,short,R,0.3333333333333333,705,9,9
7zu3_A,boltz2,eval-val,short,AUC,0.8271871008939974,705,9,705
7zu3_A,boltz2,eval-val,medium,L,0.12878787878787878,1302,22,132
7zu3_A,boltz2,eval-val,medium,L/2,0.25757575757575757,1302,22,66
7zu3_A,boltz2,eval-val,medium,L/5,0.6538461538461539,1302,22,26
7zu3_A,boltz2,eval-val,medium,R,0.7727272727272727,1302,22,22
7zu3_A,boltz2,eval-val,medium,AUC,0.8839488636363637,1302,22,1302
7zu3_A,boltz2,eval-val,long,L,0.22727272727272727,5253,61,132
7zu3_A,boltz2,eval-val,long,L/2,0.3787878787878788,5253,61,66
7zu3_A,boltz2,eval-val,long,L/5,0.34615384615384615,5253,61,26
7zu3_A,boltz2,eval-val,long,R,0.4098360655737705,5253,61,61
7zu3_A,boltz2,eval-val,long,AUC,0.7396183283235243,5253,61,5253
7zv1_A,boltz2,eval-val,all,L,0.6911764705882353,5356,111,136
7zv1_A,boltz2,eval-val,all,L/2,0.8529411764705882,5356,111,68
7zv1_A,boltz2,eval-val,all,L/5,0.8518518518518519,5356,111,27
7zv1_A,boltz2,eval-val,all,R,0.8108108108108109,5356,111,111
7zv1_A,boltz2,eval-val,all,AUC,0.9213261879610785,5356,111,5356
7zv1_A,boltz2,eval-val,short,L,0.09558823529411764,603,14,136
7zv1_A,boltz2,eval-val,short,L/2,0.19117647058823528,603,14,68
7zv1_A,boltz2,eval-val,short,L/5,0.48148148148148145,603,14,27
7zv1_A,boltz2,eval-val,short,R,0.9285714285714286,603,14,14
7zv1_A,boltz2,eval-val,short,AUC,0.962709192335678,603,14,603
7zv1_A,boltz2,eval-val,medium,L,0.14705882352941177,1098,23,136
7zv1_A,boltz2,eval-val,medium,L/2,0.29411764705882354,1098,23,68
7zv1_A,boltz2,eval-val,medium,L/5,0.7037037037037037,1098,23,27
7zv1_A,boltz2,eval-val,medium,R,0.7391304347826086,1098,23,23
7zv1_A,boltz2,eval-val,medium,AUC,0.9315470171890798,1098,23,1098
7zv1_A,boltz2,eval-val,long,L,0.4485294117647059,3655,74,136
7zv1_A,boltz2,eval-val,long,L/2,0.8382352941176471,3655,74,68
7zv1_A,boltz2,eval-val,long,L/5,0.8148148148148148,3655,74,27
7zv1_A,boltz2,eval-val,long,R,0.7972972972972973,3655,74,74
7zv1_A,boltz2,eval-val,long,AUC,0.910297969010619,3655,74,3655
8adc_A,boltz2,eval-val,all,L,0.627906976744186,20315,170,215
8adc_A,boltz2,eval-val,all,L/2,0.719626168224299,20315,170,107
8adc_A,boltz2,eval-val,all,L/5,0.7906976744186046,20315,170,43
8adc_A,boltz2,eval-val,all,R,0.7,20315,170,170
8adc_A,boltz2,eval-val,all,AUC,0.9217666038865285,20315,170,20315
8adc_A,boltz2,eval-val,short,L,0.09767441860465116,1167,26,215
8adc_A,boltz2,eval-val,short,L/2,0.18691588785046728,1167,26,107
8adc_A,boltz2,eval-val,short,L/5,0.46511627906976744,1167,26,43
8adc_A,boltz2,eval-val,short,R,0.6538461538461539,1167,26,26
8adc_A,boltz2,eval-val,short,AUC,0.8791545877435448,1167,26,1167
8adc_A,boltz2,eval-val,medium,L,0.15813953488372093,2226,39,215
8adc_A,boltz2,eval-val,medium,L/2,0.3177570093457944,2226,39,107
8adc_A,boltz2,eval-val,medium,L/5,0.6976744186046512,2226,39,43
8adc_A,boltz2,eval-val,medium,R,0.7435897435897436,2226,39,39
8adc_A,boltz2,eval-val,medium,AUC,0.9322042840561359,2226,39,2226
8adc_A,boltz2,eval-val,long,L,0.4186046511627907,16922,105,215
8adc_A,boltz2,eval-val,long,L/2,0.7009345794392523,16922,105,107
8adc_A,boltz2,eval-val,long,L/5,0.7906976744186046,16922,105,43
8adc_A,boltz2,eval-val,long,R,0.6952380952380952,16922,105,105
8adc_A,boltz2,eval-val,long,AUC,0.927317312130299,16922,105,16922
8add_A,boltz2,eval-val,all,L,0.7981220657276995,21120,210,213
8add_A,boltz2,eval-val,all,L/2,0.8490566037735849,21120,210,106
8add_A,boltz2,eval-val,all,L/5,0.8809523809523809,21120,210,42
8add_A,boltz2,eval-val,all,R,0.8,21120,210,210
8add_A,boltz2,eval-val,all,AUC,0.95846564642117,21120,210,21120
8add_A,boltz2,eval-val,short,L,0.12206572769953052,1209,32,213
8add_A,boltz2,eval-val,short,L/2,0.24528301886792453,1209,32,106
8add_A,boltz2,eval-val,short,L/5,0.6190476190476191,1209,32,42
8add_A,boltz2,eval-val,short,R,0.78125,1209,32,32
8add_A,boltz2,eval-val,short,AUC,0.9027984282073067,1209,32,1209
8add_A,boltz2,eval-val,medium,L,0.14553990610328638,2310,34,213
8add_A,boltz2,eval-val,medium,L/2,0.29245283018867924,2310,34,106
8add_A,boltz2,eval-val,medium,L/5,0.7380952380952381,2310,34,42
8add_A,boltz2,eval-val,medium,R,0.8235294117647058,2310,34,34
8add_A,boltz2,eval-val,medium,AUC,0.9542605706606015,2310,34,2310
8add_A,boltz2,eval-val,long,L,0.6384976525821596,17601,144,213
8add_A,boltz2,eval-val,long,L/2,0.8679245283018868,17601,144,106
8add_A,boltz2,eval-val,long,L/5,0.9285714285714286,17601,144,42
8add_A,boltz2,eval-val,long,R,0.8194444444444444,17601,144,144
8add_A,boltz2,eval-val,long,AUC,0.9714190582574325,17601,144,17601
8ah9_A,boltz2,eval-denovo,all,L,0.9416666666666667,5995,132,120
8ah9_A,boltz2,eval-denovo,all,L/2,0.95,5995,132,60
8ah9_A,boltz2,eval-denovo,all,L/5,1.0,5995,132,24
8ah9_A,boltz2,eval-denovo,all,R,0.9090909090909091,5995,132,132
8ah9_A,boltz2,eval-denovo,all,AUC,0.9802575473307181,5995,132,5995
8ah9_A,boltz2,eval-denovo,short,L,0.25833333333333336,639,31,120
8ah9_A,boltz2,eval-denovo,short,L/2,0.5166666666666667,639,31,60
8ah9_A,boltz2,eval-denovo,short,L/5,0.9583333333333334,639,31,24
8ah9_A,boltz2,eval-denovo,short,R,0.9032258064516129,639,31,31
8ah9_A,boltz2,eval-denovo,short,AUC,0.9980899830220713,639,31,639
8ah9_A,boltz2,eval-denovo,medium,L,0.475,1170,58,120
8ah9_A,boltz2,eval-denovo,medium,L/2,0.95,1170,58,60
8ah9_A,boltz2,eval-denovo,medium,L/5,1.0,1170,58,24
8ah9_A,boltz2,eval-denovo,medium,R,0.9827586206896551,1170,58,58
8ah9_A,boltz2,eval-denovo,medium,AUC,0.9912862813197718,1170,58,1170
8ah9_A,boltz2,eval-denovo,long,L,0.325,4186,43,120
8ah9_A,boltz2,eval-denovo,long,L/2,0.65,4186,43,60
8ah9_A,boltz2,eval-denovo,long,L/5,0.875,4186,43,24
8ah9_A,boltz2,eval-denovo,long,R,0.8372093023255814,4186,43,43
8ah9_A,boltz2,eval-denovo,long,AUC,0.9525228881441938,4186,43,4186
8ak2_A,boltz2,eval-val,all,L,0.9191919191919192,40186,314,297
8ak2_A,boltz2,eval-val,all,L/2,1.0,40186,314,148
8ak2_A,boltz2,eval-val,all,L/5,1.0,40186,314,59
8ak2_A,boltz2,eval-val,all,R,0.9076433121019108,40186,314,314
8ak2_A,boltz2,eval-val,all,AUC,0.9854262940773533,40186,314,40186
8ak2_A,boltz2,eval-val,short,L,0.13131313131313133,1683,40,297
8ak2_A,boltz2,eval-val,short,L/2,0.2635135135135135,1683,40,148
8ak2_A,boltz2,eval-val,short,L/5,0.6610169491525424,1683,40,59
8ak2_A,boltz2,eval-val,short,R,0.95,1683,40,40
8ak2_A,boltz2,eval-val,short,AUC,0.9872793670115644,1683,40,1683
8ak2_A,boltz2,eval-val,medium,L,0.14814814814814814,3258,45,297
8ak2_A,boltz2,eval-val,medium,L/2,0.2972972972972973,3258,45,148
8ak2_A,boltz2,eval-val,medium,L/5,0.7457627118644068,3258,45,59
8ak2_A,boltz2,eval-val,medium,R,0.8888888888888888,3258,45,45
8ak2_A,boltz2,eval-val,medium,AUC,0.9883805374001453,3258,45,3258
8ak2_A,boltz2,eval-val,long,L,0.7474747474747475,35245,229,297
8ak2_A,boltz2,eval-val,long,L/2,0.9662162162162162,35245,229,148
8ak2_A,boltz2,eval-val,long,L/5,1.0,35245,229,59
8ak2_A,boltz2,eval-val,long,R,0.8995633187772926,35245,229,229
8ak2_A,boltz2,eval-val,long,AUC,0.9845010340874739,35245,229,35245
8akh_A,boltz2,eval-val,all,L,0.8101604278074866,49770,321,374
8akh_A,boltz2,eval-val,all,L/2,0.9572192513368984,49770,321,187
8akh_A,boltz2,eval-val,all,L/5,0.9864864864864865,49770,321,74
8akh_A,boltz2,eval-val,all,R,0.9003115264797508,49770,321,321
8akh_A,boltz2,eval-val,all,AUC,0.9794985286139866,49770,321,49770
8akh_A,boltz2,eval-val,short,L,0.10695187165775401,1875,42,374
8akh_A,boltz2,eval-val,short,L/2,0.21390374331550802,1875,42,187
8akh_A,boltz2,eval-val,short,L/5,0.5405405405405406,1875,42,74
8akh_A,boltz2,eval-val,short,R,0.9047619047619048,1875,42,42
8akh_A,boltz2,eval-val,short,AUC,0.9747746343491023,1875,42,1875
8akh_A,boltz2,eval-val,medium,L,0.12299465240641712,3642,50,374
8akh_A,boltz2,eval-val,medium,L/2,0.24064171122994651,3642,50,187
8akh_A,boltz2,eval-val,medium,L/5,0.6081081081081081,3642,50,74
8akh_A,boltz2,eval-val,medium,R,0.84,3642,50,50
8akh_A,boltz2,eval-val,medium,AUC,0.9495295100222717,3642,50,3642
8akh_A,boltz2,eval-val,long,L,0.5962566844919787,44253,229,374
8akh_A,boltz2,eval-val,long,L/2,0.9411764705882353,44253,229,187
8akh_A,boltz2,eval-val,long,L/5,0.9864864864864865,44253,229,74
8akh_A,boltz2,eval-val,long,R,0.9039301310043668,44253,229,229
8akh_A,boltz2,eval-val,long,AUC,0.986707825902029,44253,229,44253
8amo_A,boltz2,eval-val,all,L,0.8270676691729323,72010,362,399
8amo_A,boltz2,eval-val,all,L/2,0.9296482412060302,72010,362,199
8amo_A,boltz2,eval-val,all,L/5,0.9367088607594937,72010,362,79
8amo_A,boltz2,eval-val,all,R,0.8812154696132597,72010,362,362
8amo_A,boltz2,eval-val,all,AUC,0.9651947697336765,72010,362,72010
8amo_A,boltz2,eval-val,short,L,0.10776942355889724,2259,44,399
8amo_A,boltz2,eval-val,short,L/2,0.21608040201005024,2259,44,199
8amo_A,boltz2,eval-val,short,L/5,0.5443037974683544,2259,44,79
8amo_A,boltz2,eval-val,short,R,0.8636363636363636,2259,44,44
8amo_A,boltz2,eval-val,short,AUC,0.9872409193515289,2259,44,2259
8amo_A,boltz2,eval-val,medium,L,0.14786967418546365,4410,59,399
8amo_A,boltz2,eval-val,medium,L/2,0.2964824120603015,4410,59,199
8amo_A,boltz2,eval-val,medium,L/5,0.7468354430379747,4410,59,79
8amo_A,boltz2,eval-val,medium,R,0.9152542372881356,4410,59,59
8amo_A,boltz2,eval-val,medium,AUC,0.9995325446322489,4410,59,4410
8amo_A,boltz2,eval-val,long,L,0.5889724310776943,65341,259,399
8amo_A,boltz2,eval-val,long,L/2,0.9195979899497487,65341,259,199
8amo_A,boltz2,eval-val,long,L/5,0.9493670886075949,65341,259,79
8amo_A,boltz2,eval-val,long,R,0.8687258687258688,65341,259,259
8amo_A,boltz2,eval-val,long,AUC,0.9534408567320894,65341,259,65341
8an4_A,boltz2,eval-test,all,L,0.7142857142857143,17955,172,196
8an4_A,boltz2,eval-test,all,L/2,0.9081632653061225,17955,172,98
8an4_A,boltz2,eval-test,all,L/5,0.9230769230769231,17955,172,39
8an4_A,boltz2,eval-test,all,R,0.7848837209302325,17955,172,172
8an4_A,boltz2,eval-test,all,AUC,0.9119413105539783,17955,172,17955
8an4_A,boltz2,eval-test,short,L,0.10204081632653061,1119,22,196
8an4_A,boltz2,eval-test,short,L/2,0.19387755102040816,1119,22,98
8an4_A,boltz2,eval-test,short,L/5,0.48717948717948717,1119,22,39
8an4_A,boltz2,eval-test,short,R,0.8181818181818182,1119,22,22
8an4_A,boltz2,eval-test,short,AUC,0.930761581171791,1119,22,1119
8an4_A,boltz2,eval-test,medium,L,0.1377551020408163,2130,31,196
8an4_A,boltz2,eval-test,medium,L/2,0.2755102040816326,2130,31,98
8an4_A,boltz2,eval-test,medium,L/5,0.6923076923076923,2130,31,39
8an4_A,boltz2,eval-test,medium,R,0.8387096774193549,2130,31,31
8an4_A,boltz2,eval-test,medium,AUC,0.9347461925033427,2130,31,2130
8an4_A,boltz2,eval-test,long,L,0.4897959183673469,14706,119,196
8an4_A,boltz2,eval-test,long,L/2,0.826530612244898,14706,119,98
8an4_A,boltz2,eval-test,long,L/5,0.8717948717948718,14706,119,39
8an4_A,boltz2,eval-test,long,R,0.7647058823529411,14706,119,119
8an4_A,boltz2,eval-test,long,AUC,0.9025044171367046,14706,119,14706
8arl_A,boltz2,eval-val,all,L,0.8536585365853658,25651,260,246
8arl_A,boltz2,eval-val,all,L/2,0.9024390243902439,25651,260,123
8arl_A,boltz2,eval-val,all,L/5,0.9183673469387755,25651,260,49
8arl_A,boltz2,eval-val,all,R,0.8346153846153846,25651,260,260
8arl_A,boltz2,eval-val,all,AUC,0.952973646022364,25651,260,25651
8arl_A,boltz2,eval-val,short,L,0.056910569105691054,1341,26,246
8arl_A,boltz2,eval-val,short,L/2,0.11382113821138211,1341,26,123
8arl_A,boltz2,eval-val,short,L/5,0.2857142857142857,1341,26,49
8arl_A,boltz2,eval-val,short,R,0.5,1341,26,26
8arl_A,boltz2,eval-val,short,AUC,0.7612167300380227,1341,26,1341
8arl_A,boltz2,eval-val,medium,L,0.052845528455284556,2574,16,246
8arl_A,boltz2,eval-val,medium,L/2,0.10569105691056911,2574,16,123
8arl_A,boltz2,eval-val,medium,L/5,0.2653061224489796,2574,16,49
8arl_A,boltz2,eval-val,medium,R,0.5625,2574,16,16
8arl_A,boltz2,eval-val,medium,AUC,0.9040387998436278,2574,16,2574
8arl_A,boltz2,eval-val,long,L,0.8373983739837398,21736,218,246
8arl_A,boltz2,eval-val,long,L/2,0.975609756097561,21736,218,123
8arl_A,boltz2,eval-val,long,L/5,0.9795918367346939,21736,218,49
8arl_A,boltz2,eval-val,long,R,0.8944954128440367,21736,218,218
8arl_A,boltz2,eval-val,long,AUC,0.9789496696173291,21736,218,21736
8au6_A,boltz2,eval-val,all,L,0.5015576323987538,29403,168,321
8au6_A,boltz2,eval-val,all,L/2,0.8375,29403,168,160
8au6_A,boltz2,eval-val,all,L/5,0.890625,29403,168,64
8au6_A,boltz2,eval-val,all,R,0.8333333333333334,29403,168,168
8au6_A,boltz2,eval-val,all,AUC,0.978599831415378,29403,168,29403
8au6_A,boltz2,eval-val,short,L,0.0778816199376947,1437,25,321
8au6_A,boltz2,eval-val,short,L/2,0.15625,1437,25,160
8au6_A,boltz2,eval-val,short,L/5,0.390625,1437,25,64
8au6_A,boltz2,eval-val,short,R,0.92,1437,25,25
8au6_A,boltz2,eval-val,short,AUC,0.9997450424929178,1437,25,1437
8au6_A,boltz2,eval-val,medium,L,0.0778816199376947,2766,25,321
8au6_A,boltz2,eval-val,medium,L/2,0.15625,2766,25,160
8au6_A,boltz2,eval-val,medium,L/5,0.390625,2766,25,64
8au6_A,boltz2,eval-val,medium,R,0.92,2766,25,25
8au6_A,boltz2,eval-val,medium,AUC,0.9995038307187157,2766,25,2766
8au6_A,boltz2,eval-val,long,L,0.34579439252336447,25200,118,321
8au6_A,boltz2,eval-val,long,L/2,0.69375,25200,118,160
8au6_A,boltz2,eval-val,long,L/5,0.75,25200,118,64
8au6_A,boltz2,eval-val,long,R,0.8050847457627118,25200,118,118
8au6_A,boltz2,eval-val,long,AUC,0.9697245576880713,25200,118,25200
8axj_A,boltz2,eval-val,all,L,0.8024691358024691,12090,143,162
8axj_A,boltz2,eval-val,all,L/2,0.8518518518518519,12090,143,81
8axj_A,boltz2,eval-val,all,L/5,0.875,12090,143,32
8axj_A,boltz2,eval-val,all,R,0.8601398601398601,12090,143,143
8axj_A,boltz2,eval-val,all,AUC,0.9604611509692283,12090,143,12090
8axj_A,boltz2,eval-val,short,L,0.08024691358024691,915,13,162
8axj_A,boltz2,eval-val,short,L/2,0.16049382716049382,915,13,81
8axj_A,boltz2,eval-val,short,L/5,0.40625,915,13,32
8axj_A,boltz2,eval-val,short,R,0.9230769230769231,915,13,13
8axj_A,boltz2,eval-val,short,AUC,0.9993177554153164,915,13,915
8axj_A,boltz2,eval-val,medium,L,0.3950617283950617,1722,67,162
8axj_A,boltz2,eval-val,medium,L/2,0.7901234567901234,1722,67,81
8axj_A,boltz2,eval-val,medium,L/5,0.9375,1722,67,32
8axj_A,boltz2,eval-val,medium,R,0.8955223880597015,1722,67,67
8axj_A,boltz2,eval-val,medium,AUC,0.9756188844298147,1722,67,1722
8axj_A,boltz2,eval-val,long,L,0.3395061728395062,9453,63,162
8axj_A,boltz2,eval-val,long,L/2,0.6790123456790124,9453,63,81
8axj_A,boltz2,eval-val,long,L/5,0.78125,9453,63,32
8axj_A,boltz2,eval-val,long,R,0.8253968253968254,9453,63,63
8axj_A,boltz2,eval-val,long,AUC,0.9356086346501683,9453,63,9453
8axs_A,boltz2,eval-test,all,L,0.9377162629757786,161028,722,578
8axs_A,boltz2,eval-test,all,L/2,0.9653979238754326,161028,722,289
8axs_A,boltz2,eval-test,all,L/5,0.9739130434782609,161028,722,115
8axs_A,boltz2,eval-test,all,R,0.9016620498614959,161028,722,722
8axs_A,boltz2,eval-test,all,AUC,0.9783530557711423,161028,722,161028
8axs_A,boltz2,eval-test,short,L,0.1903114186851211,3387,113,578
8axs_A,boltz2,eval-test,short,L/2,0.3806228373702422,3387,113,289
8axs_A,boltz2,eval-test,short,L/5,0.9391304347826087,3387,113,115
8axs_A,boltz2,eval-test,short,R,0.9557522123893806,3387,113,113
8axs_A,boltz2,eval-test,short,AUC,0.9859201755856006,3387,113,3387
8axs_A,boltz2,eval-test,medium,L,0.2647058823529412,6666,158,578
8axs_A,boltz2,eval-test,medium,L/2,0.5294117647058824,6666,158,289
8axs_A,boltz2,eval-test,medium,L/5,0.9565217391304348,6666,158,115
8axs_A,boltz2,eval-test,medium,R,0.9113924050632911,6666,158,158
8axs_A,boltz2,eval-test,medium,AUC,0.9833953148218746,6666,158,6666
8axs_A,boltz2,eval-test,long,L,0.7387543252595156,150975,451,578
8axs_A,boltz2,eval-test,long,L/2,0.9446366782006921,150975,451,289
8axs_A,boltz2,eval-test,long,L/5,0.9565217391304348,150975,451,115
8axs_A,boltz2,eval-test,long,R,0.88470066518847,150975,451,451
