stem,eval_set,arm,map_seed,sample_idx,L,n_present,n_absent,n_unknown,ranking_score,ptm,iptm,mean_plddt,has_clash,n_matched_atoms,lddt,tm_score,gdt_ts,rmsd
8gsy_A,eval-test,uniform,2,0,144,123,7137,615,0.745830237865448,0.745830237865448,0.0,,0.0,994,0.5844701099838816,0.6641401756170554,0.42857142857142855,2.838343431986533
8gsy_A,eval-test,uniform,2,1,144,123,7137,615,0.7518381476402283,0.7518381476402283,0.0,75.27252197265625,0.0,994,0.5795546126860719,0.6518900497873121,0.44246031746031744,2.998699103137941
8gsy_A,eval-test,uniform,2,2,144,123,7137,615,0.7508115768432617,0.7508115768432617,0.0,,0.0,994,0.5994136365791221,0.6482652971516182,0.41666666666666663,2.8847726912862375
8gsy_A,eval-test,uniform,3,0,144,123,7137,615,0.2105274796485901,0.2105274796485901,0.0,31.984607696533203,0.0,994,0.3212243410448469,0.4591670543732039,0.10317460317460317,7.217312332820994
8gsy_A,eval-test,uniform,3,1,144,123,7137,615,0.21009327471256256,0.21009327471256256,0.0,,0.0,994,0.5448735422394994,0.6488516674911996,0.3373015873015873,3.617193560999291
8gsy_A,eval-test,uniform,3,2,144,123,7137,615,0.20382247865200043,0.20382247865200043,0.0,,0.0,994,0.3025267848677349,0.4338118817819082,0.061507936507936505,9.907742980907427
8gsy_A,eval-test,uniform,4,0,144,123,7137,615,0.5004085302352905,0.5004085302352905,0.0,53.3546142578125,0.0,994,0.29658167014316866,0.513691180816035,0.05357142857142857,10.071329645653657
8gsy_A,eval-test,uniform,4,1,144,123,7137,615,0.4735002815723419,0.4735002815723419,0.0,,0.0,994,0.2927328268702001,0.4884478982520443,0.057539682539682536,10.38720170547621
8gsy_A,eval-test,uniform,4,2,144,123,7137,615,0.4972052276134491,0.4972052276134491,0.0,,0.0,994,0.2814499976296577,0.5545355555391136,0.07142857142857142,10.508900067176139
8gsy_A,eval-test,uniform,5,0,144,123,7137,615,0.3186758756637573,0.3186758756637573,0.0,,0.0,994,0.29518020527164124,0.3767278049606875,0.04365079365079365,9.674928685725328
8gsy_A,eval-test,uniform,5,1,144,123,7137,615,0.31536707282066345,0.31536707282066345,0.0,,0.0,994,0.30398898976012134,0.4099580971066119,0.021825396825396824,9.932721414086
8gsy_A,eval-test,uniform,5,2,144,123,7137,615,0.3236237168312073,0.3236237168312073,0.0,39.21683120727539,0.0,994,0.28817732530577417,0.36809390143050613,0.047619047619047616,9.655019642368318
8gsy_A,eval-test,separation_matched,1,0,144,123,7137,615,0.20765995979309082,0.20765995979309082,0.0,,0.0,994,0.31938436285199584,0.3438950645906604,0.051587301587301584,8.81979273743889
8gsy_A,eval-test,separation_matched,1,1,144,123,7137,615,0.20862047374248505,0.20862047374248505,0.0,32.345272064208984,0.0,994,0.37211558974115866,0.31901848742915934,0.09126984126984126,8.380118668410654
8gsy_A,eval-test,separation_matched,1,2,144,123,7137,615,0.19618305563926697,0.19618305563926697,0.0,,0.0,994,0.2681138593912961,0.365825803399563,0.047619047619047616,10.223619152644805
8gsy_A,eval-test,separation_matched,2,0,144,123,7137,615,0.2036563605070114,0.2036563605070114,0.0,,0.0,994,0.27449748743718594,0.3995558322114906,0.031746031746031744,10.125380053584678
8gsy_A,eval-test,separation_matched,2,1,144,123,7137,615,0.20297913253307343,0.20297913253307343,0.0,,0.0,994,0.2859225372143738,0.39317185977452757,0.06746031746031746,9.564030609793221
8gsy_A,eval-test,separation_matched,2,2,144,123,7137,615,0.2052643746137619,0.2052643746137619,0.0,31.94733238220215,0.0,994,0.2622235588318953,0.3806672502975905,0.03968253968253968,10.04698658322248
8gsy_A,eval-test,separation_matched,3,0,144,123,7137,615,0.3293355703353882,0.3293355703353882,0.0,39.362613677978516,0.0,994,0.39628863657912206,0.4211361956209974,0.2261904761904762,5.2047950657792
8gsy_A,eval-test,separation_matched,3,1,144,123,7137,615,0.31772756576538086,0.31772756576538086,0.0,,0.0,994,0.41259807291172845,0.41151820024236896,0.1984126984126984,5.380294015385037
8gsy_A,eval-test,separation_matched,3,2,144,123,7137,615,0.32780569791793823,0.32780569791793823,0.0,,0.0,994,0.39543679482317245,0.42626938942793074,0.2222222222222222,5.933843184007112
8gsy_A,eval-test,separation_matched,4,0,144,123,7137,615,0.4384271204471588,0.4384271204471588,0.0,48.020999908447266,0.0,994,0.5595889233905376,0.6017768418669369,0.3571428571428571,3.098842069641988
8gsy_A,eval-test,separation_matched,4,1,144,123,7137,615,0.4354306161403656,0.4354306161403656,0.0,,0.0,994,0.5020384943585854,0.5342811812948265,0.3412698412698413,4.433719015369315
8gsy_A,eval-test,separation_matched,4,2,144,123,7137,615,0.4301624298095703,0.4301624298095703,0.0,,0.0,994,0.4988103844695174,0.6274142775093775,0.39285714285714285,5.593948508863863
8gsy_A,eval-test,separation_matched,5,0,144,123,7137,615,0.2532474398612976,0.2532474398612976,0.0,,0.0,994,0.2942009576182801,0.4202931082946074,0.047619047619047616,10.110687333890525
8gsy_A,eval-test,separation_matched,5,1,144,123,7137,615,0.25079345703125,0.25079345703125,0.0,,0.0,994,0.2700264293163933,0.32331539850850927,0.03571428571428571,10.580999408707614
8gsy_A,eval-test,separation_matched,5,2,144,123,7137,615,0.2624014914035797,0.2624014914035797,0.0,35.84165573120117,0.0,994,0.31500071110268324,0.42031156713518464,0.05555555555555555,9.706853317967774
8hbt_A,eval-test,oracle,0,0,446,475,90050,27330,0.7716562747955322,0.8523433208465576,0.7514844536781311,,0.0,3454,0.8269518731686054,0.9702990703500272,0.8868909512761022,0.941966225383915
8hbt_A,eval-test,oracle,0,1,446,475,90050,27330,0.7764140963554382,0.8535653352737427,0.7571262717247009,85.2094497680664,0.0,3454,0.8230610424520306,0.9617711542841726,0.877030162412993,1.2344426778695317
8hbt_A,eval-test,oracle,0,2,446,475,90050,27330,0.7759131789207458,0.8545088171958923,0.7562642693519592,,0.0,3454,0.8189626873101337,0.9614409210367542,0.8544083526682136,1.1085515311814405
8hbt_A,eval-test,uniform,1,0,446,475,90050,27330,0.17564897239208221,0.16962498426437378,0.17715495824813843,,0.0,3454,0.19116093939614093,0.2594993229875372,0.012180974477958236,13.793323095099618
8hbt_A,eval-test,uniform,1,1,446,475,90050,27330,0.19897004961967468,0.17033229768276215,0.20612949132919312,25.14031410217285,0.0,3454,0.18550665558075896,0.2460414454180431,0.0069605568445475635,14.807749821621497
8hbt_A,eval-test,uniform,1,2,446,475,90050,27330,0.19260601699352264,0.16907483339309692,0.19848880171775818,,0.0,3454,0.19817573585403198,0.26696272869286763,0.0063805104408352666,14.81947268615893
8hbt_A,eval-test,uniform,2,0,446,475,90050,27330,0.18631139397621155,0.18530979752540588,0.18656179308891296,,0.0,3454,0.20294577053785487,0.2646820128426904,0.02088167053364269,12.875756401216076
8hbt_A,eval-test,uniform,2,1,446,475,90050,27330,0.19702275097370148,0.17896515130996704,0.2015371471643448,25.07548713684082,0.0,3454,0.20584909442664062,0.2831233203972545,0.009860788863109048,13.704757251405294
8hbt_A,eval-test,uniform,2,2,446,475,90050,27330,0.18031486868858337,0.18326810002326965,0.1795765608549118,,0.0,3454,0.21193053548701307,0.250605056048147,0.019721577726218097,13.013800998024097
8hbt_A,eval-test,uniform,3,0,446,475,90050,27330,0.1808784157037735,0.17921161651611328,0.18129511177539825,,0.0,3454,0.2048720142717608,0.2756472362256278,0.015081206496519721,12.310396896218558
8hbt_A,eval-test,uniform,3,1,446,475,90050,27330,0.1911206841468811,0.17236536741256714,0.1958095133304596,,0.0,3454,0.2033251668940354,0.282431436681913,0.017981438515081206,14.102534361064206
8hbt_A,eval-test,uniform,3,2,446,475,90050,27330,0.19741769134998322,0.1797695904970169,0.2018297016620636,25.409814834594727,0.0,3454,0.19797359293730812,0.27401360703763367,0.016821345707656612,13.793510582388178
8hbt_A,eval-test,uniform,4,0,446,475,90050,27330,0.18607637286186218,0.1658848226070404,0.19112424552440643,24.59665298461914,0.0,3454,0.19885750572457978,0.2963675088562444,0.03248259860788863,13.530558577203855
8hbt_A,eval-test,uniform,4,1,446,475,90050,27330,0.18317647278308868,0.16528260707855225,0.1876499205827713,,0.0,3454,0.17988735157126595,0.2708534519238051,0.012180974477958236,14.770821790470453
8hbt_A,eval-test,uniform,4,2,446,475,90050,27330,0.18572695553302765,0.17218513786792755,0.18911240994930267,,0.0,3454,0.18332310846699656,0.24971287132405287,0.011020881670533642,14.453809334141615
8hbt_A,eval-test,uniform,5,0,446,475,90050,27330,0.18441610038280487,0.19424974918365479,0.1819576919078827,,0.0,3454,0.195889267388327,0.24653125070647897,0.02088167053364269,13.501105922745737
8hbt_A,eval-test,uniform,5,1,446,475,90050,27330,0.20395320653915405,0.2007862627506256,0.20474493503570557,,0.0,3454,0.1915147735864795,0.2836813393300646,0.0063805104408352666,14.713747900673011
8hbt_A,eval-test,uniform,5,2,446,475,90050,27330,0.20979541540145874,0.20382188260555267,0.21128879487514496,25.023548126220703,0.0,3454,0.18443909881257015,0.2645211457744384,0.008120649651972157,15.636879975838102
8hbt_A,eval-test,separation_matched,1,0,446,475,90050,27330,0.1887597143650055,0.16786623001098633,0.19398309290409088,,0.0,3454,0.18787418301972592,0.2676889414651536,0.010440835266821345,15.12885316285108
8hbt_A,eval-test,separation_matched,1,1,446,475,90050,27330,0.18207824230194092,0.16929064691066742,0.1852751225233078,,0.0,3454,0.20859231843462678,0.2855184534139148,0.02842227378190255,14.480250027629696
8hbt_A,eval-test,separation_matched,1,2,446,475,90050,27330,0.1965441107749939,0.1694626659154892,0.20331445336341858,25.643085479736328,0.0,3454,0.19595149108149487,0.24919878415733834,0.01740139211136891,14.044090368666648
8hbt_A,eval-test,separation_matched,2,0,446,475,90050,27330,0.21946991980075836,0.1898289918899536,0.22688014805316925,25.129526138305664,0.0,3454,0.2062762516716311,0.2958870799506544,0.01334106728538283,13.759764046185023
8hbt_A,eval-test,separation_matched,2,1,446,475,90050,27330,0.21364468336105347,0.19168536365032196,0.21913450956344604,,0.0,3454,0.20339781726011252,0.29336171171599457,0.016821345707656612,13.23516369720385
8hbt_A,eval-test,separation_matched,2,2,446,475,90050,27330,0.21232593059539795,0.18622460961341858,0.218851238489151,,0.0,3454,0.20084025529876792,0.2526958120860662,0.012761020881670533,14.830760086077623
8hbt_A,eval-test,separation_matched,3,0,446,475,90050,27330,0.22470533847808838,0.22178438305854797,0.22543556988239288,,0.0,3454,0.19724809830939907,0.267737123092533,0.0063805104408352666,14.638077916007441
8hbt_A,eval-test,separation_matched,3,1,446,475,90050,27330,0.21943813562393188,0.22218887507915497,0.21875044703483582,,0.0,3454,0.19745528639043383,0.2752428261195802,0.015661252900232018,14.785088552191642
8hbt_A,eval-test,separation_matched,3,2,446,475,90050,27330,0.2286314219236374,0.22522826492786407,0.22948220372200012,26.33584213256836,0.0,3454,0.1958250256294347,0.27251218967988433,0.01334106728538283,14.851189844221736
8hbt_A,eval-test,separation_matched,4,0,446,475,90050,27330,0.19711846113204956,0.17166903614997864,0.2034808099269867,,0.0,3454,0.2101095675150615,0.2678063261968553,0.030162412993039442,14.912399664142157
8hbt_A,eval-test,separation_matched,4,1,446,475,90050,27330,0.20037230849266052,0.18306751549243927,0.20469848811626434,24.218482971191406,0.0,3454,0.18800098481607347,0.29117630283230317,0.008120649651972157,15.362294104040684
8hbt_A,eval-test,separation_matched,4,2,446,475,90050,27330,0.1959565281867981,0.1828119158744812,0.19924268126487732,,0.0,3454,0.1887843306614143,0.2772227477887219,0.01160092807424594,15.418720256592758
8hbt_A,eval-test,separation_matched,5,0,446,475,90050,27330,0.20607049763202667,0.22526606917381287,0.20127160847187042,,0.0,3454,0.19162576720131955,0.28082945112400187,0.009280742459396751,13.829293234248869
8hbt_A,eval-test,separation_matched,5,1,446,475,90050,27330,0.21680369973182678,0.2350010722875595,0.2122543454170227,25.780715942382812,0.0,3454,0.19596797195157717,0.2887094854266837,0.017981438515081206,14.49894689003673
8hbt_A,eval-test,separation_matched,5,2,446,475,90050,27330,0.20478732883930206,0.2081294059753418,0.20395179092884064,,0.0,3454,0.19620946714992615,0.2598497307663244,0.009860788863109048,14.99603342084264
8hel_A,eval-test,oracle,0,0,76,40,1913,325,0.8693027496337891,0.8693027496337891,0.0,,0.0,539,0.909395562466704,0.9477249258368552,0.9632352941176471,0.4565680981512395
8hel_A,eval-test,oracle,0,1,76,40,1913,325,0.86879563331604,0.86879563331604,0.0,,0.0,539,0.8977006032856751,0.9211608393655348,0.9154411764705883,0.6856152627226655
8hel_A,eval-test,oracle,0,2,76,40,1913,325,0.8700097799301147,0.8700097799301147,0.0,91.14060974121094,0.0,539,0.886156825479101,0.9387004131423384,0.9558823529411764,0.47956838535069335
8hel_A,eval-test,uniform,1,0,76,40,1913,325,0.44501757621765137,0.44501757621765137,0.0,,0.0,539,0.4456682936662203,0.5123149117702838,0.2610294117647059,5.968524822764322
8hel_A,eval-test,uniform,1,1,76,40,1913,325,0.44740670919418335,0.44740670919418335,0.0,62.59953689575195,0.0,539,0.42291189725425826,0.42870664129486025,0.23529411764705882,6.360596289033859
8hel_A,eval-test,uniform,1,2,76,40,1913,325,0.4442293643951416,0.4442293643951416,0.0,,0.0,539,0.41611233496033295,0.4768410642159013,0.2757352941176471,6.578559292080206
8hel_A,eval-test,uniform,2,0,76,40,1913,325,0.4708419740200043,0.4708419740200043,0.0,,0.0,539,0.46821231624263887,0.44852082370616847,0.22426470588235295,4.688718655693118
8hel_A,eval-test,uniform,2,1,76,40,1913,325,0.47049465775489807,0.47049465775489807,0.0,,0.0,539,0.46037608166673866,0.38283868058853227,0.26838235294117646,4.651755574804982
8hel_A,eval-test,uniform,2,2,76,40,1913,325,0.47731220722198486,0.47731220722198486,0.0,65.01396942138672,0.0,539,0.4632593264509812,0.4140030381411895,0.26838235294117646,5.466932984441495
8hel_A,eval-test,uniform,3,0,76,40,1913,325,0.4218277037143707,0.4218277037143707,0.0,,0.0,539,0.46699206657739767,0.4759980291092397,0.1323529411764706,6.074251327436524
8hel_A,eval-test,uniform,3,1,76,40,1913,325,0.41857415437698364,0.41857415437698364,0.0,,0.0,539,0.44070810476149336,0.4860917689096729,0.22794117647058823,6.004891562920308
8hel_A,eval-test,uniform,3,2,76,40,1913,325,0.42250144481658936,0.42250144481658936,0.0,59.883148193359375,0.0,539,0.40665270038731227,0.4650607863626199,0.1875,6.394053578511827
8hel_A,eval-test,uniform,4,0,76,40,1913,325,0.3845028579235077,0.3845028579235077,0.0,,0.0,539,0.4330338502296517,0.49513066364195474,0.338235294117647,5.523697271143755
8hel_A,eval-test,uniform,4,1,76,40,1913,325,0.38628870248794556,0.38628870248794556,0.0,,0.0,539,0.34727801534850905,0.46846260140600826,0.04779411764705883,7.669822664440452
8hel_A,eval-test,uniform,4,2,76,40,1913,325,0.3876919448375702,0.3876919448375702,0.0,57.99522399902344,0.0,539,0.40845607821116436,0.4734360791822077,0.25,5.593880403478021
8hel_A,eval-test,uniform,5,0,76,40,1913,325,0.3845407962799072,0.3845407962799072,0.0,,0.0,539,0.48938130822282694,0.52905902143271,0.3860294117647059,5.008570054873793
8hel_A,eval-test,uniform,5,1,76,40,1913,325,0.3892242908477783,0.3892242908477783,0.0,57.916568756103516,0.0,539,0.4251292240795934,0.4956755082743835,0.11764705882352941,6.2598844843012005
8hel_A,eval-test,uniform,5,2,76,40,1913,325,0.3763606548309326,0.3763606548309326,0.0,,0.0,539,0.4062531496119678,0.4256990677744684,0.20955882352941177,5.8440294035616995
8hel_A,eval-test,separation_matched,1,0,76,40,1913,325,0.421728253364563,0.421728253364563,0.0,,0.0,539,0.4084272817588873,0.4742199209683625,0.20588235294117646,5.807701363146749
8hel_A,eval-test,separation_matched,1,1,76,40,1913,325,0.41506168246269226,0.41506168246269226,0.0,,0.0,539,0.4883590341669906,0.4474763472403908,0.1875,4.80775310327445
8hel_A,eval-test,separation_matched,1,2,76,40,1913,325,0.42517542839050293,0.42517542839050293,0.0,59.547698974609375,0.0,539,0.40467294429326306,0.4130145309169389,0.23161764705882354,6.334886243262558
8hel_A,eval-test,separation_matched,2,0,76,40,1913,325,0.4154018461704254,0.4154018461704254,0.0,60.174072265625,0.0,539,0.4489330914431342,0.49770856309346645,0.23897058823529413,5.805421228785437
8hel_A,eval-test,separation_matched,2,1,76,40,1913,325,0.4105489253997803,0.4105489253997803,0.0,,0.0,539,0.46264740184009334,0.4760977937127857,0.2573529411764706,5.5037714201749
8hel_A,eval-test,separation_matched,2,2,76,40,1913,325,0.406841903924942,0.406841903924942,0.0,,0.0,539,0.4270693850517616,0.4372500406006564,0.22426470588235292,6.088365073340004
8hel_A,eval-test,separation_matched,3,0,76,40,1913,325,0.3855903148651123,0.3855903148651123,0.0,55.9825439453125,0.0,539,0.48714598361481865,0.5191647393847321,0.3272058823529411,3.497555932326276
8hel_A,eval-test,separation_matched,3,1,76,40,1913,325,0.384573757648468,0.384573757648468,0.0,,0.0,539,0.4417699739392107,0.47730684823845904,0.15073529411764705,6.542091473692687
8hel_A,eval-test,separation_matched,3,2,76,40,1913,325,0.3803313374519348,0.3803313374519348,0.0,,0.0,539,0.3855233035290052,0.49410071512429804,0.2536764705882353,7.779739734081368
8hel_A,eval-test,separation_matched,4,0,76,40,1913,325,0.4277872145175934,0.4277872145175934,0.0,,0.0,539,0.42189322275495655,0.4630742776613807,0.30147058823529416,5.246719319208078
8hel_A,eval-test,separation_matched,4,1,76,40,1913,325,0.42349928617477417,0.42349928617477417,0.0,,0.0,539,0.41828646710725237,0.5120016792946238,0.11764705882352941,6.304543388306755
8hel_A,eval-test,separation_matched,4,2,76,40,1913,325,0.43231937289237976,0.43231937289237976,0.0,59.885597229003906,0.0,539,0.39752422501547807,0.42417813998709575,0.21323529411764708,6.0578203033397875
8hel_A,eval-test,separation_matched,5,0,76,40,1913,325,0.39377835392951965,0.39377835392951965,0.0,56.90928268432617,0.0,539,0.4459022648409716,0.5019175357873555,0.1875,5.496188980970136
8hel_A,eval-test,separation_matched,5,1,76,40,1913,325,0.38883769512176514,0.38883769512176514,0.0,,0.0,539,0.48912214015233324,0.4100609264713089,0.11764705882352941,6.422206903434586
8hel_A,eval-test,separation_matched,5,2,76,40,1913,325,0.3914377689361572,0.3914377689361572,0.0,,0.0,539,0.4271629735216621,0.5287140249131191,0.19117647058823528,5.702773651788367
8ii8_A,eval-test,oracle,0,0,226,138,23952,9063,0.9136055111885071,0.9292489886283875,0.9096946716308594,92.42203521728516,0.0,1690,0.8769793023592415,0.982914858814077,0.9544444444444444,0.4349636771287457
8ii8_A,eval-test,oracle,0,1,226,138,23952,9063,0.8887273073196411,0.9257802963256836,0.8794640898704529,,0.0,1690,0.886658303983532,0.9844135834476699,0.9688888888888889,0.41283579592329
8ii8_A,eval-test,oracle,0,2,226,138,23952,9063,0.9129071235656738,0.9295154809951782,0.9087549448013306,,0.0,1690,0.8925797269262314,0.9840088434001787,0.9666666666666667,0.4210599474475525
8ii8_A,eval-test,uniform,1,0,226,138,23952,9063,0.2655443847179413,0.3108725845813751,0.25421231985092163,,0.0,1690,0.369424743892829,0.45892771223702594,0.1111111111111111,8.095313180559785
8ii8_A,eval-test,uniform,1,1,226,138,23952,9063,0.28052130341529846,0.316402405500412,0.2715510129928589,41.46242141723633,0.0,1690,0.32612212733793283,0.36948583574801674,0.030000000000000002,9.909268089316997
8ii8_A,eval-test,uniform,1,2,226,138,23952,9063,0.2736928164958954,0.3098762333393097,0.2646469473838806,,0.0,1690,0.340563033724128,0.34982970883099296,0.042222222222222223,9.125187852968988
8ii8_A,eval-test,uniform,2,0,226,138,23952,9063,0.4640471339225769,0.5545179843902588,0.4414294362068176,54.82190704345703,0.0,1690,0.4525900194593203,0.5562503269650763,0.26666666666666666,4.608069528045987
8ii8_A,eval-test,uniform,2,1,226,138,23952,9063,0.44496381282806396,0.5608927607536316,0.41598156094551086,,0.0,1690,0.47301024428684,0.5661327532507261,0.2577777777777778,4.6783586276335605
8ii8_A,eval-test,uniform,2,2,226,138,23952,9063,0.45836150646209717,0.5602582693099976,0.4328872859477997,,0.0,1690,0.4668411572666892,0.570834557030967,0.28555555555555556,4.443410354376273
8ii8_A,eval-test,uniform,3,0,226,138,23952,9063,0.19500187039375305,0.22144293785095215,0.18839159607887268,32.864070892333984,0.0,1690,0.295328154902623,0.3345122864114994,0.023333333333333334,12.562397662489387
8ii8_A,eval-test,uniform,3,1,226,138,23952,9063,0.19091638922691345,0.2180001139640808,0.18414545059204102,,0.0,1690,0.30676331998520445,0.2786099837618721,0.022222222222222223,10.637578551035578
8ii8_A,eval-test,uniform,3,2,226,138,23952,9063,0.1750176101922989,0.20201219618320465,0.16826896369457245,,0.0,1690,0.30896736945369163,0.3341622083538217,0.022222222222222223,11.881048174268669
8ii8_A,eval-test,uniform,4,0,226,138,23952,9063,0.5341529250144958,0.6683531999588013,0.5006028413772583,,0.0,1690,0.533591450764703,0.676214774475058,0.33111111111111113,4.194676728711148
8ii8_A,eval-test,uniform,4,1,226,138,23952,9063,0.5435806512832642,0.6693674921989441,0.5121339559555054,,0.0,1690,0.5161785754490922,0.6914730917781416,0.4011111111111111,4.678460228125837
8ii8_A,eval-test,uniform,4,2,226,138,23952,9063,0.5476819276809692,0.6710996031761169,0.5168274641036987,63.78224563598633,0.0,1690,0.5213023270774031,0.6973760573988129,0.3933333333333333,4.601931028481304
8ii8_A,eval-test,uniform,5,0,226,138,23952,9063,0.22812122106552124,0.29793688654899597,0.21066729724407196,,0.0,1690,0.2828363969701356,0.3973811763358689,0.0033333333333333335,12.654753241759275
8ii8_A,eval-test,uniform,5,1,226,138,23952,9063,0.24347464740276337,0.31719014048576355,0.22504577040672302,,0.0,1690,0.2916533989482318,0.34533649830364266,0.005555555555555556,14.607062597668767
8ii8_A,eval-test,uniform,5,2,226,138,23952,9063,0.2578206956386566,0.32763299345970154,0.24036763608455658,39.979251861572266,0.0,1690,0.2781910873096284,0.3679550895456533,0.005555555555555556,14.291432055594038
8ii8_A,eval-test,separation_matched,1,0,226,138,23952,9063,0.60179203748703,0.7049999237060547,0.5759900808334351,67.56360626220703,0.0,1690,0.5881941429053891,0.8201948396226705,0.4077777777777778,3.522869917812511
8ii8_A,eval-test,separation_matched,1,1,226,138,23952,9063,0.5984487533569336,0.7053478956222534,0.571723997592926,,0.0,1690,0.5579477653945739,0.771139157937561,0.4255555555555556,3.7074824265963064
8ii8_A,eval-test,separation_matched,1,2,226,138,23952,9063,0.5897231698036194,0.6992148756980896,0.5623502135276794,,0.0,1690,0.5185820427461765,0.7670922007481833,0.43333333333333335,4.284371874136452
8ii8_A,eval-test,separation_matched,2,0,226,138,23952,9063,0.2802491784095764,0.3655122220516205,0.2589333951473236,43.714561462402344,0.0,1690,0.3572650809732877,0.3789456413458137,0.06888888888888889,8.071415505748009
8ii8_A,eval-test,separation_matched,2,1,226,138,23952,9063,0.26155370473861694,0.35502007603645325,0.23818708956241608,,0.0,1690,0.3294044804683103,0.3701374544605052,0.035555555555555556,10.810773210545834
8ii8_A,eval-test,separation_matched,2,2,226,138,23952,9063,0.2526552081108093,0.33355358242988586,0.2324306070804596,,0.0,1690,0.3317331660796706,0.41284269476480284,0.06444444444444444,10.131190215649543
8ii8_A,eval-test,separation_matched,3,0,226,138,23952,9063,0.33960676193237305,0.4374774992465973,0.3151390552520752,,0.0,1690,0.346194175069555,0.3760857440121995,0.07555555555555556,8.207072949998722
8ii8_A,eval-test,separation_matched,3,1,226,138,23952,9063,0.34400996565818787,0.43842190504074097,0.3204069435596466,49.36399459838867,0.0,1690,0.37362136343899266,0.3883731504465376,0.12222222222222222,7.596891331409935
8ii8_A,eval-test,separation_matched,3,2,226,138,23952,9063,0.32277658581733704,0.43416935205459595,0.2949283719062805,,0.0,1690,0.3655875589006288,0.3976878165793316,0.11444444444444445,7.012988066679331
8ii8_A,eval-test,separation_matched,4,0,226,138,23952,9063,0.19829455018043518,0.24801863729953766,0.18586352467536926,,0.0,1690,0.2867692703558965,0.27126734719769063,0.021111111111111112,14.075046200955608
8ii8_A,eval-test,separation_matched,4,1,226,138,23952,9063,0.2626190781593323,0.31590306758880615,0.2492980659008026,,0.0,1690,0.4171965712999148,0.5730468469204031,0.18555555555555556,6.784050120908031
8ii8_A,eval-test,separation_matched,4,2,226,138,23952,9063,0.2667267918586731,0.30965566635131836,0.2559945583343506,39.36209487915039,0.0,1690,0.4191738633987874,0.5613842026389291,0.15555555555555556,6.601918385395393
8ii8_A,eval-test,separation_matched,5,0,226,138,23952,9063,0.24159270524978638,0.3148781359195709,0.22327134013175964,,0.0,1690,0.2860077837281485,0.3080737059601606,0.061111111111111116,10.635934567119097
8ii8_A,eval-test,separation_matched,5,1,226,138,23952,9063,0.263586163520813,0.31330251693725586,0.25115707516670227,38.30999755859375,0.0,1690,0.2959859120953346,0.342972375115023,0.05,9.270065734845785
8ii8_A,eval-test,separation_matched,5,2,226,138,23952,9063,0.22091539204120636,0.278170645236969,0.2066015750169754,,0.0,1690,0.30628729032984353,0.34957666050686764,0.007777777777777778,10.23247410355771
8kih_A,eval-test,oracle,0,0,332,285,40470,11248,0.9171561598777771,0.9411728978157043,0.9111520051956177,,0.0,2342,0.8655008648805402,0.9612717665990292,0.8865979381443299,0.9305416936342246
8kih_A,eval-test,oracle,0,1,332,285,40470,11248,-99.0786361694336,0.9422239065170288,0.9161516427993774,,1.0,2342,0.8719022062112105,0.9643051840175809,0.8943298969072165,0.8964066554880409
8kih_A,eval-test,oracle,0,2,332,285,40470,11248,0.9229557514190674,0.9414041638374329,0.9183436632156372,91.01995086669922,0.0,2342,0.8664790886793571,0.9681804748566605,0.9132302405498282,0.7549452163115202
8kih_A,eval-test,uniform,1,0,332,285,40470,11248,-99.7576675415039,0.22255738079547882,0.24727921187877655,28.669130325317383,1.0,2342,0.2680251519922886,0.3466836035771324,0.022336769759450172,10.21225864151557
8kih_A,eval-test,uniform,1,1,332,285,40470,11248,-99.771240234375,0.2128894031047821,0.23272669315338135,,1.0,2342,0.23715749403160952,0.2999004037859556,0.010309278350515464,11.980480783805842
8kih_A,eval-test,uniform,1,2,332,285,40470,11248,-99.75786590576172,0.22590047121047974,0.24619409441947937,,1.0,2342,0.27822502414926187,0.3482512424207484,0.02147766323024055,9.516760479631662
8kih_A,eval-test,uniform,2,0,332,285,40470,11248,0.21669626235961914,0.2554592788219452,0.20700550079345703,30.36575698852539,0.0,2342,0.2672807624835857,0.32188033571324276,0.05326460481099657,10.853372580471467
8kih_A,eval-test,uniform,2,1,332,285,40470,11248,0.20476692914962769,0.23873896896839142,0.19627392292022705,,0.0,2342,0.27198042327069843,0.3215414199256007,0.03436426116838488,11.129741259315383
8kih_A,eval-test,uniform,2,2,332,285,40470,11248,0.20974978804588318,0.26441940665245056,0.19608238339424133,,0.0,2342,0.28259844015169616,0.2898559615898714,0.03178694158075601,11.522658827244967
8kih_A,eval-test,uniform,3,0,332,285,40470,11248,0.3030662536621094,0.26807379722595215,0.3118143677711487,,0.0,2342,0.2781652891886869,0.3116416397907789,0.01632302405498282,11.299486375999493
8kih_A,eval-test,uniform,3,1,332,285,40470,11248,0.322131484746933,0.25698596239089966,0.3384178578853607,31.79534149169922,0.0,2342,0.2801028462432326,0.3171104243491197,0.015463917525773196,11.956358893637253
8kih_A,eval-test,uniform,3,2,332,285,40470,11248,0.3091720640659332,0.24338680505752563,0.3256183862686157,,0.0,2342,0.2937413077974035,0.3384656986237017,0.023195876288659795,11.095824879429554
8kih_A,eval-test,uniform,4,0,332,285,40470,11248,0.1706606149673462,0.1829000562429428,0.16760075092315674,,0.0,2342,0.24773772982643166,0.3116756469315425,0.02663230240549828,12.448635248298569
