stem,method,mean_plddt,source,source_row,metric,value,eval_set,designed,is_viral,L,msa_query_length,msa_depth,tier,figure
8j9r_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2668,gdt_ts,0.861111,eval-test,0,0,74,72,5606,≥1000,01_predictors
8jdg_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2669,gdt_ts,0.815789,eval-test,0,0,471,456,15318,≥1000,01_predictors
8jh8_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2670,gdt_ts,0.994835,eval-test,0,0,248,242,8861,≥1000,01_predictors
8jiy_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2671,gdt_ts,0.471065,eval-test,0,0,241,216,1096,≥1000,01_predictors
8jmy_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2672,gdt_ts,0.841797,eval-test,0,0,129,128,2732,≥1000,01_predictors
8jn0_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2673,gdt_ts,0.957865,eval-test,0,0,89,89,3973,≥1000,01_predictors
8jup_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2674,gdt_ts,0.880208,eval-test,0,0,327,288,12161,≥1000,01_predictors
8jv2_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2675,gdt_ts,0.951389,eval-test,0,0,361,360,5610,≥1000,01_predictors
8jws_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2676,gdt_ts,0.963675,eval-test,0,0,127,117,4562,≥1000,01_predictors
8cjd_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2677,gdt_ts,0.210236,eval-test,0,0,663,635,2440,≥1000,01_predictors
8k2g_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2678,gdt_ts,0.918812,eval-test,0,0,516,505,5157,≥1000,01_predictors
8k2k_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2679,gdt_ts,0.966919,eval-test,0,0,542,529,3501,≥1000,01_predictors
8k2m_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2680,gdt_ts,0.97585,eval-test,0,0,581,559,2832,≥1000,01_predictors
8k4m_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2681,gdt_ts,0.076613,eval-test,0,0,137,124,47,10–99,01_predictors
8k5j_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2682,gdt_ts,0.945409,eval-test,0,0,427,403,15313,≥1000,01_predictors
8k7x_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2683,gdt_ts,0.881129,eval-test,0,0,856,673,8026,≥1000,01_predictors
8kg4_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2684,gdt_ts,0.888679,eval-test,0,0,265,265,2987,≥1000,01_predictors
8xrh_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2685,gdt_ts,0.90617,eval-test,0,1,408,389,705,100–999,01_predictors
8khv_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2686,gdt_ts,0.785838,eval-test,0,0,614,579,4763,≥1000,01_predictors
8kih_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2687,gdt_ts,0.891753,eval-test,0,0,332,291,33,10–99,01_predictors
8ok3_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2688,gdt_ts,0.92562,eval-test,0,0,125,121,22,10–99,01_predictors
8oqh_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2689,gdt_ts,0.669753,eval-test,0,0,91,81,1395,≥1000,01_predictors
8ork_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2690,gdt_ts,0.619022,eval-test,0,0,460,460,2550,≥1000,01_predictors
8os2_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2691,gdt_ts,0.835366,eval-test,0,0,146,123,4314,≥1000,01_predictors
8owf_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2692,gdt_ts,0.971137,eval-test,0,0,575,563,9943,≥1000,01_predictors
8osz_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2693,gdt_ts,0.919715,eval-test,0,0,263,246,4809,≥1000,01_predictors
8ou1_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2694,gdt_ts,0.919014,eval-test,0,0,148,142,1046,≥1000,01_predictors
8ovq_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2695,gdt_ts,0.207933,eval-test,0,0,232,208,618,100–999,01_predictors
8ovu_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2696,gdt_ts,0.957071,eval-test,0,0,99,99,8265,≥1000,01_predictors
8ow8_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2697,gdt_ts,0.664589,eval-test,0,0,446,401,130,100–999,01_predictors
8oxk_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2698,gdt_ts,0.93617,eval-test,0,0,99,94,6,<10,01_predictors
8oxl_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2699,gdt_ts,0.383152,eval-test,0,0,92,92,117,100–999,01_predictors
8p0e_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2700,gdt_ts,0.960598,eval-test,0,1,190,184,8419,≥1000,01_predictors
8p2a_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2701,gdt_ts,0.991573,eval-test,0,0,89,89,11747,≥1000,01_predictors
8p5p_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2702,gdt_ts,0.946602,eval-test,0,0,116,107,6266,≥1000,01_predictors
8p5n_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2703,gdt_ts,0.913043,eval-test,0,0,144,138,13839,≥1000,01_predictors
7wu8_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2704,gdt_ts,0.97561,eval-test,0,0,96,82,1232,≥1000,01_predictors
8pak_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2705,gdt_ts,0.928986,eval-test,0,0,361,345,1843,≥1000,01_predictors
8paq_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2706,gdt_ts,0.998428,eval-test,0,0,166,159,110,100–999,01_predictors
8pb5_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2707,gdt_ts,0.883594,eval-test,0,0,322,320,6343,≥1000,01_predictors
8ptd_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2708,gdt_ts,0.95481,eval-test,0,0,343,343,2286,≥1000,01_predictors
8pu2_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2709,gdt_ts,0.908784,eval-test,0,0,75,74,655,100–999,01_predictors
8pvs_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2710,gdt_ts,0.943912,eval-test,0,0,731,731,6924,≥1000,01_predictors
8pw2_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2711,gdt_ts,0.85,eval-test,0,1,72,60,27,10–99,01_predictors
8pxc_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2712,gdt_ts,0.837302,eval-test,0,0,457,252,1414,≥1000,01_predictors
8pxu_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2713,gdt_ts,0.517028,eval-test,0,0,655,646,11928,≥1000,01_predictors
8q1v_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2714,gdt_ts,0.753165,eval-test,0,0,93,79,9866,≥1000,01_predictors
8qb1_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2715,gdt_ts,0.622159,eval-test,0,0,88,88,5907,≥1000,01_predictors
8qd8_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2716,gdt_ts,0.984223,eval-test,0,0,431,412,2475,≥1000,01_predictors
8qjp_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2717,gdt_ts,0.966,eval-test,0,0,254,250,9163,≥1000,01_predictors
8qlc_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2718,gdt_ts,0.947516,eval-test,0,0,627,624,4321,≥1000,01_predictors
8qoh_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2719,gdt_ts,0.709854,eval-test,0,0,278,274,3,<10,01_predictors
8qpj_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2720,gdt_ts,0.830479,eval-test,0,0,300,292,660,100–999,01_predictors
8qq1_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2721,gdt_ts,0.923963,eval-test,0,0,221,217,5339,≥1000,01_predictors
8qx6_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2722,gdt_ts,0.971212,eval-test,0,0,165,165,2646,≥1000,01_predictors
8r2c_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2723,gdt_ts,0.940828,eval-test,0,0,169,169,3459,≥1000,01_predictors
8r5n_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2724,gdt_ts,0.974242,eval-test,0,0,165,165,2557,≥1000,01_predictors
8rcw_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2725,gdt_ts,0.958537,eval-test,0,0,229,205,1862,≥1000,01_predictors
8rdd_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2726,gdt_ts,0.95092,eval-test,0,0,170,164,466,100–999,01_predictors
8re3_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2727,gdt_ts,0.915169,eval-test,0,0,445,445,9077,≥1000,01_predictors
8rom_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2728,gdt_ts,0.893041,eval-test,0,0,202,194,6634,≥1000,01_predictors
8an4_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2729,gdt_ts,0.919231,eval-test,0,0,196,195,3434,≥1000,01_predictors
8qnf_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2730,gdt_ts,0.774049,eval-test,0,0,537,447,10778,≥1000,01_predictors
8s5b_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2731,gdt_ts,0.97679,eval-test,0,0,396,377,6835,≥1000,01_predictors
8s9l_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2732,gdt_ts,0.928423,eval-test,0,0,270,241,1109,≥1000,01_predictors
8sot_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2733,gdt_ts,0.56681,eval-test,0,0,116,116,7483,≥1000,01_predictors
8spc_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2734,gdt_ts,0.909459,eval-test,0,0,415,370,12149,≥1000,01_predictors
8suc_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2735,gdt_ts,0.91844,eval-test,0,0,283,282,2148,≥1000,01_predictors
8sv7_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2736,gdt_ts,0.981618,eval-test,0,0,276,272,8193,≥1000,01_predictors
8sx0_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2737,gdt_ts,0.755208,eval-test,0,0,111,96,47,10–99,01_predictors
8sxs_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2738,gdt_ts,0.948413,eval-test,0,0,126,126,6708,≥1000,01_predictors
8gm7_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2739,gdt_ts,0.427083,eval-test,0,0,170,168,32,10–99,01_predictors
8t27_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2740,gdt_ts,0.856151,eval-test,0,0,509,504,6209,≥1000,01_predictors
8t2j_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2741,gdt_ts,0.817109,eval-test,0,0,345,339,6729,≥1000,01_predictors
8t41_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2742,gdt_ts,0.962747,eval-test,0,0,867,859,13910,≥1000,01_predictors
8t4c_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2743,gdt_ts,0.774306,eval-test,0,0,147,144,4880,≥1000,01_predictors
8t5t_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2744,gdt_ts,0.675641,eval-test,0,0,208,195,512,100–999,01_predictors
8t8k_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2745,gdt_ts,0.713115,eval-test,0,0,184,183,1907,≥1000,01_predictors
8t93_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2746,gdt_ts,0.866898,eval-test,0,1,249,216,1484,≥1000,01_predictors
8t9n_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2747,gdt_ts,0.964815,eval-test,0,0,135,135,2582,≥1000,01_predictors
8te9_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2748,gdt_ts,0.991883,eval-test,0,0,336,308,8381,≥1000,01_predictors
8tfo_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2749,gdt_ts,0.582692,eval-test,0,0,416,390,5086,≥1000,01_predictors
8tfs_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2750,gdt_ts,0.921986,eval-test,0,0,186,141,3584,≥1000,01_predictors
8hic_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2751,gdt_ts,0.989241,eval-test,0,0,414,395,9553,≥1000,01_predictors
8ti5_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2752,gdt_ts,0.98855,eval-test,0,0,134,131,3516,≥1000,01_predictors
8tjg_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2753,gdt_ts,0.916,eval-test,0,0,260,250,10820,≥1000,01_predictors
8tru_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2754,gdt_ts,0.984127,eval-test,0,0,408,378,8595,≥1000,01_predictors
8tse_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2755,gdt_ts,0.868582,eval-test,0,0,428,409,4971,≥1000,01_predictors
8tuk_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2756,gdt_ts,0.888793,eval-test,0,0,322,290,3921,≥1000,01_predictors
8tw1_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2757,gdt_ts,0.187956,eval-test,0,1,286,274,1591,≥1000,01_predictors
8tyh_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2758,gdt_ts,0.905405,eval-test,0,0,538,333,10315,≥1000,01_predictors
8u0x_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2759,gdt_ts,0.022727,eval-test,0,0,186,176,80,10–99,01_predictors
8u2f_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2760,gdt_ts,0.833942,eval-test,0,0,149,137,300,100–999,01_predictors
8ubs_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2761,gdt_ts,0.983333,eval-test,0,0,151,150,2985,≥1000,01_predictors
8uds_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2762,gdt_ts,0.97619,eval-test,0,0,167,147,11031,≥1000,01_predictors
8tls_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2763,gdt_ts,0.967672,eval-test,0,0,116,116,7269,≥1000,01_predictors
8ujw_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2764,gdt_ts,0.009615,eval-test,0,0,264,182,2222,≥1000,01_predictors
8uk7_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2765,gdt_ts,0.928879,eval-test,0,0,138,116,588,100–999,01_predictors
8upi_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2766,gdt_ts,0.369608,eval-test,0,0,523,510,12601,≥1000,01_predictors
8ux2_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2767,gdt_ts,0.355649,eval-test,0,0,246,239,6,<10,01_predictors
8v3m_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2768,gdt_ts,0.924,eval-test,0,0,524,500,7681,≥1000,01_predictors
8v6t_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2769,gdt_ts,0.751453,eval-test,0,0,172,172,1914,≥1000,01_predictors
8vcw_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2770,gdt_ts,0.9763,eval-test,0,0,327,327,10700,≥1000,01_predictors
8vh7_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2771,gdt_ts,0.885536,eval-test,0,0,552,522,10447,≥1000,01_predictors
8vpo_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2772,gdt_ts,0.742746,eval-test,0,0,472,448,906,100–999,01_predictors
8vqk_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2773,gdt_ts,0.951372,eval-test,0,0,440,401,1650,≥1000,01_predictors
8w6v_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2774,gdt_ts,0.831478,eval-test,0,0,536,494,10366,≥1000,01_predictors
8w7p_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2775,gdt_ts,0.797,eval-test,0,0,274,250,285,100–999,01_predictors
8wac_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2776,gdt_ts,0.957983,eval-test,0,0,127,119,92,10–99,01_predictors
8wae_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2777,gdt_ts,0.969626,eval-test,0,0,118,107,362,100–999,01_predictors
8wc1_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2778,gdt_ts,0.976821,eval-test,0,0,178,151,462,100–999,01_predictors
8wcf_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2779,gdt_ts,0.923438,eval-test,0,0,160,160,3874,≥1000,01_predictors
8whj_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2780,gdt_ts,0.871399,eval-test,0,0,264,243,2295,≥1000,01_predictors
8whn_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2781,gdt_ts,0.709507,eval-test,0,0,161,142,196,100–999,01_predictors
8wik_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2782,gdt_ts,0.970467,eval-test,0,0,373,364,4362,≥1000,01_predictors
8wj5_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2783,gdt_ts,0.713462,eval-test,0,0,140,130,49,10–99,01_predictors
8kbl_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2784,gdt_ts,0.858173,eval-test,0,0,104,104,3427,≥1000,01_predictors
8wnj_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2785,gdt_ts,0.852236,eval-test,0,0,920,917,17297,≥1000,01_predictors
8wrx_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2786,gdt_ts,0.848837,eval-test,0,1,88,86,4,<10,01_predictors
8wt3_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2787,gdt_ts,0.98694,eval-test,0,0,135,134,10656,≥1000,01_predictors
8wim_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2788,gdt_ts,0.772767,eval-test,0,1,620,571,119,100–999,01_predictors
8x7c_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2789,gdt_ts,0.920714,eval-test,0,0,353,350,11327,≥1000,01_predictors
8xf9_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2790,gdt_ts,0.952509,eval-test,0,0,283,279,3950,≥1000,01_predictors
8xif_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2791,gdt_ts,0.772422,eval-test,0,1,224,223,108,100–999,01_predictors
8xjg_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2792,gdt_ts,0.440878,eval-test,0,0,153,148,13977,≥1000,01_predictors
8xpk_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2793,gdt_ts,0.998031,eval-test,0,0,269,254,11678,≥1000,01_predictors
8y9p_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2794,gdt_ts,0.908974,eval-test,0,0,256,195,11612,≥1000,01_predictors
8ye0_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2795,gdt_ts,0.951389,eval-test,0,0,290,288,203,100–999,01_predictors
8wqn_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2796,gdt_ts,0.040323,eval-test,0,0,173,155,23,10–99,01_predictors
8yxk_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2797,gdt_ts,0.990066,eval-test,0,0,201,151,7150,≥1000,01_predictors
8z4q_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2798,gdt_ts,0.885281,eval-test,0,0,473,463,1264,≥1000,01_predictors
8hel_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2799,gdt_ts,0.169118,eval-test,0,1,76,68,98,10–99,01_predictors
8zqf_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2800,gdt_ts,0.94797,eval-test,0,0,214,197,124,100–999,01_predictors
9aue_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2801,gdt_ts,0.751807,eval-test,0,0,415,415,7920,≥1000,01_predictors
9azz_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2802,gdt_ts,0.903736,eval-test,0,0,186,174,1739,≥1000,01_predictors
9b1u_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2803,gdt_ts,0.658557,eval-test,0,0,310,298,2855,≥1000,01_predictors
9bks_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2804,gdt_ts,0.962329,eval-test,0,0,80,73,7084,≥1000,01_predictors
9bjx_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2805,gdt_ts,0.954484,eval-test,0,0,368,368,6047,≥1000,01_predictors
9cfj_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2806,gdt_ts,0.916667,eval-test,0,0,276,276,2893,≥1000,01_predictors
9crn_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2807,gdt_ts,0.907895,eval-test,0,0,379,361,4862,≥1000,01_predictors
9d91_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2808,gdt_ts,0.862261,eval-test,0,0,320,314,10286,≥1000,01_predictors
9etn_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2809,gdt_ts,0.193739,eval-test,0,0,586,551,11291,≥1000,01_predictors
9evq_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2810,gdt_ts,0.518692,eval-test,0,0,226,214,341,100–999,01_predictors
9fce_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2811,gdt_ts,0.971154,eval-test,0,0,229,208,11504,≥1000,01_predictors
9fgp_A,esmfold2,,experiments/exp250_evals_exploration_notebook/figures/data/3_structure_accuracy/per_target.csv,2812,gdt_ts,0.076786,eval-test,0,0,140,140,1481,≥1000,01_predictors
