figure,stem,eval_set,tier,available,reason
02_oracle,8w6v_A,eval-test,≥1000,True,
02_oracle,8w7p_A,eval-test,100–999,True,
02_oracle,8wac_A,eval-test,10–99,True,
02_oracle,8wae_A,eval-test,100–999,True,
02_oracle,8wc1_A,eval-test,100–999,True,
02_oracle,8wcf_A,eval-test,≥1000,True,
02_oracle,8whj_A,eval-test,≥1000,True,
02_oracle,8whn_A,eval-test,100–999,True,
02_oracle,8wik_A,eval-test,≥1000,True,
02_oracle,8wj5_A,eval-test,10–99,True,
02_oracle,8kbl_A,eval-test,≥1000,True,
02_oracle,8wnj_A,eval-test,≥1000,True,
02_oracle,8wrx_A,eval-test,<10,True,
02_oracle,8wt3_A,eval-test,≥1000,True,
02_oracle,8wim_A,eval-test,100–999,True,
02_oracle,8x7c_A,eval-test,≥1000,True,
02_oracle,8xf9_A,eval-test,≥1000,True,
02_oracle,8xif_A,eval-test,100–999,True,
02_oracle,8xjg_A,eval-test,≥1000,True,
02_oracle,8xpk_A,eval-test,≥1000,True,
02_oracle,8y9p_A,eval-test,≥1000,True,
02_oracle,8ye0_A,eval-test,100–999,True,
02_oracle,8wqn_A,eval-test,10–99,True,
02_oracle,8yxk_A,eval-test,≥1000,True,
02_oracle,8z4q_A,eval-test,≥1000,True,
02_oracle,8hel_A,eval-test,10–99,True,
02_oracle,8zqf_A,eval-test,100–999,True,
02_oracle,9aue_A,eval-test,≥1000,True,
02_oracle,9azz_A,eval-test,≥1000,True,
02_oracle,9b1u_A,eval-test,≥1000,True,
02_oracle,9b8e_A,eval-test,10–99,False,Excluded by verified-coordinate or matched-structure coverage; see structure_exclusions.csv and helico_folding_inputs.json
02_oracle,9bks_A,eval-test,≥1000,True,
02_oracle,9bjx_A,eval-test,≥1000,True,
02_oracle,9cfj_A,eval-test,≥1000,True,
02_oracle,9crn_A,eval-test,≥1000,True,
02_oracle,9d91_A,eval-test,≥1000,True,
02_oracle,9etn_A,eval-test,≥1000,True,
02_oracle,9evq_A,eval-test,100–999,True,
02_oracle,9fce_A,eval-test,≥1000,True,
02_oracle,9fgp_A,eval-test,≥1000,True,
02_oracle,9f9u_A,eval-test,100–999,True,
02_oracle,9fow_A,eval-test,100–999,True,
02_oracle,9fym_A,eval-test,≥1000,True,
02_oracle,9gso_A,eval-test,10–99,True,
02_oracle,9ijc_A,eval-test,≥1000,True,
02_oracle,9iuh_A,eval-test,≥1000,True,
02_oracle,9j0v_A,eval-test,≥1000,True,
02_oracle,9jq9_A,eval-test,≥1000,True,
02_oracle,7pv5_A,eval-val,≥1000,False,Excluded by verified-coordinate or matched-structure coverage; see structure_exclusions.csv and helico_folding_inputs.json
02_oracle,7qp5_A,eval-val,100–999,True,
02_oracle,7qsj_A,eval-val,≥1000,True,
02_oracle,7t9r_A,eval-val,100–999,False,Excluded by verified-coordinate or matched-structure coverage; see structure_exclusions.csv and helico_folding_inputs.json
02_oracle,7tlh_A,eval-val,≥1000,True,
02_oracle,7tjb_A,eval-val,≥1000,True,
02_oracle,7uba_A,eval-val,100–999,True,
02_oracle,7uk8_A,eval-val,≥1000,True,
02_oracle,7ur2_A,eval-val,≥1000,True,
02_oracle,7urp_A,eval-val,100–999,True,
02_oracle,7uvg_A,eval-val,100–999,True,
02_oracle,7uww_A,eval-val,≥1000,True,
02_oracle,7v3o_A,eval-val,≥1000,True,
02_oracle,7w15_A,eval-val,≥1000,True,
02_oracle,7y3h_A,eval-val,≥1000,True,
02_oracle,7wz5_A,eval-val,100–999,True,
02_oracle,7wzm_A,eval-val,≥1000,True,
02_oracle,7x4p_A,eval-val,≥1000,True,
02_oracle,7x3h_A,eval-val,100–999,True,
02_oracle,7x8l_A,eval-val,≥1000,True,
02_oracle,7xcd_A,eval-val,10–99,True,
02_oracle,7xg9_A,eval-val,≥1000,True,
02_oracle,7xi5_A,eval-val,≥1000,True,
02_oracle,7xp9_A,eval-val,10–99,True,
02_oracle,8ycm_A,eval-val,≥1000,True,
02_oracle,7xq4_A,eval-val,≥1000,True,
02_oracle,7xrx_A,eval-val,≥1000,True,
02_oracle,7xjr_A,eval-val,≥1000,True,
02_oracle,7xyr_A,eval-val,≥1000,True,
02_oracle,7xz3_A,eval-val,≥1000,True,
02_oracle,7y4h_A,eval-val,≥1000,True,
02_oracle,7y54_A,eval-val,≥1000,True,
02_oracle,7y5m_A,eval-val,100–999,True,
02_oracle,7y5r_A,eval-val,≥1000,True,
02_oracle,7y8h_A,eval-val,≥1000,True,
02_oracle,7y8i_A,eval-val,≥1000,True,
02_oracle,7y5j_A,eval-val,≥1000,True,
02_oracle,7yd4_A,eval-val,100–999,True,
02_oracle,7yhr_A,eval-val,100–999,True,
02_oracle,7ykm_A,eval-val,≥1000,True,
02_oracle,7ylr_A,eval-val,≥1000,True,
02_oracle,8gmy_A,eval-val,≥1000,True,
02_oracle,7yug_A,eval-val,≥1000,True,
02_oracle,7yyg_A,eval-val,100–999,True,
02_oracle,7z65_A,eval-val,100–999,True,
02_oracle,7znz_A,eval-val,≥1000,True,
02_oracle,7zoi_A,eval-val,≥1000,True,
02_oracle,7zs2_A,eval-val,≥1000,True,
02_oracle,7zu3_A,eval-val,100–999,True,
02_oracle,7zv1_A,eval-val,100–999,True,
02_oracle,8adc_A,eval-val,10–99,True,
02_oracle,8add_A,eval-val,100–999,True,
02_oracle,8akh_A,eval-val,≥1000,True,
02_oracle,8ak2_A,eval-val,≥1000,True,
02_oracle,8arl_A,eval-val,100–999,True,
02_oracle,8q8i_A,eval-val,≥1000,True,
02_oracle,8au6_A,eval-val,≥1000,True,
02_oracle,8axj_A,eval-val,≥1000,True,
02_oracle,8azb_A,eval-val,≥1000,True,
02_oracle,8b2e_A,eval-val,≥1000,True,
02_oracle,8b2g_A,eval-val,≥1000,True,
02_oracle,8b2s_A,eval-val,≥1000,True,
02_oracle,8b4u_A,eval-val,≥1000,True,
02_oracle,8b5w_A,eval-val,≥1000,True,
02_oracle,8b61_A,eval-val,100–999,True,
02_oracle,8b6a_A,eval-val,≥1000,True,
02_oracle,8b6e_A,eval-val,≥1000,True,
02_oracle,8baq_A,eval-val,≥1000,True,
02_oracle,8bau_A,eval-val,≥1000,True,
02_oracle,8bfy_A,eval-val,≥1000,True,
02_oracle,8bgb_A,eval-val,≥1000,True,
02_oracle,8bke_A,eval-val,≥1000,True,
02_oracle,8bsb_A,eval-val,100–999,True,
02_oracle,8bux_A,eval-val,100–999,True,
02_oracle,8c4d_A,eval-val,≥1000,True,
02_oracle,7xlz_A,eval-val,≥1000,True,
02_oracle,8c4y_A,eval-val,≥1000,True,
02_oracle,8cba_A,eval-val,100–999,True,
02_oracle,8ci9_A,eval-val,≥1000,True,
02_oracle,8cih_A,eval-val,100–999,True,
02_oracle,8amo_A,eval-val,≥1000,True,
02_oracle,8cpk_A,eval-val,≥1000,True,
02_oracle,8cpn_A,eval-val,100–999,True,
02_oracle,8d2z_A,eval-val,≥1000,True,
02_oracle,8daj_A,eval-val,≥1000,True,
02_oracle,8dez_A,eval-val,100–999,True,
02_oracle,8dge_A,eval-val,≥1000,True,
02_oracle,8dhj_A,eval-val,≥1000,True,
02_oracle,8dmu_A,eval-val,≥1000,True,
02_oracle,8dp9_A,eval-val,≥1000,True,
02_oracle,8dqd_A,eval-val,≥1000,True,
02_oracle,8dx0_A,eval-val,≥1000,True,
02_oracle,8e0r_A,eval-val,≥1000,True,
02_oracle,8e5h_A,eval-val,≥1000,True,
02_oracle,8eb9_A,eval-val,10–99,True,
02_oracle,8ec3_A,eval-val,10–99,True,
02_oracle,8eo5_A,eval-val,≥1000,True,
04_contacts,5sbj_A,eval-denovo,<10,True,
04_contacts,7ur7_A,eval-denovo,<10,True,
04_contacts,8ah9_A,eval-denovo,<10,True,
04_contacts,8eov_A,eval-denovo,<10,True,
04_contacts,8fjf_A,eval-denovo,<10,True,
04_contacts,8gac_A,eval-denovo,<10,True,
04_contacts,8ju8_A,eval-denovo,<10,True,
04_contacts,8k7o_A,eval-denovo,10–99,True,
04_contacts,8k7z_A,eval-denovo,<10,True,
04_contacts,8k83_A,eval-denovo,<10,True,
04_contacts,8k84_A,eval-denovo,100–999,True,
04_contacts,8kcj_A,eval-denovo,<10,True,
04_contacts,8ka7_A,eval-denovo,<10,True,
04_contacts,8kac_A,eval-denovo,100–999,True,
04_contacts,8oys_A,eval-denovo,<10,True,
04_contacts,8oyy_A,eval-denovo,<10,True,
04_contacts,8qkd_A,eval-denovo,<10,True,
04_contacts,8qup_A,eval-denovo,100–999,True,
04_contacts,8vc8_A,eval-denovo,<10,True,
04_contacts,8es6_A,eval-test,≥1000,True,
04_contacts,8ev4_A,eval-test,≥1000,True,
04_contacts,8ew1_A,eval-test,≥1000,True,
04_contacts,8ew9_A,eval-test,100–999,True,
04_contacts,8ey3_A,eval-test,≥1000,True,
04_contacts,8ez6_A,eval-test,≥1000,True,
04_contacts,8ezw_A,eval-test,≥1000,True,
04_contacts,8f8n_A,eval-test,100–999,True,
04_contacts,8f9o_A,eval-test,≥1000,True,
04_contacts,8fbc_A,eval-test,≥1000,True,
04_contacts,8jjq_A,eval-test,≥1000,True,
04_contacts,8fib_A,eval-test,≥1000,True,
04_contacts,8fr5_A,eval-test,100–999,True,
04_contacts,8fty_A,eval-test,≥1000,True,
04_contacts,8h2f_A,eval-test,≥1000,True,
04_contacts,8fz8_A,eval-test,≥1000,True,
04_contacts,8fz9_A,eval-test,≥1000,True,
04_contacts,8g0n_A,eval-test,≥1000,True,
04_contacts,8g1l_A,eval-test,100–999,True,
04_contacts,8g1y_A,eval-test,≥1000,True,
04_contacts,8g32_A,eval-test,≥1000,True,
04_contacts,8g52_A,eval-test,≥1000,True,
04_contacts,8g53_A,eval-test,100–999,True,
04_contacts,8g5u_A,eval-test,≥1000,True,
04_contacts,8g64_A,eval-test,≥1000,True,
04_contacts,8gbe_A,eval-test,100–999,True,
04_contacts,8gdl_A,eval-test,100–999,True,
04_contacts,8gj9_A,eval-test,100–999,True,
04_contacts,8gjw_A,eval-test,100–999,True,
04_contacts,8gjy_A,eval-test,≥1000,True,
04_contacts,8gkd_A,eval-test,100–999,True,
04_contacts,8gok_A,eval-test,10–99,True,
04_contacts,8gr7_A,eval-test,≥1000,True,
04_contacts,8gsy_A,eval-test,100–999,True,
04_contacts,8gqq_A,eval-test,≥1000,True,
04_contacts,8gtz_A,eval-test,≥1000,True,
04_contacts,8q79_A,eval-test,100–999,True,
04_contacts,8h02_A,eval-test,≥1000,True,
04_contacts,8h5s_A,eval-test,≥1000,True,
04_contacts,8hbt_A,eval-test,≥1000,True,
04_contacts,8hd2_A,eval-test,100–999,True,
04_contacts,8he1_A,eval-test,≥1000,True,
04_contacts,8axs_A,eval-test,100–999,True,
04_contacts,8hnq_A,eval-test,≥1000,True,
04_contacts,8hvd_A,eval-test,≥1000,True,
04_contacts,7xhz_A,eval-test,≥1000,True,
04_contacts,8hw8_A,eval-test,≥1000,True,
04_contacts,8hxs_A,eval-test,≥1000,True,
04_contacts,8ii8_A,eval-test,<10,True,
04_contacts,8ikx_A,eval-test,≥1000,True,
04_contacts,8ini_A,eval-test,10–99,True,
04_contacts,8iqc_A,eval-test,100–999,True,
04_contacts,8irq_A,eval-test,≥1000,True,
04_contacts,8iym_A,eval-test,≥1000,True,
04_contacts,8j2n_A,eval-test,≥1000,True,
04_contacts,8j2x_A,eval-test,≥1000,True,
04_contacts,8jb3_A,eval-test,≥1000,True,
04_contacts,7wr2_A,eval-test,100–999,True,
04_contacts,8j8y_A,eval-test,10–99,True,
04_contacts,8j9r_A,eval-test,≥1000,True,
04_contacts,8jdg_A,eval-test,≥1000,True,
04_contacts,8jh8_A,eval-test,≥1000,True,
04_contacts,8jiy_A,eval-test,≥1000,True,
04_contacts,8jmy_A,eval-test,≥1000,True,
04_contacts,8jn0_A,eval-test,≥1000,True,
04_contacts,8jup_A,eval-test,≥1000,True,
04_contacts,8jv2_A,eval-test,≥1000,True,
04_contacts,8jws_A,eval-test,≥1000,True,
04_contacts,8cjd_A,eval-test,≥1000,True,
04_contacts,8k2g_A,eval-test,≥1000,True,
04_contacts,8k2k_A,eval-test,≥1000,True,
04_contacts,8k2m_A,eval-test,≥1000,True,
04_contacts,8k4m_A,eval-test,10–99,True,
04_contacts,8k5j_A,eval-test,≥1000,True,
04_contacts,8k7x_A,eval-test,≥1000,True,
04_contacts,8kg4_A,eval-test,≥1000,True,
04_contacts,8xrh_A,eval-test,100–999,True,
04_contacts,8khv_A,eval-test,≥1000,True,
04_contacts,8kih_A,eval-test,10–99,True,
04_contacts,8ok3_A,eval-test,10–99,True,
04_contacts,8oqh_A,eval-test,≥1000,True,
04_contacts,8ork_A,eval-test,≥1000,True,
04_contacts,8os2_A,eval-test,≥1000,True,
04_contacts,8owf_A,eval-test,≥1000,True,
04_contacts,8osz_A,eval-test,≥1000,True,
04_contacts,8ou1_A,eval-test,≥1000,True,
04_contacts,8ovq_A,eval-test,100–999,True,
04_contacts,8ovu_A,eval-test,≥1000,True,
04_contacts,8ow8_A,eval-test,100–999,True,
04_contacts,8oxk_A,eval-test,<10,True,
04_contacts,8oxl_A,eval-test,100–999,True,
04_contacts,8p0e_A,eval-test,≥1000,True,
04_contacts,8p2a_A,eval-test,≥1000,True,
04_contacts,8p5p_A,eval-test,≥1000,True,
04_contacts,8p5n_A,eval-test,≥1000,True,
04_contacts,7wu8_A,eval-test,≥1000,True,
04_contacts,8pak_A,eval-test,≥1000,True,
04_contacts,8paq_A,eval-test,100–999,True,
04_contacts,8pb5_A,eval-test,≥1000,True,
04_contacts,8por_A,eval-test,≥1000,True,
04_contacts,8ptd_A,eval-test,≥1000,True,
04_contacts,8pu2_A,eval-test,100–999,True,
04_contacts,8pvs_A,eval-test,≥1000,True,
04_contacts,8pw2_A,eval-test,10–99,True,
04_contacts,8pxc_A,eval-test,≥1000,True,
04_contacts,8pxu_A,eval-test,≥1000,True,
04_contacts,8q1v_A,eval-test,≥1000,True,
04_contacts,8qb1_A,eval-test,≥1000,True,
04_contacts,8qd8_A,eval-test,≥1000,True,
04_contacts,8qjp_A,eval-test,≥1000,True,
04_contacts,8qlc_A,eval-test,≥1000,True,
04_contacts,8qoh_A,eval-test,<10,True,
04_contacts,8qpj_A,eval-test,100–999,True,
04_contacts,8qq1_A,eval-test,≥1000,True,
04_contacts,8qle_A,eval-test,≥1000,True,
04_contacts,8qx6_A,eval-test,≥1000,True,
04_contacts,8r2c_A,eval-test,≥1000,True,
04_contacts,8r5n_A,eval-test,≥1000,True,
04_contacts,8ra0_A,eval-test,≥1000,True,
04_contacts,8rcw_A,eval-test,≥1000,True,
04_contacts,8rdd_A,eval-test,100–999,True,
04_contacts,8re3_A,eval-test,≥1000,True,
04_contacts,8rom_A,eval-test,≥1000,True,
04_contacts,8an4_A,eval-test,≥1000,True,
04_contacts,8qnf_A,eval-test,≥1000,True,
04_contacts,8s5b_A,eval-test,≥1000,True,
04_contacts,8s9l_A,eval-test,≥1000,True,
04_contacts,8sot_A,eval-test,≥1000,True,
04_contacts,8spc_A,eval-test,≥1000,True,
04_contacts,8suc_A,eval-test,≥1000,True,
04_contacts,8sv7_A,eval-test,≥1000,True,
04_contacts,8sx0_A,eval-test,10–99,True,
04_contacts,8sxs_A,eval-test,≥1000,True,
04_contacts,8gm7_A,eval-test,10–99,True,
04_contacts,8t27_A,eval-test,≥1000,True,
04_contacts,8t2j_A,eval-test,≥1000,True,
04_contacts,8t41_A,eval-test,≥1000,True,
04_contacts,8t4c_A,eval-test,≥1000,True,
04_contacts,8t5t_A,eval-test,100–999,True,
04_contacts,8t8k_A,eval-test,≥1000,True,
04_contacts,8t93_A,eval-test,≥1000,True,
04_contacts,8t9n_A,eval-test,≥1000,True,
04_contacts,8te9_A,eval-test,≥1000,True,
04_contacts,8tfo_A,eval-test,≥1000,True,
04_contacts,8tfs_A,eval-test,≥1000,True,
04_contacts,8hic_A,eval-test,≥1000,True,
04_contacts,8ti5_A,eval-test,≥1000,True,
04_contacts,8tjg_A,eval-test,≥1000,True,
04_contacts,8tru_A,eval-test,≥1000,True,
04_contacts,8tse_A,eval-test,≥1000,True,
04_contacts,8tuk_A,eval-test,≥1000,True,
04_contacts,8tw1_A,eval-test,≥1000,True,
04_contacts,8tyh_A,eval-test,≥1000,True,
04_contacts,8u0i_A,eval-test,≥1000,True,
04_contacts,8u0x_A,eval-test,10–99,True,
04_contacts,8u2f_A,eval-test,100–999,True,
04_contacts,8ubs_A,eval-test,≥1000,True,
04_contacts,8uds_A,eval-test,≥1000,True,
04_contacts,8tls_A,eval-test,≥1000,True,
04_contacts,8ujw_A,eval-test,≥1000,True,
04_contacts,8uk7_A,eval-test,100–999,True,
04_contacts,8upi_A,eval-test,≥1000,True,
04_contacts,8ux2_A,eval-test,<10,True,
04_contacts,8v3m_A,eval-test,≥1000,True,
04_contacts,8v6t_A,eval-test,≥1000,True,
04_contacts,8vcw_A,eval-test,≥1000,True,
04_contacts,8vh7_A,eval-test,≥1000,True,
04_contacts,8vpo_A,eval-test,100–999,True,
04_contacts,8vqk_A,eval-test,≥1000,True,
04_contacts,8w6v_A,eval-test,≥1000,True,
04_contacts,8w7p_A,eval-test,100–999,True,
04_contacts,8wac_A,eval-test,10–99,True,
04_contacts,8wae_A,eval-test,100–999,True,
04_contacts,8wc1_A,eval-test,100–999,True,
04_contacts,8wcf_A,eval-test,≥1000,True,
04_contacts,8whj_A,eval-test,≥1000,True,
04_contacts,8whn_A,eval-test,100–999,True,
04_contacts,8wik_A,eval-test,≥1000,True,
04_contacts,8wj5_A,eval-test,10–99,True,
04_contacts,8kbl_A,eval-test,≥1000,True,
04_contacts,8wnj_A,eval-test,≥1000,True,
04_contacts,8wrx_A,eval-test,<10,True,
04_contacts,8wt3_A,eval-test,≥1000,True,
04_contacts,8wim_A,eval-test,100–999,True,
04_contacts,8x7c_A,eval-test,≥1000,True,
04_contacts,8xf9_A,eval-test,≥1000,True,
04_contacts,8xif_A,eval-test,100–999,True,
04_contacts,8xjg_A,eval-test,≥1000,True,
04_contacts,8xpk_A,eval-test,≥1000,True,
04_contacts,8y9p_A,eval-test,≥1000,True,
04_contacts,8ye0_A,eval-test,100–999,True,
04_contacts,8wqn_A,eval-test,10–99,True,
04_contacts,8yxk_A,eval-test,≥1000,True,
04_contacts,8z4q_A,eval-test,≥1000,True,
04_contacts,8hel_A,eval-test,10–99,True,
04_contacts,8zqf_A,eval-test,100–999,True,
04_contacts,9aue_A,eval-test,≥1000,True,
04_contacts,9azz_A,eval-test,≥1000,True,
04_contacts,9b1u_A,eval-test,≥1000,True,
04_contacts,9b8e_A,eval-test,10–99,True,
04_contacts,9bks_A,eval-test,≥1000,True,
04_contacts,9bjx_A,eval-test,≥1000,True,
04_contacts,9cfj_A,eval-test,≥1000,True,
04_contacts,9crn_A,eval-test,≥1000,True,
04_contacts,9d91_A,eval-test,≥1000,True,
04_contacts,9etn_A,eval-test,≥1000,True,
04_contacts,9evq_A,eval-test,100–999,True,
04_contacts,9fce_A,eval-test,≥1000,True,
04_contacts,9fgp_A,eval-test,≥1000,True,
04_contacts,9f9u_A,eval-test,100–999,True,
04_contacts,9fow_A,eval-test,100–999,True,
04_contacts,9fym_A,eval-test,≥1000,True,
04_contacts,9gso_A,eval-test,10–99,True,
04_contacts,9ijc_A,eval-test,≥1000,True,
04_contacts,9iuh_A,eval-test,≥1000,True,
04_contacts,9j0v_A,eval-test,≥1000,True,
04_contacts,9jq9_A,eval-test,≥1000,True,
04_contacts,7pv5_A,eval-val,≥1000,True,
04_contacts,7qp5_A,eval-val,100–999,True,
04_contacts,7qsj_A,eval-val,≥1000,True,
04_contacts,7t9r_A,eval-val,100–999,True,
04_contacts,7tlh_A,eval-val,≥1000,True,
04_contacts,7tjb_A,eval-val,≥1000,True,
04_contacts,7uba_A,eval-val,100–999,True,
04_contacts,7uk8_A,eval-val,≥1000,True,
04_contacts,7ur2_A,eval-val,≥1000,True,
04_contacts,7urp_A,eval-val,100–999,True,
04_contacts,7uvg_A,eval-val,100–999,True,
04_contacts,7uww_A,eval-val,≥1000,True,
04_contacts,7v3o_A,eval-val,≥1000,True,
04_contacts,7w15_A,eval-val,≥1000,True,
04_contacts,7y3h_A,eval-val,≥1000,True,
04_contacts,7wz5_A,eval-val,100–999,True,
04_contacts,7wzm_A,eval-val,≥1000,True,
04_contacts,7x4p_A,eval-val,≥1000,True,
04_contacts,7x3h_A,eval-val,100–999,True,
04_contacts,7x8l_A,eval-val,≥1000,True,
04_contacts,7xcd_A,eval-val,10–99,True,
04_contacts,7xg9_A,eval-val,≥1000,True,
04_contacts,7xi5_A,eval-val,≥1000,True,
04_contacts,7xp9_A,eval-val,10–99,True,
04_contacts,8ycm_A,eval-val,≥1000,True,
04_contacts,7xq4_A,eval-val,≥1000,True,
04_contacts,7xrx_A,eval-val,≥1000,True,
04_contacts,7xjr_A,eval-val,≥1000,True,
04_contacts,7xyr_A,eval-val,≥1000,True,
04_contacts,7xz3_A,eval-val,≥1000,True,
04_contacts,7y4h_A,eval-val,≥1000,True,
04_contacts,7y54_A,eval-val,≥1000,True,
04_contacts,7y5m_A,eval-val,100–999,True,
04_contacts,7y5r_A,eval-val,≥1000,True,
04_contacts,7y8h_A,eval-val,≥1000,True,
04_contacts,7y8i_A,eval-val,≥1000,True,
04_contacts,7y5j_A,eval-val,≥1000,True,
04_contacts,7yd4_A,eval-val,100–999,True,
04_contacts,7yhr_A,eval-val,100–999,True,
04_contacts,7ykm_A,eval-val,≥1000,True,
04_contacts,7ylr_A,eval-val,≥1000,True,
04_contacts,8gmy_A,eval-val,≥1000,True,
04_contacts,7yug_A,eval-val,≥1000,True,
04_contacts,7yyg_A,eval-val,100–999,True,
04_contacts,7z65_A,eval-val,100–999,True,
04_contacts,7znz_A,eval-val,≥1000,True,
04_contacts,7zoi_A,eval-val,≥1000,True,
04_contacts,7zs2_A,eval-val,≥1000,True,
04_contacts,7zu3_A,eval-val,100–999,True,
04_contacts,7zv1_A,eval-val,100–999,True,
04_contacts,8adc_A,eval-val,10–99,True,
04_contacts,8add_A,eval-val,100–999,True,
04_contacts,8akh_A,eval-val,≥1000,True,
04_contacts,8ak2_A,eval-val,≥1000,True,
04_contacts,8arl_A,eval-val,100–999,True,
04_contacts,8q8i_A,eval-val,≥1000,True,
04_contacts,8au6_A,eval-val,≥1000,True,
04_contacts,8axj_A,eval-val,≥1000,True,
04_contacts,8azb_A,eval-val,≥1000,True,
04_contacts,8b2e_A,eval-val,≥1000,True,
04_contacts,8b2g_A,eval-val,≥1000,True,
04_contacts,8b2s_A,eval-val,≥1000,True,
04_contacts,8b4u_A,eval-val,≥1000,True,
04_contacts,8b5w_A,eval-val,≥1000,True,
04_contacts,8b61_A,eval-val,100–999,True,
04_contacts,8b6a_A,eval-val,≥1000,True,
04_contacts,8b6e_A,eval-val,≥1000,True,
04_contacts,8baq_A,eval-val,≥1000,True,
04_contacts,8bau_A,eval-val,≥1000,True,
04_contacts,8bfy_A,eval-val,≥1000,True,
04_contacts,8bgb_A,eval-val,≥1000,True,
04_contacts,8bke_A,eval-val,≥1000,True,
04_contacts,8bsb_A,eval-val,100–999,True,
04_contacts,8bux_A,eval-val,100–999,True,
04_contacts,8c4d_A,eval-val,≥1000,True,
04_contacts,7xlz_A,eval-val,≥1000,True,
04_contacts,8c4y_A,eval-val,≥1000,True,
04_contacts,8cba_A,eval-val,100–999,True,
04_contacts,8ci9_A,eval-val,≥1000,True,
04_contacts,8cih_A,eval-val,100–999,True,
04_contacts,8amo_A,eval-val,≥1000,True,
04_contacts,8cpk_A,eval-val,≥1000,True,
04_contacts,8cpn_A,eval-val,100–999,True,
04_contacts,8d2z_A,eval-val,≥1000,True,
04_contacts,8daj_A,eval-val,≥1000,True,
04_contacts,8dez_A,eval-val,100–999,True,
04_contacts,8dge_A,eval-val,≥1000,True,
04_contacts,8dhj_A,eval-val,≥1000,True,
04_contacts,8dmu_A,eval-val,≥1000,True,
04_contacts,8dp9_A,eval-val,≥1000,True,
04_contacts,8dqd_A,eval-val,≥1000,True,
04_contacts,8dx0_A,eval-val,≥1000,True,
04_contacts,8e0r_A,eval-val,≥1000,True,
04_contacts,8e5h_A,eval-val,≥1000,True,
04_contacts,8eb9_A,eval-val,10–99,True,
04_contacts,8ec3_A,eval-val,10–99,True,
04_contacts,8eo5_A,eval-val,≥1000,True,
05_folding,5sbj_A,eval-denovo,<10,True,
05_folding,7ur7_A,eval-denovo,<10,True,
05_folding,8ah9_A,eval-denovo,<10,True,
05_folding,8eov_A,eval-denovo,<10,True,
05_folding,8fjf_A,eval-denovo,<10,True,
05_folding,8gac_A,eval-denovo,<10,True,
05_folding,8ju8_A,eval-denovo,<10,True,
05_folding,8k7o_A,eval-denovo,10–99,True,
05_folding,8k7z_A,eval-denovo,<10,True,
05_folding,8k83_A,eval-denovo,<10,True,
05_folding,8k84_A,eval-denovo,100–999,True,
05_folding,8kcj_A,eval-denovo,<10,True,
05_folding,8ka7_A,eval-denovo,<10,True,
05_folding,8kac_A,eval-denovo,100–999,True,
05_folding,8oys_A,eval-denovo,<10,True,
05_folding,8oyy_A,eval-denovo,<10,True,
05_folding,8qkd_A,eval-denovo,<10,True,
05_folding,8qup_A,eval-denovo,100–999,True,
05_folding,8vc8_A,eval-denovo,<10,True,
05_folding,8es6_A,eval-test,≥1000,False,Excluded by verified-coordinate or matched-structure coverage; see structure_exclusions.csv and helico_folding_inputs.json
05_folding,8ev4_A,eval-test,≥1000,True,
05_folding,8ew1_A,eval-test,≥1000,True,
05_folding,8ew9_A,eval-test,100–999,True,
05_folding,8ey3_A,eval-test,≥1000,True,
05_folding,8ez6_A,eval-test,≥1000,True,
05_folding,8ezw_A,eval-test,≥1000,True,
05_folding,8f8n_A,eval-test,100–999,True,
05_folding,8f9o_A,eval-test,≥1000,True,
05_folding,8fbc_A,eval-test,≥1000,True,
05_folding,8jjq_A,eval-test,≥1000,True,
05_folding,8fib_A,eval-test,≥1000,True,
05_folding,8fr5_A,eval-test,100–999,True,
05_folding,8fty_A,eval-test,≥1000,True,
05_folding,8h2f_A,eval-test,≥1000,True,
05_folding,8fz8_A,eval-test,≥1000,True,
05_folding,8fz9_A,eval-test,≥1000,True,
05_folding,8g0n_A,eval-test,≥1000,True,
05_folding,8g1l_A,eval-test,100–999,True,
05_folding,8g1y_A,eval-test,≥1000,True,
05_folding,8g32_A,eval-test,≥1000,True,
05_folding,8g52_A,eval-test,≥1000,True,
05_folding,8g53_A,eval-test,100–999,True,
05_folding,8g5u_A,eval-test,≥1000,True,
05_folding,8g64_A,eval-test,≥1000,True,
05_folding,8gbe_A,eval-test,100–999,True,
05_folding,8gdl_A,eval-test,100–999,True,
05_folding,8gj9_A,eval-test,100–999,True,
05_folding,8gjw_A,eval-test,100–999,True,
05_folding,8gjy_A,eval-test,≥1000,True,
05_folding,8gkd_A,eval-test,100–999,True,
05_folding,8gok_A,eval-test,10–99,True,
05_folding,8gr7_A,eval-test,≥1000,True,
05_folding,8gsy_A,eval-test,100–999,True,
05_folding,8gqq_A,eval-test,≥1000,True,
05_folding,8gtz_A,eval-test,≥1000,True,
05_folding,8q79_A,eval-test,100–999,False,Excluded by verified-coordinate or matched-structure coverage; see structure_exclusions.csv and helico_folding_inputs.json
05_folding,8h02_A,eval-test,≥1000,True,
05_folding,8h5s_A,eval-test,≥1000,True,
05_folding,8hbt_A,eval-test,≥1000,True,
05_folding,8hd2_A,eval-test,100–999,True,
05_folding,8he1_A,eval-test,≥1000,True,
05_folding,8axs_A,eval-test,100–999,True,
05_folding,8hnq_A,eval-test,≥1000,True,
05_folding,8hvd_A,eval-test,≥1000,True,
05_folding,7xhz_A,eval-test,≥1000,True,
