dataset,stem,n_residues,n_true,precision_mf,precision_px
denovo_pdb,8qzn_A,346,283,0.8515901060070671,0.8798586572438163
denovo_pdb,8r8o_A,262,327,0.6880733944954128,0.7737003058103975
denovo_pdb,8sjf_A,107,76,0.6842105263157895,0.8289473684210527
denovo_pdb,8tnm_A,136,115,0.4434782608695652,0.8173913043478261
denovo_pdb,8vc8_A,197,147,0.2653061224489796,0.8843537414965986
denovo_pdb,8vei_A,117,95,0.5684210526315789,0.8421052631578947
denovo_pdb,8vez_A,115,107,0.822429906542056,0.8878504672897196
denovo_pdb,8w97_A,135,116,0.3706896551724138,0.8017241379310345
denovo_pdb,8xyr_A,165,187,0.7647058823529411,0.93048128342246
denovo_pdb,8xyu_A,169,190,0.7947368421052632,0.9263157894736842
denovo_pdb,8xyw_A,105,106,0.8113207547169812,0.8584905660377359
denovo_pdb,8y33_A,184,163,0.263803680981595,0.7423312883435583
denovo_pdb,9bk7_A,102,59,0.5932203389830508,0.7457627118644068
denovo_pdb,9cte_A,110,84,0.7261904761904762,0.7619047619047619
denovo_pdb,9d01_A,369,398,0.3442211055276382,0.907035175879397
denovo_pdb,9db8_A,107,74,0.7027027027027027,0.8108108108108109
denovo_pdb,9db9_A,107,75,0.6533333333333333,0.7866666666666666
denovo_pdb,9dba_A,107,77,0.6493506493506493,0.7792207792207793
denovo_pdb,9dbb_A,107,76,0.6842105263157895,0.8157894736842105
denovo_pdb,9dbc_A,109,74,0.6756756756756757,0.7837837837837838
denovo_pdb,9dbd_A,326,286,0.4160839160839161,0.5559440559440559
denovo_pdb,9dbu_A,106,67,0.6268656716417911,0.835820895522388
denovo_pdb,9dbv_A,107,67,0.6268656716417911,0.8507462686567164
denovo_pdb,9dbw_A,107,70,0.6857142857142857,0.8571428571428571
denovo_pdb,9dcx_A,257,231,0.3073593073593073,0.9177489177489178
denovo_pdb,9dd2_A,258,236,0.3093220338983051,0.8305084745762712
denovo_pdb,9de4_A,106,65,0.6923076923076923,0.8461538461538461
denovo_pdb,9dea_A,79,51,0.196078431372549,0.7843137254901961
denovo_pdb,9ded_A,114,125,0.784,0.872
denovo_pdb,9dw2_A,126,95,0.8736842105263158,0.9052631578947368
denovo_pdb,9fw5_A,197,168,0.4702380952380952,0.8988095238095238
denovo_pdb,9fw7_A,199,202,0.292079207920792,0.7524752475247525
denovo_pdb,9fwa_A,202,166,0.2349397590361445,0.8373493975903614
denovo_pdb,9gvf_A,211,144,0.6180555555555556,0.8611111111111112
denovo_pdb,9h10_A,208,142,0.6267605633802817,0.8661971830985915
denovo_pdb,9h3c_A,212,142,0.5915492957746479,0.8169014084507042
denovo_pdb,9h4c_A,106,67,0.2537313432835821,0.5373134328358209
denovo_pdb,9hag_A,112,81,0.6419753086419753,0.6172839506172839
denovo_pdb,9hnh_A,151,158,0.7721518987341772,0.8164556962025317
denovo_pdb,9jl8_A,166,182,0.8351648351648352,0.9175824175824177
denovo_pdb,9jl9_A,165,184,0.8260869565217391,0.9184782608695652
denovo_pdb,9jla_A,166,176,0.8579545454545454,0.9090909090909092
denovo_pdb,9jwo_A,280,257,0.7782101167315175,0.8560311284046692
denovo_pdb,9jwq_A,286,254,0.7677165354330708,0.9015748031496064
denovo_pdb,9jwt_A,292,272,0.7757352941176471,0.8308823529411765
denovo_pdb,9kgz_A,125,147,0.7006802721088435,0.8707482993197279
denovo_pdb,9lm8_A,381,315,0.5873015873015873,0.780952380952381
denovo_pdb,9lni_A,212,220,0.4681818181818182,0.8090909090909091
denovo_pdb,9lns_A,64,41,0.8048780487804879,0.8780487804878049
denovo_pdb,9mrb_A,141,105,0.2666666666666666,0.7619047619047619
denovo_pdb,9mxx_A,149,166,0.5240963855421686,0.8132530120481928
denovo_pdb,9n0j_A,126,104,0.8942307692307693,0.9326923076923076
denovo_pdb,9qdp_A,206,140,0.2428571428571428,0.8571428571428571
denovo_pdb,9qrf_A,202,215,0.7674418604651163,0.8697674418604651
denovo_pdb,9quc_A,171,164,0.3719512195121951,0.725609756097561
denovo_pdb,9qud_A,170,154,0.448051948051948,0.7662337662337663
denovo_pdb,9qui_A,170,153,0.457516339869281,0.7712418300653595
denovo_pdb,9qul_A,169,159,0.4779874213836478,0.7547169811320755
denovo_pdb,9quo_A,170,162,0.4567901234567901,0.7469135802469136
denovo_pdb,9r00_A,129,163,0.7607361963190185,0.8650306748466258
denovo_pdb,9r0z_A,100,98,0.8367346938775511,0.8775510204081632
denovo_pdb,9r17_A,105,86,0.8023255813953488,0.7906976744186046
denovo_pdb,9r1j_A,132,115,0.3391304347826087,0.1652173913043478
denovo_pdb,9r1k_A,126,104,0.2019230769230769,0.1442307692307692
denovo_pdb,9r1l_A,133,108,0.3611111111111111,0.8518518518518519
denovo_pdb,9r1m_A,129,108,0.3703703703703703,0.1203703703703703
denovo_pdb,9r1n_A,132,54,0.4074074074074074,0.5185185185185185
denovo_pdb,9r2k_A,177,222,0.4459459459459459,0.9054054054054054
denovo_pdb,9r7f_A,202,137,0.291970802919708,0.8686131386861314
denovo_pdb,9raa_A,208,136,0.6617647058823529,0.875
denovo_pdb,9raq_A,208,144,0.5972222222222222,0.8472222222222222
denovo_pdb,9rar_A,208,144,0.6180555555555556,0.8472222222222222
denovo_pdb,9rb0_A,208,141,0.6170212765957447,0.851063829787234
denovo_pdb,9rbe_A,208,138,0.644927536231884,0.8840579710144928
denovo_pdb,9szu_A,322,336,0.3333333333333333,0.7976190476190477
denovo_pdb,9tas_A,126,95,0.8315789473684211,0.9263157894736842
denovo_pdb,9tau_A,120,79,0.8734177215189873,0.8987341772151899
denovo_pdb,9ugr_A,181,150,0.0466666666666666,0.02
denovo_pdb,9v3a_A,120,85,0.4823529411764706,0.8470588235294118
denovo_pdb,9v4l_A,68,58,0.6724137931034483,0.8793103448275862
denovo_pdb,9vp8_A,129,119,0.7142857142857143,0.8991596638655462
denovo_pdb,9vvn_A,167,122,0.5327868852459017,0.7213114754098361
denovo_pdb,9x1w_A,88,43,0.7906976744186046,0.9302325581395348
denovo_pdb,9x1x_A,90,44,0.7954545454545454,0.8863636363636364
denovo_pdb,9xzo_A,120,112,0.7678571428571429,0.7678571428571429
denovo_pdb,3og3_A,242,231,0.7575757575757576,0.8008658008658008
denovo_pdb,4ess_A,158,124,0.8306451612903226,0.8548387096774194
denovo_pdb,4gvw_A,192,163,0.7607361963190185,0.9263803680981596
denovo_pdb,4z08_A,253,244,0.7909836065573771,0.9098360655737704
denovo_pdb,5d2t_A,251,244,0.7868852459016393,0.8975409836065574
denovo_pdb,5d2v_A,251,236,0.7923728813559322,0.9067796610169492
denovo_pdb,5d2w_A,250,246,0.7764227642276422,0.9105691056910568
denovo_pdb,5d2x_A,250,257,0.7821011673151751,0.9182879377431906
denovo_pdb,5d2y_A,250,254,0.7677165354330708,0.9094488188976378
denovo_pdb,5d30_A,250,269,0.7843866171003717,0.8884758364312267
denovo_pdb,5od1_A,94,57,0.7368421052631579,0.6666666666666666
denovo_pdb,2af5_A,292,251,0.5617529880478087,0.8725099601593626
denovo_pdb,3qa9_A,142,144,0.8055555555555556,0.875
denovo_pdb,4ndj_A,280,285,0.1929824561403508,0.8280701754385965
denovo_pdb,3v1a_A,48,24,0.8333333333333334,0.8333333333333334
denovo_pdb,4pjr_A,175,126,0.7380952380952381,0.8412698412698413
denovo_pdb,4pjs_A,175,107,0.7102803738317757,0.7757009345794392
casp_fm,T1027-D1,168,129,0.1162790697674418,0.3720930232558139
casp_fm,T1029-D1,125,92,0.2934782608695652,0.358695652173913
casp_fm,T1031-D1,95,87,0.2183908045977011,0.6206896551724138
casp_fm,T1033-D1,100,83,0.180722891566265,0.7831325301204819
casp_fm,T1035-D1,102,70,0.1857142857142857,0.7571428571428571
casp_fm,T1037-D1,404,406,0.1502463054187192,0.6403940886699507
casp_fm,T1038-D1,114,82,0.2560975609756097,0.8292682926829268
casp_fm,T1038-D2,76,60,0.4666666666666667,0.7333333333333333
casp_fm,T1039-D1,161,148,0.1621621621621621,0.777027027027027
casp_fm,T1040-D1,130,79,0.1518987341772152,0.6708860759493671
casp_fm,T1041-D1,242,219,0.1187214611872146,0.817351598173516
casp_fm,T1042-D1,276,210,0.1285714285714285,0.6333333333333333
casp_fm,T1043-D1,148,128,0.09375,0.046875
casp_fm,T1049-D1,134,127,0.0944881889763779,0.9291338582677166
casp_fm,T1104-D1,117,96,0.40625,0.8125
casp_fm,T1112-D1,460,406,0.4458128078817734,0.8472906403940886
casp_fm,T1113-D1,167,107,0.308411214953271,0.2149532710280373
casp_fm,T1120-D1,118,65,0.4,0.8769230769230769
casp_fm,T1120-D2,110,64,0.265625,0.671875
casp_fm,T1121-D1,196,156,0.1282051282051282,0.8205128205128205
casp_fm,T1122-D1,230,152,0.1052631578947368,0.2894736842105263
casp_fm,T1123-D1,214,248,0.1290322580645161,0.7137096774193549
casp_fm,T1125-D1,134,93,0.1720430107526881,0.0967741935483871
casp_fm,T1125-D2,148,137,0.1751824817518248,0.4671532846715328
casp_fm,T1125-D4,141,94,0.4361702127659574,0.4042553191489361
casp_fm,T1125-D5,150,93,0.2903225806451613,0.3225806451612903
cameo_hard,8j4i_A,190,127,0.4488188976377952,0.4409448818897638
cameo_hard,8raj_A,62,13,0.8461538461538461,0.3076923076923077
cameo_hard,8jvx_B,39,14,0.3571428571428571,0.6428571428571429
cameo_hard,8vej_B,242,176,0.4204545454545454,0.7670454545454546
cameo_hard,8u1a_A,324,453,0.1920529801324503,0.6644591611479028
cameo_hard,8vd6_A,174,114,0.4473684210526316,0.5964912280701754
cameo_hard,8wwc_C,113,97,0.5051546391752577,0.6391752577319587
cameo_hard,9eqn_A,72,33,0.3636363636363636,0.696969696969697
cameo_hard,9isp_A,156,166,0.180722891566265,0.8795180722891566
cameo_hard,8s89_A,401,341,0.2991202346041056,0.9002932551319648
cameo_hard,8yl4_B,207,175,0.3085714285714285,0.7428571428571429
cameo_hard,9fdg_A,179,148,0.6621621621621622,0.668918918918919
cameo_hard,9dl1_D,124,34,0.1764705882352941,0.1764705882352941
cameo_hard,9k3e_C,116,116,0.2068965517241379,0.9310344827586208
cameo_hard,8zaf_A,353,389,0.2133676092544987,0.8277634961439588
cameo_hard,9hac_B,127,111,0.3963963963963964,0.7297297297297297
cameo_hard,9had_C,108,96,0.8333333333333334,0.90625
cameo_hard,9j46_F,124,95,0.1684210526315789,0.7684210526315789
cameo_hard,8v4w_A,207,216,0.2314814814814814,0.7222222222222222
cameo_hard,9bch_A,198,173,0.1734104046242774,0.6069364161849711
cameo_hard,8xtn_A,33,7,0.1428571428571428,0.1428571428571428
cameo_hard,9b7d_D,192,141,0.1276595744680851,0.851063829787234
cameo_hard,9def_A,151,115,0.3565217391304348,0.8260869565217391
cameo_hard,9deg_A,157,142,0.4084507042253521,0.795774647887324
cameo_hard,9j5h_A,35,15,0.4666666666666667,0.3333333333333333
cameo_hard,8s3m_A,345,369,0.3821138211382114,0.7588075880758808
cameo_hard,8yoz_A,79,59,0.6949152542372882,0.7627118644067796
cameo_hard,9f4c_A,141,65,0.2769230769230769,0.4615384615384615
cameo_hard,9de9_B,81,62,0.4677419354838709,0.8548387096774194
cameo_hard,9deb_E,83,57,0.5087719298245614,0.8421052631578947
cameo_hard,9emy_B,379,459,0.5381263616557734,0.8148148148148148
cameo_hard,9eum_A,176,138,0.6014492753623188,0.644927536231884
