stem,cohort,n_residues,n_pairs,mode,elapsed_seconds,model_load_seconds,total_seconds,total_seconds_reconstructed,n_rollouts,n_finished,n_malformed,generated_tokens,batch_size,bundle_size,temperature,top_p,timestamp_utc,model_nickname,runner_tag,gpu_name,gpu_total_memory_gb,gpu_compute_capability,hostname,platform,torch_version,model_load_accounting,timing_correction
4qhfa_4qhha,foldswitch,109,5886,medoid_k16,2.826968404930085,10.847946658264846,13.725484669208525,False,50,50,0,12836,128,16,1.0,0.95,2026-09-24T02:07:18.729165+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128,full_invocation,exact_expand_amortized_model_load
2frha_1fzpd,foldswitch,127,8001,medoid_k16,3.2518507367931306,10.847946658264846,14.1567888953723,False,50,50,0,13229,128,16,1.0,0.95,2026-09-24T02:07:31.642274+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128,full_invocation,exact_expand_amortized_model_load
4gqcc_4gqcb,foldswitch,161,12880,medoid_k16,4.816079020034522,10.847946658264846,15.726227036211638,False,50,50,0,22088,128,16,1.0,0.95,2026-09-24T02:07:49.414243+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128,full_invocation,exact_expand_amortized_model_load
3hdea_3hdfa,foldswitch,165,13530,medoid_k16,4.2255370039492846,10.847946658264846,15.126312308013437,False,50,50,0,17078,128,16,1.0,0.95,2026-09-24T02:08:07.303210+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128,full_invocation,exact_expand_amortized_model_load
1xjta_1xjub,foldswitch,178,15753,medoid_k16,4.278719927184284,10.847946658264846,15.193468431476502,False,50,50,0,17267,128,16,1.0,0.95,2026-09-24T02:08:25.862532+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128,full_invocation,exact_expand_amortized_model_load
4yhdg_7ahle,foldswitch,293,42778,medoid_k16,11.19642473384738,10.847946658264846,22.138171116355807,False,50,50,0,37103,128,16,1.0,0.95,2026-09-24T02:09:08.080655+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128,full_invocation,exact_expand_amortized_model_load
2grmb_2axza,foldswitch,315,49455,medoid_k16,11.300284998025745,10.847946658264846,22.236468587070704,False,50,50,0,41837,128,16,1.0,0.95,2026-09-24T02:09:57.853276+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128,full_invocation,exact_expand_amortized_model_load
2h44a_1rkpa,foldswitch,326,52975,medoid_k16,13.052176835015416,10.847946658264846,24.00586274312809,False,50,50,0,48470,128,16,1.0,0.95,2026-09-24T02:10:52.485038+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128,full_invocation,exact_expand_amortized_model_load
4rwna_4rwqb,foldswitch,349,60726,medoid_k16,15.141847091261297,10.847946658264846,26.096138656139374,False,50,50,0,55043,128,16,1.0,0.95,2026-09-24T02:11:53.561721+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128,full_invocation,exact_expand_amortized_model_load
4nc9c_4n9wa,foldswitch,376,70500,medoid_k16,14.039309966843575,10.847946658264846,25.000565816182643,False,50,50,0,50741,128,16,1.0,0.95,2026-09-24T02:12:51.905054+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128,full_invocation,exact_expand_amortized_model_load
3kdsg_2ce7c,foldswitch,435,94395,medoid_k16,17.672015890013427,10.847946658264846,28.64118938613683,False,50,50,0,57818,128,16,1.0,0.95,2026-09-24T02:13:58.440015+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128,full_invocation,exact_expand_amortized_model_load
5aoeb_5ly6b,foldswitch,490,119805,medoid_k16,24.13346689194441,10.847946658264846,35.121817325241864,False,50,50,0,72860,128,16,1.0,0.95,2026-09-24T02:15:33.968868+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128,full_invocation,exact_expand_amortized_model_load
4ow6b_4ae0a,foldswitch,523,136503,medoid_k16,23.715106102637947,10.847946658264846,34.942503007594496,False,50,50,0,69326,128,16,1.0,0.95,2026-09-24T02:17:24.008411+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128,full_invocation,exact_expand_amortized_model_load
4h2aa_3j9ca,foldswitch,724,261726,medoid_k16,40.00037134299055,10.847946658264846,51.04005763819441,False,50,50,0,102032,128,16,1.0,0.95,2026-09-24T02:20:04.671875+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128,full_invocation,exact_expand_amortized_model_load
3t5oa_4a5wb,foldswitch,897,401856,medoid_k16,51.21251002792269,10.847946658264846,62.28484426625073,False,50,50,0,121796,128,16,1.0,0.95,2026-09-24T02:23:34.002928+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128,full_invocation,exact_expand_amortized_model_load
4qhfa_4qhha,foldswitch,109,5886,medoid_k8,3.03077012905851,10.847946658264846,13.926384754013268,False,50,50,0,13640,128,8,1.0,0.95,2026-09-24T02:07:12.870638+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128,full_invocation,exact_expand_amortized_model_load
2frha_1fzpd,foldswitch,127,8001,medoid_k8,3.328793731983751,10.847946658264846,14.223601009231059,False,50,50,0,14393,128,8,1.0,0.95,2026-09-24T02:07:25.076732+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128,full_invocation,exact_expand_amortized_model_load
4gqcc_4gqcb,foldswitch,161,12880,medoid_k8,4.8710833876393735,10.847946658264846,15.782647082116453,False,50,50,0,23174,128,8,1.0,0.95,2026-09-24T02:07:39.547657+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128,full_invocation,exact_expand_amortized_model_load
3hdea_3hdfa,foldswitch,165,13530,medoid_k8,4.389110505580902,10.847946658264846,15.28624499728903,False,50,50,1,18650,128,8,1.0,0.95,2026-09-24T02:07:58.670353+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128,full_invocation,exact_expand_amortized_model_load
1xjta_1xjub,foldswitch,178,15753,medoid_k8,4.820829759351909,10.847946658264846,15.735217215958981,False,50,50,0,20258,128,8,1.0,0.95,2026-09-24T02:08:16.351006+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128,full_invocation,exact_expand_amortized_model_load
4yhdg_7ahle,foldswitch,293,42778,medoid_k8,11.907111677806824,10.847946658264846,22.853551969397813,False,50,50,4,41519,128,8,1.0,0.95,2026-09-24T02:08:42.983420+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128,full_invocation,exact_expand_amortized_model_load
2grmb_2axza,foldswitch,315,49455,medoid_k8,11.896943136584014,10.847946658264846,22.82575980341062,False,50,50,1,44137,128,8,1.0,0.95,2026-09-24T02:09:33.392512+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128,full_invocation,exact_expand_amortized_model_load
2h44a_1rkpa,foldswitch,326,52975,medoid_k8,13.700196012854576,10.847946658264846,24.64705381449312,False,50,50,0,50108,128,8,1.0,0.95,2026-09-24T02:10:24.813269+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128,full_invocation,exact_expand_amortized_model_load
4rwna_4rwqb,foldswitch,349,60726,medoid_k8,15.73453706689179,10.847946658264846,26.688949786126614,False,50,50,0,56903,128,8,1.0,0.95,2026-09-24T02:11:22.494171+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128,full_invocation,exact_expand_amortized_model_load
4nc9c_4n9wa,foldswitch,376,70500,medoid_k8,14.269035551231354,10.847946658264846,25.230004711076617,False,50,50,2,51374,128,8,1.0,0.95,2026-09-24T02:12:23.545073+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128,full_invocation,exact_expand_amortized_model_load
3kdsg_2ce7c,foldswitch,435,94395,medoid_k8,17.02882625022903,10.847946658264846,28.005429945420474,False,50,50,0,59114,128,8,1.0,0.95,2026-09-24T02:13:23.565639+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128,full_invocation,exact_expand_amortized_model_load
5aoeb_5ly6b,foldswitch,490,119805,medoid_k8,26.446754603181034,10.847946658264846,37.43165316339582,False,50,50,1,79220,128,8,1.0,0.95,2026-09-24T02:14:41.989158+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128,full_invocation,exact_expand_amortized_model_load
4ow6b_4ae0a,foldswitch,523,136503,medoid_k8,27.4324348741211,10.847946658264846,38.427107306197286,False,50,50,0,76670,128,8,1.0,0.95,2026-09-24T02:16:29.893160+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128,full_invocation,exact_expand_amortized_model_load
4h2aa_3j9ca,foldswitch,724,261726,medoid_k8,42.26640078192577,10.847946658264846,53.31004198547453,False,50,50,0,109457,128,8,1.0,0.95,2026-09-24T02:18:36.781239+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128,full_invocation,exact_expand_amortized_model_load
3t5oa_4a5wb,foldswitch,897,401856,medoid_k8,53.15296476194635,10.847946658264846,64.22808997845277,False,50,50,0,126905,128,8,1.0,0.95,2026-09-24T02:21:48.024234+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128,full_invocation,exact_expand_amortized_model_load
4qhfa_4qhha,foldswitch,109,5886,random_k16,2.903697014786303,10.847946658264846,13.807949379552154,False,50,50,0,13442,128,16,1.0,0.95,2026-09-24T02:07:21.695193+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128,full_invocation,exact_expand_amortized_model_load
2frha_1fzpd,foldswitch,127,8001,random_k16,2.9061137991957366,10.847946658264846,13.806778823956845,False,50,50,0,12035,128,16,1.0,0.95,2026-09-24T02:07:34.607064+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128,full_invocation,exact_expand_amortized_model_load
4gqcc_4gqcb,foldswitch,161,12880,random_k16,4.747763500083238,10.847946658264846,15.656118212267755,False,50,50,0,22058,128,16,1.0,0.95,2026-09-24T02:07:54.228395+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128,full_invocation,exact_expand_amortized_model_load
3hdea_3hdfa,foldswitch,165,13530,random_k16,4.093642551917583,10.847946658264846,14.999553591012953,False,50,50,0,16718,128,16,1.0,0.95,2026-09-24T02:08:11.457843+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128,full_invocation,exact_expand_amortized_model_load
1xjta_1xjub,foldswitch,178,15753,random_k16,5.0349526619538665,10.847946658264846,15.95097252493724,False,50,50,0,20483,128,16,1.0,0.95,2026-09-24T02:08:30.971908+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128,full_invocation,exact_expand_amortized_model_load
4yhdg_7ahle,foldswitch,293,42778,random_k16,13.245330145116895,10.847946658264846,24.174900751560926,False,50,50,0,48218,128,16,1.0,0.95,2026-09-24T02:09:21.411675+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128,full_invocation,exact_expand_amortized_model_load
2grmb_2axza,foldswitch,315,49455,random_k16,13.049923794344068,10.847946658264846,24.000926989130676,False,50,50,0,46535,128,16,1.0,0.95,2026-09-24T02:10:11.010101+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128,full_invocation,exact_expand_amortized_model_load
2h44a_1rkpa,foldswitch,326,52975,random_k16,14.062816184014082,10.847946658264846,25.009620438329875,False,50,50,0,50531,128,16,1.0,0.95,2026-09-24T02:11:06.650133+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128,full_invocation,exact_expand_amortized_model_load
4rwna_4rwqb,foldswitch,349,60726,random_k16,15.483004776760936,10.847946658264846,26.44298476492986,False,50,50,0,55613,128,16,1.0,0.95,2026-09-24T02:12:09.159991+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128,full_invocation,exact_expand_amortized_model_load
4nc9c_4n9wa,foldswitch,376,70500,random_k16,14.382495812606066,10.847946658264846,25.343729633372277,False,50,50,0,50717,128,16,1.0,0.95,2026-09-24T02:13:06.404182+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128,full_invocation,exact_expand_amortized_model_load
3kdsg_2ce7c,foldswitch,435,94395,random_k16,16.606727777980268,10.847946658264846,27.80715278815478,False,50,50,0,57041,128,16,1.0,0.95,2026-09-24T02:14:15.402261+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128,full_invocation,exact_expand_amortized_model_load
5aoeb_5ly6b,foldswitch,490,119805,random_k16,28.19627188704908,10.847946658264846,39.18700030865148,False,50,50,2,84998,128,16,1.0,0.95,2026-09-24T02:16:02.310941+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128,full_invocation,exact_expand_amortized_model_load
4ow6b_4ae0a,foldswitch,523,136503,random_k16,30.150386969093233,10.847946658264846,41.152555304113775,False,50,50,0,87212,128,16,1.0,0.95,2026-09-24T02:17:54.316122+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128,full_invocation,exact_expand_amortized_model_load
4h2aa_3j9ca,foldswitch,724,261726,random_k16,49.52754268003628,10.847946658264846,60.812306637410074,False,50,50,0,124349,128,16,1.0,0.95,2026-09-24T02:20:54.639356+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128,full_invocation,exact_expand_amortized_model_load
3t5oa_4a5wb,foldswitch,897,401856,random_k16,54.685065547935665,10.847946658264846,66.00571738230065,False,50,50,0,130022,128,16,1.0,0.95,2026-09-24T02:24:29.163812+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128,full_invocation,exact_expand_amortized_model_load
4qhfa_4qhha,foldswitch,109,5886,random_k8,2.935252783354372,10.847946658264846,13.822653013281522,False,50,50,0,14570,128,8,1.0,0.95,2026-09-24T02:07:15.848592+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128,full_invocation,exact_expand_amortized_model_load
2frha_1fzpd,foldswitch,127,8001,random_k8,3.199681585188955,10.847946658264846,14.095727458130566,False,50,50,0,13298,128,8,1.0,0.95,2026-09-24T02:07:28.327513+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128,full_invocation,exact_expand_amortized_model_load
4gqcc_4gqcb,foldswitch,161,12880,random_k8,4.915674030315131,10.847946658264846,15.824355351272969,False,50,50,0,22868,128,8,1.0,0.95,2026-09-24T02:07:44.529986+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128,full_invocation,exact_expand_amortized_model_load
3hdea_3hdfa,foldswitch,165,13530,random_k8,4.293375296983868,10.847946658264846,15.194007663056253,False,50,50,0,18344,128,8,1.0,0.95,2026-09-24T02:08:03.019444+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128,full_invocation,exact_expand_amortized_model_load
1xjta_1xjub,foldswitch,178,15753,random_k8,5.091536642983556,10.847946658264846,16.001967249438167,False,50,50,0,22019,128,8,1.0,0.95,2026-09-24T02:08:21.510990+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128,full_invocation,exact_expand_amortized_model_load
4yhdg_7ahle,foldswitch,293,42778,random_k8,13.450697650201619,10.847946658264846,24.647794031072408,False,50,50,0,47531,128,8,1.0,0.95,2026-09-24T02:08:56.787249+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128,full_invocation,exact_expand_amortized_model_load
2grmb_2axza,foldswitch,315,49455,random_k8,12.965217065997422,10.847946658264846,23.91303491126746,False,50,50,0,47660,128,8,1.0,0.95,2026-09-24T02:09:46.460770+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128,full_invocation,exact_expand_amortized_model_load
2h44a_1rkpa,foldswitch,326,52975,random_k8,14.399988412857056,10.847946658264846,25.35465915221721,False,50,50,0,52694,128,8,1.0,0.95,2026-09-24T02:10:39.323373+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128,full_invocation,exact_expand_amortized_model_load
4rwna_4rwqb,foldswitch,349,60726,random_k8,15.47828411636874,10.847946658264846,26.661055244039744,False,50,50,0,56915,128,8,1.0,0.95,2026-09-24T02:11:38.310307+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128,full_invocation,exact_expand_amortized_model_load
4nc9c_4n9wa,foldswitch,376,70500,random_k8,14.089603894855827,10.847946658264846,25.04856425896287,False,50,50,0,51314,128,8,1.0,0.95,2026-09-24T02:12:37.748977+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128,full_invocation,exact_expand_amortized_model_load
3kdsg_2ce7c,foldswitch,435,94395,random_k8,16.950829832814634,10.847946658264846,27.923009313177317,False,50,50,0,57647,128,8,1.0,0.95,2026-09-24T02:13:40.643717+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128,full_invocation,exact_expand_amortized_model_load
5aoeb_5ly6b,foldswitch,490,119805,random_k8,27.558487380854785,10.847946658264846,38.547718989197165,False,50,50,1,83192,128,8,1.0,0.95,2026-09-24T02:15:09.691954+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128,full_invocation,exact_expand_amortized_model_load
4ow6b_4ae0a,foldswitch,523,136503,random_k8,29.876617774832994,10.847946658264846,40.86234142212197,False,50,50,0,86255,128,8,1.0,0.95,2026-09-24T02:16:59.910833+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128,full_invocation,exact_expand_amortized_model_load
4h2aa_3j9ca,foldswitch,724,261726,random_k8,47.492507975082844,10.847946658264846,58.54025211837143,False,50,50,0,120707,128,8,1.0,0.95,2026-09-24T02:19:24.476672+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128,full_invocation,exact_expand_amortized_model_load
3t5oa_4a5wb,foldswitch,897,401856,random_k8,54.32519161095843,10.847946658264846,65.38362878235057,False,50,50,0,129647,128,8,1.0,0.95,2026-09-24T02:22:42.562951+00:00,contacts-v1-exp277-m2-p06-full-epoch-1.5B-step-266344,local,NVIDIA RTX A5000,25.42272512,8.6,ip1,Linux-5.15.0-33-generic-x86_64-with-glibc2.35,2.10.0+cu128,full_invocation,exact_expand_amortized_model_load
