source,stem,pdb_id,chain,length,resolution,deposit_date,category,novelty_axis,local_path
denovo_pdb,7a8s_A,7a8s,A,190,1.58,2020-08-31,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/7a8s.cif
denovo_pdb,7ah0_A,7ah0,A,104,1.91,2020-09-23,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/7ah0.cif
denovo_pdb,7awy_A,7awy,A,311,1.50,2020-11-09,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/7awy.cif
denovo_pdb,7awz_A,7awz,A,313,1.60,2020-11-09,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/7awz.cif
denovo_pdb,7ax0_A,7ax0,A,317,2.20,2020-11-09,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/7ax0.cif
denovo_pdb,7ax2_A,7ax2,A,311,2.10,2020-11-09,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/7ax2.cif
denovo_pdb,7bid_A,7bid,A,286,1.80,2021-01-12,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/7bid.cif
denovo_pdb,7dgu_A,7dgu,A,97,1.75,2020-11-12,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/7dgu.cif
denovo_pdb,7dgw_A,7dgw,A,94,1.35,2020-11-12,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/7dgw.cif
denovo_pdb,7dgy_A,7dgy,A,99,1.80,2020-11-12,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/7dgy.cif
denovo_pdb,7dmf_A,7dmf,A,189,2.20,2020-12-03,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/7dmf.cif
denovo_pdb,7f1h_A,7f1h,A,189,1.14,2021-06-09,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/7f1h.cif
denovo_pdb,7f1i_A,7f1i,A,191,1.40,2021-06-09,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/7f1i.cif
denovo_pdb,7f1j_A,7f1j,A,190,1.60,2021-06-09,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/7f1j.cif
denovo_pdb,7f1k_A,7f1k,A,193,1.05,2021-06-09,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/7f1k.cif
denovo_pdb,7f1l_A,7f1l,A,194,1.70,2021-06-09,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/7f1l.cif
denovo_pdb,7hiy_A,7hiy,A,126,1.43,2024-10-08,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/7hiy.cif
denovo_pdb,7hiz_A,7hiz,A,126,1.30,2024-10-08,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/7hiz.cif
denovo_pdb,7hj0_A,7hj0,A,126,1.39,2024-10-08,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/7hj0.cif
denovo_pdb,7hj1_A,7hj1,A,126,1.55,2024-10-08,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/7hj1.cif
denovo_pdb,7hj2_A,7hj2,A,126,1.55,2024-10-08,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/7hj2.cif
denovo_pdb,7hj3_A,7hj3,A,126,1.54,2024-10-08,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/7hj3.cif
denovo_pdb,7hj4_A,7hj4,A,126,1.57,2024-10-08,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/7hj4.cif
denovo_pdb,7hj5_A,7hj5,A,126,1.55,2024-10-08,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/7hj5.cif
denovo_pdb,7hj6_A,7hj6,A,126,1.58,2024-10-08,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/7hj6.cif
denovo_pdb,7hj7_A,7hj7,A,126,1.60,2024-10-08,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/7hj7.cif
denovo_pdb,7hj8_A,7hj8,A,126,1.59,2024-10-08,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/7hj8.cif
denovo_pdb,7hj9_A,7hj9,A,126,1.56,2024-10-08,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/7hj9.cif
denovo_pdb,7hja_A,7hja,A,126,1.59,2024-10-08,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/7hja.cif
denovo_pdb,7hjb_A,7hjb,A,126,1.58,2024-10-08,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/7hjb.cif
denovo_pdb,7hjc_A,7hjc,A,126,1.60,2024-10-08,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/7hjc.cif
denovo_pdb,7hjd_A,7hjd,A,126,1.58,2024-10-08,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/7hjd.cif
denovo_pdb,7hje_A,7hje,A,126,1.59,2024-10-08,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/7hje.cif
denovo_pdb,7hjf_A,7hjf,A,126,1.58,2024-10-08,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/7hjf.cif
denovo_pdb,7hjg_A,7hjg,A,126,1.57,2024-10-08,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/7hjg.cif
denovo_pdb,7hjh_A,7hjh,A,126,1.55,2024-10-08,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/7hjh.cif
denovo_pdb,7hji_A,7hji,A,126,1.55,2024-10-08,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/7hji.cif
denovo_pdb,7hjj_A,7hjj,A,126,1.59,2024-10-08,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/7hjj.cif
denovo_pdb,7hjk_A,7hjk,A,126,1.56,2024-10-08,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/7hjk.cif
denovo_pdb,7hjl_A,7hjl,A,126,1.60,2024-10-08,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/7hjl.cif
denovo_pdb,7hjm_A,7hjm,A,126,1.55,2024-10-08,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/7hjm.cif
denovo_pdb,7hjn_A,7hjn,A,126,1.95,2024-10-08,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/7hjn.cif
denovo_pdb,7hjo_A,7hjo,A,126,1.56,2024-10-08,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/7hjo.cif
denovo_pdb,7hjp_A,7hjp,A,126,1.60,2024-10-08,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/7hjp.cif
denovo_pdb,7hjq_A,7hjq,A,126,1.58,2024-10-08,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/7hjq.cif
denovo_pdb,7hjr_A,7hjr,A,126,1.55,2024-10-08,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/7hjr.cif
denovo_pdb,7hjs_A,7hjs,A,126,1.57,2024-10-08,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/7hjs.cif
denovo_pdb,7hjt_A,7hjt,A,126,1.58,2024-10-08,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/7hjt.cif
denovo_pdb,7hju_A,7hju,A,126,1.56,2024-10-08,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/7hju.cif
denovo_pdb,7hjv_A,7hjv,A,126,1.58,2024-10-08,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/7hjv.cif
denovo_pdb,7hjw_A,7hjw,A,126,1.58,2024-10-08,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/7hjw.cif
denovo_pdb,7hjx_A,7hjx,A,126,1.55,2024-10-08,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/7hjx.cif
denovo_pdb,7hjy_A,7hjy,A,126,1.58,2024-10-08,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/7hjy.cif
denovo_pdb,7hjz_A,7hjz,A,126,1.60,2024-10-08,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/7hjz.cif
denovo_pdb,7hk0_A,7hk0,A,126,1.59,2024-10-08,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/7hk0.cif
denovo_pdb,7hk1_A,7hk1,A,126,1.55,2024-10-08,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/7hk1.cif
denovo_pdb,7hk2_A,7hk2,A,126,1.55,2024-10-08,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/7hk2.cif
denovo_pdb,7hk3_A,7hk3,A,126,1.55,2024-10-08,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/7hk3.cif
denovo_pdb,7hk4_A,7hk4,A,126,1.59,2024-10-08,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/7hk4.cif
denovo_pdb,7jrq_A,7jrq,A,127,1.75,2020-08-12,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/7jrq.cif
denovo_pdb,7kuw_A,7kuw,A,62,2.43,2020-11-25,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/7kuw.cif
denovo_pdb,7mcc_A,7mcc,A,190,1.46,2021-04-02,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/7mcc.cif
denovo_pdb,7ocm_A,7ocm,A,174,1.70,2021-04-27,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/7ocm.cif
denovo_pdb,7osu_A,7osu,A,183,1.37,2021-06-09,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/7osu.cif
denovo_pdb,7osv_A,7osv,A,173,1.66,2021-06-09,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/7osv.cif
denovo_pdb,7ot7_A,7ot7,A,183,1.51,2021-06-09,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/7ot7.cif
denovo_pdb,7p12_A,7p12,A,184,1.69,2021-07-01,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/7p12.cif
denovo_pdb,7qnl_AAA,7qnl,AAA,240,1.71,2021-12-21,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/7qnl.cif
denovo_pdb,7rmx_A,7rmx,A,229,1.65,2021-07-28,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/7rmx.cif
denovo_pdb,7smj_A,7smj,A,174,1.58,2021-10-26,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/7smj.cif
denovo_pdb,7sq3_A,7sq3,A,146,2.45,2021-11-04,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/7sq3.cif
denovo_pdb,7sq4_A,7sq4,A,48,1.49,2021-11-04,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/7sq4.cif
denovo_pdb,7sq5_A,7sq5,A,140,2.21,2021-11-04,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/7sq5.cif
denovo_pdb,7tal_A,7tal,A,196,1.10,2021-12-21,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/7tal.cif
denovo_pdb,7tjl_A,7tjl,A,85,1.87,2022-01-16,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/7tjl.cif
denovo_pdb,7udo_A,7udo,A,172,2.50,2022-03-20,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/7udo.cif
denovo_pdb,7uek_A,7uek,A,228,2.10,2022-03-21,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/7uek.cif
denovo_pdb,7ur7_A,7ur7,A,63,1.21,2022-04-21,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/7ur7.cif
denovo_pdb,7ur8_A,7ur8,A,71,1.50,2022-04-21,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/7ur8.cif
denovo_pdb,7vql_A,7vql,A,115,1.75,2021-10-20,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/7vql.cif
denovo_pdb,7vqv_A,7vqv,A,115,1.53,2021-10-20,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/7vqv.cif
denovo_pdb,7vty_A,7vty,A,90,2.50,2021-10-31,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/7vty.cif
denovo_pdb,7vu4_A,7vu4,A,117,1.70,2021-11-01,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/7vu4.cif
denovo_pdb,8a3k_UNK,8a3k,UNK,127,2.00,2022-06-08,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/8a3k.cif
denovo_pdb,8ah9_A,8ah9,A,115,1.75,2022-07-21,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/8ah9.cif
denovo_pdb,8bcs_A,8bcs,A,49,2.10,2022-10-17,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/8bcs.cif
denovo_pdb,8bl3_A,8bl3,A,141,2.80,2022-11-09,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/8bl3.cif
denovo_pdb,8bl5_A,8bl5,A,117,2.65,2022-11-09,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/8bl5.cif
denovo_pdb,8bl6_A,8bl6,A,139,2.80,2022-11-09,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/8bl6.cif
denovo_pdb,8bl9_A,8bl9,A,116,1.80,2022-11-09,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/8bl9.cif
denovo_pdb,8bu0_A,8bu0,A,136,1.40,2022-11-30,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/8bu0.cif
denovo_pdb,8ch0_A,8ch0,A,136,1.75,2023-02-06,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/8ch0.cif
denovo_pdb,8chy_A,8chy,A,272,2.00,2023-02-08,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/8chy.cif
denovo_pdb,8cig_A,8cig,A,136,1.40,2023-02-09,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/8cig.cif
denovo_pdb,8ckr_A,8ckr,A,136,1.30,2023-02-16,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/8ckr.cif
denovo_pdb,8cmq_A,8cmq,A,136,1.78,2023-02-20,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/8cmq.cif
denovo_pdb,8cqq_A,8cqq,A,272,2.60,2023-03-07,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/8cqq.cif
denovo_pdb,8cux_B,8cux,B,119,1.85,2022-05-17,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/8cux.cif
denovo_pdb,8d03_A,8d03,A,65,1.75,2022-05-25,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/8d03.cif
denovo_pdb,8d05_A,8d05,A,60,2.51,2022-05-25,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/8d05.cif
denovo_pdb,8d9o_A,8d9o,A,194,1.78,2022-06-10,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/8d9o.cif
denovo_pdb,8d9p_A,8d9p,A,195,1.90,2022-06-10,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/8d9p.cif
denovo_pdb,8eov_A,8eov,A,139,1.59,2022-10-04,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/8eov.cif
denovo_pdb,8eoz_B,8eoz,B,227,3.00,2022-10-04,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/8eoz.cif
denovo_pdb,8etq_A,8etq,A,277,2.42,2022-10-17,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/8etq.cif
denovo_pdb,8fjf_A,8fjf,A,127,1.60,2022-12-19,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/8fjf.cif
denovo_pdb,8fjg_A,8fjg,A,104,2.13,2022-12-19,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/8fjg.cif
denovo_pdb,8g9j_A,8g9j,A,201,2.50,2023-02-21,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/8g9j.cif
denovo_pdb,8gl3_A,8gl3,A,189,2.30,2023-03-20,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/8gl3.cif
denovo_pdb,8j1w_A,8j1w,A,175,1.95,2023-04-13,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/8j1w.cif
denovo_pdb,8j1x_A,8j1x,A,174,2.25,2023-04-13,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/8j1x.cif
denovo_pdb,8j98_A,8j98,A,184,2.90,2023-05-02,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/8j98.cif
denovo_pdb,8ju8_A,8ju8,A,139,1.85,2023-06-25,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/8ju8.cif
denovo_pdb,8k7o_A,8k7o,A,233,1.70,2023-07-27,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/8k7o.cif
denovo_pdb,8k7z_A,8k7z,A,172,1.30,2023-07-27,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/8k7z.cif
denovo_pdb,8k8f_A,8k8f,A,179,1.45,2023-07-29,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/8k8f.cif
denovo_pdb,8k8g_A,8k8g,A,209,1.35,2023-07-29,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/8k8g.cif
denovo_pdb,8k8i_A,8k8i,A,211,2.10,2023-07-30,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/8k8i.cif
denovo_pdb,8ka7_A,8ka7,A,115,1.85,2023-08-02,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/8ka7.cif
denovo_pdb,8kac_A,8kac,A,121,1.75,2023-08-02,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/8kac.cif
denovo_pdb,8kc0_A,8kc0,A,115,2.10,2023-08-05,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/8kc0.cif
denovo_pdb,8kc1_A,8kc1,A,83,1.80,2023-08-05,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/8kc1.cif
denovo_pdb,8kc4_A,8kc4,A,151,2.20,2023-08-06,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/8kc4.cif
denovo_pdb,8kc8_A,8kc8,A,227,2.65,2023-08-06,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/8kc8.cif
denovo_pdb,8kcj_A,8kcj,A,179,1.45,2023-08-07,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/8kcj.cif
denovo_pdb,8kck_A,8kck,A,206,1.35,2023-08-07,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/8kck.cif
denovo_pdb,8kdq_A,8kdq,A,233,1.70,2023-08-09,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/8kdq.cif
denovo_pdb,8oys_A,8oys,A,190,1.34,2023-05-05,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/8oys.cif
denovo_pdb,8oyw_A,8oyw,A,178,1.50,2023-05-05,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/8oyw.cif
denovo_pdb,8p4y_A,8p4y,A,192,2.05,2023-05-23,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/8p4y.cif
denovo_pdb,8pf0_A,8pf0,A,153,2.20,2023-06-15,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/8pf0.cif
denovo_pdb,8q52_A,8q52,A,320,2.15,2023-08-08,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/8q52.cif
denovo_pdb,8qad_A,8qad,A,145,2.25,2023-08-22,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/8qad.cif
denovo_pdb,8qaf_A,8qaf,A,59,2.00,2023-08-22,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/8qaf.cif
denovo_pdb,8qkd_A,8qkd,A,281,1.90,2023-09-15,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/8qkd.cif
denovo_pdb,8qup_A,8qup,A,114,1.30,2023-10-16,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/8qup.cif
denovo_pdb,8qzn_A,8qzn,A,346,1.40,2023-10-27,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/8qzn.cif
denovo_pdb,8r8o_A,8r8o,A,262,2.15,2023-11-29,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/8r8o.cif
denovo_pdb,8sjf_A,8sjf,A,107,2.30,2023-04-18,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/8sjf.cif
denovo_pdb,8tnm_A,8tnm,A,136,1.10,2023-08-02,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/8tnm.cif
denovo_pdb,8vc8_A,8vc8,A,197,1.80,2023-12-13,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/8vc8.cif
denovo_pdb,8vei_A,8vei,A,117,2.03,2023-12-19,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/8vei.cif
denovo_pdb,8vez_A,8vez,A,115,2.15,2023-12-20,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/8vez.cif
denovo_pdb,8w97_A,8w97,A,135,2.90,2023-09-04,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/8w97.cif
denovo_pdb,8xyr_A,8xyr,A,165,1.87,2024-01-20,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/8xyr.cif
denovo_pdb,8xyu_A,8xyu,A,169,1.59,2024-01-20,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/8xyu.cif
denovo_pdb,8xyw_A,8xyw,A,105,1.41,2024-01-20,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/8xyw.cif
denovo_pdb,8y33_A,8y33,A,184,2.90,2024-01-28,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/8y33.cif
denovo_pdb,9bk7_A,9bk7,A,102,2.58,2024-04-26,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/9bk7.cif
denovo_pdb,9cte_A,9cte,A,110,2.26,2024-07-25,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/9cte.cif
denovo_pdb,9d01_A,9d01,A,369,2.18,2024-08-06,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/9d01.cif
denovo_pdb,9db8_A,9db8,A,107,2.21,2024-08-23,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/9db8.cif
denovo_pdb,9db9_A,9db9,A,107,2.41,2024-08-23,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/9db9.cif
denovo_pdb,9dba_A,9dba,A,107,2.20,2024-08-23,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/9dba.cif
denovo_pdb,9dbb_A,9dbb,A,107,2.50,2024-08-23,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/9dbb.cif
denovo_pdb,9dbc_A,9dbc,A,109,2.30,2024-08-23,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/9dbc.cif
denovo_pdb,9dbd_A,9dbd,A,326,2.60,2024-08-23,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/9dbd.cif
denovo_pdb,9dbu_A,9dbu,A,106,1.70,2024-08-23,DE NOVO PROTEIN,designed: no evolutionary homologs (Neff~=1); often novel fold,structures/denovo/9dbu.cif
