dataset,stem,pdb_id,length,fold_verdict,nearest_train_fold_qtm,seq_leakage,nearest_train_seq_fident,msa_n_seqs,msa_neff,neff_tier
denovo_pdb,8k7z_A,8k7z,172,same_fold,0.5706,novel_seq,,2,1.0,orphan
denovo_pdb,8k8f_A,8k8f,179,same_fold,0.6331,novel_seq,0.373,2,1.0,orphan
denovo_pdb,8k8g_A,8k8g,209,novel_fold,0.4862,novel_seq,,2,1.0,orphan
denovo_pdb,8k8i_A,8k8i,211,same_fold,0.5565,novel_seq,,2,1.0,orphan
denovo_pdb,8ka7_A,8ka7,115,same_fold,0.69,novel_seq,,2,1.0,orphan
denovo_pdb,8kac_A,8kac,121,same_fold,0.7596,novel_seq,,351,288.2825,deep
denovo_pdb,8kc0_A,8kc0,115,same_fold,0.6882,novel_seq,0.337,2,1.0,orphan
denovo_pdb,8kc1_A,8kc1,83,same_fold,0.7836,novel_seq,0.455,2,1.0,orphan
denovo_pdb,8kc4_A,8kc4,151,same_fold,0.7129,novel_seq,,2,1.0,orphan
denovo_pdb,8kc8_A,8kc8,227,same_fold,0.7428,novel_seq,0.264,7,6.0,low
denovo_pdb,8kcj_A,8kcj,179,same_fold,0.6331,novel_seq,0.373,2,1.0,orphan
denovo_pdb,8kck_A,8kck,206,novel_fold,0.485,novel_seq,,2,1.0,orphan
denovo_pdb,8kdq_A,8kdq,233,same_fold,0.7449,novel_seq,0.228,64,63.0,deep
denovo_pdb,8oys_A,8oys,190,same_fold,0.7748,novel_seq,,2,1.0,orphan
denovo_pdb,8oyw_A,8oyw,178,same_fold,0.7678,novel_seq,0.432,2,1.0,orphan
denovo_pdb,8p4y_A,8p4y,192,novel_fold,0.4021,novel_seq,0.357,3,2.0,low
denovo_pdb,8pf0_A,8pf0,153,same_fold,0.6315,redundant_seq,0.807,18336,4560.2738,deep
denovo_pdb,8q52_A,8q52,320,same_fold,0.7019,redundant_seq,0.542,18316,4860.7762,deep
denovo_pdb,8qad_A,8qad,145,same_fold,0.8229,novel_seq,,2,1.0,orphan
denovo_pdb,8qaf_A,8qaf,59,redundant,0.9331,novel_seq,,2,1.0,orphan
denovo_pdb,8qkd_A,8qkd,281,same_fold,0.5711,novel_seq,,2,1.0,orphan
denovo_pdb,8qup_A,8qup,114,same_fold,0.8829,redundant_seq,0.352,188,57.7893,deep
denovo_pdb,8qzn_A,8qzn,346,same_fold,0.7459,novel_seq,0.463,23079,4856.7196,deep
denovo_pdb,8r8o_A,8r8o,262,same_fold,0.6829,novel_seq,0.375,55,46.0,deep
denovo_pdb,8sjf_A,8sjf,107,redundant,0.9306,redundant_seq,0.581,409,127.9395,deep
denovo_pdb,8tnm_A,8tnm,136,same_fold,0.6555,novel_seq,,2,1.0,orphan
denovo_pdb,8vc8_A,8vc8,197,novel_fold,0.4768,novel_seq,0.286,2,1.0,orphan
denovo_pdb,8vei_A,8vei,117,same_fold,0.6944,novel_seq,,2,1.0,orphan
denovo_pdb,8vez_A,8vez,115,redundant,0.9106,redundant_seq,0.305,3290,2934.831,deep
denovo_pdb,8w97_A,8w97,135,same_fold,0.698,novel_seq,0.221,2,1.0,orphan
denovo_pdb,8xyr_A,8xyr,165,redundant,0.9665,redundant_seq,0.592,14353,4645.3026,deep
denovo_pdb,8xyu_A,8xyu,169,redundant,0.9497,redundant_seq,0.601,14582,4669.7037,deep
denovo_pdb,8xyw_A,8xyw,105,redundant,0.9745,redundant_seq,0.536,15546,4836.3929,deep
denovo_pdb,8y33_A,8y33,184,same_fold,0.7394,redundant_seq,0.510,2469,907.1633,deep
denovo_pdb,9bk7_A,9bk7,102,same_fold,0.6619,novel_seq,,2,1.0,orphan
denovo_pdb,9cte_A,9cte,110,same_fold,0.8553,novel_seq,0.435,6,4.0,low
denovo_pdb,9d01_A,9d01,369,same_fold,0.5676,novel_seq,,2,1.0,orphan
denovo_pdb,9db8_A,9db8,107,redundant,0.9194,redundant_seq,0.581,409,127.9395,deep
denovo_pdb,9db9_A,9db9,107,redundant,0.9221,redundant_seq,0.581,409,127.9395,deep
denovo_pdb,9dba_A,9dba,107,redundant,0.9114,redundant_seq,0.581,409,127.9395,deep
denovo_pdb,9dbb_A,9dbb,107,redundant,0.9301,redundant_seq,0.581,409,127.9395,deep
denovo_pdb,9dbc_A,9dbc,109,redundant,0.907,redundant_seq,0.578,410,128.2607,deep
denovo_pdb,9dbd_A,9dbd,326,novel_fold,0.4817,novel_seq,0.592,414,139.2567,deep
denovo_pdb,9dbu_A,9dbu,106,same_fold,0.7307,novel_seq,,2,1.0,orphan
denovo_pdb,9dbv_A,9dbv,107,same_fold,0.7287,novel_seq,,2,1.0,orphan
denovo_pdb,9dbw_A,9dbw,107,same_fold,0.7167,novel_seq,,2,1.0,orphan
denovo_pdb,9dcx_A,9dcx,257,novel_fold,0.4747,novel_seq,,4,3.0,low
denovo_pdb,9dd2_A,9dd2,258,novel_fold,0.4798,novel_seq,,6,5.0,low
denovo_pdb,9de4_A,9de4,106,same_fold,0.7318,novel_seq,,2,1.0,orphan
denovo_pdb,9dea_A,9dea,79,same_fold,0.7297,novel_seq,,2,1.0,orphan
denovo_pdb,9ded_A,9ded,114,same_fold,0.7842,novel_seq,0.293,2,1.0,orphan
denovo_pdb,9dw2_A,9dw2,126,redundant,0.9034,novel_seq,0.455,6,3.0,low
denovo_pdb,9fw5_A,9fw5,197,novel_fold,0.4728,novel_seq,0.212,2,1.0,orphan
denovo_pdb,9fw7_A,9fw7,199,novel_fold,0.4591,novel_seq,0.237,2,1.0,orphan
denovo_pdb,9fwa_A,9fwa,202,novel_fold,0.4428,novel_seq,0.265,2,1.0,orphan
denovo_pdb,9gvf_A,9gvf,211,same_fold,0.5041,novel_seq,,8,2.0,low
denovo_pdb,9h10_A,9h10,208,novel_fold,0.4998,novel_seq,,3,1.0,orphan
denovo_pdb,9h3c_A,9h3c,212,same_fold,0.519,novel_seq,,4,2.0,low
denovo_pdb,9h4c_A,9h4c,106,same_fold,0.8734,novel_seq,,3,1.0,orphan
denovo_pdb,9hag_A,9hag,112,same_fold,0.7687,novel_seq,0.284,305,278.3333,deep
denovo_pdb,9hnh_A,9hnh,151,same_fold,0.7304,novel_seq,,2,1.0,orphan
denovo_pdb,9jl8_A,9jl8,166,redundant,0.9314,redundant_seq,0.613,13030,4653.38,deep
denovo_pdb,9jl9_A,9jl9,165,redundant,0.9652,redundant_seq,0.608,13253,4705.4448,deep
denovo_pdb,9jla_A,9jla,166,redundant,0.9645,redundant_seq,0.602,12952,4612.2713,deep
denovo_pdb,9jwo_A,9jwo,280,same_fold,0.8353,redundant_seq,0.309,9864,4480.5476,deep
denovo_pdb,9jwq_A,9jwq,286,same_fold,0.8411,redundant_seq,0.305,9640,4597.7641,deep
denovo_pdb,9jwt_A,9jwt,292,same_fold,0.8928,redundant_seq,0.304,9491,4572.76,deep
denovo_pdb,9kgz_A,9kgz,125,same_fold,0.6315,novel_seq,,2,1.0,orphan
denovo_pdb,9lm8_A,9lm8,381,novel_fold,0.411,novel_seq,,3,2.0,low
denovo_pdb,9lni_A,9lni,212,same_fold,0.5529,novel_seq,,2,1.0,orphan
denovo_pdb,9lns_A,9lns,64,redundant,0.9614,novel_seq,,2,1.0,orphan
denovo_pdb,9mrb_A,9mrb,141,same_fold,0.5952,novel_seq,0.261,2,1.0,orphan
denovo_pdb,9mxx_A,9mxx,149,same_fold,0.5488,novel_seq,0.338,5150,4503.0251,deep
denovo_pdb,9n0j_A,9n0j,126,redundant,0.9148,novel_seq,0.226,3,2.0,low
denovo_pdb,9qdp_A,9qdp,206,novel_fold,0.4956,novel_seq,0.427,2,1.0,orphan
denovo_pdb,9qrf_A,9qrf,202,redundant,0.9005,redundant_seq,0.495,11244,4702.5791,deep
denovo_pdb,9quc_A,9quc,171,same_fold,0.5144,novel_seq,0.344,21,11.9833,marginal
denovo_pdb,9qud_A,9qud,170,same_fold,0.5332,novel_seq,0.344,21,11.9833,marginal
denovo_pdb,9qui_A,9qui,170,same_fold,0.5206,novel_seq,0.344,21,11.9833,marginal
denovo_pdb,9qul_A,9qul,169,same_fold,0.5238,novel_seq,0.344,21,11.9833,marginal
denovo_pdb,9quo_A,9quo,170,same_fold,0.5353,novel_seq,0.344,21,11.9833,marginal
denovo_pdb,9r00_A,9r00,129,same_fold,0.7563,novel_seq,0.301,14,9.0,low
denovo_pdb,9r0z_A,9r0z,100,redundant,0.9123,redundant_seq,0.357,8,6.0,low
denovo_pdb,9r17_A,9r17,105,same_fold,0.8957,novel_seq,0.371,4,3.0,low
denovo_pdb,9r1j_A,9r1j,132,same_fold,0.882,novel_seq,,2,1.0,orphan
denovo_pdb,9r1k_A,9r1k,126,redundant,0.9101,novel_seq,,2,1.0,orphan
denovo_pdb,9r1l_A,9r1l,133,same_fold,0.8942,novel_seq,,2,1.0,orphan
denovo_pdb,9r1m_A,9r1m,129,same_fold,0.8871,novel_seq,,2,1.0,orphan
denovo_pdb,9r1n_A,9r1n,132,same_fold,0.7102,novel_seq,,2,1.0,orphan
denovo_pdb,9r2k_A,9r2k,177,novel_fold,0.4594,novel_seq,0.329,2,1.0,orphan
denovo_pdb,9r7f_A,9r7f,202,novel_fold,0.4404,novel_seq,0.355,2,1.0,orphan
denovo_pdb,9raa_A,9raa,208,novel_fold,0.4988,novel_seq,,3,1.0,orphan
denovo_pdb,9raq_A,9raq,208,same_fold,0.5265,novel_seq,,3,1.0,orphan
denovo_pdb,9rar_A,9rar,208,same_fold,0.5266,novel_seq,,3,1.0,orphan
denovo_pdb,9rb0_A,9rb0,208,novel_fold,0.4548,novel_seq,,3,1.0,orphan
denovo_pdb,9rbe_A,9rbe,208,same_fold,0.5091,novel_seq,,3,1.0,orphan
denovo_pdb,9szu_A,9szu,322,same_fold,0.5183,novel_seq,0.175,15,11.1667,marginal
denovo_pdb,9tas_A,9tas,126,redundant,0.9163,novel_seq,0.460,3,1.0,orphan
denovo_pdb,9tau_A,9tau,120,redundant,0.9249,novel_seq,0.466,6,3.0,low
denovo_pdb,9ugr_A,9ugr,181,same_fold,0.8485,novel_seq,0.201,2,1.0,orphan
denovo_pdb,9v3a_A,9v3a,120,same_fold,0.5591,novel_seq,,2,1.0,orphan
denovo_pdb,9v4l_A,9v4l,68,redundant,0.9119,novel_seq,,2,1.0,orphan
denovo_pdb,9vp8_A,9vp8,129,redundant,0.9811,redundant_seq,0.939,2361,1580.2666,deep
denovo_pdb,9vvn_A,9vvn,167,same_fold,0.8665,novel_seq,0.417,2,1.0,orphan
denovo_pdb,9x1w_A,9x1w,88,same_fold,0.8439,novel_seq,0.467,2,1.0,orphan
denovo_pdb,9x1x_A,9x1x,90,same_fold,0.8199,novel_seq,0.252,2,1.0,orphan
denovo_pdb,9xzo_A,9xzo,120,redundant,0.9322,redundant_seq,0.482,15974,4967.0,deep
denovo_pdb,3og3_A,3og3,242,same_fold,0.8927,redundant_seq,0.426,12689,4875.4167,deep
denovo_pdb,4ess_A,4ess,158,redundant,0.9399,redundant_seq,0.487,13572,4625.0994,deep
denovo_pdb,4gvw_A,4gvw,192,redundant,0.9559,redundant_seq,0.554,9780,4705.5204,deep
denovo_pdb,4z08_A,4z08,253,redundant,0.9316,redundant_seq,0.483,16832,4679.1839,deep
denovo_pdb,5d2t_A,5d2t,251,redundant,0.9319,redundant_seq,0.485,16801,4691.0106,deep
denovo_pdb,5d2v_A,5d2v,251,redundant,0.9315,redundant_seq,0.482,16771,4706.6816,deep
denovo_pdb,5d2w_A,5d2w,250,redundant,0.9354,redundant_seq,0.483,16874,4686.241,deep
denovo_pdb,5d2x_A,5d2x,250,redundant,0.937,redundant_seq,0.475,16719,4699.4576,deep
denovo_pdb,5d2y_A,5d2y,250,redundant,0.9337,redundant_seq,0.475,16601,4669.9401,deep
denovo_pdb,5d30_A,5d30,250,redundant,0.9373,redundant_seq,0.475,16774,4680.042,deep
denovo_pdb,5od1_A,5od1,94,same_fold,0.7746,novel_seq,0.465,1539,227.8041,deep
denovo_pdb,2af5_A,2af5,292,same_fold,0.5173,novel_seq,,229,83.2056,deep
denovo_pdb,3qa9_A,3qa9,142,redundant,0.9395,redundant_seq,0.477,12605,4631.3841,deep
denovo_pdb,4ndj_A,4ndj,280,same_fold,0.7294,novel_seq,0.238,5825,2615.4672,deep
denovo_pdb,3v1a_A,3v1a,48,redundant,0.9119,redundant_seq,0.479,1591,247.8389,deep
denovo_pdb,4pjr_A,4pjr,175,redundant,0.951,redundant_seq,0.539,21840,4419.0933,deep
denovo_pdb,4pjs_A,4pjs,175,redundant,0.9489,redundant_seq,0.514,18335,4399.4402,deep
casp_fm,T1027-D1,T1027,168,novel_fold,0.4047,novel_seq,,142,80.9098,deep
casp_fm,T1029-D1,T1029,125,same_fold,0.5796,redundant_seq,0.322,575,212.4491,deep
casp_fm,T1031-D1,T1031,95,same_fold,0.6243,novel_seq,0.305,1960,1299.2594,deep
casp_fm,T1033-D1,T1033,100,same_fold,0.5706,novel_seq,0.231,12,9.0,low
casp_fm,T1035-D1,T1035,102,same_fold,0.5022,novel_seq,0.369,119,89.0,deep
casp_fm,T1037-D1,T1037,404,novel_fold,0.3725,novel_seq,0.234,335,269.5238,deep
casp_fm,T1038-D1,T1038,114,novel_fold,0.4641,novel_seq,0.383,90,25.7821,marginal
casp_fm,T1038-D2,T1038,76,same_fold,0.7065,redundant_seq,0.387,925,150.1513,deep
casp_fm,T1039-D1,T1039,161,same_fold,0.611,novel_seq,0.321,20,16.0,marginal
casp_fm,T1040-D1,T1040,130,novel_fold,0.4816,novel_seq,0.269,58,43.4357,deep
casp_fm,T1041-D1,T1041,242,novel_fold,0.4417,novel_seq,,468,371.4504,deep
casp_fm,T1042-D1,T1042,276,novel_fold,0.4147,novel_seq,0.351,52,43.0,deep
casp_fm,T1043-D1,T1043,148,novel_fold,0.4444,novel_seq,0.245,6,3.0,low
casp_fm,T1049-D1,T1049,134,novel_fold,0.4825,novel_seq,0.352,294,146.1894,deep
casp_fm,T1104-D1,T1104,117,same_fold,0.5786,novel_seq,0.292,94,60.7833,deep
casp_fm,T1112-D1,8ork,460,same_fold,0.8672,redundant_seq,0.482,2538,2251.6595,deep
casp_fm,T1113-D1,7uyx,167,same_fold,0.5335,novel_seq,0.237,6,4.0,low
casp_fm,T1120-D1,T1120,118,redundant,0.9423,redundant_seq,0.909,119,68.0365,deep
casp_fm,T1120-D2,T1120,110,redundant,0.9057,redundant_seq,0.873,214,123.0646,deep
casp_fm,T1121-D1,T1121,196,same_fold,0.7975,novel_seq,0.362,447,296.9585,deep
casp_fm,T1122-D1,8bbt,230,novel_fold,0.468,novel_seq,0.467,3,1.0,orphan
casp_fm,T1123-D1,T1123,214,novel_fold,0.3849,novel_seq,0.353,9,4.0,low
casp_fm,T1125-D1,8h2n,134,novel_fold,0.4956,novel_seq,0.275,3,1.0,orphan
casp_fm,T1125-D2,8h2n,148,same_fold,0.653,novel_seq,,6,2.0,low
casp_fm,T1125-D4,8h2n,141,novel_fold,0.4534,novel_seq,0.253,3,1.0,orphan
casp_fm,T1125-D5,8h2n,150,novel_fold,0.4939,novel_seq,0.369,6,2.0,low
cameo_hard,8j4i_A,8j4i,190,novel_fold,,redundant_seq,0.732,6544,3189.5224,deep
cameo_hard,8raj_A,8raj,62,novel_fold,,redundant_seq,0.425,5,3.0,low
cameo_hard,8jvx_B,8jvx,39,same_fold,0.6204,redundant_seq,0.409,2,1.0,orphan
cameo_hard,8vej_B,8vej,242,same_fold,0.5081,novel_seq,,2,1.0,orphan
cameo_hard,8k7z_A,8k7z,172,same_fold,0.5706,novel_seq,,2,1.0,orphan
cameo_hard,8u1a_A,8u1a,324,same_fold,0.7181,novel_seq,,2,1.0,orphan
cameo_hard,8vd6_A,8vd6,174,same_fold,0.7264,novel_seq,0.188,2,1.0,orphan
cameo_hard,8wwc_C,8wwc,113,redundant,0.9924,novel_seq,,2,1.0,orphan
cameo_hard,9eqn_A,9eqn,72,same_fold,0.6369,redundant_seq,0.413,73,7.2061,low
cameo_hard,9isp_A,9isp,156,same_fold,0.8107,redundant_seq,0.493,508,226.9115,deep
cameo_hard,8s89_A,8s89,401,novel_fold,0.4575,novel_seq,,2,1.0,orphan
cameo_hard,8yl4_B,8yl4,207,novel_fold,0.4363,novel_seq,0.360,2,1.0,orphan
cameo_hard,9fdg_A,9fdg,179,novel_fold,,novel_seq,,123,44.1073,deep
cameo_hard,9dl1_D,9dl1,124,redundant,0.985,redundant_seq,0.702,13,6.0,low
cameo_hard,9k3e_C,9k3e,116,same_fold,0.7476,novel_seq,0.261,12,10.0,marginal
cameo_hard,8zaf_A,8zaf,353,redundant,0.9434,redundant_seq,0.382,304,177.7598,deep
cameo_hard,9hac_B,9hac,127,same_fold,0.7467,novel_seq,0.420,2,1.0,orphan
cameo_hard,9had_C,9had,108,redundant,0.9479,novel_seq,,2,1.0,orphan
cameo_hard,9j46_F,9j46,124,same_fold,0.5604,novel_seq,0.327,10,5.0,low
cameo_hard,8v4w_A,8v4w,207,novel_fold,0.4856,novel_seq,0.436,67,21.5487,marginal
cameo_hard,9bch_A,9bch,198,novel_fold,,novel_seq,0.436,13,5.0,low
cameo_hard,8xtn_A,8xtn,33,novel_fold,,redundant_seq,0.851,4,1.0,orphan
cameo_hard,9b7d_D,9b7d,192,same_fold,0.8525,redundant_seq,0.436,451,404.3333,deep
cameo_hard,9ded_A,9ded,114,same_fold,0.7842,novel_seq,0.293,2,1.0,orphan
cameo_hard,9def_A,9def,151,same_fold,0.5243,novel_seq,0.383,42,40.0,deep
cameo_hard,9deg_A,9deg,157,same_fold,0.5294,novel_seq,0.520,2,1.0,orphan
cameo_hard,9j5h_A,9j5h,35,novel_fold,,redundant_seq,0.535,2,1.0,orphan
cameo_hard,9mrb_A,9mrb,141,same_fold,0.5952,novel_seq,0.261,2,1.0,orphan
cameo_hard,8s3m_A,8s3m,345,novel_fold,0.4712,novel_seq,0.314,2132,1725.112,deep
cameo_hard,8yoz_A,8yoz,79,same_fold,0.7666,redundant_seq,0.430,12506,4753.0619,deep
cameo_hard,9f4c_A,9f4c,141,novel_fold,,redundant_seq,0.636,1626,652.6246,deep
cameo_hard,9de9_B,9de9,81,same_fold,0.7345,novel_seq,,2,1.0,orphan
cameo_hard,9deb_E,9deb,83,redundant,0.9029,novel_seq,,2,1.0,orphan
cameo_hard,9emy_B,9emy,379,redundant,0.9691,redundant_seq,0.502,1031,655.9989,deep
cameo_hard,9eum_A,9eum,176,novel_fold,,redundant_seq,0.494,7754,3783.6853,deep
