source,stem,n_residues,best_target_rep,best_target_split,best_alntmscore,best_qtmscore,best_train_target_rep,best_train_alntmscore,best_train_qtmscore,best_train_fident,tm_field,n_hits_tm_ge_fold,n_train_hits_tm_ge_fold,verdict,fold_tm,redundant_tm,foldseek_version,db_snapshot_tag
de novo (PDB),5j0i,79,A0A7Y2IJX9,train,0.9602,0.9477,A0A7Y2IJX9,0.9602,0.9477,0.136,qtmscore,300,296,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),5l0p,353,A0A1H6F7D2,train,0.3858,0.3713,A0A1H6F7D2,0.3858,0.3713,0.029,qtmscore,0,0,novel_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),5l33,108,G7W582,train,0.8924,0.8847,G7W582,0.8924,0.8847,0.115,qtmscore,179,173,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),5le4,326,A0A673HS80,train,0.7325,0.6456,A0A673HS80,0.7325,0.6456,0.15,qtmscore,170,165,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),5le9,324,A0A523JBF1,train,0.6782,0.6496,A0A523JBF1,0.6782,0.6496,0.135,qtmscore,177,172,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),5lea,327,A0A673NHC3,train,0.6829,0.6588,A0A673NHC3,0.6829,0.6588,0.142,qtmscore,185,181,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),5lw2,169,V6DHL0,train,0.9805,0.9743,V6DHL0,0.9805,0.9743,0.355,qtmscore,300,293,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),5od1,97,A0A1E4EKP2,train,0.7816,0.7746,A0A1E4EKP2,0.7816,0.7746,0.078,qtmscore,218,214,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),5oos,168,A0A812RCM6,train,0.9714,0.9655,A0A812RCM6,0.9714,0.9655,0.327,qtmscore,300,294,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),5oou,168,E0W183,train,0.9608,0.9552,E0W183,0.9608,0.9552,0.341,qtmscore,300,296,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),5op3,168,A0A839CU97,train,0.9868,0.9806,A0A839CU97,0.9868,0.9806,0.321,qtmscore,300,297,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),5orm,350,M4D0H3,train,0.886,0.8837,M4D0H3,0.886,0.8837,0.23,qtmscore,219,214,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),5trv,125,A0A255GNR0,train,0.9071,0.8722,A0A255GNR0,0.9071,0.8722,0.151,qtmscore,195,191,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),5vjs,196,A0A4R0MTF1,train,0.8925,0.8883,A0A4R0MTF1,0.8925,0.8883,0.042,qtmscore,208,198,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),5vjt,196,A0A4R0MTF1,train,0.8911,0.8869,A0A4R0MTF1,0.8911,0.8869,0.042,qtmscore,207,201,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),5vju,196,A0A4R0MTF1,train,0.8869,0.8827,A0A4R0MTF1,0.8869,0.8827,0.046,qtmscore,225,216,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),5vnv,120,A0A3Q2KQ74,train,0.9135,0.8991,A0A3Q2KQ74,0.9135,0.8991,0.448,qtmscore,288,283,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),5xg5,145,A0A367GRF4,train,0.9253,0.9192,A0A367GRF4,0.9253,0.9192,0.197,qtmscore,290,284,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),5ys7,320,A0A1Q3N480,train,0.6705,0.6222,A0A1Q3N480,0.6705,0.6222,0.043,qtmscore,47,47,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),6ais,249,A0A7Y3VYR6,train,0.6049,0.5633,A0A7Y3VYR6,0.6049,0.5633,0.045,qtmscore,9,9,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),6ds9,93,A0A372L745,train,0.891,0.8823,A0A372L745,0.891,0.8823,0.108,qtmscore,296,291,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),6ee5,379,W5KQ72,train,0.9666,0.9613,W5KQ72,0.9666,0.9613,0.411,qtmscore,76,74,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),6egc,156,A0A660VJ96,train,0.9001,0.8944,A0A660VJ96,0.9001,0.8944,0.086,qtmscore,250,244,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),6f0s,256,D5PCS6,train,0.9675,0.9637,D5PCS6,0.9675,0.9637,0.535,qtmscore,276,271,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),6ff6,249,A0A800EQE6,train,0.7535,0.6876,A0A800EQE6,0.7535,0.6876,0.06,qtmscore,69,68,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),6fpb,164,A0A6J4X017,train,0.9861,0.98,A0A6J4X017,0.9861,0.98,0.362,qtmscore,300,295,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),6g6m,325,G7YWP7,train,0.9638,0.9608,G7YWP7,0.9638,0.9608,0.286,qtmscore,223,218,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),6g6p,324,G7YWP7,train,0.9434,0.9406,G7YWP7,0.9434,0.9406,0.261,qtmscore,225,218,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),6i37,255,A0A815JBY7,train,0.9542,0.9506,A0A815JBY7,0.9542,0.9506,0.25,qtmscore,275,270,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),6i38,255,A0A815JBY7,train,0.9574,0.9537,A0A815JBY7,0.9574,0.9537,0.256,qtmscore,273,270,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),6i39,255,X8DB20,train,0.9464,0.9427,X8DB20,0.9464,0.9427,0.483,qtmscore,274,270,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),6i3a,255,X8DB20,train,0.9491,0.9231,X8DB20,0.9491,0.9231,0.487,qtmscore,278,274,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),6ics,247,A0A7Y3VYR6,train,0.6077,0.5655,A0A7Y3VYR6,0.6077,0.5655,0.04,qtmscore,11,11,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),6idc,251,A0A2J7VWJ4,train,0.565,0.5255,A0A2J7VWJ4,0.565,0.5255,0.026,qtmscore,3,3,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),6iei,250,A0A5N1JPC6,train,0.5957,0.5834,A0A5N1JPC6,0.5957,0.5834,0.007,qtmscore,8,8,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),6jcc,97,A0A2T7NRH8,train,0.7143,0.7035,A0A2T7NRH8,0.7143,0.7035,0.127,qtmscore,188,187,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),6mrr,68,A0A2X2YR30,train,0.8756,0.8412,A0A2X2YR30,0.8756,0.8412,0.092,qtmscore,256,254,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),6mrs,77,A0A7C3EB01,train,0.8043,0.7954,A0A7C3EB01,0.8043,0.7954,0.056,qtmscore,274,270,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),6n9h,80,A0A136MT56,train,0.9526,0.9406,A0A136MT56,0.9526,0.9406,0.213,qtmscore,300,293,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),6naf,80,A0A497PG80,train,0.95,0.9377,A0A497PG80,0.95,0.9377,0.097,qtmscore,300,291,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),6nek,93,A0A669E7Y3,train,0.7925,0.7847,A0A669E7Y3,0.7925,0.7847,0.062,qtmscore,291,286,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),6nla,56,A0A6N2UNY8,train,0.8116,0.7994,A0A6N2UNY8,0.8116,0.7994,0.183,qtmscore,193,186,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),6qb2,130,A0A0L8G7F8,train,0.881,0.8722,A0A0L8G7F8,0.881,0.8722,0.19,qtmscore,64,64,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),6qsd,256,A0A2V2RS89,train,0.9593,0.9556,A0A2V2RS89,0.9593,0.9556,0.334,qtmscore,287,284,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),6qse,256,A0A2V2RS89,train,0.9633,0.9596,A0A2V2RS89,0.9633,0.9596,0.333,qtmscore,280,274,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),6qsg,256,A0A2V2RS89,train,0.9625,0.9588,A0A2V2RS89,0.9625,0.9588,0.333,qtmscore,285,281,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),6qsh,256,D5PCS6,train,0.9762,0.9723,D5PCS6,0.9762,0.9723,0.535,qtmscore,273,268,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),6rej,256,A0A2V2RS89,train,0.9559,0.9523,A0A2V2RS89,0.9559,0.9523,0.336,qtmscore,285,281,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),6rek,256,A0A2V2RS89,train,0.9561,0.9524,A0A2V2RS89,0.9561,0.9524,0.333,qtmscore,281,276,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),6rem,256,A0A2V2RS89,train,0.9615,0.9578,A0A2V2RS89,0.9615,0.9578,0.334,qtmscore,277,273,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),6reo,256,D5PCS6,train,0.9726,0.9688,D5PCS6,0.9726,0.9688,0.531,qtmscore,276,273,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),6rlh,256,D5PCS6,train,0.9777,0.9739,D5PCS6,0.9777,0.9739,0.537,qtmscore,276,272,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),6rli,256,D5PCS6,train,0.9766,0.9728,D5PCS6,0.9766,0.9728,0.533,qtmscore,278,274,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),6sa6,397,D8R2D4,train,0.7118,0.7102,D8R2D4,0.7118,0.7102,0.078,qtmscore,73,68,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),6tjg,324,A0A2A5AJA0,train,0.9926,0.9895,A0A2A5AJA0,0.9926,0.9895,0.526,qtmscore,244,240,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),6veh,196,A0A7V3UJ15,train,0.9593,0.9542,A0A7V3UJ15,0.9593,0.9542,0.297,qtmscore,293,289,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),6w3w,107,G0PMP4,train,0.8436,0.8365,G0PMP4,0.8436,0.8365,0.095,qtmscore,184,177,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),6w90,131,K0S5Z3,train,0.7433,0.7384,K0S5Z3,0.7433,0.7384,0.091,qtmscore,123,120,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),6wvs,193,A0A7X1ZJM2,train,0.8131,0.8091,A0A7X1ZJM2,0.8131,0.8091,0.11,qtmscore,110,107,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),6x9z,124,A0A0B8Q2Q6,train,0.9262,0.897,A0A0B8Q2Q6,0.9262,0.897,0.098,qtmscore,190,184,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),6xi6,272,A0A850DDC7,train,0.5446,0.5285,A0A850DDC7,0.5446,0.5285,0.025,qtmscore,2,2,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),6xt4,271,A0A067H1B0,train,0.672,0.6321,A0A067H1B0,0.672,0.6321,0.082,qtmscore,142,139,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),6y7p,325,A0A7V1Z7L6,train,0.9787,0.9757,A0A7V1Z7L6,0.9787,0.9757,0.428,qtmscore,226,220,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),6ypi,97,A6CMB6,train,0.7419,0.7346,A6CMB6,0.7419,0.7346,0.082,qtmscore,190,186,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),6yqx,194,A0A6A6CAH2,train,0.8686,0.7981,A0A6A6CAH2,0.8686,0.7981,0.083,qtmscore,159,157,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),6yqy,194,A0A1R1Y8E3,train,0.889,0.8288,A0A1R1Y8E3,0.889,0.8288,0.098,qtmscore,135,131,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),6z2i,194,A0A0N7IE28,train,0.8741,0.8171,A0A0N7IE28,0.8741,0.8171,0.07,qtmscore,137,133,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),7a8s,199,A0A2G2ACD9,train,0.8591,0.7933,A0A2G2ACD9,0.8591,0.7933,0.109,qtmscore,128,126,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),7ah0,112,A0A7X7QYP3,train,0.9381,0.904,A0A7X7QYP3,0.9381,0.904,0.115,qtmscore,174,173,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),7awy,358,A0A2A5AJA0,train,0.9655,0.9382,A0A2A5AJA0,0.9655,0.9382,0.493,qtmscore,236,231,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),7awz,358,A0A2A5AJA0,train,0.9658,0.9387,A0A2A5AJA0,0.9658,0.9387,0.496,qtmscore,243,240,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),7ax0,358,A0A2A5AJA0,train,0.9733,0.9281,A0A2A5AJA0,0.9733,0.9281,0.5,qtmscore,236,231,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),7ax2,358,A0A2T1DDV6,train,0.9367,0.9224,A0A2T1DDV6,0.9367,0.9224,0.243,qtmscore,236,233,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),7bid,291,A0A2K1QFR0,train,0.9537,0.9505,A0A2K1QFR0,0.9537,0.9505,0.219,qtmscore,266,260,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),7dgu,106,A0A254NCD1,train,0.9168,0.9082,A0A254NCD1,0.9168,0.9082,0.132,qtmscore,284,279,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),7dgw,101,A0A843D6A6,train,0.8092,0.7946,A0A843D6A6,0.8092,0.7946,0.036,qtmscore,213,211,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),7dgy,104,A0A2M7B3S6,train,0.8269,0.8197,A0A2M7B3S6,0.8269,0.8197,0.045,qtmscore,166,160,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),7dmf,189,A0A7J7NZF5,train,0.7486,0.5973,A0A7J7NZF5,0.7486,0.5973,0.065,qtmscore,36,35,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),7f1h,201,A0A7W7PNS3,train,0.9936,0.9884,A0A7W7PNS3,0.9936,0.9884,0.604,qtmscore,89,88,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),7f1i,201,Q693B5,train,0.9892,0.9841,Q693B5,0.9892,0.9841,0.498,qtmscore,89,88,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),7f1j,201,Q693B5,train,0.9915,0.9863,Q693B5,0.9915,0.9863,0.673,qtmscore,67,66,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),7f1k,201,Q693B5,train,0.9835,0.9785,Q693B5,0.9835,0.9785,0.492,qtmscore,95,94,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),7f1l,201,Q693B5,train,0.9824,0.9724,Q693B5,0.9824,0.9724,0.658,qtmscore,70,69,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),7hiy,126,A0A419W752,train,0.9142,0.9075,A0A419W752,0.9142,0.9075,0.07,qtmscore,251,248,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),7hiz,126,A0A6C2U1Z4,train,0.9146,0.9079,A0A6C2U1Z4,0.9146,0.9079,0.095,qtmscore,271,267,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),7hj0,126,A0A419W752,train,0.9209,0.9141,A0A419W752,0.9209,0.9141,0.07,qtmscore,262,260,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),7hj1,126,A0A419W752,train,0.9134,0.9067,A0A419W752,0.9134,0.9067,0.064,qtmscore,251,247,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),7hj2,126,A0A419W752,train,0.9128,0.9061,A0A419W752,0.9128,0.9061,0.07,qtmscore,242,240,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),7hj3,126,A0A419W752,train,0.9081,0.9015,A0A419W752,0.9081,0.9015,0.07,qtmscore,264,261,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),7hj4,126,A0A419W752,train,0.9092,0.9026,A0A419W752,0.9092,0.9026,0.07,qtmscore,257,254,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),7hj5,126,A0A419W752,train,0.9071,0.9005,A0A419W752,0.9071,0.9005,0.07,qtmscore,262,259,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),7hj6,126,A0A6C2U1Z4,train,0.9148,0.9082,A0A6C2U1Z4,0.9148,0.9082,0.095,qtmscore,250,244,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),7hj7,126,A0A6C2U1Z4,train,0.9131,0.9064,A0A6C2U1Z4,0.9131,0.9064,0.095,qtmscore,249,246,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),7hj8,126,A0A419W752,train,0.916,0.9093,A0A419W752,0.916,0.9093,0.07,qtmscore,252,249,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),7hj9,126,A0A6C2U1Z4,train,0.9133,0.9066,A0A6C2U1Z4,0.9133,0.9066,0.095,qtmscore,256,253,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),7hja,126,A0A419W752,train,0.9129,0.9063,A0A419W752,0.9129,0.9063,0.07,qtmscore,247,244,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),7hjb,126,A0A419W752,train,0.9089,0.9023,A0A419W752,0.9089,0.9023,0.07,qtmscore,248,246,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),7hjc,126,A0A6C2U1Z4,train,0.9148,0.9081,A0A6C2U1Z4,0.9148,0.9081,0.095,qtmscore,235,233,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),7hjd,126,A0A6C2U1Z4,train,0.9144,0.9077,A0A6C2U1Z4,0.9144,0.9077,0.095,qtmscore,255,251,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),7hje,126,A0A6C2U1Z4,train,0.9107,0.904,A0A6C2U1Z4,0.9107,0.904,0.095,qtmscore,250,247,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),7hjf,126,A0A419W752,train,0.9078,0.9012,A0A419W752,0.9078,0.9012,0.07,qtmscore,261,258,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),7hjg,126,A0A6C2U1Z4,train,0.9118,0.9052,A0A6C2U1Z4,0.9118,0.9052,0.095,qtmscore,248,246,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),7hjh,126,A0A6C2U1Z4,train,0.9115,0.9049,A0A6C2U1Z4,0.9115,0.9049,0.095,qtmscore,263,258,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),7hji,126,A0A419W752,train,0.9133,0.9066,A0A419W752,0.9133,0.9066,0.064,qtmscore,238,234,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),7hjj,126,A0A419W752,train,0.9052,0.8986,A0A419W752,0.9052,0.8986,0.063,qtmscore,241,237,same_fold,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),7hjk,126,A0A6C2U1Z4,train,0.9116,0.9049,A0A6C2U1Z4,0.9116,0.9049,0.095,qtmscore,258,254,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),7hjl,126,A0A419W752,train,0.9085,0.9018,A0A419W752,0.9085,0.9018,0.064,qtmscore,240,235,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),7hjm,126,A0A419W752,train,0.9122,0.9056,A0A419W752,0.9122,0.9056,0.07,qtmscore,260,257,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),7hjn,126,A0A6C2U1Z4,train,0.91,0.9034,A0A6C2U1Z4,0.91,0.9034,0.095,qtmscore,268,264,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
de novo (PDB),7hjo,126,A0A6C2U1Z4,train,0.9169,0.9102,A0A6C2U1Z4,0.9169,0.9102,0.095,qtmscore,266,262,redundant,0.5,0.9,718d42176d2f67d36a60866fedfb881f8d5a7ebf,afdb-24M-full-reps-1331330
