source,stem,pdb_id,query_len,best_hit,best_fident,best_split,best_train_hit,best_train_fident,best_train_qcov,verdict
denovo_pdb,8bl3_A,8bl3,141,A0A7S6M8U7,0.240,train,A0A7S6M8U7,0.240,0.787,novel_seq
denovo_pdb,8bl5_A,8bl5,117,A0A653BBH3,0.584,train,A0A653BBH3,0.584,0.496,novel_seq
denovo_pdb,8bl6_A,8bl6,139,A0A7S6M8U7,0.226,train,A0A7S6M8U7,0.226,0.791,novel_seq
denovo_pdb,8bl9_A,8bl9,116,A0A653BBH3,0.584,train,A0A653BBH3,0.584,0.500,redundant_seq
denovo_pdb,8bu0_A,8bu0,136,A0A1F5VQI9,0.466,train,A0A1F5VQI9,0.466,0.971,redundant_seq
denovo_pdb,8ch0_A,8ch0,136,A0A1F5VQI9,0.466,train,A0A1F5VQI9,0.466,0.971,redundant_seq
denovo_pdb,8chy_A,8chy,272,A0A1F5VQI9,0.435,train,A0A1F5VQI9,0.435,0.978,redundant_seq
denovo_pdb,8cig_A,8cig,136,A0A1F5VQI9,0.466,train,A0A1F5VQI9,0.466,0.971,redundant_seq
denovo_pdb,8ckr_A,8ckr,136,A0A1F5VQI9,0.466,train,A0A1F5VQI9,0.466,0.971,redundant_seq
denovo_pdb,8cmq_A,8cmq,136,A0A1F5VQI9,0.466,train,A0A1F5VQI9,0.466,0.971,redundant_seq
denovo_pdb,8cqq_A,8cqq,272,A0A1F5VQI9,0.435,train,A0A1F5VQI9,0.435,0.978,redundant_seq
denovo_pdb,8cux_B,8cux,119,A0A524AG75,0.575,val,I8U2T6,0.457,1.000,redundant_seq
denovo_pdb,8d03_A,8d03,65,Q4SEG6,0.445,train,Q4SEG6,0.445,0.492,novel_seq
denovo_pdb,8d05_A,8d05,60,A0A0B7IRB7,0.329,train,A0A0B7IRB7,0.329,0.833,redundant_seq
denovo_pdb,8d9o_A,8d9o,194,,,,,,,novel_seq
denovo_pdb,8d9p_A,8d9p,195,,,,,,,novel_seq
denovo_pdb,8eov_A,8eov,139,A0A4Z1HBH7,0.584,train,A0A4Z1HBH7,0.584,0.187,novel_seq
denovo_pdb,8eoz_B,8eoz,227,A0A7J2LSL5,0.322,train,A0A7J2LSL5,0.322,0.260,novel_seq
denovo_pdb,8etq_A,8etq,277,,,,,,,novel_seq
denovo_pdb,8fjf_A,8fjf,127,A0A260U1K1,0.406,train,A0A260U1K1,0.406,0.283,novel_seq
denovo_pdb,8fjg_A,8fjg,104,A0A2G6MQ66,0.272,train,A0A2G6MQ66,0.272,0.683,novel_seq
denovo_pdb,8g9j_A,8g9j,201,,,,,,,novel_seq
denovo_pdb,8gl3_A,8gl3,189,A0A3N4KAR3,0.310,train,A0A3N4KAR3,0.310,0.402,novel_seq
denovo_pdb,8j1w_A,8j1w,175,A0A6M3WDC0,0.506,train,A0A6M3WDC0,0.506,0.800,redundant_seq
denovo_pdb,8j1x_A,8j1x,174,A0A6M3WDC0,0.510,train,A0A6M3WDC0,0.510,0.805,redundant_seq
denovo_pdb,8j98_A,8j98,184,A0A6M3WDC0,0.510,train,A0A6M3WDC0,0.510,0.761,redundant_seq
denovo_pdb,8ju8_A,8ju8,139,A0A6H0XVT3,0.281,train,A0A6H0XVT3,0.281,0.568,novel_seq
denovo_pdb,8k7o_A,8k7o,233,A0A662DBF9,0.228,train,A0A662DBF9,0.228,0.506,novel_seq
cameo_hard,8k7z_A,8k7z,172,,,,,,,novel_seq
denovo_pdb,8k8f_A,8k8f,179,A0A852ZSU3,0.373,train,A0A852ZSU3,0.373,0.263,novel_seq
denovo_pdb,8k8g_A,8k8g,209,,,,,,,novel_seq
denovo_pdb,8k8i_A,8k8i,211,,,,,,,novel_seq
denovo_pdb,8ka7_A,8ka7,115,,,,,,,novel_seq
denovo_pdb,8kac_A,8kac,121,,,,,,,novel_seq
denovo_pdb,8kc0_A,8kc0,115,W1KPG3,0.337,train,W1KPG3,0.337,0.435,novel_seq
denovo_pdb,8kc1_A,8kc1,83,A0A3D3UR73,0.455,train,A0A3D3UR73,0.455,0.386,novel_seq
denovo_pdb,8kc4_A,8kc4,151,,,,,,,novel_seq
denovo_pdb,8kc8_A,8kc8,227,A0A1Y4GHK8,0.264,train,A0A1Y4GHK8,0.264,0.392,novel_seq
denovo_pdb,8kcj_A,8kcj,179,A0A852ZSU3,0.373,train,A0A852ZSU3,0.373,0.263,novel_seq
denovo_pdb,8kck_A,8kck,206,,,,,,,novel_seq
denovo_pdb,8kdq_A,8kdq,233,A0A662DBF9,0.228,train,A0A662DBF9,0.228,0.506,novel_seq
denovo_pdb,8oys_A,8oys,190,,,,,,,novel_seq
denovo_pdb,8oyw_A,8oyw,178,A0A7J6J001,0.432,train,A0A7J6J001,0.432,0.219,novel_seq
denovo_pdb,8p4y_A,8p4y,192,A0A1F3BKP6,0.357,train,A0A1F3BKP6,0.357,0.260,novel_seq
denovo_pdb,8pf0_A,8pf0,153,A0A820MT60,0.807,train,A0A820MT60,0.807,1.000,redundant_seq
denovo_pdb,8q52_A,8q52,320,A0A6I4KRV9,0.542,train,A0A6I4KRV9,0.542,0.863,redundant_seq
denovo_pdb,8qad_A,8qad,145,,,,,,,novel_seq
denovo_pdb,8qaf_A,8qaf,59,,,,,,,novel_seq
denovo_pdb,8qkd_A,8qkd,281,,,,,,,novel_seq
denovo_pdb,8qup_A,8qup,114,A0A2K5TUW1,0.352,train,A0A2K5TUW1,0.352,0.982,redundant_seq
denovo_pdb,8qzn_A,8qzn,346,A0A3R7MHF1,0.463,train,A0A3R7MHF1,0.463,0.460,novel_seq
denovo_pdb,8r8o_A,8r8o,262,A0A1R3XL78,0.375,train,A0A1R3XL78,0.375,0.172,novel_seq
denovo_pdb,8sjf_A,8sjf,107,G5S4P3,0.581,train,G5S4P3,0.581,0.589,redundant_seq
denovo_pdb,8tnm_A,8tnm,136,,,,,,,novel_seq
denovo_pdb,8vc8_A,8vc8,197,A0A6J4R7H9,0.286,train,A0A6J4R7H9,0.286,0.386,novel_seq
denovo_pdb,8vei_A,8vei,117,A0A356MKW9,0.358,val,,,,novel_seq
denovo_pdb,8vez_A,8vez,115,A0A497AF59,0.305,train,A0A497AF59,0.305,0.557,redundant_seq
denovo_pdb,8w97_A,8w97,135,A0A1Q6QE15,0.221,train,A0A1Q6QE15,0.221,0.733,novel_seq
denovo_pdb,8xyr_A,8xyr,165,A0A183UEA8,0.592,train,A0A183UEA8,0.592,0.945,redundant_seq
denovo_pdb,8xyu_A,8xyu,169,A0A183UEA8,0.601,train,A0A183UEA8,0.601,0.923,redundant_seq
denovo_pdb,8xyw_A,8xyw,105,A0A6H2BIV7,0.536,train,A0A6H2BIV7,0.536,0.990,redundant_seq
denovo_pdb,8y33_A,8y33,184,A0A6M3WDC0,0.510,train,A0A6M3WDC0,0.510,0.761,redundant_seq
denovo_pdb,9bk7_A,9bk7,102,,,,,,,novel_seq
denovo_pdb,9cte_A,9cte,110,A0A7C2QLN0,0.435,train,A0A7C2QLN0,0.435,0.318,novel_seq
denovo_pdb,9d01_A,9d01,369,,,,,,,novel_seq
denovo_pdb,9db8_A,9db8,107,G5S4P3,0.581,train,G5S4P3,0.581,0.589,redundant_seq
denovo_pdb,9db9_A,9db9,107,G5S4P3,0.581,train,G5S4P3,0.581,0.589,redundant_seq
denovo_pdb,9dba_A,9dba,107,G5S4P3,0.581,train,G5S4P3,0.581,0.589,redundant_seq
denovo_pdb,9dbb_A,9dbb,107,G5S4P3,0.581,train,G5S4P3,0.581,0.589,redundant_seq
denovo_pdb,9dbc_A,9dbc,109,G5S4P3,0.578,train,G5S4P3,0.578,0.578,redundant_seq
denovo_pdb,9dbd_A,9dbd,326,G5S4P3,0.592,train,G5S4P3,0.592,0.193,novel_seq
denovo_pdb,9dbu_A,9dbu,106,,,,,,,novel_seq
denovo_pdb,9dbv_A,9dbv,107,,,,,,,novel_seq
denovo_pdb,9dbw_A,9dbw,107,,,,,,,novel_seq
denovo_pdb,9dcx_A,9dcx,257,,,,,,,novel_seq
denovo_pdb,9dd2_A,9dd2,258,,,,,,,novel_seq
denovo_pdb,9de4_A,9de4,106,,,,,,,novel_seq
denovo_pdb,9dea_A,9dea,79,,,,,,,novel_seq
cameo_hard,9ded_A,9ded,114,A0A7C6IVL8,0.293,train,A0A7C6IVL8,0.293,0.623,novel_seq
denovo_pdb,9dw2_A,9dw2,126,A0A7S0FQK9,0.455,train,A0A7S0FQK9,0.455,0.262,novel_seq
denovo_pdb,9fw5_A,9fw5,197,A0A7V4GGH5,0.212,train,A0A7V4GGH5,0.212,0.619,novel_seq
denovo_pdb,9fw7_A,9fw7,199,A0A061BKR8,0.237,train,A0A061BKR8,0.237,0.558,novel_seq
denovo_pdb,9fwa_A,9fwa,202,A0A1E4SWJ7,0.265,train,A0A1E4SWJ7,0.265,0.446,novel_seq
denovo_pdb,9gvf_A,9gvf,211,,,,,,,novel_seq
denovo_pdb,9h10_A,9h10,208,,,,,,,novel_seq
denovo_pdb,9h3c_A,9h3c,212,,,,,,,novel_seq
denovo_pdb,9h4c_A,9h4c,106,,,,,,,novel_seq
denovo_pdb,9hag_A,9hag,112,A0A6H1ZP88,0.284,train,A0A6H1ZP88,0.284,0.652,novel_seq
denovo_pdb,9hnh_A,9hnh,151,,,,,,,novel_seq
denovo_pdb,9jl8_A,9jl8,166,A0A183UEA8,0.613,train,A0A183UEA8,0.613,0.946,redundant_seq
denovo_pdb,9jl9_A,9jl9,165,A0A5A7PBS7,0.608,train,A0A5A7PBS7,0.608,0.945,redundant_seq
denovo_pdb,9jla_A,9jla,166,A0A212EU54,0.602,train,A0A212EU54,0.602,0.952,redundant_seq
denovo_pdb,9jwo_A,9jwo,280,A0A499VIN4,0.309,train,A0A499VIN4,0.309,0.993,redundant_seq
denovo_pdb,9jwq_A,9jwq,286,A0A499VIN4,0.305,train,A0A499VIN4,0.305,0.979,redundant_seq
denovo_pdb,9jwt_A,9jwt,292,A0A499VIN4,0.304,train,A0A499VIN4,0.304,0.962,redundant_seq
denovo_pdb,9kgz_A,9kgz,125,,,,,,,novel_seq
denovo_pdb,9lm8_A,9lm8,381,,,,,,,novel_seq
denovo_pdb,9lni_A,9lni,212,,,,,,,novel_seq
denovo_pdb,9lns_A,9lns,64,,,,,,,novel_seq
cameo_hard,9mrb_A,9mrb,141,A0A518BBU6,0.261,train,A0A518BBU6,0.261,0.660,novel_seq
denovo_pdb,9mxx_A,9mxx,149,A0A7Z9DJ31,0.338,train,A0A7Z9DJ31,0.338,0.403,novel_seq
denovo_pdb,9n0j_A,9n0j,126,A0A257UE34,0.226,train,A0A257UE34,0.226,0.817,novel_seq
denovo_pdb,9qdp_A,9qdp,206,A0A0D2MPT9,0.427,train,A0A0D2MPT9,0.427,0.189,novel_seq
denovo_pdb,9qrf_A,9qrf,202,A0A6P0XV09,0.495,train,A0A6P0XV09,0.495,0.752,redundant_seq
denovo_pdb,9quc_A,9quc,171,A0A182EGN7,0.344,train,A0A182EGN7,0.344,0.310,novel_seq
denovo_pdb,9qud_A,9qud,170,A0A182EGN7,0.344,train,A0A182EGN7,0.344,0.312,novel_seq
denovo_pdb,9qui_A,9qui,170,A0A182EGN7,0.344,train,A0A182EGN7,0.344,0.312,novel_seq
denovo_pdb,9qul_A,9qul,169,A0A182EGN7,0.344,train,A0A182EGN7,0.344,0.314,novel_seq
denovo_pdb,9quo_A,9quo,170,A0A182EGN7,0.344,train,A0A182EGN7,0.344,0.312,novel_seq
denovo_pdb,9r00_A,9r00,129,A0A521J0H4,0.428,test,A0A537K342,0.301,0.488,novel_seq
denovo_pdb,9r0z_A,9r0z,100,A3DH26,0.357,train,A3DH26,0.357,0.500,redundant_seq
denovo_pdb,9r17_A,9r17,105,A3DH26,0.371,train,A3DH26,0.371,0.457,novel_seq
denovo_pdb,9r1j_A,9r1j,132,,,,,,,novel_seq
denovo_pdb,9r1k_A,9r1k,126,,,,,,,novel_seq
denovo_pdb,9r1l_A,9r1l,133,,,,,,,novel_seq
denovo_pdb,9r1m_A,9r1m,129,,,,,,,novel_seq
denovo_pdb,9r1n_A,9r1n,132,,,,,,,novel_seq
denovo_pdb,9r2k_A,9r2k,177,A0A2H1YI49,0.329,train,A0A2H1YI49,0.329,0.305,novel_seq
denovo_pdb,9r7f_A,9r7f,202,A0A3E4R8P5,0.355,train,A0A3E4R8P5,0.355,0.248,novel_seq
denovo_pdb,9raa_A,9raa,208,,,,,,,novel_seq
denovo_pdb,9raq_A,9raq,208,,,,,,,novel_seq
denovo_pdb,9rar_A,9rar,208,,,,,,,novel_seq
denovo_pdb,9rb0_A,9rb0,208,,,,,,,novel_seq
denovo_pdb,9rbe_A,9rbe,208,,,,,,,novel_seq
denovo_pdb,9szu_A,9szu,322,A0A2K9NIU4,0.175,train,A0A2K9NIU4,0.175,0.575,novel_seq
denovo_pdb,9tas_A,9tas,126,A0A7S0FQK9,0.460,train,A0A7S0FQK9,0.460,0.262,novel_seq
denovo_pdb,9tau_A,9tau,120,A0A7S0FQK9,0.466,train,A0A7S0FQK9,0.466,0.275,novel_seq
denovo_pdb,9ugr_A,9ugr,181,A0DSL1,0.201,train,A0DSL1,0.201,0.713,novel_seq
denovo_pdb,9v3a_A,9v3a,120,,,,,,,novel_seq
denovo_pdb,9v4l_A,9v4l,68,,,,,,,novel_seq
denovo_pdb,9vp8_A,9vp8,129,A0A142BMW0,0.939,train,A0A142BMW0,0.939,1.000,redundant_seq
denovo_pdb,9vvn_A,9vvn,167,U1PLS3,0.417,train,U1PLS3,0.417,0.251,novel_seq
denovo_pdb,9x1w_A,9x1w,88,A0A6I9XBM4,0.467,train,A0A6I9XBM4,0.467,0.352,novel_seq
denovo_pdb,9x1x_A,9x1x,90,A0A7Z9LRI0,0.252,train,A0A7Z9LRI0,0.252,0.889,novel_seq
denovo_pdb,9xzo_A,9xzo,120,A0A7C0VBT6,0.482,train,A0A7C0VBT6,0.482,0.967,redundant_seq
denovo_pdb,3og3_A,3og3,242,C4LI94,0.426,train,C4LI94,0.426,0.752,redundant_seq
denovo_pdb,4ess_A,4ess,158,A0A3N1VIN4,0.487,train,A0A3N1VIN4,0.487,0.785,redundant_seq
denovo_pdb,4gvw_A,4gvw,192,A0A2T5GB58,0.554,train,A0A2T5GB58,0.554,0.818,redundant_seq
denovo_pdb,4z08_A,4z08,253,C4LI94,0.483,train,C4LI94,0.483,0.980,redundant_seq
denovo_pdb,5d2t_A,5d2t,251,C4LI94,0.485,train,C4LI94,0.485,0.984,redundant_seq
denovo_pdb,5d2v_A,5d2v,251,C4LI94,0.482,train,C4LI94,0.482,0.988,redundant_seq
denovo_pdb,5d2w_A,5d2w,250,C4LI94,0.483,train,C4LI94,0.483,0.992,redundant_seq
denovo_pdb,5d2x_A,5d2x,250,C4LI94,0.475,train,C4LI94,0.475,0.996,redundant_seq
denovo_pdb,5d2y_A,5d2y,250,C4LI94,0.475,train,C4LI94,0.475,0.992,redundant_seq
denovo_pdb,5d30_A,5d30,250,C4LI94,0.475,train,C4LI94,0.475,0.992,redundant_seq
denovo_pdb,5od1_A,5od1,94,A0A7R9HUT7,0.465,train,A0A7R9HUT7,0.465,0.447,novel_seq
denovo_pdb,2af5_A,2af5,292,,,,,,,novel_seq
denovo_pdb,3qa9_A,3qa9,142,A0A2H5Y6U2,0.477,train,A0A2H5Y6U2,0.477,0.958,redundant_seq
denovo_pdb,4ndj_A,4ndj,280,A7RGQ5,0.238,train,A7RGQ5,0.238,0.629,novel_seq
denovo_pdb,3v1a_A,3v1a,48,A0A7R9HUT7,0.479,train,A0A7R9HUT7,0.479,0.938,redundant_seq
denovo_pdb,4pjr_A,4pjr,175,A0A2G9HI49,0.539,train,A0A2G9HI49,0.539,0.954,redundant_seq
denovo_pdb,4pjs_A,4pjs,175,A0A2G9HI49,0.514,train,A0A2G9HI49,0.514,0.954,redundant_seq
casp_fm,T1027-D1,T1027,168,,,,,,,novel_seq
casp_fm,T1029-D1,T1029,125,Q05WS6,0.322,train,Q05WS6,0.322,0.912,redundant_seq
casp_fm,T1031-D1,T1031,95,T1FHG2,0.305,train,T1FHG2,0.305,0.495,novel_seq
casp_fm,T1033-D1,T1033,100,D4RXR9,0.231,train,D4RXR9,0.231,0.860,novel_seq
casp_fm,T1035-D1,T1035,102,A0A369ZD69,0.369,train,A0A369ZD69,0.369,0.480,novel_seq
casp_fm,T1037-D1,T1037,404,A0A2T6FFV3,0.234,train,A0A2T6FFV3,0.234,0.230,novel_seq
casp_fm,T1038-D1,T1038,114,A0A7C3N677,0.383,train,A0A7C3N677,0.383,0.430,novel_seq
casp_fm,T1038-D2,T1038,76,A0A815D9D1,0.387,train,A0A815D9D1,0.387,0.513,redundant_seq
casp_fm,T1039-D1,T1039,161,A0A2V9ZSH9,0.321,train,A0A2V9ZSH9,0.321,0.348,novel_seq
casp_fm,T1040-D1,T1040,130,A0A4R9L378,0.269,train,A0A4R9L378,0.269,0.631,novel_seq
casp_fm,T1041-D1,T1041,242,,,,,,,novel_seq
casp_fm,T1042-D1,T1042,276,A0A0V0QFN2,0.351,train,A0A0V0QFN2,0.351,0.188,novel_seq
casp_fm,T1043-D1,T1043,148,A0A1Y1VTW9,0.245,train,A0A1Y1VTW9,0.245,0.514,novel_seq
casp_fm,T1049-D1,T1049,134,A0A509E5X0,0.352,train,A0A509E5X0,0.352,0.381,novel_seq
casp_fm,T1104-D1,T1104,117,A0A849WNQ6,0.292,train,A0A849WNQ6,0.292,0.530,novel_seq
casp_fm,T1112-D1,8ork,460,A0A842MGA8,0.482,train,A0A842MGA8,0.482,0.748,redundant_seq
casp_fm,T1113-D1,7uyx,167,A0A098C3Q4,0.237,train,A0A098C3Q4,0.237,0.677,novel_seq
casp_fm,T1120-D1,T1120,118,A0A6G7H5L6,0.909,train,A0A6G7H5L6,0.909,1.000,redundant_seq
casp_fm,T1120-D2,T1120,110,A0A6G7H5L6,0.873,train,A0A6G7H5L6,0.873,1.000,redundant_seq
casp_fm,T1121-D1,T1121,196,A0A1T2L597,0.362,train,A0A1T2L597,0.362,0.474,novel_seq
casp_fm,T1122-D1,8bbt,230,A0A520PQU7,0.467,train,A0A520PQU7,0.467,0.143,novel_seq
casp_fm,T1123-D1,T1123,214,A0A1V5U2B2,0.353,train,A0A1V5U2B2,0.353,0.252,novel_seq
casp_fm,T1125-D1,8h2n,134,A0A2T7NKU5,0.275,train,A0A2T7NKU5,0.275,0.552,novel_seq
casp_fm,T1125-D2,8h2n,148,,,,,,,novel_seq
casp_fm,T1125-D4,8h2n,141,W4EC86,0.253,train,W4EC86,0.253,0.638,novel_seq
casp_fm,T1125-D5,8h2n,150,A0A6I7PGH5,0.369,train,A0A6I7PGH5,0.369,0.313,novel_seq
cameo_hard,8j4i_A,8j4i,190,A0A6V7HD68,0.732,train,A0A6V7HD68,0.732,0.942,redundant_seq
cameo_hard,8raj_A,8raj,62,A0A226ESF3,0.425,train,A0A226ESF3,0.425,0.548,redundant_seq
cameo_hard,8jvx_B,8jvx,39,A0A7V0JM26,0.409,train,A0A7V0JM26,0.409,0.846,redundant_seq
cameo_hard,8vej_B,8vej,242,,,,,,,novel_seq
cameo_hard,8u1a_A,8u1a,324,,,,,,,novel_seq
cameo_hard,8vd6_A,8vd6,174,A0A662FL26,0.188,train,A0A662FL26,0.188,0.960,novel_seq
cameo_hard,8wwc_C,8wwc,113,,,,,,,novel_seq
cameo_hard,9eqn_A,9eqn,72,A0A7C4VLW5,0.413,train,A0A7C4VLW5,0.413,0.514,redundant_seq
cameo_hard,9isp_A,9isp,156,A0A2D3NAC2,0.493,train,A0A2D3NAC2,0.493,0.910,redundant_seq
cameo_hard,8s89_A,8s89,401,,,,,,,novel_seq
cameo_hard,8yl4_B,8yl4,207,A0A6A5AL75,0.360,train,A0A6A5AL75,0.360,0.232,novel_seq
cameo_hard,9fdg_A,9fdg,179,,,,,,,novel_seq
cameo_hard,9dl1_D,9dl1,124,B3PLU9,0.702,train,B3PLU9,0.702,0.516,redundant_seq
cameo_hard,9k3e_C,9k3e,116,A0A077ZEJ7,0.261,train,A0A077ZEJ7,0.261,0.776,novel_seq
cameo_hard,8zaf_A,8zaf,353,A0A6A6F8F9,0.382,train,A0A6A6F8F9,0.382,0.989,redundant_seq
cameo_hard,9hac_B,9hac,127,A0A382U6U0,0.420,train,A0A382U6U0,0.420,0.323,novel_seq
cameo_hard,9had_C,9had,108,,,,,,,novel_seq
cameo_hard,9j46_F,9j46,124,A0A1Y1VIH0,0.327,train,A0A1Y1VIH0,0.327,0.460,novel_seq
cameo_hard,8v4w_A,8v4w,207,A0A6A0HX29,0.436,train,A0A6A0HX29,0.436,0.184,novel_seq
cameo_hard,9bch_A,9bch,198,A0A397VKK0,0.436,train,A0A397VKK0,0.436,0.192,novel_seq
cameo_hard,8xtn_A,8xtn,33,A0A2K5P9M0,0.851,train,A0A2K5P9M0,0.851,0.970,redundant_seq
cameo_hard,9b7d_D,9b7d,192,A0A348TS82,0.436,train,A0A348TS82,0.436,0.990,redundant_seq
cameo_hard,9def_A,9def,151,A0A1H6FLU1,0.383,train,A0A1H6FLU1,0.383,0.258,novel_seq
cameo_hard,9deg_A,9deg,157,A0A7X7G2Q4,0.520,train,A0A7X7G2Q4,0.520,0.204,novel_seq
cameo_hard,9j5h_A,9j5h,35,A0A7S2L6R1,0.535,train,A0A7S2L6R1,0.535,0.714,redundant_seq
cameo_hard,8s3m_A,8s3m,345,A0A7C1EUS9,0.314,train,A0A7C1EUS9,0.314,0.386,novel_seq
cameo_hard,8yoz_A,8yoz,79,A0A7X9BFR5,0.430,train,A0A7X9BFR5,0.430,0.962,redundant_seq
cameo_hard,9f4c_A,9f4c,141,A0A4W5LIB6,0.636,train,A0A4W5LIB6,0.636,0.915,redundant_seq
cameo_hard,9de9_B,9de9,81,,,,,,,novel_seq
cameo_hard,9deb_E,9deb,83,,,,,,,novel_seq
cameo_hard,9emy_B,9emy,379,A0A0L7KK37,0.502,train,A0A0L7KK37,0.502,0.997,redundant_seq
cameo_hard,9eum_A,9eum,176,A0A7Z1S916,0.494,train,A0A7Z1S916,0.494,0.807,redundant_seq
