source,entry_id,excluded,nearest_reference,identity,shorter_coverage,evalue
esmfold2,a540a42f85b0f4921a6f5fb70aa75a70,False,,,,
esmfold2,b4e5dab584dacd557a218bbeb33eee07,False,,,,
esmfold2,bc9aa95f05f01cc39fbaeaa2240f3ea2,False,,,,
esmfold2,bd81e48fb09459b1706fb3f98f70b37d,False,,,,
esmfold2,be1445fdf5fd13eeffbfb042e1688d1c,False,,,,
esmfold2,d24e2089885b60f1753d52ac2ab94937,False,,,,
esmfold2,dc22e1555d5a9001df64bb1937e4c364,False,,,,
esmfold2,e77758d77696f1f7d89138f9fac9dbcb,False,,,,
esmfold2,f0ae22864ea42c513ec981b2dfc6fb5a,False,,,,
esmfold2,f6cbc9945884ed0c92c03756483e5808,False,,,,
esmfold2,4b69fd232a3f2923e5cbe421eede4944,False,,,,
esmfold2,4b7dce9fd393955ad8f44d51411c795d,True,eval00156,0.408,0.87,3.301E-07
esmfold2,72fae00d6fd9c61d6f36e78c6162c382,False,,,,
esmfold2,895d348d4701a45845a594456bea1a42,False,,,,
esmfold2,8aef1b7b93d320a6ab93ceacf16b7b7d,False,,,,
esmfold2,9216698488b3f63aecb7c677ff0363e4,False,,,,
esmfold2,a844386294691c7b366b0a0e0bee43bb,False,,,,
esmfold2,e35668738c6250684131ca9f35fd99a5,False,,,,
esmfold2,1cf62470b17ff21816bb9bf310a4f33f,False,,,,
esmfold2,23d876cfeabd4aa5f046b8481b513114,False,,,,
esmfold2,3d3c5a5db256f403e086eca97ded350e,False,,,,
esmfold2,413de3b49ddd93e21acf4b0522392224,False,,,,
esmfold2,474af44a18ae4f5e08f32c0b1df96698,False,,,,
esmfold2,4b386fbd971025d310f4506a4655e072,False,,,,
esmfold2,4d2e16598be15548a79654914688a82d,False,,,,
esmfold2,5738e571f1d7ab43006f628ef4b06308,False,,,,
esmfold2,59a43bc79304d0ce3be66fe99496792f,True,eval01512,0.325,0.6,3.477E+02
esmfold2,5c7a2171b30d24b2a0722a40cb591a6a,False,,,,
esmfold2,5df5b378b655c1a0c029605885509311,False,,,,
esmfold2,77ca76a6a335ec68b5a0ca1f98337917,False,,,,
esmfold2,799017b27ba213f1408854fcfab1e0b3,False,,,,
esmfold2,923f5d29705fb5b69dacd47e95d7c3f9,False,,,,
esmfold2,9446c88897d91e8e425722c64cdcb2e9,True,eval01512,0.324,0.529,1.675E+00
esmfold2,98431bc0079cf72c1b730dcb0db1fe25,False,,,,
esmfold2,984ffc50f58a1242c36fafcad809d49f,False,,,,
esmfold2,a21f7dd70d305326aaba492ee3ec4d9a,False,,,,
esmfold2,aaaea8e664972d494bcf84f562241788,False,,,,
esmfold2,adddda37e696f4f7db3289f25c137964,False,,,,
esmfold2,b0c9b9c33096f860fc05a0433c59e2d0,True,eval00983,0.431,0.694,1.267E+00
esmfold2,b28cb4a61bcbd22176ddcf33cbcce8c3,False,,,,
esmfold2,b6892ee8ff340e7260ccbea288fc56af,False,,,,
esmfold2,b9f137bf1ea6c8213c5c756cad0bc2f9,False,,,,
esmfold2,bd853077abc90fff2054daa1d58210b6,False,,,,
esmfold2,be7c7c1bee6aaa74fd52b72288c3f67c,False,,,,
esmfold2,c9abf5486ad273cd08bb8aa4b305b760,False,,,,
esmfold2,daf8d369673eedf0f7137314a5cb7d9d,False,,,,
esmfold2,dd3978ba6cf20aab01c980b80d75440c,False,,,,
esmfold2,e26b38083c75f02b46f376ef06d987d5,True,eval00474,0.327,0.642,5.891E+00
esmfold2,fc98e0608f6442d16cc666a2c4bd7ce7,True,eval01461,0.305,0.552,2.760E+00
esmfold2,849072938996c1488140ee50ee6436cb,True,eval00219,0.306,0.628,3.068E+01
esmfold2,f9500ba2efcc971fa67db29d12200fe8,False,,,,
esmfold2,0457f21707226824e363c085fbe17520,False,,,,
esmfold2,0cf894ae0502fa5e5e8b48153bc7e000,False,,,,
esmfold2,10348f05a0ea86005b2a9324fe12e29d,False,,,,
esmfold2,1df79791bf59e48e82d6c2c047046629,False,,,,
esmfold2,224c49526885ae12f7d950873c48d455,False,,,,
esmfold2,227de45b98c5b2f3e09e96aaac558080,False,,,,
esmfold2,22a672474b78637af80d7dbc3e89cf11,False,,,,
esmfold2,2d93b541754c56e57dcd860734e1cc7e,False,,,,
esmfold2,3c51e58e42101cddafab03ea1ad20196,False,,,,
esmfold2,3fefcdb9375ae6dde945eb2b4e17273e,False,,,,
esmfold2,40112ea3c0892c77abe232ee77384390,False,,,,
esmfold2,5bd17ac64d8e56627ea1e359c92982d4,False,,,,
esmfold2,68ae71ccba1e209a8e860bebccd77421,False,,,,
esmfold2,6e568ff24bf7b79cb1ad47b95e9e5416,False,,,,
esmfold2,7985725faca3fd51129db43d2912ab20,False,,,,
esmfold2,7d57e1f157328be564c245cd94d8f23e,False,,,,
esmfold2,884186fed28d606157d52f90e43f1b60,False,,,,
esmfold2,96be1422c6356bf8e2ffded5e55cfcc4,False,,,,
esmfold2,988e09855461ac3ce54827b3fcf8357b,False,,,,
esmfold2,a405596b477578838e567ebe0553cd04,False,,,,
esmfold2,a91a7c7de2dcb49c59cf972b72f2597a,False,,,,
esmfold2,ab1544d84b062d6d03a115a3e07f5715,False,,,,
esmfold2,b401f78fb45c8ca8cb9f3ee0f3bcfe4a,False,,,,
esmfold2,b864e811958b84359985f4a3c34036aa,False,,,,
esmfold2,b890e51d33d496cfa00f7a0a23e19721,False,,,,
esmfold2,b8e28f9152e8186b1889a48fffe3412f,False,,,,
esmfold2,bd44b957c1d1ec4747246c95771803d6,False,,,,
esmfold2,cdcffd18b1cd4f648561e6e3193c670e,False,,,,
esmfold2,d1c400d1a6e7281fa5267ef8e70f58e1,False,,,,
esmfold2,e1371a6a577c74350835f33380574494,False,,,,
esmfold2,fb7e8a26f43ffcb0d90a3c5f66fa6d48,False,,,,
esmfold2,fcf6aa9541c541c0aad06f231379f054,False,,,,
esmfold2,4574bca35826ffefc30caf4d9eac4cca,False,,,,
esmfold2,1710fc3b372239557a1988078744d4e1,False,,,,
esmfold2,4b72eb8c35471800d948950aebdc8cbe,False,,,,
esmfold2,5eb34c8df28053fb3b1f540caffd417c,False,,,,
esmfold2,b5a77d5c856dc82caeccee476f76ace2,False,,,,
esmfold2,02ba848b3d8690cc885d38486b829b6e,False,,,,
esmfold2,03ab464de348dffa4d674eaf8b0bcb4e,False,,,,
esmfold2,06daadb5060ab6309b4ebfef188bf74e,False,,,,
esmfold2,0982b821dbcd80a029175dc7e3f3e336,False,,,,
esmfold2,12a540e5583c0b1f14a25a3907cd98cb,False,,,,
esmfold2,1679f762185aa9cddc8647e66b29471a,False,,,,
esmfold2,1af17abf9ce8c3bd578cabd30689b2be,False,,,,
esmfold2,334d687f428c10074fb5de1b7c9f5509,True,eval01290,0.419,0.54,1.474E+00
esmfold2,3a5b5714ba4e78f05fdf09a3bd193b76,False,,,,
esmfold2,613e84d8fb45457d6a82f008660907e3,False,,,,
esmfold2,73efbb92fe6a969f6cebcf2772109c45,False,,,,
esmfold2,838b4cd7be66b7effd77612fc17b7523,False,,,,
esmfold2,8510e63e51b4e94bc95033f291e07d35,False,,,,
esmfold2,92584bb4d597c104e264f4592bc542a3,True,eval01478,0.310,0.633,2.445E+01
esmfold2,96fda42c5a3bc1be0281af8a8a29f7a7,False,,,,
esmfold2,9985826228162d9ce8388cbd85cd02b1,False,,,,
esmfold2,9dc85995f2d08c9a603e1127cb7cb740,False,,,,
esmfold2,a2ca915d7ec34a33de85a963a555d0ca,False,,,,
esmfold2,a79b323897d982e058d9779fbb8e4cd0,False,,,,
esmfold2,b0bb97339fcabe534c22d66407a8b68a,False,,,,
esmfold2,b80df678d746f5e024f9d1db34eaf961,True,eval00381,0.323,0.58,3.123E+02
esmfold2,bc4190c7436cf6b42758b83ab1d568e0,False,,,,
esmfold2,c872da710ea85432d06bd133c5b6557a,False,,,,
esmfold2,ca52dd7e9d43742a2e0a11fe7943db27,True,eval00708,0.363,0.5,5.700E-01
esmfold2,cb07f74b5f78b00668e7e32f4ac21aa8,False,,,,
esmfold2,d16c78269e66265977060189d7057245,False,,,,
esmfold2,e1566c326e7a971d19490fcb500887d3,False,,,,
esmfold2,e5188433004830ccb96926d0d6744c3b,True,eval00963,0.304,0.708,5.393E-01
esmfold2,e6c93f639b0c9f81c49080036ef0df05,False,,,,
esmfold2,f4264e7d7d801c15b50f805ad9b08cd3,False,,,,
esmfold2,f7200dcec2646de76f58dc56c1bb7551,True,eval00963,0.309,0.646,1.331E+01
esmfold2,5166713d317eb193117307de9ce7ed15,False,,,,
esmfold2,e3f4065667afa8afca45c494d39faa1a,False,,,,
esmfold2,18853e4df253e6b09cf13a82ad6df591,False,,,,
esmfold2,616fe8a24f424a347d0b1b5195b39c3e,False,,,,
