target,decoy_id,map_mode,sample_idx,ptm,ranking_score,candidate_output_tm,helico_composite,selected_by_helico
1hz6,empty_tag_7276_0001_0001.pdb,full,2,0.9214715361595154,0.9214715361595154,0.512500944747344,0.47225503283953796,0
1aaj,empty_tag_359_0001_0001.pdb,full,0,0.7522850632667542,0.7522850632667542,0.656761049987369,0.4940715280408877,1
1aaj,empty_tag_359_0001_0001.pdb,full,1,0.7514727115631104,0.7514727115631104,0.6838268891816048,0.5138772466530671,0
1aaj,empty_tag_359_0001_0001.pdb,full,2,0.7509567737579346,0.7509567737579346,0.665668009924133,0.4998879011264917,0
1aaj,empty_tag_1178_0001_0001.pdb,full,0,0.917317271232605,0.917317271232605,0.7359877054705777,0.6751342336430165,1
1aaj,empty_tag_1178_0001_0001.pdb,full,1,0.9171544313430786,0.9171544313430786,0.7536403640847911,0.6912045995593773,0
1aaj,empty_tag_1178_0001_0001.pdb,full,2,0.9165544509887695,0.9165544509887695,0.7517749304593434,0.6890426586542839,0
1z2u,empty_tag_5545_0001_0001.pdb,full,0,0.9177693724632263,0.9177693724632263,0.7299124938635388,0.6698913314462086,0
1z2u,empty_tag_5545_0001_0001.pdb,full,1,0.9181489944458008,0.9181489944458008,0.7437324871993971,0.6828572352588008,1
1z2u,empty_tag_5545_0001_0001.pdb,full,2,0.9176569581031799,0.9176569581031799,0.7120249255361024,0.653394627261103,0
2igd,empty_tag_16_0005_0001.pdb,full,0,0.5516895055770874,0.5516895055770874,0.5240820612306943,0.2891305732421826,0
2igd,empty_tag_16_0005_0001.pdb,full,1,0.5524712204933167,0.5524712204933167,0.505152050655792,0.27908196996050716,1
2igd,empty_tag_16_0005_0001.pdb,full,2,0.5509589910507202,0.5509589910507202,0.5805538365485996,0.3198613560354412,0
1hz6,empty_tag_6921_0001_0001.pdb,full,0,0.5114784836769104,0.5114784836769104,0.6577109500864758,0.3364049994479308,1
1hz6,empty_tag_6921_0001_0001.pdb,full,1,0.5113014578819275,0.5113014578819275,0.584318061840174,0.29876267688562325,0
1hz6,empty_tag_6921_0001_0001.pdb,full,2,0.5105224847793579,0.5105224847793579,0.6648700007161233,0.33943108482084877,0
1kaf,empty_tag_1396_0001_0001.pdb,full,0,0.8494125604629517,0.8494125604629517,0.6325002075721278,0.5372536208071894,1
1kaf,empty_tag_1396_0001_0001.pdb,full,1,0.8490621447563171,0.8490621447563171,0.6261785377193401,0.5316644922363573,0
1kaf,empty_tag_1396_0001_0001.pdb,full,2,0.8491450548171997,0.8491450548171997,0.6327970195366226,0.5373364598425859,0
2i4a,empty_tag_1870_0001_1_0001.pdb,full,0,0.836327075958252,0.836327075958252,0.6719682719194063,0.5619852599910766,0
2i4a,empty_tag_1870_0001_1_0001.pdb,full,1,0.8382699489593506,0.8382699489593506,0.6728499308956478,0.5640298772291973,1
2i4a,empty_tag_1870_0001_1_0001.pdb,full,2,0.8363526463508606,0.8363526463508606,0.6805864397498833,0.5692102699553254,0
1aaj,empty_tag_276_0001_0001.pdb,full,0,0.8762270212173462,0.8762270212173462,0.7443031935174826,0.6521785701383818,0
1aaj,empty_tag_276_0001_0001.pdb,full,1,0.8764026165008545,0.8764026165008545,0.7463870061464384,0.654135525108978,1
1aaj,empty_tag_276_0001_0001.pdb,full,2,0.875307023525238,0.875307023525238,0.7437981682960786,0.6510517607947646,0
2igd,empty_tag_16583_0001_0001.pdb,full,0,0.6194395422935486,0.6194395422935486,0.6768049169558614,0.41923972798116194,1
2igd,empty_tag_16583_0001_0001.pdb,full,1,0.619070827960968,0.619070827960968,0.6677489118880827,0.41338387175259084,0
2igd,empty_tag_16583_0001_0001.pdb,full,2,0.6191912889480591,0.6191912889480591,0.6949886694531269,0.4303309300429782,0
1hz6,empty_tag_9252_0001_0001.pdb,full,0,0.4803334176540375,0.4803334176540375,0.44738854117955473,0.2148956670040296,0
1hz6,empty_tag_9252_0001_0001.pdb,full,1,0.49802491068840027,0.49802491068840027,0.40583142207693584,0.20211415773441244,0
1hz6,empty_tag_9252_0001_0001.pdb,full,2,0.5008496642112732,0.5008496642112732,0.3497900815605786,0.17519224489404966,1
1su9,empty_tag_1_742_0001.pdb,full,0,0.8972280621528625,0.8972280621528625,0.8270823169383208,0.7420814644674693,0
1su9,empty_tag_1_742_0001.pdb,full,1,0.898956298828125,0.898956298828125,0.8260715534930747,0.7426022262953339,0
1su9,empty_tag_1_742_0001.pdb,full,2,0.8992538452148438,0.8992538452148438,0.8448755617593765,0.7597575976401705,1
2i4a,empty_tag_5770_0001_0001.pdb,full,0,0.724323034286499,0.724323034286499,0.6482812775508491,0.4695650620267591,0
2i4a,empty_tag_5770_0001_0001.pdb,full,1,0.7314462661743164,0.7314462661743164,0.7036396213331513,0.5146745737564433,1
2i4a,empty_tag_5770_0001_0001.pdb,full,2,0.730246901512146,0.730246901512146,0.7087086039843327,0.5175322621345575,0
2ic6,native,full,0,0.8787164688110352,0.8787164688110352,0.7649074132577275,0.6721367411452135,1
2ic6,native,full,1,0.8786113858222961,0.8786113858222961,0.7491502694629527,0.6582119564419915,0
2ic6,native,full,2,0.878156840801239,0.878156840801239,0.7429274529592311,0.6524068250351895,0
1su9,empty_tag_1_151_0001.pdb,full,0,0.917637288570404,0.917637288570404,0.8233196690246086,0.7555088287104244,0
1su9,empty_tag_1_151_0001.pdb,full,1,0.9192145466804504,0.9192145466804504,0.8182958426762151,0.7521894420761143,0
1su9,empty_tag_1_151_0001.pdb,full,2,0.9194061160087585,0.9194061160087585,0.8104348557834955,0.7451187630340219,1
1uow,empty_tag_1_86_0001.pdb,full,0,0.9454742074012756,0.9454742074012756,0.8645177775102746,0.8173792604758392,0
1uow,empty_tag_1_86_0001.pdb,full,1,0.9454848170280457,0.9454848170280457,0.8676562263986256,0.8203557884597491,0
1uow,empty_tag_1_86_0001.pdb,full,2,0.9455845355987549,0.9455845355987549,0.8602117224254227,0.8134029020662483,1
1aaj,empty_tag_438_0001_1_0001.pdb,full,0,0.8370214104652405,0.8370214104652405,0.6949616570869149,0.5816977864341503,0
1aaj,empty_tag_438_0001_1_0001.pdb,full,1,0.8403421640396118,0.8403421640396118,0.6813841625923551,0.5725958417351784,1
1aaj,empty_tag_438_0001_1_0001.pdb,full,2,0.8358303308486938,0.8358303308486938,0.6947786333287479,0.5807170549617707,0
2i4a,empty_tag_913_0007_0001.pdb,full,0,0.8229849934577942,0.8229849934577942,0.694183226088408,0.5713023777808789,0
2i4a,empty_tag_913_0007_0001.pdb,full,1,0.8260141015052795,0.8260141015052795,0.7136370494172906,0.5894742661753021,0
2i4a,empty_tag_913_0007_0001.pdb,full,2,0.8272268772125244,0.8272268772125244,0.7053936340390321,0.5835205730917028,1
1aaj,empty_tag_1_646_0001.pdb,full,0,0.8207186460494995,0.8207186460494995,0.7573634579750286,0.6215823117966325,0
1aaj,empty_tag_1_646_0001.pdb,full,1,0.8304883241653442,0.8304883241653442,0.7069975398376711,0.5871532020488087,1
1aaj,empty_tag_1_646_0001.pdb,full,2,0.8194625377655029,0.8194625377655029,0.7652933893764422,0.6271292629935825,0
1aaj,native,full,0,0.9163140654563904,0.9163140654563904,0.8581266822063445,0.7863135488490994,0
1aaj,native,full,1,0.9168103337287903,0.9168103337287903,0.8537716010068023,0.7827466264472099,1
1aaj,native,full,2,0.9167417287826538,0.9167417287826538,0.8348125442675852,0.7653074950413118,0
1uow,empty_tag_1_25_0001.pdb,full,0,0.9517449736595154,0.9517449736595154,0.8787479104804354,0.8363439069135562,0
1uow,empty_tag_1_25_0001.pdb,full,1,0.9517935514450073,0.9517935514450073,0.8794646796139359,0.8370688107801936,1
1uow,empty_tag_1_25_0001.pdb,full,2,0.9517480731010437,0.9517480731010437,0.8772933436054849,0.8349622493208921,0
1su9,empty_tag_1_130_0001.pdb,full,0,0.9383211135864258,0.9383211135864258,0.8293705408217527,0.7782158894396431,0
1su9,empty_tag_1_130_0001.pdb,full,1,0.9392707943916321,0.9392707943916321,0.8501367069909656,0.7985085801168904,0
1su9,empty_tag_1_130_0001.pdb,full,2,0.9397551417350769,0.9397551417350769,0.8421367653188149,0.791402355252502,1
2igd,empty_tag_474_0012_0001.pdb,full,0,0.8929908871650696,0.8929908871650696,0.6787349189615322,0.6061040974333702,0
2igd,empty_tag_474_0012_0001.pdb,full,1,0.8931888341903687,0.8931888341903687,0.6745532250253258,0.6025034086597242,1
2igd,empty_tag_474_0012_0001.pdb,full,2,0.8930227160453796,0.8930227160453796,0.6858311366573356,0.6124627844062238,0
1aaj,empty_tag_1231_0001_0001.pdb,full,0,0.9237836599349976,0.9237836599349976,0.7347828807380489,0.6787804188257756,0
1aaj,empty_tag_1231_0001_0001.pdb,full,1,0.9235290884971619,0.9235290884971619,0.7551274928020466,0.6973822051266213,0
1aaj,empty_tag_1231_0001_0001.pdb,full,2,0.9240159392356873,0.9240159392356873,0.7367969758923909,0.6808121497052216,1
1kaf,empty_tag_1_916_0001.pdb,full,0,0.7031515836715698,0.7031515836715698,0.8181900235439696,0.5753116107992212,1
1kaf,empty_tag_1_916_0001.pdb,full,1,0.7017874121665955,0.7017874121665955,0.6955730630947228,0.4881444199220375,0
1kaf,empty_tag_1_916_0001.pdb,full,2,0.7013067603111267,0.7013067603111267,0.805988569304036,0.5652452323864134,0
1kaf,empty_tag_1_53_0001.pdb,full,0,0.7135626077651978,0.7135626077651978,0.7560388316340455,0.5394810402725428,1
1kaf,empty_tag_1_53_0001.pdb,full,1,0.712005615234375,0.712005615234375,0.748158962629349,0.5326933824800214,0
1kaf,empty_tag_1_53_0001.pdb,full,2,0.7123116850852966,0.7123116850852966,0.7593462330613882,0.5408911948351298,0
1kaf,empty_tag_418_0001_0001.pdb,full,0,0.7460944652557373,0.7460944652557373,0.48130547246545724,0.35909934910377533,1
1kaf,empty_tag_418_0001_0001.pdb,full,1,0.745111346244812,0.745111346244812,0.4957559655758242,0.36939339491909906,0
1kaf,empty_tag_418_0001_0001.pdb,full,2,0.7458505034446716,0.7458505034446716,0.5925531057151318,0.44195603221533475,0
1kaf,empty_tag_1_498_0001.pdb,full,0,0.9369157552719116,0.9369157552719116,0.7748157954287381,0.7259371261707231,0
1kaf,empty_tag_1_498_0001.pdb,full,1,0.9373115301132202,0.9373115301132202,0.7584922480535006,0.7109435296020428,1
1kaf,empty_tag_1_498_0001.pdb,full,2,0.9369087815284729,0.9369087815284729,0.7799541531702758,0.730745895294835,0
1z2u,empty_tag_4549_0001_0001.pdb,full,0,0.9118786454200745,0.9118786454200745,0.7163190274983419,0.6531960244838131,1
1z2u,empty_tag_4549_0001_0001.pdb,full,1,0.9114087820053101,0.9114087820053101,0.7290695211766582,0.6644803642928127,0
1z2u,empty_tag_4549_0001_0001.pdb,full,2,0.9103648662567139,0.9103648662567139,0.7075632790862252,0.6441407499334934,0
1z2u,empty_tag_1080_0001_0001.pdb,full,0,0.6769095659255981,0.6769095659255981,0.6751700630663486,0.45702907431620077,0
1z2u,empty_tag_1080_0001_0001.pdb,full,1,0.6816378831863403,0.6816378831863403,0.6435774520096008,0.43868677205428286,1
1z2u,empty_tag_1080_0001_0001.pdb,full,2,0.6773499846458435,0.6773499846458435,0.6698186553104186,0.4537016558900116,0
2ic6,empty_tag_1_25_0001.pdb,full,0,0.7534727454185486,0.7534727454185486,0.5191025860592251,0.39112965067191274,1
2ic6,empty_tag_1_25_0001.pdb,full,1,0.7511942982673645,0.7511942982673645,0.5185493927021888,0.38953134716788873,0
2ic6,empty_tag_1_25_0001.pdb,full,2,0.7510752081871033,0.7510752081871033,0.5627746759346126,0.42268610689001873,0
2i4a,empty_tag_127_0007_0001.pdb,full,0,0.5020576119422913,0.5020576119422913,0.6354106730208562,0.3190127650994951,0
2i4a,empty_tag_127_0007_0001.pdb,full,1,0.5038911700248718,0.5038911700248718,0.5749369759182229,0.2897056654859949,0
2i4a,empty_tag_127_0007_0001.pdb,full,2,0.5045250058174133,0.5045250058174133,0.5506336280473751,0.2778084343938654,1
1su9,empty_tag_1_349_0001.pdb,full,0,0.8323900699615479,0.8323900699615479,0.7142471445865484,0.5945322306522328,0
1su9,empty_tag_1_349_0001.pdb,full,1,0.8433411121368408,0.8433411121368408,0.6832685941859855,0.5762284961089847,0
1su9,empty_tag_1_349_0001.pdb,full,2,0.8452461361885071,0.8452461361885071,0.6726526116549126,0.5685570209984232,1
1uow,native,full,0,0.9510543942451477,0.9510543942451477,0.8870594271400158,0.8436417661380955,0
1uow,native,full,1,0.9510210752487183,0.9510210752487183,0.8907808855972156,0.8471513956316694,0
1uow,native,full,2,0.9511371850967407,0.9511371850967407,0.8868999067037451,0.8435634807247621,1
1su9,empty_tag_944_0001_0001.pdb,full,0,0.9019080996513367,0.9019080996513367,0.795295198976802,0.7172831815709991,0
1su9,empty_tag_944_0001_0001.pdb,full,1,0.9036650657653809,0.9036650657653809,0.810106448984272,0.7320648974983313,0
1su9,empty_tag_944_0001_0001.pdb,full,2,0.9044585227966309,0.9044585227966309,0.8096362840056153,0.7322824374342722,1
1kaf,empty_tag_734_0001_0001.pdb,full,0,0.936133086681366,0.936133086681366,0.7815759760023714,0.7316591308911011,0
1kaf,empty_tag_734_0001_0001.pdb,full,1,0.9366356134414673,0.9366356134414673,0.7738707327778241,0.7248348885197551,1
1kaf,empty_tag_734_0001_0001.pdb,full,2,0.9361098408699036,0.9361098408699036,0.788990437113405,0.7385817125341052,0
1kaf,empty_tag_1_469_0001.pdb,full,0,0.9385339617729187,0.9385339617729187,0.6864685345835562,0.6442740333951549,0
1kaf,empty_tag_1_469_0001.pdb,full,1,0.9387977123260498,0.9387977123260498,0.6719357681419417,0.6308117619617019,1
1kaf,empty_tag_1_469_0001.pdb,full,2,0.9384195804595947,0.9384195804595947,0.6879896934110942,0.6456229994513641,0
2igd,empty_tag_8549_0001_0001.pdb,full,0,0.9002099633216858,0.9002099633216858,0.719432805187535,0.6476405791702885,0
2igd,empty_tag_8549_0001_0001.pdb,full,1,0.8999180793762207,0.8999180793762207,0.7141010703185849,0.6426324636816045,0
2igd,empty_tag_8549_0001_0001.pdb,full,2,0.9003275036811829,0.9003275036811829,0.7233706327618471,0.6512704760307515,1
1kaf,empty_tag_1_25_0001.pdb,full,0,0.9395392537117004,0.9395392537117004,0.8366335885162596,0.7860500973847084,0
1kaf,empty_tag_1_25_0001.pdb,full,1,0.9397038221359253,0.9397038221359253,0.8173209077681924,0.7680395809413745,1
1kaf,empty_tag_1_25_0001.pdb,full,2,0.939604640007019,0.939604640007019,0.834287068857819,0.7839000009966621,0
2igd,empty_tag_325_0009_0001.pdb,full,0,0.5195037126541138,0.5195037126541138,0.4266066515266617,0.2216237393110405,0
2igd,empty_tag_325_0009_0001.pdb,full,1,0.5280272960662842,0.5280272960662842,0.5557250747177153,0.2934380085594289,0
2igd,empty_tag_325_0009_0001.pdb,full,2,0.5291178822517395,0.5291178822517395,0.5240016867526759,0.27725866279091527,1
1uow,empty_tag_1113_0001_0001.pdb,full,0,0.9283378720283508,0.9283378720283508,0.8097009078480452,0.7516760177710781,1
1uow,empty_tag_1113_0001_0001.pdb,full,1,0.9281709790229797,0.9281709790229797,0.8009493418014162,0.7434179347276317,0
1uow,empty_tag_1113_0001_0001.pdb,full,2,0.9282993674278259,0.9282993674278259,0.8137079077443659,0.7553645360301146,0
1uow,empty_tag_1_248_0001.pdb,full,0,0.7329229116439819,0.7329229116439819,0.7467179285395512,0.5472866783619708,1
1uow,empty_tag_1_248_0001.pdb,full,1,0.7323456406593323,0.7323456406593323,0.7371463407902624,0.5398459092057272,0
1uow,empty_tag_1_248_0001.pdb,full,2,0.7326528429985046,0.7326528429985046,0.755760311119155,0.5537099405668833,0
1su9,empty_tag_893_0001_0001.pdb,full,0,0.907028079032898,0.907028079032898,0.7796575873275041,0.7071713237370899,0
1su9,empty_tag_893_0001_0001.pdb,full,1,0.9080514311790466,0.9080514311790466,0.7811344471440556,0.709310252672413,0
1su9,empty_tag_893_0001_0001.pdb,full,2,0.9085580706596375,0.9085580706596375,0.7798280603724774,0.7085190779782654,1
2ic6,empty_tag_1_518_0001.pdb,full,0,0.8779458999633789,0.8779458999633789,0.695644047540644,0.6107378393722382,0
2ic6,empty_tag_1_518_0001.pdb,full,1,0.878054678440094,0.878054678440094,0.7121932104194453,0.6253445803620642,1
2ic6,empty_tag_1_518_0001.pdb,full,2,0.8773512244224548,0.8773512244224548,0.679312095178163,0.5959952984695446,0
1su9,empty_tag_19_0001_1_0001.pdb,full,0,0.6335993409156799,0.6335993409156799,0.7202702485540944,0.4563627547650472,0
1su9,empty_tag_19_0001_1_0001.pdb,full,1,0.6342707276344299,0.6342707276344299,0.7599487609653354,0.48201325358236674,1
1su9,empty_tag_19_0001_1_0001.pdb,full,2,0.6341572403907776,0.6341572403907776,0.7497749272815449,0.47547519879906047,0
1uow,empty_tag_954_0001_0001.pdb,full,0,0.9202393889427185,0.9202393889427185,0.8033630703550458,0.7392863409626735,0
1uow,empty_tag_954_0001_0001.pdb,full,1,0.9209557175636292,0.9209557175636292,0.8012892013226517,0.73795187138009,0
1uow,empty_tag_954_0001_0001.pdb,full,2,0.9232048988342285,0.9232048988342285,0.80570518551305,0.7438309742817887,1
1su9,empty_tag_1_913_0001.pdb,full,0,0.8525658249855042,0.8525658249855042,0.7411169999279966,0.6318510264543943,0
1su9,empty_tag_1_913_0001.pdb,full,1,0.854784369468689,0.854784369468689,0.8075945171593749,0.6903191701364466,0
1su9,empty_tag_1_913_0001.pdb,full,2,0.8567876219749451,0.8567876219749451,0.800747798843216,0.6860708023725507,1
2i4a,empty_tag_2911_0001_0001.pdb,full,0,0.5113231539726257,0.5113231539726257,0.6956093197270408,0.3556811512955831,0
2i4a,empty_tag_2911_0001_0001.pdb,full,1,0.5132583379745483,0.5132583379745483,0.7466012179021553,0.3831993002302338,1
2i4a,empty_tag_2911_0001_0001.pdb,full,2,0.5110710859298706,0.5110710859298706,0.7135464864552749,0.36467297769414103,0
2i4a,empty_tag_275_0010_0001.pdb,full,0,0.933030366897583,0.933030366897583,0.776578785547504,0.7245715892042671,1
2i4a,empty_tag_275_0010_0001.pdb,full,1,0.9328619241714478,0.9328619241714478,0.7768986606745535,0.7247391794830846,0
2i4a,empty_tag_275_0010_0001.pdb,full,2,0.9328539371490479,0.9328539371490479,0.7753911949383412,0.7233267290289365,0
2i4a,empty_tag_2518_0001_0001.pdb,full,0,0.8650504350662231,0.8650504350662231,0.7037228748409572,0.6087557790472233,0
2i4a,empty_tag_2518_0001_0001.pdb,full,1,0.8691831827163696,0.8691831827163696,0.715438465627694,0.6218470825919951,1
2i4a,empty_tag_2518_0001_0001.pdb,full,2,0.8686862587928772,0.8686862587928772,0.7252069163060715,0.6299772829766405,0
2igd,empty_tag_24638_0001_1_0001.pdb,full,0,0.49933189153671265,0.49933189153671265,0.5472905276602735,0.27327961439672993,0
2igd,empty_tag_24638_0001_1_0001.pdb,full,1,0.49384066462516785,0.49384066462516785,0.519268655216904,0.25643597781133304,0
2igd,empty_tag_24638_0001_1_0001.pdb,full,2,0.5039460062980652,0.5039460062980652,0.5569818709442946,0.2806887894428016,1
1z2u,empty_tag_2329_0001_0001.pdb,full,0,0.8122265338897705,0.8122265338897705,0.753483497350024,0.611999289395752,1
1z2u,empty_tag_2329_0001_0001.pdb,full,1,0.8086907267570496,0.8086907267570496,0.7407786194187725,0.599060800103851,0
1z2u,empty_tag_2329_0001_0001.pdb,full,2,0.810187816619873,0.810187816619873,0.7860009148545963,0.6368083650672681,0
2ic6,empty_tag_1964_0001_0001.pdb,full,0,0.7628729343414307,0.7628729343414307,0.5524295849527537,0.4214335784899259,1
2ic6,empty_tag_1964_0001_0001.pdb,full,1,0.7570638656616211,0.7570638656616211,0.6319884867112826,0.4784556468032817,0
2ic6,empty_tag_1964_0001_0001.pdb,full,2,0.7560945749282837,0.7560945749282837,0.6108350729171208,0.46184908480855763,0
1hz6,empty_tag_6260_0001_0001.pdb,full,0,0.5939915180206299,0.5939915180206299,0.5633426870213023,0.3346207778296039,1
1hz6,empty_tag_6260_0001_0001.pdb,full,1,0.5932817459106445,0.5932817459106445,0.5316077358565791,0.315393165668596,0
1hz6,empty_tag_6260_0001_0001.pdb,full,2,0.5931318998336792,0.5931318998336792,0.5697280427849674,0.33792387640557137,0
1aaj,empty_tag_1_302_1_0001.pdb,full,0,0.8356009721755981,0.8356009721755981,0.7428053990832366,0.6206889136112357,0
1aaj,empty_tag_1_302_1_0001.pdb,full,1,0.8395093083381653,0.8395093083381653,0.7393080170901463,0.6206559620762092,0
1aaj,empty_tag_1_302_1_0001.pdb,full,2,0.8399903178215027,0.8399903178215027,0.7434712229962328,0.6245086288957469,1
1z2u,empty_tag_1104_0001_0001.pdb,full,0,0.9174928069114685,0.9174928069114685,0.8459894473841878,0.7761892326980006,0
1z2u,empty_tag_1104_0001_0001.pdb,full,1,0.9172796607017517,0.9172796607017517,0.8510401124172625,0.7806417855616872,0
1z2u,empty_tag_1104_0001_0001.pdb,full,2,0.9175382256507874,0.9175382256507874,0.8391460789842262,0.7699486043730024,1
1z2u,empty_tag_3420_0001_0001.pdb,full,0,0.8140801787376404,0.8140801787376404,0.7562013896337783,0.6156085624347183,0
1z2u,empty_tag_3420_0001_0001.pdb,full,1,0.8173380494117737,0.8173380494117737,0.7297765833193689,0.5964741691166418,1
1z2u,empty_tag_3420_0001_0001.pdb,full,2,0.8145401477813721,0.8145401477813721,0.7443709883754961,0.6063200548755425,0
2ic6,empty_tag_1_1019_0001.pdb,full,0,0.8464216589927673,0.8464216589927673,0.6250710428501807,0.5290736690775891,0
2ic6,empty_tag_1_1019_0001.pdb,full,1,0.8465960025787354,0.8465960025787354,0.619467774116933,0.5244389412937425,1
2ic6,empty_tag_1_1019_0001.pdb,full,2,0.8453211188316345,0.8453211188316345,0.6044852027035832,0.5109841078665603,0
1z2u,empty_tag_6575_0001_0001.pdb,full,0,0.9226526618003845,0.9226526618003845,0.7829569064376923,0.7223972737997314,0
1z2u,empty_tag_6575_0001_0001.pdb,full,1,0.9230175614356995,0.9230175614356995,0.7898004745402576,0.7289997080309067,1
1z2u,empty_tag_6575_0001_0001.pdb,full,2,0.922227680683136,0.922227680683136,0.7817357200178179,0.7209383199791936,0
1hz6,empty_tag_9103_0001_0001.pdb,full,0,0.9212494492530823,0.9212494492530823,0.4818402797576413,0.44389509235467817,0
1hz6,empty_tag_9103_0001_0001.pdb,full,1,0.9212716817855835,0.9212716817855835,0.4844764859438838,0.44633446699109147,1
1hz6,empty_tag_9103_0001_0001.pdb,full,2,0.9211480617523193,0.9211480617523193,0.4805579833350013,0.44266505490863983,0
1z2u,empty_tag_964_0001_0001.pdb,full,0,0.9277113080024719,0.9277113080024719,0.8756471722284797,0.8123477834967486,0
1z2u,empty_tag_964_0001_0001.pdb,full,1,0.9277679324150085,0.9277679324150085,0.8755724611238808,0.8123280519364233,1
1z2u,empty_tag_964_0001_0001.pdb,full,2,0.9271684885025024,0.9271684885025024,0.8714594712713629,0.8079897607698595,0
1aaj,empty_tag_1_762_0001.pdb,full,0,0.8712670803070068,0.8712670803070068,0.7518830859968502,0.6550909810686978,0
1aaj,empty_tag_1_762_0001.pdb,full,1,0.871859610080719,0.871859610080719,0.7565315273283267,0.6595892824302457,1
1aaj,empty_tag_1_762_0001.pdb,full,2,0.8654919862747192,0.8654919862747192,0.7706482274124402,0.6669898650622844,0
1uow,empty_tag_1098_0001_0001.pdb,full,0,0.8534449338912964,0.8534449338912964,0.7969292291392153,0.6801352132787594,1
1uow,empty_tag_1098_0001_0001.pdb,full,1,0.8515944480895996,0.8515944480895996,0.8082347567641722,0.688288231613417,0
1uow,empty_tag_1098_0001_0001.pdb,full,2,0.8531929850578308,0.8531929850578308,0.8160645711449228,0.6962605674550753,0
1uow,empty_tag_744_0001_0001.pdb,full,0,0.8215980529785156,0.8215980529785156,0.8121809692909073,0.6672863030356131,0
1uow,empty_tag_744_0001_0001.pdb,full,1,0.8215113878250122,0.8215113878250122,0.7890831118160799,0.6482407622973071,0
1uow,empty_tag_744_0001_0001.pdb,full,2,0.8239538073539734,0.8239538073539734,0.8176273459970184,0.6736871647309678,1
1hz6,empty_tag_401_0001_0001.pdb,full,0,0.6130861639976501,0.6130861639976501,0.6491320305083433,0.3979738665123658,0
1hz6,empty_tag_401_0001_0001.pdb,full,1,0.6129390001296997,0.6129390001296997,0.6588120525165703,0.4038116007429018,0
1hz6,empty_tag_401_0001_0001.pdb,full,2,0.6287420392036438,0.6287420392036438,0.4667687547267182,0.29347713868342223,1
2i4a,empty_tag_969_0005_0001.pdb,full,0,0.7989037036895752,0.7989037036895752,0.7108014738795839,0.5678619300704084,0
2i4a,empty_tag_969_0005_0001.pdb,full,1,0.7986445426940918,0.7986445426940918,0.7021995820563485,0.5608078640913748,0
2i4a,empty_tag_969_0005_0001.pdb,full,2,0.8002398014068604,0.8002398014068604,0.7061091111786773,0.5650566149011994,1
1kaf,empty_tag_1_745_0001.pdb,full,0,0.9376572370529175,0.9376572370529175,0.6381507134808597,0.5983666348258109,0
1kaf,empty_tag_1_745_0001.pdb,full,1,0.9379785656929016,0.9379785656929016,0.6250996954950864,0.5863301157955506,1
1kaf,empty_tag_1_745_0001.pdb,full,2,0.9375250935554504,0.9375250935554504,0.642064994483941,0.6019520440222366,0
2i4a,empty_tag_443_0003_0001.pdb,full,0,0.7010751962661743,0.7010751962661743,0.7239303724651207,0.5075296279590292,0
2i4a,empty_tag_443_0003_0001.pdb,full,1,0.700654923915863,0.700654923915863,0.679023687261676,0.47576128993539835,0
2i4a,empty_tag_443_0003_0001.pdb,full,2,0.7039672136306763,0.7039672136306763,0.7144329542060888,0.5029373760983928,1
1uow,empty_tag_733_0001_0001.pdb,full,0,0.8725599646568298,0.8725599646568298,0.7769563225286975,0.6779409813255408,0
1uow,empty_tag_733_0001_0001.pdb,full,1,0.8723719716072083,0.8723719716072083,0.775619094488525,0.676628358675152,0
1uow,empty_tag_733_0001_0001.pdb,full,2,0.8738183379173279,0.8738183379173279,0.7654992785131162,0.6689073072272448,1
2i4a,empty_tag_631_0006_0001.pdb,full,0,0.5124585628509521,0.5124585628509521,0.7344152809345442,0.37635739940349483,0
2i4a,empty_tag_631_0006_0001.pdb,full,1,0.519939124584198,0.519939124584198,0.7318706075032203,0.38052816297412956,1
2i4a,empty_tag_631_0006_0001.pdb,full,2,0.5180675983428955,0.5180675983428955,0.7225883554329567,0.37434961388969445,0
2i4a,native,full,0,0.9475989937782288,0.9475989937782288,0.8532775392896075,0.8085649376443951,0
2i4a,native,full,1,0.9474424719810486,0.9474424719810486,0.8521465879205654,0.8073598697496764,0
2i4a,native,full,2,0.9476267695426941,0.9476267695426941,0.8489027985998088,0.8044430166928891,1
1su9,empty_tag_1_114_0001.pdb,full,0,0.9471601247787476,0.9471601247787476,0.8392301467635288,0.7948853305266306,0
1su9,empty_tag_1_114_0001.pdb,full,1,0.9478284120559692,0.9478284120559692,0.8524849355810371,0.8080094427934096,0
1su9,empty_tag_1_114_0001.pdb,full,2,0.9481741189956665,0.9481741189956665,0.8505998626827177,0.8065167754170207,1
1kaf,native,full,0,0.9411168694496155,0.9411168694496155,0.8556592208636729,0.8052753272549169,0
1kaf,native,full,1,0.9416118860244751,0.9416118860244751,0.8317462034385514,0.7831821113134712,1
1kaf,native,full,2,0.9411790370941162,0.9411790370941162,0.8535750904645465,0.803366981730945,0
1su9,empty_tag_190_0001_0001.pdb,full,0,0.6853825449943542,0.6853825449943542,0.6910976728027881,0.47366628182525045,0
1su9,empty_tag_190_0001_0001.pdb,full,1,0.6907432675361633,0.6907432675361633,0.6722014300071758,0.4643186122056382,0
1su9,empty_tag_190_0001_0001.pdb,full,2,0.6915045380592346,0.6915045380592346,0.6922815244777725,0.4787158157909448,1
