target,decoy_id,candidate_kind,tm_quantile,tmscore,gdt_ts,af2rank_composite,af2_ptm,deepaccnet,negative_rosetta_energy
2igd,empty_tag_565_0003_0001.pdb,decoy,0.13043478260869565,0.3589,0.41,7.969243171229127,0.362985487296055,0.6646,152.761
2igd,empty_tag_16583_0001_0001.pdb,decoy,0.17391304347826086,0.3759,0.452,21.689975991918082,0.476184821319492,0.654,166.933
2igd,empty_tag_18098_0001_0001.pdb,decoy,0.21739130434782608,0.3833,0.426,26.684529936070078,0.486066003723664,0.6562,162.256
2igd,empty_tag_377_0013_0001.pdb,decoy,0.2608695652173913,0.3894,0.446,25.814142800821784,0.485550897940786,0.77,167.471
2igd,empty_tag_16_0005_0001.pdb,decoy,0.30434782608695654,0.3993,0.456,11.109390129357667,0.391369223164085,0.612,134.448
2igd,empty_tag_325_0009_0001.pdb,decoy,0.34782608695652173,0.4116,0.485,10.197014781958472,0.389325444507484,0.6113,149.575
2igd,empty_tag_453_0006_0001.pdb,decoy,0.391304347826087,0.4284,0.495,8.25471976108624,0.371707896717394,0.5684,147.529
2igd,empty_tag_15621_0001_0001.pdb,decoy,0.43478260869565216,0.4443,0.489,14.056182876871699,0.506411207298801,0.563,145.411
2igd,empty_tag_519_0011_0001.pdb,decoy,0.4782608695652174,0.4796,0.518,18.48676717982674,0.507640545646511,0.607,138.917
2igd,empty_tag_818_0001_0001.pdb,decoy,0.5217391304347826,0.5473,0.58,23.0406618433578,0.485745835420055,0.602,153.377
2igd,empty_tag_198_0009_0001.pdb,decoy,0.5652173913043478,0.788,0.849,36.31261702993557,0.6013654454801,0.6396,152.495
2igd,empty_tag_25401_0001_0001.pdb,decoy,0.6086956521739131,0.8175,0.889,40.524578374538336,0.612367496282607,0.7437,168.28
2igd,empty_tag_669_0013_0001.pdb,decoy,0.6521739130434783,0.8377,0.889,51.88376639381093,0.655762362079524,0.8286,169.291
2igd,empty_tag_474_0012_0001.pdb,decoy,0.6956521739130435,0.8478,0.908,50.266664880355286,0.638484482044939,0.7754,167.662
2igd,empty_tag_24151_0001_0001.pdb,decoy,0.7391304347826086,0.8573,0.908,51.03863031145935,0.653678185031386,0.8013,164.306
2igd,empty_tag_24496_0001_0001.pdb,decoy,0.782608695652174,0.8689,0.928,52.35170815452743,0.64623421273425,0.806,169.207
2igd,empty_tag_880_0011_0001.pdb,decoy,0.8260869565217391,0.8797,0.941,52.740143779690285,0.646862353840299,0.7886,166.083
2igd,empty_tag_1990_0001_0001.pdb,decoy,0.8695652173913043,0.8873,0.934,54.496697652947994,0.652487060955832,0.838,167.902
2igd,empty_tag_4829_0001_0001.pdb,decoy,0.9130434782608695,0.8954,0.948,53.83921952739482,0.647583270553051,0.8384,173.122
2igd,empty_tag_8549_0001_0001.pdb,decoy,0.9565217391304348,0.9056,0.964,53.79386970299928,0.650367367356416,0.8633,179.233
2igd,empty_tag_7129_0001_0001.pdb,decoy,1.0,0.9421,0.99,55.9083856501697,0.651220210156229,0.8535,170.631
