pair_id,budget,primary,split,seq_class,strict_exact,n_valid,n_fold1_hits,n_fold2_hits,fold1_hit,fold2_hit,dual_hit,n_fold1_strict,n_fold2_strict,dual_strict,first_fold1_draw,first_fold2_draw,first_dual_draw,best_fold1_recall_fs,best_fold2_recall_fs
3zxgb_5ec5p,500,True,test,identical,False,497,0,8,False,True,False,0,0,False,,98.0,,0.18181818181818182,0.47058823529411764
4aana_4aala,10,True,test,identical,True,10,1,0,True,False,False,0,0,False,9.0,,,0.27586206896551724,0.18181818181818182
4aana_4aala,25,True,test,identical,True,25,2,0,True,False,False,0,0,False,9.0,,,0.3103448275862069,0.20454545454545456
4aana_4aala,50,True,test,identical,True,50,5,0,True,False,False,0,0,False,9.0,,,0.3103448275862069,0.20454545454545456
4aana_4aala,100,True,test,identical,True,100,14,0,True,False,False,0,0,False,9.0,,,0.3448275862068966,0.20454545454545456
4aana_4aala,200,True,test,identical,True,200,27,0,True,False,False,0,0,False,9.0,,,0.4482758620689655,0.20454545454545456
4aana_4aala,500,True,test,identical,True,500,64,0,True,False,False,1,0,False,9.0,,,0.5172413793103449,0.22727272727272727
4dxra_4dxta,10,False,test,identical,True,10,2,1,True,True,True,0,0,False,1.0,7.0,7.0,0.42857142857142855,0.25
4dxra_4dxta,25,False,test,identical,True,23,5,4,True,True,True,0,0,False,1.0,7.0,7.0,0.42857142857142855,0.25
4dxra_4dxta,50,False,test,identical,True,46,6,9,True,True,True,0,1,False,1.0,7.0,7.0,0.42857142857142855,0.5
4dxra_4dxta,100,False,test,identical,True,90,9,13,True,True,True,0,1,False,1.0,7.0,7.0,0.42857142857142855,0.5
4dxra_4dxta,200,False,test,identical,True,188,17,24,True,True,True,0,1,False,1.0,7.0,7.0,0.42857142857142855,0.5
4dxra_4dxta,500,False,test,identical,True,464,37,62,True,True,True,0,5,False,1.0,7.0,7.0,0.42857142857142855,0.5
4gqcc_4gqcb,10,True,dev,identical,True,10,10,0,True,False,False,10,0,False,1.0,,,0.8529411764705882,0.21739130434782608
4gqcc_4gqcb,25,True,dev,identical,True,25,25,0,True,False,False,25,0,False,1.0,,,0.8823529411764706,0.21739130434782608
4gqcc_4gqcb,50,True,dev,identical,True,50,50,0,True,False,False,50,0,False,1.0,,,0.8823529411764706,0.21739130434782608
4gqcc_4gqcb,100,True,dev,identical,True,100,100,0,True,False,False,100,0,False,1.0,,,0.9117647058823529,0.30434782608695654
4gqcc_4gqcb,200,True,dev,identical,True,200,200,0,True,False,False,200,0,False,1.0,,,0.9705882352941176,0.30434782608695654
4gqcc_4gqcb,500,True,dev,identical,True,500,500,0,True,False,False,500,0,False,1.0,,,0.9705882352941176,0.391304347826087
4h2aa_3j9ca,10,True,dev,identical,True,9,0,0,False,False,False,0,0,False,,,,0.09523809523809523,0.0
4h2aa_3j9ca,25,True,dev,identical,True,24,0,0,False,False,False,0,0,False,,,,0.09523809523809523,0.0
4h2aa_3j9ca,50,True,dev,identical,True,46,0,0,False,False,False,0,0,False,,,,0.14285714285714285,0.0
4h2aa_3j9ca,100,True,dev,identical,True,95,0,0,False,False,False,0,0,False,,,,0.19047619047619047,0.05
4h2aa_3j9ca,200,True,dev,identical,True,194,0,0,False,False,False,0,0,False,,,,0.23809523809523808,0.2
4h2aa_3j9ca,500,True,dev,identical,True,485,1,1,True,True,True,0,0,False,446.0,201.0,446.0,0.2857142857142857,0.25
4j3of_2jmra,10,False,test,identical,True,7,1,1,True,True,True,0,0,False,6.0,1.0,6.0,0.42857142857142855,0.3333333333333333
4j3of_2jmra,25,False,test,identical,True,20,2,2,True,True,True,0,0,False,6.0,1.0,6.0,0.42857142857142855,0.3333333333333333
4j3of_2jmra,50,False,test,identical,True,38,2,6,True,True,True,0,0,False,6.0,1.0,6.0,0.42857142857142855,0.3333333333333333
4j3of_2jmra,100,False,test,identical,True,82,7,14,True,True,True,0,0,False,6.0,1.0,6.0,0.42857142857142855,0.3333333333333333
4j3of_2jmra,200,False,test,identical,True,165,9,27,True,True,True,0,0,False,6.0,1.0,6.0,0.42857142857142855,0.3333333333333333
4j3of_2jmra,500,False,test,identical,True,414,33,68,True,True,True,2,3,True,6.0,1.0,6.0,0.5714285714285714,0.5
4jphb_5hk5h,10,False,test,identical,True,7,0,0,False,False,False,0,0,False,,,,0.07142857142857142,0.0
4jphb_5hk5h,25,False,test,identical,True,14,1,0,True,False,False,0,0,False,16.0,,,0.35714285714285715,0.0
4jphb_5hk5h,50,False,test,identical,True,33,1,0,True,False,False,0,0,False,16.0,,,0.35714285714285715,0.0
4jphb_5hk5h,100,False,test,identical,True,70,1,3,True,True,True,0,1,False,16.0,51.0,51.0,0.35714285714285715,0.5
4jphb_5hk5h,200,False,test,identical,True,136,1,4,True,True,True,0,1,False,16.0,51.0,51.0,0.35714285714285715,0.5
4jphb_5hk5h,500,False,test,identical,True,352,2,10,True,True,True,0,4,False,16.0,51.0,51.0,0.35714285714285715,0.5
4nc9c_4n9wa,10,True,dev,identical,True,10,0,0,False,False,False,0,0,False,,,,0.14285714285714285,0.23076923076923078
4nc9c_4n9wa,25,True,dev,identical,True,25,0,1,False,True,False,0,0,False,,23.0,,0.14285714285714285,0.3076923076923077
4nc9c_4n9wa,50,True,dev,identical,True,50,0,1,False,True,False,0,0,False,,23.0,,0.14285714285714285,0.3076923076923077
4nc9c_4n9wa,100,True,dev,identical,True,100,0,1,False,True,False,0,0,False,,23.0,,0.14285714285714285,0.3076923076923077
4nc9c_4n9wa,200,True,dev,identical,True,200,0,1,False,True,False,0,0,False,,23.0,,0.19047619047619047,0.3076923076923077
4nc9c_4n9wa,500,True,dev,identical,True,500,0,3,False,True,False,0,0,False,,23.0,,0.19047619047619047,0.3076923076923077
4o0pa_4o01d,10,True,test,identical,False,10,0,0,False,False,False,0,0,False,,,,0.10526315789473684,0.05
4o0pa_4o01d,25,True,test,identical,False,23,0,0,False,False,False,0,0,False,,,,0.10526315789473684,0.05
4o0pa_4o01d,50,True,test,identical,False,45,0,0,False,False,False,0,0,False,,,,0.10526315789473684,0.05
4o0pa_4o01d,100,True,test,identical,False,87,0,0,False,False,False,0,0,False,,,,0.15789473684210525,0.15
4o0pa_4o01d,200,True,test,identical,False,165,0,0,False,False,False,0,0,False,,,,0.15789473684210525,0.2
4o0pa_4o01d,500,True,test,identical,False,415,0,0,False,False,False,0,0,False,,,,0.21052631578947367,0.2
4ow6b_4ae0a,10,True,dev,identical,False,10,0,1,False,True,False,0,0,False,,1.0,,0.0,0.3157894736842105
4ow6b_4ae0a,25,True,dev,identical,False,25,0,2,False,True,False,0,0,False,,1.0,,0.09090909090909091,0.3157894736842105
4ow6b_4ae0a,50,True,dev,identical,False,48,0,2,False,True,False,0,0,False,,1.0,,0.18181818181818182,0.3157894736842105
4ow6b_4ae0a,100,True,dev,identical,False,97,0,4,False,True,False,0,0,False,,1.0,,0.18181818181818182,0.3157894736842105
4ow6b_4ae0a,200,True,dev,identical,False,196,0,7,False,True,False,0,0,False,,1.0,,0.18181818181818182,0.3157894736842105
4ow6b_4ae0a,500,True,dev,identical,False,487,0,14,False,True,False,0,0,False,,1.0,,0.18181818181818182,0.3684210526315789
4phqa_2wcdx,10,False,test,identical,False,9,0,0,False,False,False,0,0,False,,,,0.1875,0.0
4phqa_2wcdx,25,False,test,identical,False,18,1,1,True,True,True,0,1,False,14.0,20.0,20.0,0.3125,0.6666666666666666
4phqa_2wcdx,50,False,test,identical,False,36,1,1,True,True,True,0,1,False,14.0,20.0,20.0,0.3125,0.6666666666666666
4phqa_2wcdx,100,False,test,identical,False,70,1,2,True,True,True,0,1,False,14.0,20.0,20.0,0.3125,0.6666666666666666
4phqa_2wcdx,200,False,test,identical,False,148,4,4,True,True,True,0,1,False,14.0,20.0,20.0,0.375,0.6666666666666666
4phqa_2wcdx,500,False,test,identical,False,353,5,12,True,True,True,0,1,False,14.0,20.0,20.0,0.375,0.6666666666666666
4pyia_4pyja,10,True,test,identical,True,8,4,0,True,False,False,3,0,False,2.0,,,0.7,0.0
4pyia_4pyja,25,True,test,identical,True,23,13,0,True,False,False,7,0,False,2.0,,,0.75,0.15789473684210525
4pyia_4pyja,50,True,test,identical,True,45,23,0,True,False,False,12,0,False,2.0,,,0.75,0.21052631578947367
4pyia_4pyja,100,True,test,identical,True,87,37,0,True,False,False,17,0,False,2.0,,,0.775,0.21052631578947367
4pyia_4pyja,200,True,test,identical,True,182,75,1,True,True,True,40,0,False,2.0,132.0,132.0,0.775,0.3157894736842105
4pyia_4pyja,500,True,test,identical,True,464,189,1,True,True,True,96,0,False,2.0,132.0,132.0,0.775,0.3157894736842105
4qhfa_4qhha,10,True,dev,identical,True,10,9,0,True,False,False,4,0,False,1.0,,,0.7407407407407407,0.06666666666666667
4qhfa_4qhha,25,True,dev,identical,True,25,20,0,True,False,False,14,0,False,1.0,,,0.7777777777777778,0.2
4qhfa_4qhha,50,True,dev,identical,True,50,42,0,True,False,False,31,0,False,1.0,,,0.8148148148148148,0.2
4qhfa_4qhha,100,True,dev,identical,True,100,83,0,True,False,False,50,0,False,1.0,,,0.8518518518518519,0.2
4qhfa_4qhha,200,True,dev,identical,True,200,157,0,True,False,False,92,0,False,1.0,,,0.8518518518518519,0.2
4qhfa_4qhha,500,True,dev,identical,True,500,392,1,True,True,True,201,0,False,1.0,275.0,275.0,0.8888888888888888,0.26666666666666666
4rmbb_4rmba,10,False,test,identical,True,9,0,1,False,True,False,0,1,False,,5.0,,0.0,0.5
4rmbb_4rmba,25,False,test,identical,True,23,0,5,False,True,False,0,5,False,,5.0,,0.0,1.0
4rmbb_4rmba,50,False,test,identical,True,40,1,6,True,True,True,1,6,True,50.0,5.0,50.0,0.5,1.0
4rmbb_4rmba,100,False,test,identical,True,82,2,11,True,True,True,2,11,True,50.0,5.0,50.0,0.5,1.0
4rmbb_4rmba,200,False,test,identical,True,164,6,23,True,True,True,6,23,True,50.0,5.0,50.0,0.5,1.0
4rmbb_4rmba,500,False,test,identical,True,423,25,53,True,True,True,25,53,True,50.0,5.0,50.0,0.5,1.0
4rwna_4rwqb,10,True,dev,identical,True,10,9,0,True,False,False,9,0,False,1.0,,,0.71875,0.35
4rwna_4rwqb,25,True,dev,identical,True,25,24,0,True,False,False,21,0,False,1.0,,,0.75,0.35
4rwna_4rwqb,50,True,dev,identical,True,50,49,0,True,False,False,44,0,False,1.0,,,0.75,0.35
4rwna_4rwqb,100,True,dev,identical,True,100,98,0,True,False,False,84,0,False,1.0,,,0.75,0.35
4rwna_4rwqb,200,True,dev,identical,True,200,198,0,True,False,False,170,0,False,1.0,,,0.75,0.4
4rwna_4rwqb,500,True,dev,identical,True,500,496,0,True,False,False,433,0,False,1.0,,,0.78125,0.4
4uv2d_4q79f,10,False,dev,identical,False,0,0,0,False,False,False,0,0,False,,,,,
4uv2d_4q79f,25,False,dev,identical,False,0,0,0,False,False,False,0,0,False,,,,,
4uv2d_4q79f,50,False,dev,identical,False,0,0,0,False,False,False,0,0,False,,,,,
4uv2d_4q79f,100,False,dev,identical,False,0,0,0,False,False,False,0,0,False,,,,,
4uv2d_4q79f,200,False,dev,identical,False,0,0,0,False,False,False,0,0,False,,,,,
4uv2d_4q79f,500,False,dev,identical,False,1,1,0,True,False,False,1,0,False,351.0,,,1.0,0.0
4y0mj_4xwsd,10,True,test,identical,False,10,3,0,True,False,False,2,0,False,1.0,,,0.5384615384615384,0.5
4y0mj_4xwsd,25,True,test,identical,False,25,5,3,True,True,True,2,1,True,1.0,18.0,18.0,0.5384615384615384,0.5
4y0mj_4xwsd,50,True,test,identical,False,50,15,6,True,True,True,5,3,True,1.0,18.0,18.0,0.6153846153846154,0.5
4y0mj_4xwsd,100,True,test,identical,False,100,36,7,True,True,True,12,3,True,1.0,18.0,18.0,0.6153846153846154,0.5
4y0mj_4xwsd,200,True,test,identical,False,200,76,22,True,True,True,29,5,True,1.0,18.0,18.0,0.7692307692307693,0.5
4y0mj_4xwsd,500,True,test,identical,False,500,189,81,True,True,True,65,25,True,1.0,18.0,18.0,0.7692307692307693,0.5625
4ydqb_4twaa,10,True,test,identical,True,10,8,0,True,False,False,2,0,False,1.0,,,0.55,0.18518518518518517
4ydqb_4twaa,25,True,test,identical,True,25,22,0,True,False,False,4,0,False,1.0,,,0.55,0.2222222222222222
4ydqb_4twaa,50,True,test,identical,True,50,43,0,True,False,False,7,0,False,1.0,,,0.55,0.2222222222222222
4ydqb_4twaa,100,True,test,identical,True,100,86,0,True,False,False,18,0,False,1.0,,,0.625,0.2222222222222222
4ydqb_4twaa,200,True,test,identical,True,200,178,0,True,False,False,35,0,False,1.0,,,0.625,0.25925925925925924
4ydqb_4twaa,500,True,test,identical,True,500,433,0,True,False,False,96,0,False,1.0,,,0.675,0.25925925925925924
4yhdg_7ahle,10,True,dev,identical,False,10,0,0,False,False,False,0,0,False,,,,0.06779661016949153,0.2
4yhdg_7ahle,25,True,dev,identical,False,25,0,0,False,False,False,0,0,False,,,,0.06779661016949153,0.2
4yhdg_7ahle,50,True,dev,identical,False,50,0,0,False,False,False,0,0,False,,,,0.0847457627118644,0.2
4yhdg_7ahle,100,True,dev,identical,False,100,0,1,False,True,False,0,0,False,,67.0,,0.1016949152542373,0.26666666666666666
4yhdg_7ahle,200,True,dev,identical,False,200,0,2,False,True,False,0,0,False,,67.0,,0.11864406779661017,0.3333333333333333
4yhdg_7ahle,500,True,dev,identical,False,500,0,5,False,True,False,0,0,False,,67.0,,0.13559322033898305,0.4
4zrbc_4zrbh,10,False,test,identical,True,10,0,8,False,True,False,0,1,False,,1.0,,0.0,0.5833333333333334
4zrbc_4zrbh,25,False,test,identical,True,25,1,18,True,True,True,0,1,False,19.0,1.0,19.0,0.3333333333333333,0.5833333333333334
4zrbc_4zrbh,50,False,test,identical,True,50,1,37,True,True,True,0,2,False,19.0,1.0,19.0,0.3333333333333333,0.5833333333333334
4zrbc_4zrbh,100,False,test,identical,True,100,6,70,True,True,True,0,8,False,19.0,1.0,19.0,0.3333333333333333,0.5833333333333334
4zrbc_4zrbh,200,False,test,identical,True,200,6,147,True,True,True,0,20,False,19.0,1.0,19.0,0.3333333333333333,0.5833333333333334
4zrbc_4zrbh,500,False,test,identical,True,500,14,345,True,True,True,0,48,False,19.0,1.0,19.0,0.3333333333333333,0.6666666666666666
5aoeb_5ly6b,10,True,dev,identical,False,10,6,0,True,False,False,0,0,False,1.0,,,0.36231884057971014,0.2125
5aoeb_5ly6b,25,True,dev,identical,False,25,11,0,True,False,False,0,0,False,1.0,,,0.36231884057971014,0.2125
5aoeb_5ly6b,50,True,dev,identical,False,50,21,0,True,False,False,0,0,False,1.0,,,0.36231884057971014,0.2125
5aoeb_5ly6b,100,True,dev,identical,False,100,45,0,True,False,False,0,0,False,1.0,,,0.391304347826087,0.2625
5aoeb_5ly6b,200,True,dev,identical,False,200,107,0,True,False,False,0,0,False,1.0,,,0.4420289855072464,0.2625
5aoeb_5ly6b,500,True,dev,identical,False,500,264,0,True,False,False,0,0,False,1.0,,,0.4420289855072464,0.2625
5c1va_5c1vb,10,True,test,identical,True,10,10,0,True,False,False,10,0,False,1.0,,,0.6666666666666666,0.05555555555555555
5c1va_5c1vb,25,True,test,identical,True,25,24,0,True,False,False,24,0,False,1.0,,,0.7142857142857143,0.05555555555555555
5c1va_5c1vb,50,True,test,identical,True,50,49,0,True,False,False,46,0,False,1.0,,,0.7142857142857143,0.08333333333333333
5c1va_5c1vb,100,True,test,identical,True,100,99,0,True,False,False,93,0,False,1.0,,,0.7380952380952381,0.08333333333333333
5c1va_5c1vb,200,True,test,identical,True,200,199,0,True,False,False,190,0,False,1.0,,,0.8095238095238095,0.08333333333333333
5c1va_5c1vb,500,True,test,identical,True,500,498,0,True,False,False,470,0,False,1.0,,,0.8095238095238095,0.1111111111111111
5f5rb_5f3ka,10,False,test,identical,True,7,0,4,False,True,False,0,1,False,,3.0,,0.16129032258064516,0.5
5f5rb_5f3ka,25,False,test,identical,True,18,0,8,False,True,False,0,3,False,,3.0,,0.16129032258064516,0.5
5f5rb_5f3ka,50,False,test,identical,True,41,0,13,False,True,False,0,5,False,,3.0,,0.16129032258064516,0.5
5f5rb_5f3ka,100,False,test,identical,True,83,0,23,False,True,False,0,6,False,,3.0,,0.1935483870967742,0.5
5f5rb_5f3ka,200,False,test,identical,True,160,1,49,True,True,True,0,8,False,195.0,3.0,195.0,0.3548387096774194,0.5
5f5rb_5f3ka,500,False,test,identical,True,401,2,125,True,True,True,0,19,False,195.0,3.0,195.0,0.3548387096774194,0.5
5flue_2uy7d,10,False,test,identical,False,10,7,1,True,True,True,5,1,True,2.0,9.0,9.0,0.6666666666666666,0.5
5flue_2uy7d,25,False,test,identical,False,25,14,2,True,True,True,7,1,True,2.0,9.0,9.0,0.6666666666666666,0.5
5flue_2uy7d,50,False,test,identical,False,50,29,4,True,True,True,14,1,True,2.0,9.0,9.0,0.7777777777777778,0.5
5flue_2uy7d,100,False,test,identical,False,99,55,11,True,True,True,25,4,True,2.0,9.0,9.0,0.7777777777777778,0.5833333333333334
5flue_2uy7d,200,False,test,identical,False,199,109,24,True,True,True,50,10,True,2.0,9.0,9.0,0.7777777777777778,0.6666666666666666
5flue_2uy7d,500,False,test,identical,False,493,276,63,True,True,True,145,32,True,2.0,9.0,9.0,0.7777777777777778,0.6666666666666666
5hmga_3ztje,10,True,test,identical,True,10,0,0,False,False,False,0,0,False,,,,0.1111111111111111,0.07142857142857142
5hmga_3ztje,25,True,test,identical,True,25,0,0,False,False,False,0,0,False,,,,0.1111111111111111,0.07142857142857142
5hmga_3ztje,50,True,test,identical,True,50,0,0,False,False,False,0,0,False,,,,0.1111111111111111,0.07142857142857142
5hmga_3ztje,100,True,test,identical,True,100,0,0,False,False,False,0,0,False,,,,0.16666666666666666,0.14285714285714285
5hmga_3ztje,200,True,test,identical,True,200,0,0,False,False,False,0,0,False,,,,0.16666666666666666,0.14285714285714285
5hmga_3ztje,500,True,test,identical,True,500,0,0,False,False,False,0,0,False,,,,0.16666666666666666,0.14285714285714285
5i2ma_5i2sa,10,True,test,identical,True,7,0,0,False,False,False,0,0,False,,,,0.05714285714285714,0.027777777777777776
5i2ma_5i2sa,25,True,test,identical,True,22,0,0,False,False,False,0,0,False,,,,0.05714285714285714,0.05555555555555555
5i2ma_5i2sa,50,True,test,identical,True,47,0,0,False,False,False,0,0,False,,,,0.05714285714285714,0.05555555555555555
5i2ma_5i2sa,100,True,test,identical,True,91,0,0,False,False,False,0,0,False,,,,0.05714285714285714,0.05555555555555555
5i2ma_5i2sa,200,True,test,identical,True,180,0,0,False,False,False,0,0,False,,,,0.05714285714285714,0.1111111111111111
5i2ma_5i2sa,500,True,test,identical,True,445,0,0,False,False,False,0,0,False,,,,0.11428571428571428,0.1111111111111111
5jyta_2qkee,10,False,test,homolog,False,10,9,0,True,False,False,9,0,False,1.0,,,0.8292682926829268,0.10256410256410256
5jyta_2qkee,25,False,test,homolog,False,25,23,0,True,False,False,21,0,False,1.0,,,0.8292682926829268,0.10256410256410256
5jyta_2qkee,50,False,test,homolog,False,50,47,0,True,False,False,40,0,False,1.0,,,0.8536585365853658,0.10256410256410256
5jyta_2qkee,100,False,test,homolog,False,100,94,0,True,False,False,76,0,False,1.0,,,0.8780487804878049,0.15384615384615385
5jyta_2qkee,200,False,test,homolog,False,200,190,0,True,False,False,146,0,False,1.0,,,0.8780487804878049,0.15384615384615385
5jyta_2qkee,500,False,test,homolog,False,500,475,0,True,False,False,371,0,False,1.0,,,0.8780487804878049,0.15384615384615385
5jzha_5jztg,10,True,test,identical,False,10,0,1,False,True,False,0,0,False,,10.0,,0.10810810810810811,0.3225806451612903
5jzha_5jztg,25,True,test,identical,False,25,0,3,False,True,False,0,0,False,,10.0,,0.22972972972972974,0.3225806451612903
5jzha_5jztg,50,True,test,identical,False,50,0,5,False,True,False,0,0,False,,10.0,,0.22972972972972974,0.3225806451612903
5jzha_5jztg,100,True,test,identical,False,100,0,8,False,True,False,0,0,False,,10.0,,0.22972972972972974,0.41935483870967744
5jzha_5jztg,200,True,test,identical,False,200,1,19,True,True,True,0,0,False,170.0,10.0,170.0,0.3108108108108108,0.45161290322580644
5jzha_5jztg,500,True,test,identical,False,500,2,46,True,True,True,0,0,False,170.0,10.0,170.0,0.33783783783783783,0.45161290322580644
5keqf_1dzla,10,False,dev,identical,False,10,0,2,False,True,False,0,2,False,,6.0,,0.0,0.5714285714285714
5keqf_1dzla,25,False,dev,identical,False,25,0,4,False,True,False,0,2,False,,6.0,,0.0,0.5714285714285714
5keqf_1dzla,50,False,dev,identical,False,50,0,9,False,True,False,0,4,False,,6.0,,0.0,0.5714285714285714
5keqf_1dzla,100,False,dev,identical,False,100,4,15,True,True,True,2,5,True,69.0,6.0,69.0,0.75,0.5714285714285714
5keqf_1dzla,200,False,dev,identical,False,196,7,29,True,True,True,2,7,True,69.0,6.0,69.0,0.75,0.5714285714285714
5keqf_1dzla,500,False,dev,identical,False,484,20,71,True,True,True,5,12,True,69.0,6.0,69.0,0.75,0.7142857142857143
5l35d_5l35g,10,True,test,identical,True,10,9,0,True,False,False,3,0,False,1.0,,,0.6,0.05263157894736842
5l35d_5l35g,25,True,test,identical,True,25,24,0,True,False,False,10,0,False,1.0,,,0.6666666666666666,0.05263157894736842
5l35d_5l35g,50,True,test,identical,True,50,47,0,True,False,False,17,0,False,1.0,,,0.6666666666666666,0.05263157894736842
5l35d_5l35g,100,True,test,identical,True,99,94,0,True,False,False,31,0,False,1.0,,,0.7333333333333333,0.15789473684210525
5l35d_5l35g,200,True,test,identical,True,196,189,0,True,False,False,65,0,False,1.0,,,0.7333333333333333,0.15789473684210525
5l35d_5l35g,500,True,test,identical,True,487,469,0,True,False,False,157,0,False,1.0,,,0.8,0.15789473684210525
6c6sd_2ougc,10,True,test,identical,True,10,6,0,True,False,False,6,0,False,1.0,,,0.7241379310344828,0.075
6c6sd_2ougc,25,True,test,identical,True,25,16,0,True,False,False,12,0,False,1.0,,,0.7241379310344828,0.1
6c6sd_2ougc,50,True,test,identical,True,50,33,0,True,False,False,25,0,False,1.0,,,0.7241379310344828,0.1
6c6sd_2ougc,100,True,test,identical,True,100,74,0,True,False,False,55,0,False,1.0,,,0.7931034482758621,0.1
6c6sd_2ougc,200,True,test,identical,True,200,158,0,True,False,False,121,0,False,1.0,,,0.7931034482758621,0.125
6c6sd_2ougc,500,True,test,identical,True,500,354,0,True,False,False,269,0,False,1.0,,,0.7931034482758621,0.125
