pair_id,method,rank,candidate_id,source_arm,split,primary,tier,seq_class,L,n_pred,n_pred_fs,finished,recall_a,recall_b,phi,recall_a_fs,recall_b_fs,phi_fs,recall_shared,precision_union
1nrjb_2gedb,branch20,13,branch20:74,branch20,test,True,B,identical,191,177,32,True,0.5918367346938775,0.1891891891891892,0.40264754550468834,0.7419354838709677,0.0,0.7419354838709677,0.40816326530612246,0.4293785310734463
1nrjb_2gedb,branch20,14,root:34,root,test,True,B,identical,191,178,39,True,0.6938775510204082,0.2972972972972973,0.39658025372311084,0.8387096774193549,0.0,0.8387096774193549,0.5204081632653061,0.5393258426966292
1nrjb_2gedb,branch20,15,root:9,root,test,True,B,identical,191,170,36,True,0.6122448979591837,0.1891891891891892,0.4230557087699945,0.8387096774193549,0.0,0.8387096774193549,0.4387755102040816,0.47058823529411764
1nrjb_2gedb,branch20,16,root:19,root,test,True,B,identical,191,159,33,True,0.4897959183673469,0.32432432432432434,0.16547159404302259,0.6774193548387096,0.0,0.6774193548387096,0.4387755102040816,0.4968553459119497
1nrjb_2gedb,branch5,1,branch5:50,branch5,test,True,B,identical,191,145,34,True,0.673469387755102,0.2972972972972973,0.3761720904578047,0.9032258064516129,0.0,0.9032258064516129,0.5612244897959183,0.6827586206896552
1nrjb_2gedb,branch5,2,root:85,root,test,True,B,identical,191,157,30,True,0.6938775510204082,0.24324324324324326,0.4506343077771649,0.8064516129032258,0.0,0.8064516129032258,0.40816326530612246,0.5286624203821656
1nrjb_2gedb,branch5,3,root:50,root,test,True,B,identical,191,165,35,True,0.6122448979591837,0.13513513513513514,0.47710976282404854,0.7419354838709677,0.0,0.7419354838709677,0.4387755102040816,0.4727272727272727
1nrjb_2gedb,branch5,4,branch5:36,branch5,test,True,B,identical,191,161,26,True,0.5306122448979592,0.21621621621621623,0.314396028681743,0.6451612903225806,0.0,0.6451612903225806,0.47959183673469385,0.5031055900621118
1nrjb_2gedb,branch5,5,branch5:87,branch5,test,True,B,identical,191,148,33,True,0.5918367346938775,0.2972972972972973,0.29453943739658023,0.7096774193548387,0.0,0.7096774193548387,0.4387755102040816,0.5608108108108109
1nrjb_2gedb,branch5,6,branch5:83,branch5,test,True,B,identical,191,168,39,True,0.5306122448979592,0.24324324324324326,0.28736900165471596,0.7096774193548387,0.0,0.7096774193548387,0.4489795918367347,0.47023809523809523
1nrjb_2gedb,branch5,7,branch5:17,branch5,test,True,B,identical,191,175,39,True,0.6122448979591837,0.21621621621621623,0.39602868174296746,0.7096774193548387,0.07142857142857142,0.6382488479262673,0.47959183673469385,0.4857142857142857
1nrjb_2gedb,branch5,8,branch5:22,branch5,test,True,B,identical,191,168,27,True,0.4489795918367347,0.24324324324324326,0.20573634859349144,0.5161290322580645,0.0,0.5161290322580645,0.47959183673469385,0.4642857142857143
1nrjb_2gedb,branch5,9,root:26,root,test,True,B,identical,191,167,45,True,0.5714285714285714,0.21621621621621623,0.35521235521235517,0.8387096774193549,0.0,0.8387096774193549,0.42857142857142855,0.46706586826347307
1nrjb_2gedb,branch5,10,branch5:33,branch5,test,True,B,identical,191,155,36,True,0.5918367346938775,0.21621621621621623,0.3756205184776613,0.7096774193548387,0.0,0.7096774193548387,0.5204081632653061,0.567741935483871
1nrjb_2gedb,branch5,11,branch5:12,branch5,test,True,B,identical,191,161,32,True,0.6326530612244898,0.24324324324324326,0.3894098179812466,0.8387096774193549,0.0,0.8387096774193549,0.46938775510204084,0.5341614906832298
1nrjb_2gedb,branch5,12,root:10,root,test,True,B,identical,191,156,27,True,0.4489795918367347,0.21621621621621623,0.23276337562051846,0.5806451612903226,0.0,0.5806451612903226,0.4387755102040816,0.46794871794871795
1nrjb_2gedb,branch5,13,branch5:99,branch5,test,True,B,identical,191,166,38,True,0.5102040816326531,0.1891891891891892,0.3210148924434639,0.6451612903225806,0.0,0.6451612903225806,0.46938775510204084,0.46987951807228917
1nrjb_2gedb,branch5,14,root:70,root,test,True,B,identical,191,160,37,True,0.5306122448979592,0.16216216216216217,0.36845008273579705,0.6774193548387096,0.0,0.6774193548387096,0.4387755102040816,0.46875
1nrjb_2gedb,branch5,15,root:5,root,test,True,B,identical,191,162,31,True,0.5510204081632653,0.16216216216216217,0.3888582460011031,0.6774193548387096,0.0,0.6774193548387096,0.46938775510204084,0.4876543209876543
1nrjb_2gedb,branch5,16,branch5:29,branch5,test,True,B,identical,191,147,29,True,0.6122448979591837,0.1891891891891892,0.4230557087699945,0.7741935483870968,0.0,0.7741935483870968,0.42857142857142855,0.5374149659863946
1nrjb_2gedb,iid,1,iid:68,iid,test,True,B,identical,191,153,33,True,0.6530612244897959,0.2972972972972973,0.35576392719249855,0.8387096774193549,0.0,0.8387096774193549,0.5612244897959183,0.6405228758169934
1nrjb_2gedb,iid,2,root:10,root,test,True,B,identical,191,156,27,True,0.4489795918367347,0.21621621621621623,0.23276337562051846,0.5806451612903226,0.0,0.5806451612903226,0.4387755102040816,0.46794871794871795
1nrjb_2gedb,iid,3,root:5,root,test,True,B,identical,191,162,31,True,0.5510204081632653,0.16216216216216217,0.3888582460011031,0.6774193548387096,0.0,0.6774193548387096,0.46938775510204084,0.4876543209876543
1nrjb_2gedb,iid,4,root:57,root,test,True,B,identical,191,150,38,True,0.5306122448979592,0.16216216216216217,0.36845008273579705,0.7096774193548387,0.0,0.7096774193548387,0.3979591836734694,0.47333333333333333
1nrjb_2gedb,iid,5,root:88,root,test,True,B,identical,191,150,29,True,0.5510204081632653,0.2972972972972973,0.25372311086596794,0.7741935483870968,0.0,0.7741935483870968,0.42857142857142855,0.5333333333333333
1nrjb_2gedb,iid,6,iid:85,iid,test,True,B,identical,191,160,29,True,0.5510204081632653,0.24324324324324326,0.307777164920022,0.6774193548387096,0.0,0.6774193548387096,0.4387755102040816,0.49375
1nrjb_2gedb,iid,7,iid:76,iid,test,True,B,identical,191,156,37,True,0.6326530612244898,0.24324324324324326,0.3894098179812466,0.9032258064516129,0.0,0.9032258064516129,0.42857142857142855,0.5256410256410257
1nrjb_2gedb,iid,8,iid:70,iid,test,True,B,identical,191,170,34,True,0.5918367346938775,0.24324324324324326,0.3485934914506343,0.7096774193548387,0.0,0.7096774193548387,0.5,0.5117647058823529
1nrjb_2gedb,iid,9,iid:81,iid,test,True,B,identical,191,145,28,True,0.5714285714285714,0.21621621621621623,0.35521235521235517,0.7419354838709677,0.0,0.7419354838709677,0.5204081632653061,0.6
1nrjb_2gedb,iid,10,root:41,root,test,True,B,identical,191,154,35,True,0.6530612244897959,0.24324324324324326,0.4098179812465526,0.8709677419354839,0.0,0.8709677419354839,0.46938775510204084,0.564935064935065
1nrjb_2gedb,iid,11,iid:86,iid,test,True,B,identical,191,157,37,True,0.7346938775510204,0.2702702702702703,0.46442360728075016,0.8709677419354839,0.0,0.8709677419354839,0.47959183673469385,0.5923566878980892
1nrjb_2gedb,iid,12,root:23,root,test,True,B,identical,191,161,28,True,0.5918367346938775,0.24324324324324326,0.3485934914506343,0.7096774193548387,0.0,0.7096774193548387,0.4897959183673469,0.5341614906832298
1nrjb_2gedb,iid,13,root:9,root,test,True,B,identical,191,170,36,True,0.6122448979591837,0.1891891891891892,0.4230557087699945,0.8387096774193549,0.0,0.8387096774193549,0.4387755102040816,0.47058823529411764
1nrjb_2gedb,iid,14,iid:95,iid,test,True,B,identical,191,157,34,True,0.5714285714285714,0.2972972972972973,0.2741312741312741,0.6774193548387096,0.0,0.6774193548387096,0.46938775510204084,0.5414012738853503
1nrjb_2gedb,iid,15,root:38,root,test,True,B,identical,191,153,27,True,0.5306122448979592,0.16216216216216217,0.36845008273579705,0.6774193548387096,0.0,0.6774193548387096,0.40816326530612246,0.47058823529411764
1nrjb_2gedb,iid,16,iid:54,iid,test,True,B,identical,191,163,33,True,0.6122448979591837,0.32432432432432434,0.28792057363485934,0.7741935483870968,0.0,0.7741935483870968,0.47959183673469385,0.5460122699386503
1nrjb_2gedb,random,1,random:1,random,test,True,B,identical,191,151,37,True,0.6530612244897959,0.2702702702702703,0.3827909542195256,0.8709677419354839,0.0,0.8709677419354839,0.5,0.6026490066225165
1nrjb_2gedb,random,2,random:83,random,test,True,B,identical,191,154,26,True,0.5102040816326531,0.21621621621621623,0.29398786541643684,0.5806451612903226,0.0,0.5806451612903226,0.5102040816326531,0.538961038961039
1nrjb_2gedb,random,3,random:25,random,test,True,B,identical,191,147,32,True,0.5714285714285714,0.24324324324324326,0.32818532818532814,0.7419354838709677,0.0,0.7419354838709677,0.3877551020408163,0.5102040816326531
1nrjb_2gedb,random,4,random:49,random,test,True,B,identical,191,144,31,True,0.6530612244897959,0.16216216216216217,0.4908990623276337,0.7741935483870968,0.0,0.7741935483870968,0.42857142857142855,0.5555555555555556
1nrjb_2gedb,random,5,random:32,random,test,True,B,identical,191,142,30,True,0.46938775510204084,0.24324324324324326,0.22614451185879758,0.5483870967741935,0.0,0.5483870967741935,0.46938775510204084,0.5492957746478874
1nrjb_2gedb,random,6,root:8,root,test,True,B,identical,191,151,33,True,0.46938775510204084,0.16216216216216217,0.30722559293987867,0.6129032258064516,0.0,0.6129032258064516,0.41836734693877553,0.46357615894039733
1nrjb_2gedb,random,7,root:32,root,test,True,B,identical,191,158,35,True,0.6122448979591837,0.1891891891891892,0.4230557087699945,0.8064516129032258,0.0,0.8064516129032258,0.45918367346938777,0.5189873417721519
1nrjb_2gedb,random,8,root:22,root,test,True,B,identical,191,160,37,True,0.6122448979591837,0.16216216216216217,0.4500827357970215,0.7741935483870968,0.0,0.7741935483870968,0.4897959183673469,0.525
1nrjb_2gedb,random,9,random:38,random,test,True,B,identical,191,128,24,True,0.5714285714285714,0.16216216216216217,0.4092664092664092,0.6451612903225806,0.0,0.6451612903225806,0.45918367346938777,0.6171875
1nrjb_2gedb,random,10,root:21,root,test,True,B,identical,191,156,33,True,0.6122448979591837,0.2972972972972973,0.3149476006618864,0.8064516129032258,0.0,0.8064516129032258,0.46938775510204084,0.5576923076923077
1nrjb_2gedb,random,11,root:44,root,test,True,B,identical,191,160,30,True,0.5714285714285714,0.24324324324324326,0.32818532818532814,0.6774193548387096,0.0,0.6774193548387096,0.5408163265306123,0.5625
1nrjb_2gedb,random,12,root:69,root,test,True,B,identical,191,149,35,True,0.5714285714285714,0.2702702702702703,0.3011583011583011,0.7419354838709677,0.0,0.7419354838709677,0.47959183673469385,0.5704697986577181
1nrjb_2gedb,random,13,random:30,random,test,True,B,identical,191,163,34,True,0.5918367346938775,0.21621621621621623,0.3756205184776613,0.6451612903225806,0.0,0.6451612903225806,0.46938775510204084,0.50920245398773
1nrjb_2gedb,random,14,random:6,random,test,True,B,identical,191,164,36,True,0.5714285714285714,0.21621621621621623,0.35521235521235517,0.7419354838709677,0.0,0.7419354838709677,0.5816326530612245,0.5670731707317073
1nrjb_2gedb,random,15,random:93,random,test,True,B,identical,191,151,35,True,0.6122448979591837,0.1891891891891892,0.4230557087699945,0.7741935483870968,0.0,0.7741935483870968,0.5,0.5695364238410596
1nrjb_2gedb,random,16,root:94,root,test,True,B,identical,191,167,29,True,0.5714285714285714,0.32432432432432434,0.24710424710424705,0.7741935483870968,0.0,0.7741935483870968,0.5918367346938775,0.5868263473053892
1nrjb_2gedb,temp,1,root:89,root,test,True,B,identical,191,156,32,True,0.6326530612244898,0.2972972972972973,0.3353557639271925,0.8064516129032258,0.0,0.8064516129032258,0.5408163265306123,0.6089743589743589
1nrjb_2gedb,temp,2,root:28,root,test,True,B,identical,191,171,42,True,0.5510204081632653,0.16216216216216217,0.3888582460011031,0.6774193548387096,0.0,0.6774193548387096,0.3979591836734694,0.42105263157894735
1nrjb_2gedb,temp,3,root:16,root,test,True,B,identical,191,158,27,True,0.5714285714285714,0.21621621621621623,0.35521235521235517,0.6451612903225806,0.0,0.6451612903225806,0.4897959183673469,0.5316455696202531
1nrjb_2gedb,temp,4,root:66,root,test,True,B,identical,191,165,37,True,0.673469387755102,0.24324324324324326,0.43022614451185875,0.8709677419354839,0.0,0.8709677419354839,0.45918367346938777,0.5272727272727272
1nrjb_2gedb,temp,5,root:61,root,test,True,B,identical,191,165,39,True,0.6326530612244898,0.21621621621621623,0.4164368450082736,0.7419354838709677,0.0,0.7419354838709677,0.5102040816326531,0.5393939393939394
1nrjb_2gedb,temp,6,root:68,root,test,True,B,identical,191,163,36,True,0.6326530612244898,0.1891891891891892,0.44346387203530063,0.8064516129032258,0.0,0.8064516129032258,0.42857142857142855,0.49079754601226994
1nrjb_2gedb,temp,7,root:71,root,test,True,B,identical,191,159,36,True,0.6530612244897959,0.1891891891891892,0.46387203530060667,0.8064516129032258,0.0,0.8064516129032258,0.4387755102040816,0.5157232704402516
1nrjb_2gedb,temp,8,root:50,root,test,True,B,identical,191,165,35,True,0.6122448979591837,0.13513513513513514,0.47710976282404854,0.7419354838709677,0.0,0.7419354838709677,0.4387755102040816,0.4727272727272727
1nrjb_2gedb,temp,9,root:2,root,test,True,B,identical,191,151,32,True,0.5510204081632653,0.13513513513513514,0.4158852730281301,0.6451612903225806,0.0,0.6451612903225806,0.5918367346938775,0.5960264900662252
1nrjb_2gedb,temp,10,root:23,root,test,True,B,identical,191,161,28,True,0.5918367346938775,0.24324324324324326,0.3485934914506343,0.7096774193548387,0.0,0.7096774193548387,0.4897959183673469,0.5341614906832298
1nrjb_2gedb,temp,11,root:46,root,test,True,B,identical,191,150,31,True,0.5306122448979592,0.2702702702702703,0.26034197462768893,0.6774193548387096,0.0,0.6774193548387096,0.5102040816326531,0.5733333333333334
1nrjb_2gedb,temp,12,root:19,root,test,True,B,identical,191,159,33,True,0.4897959183673469,0.32432432432432434,0.16547159404302259,0.6774193548387096,0.0,0.6774193548387096,0.4387755102040816,0.4968553459119497
1nrjb_2gedb,temp,13,root:45,root,test,True,B,identical,191,160,30,True,0.5714285714285714,0.2972972972972973,0.2741312741312741,0.7419354838709677,0.0,0.7419354838709677,0.673469387755102,0.65625
1nrjb_2gedb,temp,14,root:41,root,test,True,B,identical,191,154,35,True,0.6530612244897959,0.24324324324324326,0.4098179812465526,0.8709677419354839,0.0,0.8709677419354839,0.46938775510204084,0.564935064935065
1nrjb_2gedb,temp,15,root:10,root,test,True,B,identical,191,156,27,True,0.4489795918367347,0.21621621621621623,0.23276337562051846,0.5806451612903226,0.0,0.5806451612903226,0.4387755102040816,0.46794871794871795
1nrjb_2gedb,temp,16,temp:54,temp,test,True,B,identical,191,173,26,True,0.42857142857142855,0.2702702702702703,0.15830115830115826,0.4838709677419355,0.0,0.4838709677419355,0.5816326530612245,0.5086705202312138
1qomb_1noca,branch10,1,branch10:31,branch10,test,True,B,identical,420,276,13,True,0.07407407407407407,0.0449438202247191,0.02913025384935497,0.0,0.0,0.0,0.0683453237410072,0.11231884057971014
1qomb_1noca,branch10,2,root:30,root,test,True,B,identical,420,357,15,True,0.046296296296296294,0.06741573033707865,-0.021119434040782356,0.0,0.0,0.0,0.0539568345323741,0.07282913165266107
1qomb_1noca,branch10,3,branch10:18,branch10,test,True,B,identical,420,340,7,True,0.027777777777777776,0.011235955056179775,0.016541822721598,0.047619047619047616,0.0,0.047619047619047616,0.04316546762589928,0.047058823529411764
1qomb_1noca,branch10,4,branch10:72,branch10,test,True,B,identical,420,409,71,True,0.09259259259259259,0.033707865168539325,0.05888472742405326,0.19047619047619047,0.0,0.19047619047619047,0.046762589928057555,0.06356968215158924
1qomb_1noca,branch10,5,branch10:79,branch10,test,True,B,identical,420,392,41,True,0.018518518518518517,0.02247191011235955,-0.0039533915938410324,0.09523809523809523,0.0,0.09523809523809523,0.06474820143884892,0.05612244897959184
1qomb_1noca,branch10,6,branch10:86,branch10,test,True,B,identical,420,377,47,True,0.08333333333333333,0.011235955056179775,0.07209737827715355,0.09523809523809523,0.0,0.09523809523809523,0.07553956834532374,0.08222811671087533
1qomb_1noca,branch10,7,branch10:4,branch10,test,True,B,identical,420,469,27,True,0.027777777777777776,0.011235955056179775,0.016541822721598,0.0,0.0,0.0,0.08273381294964029,0.057569296375266525
1qomb_1noca,branch10,8,branch10:90,branch10,test,True,B,identical,420,331,21,True,0.018518518518518517,0.06741573033707865,-0.04889721181856013,0.0,0.0,0.0,0.039568345323741004,0.05740181268882175
1qomb_1noca,branch10,9,root:60,root,test,True,B,identical,420,379,11,True,0.027777777777777776,0.033707865168539325,-0.005930087390761549,0.047619047619047616,0.0,0.047619047619047616,0.06474820143884892,0.0633245382585752
1qomb_1noca,branch10,10,branch10:69,branch10,test,True,B,identical,420,374,35,True,0.05555555555555555,0.07865168539325842,-0.023096129837702872,0.047619047619047616,0.07142857142857142,-0.023809523809523808,0.09712230215827339,0.10695187165775401
1qomb_1noca,branch10,11,root:48,root,test,True,B,identical,420,405,46,True,0.07407407407407407,0.011235955056179775,0.0628381190178943,0.14285714285714285,0.0,0.14285714285714285,0.07913669064748201,0.07654320987654321
1qomb_1noca,branch10,12,branch10:16,branch10,test,True,B,identical,420,401,40,True,0.037037037037037035,0.0449438202247191,-0.007906783187682065,0.0,0.07142857142857142,-0.07142857142857142,0.0683453237410072,0.06733167082294264
1qomb_1noca,branch10,13,branch10:34,branch10,test,True,B,identical,420,389,28,True,0.037037037037037035,0.0,0.037037037037037035,0.047619047619047616,0.0,0.047619047619047616,0.07553956834532374,0.06426735218508997
1qomb_1noca,branch10,14,branch10:51,branch10,test,True,B,identical,420,329,46,True,0.05555555555555555,0.02247191011235955,0.033083645443196,0.047619047619047616,0.0,0.047619047619047616,0.039568345323741004,0.057750759878419454
1qomb_1noca,branch10,15,root:50,root,test,True,B,identical,420,391,19,True,0.046296296296296294,0.011235955056179775,0.03506034124011652,0.0,0.0,0.0,0.07194244604316546,0.06649616368286446
1qomb_1noca,branch10,16,branch10:85,branch10,test,True,B,identical,420,499,44,True,0.08333333333333333,0.02247191011235955,0.06086142322097378,0.09523809523809523,0.0,0.09523809523809523,0.06115107913669065,0.056112224448897796
1qomb_1noca,branch20,1,root:30,root,test,True,B,identical,420,357,15,True,0.046296296296296294,0.06741573033707865,-0.021119434040782356,0.0,0.0,0.0,0.0539568345323741,0.07282913165266107
1qomb_1noca,branch20,2,branch20:16,branch20,test,True,B,identical,420,322,44,True,0.05555555555555555,0.02247191011235955,0.033083645443196,0.0,0.0,0.0,0.07913669064748201,0.09316770186335403
1qomb_1noca,branch20,3,branch20:71,branch20,test,True,B,identical,420,339,33,True,0.046296296296296294,0.0449438202247191,0.0013524760715771939,0.0,0.07142857142857142,-0.07142857142857142,0.08992805755395683,0.10029498525073746
1qomb_1noca,branch20,4,branch20:29,branch20,test,True,B,identical,420,346,24,True,0.07407407407407407,0.011235955056179775,0.0628381190178943,0.047619047619047616,0.0,0.047619047619047616,0.0683453237410072,0.08092485549132948
1qomb_1noca,branch20,5,branch20:54,branch20,test,True,B,identical,420,297,0,True,0.018518518518518517,0.0,0.018518518518518517,0.0,0.0,0.0,0.06115107913669065,0.06397306397306397
1qomb_1noca,branch20,6,branch20:8,branch20,test,True,B,identical,420,374,18,True,0.046296296296296294,0.011235955056179775,0.03506034124011652,0.047619047619047616,0.0,0.047619047619047616,0.07194244604316546,0.06951871657754011
1qomb_1noca,branch20,7,root:48,root,test,True,B,identical,420,405,46,True,0.07407407407407407,0.011235955056179775,0.0628381190178943,0.14285714285714285,0.0,0.14285714285714285,0.07913669064748201,0.07654320987654321
1qomb_1noca,branch20,8,root:60,root,test,True,B,identical,420,379,11,True,0.027777777777777776,0.033707865168539325,-0.005930087390761549,0.047619047619047616,0.0,0.047619047619047616,0.06474820143884892,0.0633245382585752
1qomb_1noca,branch20,9,root:88,root,test,True,B,identical,420,457,27,True,0.05555555555555555,0.033707865168539325,0.021847690387016228,0.047619047619047616,0.0,0.047619047619047616,0.05755395683453238,0.05470459518599562
1qomb_1noca,branch20,10,root:90,root,test,True,B,identical,420,441,55,True,0.046296296296296294,0.033707865168539325,0.012588431127756969,0.09523809523809523,0.07142857142857142,0.023809523809523808,0.039568345323741004,0.04308390022675737
1qomb_1noca,branch20,11,branch20:51,branch20,test,True,B,identical,420,287,18,True,0.037037037037037035,0.02247191011235955,0.014565126924677485,0.0,0.0,0.0,0.046762589928057555,0.06620209059233449
1qomb_1noca,branch20,12,root:72,root,test,True,B,identical,420,379,33,True,0.037037037037037035,0.06741573033707865,-0.030378693300041615,0.0,0.0,0.0,0.06474820143884892,0.07387862796833773
1qomb_1noca,branch20,13,root:49,root,test,True,B,identical,420,425,26,True,0.037037037037037035,0.033707865168539325,0.00332917186849771,0.047619047619047616,0.0,0.047619047619047616,0.046762589928057555,0.047058823529411764
1qomb_1noca,branch20,14,root:37,root,test,True,B,identical,420,431,52,True,0.05555555555555555,0.011235955056179775,0.04431960049937578,0.0,0.0,0.0,0.08273381294964029,0.06960556844547564
1qomb_1noca,branch20,15,branch20:43,branch20,test,True,B,identical,420,374,21,True,0.07407407407407407,0.033707865168539325,0.040366208905534745,0.047619047619047616,0.0,0.047619047619047616,0.07913669064748201,0.08823529411764706
1qomb_1noca,branch20,16,root:62,root,test,True,B,identical,420,451,41,True,0.1111111111111111,0.033707865168539325,0.07740324594257178,0.09523809523809523,0.0,0.09523809523809523,0.08273381294964029,0.08425720620842572
1qomb_1noca,branch5,1,root:30,root,test,True,B,identical,420,357,15,True,0.046296296296296294,0.06741573033707865,-0.021119434040782356,0.0,0.0,0.0,0.0539568345323741,0.07282913165266107
1qomb_1noca,branch5,2,branch5:93,branch5,test,True,B,identical,420,327,45,True,0.07407407407407407,0.033707865168539325,0.040366208905534745,0.23809523809523808,0.0,0.23809523809523808,0.07913669064748201,0.10091743119266056
1qomb_1noca,branch5,3,branch5:9,branch5,test,True,B,identical,420,356,25,True,0.027777777777777776,0.02247191011235955,0.005305867665418226,0.0,0.0,0.0,0.050359712230215826,0.05337078651685393
1qomb_1noca,branch5,4,branch5:36,branch5,test,True,B,identical,420,334,28,True,0.018518518518518517,0.011235955056179775,0.0072825634623387425,0.0,0.0,0.0,0.05755395683453238,0.05688622754491018
1qomb_1noca,branch5,5,branch5:53,branch5,test,True,B,identical,420,436,32,True,0.027777777777777776,0.056179775280898875,-0.0284019975031211,0.0,0.0,0.0,0.05755395683453238,0.05504587155963303
1qomb_1noca,branch5,6,branch5:23,branch5,test,True,B,identical,420,349,24,True,0.009259259259259259,0.0,0.009259259259259259,0.0,0.0,0.0,0.04316546762589928,0.03724928366762178
1qomb_1noca,branch5,7,branch5:31,branch5,test,True,B,identical,420,350,3,True,0.027777777777777776,0.0,0.027777777777777776,0.047619047619047616,0.0,0.047619047619047616,0.046762589928057555,0.045714285714285714
1qomb_1noca,branch5,8,root:48,root,test,True,B,identical,420,405,46,True,0.07407407407407407,0.011235955056179775,0.0628381190178943,0.14285714285714285,0.0,0.14285714285714285,0.07913669064748201,0.07654320987654321
1qomb_1noca,branch5,9,branch5:19,branch5,test,True,B,identical,420,456,45,True,0.037037037037037035,0.033707865168539325,0.00332917186849771,0.0,0.07142857142857142,-0.07142857142857142,0.07194244604316546,0.05921052631578947
1qomb_1noca,branch5,10,branch5:92,branch5,test,True,B,identical,420,444,50,True,0.06481481481481481,0.033707865168539325,0.031106949646275486,0.19047619047619047,0.0,0.19047619047619047,0.07194244604316546,0.06756756756756757
1qomb_1noca,branch5,11,branch5:70,branch5,test,True,B,identical,420,309,5,True,0.009259259259259259,0.011235955056179775,-0.0019766957969205162,0.0,0.0,0.0,0.06115107913669065,0.061488673139158574
1qomb_1noca,branch5,12,root:50,root,test,True,B,identical,420,391,19,True,0.046296296296296294,0.011235955056179775,0.03506034124011652,0.0,0.0,0.0,0.07194244604316546,0.06649616368286446
1qomb_1noca,branch5,13,branch5:44,branch5,test,True,B,identical,420,457,73,True,0.037037037037037035,0.011235955056179775,0.02580108198085726,0.0,0.0,0.0,0.07194244604316546,0.05470459518599562
1qomb_1noca,branch5,14,branch5:38,branch5,test,True,B,identical,420,445,14,True,0.1388888888888889,0.02247191011235955,0.11641697877652935,0.047619047619047616,0.0,0.047619047619047616,0.0683453237410072,0.08089887640449438
1qomb_1noca,branch5,15,root:81,root,test,True,B,identical,420,382,24,True,0.037037037037037035,0.056179775280898875,-0.01914273824386184,0.0,0.0,0.0,0.0539568345323741,0.06282722513089005
1qomb_1noca,branch5,16,root:90,root,test,True,B,identical,420,441,55,True,0.046296296296296294,0.033707865168539325,0.012588431127756969,0.09523809523809523,0.07142857142857142,0.023809523809523808,0.039568345323741004,0.04308390022675737
1qomb_1noca,iid,1,iid:7,iid,test,True,B,identical,420,356,13,True,0.027777777777777776,0.033707865168539325,-0.005930087390761549,0.0,0.0,0.0,0.09352517985611511,0.0898876404494382
1qomb_1noca,iid,2,root:30,root,test,True,B,identical,420,357,15,True,0.046296296296296294,0.06741573033707865,-0.021119434040782356,0.0,0.0,0.0,0.0539568345323741,0.07282913165266107
1qomb_1noca,iid,3,iid:93,iid,test,True,B,identical,420,294,30,True,0.018518518518518517,0.011235955056179775,0.0072825634623387425,0.0,0.0,0.0,0.0539568345323741,0.061224489795918366
1qomb_1noca,iid,4,iid:69,iid,test,True,B,identical,420,325,41,True,0.037037037037037035,0.02247191011235955,0.014565126924677485,0.0,0.14285714285714285,-0.14285714285714285,0.06474820143884892,0.07384615384615385
1qomb_1noca,iid,5,iid:13,iid,test,True,B,identical,420,398,32,True,0.08333333333333333,0.0,0.08333333333333333,0.047619047619047616,0.0,0.047619047619047616,0.06115107913669065,0.06532663316582915
1qomb_1noca,iid,6,root:60,root,test,True,B,identical,420,379,11,True,0.027777777777777776,0.033707865168539325,-0.005930087390761549,0.047619047619047616,0.0,0.047619047619047616,0.06474820143884892,0.0633245382585752
1qomb_1noca,iid,7,root:58,root,test,True,B,identical,420,443,62,True,0.07407407407407407,0.011235955056179775,0.0628381190178943,0.14285714285714285,0.0,0.14285714285714285,0.0683453237410072,0.06320541760722348
1qomb_1noca,iid,8,iid:37,iid,test,True,B,identical,420,443,39,True,0.027777777777777776,0.02247191011235955,0.005305867665418226,0.0,0.0,0.0,0.04316546762589928,0.03837471783295711
1qomb_1noca,iid,9,root:4,root,test,True,B,identical,420,394,23,True,0.027777777777777776,0.02247191011235955,0.005305867665418226,0.0,0.0,0.0,0.0683453237410072,0.06091370558375635
1qomb_1noca,iid,10,root:72,root,test,True,B,identical,420,379,33,True,0.037037037037037035,0.06741573033707865,-0.030378693300041615,0.0,0.0,0.0,0.06474820143884892,0.07387862796833773
1qomb_1noca,iid,11,root:88,root,test,True,B,identical,420,457,27,True,0.05555555555555555,0.033707865168539325,0.021847690387016228,0.047619047619047616,0.0,0.047619047619047616,0.05755395683453238,0.05470459518599562
1qomb_1noca,iid,12,root:37,root,test,True,B,identical,420,431,52,True,0.05555555555555555,0.011235955056179775,0.04431960049937578,0.0,0.0,0.0,0.08273381294964029,0.06960556844547564
1qomb_1noca,iid,13,root:90,root,test,True,B,identical,420,441,55,True,0.046296296296296294,0.033707865168539325,0.012588431127756969,0.09523809523809523,0.07142857142857142,0.023809523809523808,0.039568345323741004,0.04308390022675737
1qomb_1noca,iid,14,root:62,root,test,True,B,identical,420,451,41,True,0.1111111111111111,0.033707865168539325,0.07740324594257178,0.09523809523809523,0.0,0.09523809523809523,0.08273381294964029,0.08425720620842572
1qomb_1noca,iid,15,root:17,root,test,True,B,identical,420,432,23,True,0.05555555555555555,0.056179775280898875,-0.0006242197253433224,0.0,0.0,0.0,0.05755395683453238,0.0625
1qomb_1noca,iid,16,root:48,root,test,True,B,identical,420,405,46,True,0.07407407407407407,0.011235955056179775,0.0628381190178943,0.14285714285714285,0.0,0.14285714285714285,0.07913669064748201,0.07654320987654321
1qomb_1noca,random,1,root:30,root,test,True,B,identical,420,357,15,True,0.046296296296296294,0.06741573033707865,-0.021119434040782356,0.0,0.0,0.0,0.0539568345323741,0.07282913165266107
