target_id,stem,status,lddt,tm_score,gdt_ts,rmsd,n_matched_atoms,n_contacts,n_tokens,mean_plddt,error,arm,eval_set,is_viral,designed,exp199_stratum,L_helico
8qnf_A,8qnf_A,ok,0.7734638672288489,0.91930395037134,0.6750559284116331,1.442063828943888,3472.0,537.0,456.0,87.93045806884766,,mf_L_363k,eval-test,0,0,id_30_50,447
8s5b_A,8s5b_A,ok,0.7888900503840648,0.9153935244067894,0.6598143236074271,1.3725516252277392,2861.0,396.0,400.0,89.247802734375,,mf_L_363k,eval-test,0,0,id_70_100,377
8s9l_A,8s9l_A,ok,0.6892417481523517,0.856435225753708,0.6981327800829875,2.2451679735288983,1929.0,270.0,241.0,80.1785888671875,,mf_L_363k,eval-test,0,0,id_50_70,241
8sot_A,8sot_A,ok,0.8305546314843257,0.8840995163185055,0.7306034482758621,2.043230844495083,883.0,116.0,116.0,85.43977355957031,,mf_L_363k,eval-test,0,0,id_70_100,116
8spc_A,8spc_A,ok,0.724107078589806,0.9047201369362404,0.7047297297297297,1.6885718788802295,2880.0,415.0,416.0,85.10697937011719,,mf_L_363k,eval-test,0,0,id_30_50,370
8suc_A,8suc_A,ok,0.8131834987568197,0.9496025004849314,0.8723404255319149,1.0305647981924717,2187.0,283.0,285.0,88.62779998779297,,mf_L_363k,eval-test,0,0,id_50_70,282
8sv7_A,8sv7_A,ok,0.6214113686745669,0.8322224615534867,0.6167279411764706,2.432613037119644,2126.0,276.0,272.0,77.88497924804688,,mf_L_363k,eval-test,0,0,id_70_100,272
8sx0_A,8sx0_A,ok,0.7423599283032665,0.8170864980540635,0.6597938144329896,2.363761593306985,754.0,111.0,97.0,72.41570281982422,,mf_L_363k,eval-test,0,0,no_homolog,96
8sxs_A,8sxs_A,ok,0.8435594613614993,0.9246749704045852,0.8849206349206349,1.0815556141270402,962.0,126.0,126.0,90.40130615234376,,mf_L_363k,eval-test,0,0,id_70_100,126
8gm7_A,8gm7_A,ok,0.4202236216480789,0.5497613054470099,0.2351190476190476,6.2619324357881,1288.0,170.0,168.0,55.88205337524414,,mf_L_363k,eval-test,0,0,no_homolog,168
8t27_A,8t27_A,ok,0.644774411985848,0.6967712538958708,0.1235119047619047,8.159773271322225,3939.0,509.0,561.0,79.0806655883789,,mf_L_363k,eval-test,0,0,id_50_70,504
8t2j_A,8t2j_A,ok,0.7717495192957682,0.893722606998282,0.7492625368731562,2.8762824320316995,2636.0,345.0,341.0,80.49653625488281,,mf_L_363k,eval-test,0,0,id_70_100,339
8t41_A,8t41_A,ok,0.6625178203809378,0.7722629078093489,0.269790454016298,5.22423298045494,6648.0,867.0,862.0,81.16596221923828,,mf_L_363k,eval-test,0,0,id_50_70,859
8t4c_A,8t4c_A,ok,0.8288292544647076,0.935460994899182,0.8680555555555556,1.5774373769907266,1130.0,147.0,144.0,90.08488464355467,,mf_L_363k,eval-test,0,0,id_70_100,144
8t5t_A,8t5t_A,ok,0.589343714848144,0.7606387831003151,0.5307692307692308,2.887850172855503,1527.0,208.0,215.0,74.97321319580078,,mf_L_363k,eval-test,0,0,id_30_50,195
8t8k_A,8t8k_A,ok,0.4864439191029037,0.4524415552631394,0.0136612021857923,13.198937251209117,1518.0,184.0,191.0,79.1600570678711,,mf_L_363k,eval-test,0,0,id_50_70,183
8t93_A,8t93_A,ok,0.5693681356682436,0.7693940504837812,0.5172811059907834,2.3603289883483187,1820.0,249.0,272.0,71.18920135498047,,mf_L_363k,eval-test,1,0,id_30_50,216
8t9n_A,8t9n_A,ok,0.3490127273959675,0.4967392262718309,0.1388888888888889,7.142515421469015,1079.0,135.0,135.0,66.34429931640625,,mf_L_363k,eval-test,0,0,id_30_50,135
8te9_A,8te9_A,ok,0.8341987092203714,0.9711585963713164,0.8944805194805194,0.6719494767997001,2438.0,336.0,323.0,93.48031616210938,,mf_L_363k,eval-test,0,0,id_50_70,308
8tfo_A,8tfo_A,ok,0.7522630412338346,0.9070557447236586,0.6666666666666667,1.5946173847324154,2955.0,416.0,400.0,85.7140884399414,,mf_L_363k,eval-test,0,0,id_30_50,390
8tfs_A,8tfs_A,ok,0.7423305203938115,0.842055333957911,0.7180851063829787,1.9707090489639671,1047.0,186.0,141.0,85.03715515136719,,mf_L_363k,eval-test,0,0,id_30_50,141
8hic_A,8hic_A,ok,0.6887550819483872,0.8421684097542135,0.5219298245614035,3.224230649485396,3079.0,414.0,403.0,83.68463897705078,,mf_L_363k,eval-test,0,0,id_50_70,395
8ti5_A,8ti5_A,ok,0.8819546671127467,0.9815550542035912,0.9847328244274808,0.3436426939293958,995.0,134.0,131.0,92.525634765625,,mf_L_363k,eval-test,0,0,id_70_100,131
8tjg_A,8tjg_A,ok,0.7319695613493344,0.8617367586176932,0.641,1.9348583948440496,1936.0,260.0,251.0,85.66899871826172,,mf_L_363k,eval-test,0,0,id_70_100,250
8tru_A,8tru_A,ok,0.5732587897407659,0.7926661168555241,0.4742063492063492,3.514723365906231,2853.0,408.0,380.0,65.8973159790039,,mf_L_363k,eval-test,0,0,id_70_100,378
8tse_A,8tse_A,ok,0.5346653956778127,0.7268717348116818,0.3594132029339853,5.941020165948808,3181.0,428.0,409.0,70.41899871826172,,mf_L_363k,eval-test,0,0,id_70_100,409
8tuk_A,8tuk_A,ok,0.6820981433479735,0.6189255545895324,0.271551724137931,4.059211825037668,2350.0,322.0,300.0,81.72755432128906,,mf_L_363k,eval-test,0,0,id_50_70,290
8tw1_A,8tw1_A,ok,0.5138029297566937,0.5646706723075302,0.0538321167883211,9.095988742648435,2131.0,286.0,275.0,75.24522399902344,,mf_L_363k,eval-test,1,0,id_70_100,274
8tyh_A,8tyh_A,ok,0.745384237375392,0.9223475566641108,0.7507507507507507,1.3195411257857443,2676.0,538.0,379.0,89.07618713378906,,mf_L_363k,eval-test,0,0,id_30_50,333
8u0i_A,8u0i_A,ok,0.6636102902833304,0.8209190172975276,0.75,1.8982933361631824,755.0,90.0,178.0,81.99150085449219,,mf_L_363k,eval-test,0,0,id_70_100,86
8u0x_A,8u0x_A,ok,0.2396402442287977,0.2575118175220414,0.0369318181818181,9.930328176034452,1388.0,186.0,176.0,29.706581115722656,,mf_L_363k,eval-test,0,0,id_70_100,176
8u2f_A,8u2f_A,ok,0.7334427865634443,0.8571675447753976,0.7208029197080292,1.5901228521156276,1102.0,149.0,137.0,86.23767852783203,,mf_L_363k,eval-test,0,0,id_70_100,137
8ubs_A,8ubs_A,ok,0.8736896422457985,0.9709507146922636,0.96,0.4964007472052283,1184.0,151.0,156.0,91.96836853027344,,mf_L_363k,eval-test,0,0,id_50_70,150
8uds_A,8uds_A,ok,0.854552343203544,0.9469031972453272,0.903061224489796,0.6578951412050683,1097.0,167.0,147.0,90.59901428222656,,mf_L_363k,eval-test,0,0,id_50_70,147
8tls_A,8tls_A,ok,0.6910631645937212,0.8273762061670241,0.7219827586206896,1.7532214235267014,936.0,116.0,161.0,84.73192596435547,,mf_L_363k,eval-test,0,0,id_70_100,116
8ujw_A,8ujw_A,ok,0.5205219318814961,0.6505337805276984,0.195054945054945,6.843791423506022,1401.0,264.0,182.0,58.22230529785156,,mf_L_363k,eval-test,0,0,id_30_50,182
8uk7_A,8uk7_A,ok,0.6489030301492235,0.8013562475844974,0.6508620689655172,1.9255178457589723,946.0,138.0,116.0,74.38399505615234,,mf_L_363k,eval-test,0,0,id_70_100,116
8upi_A,8upi_A,ok,0.76143815798724,0.7658130470688425,0.349609375,3.0759280399796256,3947.0,523.0,518.0,90.30875396728516,,mf_L_363k,eval-test,0,0,id_70_100,510
8ux2_A,8ux2_A,ok,0.3203484687632026,0.4187819699245531,0.0791666666666666,8.15438188624409,1873.0,246.0,284.0,65.69922637939453,,mf_L_363k,eval-test,0,0,no_homolog,239
8v3m_A,8v3m_A,ok,0.5033957758660735,0.7038730834667457,0.18,9.861870761523644,3986.0,524.0,529.0,71.52608489990234,,mf_L_363k,eval-test,0,0,id_70_100,500
8v6t_A,8v6t_A,ok,0.5541471678619181,0.7236978738749809,0.4767441860465116,2.7470476532175887,1395.0,172.0,175.0,67.00730895996094,,mf_L_363k,eval-test,0,0,id_50_70,172
8vcw_A,8vcw_A,ok,0.5087161876548041,0.7536408299331214,0.3878787878787879,5.407767187127215,2600.0,327.0,402.0,62.606441497802734,,mf_L_363k,eval-test,0,0,id_50_70,327
8vh7_A,8vh7_A,ok,0.5768542260569756,0.4229389734438825,0.0,28.150558065296043,4183.0,552.0,577.0,75.9894790649414,,mf_L_363k,eval-test,0,0,id_50_70,522
8vpo_A,8vpo_A,ok,0.669308683738095,0.7962096359710091,0.41015625,3.350708536485938,3683.0,472.0,464.0,82.03759002685547,,mf_L_363k,eval-test,0,0,id_30_50,448
8vqk_A,8vqk_A,ok,0.7310585441452,0.8239710037720459,0.4750623441396508,2.471364877229261,3067.0,440.0,403.0,85.14122772216797,,mf_L_363k,eval-test,0,0,id_70_100,401
8w6v_A,8w6v_A,ok,0.5169112836884424,0.7817057230148464,0.3896761133603239,3.5758081021224606,3837.0,536.0,495.0,74.2210464477539,,mf_L_363k,eval-test,0,0,id_50_70,494
8w7p_A,8w7p_A,ok,0.6198822359299467,0.8377173702320992,0.616,1.918776852924528,2044.0,274.0,250.0,78.50080871582031,,mf_L_363k,eval-test,0,0,id_20_30,250
8wac_A,8wac_A,ok,0.7437029063509151,0.8527879561456435,0.7458333333333333,1.207495207855568,928.0,127.0,120.0,87.00141906738281,,mf_L_363k,eval-test,0,0,id_50_70,119
8wae_A,8wae_A,ok,0.8788228293828046,0.9345792310248666,0.8761682242990654,1.693197531287348,787.0,118.0,107.0,93.0702896118164,,mf_L_363k,eval-test,0,0,id_70_100,107
8wc1_A,8wc1_A,ok,0.8602025538776038,0.9518487316933216,0.8741721854304636,1.5157204719537638,1127.0,178.0,151.0,89.9886474609375,,mf_L_363k,eval-test,0,0,id_30_50,151
8wcf_A,8wcf_A,ok,0.5430608755266273,0.7206412388983289,0.478125,3.9976917260077225,1345.0,160.0,204.0,71.8912353515625,,mf_L_363k,eval-test,0,0,id_50_70,160
8whj_A,8whj_A,ok,0.7695997550205408,0.8539869179984716,0.5524691358024691,3.0683427294050456,1938.0,264.0,244.0,82.89468383789062,,mf_L_363k,eval-test,0,0,id_70_100,243
8whn_A,8whn_A,ok,0.6473964466151195,0.4919060021701826,0.0105633802816901,14.158927501734054,1173.0,161.0,142.0,82.78618621826172,,mf_L_363k,eval-test,0,0,id_70_100,142
8wik_A,8wik_A,ok,0.6819040241732073,0.9158499628966958,0.7417808219178083,2.002773859879764,2886.0,373.0,462.0,85.20362091064453,,mf_L_363k,eval-test,0,0,id_70_100,364
8wj5_A,8wj5_A,ok,0.2989629712376788,0.357846623857556,0.075,9.495872681736891,1095.0,140.0,131.0,40.4813346862793,,mf_L_363k,eval-test,0,0,id_30_50,130
8kbl_A,8kbl_A,ok,0.5884942191438663,0.6079732075789331,0.2071428571428571,4.699505947673479,903.0,104.0,185.0,79.1961898803711,,mf_L_363k,eval-test,0,0,id_50_70,104
8wnj_A,8wnj_A,ok,0.4114730860796078,0.4839260814051044,0.0310796074154852,13.276908697326478,7409.0,920.0,949.0,55.46018981933594,,mf_L_363k,eval-test,0,0,id_50_70,917
8wrx_A,8wrx_A,ok,0.7845151324552316,0.8315866898738814,0.7122093023255814,2.1116863715063183,728.0,88.0,87.0,86.91302490234375,,mf_L_363k,eval-test,1,0,id_70_100,86
8wt3_A,8wt3_A,ok,0.7481979056741618,0.908257355519528,0.835820895522388,1.0877896946861694,996.0,135.0,135.0,86.31129455566406,,mf_L_363k,eval-test,0,0,id_50_70,134
8wim_A,8wim_A,ok,0.6100060316794294,0.7976008901595877,0.3222416812609457,6.7988870465320295,4452.0,620.0,572.0,74.1640625,,mf_L_363k,eval-test,1,0,id_70_100,571
8x7c_A,8x7c_A,ok,0.6851786557855173,0.8355934741987827,0.4507142857142857,4.166813524361989,2781.0,353.0,361.0,79.96749114990234,,mf_L_363k,eval-test,0,0,id_50_70,350
8xf9_A,8xf9_A,ok,0.73848855040097,0.9284216557968984,0.767921146953405,1.4960520093587686,2243.0,283.0,310.0,85.52071380615234,,mf_L_363k,eval-test,0,0,id_70_100,279
8xif_A,8xif_A,ok,0.6447829063172306,0.8136496521236967,0.6053811659192826,2.8515525058042184,1814.0,224.0,234.0,84.13118743896484,,mf_L_363k,eval-test,1,0,no_homolog,223
8xjg_A,8xjg_A,ok,0.86526329278631,0.8094120240585522,0.6351351351351351,1.507404360919327,1107.0,153.0,151.0,89.63626098632812,,mf_L_363k,eval-test,0,0,id_70_100,148
8xpk_A,8xpk_A,ok,0.7944683451088753,0.9286004972205812,0.8525390625,1.445648702781825,2044.0,269.0,256.0,88.61445617675781,,mf_L_363k,eval-test,0,0,id_50_70,254
8y9p_A,8y9p_A,ok,0.7232908398816591,0.8762796256441979,0.7653061224489797,1.7306914930375414,1599.0,256.0,222.0,86.77739715576172,,mf_L_363k,eval-test,0,0,id_30_50,195
8ye0_A,8ye0_A,ok,0.4971425685991457,0.7564144950704004,0.4184027777777778,3.7125619428955168,2384.0,290.0,312.0,71.2852783203125,,mf_L_363k,eval-test,0,0,id_70_100,288
8wqn_A,8wqn_A,ok,0.3024871562928755,0.317083227560026,0.0370967741935483,9.139491194885665,1248.0,173.0,155.0,45.45637130737305,,mf_L_363k,eval-test,0,0,no_homolog,155
8yxk_A,8yxk_A,ok,0.7785952641303118,0.8567669148644336,0.4619205298013245,3.716673984950156,1163.0,201.0,151.0,85.80516052246094,,mf_L_363k,eval-test,0,0,id_30_50,151
8z4q_A,8z4q_A,ok,0.241675976185907,0.2711458099905447,0.0215982721382289,15.22109471181325,3741.0,473.0,464.0,48.20565032958984,,mf_L_363k,eval-test,0,0,id_70_100,463
8hel_A,8hel_A,ok,0.6105171842828964,0.6646541546681383,0.588235294117647,1.8302619506508584,539.0,76.0,68.0,75.56903839111328,,mf_L_363k,eval-test,1,0,id_50_70,68
8zqf_A,8zqf_A,ok,0.5550926150079196,0.7473459952723117,0.4263959390862945,3.4414177648355926,1510.0,214.0,197.0,76.07750701904297,,mf_L_363k,eval-test,0,0,id_50_70,197
9aue_A,9aue_A,ok,0.6319492267025925,0.8210257462103789,0.5439759036144578,3.780268013109872,3157.0,415.0,434.0,82.27845001220703,,mf_L_363k,eval-test,0,0,id_30_50,415
9azz_A,9azz_A,ok,0.7843975972515812,0.9030550656585564,0.7485632183908046,1.4395564926072315,1393.0,186.0,174.0,85.24578094482422,,mf_L_363k,eval-test,0,0,id_70_100,174
9b1u_A,9b1u_A,ok,0.6908136921104062,0.9092012224296704,0.6971476510067114,1.4215686971153372,2249.0,310.0,324.0,85.39348602294922,,mf_L_363k,eval-test,0,0,id_50_70,298
9b8e_A,9b8e_A,no_contacts,,,,,,,,,,mf_L_363k,eval-test,0,0,id_20_30,222
9bks_A,9bks_A,ok,0.4483861013058449,0.4977526873108548,0.2128378378378378,5.478793007689408,617.0,80.0,100.0,77.8440933227539,,mf_L_363k,eval-test,0,0,id_70_100,73
9bjx_A,9bjx_A,ok,0.6518796587624756,0.8627839205263195,0.6671195652173912,2.5787131568534267,2964.0,368.0,368.0,77.34712219238281,,mf_L_363k,eval-test,0,0,id_70_100,368
9cfj_A,9cfj_A,ok,0.6688711405040957,0.8129437843353464,0.4646739130434782,2.864160946475324,2144.0,276.0,308.0,78.62640380859375,,mf_L_363k,eval-test,0,0,id_30_50,276
9crn_A,9crn_A,ok,0.7947899192009263,0.9264813798097484,0.760387811634349,1.542362233217447,2961.0,379.0,362.0,87.5044937133789,,mf_L_363k,eval-test,0,0,id_70_100,361
9d91_A,9d91_A,ok,0.5304043441902716,0.4316206638734552,0.0764331210191082,8.920577573277667,2406.0,320.0,314.0,66.52969360351562,,mf_L_363k,eval-test,0,0,id_70_100,314
9etn_A,9etn_A,ok,0.745305536494821,0.8667871117540175,0.190754039497307,8.478648270523196,4241.0,586.0,561.0,84.78173065185547,,mf_L_363k,eval-test,0,0,id_70_100,551
9evq_A,9evq_A,ok,0.5111192809545602,0.6518165360817383,0.1927570093457944,8.039311766406318,1779.0,226.0,265.0,74.3668441772461,,mf_L_363k,eval-test,0,0,id_70_100,214
9fce_A,9fce_A,ok,0.7528281708233355,0.901017707988244,0.7630331753554502,1.4401293183838109,1666.0,229.0,242.0,91.2077178955078,,mf_L_363k,eval-test,0,0,id_50_70,208
9fgp_A,9fgp_A,ok,0.2849246254947635,0.3111321106197196,0.0607142857142857,9.250956510531251,1147.0,140.0,147.0,35.44382095336914,,mf_L_363k,eval-test,0,0,id_70_100,140
9f9u_A,9f9u_A,ok,0.5900172945111122,0.7088015985276632,0.4294117647058824,3.764992683509557,1371.0,170.0,171.0,67.84442138671875,,mf_L_363k,eval-test,0,0,id_50_70,170
9fow_A,9fow_A,ok,0.2450363590541113,0.2915469297594245,0.0223577235772357,8.899230821930384,983.0,146.0,138.0,39.23142623901367,,mf_L_363k,eval-test,0,0,id_70_100,123
9fym_A,9fym_A,ok,0.7124564567063002,0.9111112828237624,0.7748447204968943,1.7009856326506112,2606.0,330.0,331.0,82.52752685546875,,mf_L_363k,eval-test,0,0,id_50_70,322
9gso_A,9gso_A,ok,0.3679323893760731,0.3630015745465824,0.1122754491017964,6.703316402718393,1375.0,177.0,167.0,63.08786392211914,,mf_L_363k,eval-test,0,0,no_homolog,167
9ijc_A,9ijc_A,ok,0.6918829021783116,0.8433263528124499,0.5854092526690392,2.269280402424413,2338.0,321.0,281.0,80.39329528808594,,mf_L_363k,eval-test,0,0,id_50_70,281
9iuh_A,9iuh_A,ok,0.697158259064501,0.8858191445054383,0.5261557177615572,3.849070101920657,3251.0,411.0,411.0,79.86292266845703,,mf_L_363k,eval-test,0,0,id_70_100,411
9j0v_A,9j0v_A,ok,0.8013853285250317,0.9475922585107628,0.8536585365853657,0.9178992855002182,1887.0,286.0,262.0,88.68170166015625,,mf_L_363k,eval-test,0,0,id_70_100,246
9jq9_A,9jq9_A,ok,0.576354750528347,0.7098960681026412,0.403030303030303,3.75532201877339,1429.0,179.0,165.0,81.50021362304688,,mf_L_363k,eval-test,0,0,id_30_50,165
7pv5_A,7pv5_A,no_contacts,,,,,,,,,,mf_L_363k,eval-val,0,0,id_70_100,76
7qp5_A,7qp5_A,ok,0.7888133077238216,0.9305473858785348,0.824688796680498,1.0890437335667775,1940.0,245.0,245.0,87.7845687866211,,mf_L_363k,eval-val,0,0,id_70_100,241
7qsj_A,7qsj_A,ok,0.7746958852414749,0.9239413477406812,0.7781791907514451,2.149329723375041,2690.0,373.0,348.0,84.8987808227539,,mf_L_363k,eval-val,0,0,id_70_100,346
7t9r_A,7t9r_A,ok,0.312520797604116,0.2402727855656233,0.0855263157894736,6.140600760691815,352.0,38.0,74.0,78.40138244628906,,mf_L_363k,eval-val,0,0,id_70_100,38
7tlh_A,7tlh_A,ok,0.5441083264221804,0.707328490223311,0.4778225806451612,2.917599376952132,939.0,136.0,124.0,71.840087890625,,mf_L_363k,eval-val,0,0,id_70_100,124
7tjb_A,7tjb_A,ok,0.7919956013770117,0.9160920113815608,0.7770270270270271,1.4672054869864153,1770.0,227.0,222.0,88.85504150390625,,mf_L_363k,eval-val,0,0,id_50_70,222
7uba_A,7uba_A,ok,0.3339311285373337,0.3633736595214278,0.0360962566844919,9.605481271972772,1510.0,213.0,205.0,64.13484191894531,,mf_L_363k,eval-val,0,0,id_30_50,187
7uk8_A,7uk8_A,ok,0.6530138002239446,0.8818681360635684,0.6338120104438643,2.045284962429496,3139.0,394.0,385.0,82.66604614257812,,mf_L_363k,eval-val,0,0,id_70_100,383
7ur2_A,7ur2_A,ok,0.5588248480175027,0.6949817124718172,0.4734375,4.067046688351546,1277.0,195.0,160.0,62.03837585449219,,mf_L_363k,eval-val,0,0,id_70_100,160
7urp_A,7urp_A,ok,0.4958239969866136,0.7160170583217977,0.5078125,6.115893750233471,1187.0,160.0,161.0,69.73665618896484,,mf_L_363k,eval-val,0,0,id_20_30,159
7uvg_A,7uvg_A,ok,0.3971124581569205,0.5804308412991331,0.2906626506024096,8.93165867468697,1301.0,183.0,166.0,72.17364501953125,,mf_L_363k,eval-val,0,0,id_70_100,166
7uww_A,7uww_A,ok,0.3811506734489669,0.2803084913762375,0.0137578616352201,16.880295518957293,4872.0,635.0,669.0,60.02360916137695,,mf_L_363k,eval-val,0,0,id_70_100,632
7v3o_A,7v3o_A,ok,0.5455226483511422,0.7798159931377833,0.4007220216606498,5.874402255951445,2213.0,328.0,290.0,71.467529296875,,mf_L_363k,eval-val,0,0,id_70_100,277
7w15_A,7w15_A,ok,0.7374195757279498,0.8680954412161163,0.6394557823129252,1.8968273232984176,2440.0,302.0,379.0,85.33843994140625,,mf_L_363k,eval-val,0,0,id_50_70,293
7y3h_A,7y3h_A,ok,0.711995315173632,0.6910494778846625,0.1206030150753769,9.339002973055534,3043.0,413.0,451.0,79.15011596679688,,mf_L_363k,eval-val,0,0,id_30_50,396
7wz5_A,7wz5_A,ok,0.3447454334979427,0.2999466131032041,0.0667701863354037,8.295028205316685,1270.0,161.0,176.0,39.67332077026367,,mf_L_363k,eval-val,0,0,id_70_100,161
7wzm_A,7wzm_A,ok,0.7827695850366452,0.9412321456392424,0.7974890829694323,1.380650158165205,3532.0,492.0,521.0,87.26432037353516,,mf_L_363k,eval-val,0,0,id_30_50,458
7x4p_A,7x4p_A,ok,0.6072019140287924,0.7918280250601991,0.4667207792207792,3.1359470619806147,2564.0,307.0,357.0,76.87320709228516,,mf_L_363k,eval-val,0,0,id_70_100,306
7x3h_A,7x3h_A,ok,0.7332621429127423,0.5368293051811815,0.2010869565217391,4.815548926265244,2196.0,290.0,276.0,87.07816314697266,,mf_L_363k,eval-val,0,0,id_70_100,276
7x8l_A,7x8l_A,ok,0.6156666403625459,0.7867673764878171,0.4158512720156556,3.938908466615655,3932.0,514.0,511.0,72.15223693847656,,mf_L_363k,eval-val,0,0,id_30_50,511
7xcd_A,7xcd_A,ok,0.3543132482543105,0.3385066514020176,0.0294943820224719,9.977210603557385,1438.0,178.0,178.0,59.374168395996094,,mf_L_363k,eval-val,1,0,id_70_100,178
7xg9_A,7xg9_A,ok,0.5224581414932359,0.675020848050492,0.3832752613240418,5.084672357093408,2234.0,288.0,339.0,65.0161361694336,,mf_L_363k,eval-val,0,0,id_50_70,286
7xi5_A,7xi5_A,ok,0.9265784947997708,0.9710618142931912,0.986842105263158,0.3399181310457351,439.0,65.0,57.0,93.65866088867188,,mf_L_363k,eval-val,0,0,id_70_100,57
7xp9_A,7xp9_A,ok,0.5462064038686987,0.5071905683655552,0.3223684210526316,4.515529834526921,613.0,84.0,76.0,70.92274475097656,,mf_L_363k,eval-val,0,0,no_homolog,76
8ycm_A,8ycm_A,ok,0.6629329427493914,0.7028390307696548,0.4560810810810811,2.6050997771677444,1736.0,229.0,222.0,83.49495697021484,,mf_L_363k,eval-val,0,0,id_70_100,222
7xq4_A,7xq4_A,ok,0.5191078058109122,0.4124411193234361,0.037321063394683,11.651571809651884,3676.0,514.0,489.0,69.51327514648438,,mf_L_363k,eval-val,0,0,id_30_50,489
7xrx_A,7xrx_A,ok,0.6072290758105213,0.8095394106923763,0.4611528822055137,4.103229663232708,3004.0,398.0,399.0,75.56781005859375,,mf_L_363k,eval-val,0,0,id_70_100,398
7xjr_A,7xjr_A,ok,0.6915331877307807,0.8924362305092025,0.7140522875816995,2.577825013732291,2493.0,337.0,306.0,85.40966796875,,mf_L_363k,eval-val,0,0,id_70_100,306
7xyr_A,7xyr_A,ok,0.6714630353473541,0.8991930481141082,0.6666666666666666,2.195891972809675,4414.0,591.0,577.0,82.2654037475586,,mf_L_363k,eval-val,0,0,id_50_70,546
7xz3_A,7xz3_A,ok,0.3448277696219229,0.3963313793602299,0.108058608058608,8.587193208851785,2198.0,325.0,273.0,52.94692611694336,,mf_L_363k,eval-val,0,0,id_50_70,273
7y4h_A,7y4h_A,ok,0.7053803616123465,0.8452913078912366,0.7203647416413373,3.100769529630703,2546.0,338.0,329.0,80.8011703491211,,mf_L_363k,eval-val,0,0,id_50_70,329
7y54_A,7y54_A,ok,0.8232128139594901,0.928812889653845,0.9025,0.949158683640134,775.0,100.0,100.0,92.01318359375,,mf_L_363k,eval-val,0,0,id_50_70,100
7y5m_A,7y5m_A,ok,0.6524600531311955,0.8280358783452296,0.6548387096774193,1.8718916832265624,1237.0,170.0,155.0,77.95210266113281,,mf_L_363k,eval-val,1,0,id_70_100,155
7y5r_A,7y5r_A,ok,0.795024176406008,0.8944777305878868,0.8642857142857143,0.9995820325384488,812.0,105.0,105.0,90.12492370605467,,mf_L_363k,eval-val,0,0,id_50_70,105
7y8h_A,7y8h_A,ok,0.825610518326711,0.936592157947012,0.9402173913043478,0.7366010234454881,732.0,100.0,92.0,91.9678726196289,,mf_L_363k,eval-val,0,0,id_50_70,92
7y8i_A,7y8i_A,ok,0.8248543242690656,0.9359665950496472,0.9390243902439024,0.5749551119191417,665.0,97.0,82.0,89.48828887939453,,mf_L_363k,eval-val,0,0,id_30_50,82
7y5j_A,7y5j_A,ok,0.8331232517180647,0.9624193406735208,0.9710526315789474,0.4190004822280462,753.0,102.0,95.0,93.12551879882812,,mf_L_363k,eval-val,0,0,id_30_50,95
7yd4_A,7yd4_A,ok,0.3654436696973222,0.5702211434478642,0.2527932960893855,4.794063344577054,1275.0,185.0,179.0,49.94687271118164,,mf_L_363k,eval-val,0,0,id_70_100,179
7yhr_A,7yhr_A,ok,0.5344511754214003,0.4635247065586091,0.4533898305084746,2.675274270687226,471.0,60.0,59.0,70.47703552246094,,mf_L_363k,eval-val,0,0,id_70_100,59
7ykm_A,7ykm_A,ok,0.7933500505822338,0.8756223169547708,0.845679012345679,1.1273048640924992,635.0,105.0,81.0,90.0794677734375,,mf_L_363k,eval-val,0,0,id_70_100,81
7ylr_A,7ylr_A,ok,0.7410617622450935,0.7759858818986232,0.4602446483180428,3.083476239365393,2502.0,330.0,361.0,83.45120239257812,,mf_L_363k,eval-val,0,0,id_70_100,326
8gmy_A,8gmy_A,ok,0.471623226222587,0.6204535950592451,0.1118721461187214,8.62431417090946,1775.0,236.0,219.0,71.01677703857422,,mf_L_363k,eval-val,0,0,id_70_100,219
7yug_A,7yug_A,ok,0.4311514345430363,0.4462390294084702,0.1816239316239316,6.116026716696979,974.0,118.0,138.0,61.33984375,,mf_L_363k,eval-val,0,0,id_70_100,117
7yyg_A,7yyg_A,ok,0.4612561356830557,0.4643427437876008,0.0670289855072463,7.98391226192529,2070.0,365.0,278.0,68.7847671508789,,mf_L_363k,eval-val,0,0,id_50_70,275
7z65_A,7z65_A,ok,0.6530298952679522,0.8438202047772604,0.6201413427561837,2.2949106631979634,2218.0,283.0,283.0,82.64205932617188,,mf_L_363k,eval-val,0,0,id_70_100,283
7znz_A,7znz_A,ok,0.5794419973791176,0.8289006491563903,0.4149145860709593,4.134617241125208,5811.0,761.0,761.0,72.95690155029297,,mf_L_363k,eval-val,0,0,id_70_100,761
7zoi_A,7zoi_A,ok,0.8179897409411572,0.9539711058872996,0.9435483870967742,0.5955208170830507,939.0,151.0,124.0,89.73197174072266,,mf_L_363k,eval-val,0,0,id_70_100,124
7zs2_A,7zs2_A,ok,0.6662314828408241,0.5159127021328578,0.0407801418439716,10.086624714574445,2226.0,316.0,368.0,83.65990447998047,,mf_L_363k,eval-val,0,0,id_70_100,278
7zu3_A,7zu3_A,ok,0.5167311157711127,0.5831438805161677,0.1984126984126984,6.292632055764019,1004.0,132.0,126.0,82.10096740722656,,mf_L_363k,eval-val,1,0,no_homolog,126
7zv1_A,7zv1_A,ok,0.5271650467987447,0.6941386365694605,0.378440366972477,3.944299208992277,839.0,136.0,109.0,73.449462890625,,mf_L_363k,eval-val,1,0,no_homolog,109
