stem,msa_volume,found,a3m_bytes,n_seqs,query_len,n_eff_0.8,n_eff_0.62,elapsed_seconds
8pak_A,foldbench,True,764489.0,1761.0,361.0,1316.3318195693196,568.5304353980081,3.011452483999996
8paq_A,foldbench,True,24597.0,109.0,166.0,70.41666666666667,40.607539682539695,0.920247547999999
8pb5_A,foldbench,True,2527704.0,6381.0,322.0,3444.975920691352,762.2773952587454,35.026276857000006
8por_A,foldbench,True,3655779.0,13922.0,179.0,6580.360908455545,622.8777058023613,142.424487162
8ptd_A,foldbench,True,950524.0,2285.0,343.0,1082.2213687589867,425.46513269054844,4.817238456000005
8pu2_A,foldbench,True,85698.0,649.0,75.0,113.84514768468102,39.52207255917291,0.36016840799999983
8pvs_A,foldbench,True,5561914.0,6923.0,731.0,3516.2092865336504,1143.9918567099103,158.84253199
8pw2_A,foldbench,True,4178.0,33.0,72.0,28.0,22.0,0.012191391000001772
8pxc_A,foldbench,True,1027464.0,1942.0,457.0,324.1868378920206,100.49204701873097,5.567958126999997
8pxu_A,foldbench,True,9212998.0,12429.0,655.0,5920.849440204977,1056.0269556973153,294.60342032899996
8q1v_A,foldbench,True,1467914.0,9085.0,93.0,7737.907838253894,2359.248021890754,25.948731371
8q79_A,foldbench,True,201632.0,664.0,236.0,215.10708566757182,77.42488535867534,0.43957599200000175
8q8i_A,foldbench,True,1549574.0,4380.0,282.0,2885.8852077354136,1361.2507097050006,14.232331228999996
8qb1_A,foldbench,True,901468.0,5906.0,88.0,5456.937460771614,5089.075545251477,10.587646131
8qd8_A,foldbench,True,1238134.0,2463.0,431.0,986.8284043818385,297.62738072498934,7.112255662000003
8qjp_A,foldbench,True,3173570.0,9340.0,254.0,5887.790482257522,1580.8882391234285,63.43330096700001
8qkd_A,foldbench,True,292.0,1.0,284.0,1.0,1.0,0.014279039000000049
8qlc_A,foldbench,True,2779197.0,3990.0,627.0,2092.519377310713,792.9459204594729,32.705060804000006
8qle_A,foldbench,True,911080.0,2596.0,283.0,622.3148937701819,93.7570908906605,5.391130423999996
8qnf_A,foldbench,True,9998567.0,16258.0,537.0,12669.873730301204,5466.455323450227,377.01712419
8qoh_A,foldbench,True,655.0,2.0,278.0,2.0,2.0,0.030956427999996095
8qpj_A,foldbench,True,236335.0,649.0,300.0,99.64670423974292,21.852537079189148,0.3519936229999985
8qq1_A,foldbench,True,1661582.0,5529.0,221.0,3365.764424151096,1522.4581174596217,18.445376167999996
8qup_A,foldbench,True,40958.0,220.0,124.0,24.2074486945996,5.869667071789191,0.04832956800000021
8qx6_A,foldbench,True,628876.0,2645.0,165.0,1519.2003874856025,457.40069840508454,4.535213058000004
8r2c_A,foldbench,True,837016.0,3458.0,169.0,1980.901448928988,975.7932089235828,6.039721455999995
8r5n_A,foldbench,True,599843.0,2556.0,165.0,581.5598277156321,280.0918887909372,4.362851101000004
8ra0_A,foldbench,True,1680348.0,2962.0,499.0,2535.6165261418496,771.483100550749,10.471578495999992
8rcw_A,foldbench,True,535902.0,1825.0,229.0,1228.8775865044827,531.2508564114833,2.2201587749999945
8rdd_A,foldbench,True,140818.0,579.0,170.0,168.8818928878266,66.24574910864719,0.35165870999999527
8re3_A,foldbench,True,4943359.0,9076.0,445.0,3534.7484759091317,827.8842561683244,119.894436565
8rom_A,foldbench,True,1811082.0,6474.0,202.0,2218.9513364545955,376.66894914984243,25.178368633000005
8s5b_A,foldbench,True,3067570.0,6535.0,396.0,3249.5453550297916,1057.5457841976706,54.801435886
8s9l_A,foldbench,True,463515.0,1356.0,270.0,697.9086791085094,213.84857761069532,2.0029164600000087
8sot_A,foldbench,True,1390298.0,7482.0,116.0,6596.373401915771,4565.359173490468,20.836620463000003
8spc_A,foldbench,True,6593464.0,13456.0,415.0,10068.863050686552,4925.692772165839,231.718893294
8suc_A,foldbench,True,744298.0,2110.0,283.0,1527.5432247331075,719.7303267230423,4.408167505999998
8sv7_A,foldbench,True,2865211.0,8196.0,276.0,4050.815686823658,652.665300418739,64.80041640799999
8sx0_A,foldbench,True,8184.0,46.0,111.0,4.0,3.2595767794297212,0.1230200979999978
8sxs_A,foldbench,True,1286121.0,6707.0,126.0,5468.6141115161045,1022.3175299996539,22.577302258000003
8t27_A,foldbench,True,3581558.0,6052.0,509.0,3169.0057151159986,649.840020053795,47.18100288000001
8t2j_A,foldbench,True,2637330.0,6313.0,345.0,1706.8842520900164,501.7407555785038,42.765582370999994
8t41_A,foldbench,True,13018162.0,13803.0,867.0,3251.284107941691,523.501608771989,425.636292334
8t4c_A,foldbench,True,1026503.0,4788.0,147.0,3712.627954892221,978.602045269297,10.842261062000006
8t5t_A,foldbench,True,137594.0,494.0,208.0,361.97622279681104,197.57523611630387,0.3106161559999947
8t8k_A,foldbench,True,463293.0,1869.0,184.0,732.6884203064487,204.68112133436364,2.4238536130000057
8t93_A,foldbench,True,423616.0,1289.0,249.0,480.0758355143961,192.55360513857818,1.2132779690000035
8t9n_A,foldbench,True,519616.0,2581.0,135.0,1558.3905930887968,791.9211329008721,2.803046547000008
8te9_A,foldbench,True,3412410.0,8446.0,336.0,6449.651640213962,3597.1610522904202,63.708582973000006
8tfo_A,foldbench,True,2444604.0,5016.0,416.0,1829.8420819154258,362.5723406748472,27.000825899999995
8tfs_A,foldbench,True,920217.0,3625.0,186.0,2006.3447478186208,643.8516561831193,9.090561590999997
8ti5_A,foldbench,True,668820.0,3362.0,134.0,1286.7942490659148,392.8303933148852,4.74943956300001
8tjg_A,foldbench,True,3698887.0,10914.0,260.0,5285.452945606485,776.7947466432474,159.996082813
8tls_A,foldbench,True,1324722.0,7268.0,116.0,4821.419829913152,1627.0121265256948,18.331220474000006
8tru_A,foldbench,True,3742883.0,7648.0,408.0,2890.7340488696727,443.4072235565583,64.22147886199998
8tse_A,foldbench,True,2356148.0,4739.0,428.0,2240.1933531626505,356.11525958600066,31.052711587000005
8tuk_A,foldbench,True,1374160.0,3485.0,322.0,1462.0557963360072,693.2379813041814,10.349087183999998
8tw1_A,foldbench,True,587861.0,1663.0,286.0,413.0169324202518,146.81424844951022,2.176840992999999
8tyh_A,foldbench,True,6663470.0,10734.0,538.0,3853.2526205682484,599.4866669952884,162.01991933300002
8u0i_A,foldbench,True,223631.0,1469.0,90.0,876.0706122084282,520.4831132241288,0.874329397000011
8u0x_A,foldbench,True,19636.0,79.0,186.0,54.48888888888889,43.86666666666667,0.02598532899999384
8u2f_A,foldbench,True,64245.0,299.0,149.0,95.5440224931846,31.932368300499476,0.09062794800000518
8ubs_A,foldbench,True,763776.0,3444.0,151.0,1614.7617471075582,391.51290486655387,5.895017080999992
8uds_A,foldbench,True,2478077.0,10611.0,167.0,5963.279053671908,1890.7540400217786,57.407971608
8ujw_A,foldbench,True,625000.0,1840.0,264.0,522.4185454258719,132.38495951290963,3.1463617059999933
8uk7_A,foldbench,True,82190.0,404.0,138.0,130.20304369845292,70.06009938039112,0.11796989199999075
8upi_A,foldbench,True,7703200.0,12824.0,523.0,8954.78420336802,5392.64941170999,225.72376000399998
8ux2_A,foldbench,True,1488.0,5.0,246.0,2.0,1.0,0.028512775999999462
8v3m_A,foldbench,True,4671280.0,7462.0,524.0,1979.719643135708,377.5160216462715,91.422087839
8v6t_A,foldbench,True,469478.0,1913.0,172.0,774.5911800732392,112.70910212576082,2.5419452099999944
8vc8_A,foldbench,True,212.0,1.0,204.0,1.0,1.0,0.019162126000000113
8vcw_A,foldbench,True,4226425.0,10699.0,327.0,3925.4009894704254,514.6724271359437,105.06203458799999
8vh7_A,foldbench,True,6728209.0,10795.0,552.0,9075.98728782633,5968.561939935824,201.421793389
8vpo_A,foldbench,True,585863.0,1080.0,472.0,820.9287808558082,526.264588714371,1.603446412000011
8vqk_A,foldbench,True,743347.0,1456.0,440.0,757.6276965622044,385.29710425722044,2.3829662480000025
8w6v_A,foldbench,True,6224333.0,10208.0,536.0,5231.963931262126,1035.0405650926036,180.320404012
8w7p_A,foldbench,True,100162.0,286.0,274.0,126.9795164819078,55.588955182402586,0.19525852800001076
8wac_A,foldbench,True,23158.0,115.0,127.0,92.0,67.90167055167055,0.1595210999999921
8wae_A,foldbench,True,67327.0,367.0,118.0,238.95396825396827,168.23790282390766,0.1819157349999898
8wc1_A,foldbench,True,102691.0,416.0,178.0,199.30809502443236,118.08894482733656,0.2167471799999987
8wcf_A,foldbench,True,897054.0,3873.0,160.0,2251.5514117907496,531.1019511260279,8.760368024999991
8whj_A,foldbench,True,788024.0,2351.0,264.0,386.3763699023257,173.83984059861223,4.145411455999991
8whn_A,foldbench,True,41833.0,184.0,161.0,86.90890806390033,43.20362717293541,0.13909056999999336
8wik_A,foldbench,True,1895467.0,4223.0,373.0,2122.992451371204,754.4174760708305,18.106787794000013
8wim_A,foldbench,True,85882.0,124.0,620.0,47.588413308397826,38.071599015580624,0.05818789900000354
8wj5_A,foldbench,True,9902.0,49.0,140.0,9.27813664352444,7.542253382286139,0.02189423500000487
8wnj_A,foldbench,True,17473765.0,17142.0,920.0,5561.569258715746,668.8437159901018,860.435489069
8wqn_A,foldbench,True,5162.0,22.0,173.0,8.166666666666668,5.780952380952381,0.02069815699999822
8wrx_A,foldbench,True,391.0,3.0,88.0,2.0,2.0,0.043483825999999226
8wt3_A,foldbench,True,2152860.0,10517.0,135.0,7870.458767923721,3637.6467263766162,50.864479305
8x7c_A,foldbench,True,4802003.0,11248.0,353.0,6768.7334387898945,2214.2481638138556,119.65362748800001
8xf9_A,foldbench,True,1371750.0,3891.0,283.0,1919.3472146304857,507.6726309929381,12.474778263000005
8xif_A,foldbench,True,31338.0,107.0,224.0,41.8596213204717,20.843652116572073,0.03593297400000495
8xjg_A,foldbench,True,3039881.0,13776.0,153.0,10545.118672350398,4788.829752819696,89.24760422900002
8xpk_A,foldbench,True,4437410.0,12700.0,269.0,7000.625400224268,1785.4045420878379,147.201774865
8xrh_A,foldbench,True,262026.0,549.0,408.0,236.203444690857,77.68970599286078,0.567582201999997
8y9p_A,foldbench,True,3721358.0,11453.0,256.0,5269.690942182759,994.3932309130454,91.45964333599998
8ycm_A,foldbench,True,369388.0,1222.0,229.0,308.56158983831233,173.11808232542455,1.3292367430000098
8ye0_A,foldbench,True,73040.0,203.0,290.0,106.51695830150271,66.63347045202839,0.17062090900000726
8yxk_A,foldbench,True,1750580.0,6320.0,201.0,2645.586713067606,594.5526415544515,24.259766802000016
8z4q_A,foldbench,True,683398.0,1256.0,473.0,570.3551077863149,191.2158605742112,2.065838197000005
8zqf_A,foldbench,True,34506.0,123.0,214.0,64.07619047619048,28.512885688442967,0.1407736299999982
9aue_A,foldbench,True,3919581.0,7919.0,415.0,3855.6443038522516,654.4085349827149,88.234117978
9azz_A,foldbench,True,351999.0,1399.0,186.0,1049.8619495599523,455.56091998786417,1.2276719910000082
9b1u_A,foldbench,True,1074080.0,2854.0,310.0,1021.2128991661989,203.61649815214685,6.970572423000007
9b8e_A,foldbench,True,20786.0,70.0,233.0,28.676623376623375,17.576373626373627,0.6474283659999998
9bjx_A,foldbench,True,2671532.0,6046.0,368.0,2676.5881915515843,575.7876703059388,40.71427670700001
9bks_A,foldbench,True,1037134.0,7020.0,80.0,4977.384994092361,2823.2544075656983,13.972230861
9cfj_A,foldbench,True,993107.0,2892.0,276.0,1590.1326168944684,643.3692692409572,6.450432511000017
9crn_A,foldbench,True,2822663.0,6228.0,379.0,3209.9511217127356,853.1958615122726,39.85361125499999
9d91_A,foldbench,True,3966140.0,10104.0,320.0,4662.044417596236,640.8760138131493,106.971425939
9etn_A,foldbench,True,6669763.0,10159.0,586.0,3346.5506333312733,1568.4543783325068,160.79521590900004
9evq_A,foldbench,True,119689.0,411.0,226.0,307.0309523809524,246.26519259598777,0.3318944729999913
9f9u_A,foldbench,True,187371.0,796.0,170.0,354.05096886409314,174.3672005806127,0.6045455880000077
9fce_A,foldbench,True,3227864.0,10778.0,229.0,7816.012476055914,3984.9584855474823,90.69917655900002
9fgp_A,foldbench,True,306468.0,1480.0,140.0,325.02297780530665,81.58779594363996,1.3857522950000032
9fow_A,foldbench,True,64663.0,306.0,146.0,82.98386836109569,39.70895506095631,0.07586271899998565
9fym_A,foldbench,True,898632.0,2235.0,330.0,815.854812515358,176.69340979345282,4.358189894999981
9gso_A,foldbench,True,14384.0,60.0,177.0,26.544444444444444,17.737674676133754,0.027033812000013313
9ijc_A,foldbench,True,855376.0,2173.0,321.0,1254.280338813306,342.8006346603022,5.227668679999994
9iuh_A,foldbench,True,5240600.0,10724.0,411.0,5326.4074902557295,1204.257757395955,126.13528846899999
9j0v_A,foldbench,True,1071417.0,3040.0,286.0,2238.4698762386574,1143.056757048646,8.567866579000011
9jq9_A,foldbench,True,936166.0,3726.0,179.0,2096.156535020672,497.938585678675,7.148835265999992
