stem,dataset,subset,eval_set,L,is_viral,kingdom,msa_volume,msa_depth,msa_neff,n_eff_0.62,query_len,range,cut,precision,predictor,depth_tier,neff_tier
7w15_A,foldbench_monomer,foldbench_natural,eval-val,302,0.0,bacteria,foldbench,3212.0,2004.4722192727247,755.2961590040995,302.0,all,R,0.6732673267326733,MarinFold #232 m2-p06 (step 363k),1000+,1000+
7w15_A,foldbench_monomer,foldbench_natural,eval-val,302,0.0,bacteria,foldbench,3212.0,2004.4722192727247,755.2961590040995,302.0,all,AUC,0.9882494574868822,MarinFold #232 m2-p06 (step 363k),1000+,1000+
7w15_A,foldbench_monomer,foldbench_natural,eval-val,302,0.0,bacteria,foldbench,3212.0,2004.4722192727247,755.2961590040995,302.0,long,R,0.6903553299492385,MarinFold #232 m2-p06 (step 363k),1000+,1000+
7w15_A,foldbench_monomer,foldbench_natural,eval-val,302,0.0,bacteria,foldbench,3212.0,2004.4722192727247,755.2961590040995,302.0,all,AUC,0.9468640831176356,ESMFold2,1000+,1000+
7w15_A,foldbench_monomer,foldbench_natural,eval-val,302,0.0,bacteria,foldbench,3212.0,2004.4722192727247,755.2961590040995,302.0,all,R,0.8646864686468647,ESMFold2,1000+,1000+
7w15_A,foldbench_monomer,foldbench_natural,eval-val,302,0.0,bacteria,foldbench,3212.0,2004.4722192727247,755.2961590040995,302.0,long,R,0.8527918781725888,ESMFold2,1000+,1000+
7w15_A,foldbench_monomer,foldbench_natural,eval-val,302,0.0,bacteria,foldbench,3212.0,2004.4722192727247,755.2961590040995,302.0,all,AUC,0.5982571602681293,Protenix-v2 single-seq,1000+,1000+
7w15_A,foldbench_monomer,foldbench_natural,eval-val,302,0.0,bacteria,foldbench,3212.0,2004.4722192727247,755.2961590040995,302.0,all,R,0.1749174917491749,Protenix-v2 single-seq,1000+,1000+
7w15_A,foldbench_monomer,foldbench_natural,eval-val,302,0.0,bacteria,foldbench,3212.0,2004.4722192727247,755.2961590040995,302.0,long,R,0.116751269035533,Protenix-v2 single-seq,1000+,1000+
7w15_A,foldbench_monomer,foldbench_natural,eval-val,302,0.0,bacteria,foldbench,3212.0,2004.4722192727247,755.2961590040995,302.0,all,AUC,0.9534430225472272,Protenix-v2 + MSA,1000+,1000+
7w15_A,foldbench_monomer,foldbench_natural,eval-val,302,0.0,bacteria,foldbench,3212.0,2004.4722192727247,755.2961590040995,302.0,all,R,0.8712871287128713,Protenix-v2 + MSA,1000+,1000+
7w15_A,foldbench_monomer,foldbench_natural,eval-val,302,0.0,bacteria,foldbench,3212.0,2004.4722192727247,755.2961590040995,302.0,long,R,0.8629441624365483,Protenix-v2 + MSA,1000+,1000+
7w15_A,foldbench_monomer,foldbench_natural,eval-val,302,0.0,bacteria,foldbench,3212.0,2004.4722192727247,755.2961590040995,302.0,all,R,0.5478547854785478,seq-KNN (decontaminated corpus),1000+,1000+
7w15_A,foldbench_monomer,foldbench_natural,eval-val,302,0.0,bacteria,foldbench,3212.0,2004.4722192727247,755.2961590040995,302.0,all,AUC,0.8315621361039213,seq-KNN (decontaminated corpus),1000+,1000+
7w15_A,foldbench_monomer,foldbench_natural,eval-val,302,0.0,bacteria,foldbench,3212.0,2004.4722192727247,755.2961590040995,302.0,long,R,0.5177664974619289,seq-KNN (decontaminated corpus),1000+,1000+
7wr2_A,foldbench_monomer,foldbench_natural,eval-test,161,0.0,bacteria,foldbench,92.0,28.132160726107216,15.285654040929092,161.0,all,R,0.6397058823529411,MarinFold #232 m2-p06 (step 363k),10-100,10-100
7wr2_A,foldbench_monomer,foldbench_natural,eval-test,161,0.0,bacteria,foldbench,92.0,28.132160726107216,15.285654040929092,161.0,all,AUC,0.9871628475951784,MarinFold #232 m2-p06 (step 363k),10-100,10-100
7wr2_A,foldbench_monomer,foldbench_natural,eval-test,161,0.0,bacteria,foldbench,92.0,28.132160726107216,15.285654040929092,161.0,long,R,0.6551724137931034,MarinFold #232 m2-p06 (step 363k),10-100,10-100
7wr2_A,foldbench_monomer,foldbench_natural,eval-test,161,0.0,bacteria,foldbench,92.0,28.132160726107216,15.285654040929092,161.0,all,R,0.8161764705882353,ESMFold2,10-100,10-100
7wr2_A,foldbench_monomer,foldbench_natural,eval-test,161,0.0,bacteria,foldbench,92.0,28.132160726107216,15.285654040929092,161.0,long,R,0.7816091954022989,ESMFold2,10-100,10-100
7wr2_A,foldbench_monomer,foldbench_natural,eval-test,161,0.0,bacteria,foldbench,92.0,28.132160726107216,15.285654040929092,161.0,all,R,0.5147058823529411,Protenix-v2 single-seq,10-100,10-100
7wr2_A,foldbench_monomer,foldbench_natural,eval-test,161,0.0,bacteria,foldbench,92.0,28.132160726107216,15.285654040929092,161.0,long,R,0.5402298850574713,Protenix-v2 single-seq,10-100,10-100
7wr2_A,foldbench_monomer,foldbench_natural,eval-test,161,0.0,bacteria,foldbench,92.0,28.132160726107216,15.285654040929092,161.0,all,R,0.8676470588235294,Protenix-v2 + MSA,10-100,10-100
7wr2_A,foldbench_monomer,foldbench_natural,eval-test,161,0.0,bacteria,foldbench,92.0,28.132160726107216,15.285654040929092,161.0,long,R,0.8160919540229885,Protenix-v2 + MSA,10-100,10-100
7wr2_A,foldbench_monomer,foldbench_natural,eval-test,161,0.0,bacteria,foldbench,92.0,28.132160726107216,15.285654040929092,161.0,all,R,0.1470588235294117,seq-KNN (decontaminated corpus),10-100,10-100
7wr2_A,foldbench_monomer,foldbench_natural,eval-test,161,0.0,bacteria,foldbench,92.0,28.132160726107216,15.285654040929092,161.0,all,AUC,0.5635192673560653,seq-KNN (decontaminated corpus),10-100,10-100
7wr2_A,foldbench_monomer,foldbench_natural,eval-test,161,0.0,bacteria,foldbench,92.0,28.132160726107216,15.285654040929092,161.0,long,R,0.1264367816091954,seq-KNN (decontaminated corpus),10-100,10-100
7wu8_A,foldbench_monomer,foldbench_natural,eval-test,96,0.0,eukaryote,foldbench,1210.0,198.71944654037827,67.55576736559351,96.0,all,R,0.6296296296296297,MarinFold #232 m2-p06 (step 363k),1000+,100-1000
7wu8_A,foldbench_monomer,foldbench_natural,eval-test,96,0.0,eukaryote,foldbench,1210.0,198.71944654037827,67.55576736559351,96.0,all,AUC,0.9533007066955532,MarinFold #232 m2-p06 (step 363k),1000+,100-1000
7wu8_A,foldbench_monomer,foldbench_natural,eval-test,96,0.0,eukaryote,foldbench,1210.0,198.71944654037827,67.55576736559351,96.0,long,R,0.6666666666666666,MarinFold #232 m2-p06 (step 363k),1000+,100-1000
7wu8_A,foldbench_monomer,foldbench_natural,eval-test,96,0.0,eukaryote,foldbench,1210.0,198.71944654037827,67.55576736559351,96.0,all,R,0.8148148148148148,ESMFold2,1000+,100-1000
7wu8_A,foldbench_monomer,foldbench_natural,eval-test,96,0.0,eukaryote,foldbench,1210.0,198.71944654037827,67.55576736559351,96.0,long,R,0.8,ESMFold2,1000+,100-1000
7wu8_A,foldbench_monomer,foldbench_natural,eval-test,96,0.0,eukaryote,foldbench,1210.0,198.71944654037827,67.55576736559351,96.0,all,R,0.5925925925925926,Protenix-v2 single-seq,1000+,100-1000
7wu8_A,foldbench_monomer,foldbench_natural,eval-test,96,0.0,eukaryote,foldbench,1210.0,198.71944654037827,67.55576736559351,96.0,long,R,0.6666666666666666,Protenix-v2 single-seq,1000+,100-1000
7wu8_A,foldbench_monomer,foldbench_natural,eval-test,96,0.0,eukaryote,foldbench,1210.0,198.71944654037827,67.55576736559351,96.0,all,R,0.8703703703703703,Protenix-v2 + MSA,1000+,100-1000
7wu8_A,foldbench_monomer,foldbench_natural,eval-test,96,0.0,eukaryote,foldbench,1210.0,198.71944654037827,67.55576736559351,96.0,long,R,0.8333333333333334,Protenix-v2 + MSA,1000+,100-1000
7wu8_A,foldbench_monomer,foldbench_natural,eval-test,96,0.0,eukaryote,foldbench,1210.0,198.71944654037827,67.55576736559351,96.0,all,R,0.0185185185185185,seq-KNN (decontaminated corpus),1000+,100-1000
7wu8_A,foldbench_monomer,foldbench_natural,eval-test,96,0.0,eukaryote,foldbench,1210.0,198.71944654037827,67.55576736559351,96.0,all,AUC,0.5075408800165068,seq-KNN (decontaminated corpus),1000+,100-1000
7wu8_A,foldbench_monomer,foldbench_natural,eval-test,96,0.0,eukaryote,foldbench,1210.0,198.71944654037827,67.55576736559351,96.0,long,R,0.0,seq-KNN (decontaminated corpus),1000+,100-1000
7wz5_A,foldbench_monomer,foldbench_natural,eval-val,161,0.0,eukaryote,foldbench,418.0,148.85248275398956,68.82514829932893,161.0,all,R,0.0442477876106194,MarinFold #232 m2-p06 (step 363k),100-1000,100-1000
7wz5_A,foldbench_monomer,foldbench_natural,eval-val,161,0.0,eukaryote,foldbench,418.0,148.85248275398956,68.82514829932893,161.0,all,AUC,0.664716887308344,MarinFold #232 m2-p06 (step 363k),100-1000,100-1000
7wz5_A,foldbench_monomer,foldbench_natural,eval-val,161,0.0,eukaryote,foldbench,418.0,148.85248275398956,68.82514829932893,161.0,long,R,0.0679611650485436,MarinFold #232 m2-p06 (step 363k),100-1000,100-1000
7wz5_A,foldbench_monomer,foldbench_natural,eval-val,161,0.0,eukaryote,foldbench,418.0,148.85248275398956,68.82514829932893,161.0,all,AUC,0.9816373713334038,ESMFold2,100-1000,100-1000
7wz5_A,foldbench_monomer,foldbench_natural,eval-val,161,0.0,eukaryote,foldbench,418.0,148.85248275398956,68.82514829932893,161.0,all,R,0.8938053097345132,ESMFold2,100-1000,100-1000
7wz5_A,foldbench_monomer,foldbench_natural,eval-val,161,0.0,eukaryote,foldbench,418.0,148.85248275398956,68.82514829932893,161.0,long,R,0.883495145631068,ESMFold2,100-1000,100-1000
7wz5_A,foldbench_monomer,foldbench_natural,eval-val,161,0.0,eukaryote,foldbench,418.0,148.85248275398956,68.82514829932893,161.0,all,AUC,0.5644332315403934,Protenix-v2 single-seq,100-1000,100-1000
7wz5_A,foldbench_monomer,foldbench_natural,eval-val,161,0.0,eukaryote,foldbench,418.0,148.85248275398956,68.82514829932893,161.0,all,R,0.0973451327433628,Protenix-v2 single-seq,100-1000,100-1000
7wz5_A,foldbench_monomer,foldbench_natural,eval-val,161,0.0,eukaryote,foldbench,418.0,148.85248275398956,68.82514829932893,161.0,long,R,0.1067961165048543,Protenix-v2 single-seq,100-1000,100-1000
7wz5_A,foldbench_monomer,foldbench_natural,eval-val,161,0.0,eukaryote,foldbench,418.0,148.85248275398956,68.82514829932893,161.0,all,AUC,0.9639035289614828,Protenix-v2 + MSA,100-1000,100-1000
7wz5_A,foldbench_monomer,foldbench_natural,eval-val,161,0.0,eukaryote,foldbench,418.0,148.85248275398956,68.82514829932893,161.0,all,R,0.8672566371681416,Protenix-v2 + MSA,100-1000,100-1000
7wz5_A,foldbench_monomer,foldbench_natural,eval-val,161,0.0,eukaryote,foldbench,418.0,148.85248275398956,68.82514829932893,161.0,long,R,0.8640776699029126,Protenix-v2 + MSA,100-1000,100-1000
7wz5_A,foldbench_monomer,foldbench_natural,eval-val,161,0.0,eukaryote,foldbench,418.0,148.85248275398956,68.82514829932893,161.0,all,R,0.4513274336283185,seq-KNN (decontaminated corpus),100-1000,100-1000
7wz5_A,foldbench_monomer,foldbench_natural,eval-val,161,0.0,eukaryote,foldbench,418.0,148.85248275398956,68.82514829932893,161.0,all,AUC,0.8472814044026863,seq-KNN (decontaminated corpus),100-1000,100-1000
7wz5_A,foldbench_monomer,foldbench_natural,eval-val,161,0.0,eukaryote,foldbench,418.0,148.85248275398956,68.82514829932893,161.0,long,R,0.4660194174757281,seq-KNN (decontaminated corpus),100-1000,100-1000
7wzm_A,foldbench_monomer,foldbench_natural,eval-val,492,0.0,bacteria,foldbench,14412.0,9420.60613012521,5607.456054169861,492.0,all,R,0.7302631578947368,MarinFold #232 m2-p06 (step 363k),1000+,1000+
7wzm_A,foldbench_monomer,foldbench_natural,eval-val,492,0.0,bacteria,foldbench,14412.0,9420.60613012521,5607.456054169861,492.0,all,AUC,0.993366398561616,MarinFold #232 m2-p06 (step 363k),1000+,1000+
7wzm_A,foldbench_monomer,foldbench_natural,eval-val,492,0.0,bacteria,foldbench,14412.0,9420.60613012521,5607.456054169861,492.0,long,R,0.7313432835820896,MarinFold #232 m2-p06 (step 363k),1000+,1000+
7wzm_A,foldbench_monomer,foldbench_natural,eval-val,492,0.0,bacteria,foldbench,14412.0,9420.60613012521,5607.456054169861,492.0,all,AUC,0.9427068731306176,ESMFold2,1000+,1000+
7wzm_A,foldbench_monomer,foldbench_natural,eval-val,492,0.0,bacteria,foldbench,14412.0,9420.60613012521,5607.456054169861,492.0,all,R,0.8333333333333334,ESMFold2,1000+,1000+
7wzm_A,foldbench_monomer,foldbench_natural,eval-val,492,0.0,bacteria,foldbench,14412.0,9420.60613012521,5607.456054169861,492.0,long,R,0.8208955223880597,ESMFold2,1000+,1000+
7wzm_A,foldbench_monomer,foldbench_natural,eval-val,492,0.0,bacteria,foldbench,14412.0,9420.60613012521,5607.456054169861,492.0,all,AUC,0.6481520814627679,Protenix-v2 single-seq,1000+,1000+
7wzm_A,foldbench_monomer,foldbench_natural,eval-val,492,0.0,bacteria,foldbench,14412.0,9420.60613012521,5607.456054169861,492.0,all,R,0.2631578947368421,Protenix-v2 single-seq,1000+,1000+
7wzm_A,foldbench_monomer,foldbench_natural,eval-val,492,0.0,bacteria,foldbench,14412.0,9420.60613012521,5607.456054169861,492.0,long,R,0.2477611940298507,Protenix-v2 single-seq,1000+,1000+
7wzm_A,foldbench_monomer,foldbench_natural,eval-val,492,0.0,bacteria,foldbench,14412.0,9420.60613012521,5607.456054169861,492.0,all,AUC,0.9537178665047504,Protenix-v2 + MSA,1000+,1000+
7wzm_A,foldbench_monomer,foldbench_natural,eval-val,492,0.0,bacteria,foldbench,14412.0,9420.60613012521,5607.456054169861,492.0,all,R,0.8618421052631579,Protenix-v2 + MSA,1000+,1000+
7wzm_A,foldbench_monomer,foldbench_natural,eval-val,492,0.0,bacteria,foldbench,14412.0,9420.60613012521,5607.456054169861,492.0,long,R,0.8597014925373134,Protenix-v2 + MSA,1000+,1000+
7wzm_A,foldbench_monomer,foldbench_natural,eval-val,492,0.0,bacteria,foldbench,14412.0,9420.60613012521,5607.456054169861,492.0,all,R,0.4890350877192982,seq-KNN (decontaminated corpus),1000+,1000+
7wzm_A,foldbench_monomer,foldbench_natural,eval-val,492,0.0,bacteria,foldbench,14412.0,9420.60613012521,5607.456054169861,492.0,all,AUC,0.8816726584995996,seq-KNN (decontaminated corpus),1000+,1000+
7wzm_A,foldbench_monomer,foldbench_natural,eval-val,492,0.0,bacteria,foldbench,14412.0,9420.60613012521,5607.456054169861,492.0,long,R,0.4805970149253731,seq-KNN (decontaminated corpus),1000+,1000+
7x3h_A,foldbench_monomer,foldbench_natural,eval-val,290,0.0,bacteria,foldbench,415.0,226.8687495253285,121.69428093592047,290.0,all,R,0.6655405405405406,MarinFold #232 m2-p06 (step 363k),100-1000,100-1000
7x3h_A,foldbench_monomer,foldbench_natural,eval-val,290,0.0,bacteria,foldbench,415.0,226.8687495253285,121.69428093592047,290.0,all,AUC,0.9527043770552678,MarinFold #232 m2-p06 (step 363k),100-1000,100-1000
7x3h_A,foldbench_monomer,foldbench_natural,eval-val,290,0.0,bacteria,foldbench,415.0,226.8687495253285,121.69428093592047,290.0,long,R,0.6530612244897959,MarinFold #232 m2-p06 (step 363k),100-1000,100-1000
7x3h_A,foldbench_monomer,foldbench_natural,eval-val,290,0.0,bacteria,foldbench,415.0,226.8687495253285,121.69428093592047,290.0,all,AUC,0.8668475773606696,ESMFold2,100-1000,100-1000
7x3h_A,foldbench_monomer,foldbench_natural,eval-val,290,0.0,bacteria,foldbench,415.0,226.8687495253285,121.69428093592047,290.0,all,R,0.6959459459459459,ESMFold2,100-1000,100-1000
7x3h_A,foldbench_monomer,foldbench_natural,eval-val,290,0.0,bacteria,foldbench,415.0,226.8687495253285,121.69428093592047,290.0,long,R,0.6836734693877551,ESMFold2,100-1000,100-1000
7x3h_A,foldbench_monomer,foldbench_natural,eval-val,290,0.0,bacteria,foldbench,415.0,226.8687495253285,121.69428093592047,290.0,all,AUC,0.5658774946923024,Protenix-v2 single-seq,100-1000,100-1000
7x3h_A,foldbench_monomer,foldbench_natural,eval-val,290,0.0,bacteria,foldbench,415.0,226.8687495253285,121.69428093592047,290.0,all,R,0.1013513513513513,Protenix-v2 single-seq,100-1000,100-1000
7x3h_A,foldbench_monomer,foldbench_natural,eval-val,290,0.0,bacteria,foldbench,415.0,226.8687495253285,121.69428093592047,290.0,long,R,0.0153061224489795,Protenix-v2 single-seq,100-1000,100-1000
7x3h_A,foldbench_monomer,foldbench_natural,eval-val,290,0.0,bacteria,foldbench,415.0,226.8687495253285,121.69428093592047,290.0,all,AUC,0.882211576027141,Protenix-v2 + MSA,100-1000,100-1000
7x3h_A,foldbench_monomer,foldbench_natural,eval-val,290,0.0,bacteria,foldbench,415.0,226.8687495253285,121.69428093592047,290.0,all,R,0.7297297297297297,Protenix-v2 + MSA,100-1000,100-1000
7x3h_A,foldbench_monomer,foldbench_natural,eval-val,290,0.0,bacteria,foldbench,415.0,226.8687495253285,121.69428093592047,290.0,long,R,0.7091836734693877,Protenix-v2 + MSA,100-1000,100-1000
7x3h_A,foldbench_monomer,foldbench_natural,eval-val,290,0.0,bacteria,foldbench,415.0,226.8687495253285,121.69428093592047,290.0,all,R,0.4560810810810811,seq-KNN (decontaminated corpus),100-1000,100-1000
7x3h_A,foldbench_monomer,foldbench_natural,eval-val,290,0.0,bacteria,foldbench,415.0,226.8687495253285,121.69428093592047,290.0,all,AUC,0.8099125206596502,seq-KNN (decontaminated corpus),100-1000,100-1000
7x3h_A,foldbench_monomer,foldbench_natural,eval-val,290,0.0,bacteria,foldbench,415.0,226.8687495253285,121.69428093592047,290.0,long,R,0.4285714285714285,seq-KNN (decontaminated corpus),100-1000,100-1000
7x4p_A,foldbench_monomer,foldbench_natural,eval-val,307,0.0,bacteria,foldbench,2354.0,1371.0575054038472,495.204354450828,307.0,all,R,0.5345345345345346,MarinFold #232 m2-p06 (step 363k),1000+,1000+
7x4p_A,foldbench_monomer,foldbench_natural,eval-val,307,0.0,bacteria,foldbench,2354.0,1371.0575054038472,495.204354450828,307.0,all,AUC,0.972486141674173,MarinFold #232 m2-p06 (step 363k),1000+,1000+
7x4p_A,foldbench_monomer,foldbench_natural,eval-val,307,0.0,bacteria,foldbench,2354.0,1371.0575054038472,495.204354450828,307.0,long,R,0.5103734439834025,MarinFold #232 m2-p06 (step 363k),1000+,1000+
7x4p_A,foldbench_monomer,foldbench_natural,eval-val,307,0.0,bacteria,foldbench,2354.0,1371.0575054038472,495.204354450828,307.0,all,AUC,0.9287484150594132,ESMFold2,1000+,1000+
7x4p_A,foldbench_monomer,foldbench_natural,eval-val,307,0.0,bacteria,foldbench,2354.0,1371.0575054038472,495.204354450828,307.0,all,R,0.8018018018018018,ESMFold2,1000+,1000+
7x4p_A,foldbench_monomer,foldbench_natural,eval-val,307,0.0,bacteria,foldbench,2354.0,1371.0575054038472,495.204354450828,307.0,long,R,0.8008298755186722,ESMFold2,1000+,1000+
7x4p_A,foldbench_monomer,foldbench_natural,eval-val,307,0.0,bacteria,foldbench,2354.0,1371.0575054038472,495.204354450828,307.0,all,AUC,0.5268015187019137,Protenix-v2 single-seq,1000+,1000+
7x4p_A,foldbench_monomer,foldbench_natural,eval-val,307,0.0,bacteria,foldbench,2354.0,1371.0575054038472,495.204354450828,307.0,all,R,0.051051051051051,Protenix-v2 single-seq,1000+,1000+
7x4p_A,foldbench_monomer,foldbench_natural,eval-val,307,0.0,bacteria,foldbench,2354.0,1371.0575054038472,495.204354450828,307.0,long,R,0.0165975103734439,Protenix-v2 single-seq,1000+,1000+
7x4p_A,foldbench_monomer,foldbench_natural,eval-val,307,0.0,bacteria,foldbench,2354.0,1371.0575054038472,495.204354450828,307.0,all,AUC,0.9467861328092936,Protenix-v2 + MSA,1000+,1000+
7x4p_A,foldbench_monomer,foldbench_natural,eval-val,307,0.0,bacteria,foldbench,2354.0,1371.0575054038472,495.204354450828,307.0,all,R,0.8258258258258259,Protenix-v2 + MSA,1000+,1000+
7x4p_A,foldbench_monomer,foldbench_natural,eval-val,307,0.0,bacteria,foldbench,2354.0,1371.0575054038472,495.204354450828,307.0,long,R,0.8298755186721992,Protenix-v2 + MSA,1000+,1000+
7x4p_A,foldbench_monomer,foldbench_natural,eval-val,307,0.0,bacteria,foldbench,2354.0,1371.0575054038472,495.204354450828,307.0,all,R,0.4114114114114114,seq-KNN (decontaminated corpus),1000+,1000+
7x4p_A,foldbench_monomer,foldbench_natural,eval-val,307,0.0,bacteria,foldbench,2354.0,1371.0575054038472,495.204354450828,307.0,all,AUC,0.7378063517698031,seq-KNN (decontaminated corpus),1000+,1000+
7x4p_A,foldbench_monomer,foldbench_natural,eval-val,307,0.0,bacteria,foldbench,2354.0,1371.0575054038472,495.204354450828,307.0,long,R,0.3651452282157676,seq-KNN (decontaminated corpus),1000+,1000+
7x8l_A,foldbench_monomer,foldbench_natural,eval-val,514,0.0,bacteria,foldbench,16065.0,7437.071494797685,1018.8129205806448,514.0,all,R,0.6258620689655172,MarinFold #232 m2-p06 (step 363k),1000+,1000+
7x8l_A,foldbench_monomer,foldbench_natural,eval-val,514,0.0,bacteria,foldbench,16065.0,7437.071494797685,1018.8129205806448,514.0,all,AUC,0.9682455439065062,MarinFold #232 m2-p06 (step 363k),1000+,1000+
7x8l_A,foldbench_monomer,foldbench_natural,eval-val,514,0.0,bacteria,foldbench,16065.0,7437.071494797685,1018.8129205806448,514.0,long,R,0.615909090909091,MarinFold #232 m2-p06 (step 363k),1000+,1000+
7x8l_A,foldbench_monomer,foldbench_natural,eval-val,514,0.0,bacteria,foldbench,16065.0,7437.071494797685,1018.8129205806448,514.0,all,AUC,0.9505730657278024,ESMFold2,1000+,1000+
7x8l_A,foldbench_monomer,foldbench_natural,eval-val,514,0.0,bacteria,foldbench,16065.0,7437.071494797685,1018.8129205806448,514.0,all,R,0.8551724137931035,ESMFold2,1000+,1000+
7x8l_A,foldbench_monomer,foldbench_natural,eval-val,514,0.0,bacteria,foldbench,16065.0,7437.071494797685,1018.8129205806448,514.0,long,R,0.8545454545454545,ESMFold2,1000+,1000+
7x8l_A,foldbench_monomer,foldbench_natural,eval-val,514,0.0,bacteria,foldbench,16065.0,7437.071494797685,1018.8129205806448,514.0,all,AUC,0.5326762342312888,Protenix-v2 single-seq,1000+,1000+
7x8l_A,foldbench_monomer,foldbench_natural,eval-val,514,0.0,bacteria,foldbench,16065.0,7437.071494797685,1018.8129205806448,514.0,all,R,0.0551724137931034,Protenix-v2 single-seq,1000+,1000+
7x8l_A,foldbench_monomer,foldbench_natural,eval-val,514,0.0,bacteria,foldbench,16065.0,7437.071494797685,1018.8129205806448,514.0,long,R,0.0386363636363636,Protenix-v2 single-seq,1000+,1000+
7x8l_A,foldbench_monomer,foldbench_natural,eval-val,514,0.0,bacteria,foldbench,16065.0,7437.071494797685,1018.8129205806448,514.0,all,AUC,0.9731236816201206,Protenix-v2 + MSA,1000+,1000+
7x8l_A,foldbench_monomer,foldbench_natural,eval-val,514,0.0,bacteria,foldbench,16065.0,7437.071494797685,1018.8129205806448,514.0,all,R,0.9051724137931034,Protenix-v2 + MSA,1000+,1000+
7x8l_A,foldbench_monomer,foldbench_natural,eval-val,514,0.0,bacteria,foldbench,16065.0,7437.071494797685,1018.8129205806448,514.0,long,R,0.9113636363636364,Protenix-v2 + MSA,1000+,1000+
7x8l_A,foldbench_monomer,foldbench_natural,eval-val,514,0.0,bacteria,foldbench,16065.0,7437.071494797685,1018.8129205806448,514.0,all,R,0.5258620689655172,seq-KNN (decontaminated corpus),1000+,1000+
7x8l_A,foldbench_monomer,foldbench_natural,eval-val,514,0.0,bacteria,foldbench,16065.0,7437.071494797685,1018.8129205806448,514.0,all,AUC,0.8644376914116116,seq-KNN (decontaminated corpus),1000+,1000+
7x8l_A,foldbench_monomer,foldbench_natural,eval-val,514,0.0,bacteria,foldbench,16065.0,7437.071494797685,1018.8129205806448,514.0,long,R,0.5181818181818182,seq-KNN (decontaminated corpus),1000+,1000+
7xcd_A,foldbench_monomer,foldbench_natural,eval-val,178,1.0,virus,foldbench,21.0,8.178571428571427,6.497641247641248,178.0,all,R,0.1621621621621621,MarinFold #232 m2-p06 (step 363k),10-100,<10
7xcd_A,foldbench_monomer,foldbench_natural,eval-val,178,1.0,virus,foldbench,21.0,8.178571428571427,6.497641247641248,178.0,all,AUC,0.7826053650391736,MarinFold #232 m2-p06 (step 363k),10-100,<10
7xcd_A,foldbench_monomer,foldbench_natural,eval-val,178,1.0,virus,foldbench,21.0,8.178571428571427,6.497641247641248,178.0,long,R,0.1262135922330097,MarinFold #232 m2-p06 (step 363k),10-100,<10
7xcd_A,foldbench_monomer,foldbench_natural,eval-val,178,1.0,virus,foldbench,21.0,8.178571428571427,6.497641247641248,178.0,all,AUC,0.9037747013816262,ESMFold2,10-100,<10
7xcd_A,foldbench_monomer,foldbench_natural,eval-val,178,1.0,virus,foldbench,21.0,8.178571428571427,6.497641247641248,178.0,all,R,0.722972972972973,ESMFold2,10-100,<10
7xcd_A,foldbench_monomer,foldbench_natural,eval-val,178,1.0,virus,foldbench,21.0,8.178571428571427,6.497641247641248,178.0,long,R,0.7572815533980582,ESMFold2,10-100,<10
7xcd_A,foldbench_monomer,foldbench_natural,eval-val,178,1.0,virus,foldbench,21.0,8.178571428571427,6.497641247641248,178.0,all,AUC,0.565520816131814,Protenix-v2 single-seq,10-100,<10
7xcd_A,foldbench_monomer,foldbench_natural,eval-val,178,1.0,virus,foldbench,21.0,8.178571428571427,6.497641247641248,178.0,all,R,0.1216216216216216,Protenix-v2 single-seq,10-100,<10
7xcd_A,foldbench_monomer,foldbench_natural,eval-val,178,1.0,virus,foldbench,21.0,8.178571428571427,6.497641247641248,178.0,long,R,0.0679611650485436,Protenix-v2 single-seq,10-100,<10
7xcd_A,foldbench_monomer,foldbench_natural,eval-val,178,1.0,virus,foldbench,21.0,8.178571428571427,6.497641247641248,178.0,all,AUC,0.9380855397148676,Protenix-v2 + MSA,10-100,<10
7xcd_A,foldbench_monomer,foldbench_natural,eval-val,178,1.0,virus,foldbench,21.0,8.178571428571427,6.497641247641248,178.0,all,R,0.7905405405405406,Protenix-v2 + MSA,10-100,<10
7xcd_A,foldbench_monomer,foldbench_natural,eval-val,178,1.0,virus,foldbench,21.0,8.178571428571427,6.497641247641248,178.0,long,R,0.8252427184466019,Protenix-v2 + MSA,10-100,<10
7xcd_A,foldbench_monomer,foldbench_natural,eval-val,178,1.0,virus,foldbench,21.0,8.178571428571427,6.497641247641248,178.0,all,R,0.0067567567567567,seq-KNN (decontaminated corpus),10-100,<10
7xcd_A,foldbench_monomer,foldbench_natural,eval-val,178,1.0,virus,foldbench,21.0,8.178571428571427,6.497641247641248,178.0,all,AUC,0.5028692134089283,seq-KNN (decontaminated corpus),10-100,<10
7xcd_A,foldbench_monomer,foldbench_natural,eval-val,178,1.0,virus,foldbench,21.0,8.178571428571427,6.497641247641248,178.0,long,R,0.0097087378640776,seq-KNN (decontaminated corpus),10-100,<10
7xg9_A,foldbench_monomer,foldbench_natural,eval-val,288,0.0,bacteria,foldbench,6258.0,2775.350137899425,718.8721283925413,288.0,all,R,0.4190871369294606,MarinFold #232 m2-p06 (step 363k),1000+,1000+
7xg9_A,foldbench_monomer,foldbench_natural,eval-val,288,0.0,bacteria,foldbench,6258.0,2775.350137899425,718.8721283925413,288.0,all,AUC,0.9088580228145194,MarinFold #232 m2-p06 (step 363k),1000+,1000+
