stem,length,fine_cluster,contacts_emitted,num_tokens,truncated,document_sha256,source_parquet
proteina-30739c4ace7320804f74,200,proteina-30739c4ace7320804f74,193,987,False,8ddfd57f33c1e39812484e5bd8a394c86655fe2d6718922f9ee09bf2e2db845c,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l200-cis-v2/documents-provisional/a813c3e6f004e266b7f5.parquet
proteina-30cbe0107d2eb4cb19f7,60,proteina-30cbe0107d2eb4cb19f7,55,293,False,16027e7b8023247a9ffae9a5fa89b347a8343950f5d37cd827020809bcb04f01,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l60-cis-v2/documents-provisional/1f51c6e45e0ad889d606.parquet
proteina-3135c1ce87b39beb0350,100,proteina-3135c1ce87b39beb0350,94,490,False,3c48befc671f064b222c4a617b3a3ada83cfd4b54746c5072a0e54fa489122e1,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l100-cis-v2/documents-provisional/f3568cd0506e0516c73a.parquet
proteina-314bebb7c074878bd09a,200,proteina-314bebb7c074878bd09a,197,999,False,529d9e4225d2c0b08d4f48167378dd9ee80239fa8e4c10511169a26bf4bf9e54,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l200-cis-v2/documents-provisional/0718f68136e9854c332d.parquet
proteina-317db1d06e7c905d42d4,60,proteina-317db1d06e7c905d42d4,52,284,False,da7dad8118f037e2425350cfe7055ca0385b519e7dd8730b12ff768a0563a37b,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l60-cis-v2/documents-provisional/6732899e8165c8b123c0.parquet
proteina-3190e0b3bfceb2168333,200,proteina-3190e0b3bfceb2168333,199,1005,False,6a41e587f23a3c77d0369e1be87ca17eecdfb1c38f062e2656e95533605c90d6,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l200-cis-v2/documents-provisional/9f9af92f298c2cb26872.parquet
proteina-319d9d655dbabb0511ff,100,proteina-319d9d655dbabb0511ff,85,463,False,0dcf2b926194332a5cf368aa115ab5c434f81bf763d59b89c54ea7050de1e6a8,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l100-cis-v2/documents-provisional/f3568cd0506e0516c73a.parquet
proteina-31c2d513e54cb76c34ec,60,proteina-31c2d513e54cb76c34ec,45,263,False,5dd03619e35dac753ad8363fececcc0d13358838d0677e55fdbb4990049785ee,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l60-cis-v2/documents-provisional/98f91b68a0eb17e9ebf0.parquet
proteina-3286f6423fb33fdf5a95,400,proteina-294b402cae8c43c129ed,416,2056,False,08aba5142be796aba912f7257259cf6488b05f8ff4bcaca2904d72a1689a92bf,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l400-v1/documents-provisional/1517f02594723eb22347.parquet
proteina-328857d989f2700fd5de,60,proteina-328857d989f2700fd5de,40,248,False,da92321122c7f4a90add45cf813943e5dea0c51abfbc8e4fad6a73c10c3c1de0,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l60-cis-v2/documents-provisional/a919b4c557ee7a7ccd74.parquet
proteina-3387cafc657a0a340fe8,100,proteina-3387cafc657a0a340fe8,106,526,False,0a7b40d68fd12fe3a5c042b1928c3f515f9fe0d217a5020c0bf67eb537d07c44,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l100-cis-v2/documents-provisional/2085eadd669c0cad8edd.parquet
proteina-3431595777b5bcb02ea4,200,proteina-3431595777b5bcb02ea4,192,984,False,8c1254d92b321f328e7869096abbc340f71b2147957289f2e82f2ead07234a8d,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l200-cis-v2/documents-provisional/61b17ab70a69b214148b.parquet
proteina-347118566cf376604ca6,400,proteina-347118566cf376604ca6,489,2275,False,164772474adaa123808e86de847755731e33b144b62d5978d70593c58776d23e,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l400-v1/documents-provisional/58f448e1358db35d69aa.parquet
proteina-34aa689d6aefc75f98d8,60,proteina-34aa689d6aefc75f98d8,50,278,False,8c2cd5a88377275dda472ddea7641ba7bf7455a5af4c671f4727af91c0bf088e,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l60-cis-v2/documents-provisional/1f51c6e45e0ad889d606.parquet
proteina-34c153a239c8c33d56b1,60,proteina-34c153a239c8c33d56b1,49,275,False,818d127136efda37d28ce391255ace2ac8889b6bc42c6324ab93f5e5d28f339a,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l60-cis-v2/documents-provisional/98f91b68a0eb17e9ebf0.parquet
proteina-3511d9f5efdae708c343,400,proteina-3511d9f5efdae708c343,355,1873,False,8705c86ba5b8c9b74774a6f93a31d5a480fe2a2be4f6df0b0e3f67f5e2caf574,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l400-v1/documents-provisional/4bcf0e31d0302d10509d.parquet
proteina-3530835a93463543842e,500,proteina-3530835a93463543842e,624,2880,False,4874942424a3a27ed25f68f441e7c74ff512ce907af1ccb24bc750073c4f61b6,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l500-v1/documents-provisional/408ef33b33f6e40dfb28.parquet
proteina-358093f528cb1e3aa4dd,60,proteina-358093f528cb1e3aa4dd,49,275,False,6f61ff3ade9d7db963c909f66c8219a3d82b30579421b0235888e0cd824dc66d,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l60-cis-v2/documents-provisional/98f91b68a0eb17e9ebf0.parquet
proteina-36d58e1890b9e5f044de,100,proteina-36d58e1890b9e5f044de,95,493,False,dc81e19dd846ccf06dacce91e529509d47856e8e8583f9c95859642774c36f5c,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l100-cis-v2/documents-provisional/96469653a4df51ca0ade.parquet
proteina-373f39ddc5bcc1ff32cd,300,proteina-373f39ddc5bcc1ff32cd,295,1493,False,3964a9c26f7eb36b68c52c4f97e49e1afcaa158fc24b058d4b25c21dd80bb236,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l300-cis-v2/documents-provisional/64864aab5e7353e7bf2e.parquet
proteina-38d61fb76f96367a2feb,200,proteina-38d61fb76f96367a2feb,205,1023,False,e342b5a8c7f9d22d916cc0341f5c8742f6f3d0bbfb59443f1a20515259c4ae35,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l200-cis-v2/documents-provisional/200e73b1e699dba10fb9.parquet
proteina-38d965da28f5f46062be,200,proteina-38d965da28f5f46062be,165,903,False,e2c166ad25ef0289db4169809b3400993c6770608c267d5d4701967982cd7d7b,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l200-cis-v2/documents-provisional/ee09aa4072bcc9f570db.parquet
proteina-39aaba5f00f4cc974942,500,proteina-39aaba5f00f4cc974942,598,2802,False,b32712c60d34e7c069fdfd3bff2ed3f819253567396772493d666bba47c6ada1,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l500-v1/documents-provisional/f86a3b8a482246496cba.parquet
proteina-39af924ccc85aa1425c4,100,proteina-39af924ccc85aa1425c4,83,457,False,d9565bb7ab5fdffc744f2a6f67b0c2f077e03abfd035d8bdfc67ddf271fe7c4f,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l100-cis-v2/documents-provisional/be5d3c6ac9a605935969.parquet
proteina-39fac9763af89ffdaaa3,300,proteina-39fac9763af89ffdaaa3,322,1574,False,cdbcf787892271cac0f8a22cd94d74865547c43647068a2fdb8bbd75be894e70,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l300-cis-v2/documents-provisional/d4bcc4632553d2921112.parquet
proteina-3b58a8ac2db5744c68f6,500,proteina-3b58a8ac2db5744c68f6,586,2766,False,34dccc6841c134aa939e09d316ff472872deb5f91ff733419ee375e883ef9345,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l500-v1/documents-provisional/96bfef45f4cec27e70b9.parquet
proteina-3b5951fa585e2c11f1da,100,proteina-3b5951fa585e2c11f1da,95,493,False,e7811a4bd603cdff76bd2eed3efc321c603cbd5fdfafe7983cdd9414aa518bfa,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l100-cis-v2/documents-provisional/947fb8c94a3ad7f02463.parquet
proteina-3c0c7ad96c743ca9ceff,60,proteina-3c0c7ad96c743ca9ceff,43,257,False,a9562b3d7392ba65c0f1e843dd37b0b88465e3201d25b20dadae5afb97888b27,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l60-cis-v2/documents-provisional/6732899e8165c8b123c0.parquet
proteina-3d1436f1835d3622222f,100,proteina-3d1436f1835d3622222f,84,460,False,83054885ea22546fd462291f711f11be1aea409c2a4b4105498e59b58f03c548,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l100-cis-v2/documents-provisional/facc89fba0efb2f9ad84.parquet
proteina-3d607b3404d48890baf9,60,proteina-3d607b3404d48890baf9,41,251,False,5cc93a5d1a420c4ca3b781df869089c477e1559cade191d2ba1550a1eba680fb,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l60-cis-v2/documents-provisional/7674651d62cf1d031f65.parquet
proteina-3dc88c36406c5fc125ff,200,proteina-3dc88c36406c5fc125ff,213,1047,False,0d0b585b7a19dc6ba6b938fc3a898aae1394e5ae72e4e00cd0309d6e0ac69724,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l200-cis-v2/documents-provisional/6eb672d283c08189deb7.parquet
proteina-3e300a57f89ce527202b,300,proteina-3e300a57f89ce527202b,247,1349,False,0a968ba69be2b5a94fd5a9cfe62832e5399ca7eb272bed5bd9e9d6f91b6f3a73,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l300-cis-v2/documents-provisional/980e0a2c93ca2d5f5a17.parquet
proteina-3ecb3e79fc3095fa7c5a,60,proteina-3ecb3e79fc3095fa7c5a,44,260,False,620daf1cb011919b494e908a6e16920d418db22f27b7fff072ad70922fbfee0b,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l60-cis-v2/documents-provisional/98f91b68a0eb17e9ebf0.parquet
proteina-3fbf2d7f71801270b733,60,proteina-3fbf2d7f71801270b733,41,251,False,d727633e5396fdb758acdf57d1917a43b6d962f12341dfb91b823d815e002dbe,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l60-cis-v2/documents-provisional/6732899e8165c8b123c0.parquet
proteina-3fe41fbd21a9aaa2f84f,60,proteina-3fe41fbd21a9aaa2f84f,49,275,False,648bf46e7b30f32e873442cecd7b7925010837d901b2a049ae2944e15b4c4681,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l60-cis-v2/documents-provisional/6732899e8165c8b123c0.parquet
proteina-402c9ae63a3a8a6802e2,60,proteina-402c9ae63a3a8a6802e2,38,242,False,9ba19782860a29fbe23030ce88f1ff99b4a386c28ba97ee1f53670fd83203381,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l60-cis-v2/documents-provisional/1f51c6e45e0ad889d606.parquet
proteina-40311ac5c2808339abb8,60,proteina-40311ac5c2808339abb8,26,206,False,9ac94c4e2e8bf41ab50a2bad2c756e4607b7da115ab9982346543f19fe9578ac,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l60-cis-v2/documents-provisional/6cdbaba65516fcb40052.parquet
proteina-41411562891b848f54d6,60,proteina-41411562891b848f54d6,44,260,False,ca83b0c13cdedad4f56ef202412a960c62bf0b63584321017ad5b11de84a58b1,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l60-cis-v2/documents-provisional/6cdbaba65516fcb40052.parquet
proteina-42361d9dfd5d856e661b,60,proteina-42361d9dfd5d856e661b,43,257,False,1d5f1dd3a7816227dd5dd33aeea2dd3ea7ac60547c6178d36dc70ad4fe648480,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l60-cis-v2/documents-provisional/1f51c6e45e0ad889d606.parquet
proteina-42d080c4e4ba91fa26c1,300,proteina-42d080c4e4ba91fa26c1,320,1568,False,8a0b47c44e7043298656546df951e9fce3e8717a1197497b3172d07e82b0ee19,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l300-cis-v2/documents-provisional/057779c023101b985116.parquet
proteina-42e0c45219ec62d708e5,60,proteina-42e0c45219ec62d708e5,36,236,False,23a1969e3c9836bac16b6741293fa42e84521f52dafe6ab097599ad338807b68,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l60-cis-v2/documents-provisional/1f51c6e45e0ad889d606.parquet
proteina-4327ed5e9c7b24485dac,100,proteina-4327ed5e9c7b24485dac,78,442,False,8ac382043837667b0622ff539c47ff377898bb909049f6b5b22807531e4732dc,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l100-cis-v2/documents-provisional/5b88ed200d13b0d3f9bc.parquet
proteina-4347b9571b2d35f3ed27,60,proteina-4347b9571b2d35f3ed27,57,299,False,7f0958eb45cafb3b4d934b5cc3ec80649a4224b33f93b81f1bb83a41115ddb60,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l60-cis-v2/documents-provisional/98f91b68a0eb17e9ebf0.parquet
proteina-4416552306f90e4b026d,100,proteina-4416552306f90e4b026d,102,514,False,21b41c2a410aa73c86f09e5f18510c7420c7903a7dbb1dc13cd3aae0e1e53c3c,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l100-cis-v2/documents-provisional/96469653a4df51ca0ade.parquet
proteina-4484f8d83d4a5ce301aa,400,proteina-4484f8d83d4a5ce301aa,479,2245,False,5b48e4f2537c0d51bd29b956bb9826b7fd8704d66349f4444184cc4e7663ab9f,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l400-v1/documents-provisional/8333d2adcbb672684b7b.parquet
proteina-44d732f2b4810f61ea8c,300,proteina-1ebbbfb6ba268bcf2e28,249,1355,False,8a10d30cdbffc81967350df5d8629edba1d14961fc78f4d27b8c389742f9c306,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l300-cis-v2/documents-provisional/5f1ad2461b6ce2723dbe.parquet
proteina-44dd382d304e94c1599e,100,proteina-44dd382d304e94c1599e,112,544,False,10534cf733a351cd3174f33b6f626d976ec3a9e3d66006de17140663aa09edbe,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l100-cis-v2/documents-provisional/96469653a4df51ca0ade.parquet
proteina-452e7a5276004a28cf63,60,proteina-452e7a5276004a28cf63,41,251,False,6afa8f145eea52a4d5168ea49d4ae840a17ca8c550a7f44ae85a188e5d2b6a3a,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l60-cis-v2/documents-provisional/67fd8b160bb02d6adc11.parquet
proteina-459d812f0d42c9e53002,100,proteina-459d812f0d42c9e53002,72,424,False,8970a74a9ffb5e67780d1635477b839b61e0d53687a6de01ff8e281aa9879731,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l100-cis-v2/documents-provisional/947fb8c94a3ad7f02463.parquet
proteina-47540efaa4bc2c801759,300,proteina-47540efaa4bc2c801759,338,1622,False,3e69e2a51013fb1cfe5dfff24e2b90c41f95d8d13398b31f4d65a1b306831a22,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l300-cis-v2/documents-provisional/d4bcc4632553d2921112.parquet
proteina-47f320f867a31e17b69b,200,proteina-47f320f867a31e17b69b,199,1005,False,08cd2c232ca04a61583e2d923cee76d23dfa773d5300432a2ac6d9f8c57d9d9f,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l200-cis-v2/documents-provisional/200e73b1e699dba10fb9.parquet
proteina-485189ed852a0c0b8af2,200,proteina-485189ed852a0c0b8af2,232,1104,False,778d5e44b0ce63a8e0cf1f76fecc958b650cad28f7f55e03f8f0db99c639b6db,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l200-cis-v2/documents-provisional/61b17ab70a69b214148b.parquet
proteina-48593232baaf78fb1470,500,proteina-48593232baaf78fb1470,591,2781,False,e49cd9f2f56181a51abb0df30b7ee9a4fa4caad20a3569cc13d14aaae3ad6255,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l500-v1/documents-provisional/7f08d2622bfcc802728a.parquet
proteina-4874f8443ac293b8cf09,400,proteina-1404e6b8bda1ff7eaa68,425,2083,False,0ef0c2b586d72b4fedf6a54ce3ac2e457ff9d1162cb044092ba0528c1ca57186,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l400-v1/documents-provisional/6740c5523478eaad9932.parquet
proteina-4a330c07c2b73a0fa141,100,proteina-4a330c07c2b73a0fa141,103,517,False,0e7d4cbbb06e49194a2c9e0c39977bd11f0ab218af0c9b3b7c5309c67492fae5,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l100-cis-v2/documents-provisional/2085eadd669c0cad8edd.parquet
proteina-4a4f49f82ceb6cdf4828,400,proteina-4a4f49f82ceb6cdf4828,475,2233,False,daff3f7e69a334320efa47e712bda81d17ad5a5009e6d9e3b6cdc804f78d2a4a,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l400-v1/documents-provisional/3ba831cb202eeafe51ce.parquet
proteina-4a5e0371cc7f27192b50,60,proteina-4a5e0371cc7f27192b50,45,263,False,ecad11ad5bcc7587d3169030adbfe2c9f3e7e4f6b09882cf674585f549ee58bd,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l60-cis-v2/documents-provisional/6cdbaba65516fcb40052.parquet
proteina-4acf531ffae3a381863e,200,proteina-4acf531ffae3a381863e,180,948,False,5e8802a8df8b709301bcb467e3dd0532bc286a8cef8ea0dd57ea3550eb90b752,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l200-cis-v2/documents-provisional/939f6ee146f3d9569cf7.parquet
proteina-4ae0e2eae11b2b4c5a3b,100,proteina-4ae0e2eae11b2b4c5a3b,98,502,False,7111be035417f43a00a5f24690922888b8247ef09841165d5aadc9d752a96ffa,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l100-cis-v2/documents-provisional/947fb8c94a3ad7f02463.parquet
proteina-4aed86bb7fbb6133fda2,60,proteina-4aed86bb7fbb6133fda2,59,305,False,6e1b2d53dfba424b6fad104762dc04770cf1c518b2f8333a42668d8e2bfccba2,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l60-cis-v2/documents-provisional/a919b4c557ee7a7ccd74.parquet
proteina-4bbf142c1b2bacc02600,100,proteina-4bbf142c1b2bacc02600,109,535,False,122c9677dffed8817fdec0754794dbe76aa56a9754b5a8bace2a1065775a90dc,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l100-cis-v2/documents-provisional/f3568cd0506e0516c73a.parquet
proteina-4be837c5a301cbea8be1,200,proteina-4be837c5a301cbea8be1,181,951,False,cb404ff375e6c089e68ca961ed8f0162a1c8f2752775498c8be85906d9883c8e,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l200-cis-v2/documents-provisional/61b17ab70a69b214148b.parquet
proteina-4c52aed3a821163fbfea,60,proteina-4c52aed3a821163fbfea,54,290,False,8e6c4dc9a633fe2f42907df140a40231315439245e33a72182429db096eda07d,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l60-cis-v2/documents-provisional/6732899e8165c8b123c0.parquet
proteina-4cf11ff8e0061630e406,100,proteina-4cf11ff8e0061630e406,79,445,False,e6edb6dd36734b1ab269268e85ed3a1eb5c2eb7ae238bbef55d72829b100a8be,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l100-cis-v2/documents-provisional/facc89fba0efb2f9ad84.parquet
proteina-4cfc162128ffbf716582,60,proteina-4cfc162128ffbf716582,56,296,False,15a7394a7d1accdb693a2ea316c90049c8e481f5de4100c723f3485f9b15d6a8,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l60-cis-v2/documents-provisional/7acfe5ae4bc143bf3f0d.parquet
proteina-4dee0293e78269033ee5,100,proteina-4dee0293e78269033ee5,91,481,False,d859c350f0f7902a23f414706a7fcb38cdedf807c5912502c2e2bab00d8454e6,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l100-cis-v2/documents-provisional/5b88ed200d13b0d3f9bc.parquet
proteina-4ebd8ebaa626fc8bc4ce,300,proteina-4ebd8ebaa626fc8bc4ce,252,1364,False,66a9bbe3ef8a642fabf04a145c0f9fd5770c2744aa99116e5cc2aaeb77b76ee3,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l300-cis-v2/documents-provisional/9996d7faaf8c4b0352e4.parquet
proteina-4f5f7fea8c2f56114de4,300,proteina-4f5f7fea8c2f56114de4,343,1637,False,7f3dc6f9fc506e4f29eaef487046aa51e31eec805503613bd804b1f3087ac45a,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l300-cis-v2/documents-provisional/64864aab5e7353e7bf2e.parquet
proteina-4fe420ca8229df130ca9,100,proteina-4fe420ca8229df130ca9,127,589,False,6596ab45e4c4b48e279b077d9b636dc3ec688ea20c1e82307c24fc928ba32262,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l100-cis-v2/documents-provisional/2085eadd669c0cad8edd.parquet
proteina-4ffc09e1cf28c45fe0df,100,proteina-4ffc09e1cf28c45fe0df,107,529,False,d9b0b1826d377710c92f97bc0596589937a6eceeb78f87f90ae187c844266356,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l100-cis-v2/documents-provisional/96469653a4df51ca0ade.parquet
proteina-50c7b115375132b1d6b6,100,proteina-50c7b115375132b1d6b6,62,394,False,5ee878d87df63a9befd8c3ce96c0b4aa8c023c089b9c5888903e4b7aa3741ef1,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l100-cis-v2/documents-provisional/f3568cd0506e0516c73a.parquet
proteina-50dc22a9663e55235a47,60,proteina-50dc22a9663e55235a47,49,275,False,05d256a5f21a7f7c77f18bd9c89fa2dba7feacda06acf09da6a8645fc3e4c989,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l60-cis-v2/documents-provisional/98f91b68a0eb17e9ebf0.parquet
proteina-515a23022f24a38e8e0f,300,proteina-515a23022f24a38e8e0f,350,1658,False,acfd7568b63168d4e23812e1cdcd10b4f75b4886570e51fee92876591eaf5605,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l300-cis-v2/documents-provisional/207c3ae6375a421407ac.parquet
proteina-51eef3bef1e6f944b7aa,60,proteina-51eef3bef1e6f944b7aa,32,224,False,166a8da640cb652e2cddc19172ac8682d1c683fbcbf3f5c1a5dcf3eac0902c6b,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l60-cis-v2/documents-provisional/6cdbaba65516fcb40052.parquet
proteina-52aee6f853d8ec8afc32,200,proteina-52aee6f853d8ec8afc32,198,1002,False,0b49d558c314feaf5fbea5eeaadff25abe2c2b70f097bf821e45fd395d36fa6e,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l200-cis-v2/documents-provisional/200e73b1e699dba10fb9.parquet
proteina-533ac95d66e2f2d8df9b,100,proteina-533ac95d66e2f2d8df9b,101,511,False,4bee050aac8ffb955ba40ba3a18edbc7cd549dbf3ce343e221fc75e57b0d94cb,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l100-cis-v2/documents-provisional/f3568cd0506e0516c73a.parquet
proteina-534d049152c7816958a1,100,proteina-534d049152c7816958a1,84,460,False,f9a688babe64c61137c112b469de691faac5da1756b747ad19b159f899b9b4b8,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l100-cis-v2/documents-provisional/facc89fba0efb2f9ad84.parquet
proteina-5434914a9bec9dcbc34f,500,proteina-5434914a9bec9dcbc34f,503,2517,False,e84a2e8166f601a343134178217657b3b956929501cdde3467ca6206bf34d557,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l500-v1/documents-provisional/0abff8779ff8b20cddc2.parquet
proteina-549cdf4fe29fd7485fcc,100,proteina-549cdf4fe29fd7485fcc,108,532,False,4ec08bc516bdcb096f5430e4e95e128b80157099b7cfee91ab9bfdc95a72070a,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l100-cis-v2/documents-provisional/947fb8c94a3ad7f02463.parquet
proteina-551b9131fb55bfd39da5,60,proteina-551b9131fb55bfd39da5,72,344,False,330430ee11e8646a49359e747e84913c2a5d9bdecd74edf22ce8de0ac648c325,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l60-cis-v2/documents-provisional/7acfe5ae4bc143bf3f0d.parquet
proteina-5577c9fab50dd1266bf2,100,proteina-5577c9fab50dd1266bf2,118,562,False,2e37e1389f397b2d3746a9bf2417aa4c6a8337e4a05d60ed9b957fe682e34c8b,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l100-cis-v2/documents-provisional/2085eadd669c0cad8edd.parquet
proteina-56e1183848fcaee780f5,100,proteina-56e1183848fcaee780f5,92,484,False,e3a847d21eebbb6bf23b089523e88027c8e6bde77e43683a4f0731ec2ae69e01,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l100-cis-v2/documents-provisional/5b88ed200d13b0d3f9bc.parquet
proteina-57083b0489e240b352cb,100,proteina-57083b0489e240b352cb,70,418,False,974a3bdc5401da2c28742f17637ef71e271ae9ec912d27577a49de7e986e866c,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l100-cis-v2/documents-provisional/106536dde600e7daa177.parquet
proteina-5708fbb76a46a27888af,100,proteina-5708fbb76a46a27888af,73,427,False,6223682e17776e2ea9b6e095f164ca6696ad568141478b3e8b70de1c86bd58dc,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l100-cis-v2/documents-provisional/facc89fba0efb2f9ad84.parquet
proteina-571e38153dae972bc83a,200,proteina-571e38153dae972bc83a,244,1140,False,2bd4793e7bd008aefbc0e08a806c38edd8f5c130b8697edd35f0944d85ba4d55,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l200-cis-v2/documents-provisional/0718f68136e9854c332d.parquet
proteina-576748298db4d04a7021,200,proteina-576748298db4d04a7021,198,1002,False,08a21c9ef1995de019f496e7cce85bb707353cbec08c7ff3bd6624d01c0337e7,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l200-cis-v2/documents-provisional/0718f68136e9854c332d.parquet
proteina-576af52de547319d7f5b,100,proteina-576af52de547319d7f5b,84,460,False,f16a674dd1cbd6603cb20615c689101373186483b0943b68956ca361fcb4b66e,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l100-cis-v2/documents-provisional/5b88ed200d13b0d3f9bc.parquet
proteina-57caf028f21c28a7ae89,100,proteina-57caf028f21c28a7ae89,86,466,False,f4fe4aa56285fb9094b1f59b3d656c9a991103ead05c3af6f62ed2af01825103,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l100-cis-v2/documents-provisional/5b88ed200d13b0d3f9bc.parquet
proteina-585b935b7f6b97db5012,300,proteina-1ebbbfb6ba268bcf2e28,286,1466,False,6c055088577fec7fefe1a59d612b0fb7226c07c877366cb6afd7f4a39f54294d,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l300-cis-v2/documents-provisional/168bbab4c134c7498a33.parquet
proteina-599f4977b7a2be1ea429,60,proteina-599f4977b7a2be1ea429,56,296,False,5f2d8e3f33f13a78d4cc4af09eda69c12319b90a99c0c653015bfa90c099ec38,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l60-cis-v2/documents-provisional/6732899e8165c8b123c0.parquet
proteina-59c8c355e6342e92d3c9,100,proteina-59c8c355e6342e92d3c9,73,427,False,cf9fef8fdf7939742d7db54f1d30dbdae6d314ce2c1b332dcf72eef17e7b19c7,s3://marin-us-east-02a/MarinFold/exp278-proteina/fold-l100-cis-v2/documents-provisional/2085eadd669c0cad8edd.parquet
