subset,model,range,cut,precision,valid_values,total_values
eval2_natural_30,marinfold-e8-reference-step35679,short,AUC,0.8796838120859788,61,61
eval2_natural_30,marinfold-e8-reference-step35679,short,L,0.09617014441347993,61,61
eval2_natural_30,marinfold-e8-reference-step35679,short,L/2,0.15571043689687014,61,61
eval2_natural_30,marinfold-e8-reference-step35679,short,L/5,0.27399538969779935,61,61
eval2_natural_30,marinfold-e8-reference-step35679,short,R,0.3513715567603846,61,61
eval2_natural_30,marinfold-exp232-decontam-m1-p02-step145199,all,AUC,0.8381197571093356,61,61
eval2_natural_30,marinfold-exp232-decontam-m1-p02-step145199,all,L,0.24876431320658599,61,61
eval2_natural_30,marinfold-exp232-decontam-m1-p02-step145199,all,L/2,0.3517854060469125,61,61
eval2_natural_30,marinfold-exp232-decontam-m1-p02-step145199,all,L/5,0.4811051090973086,61,61
eval2_natural_30,marinfold-exp232-decontam-m1-p02-step145199,all,R,0.28919837342716537,61,61
eval2_natural_30,marinfold-exp232-decontam-m1-p02-step145199,long,AUC,0.8040082696460705,61,61
eval2_natural_30,marinfold-exp232-decontam-m1-p02-step145199,long,L,0.15160935358681904,61,61
eval2_natural_30,marinfold-exp232-decontam-m1-p02-step145199,long,L/2,0.21449339227052283,61,61
eval2_natural_30,marinfold-exp232-decontam-m1-p02-step145199,long,L/5,0.2961194913610893,61,61
eval2_natural_30,marinfold-exp232-decontam-m1-p02-step145199,long,R,0.22789007082033924,61,61
eval2_natural_30,marinfold-exp232-decontam-m1-p02-step145199,medium,AUC,0.8893045412285904,61,61
eval2_natural_30,marinfold-exp232-decontam-m1-p02-step145199,medium,L,0.1091564875276869,61,61
eval2_natural_30,marinfold-exp232-decontam-m1-p02-step145199,medium,L/2,0.17699357681939962,61,61
eval2_natural_30,marinfold-exp232-decontam-m1-p02-step145199,medium,L/5,0.3023595484378373,61,61
eval2_natural_30,marinfold-exp232-decontam-m1-p02-step145199,medium,R,0.34668762216811,61,61
eval2_natural_30,marinfold-exp232-decontam-m1-p02-step145199,short,AUC,0.9039960618588778,61,61
eval2_natural_30,marinfold-exp232-decontam-m1-p02-step145199,short,L,0.10144356617323957,61,61
eval2_natural_30,marinfold-exp232-decontam-m1-p02-step145199,short,L/2,0.17473218574643032,61,61
eval2_natural_30,marinfold-exp232-decontam-m1-p02-step145199,short,L/5,0.3215172016397758,61,61
eval2_natural_30,marinfold-exp232-decontam-m1-p02-step145199,short,R,0.42791089582270386,61,61
eval2_natural_30,marinfold-exp232-decontam-m2-p06-step145199,all,AUC,0.8524819683167819,61,61
eval2_natural_30,marinfold-exp232-decontam-m2-p06-step145199,all,L,0.26302815074700636,61,61
eval2_natural_30,marinfold-exp232-decontam-m2-p06-step145199,all,L/2,0.3634013465278994,61,61
eval2_natural_30,marinfold-exp232-decontam-m2-p06-step145199,all,L/5,0.5186924098094315,61,61
eval2_natural_30,marinfold-exp232-decontam-m2-p06-step145199,all,R,0.30736975164927416,61,61
eval2_natural_30,marinfold-exp232-decontam-m2-p06-step145199,long,AUC,0.8240050498676839,61,61
eval2_natural_30,marinfold-exp232-decontam-m2-p06-step145199,long,L,0.1595596304859493,61,61
eval2_natural_30,marinfold-exp232-decontam-m2-p06-step145199,long,L/2,0.2263044429079188,61,61
eval2_natural_30,marinfold-exp232-decontam-m2-p06-step145199,long,L/5,0.31716362544784465,61,61
eval2_natural_30,marinfold-exp232-decontam-m2-p06-step145199,long,R,0.24926162031594107,61,61
eval2_natural_30,marinfold-exp232-decontam-m2-p06-step145199,medium,AUC,0.89710684888831,61,61
eval2_natural_30,marinfold-exp232-decontam-m2-p06-step145199,medium,L,0.1143001614375928,61,61
eval2_natural_30,marinfold-exp232-decontam-m2-p06-step145199,medium,L/2,0.18834496824715954,61,61
eval2_natural_30,marinfold-exp232-decontam-m2-p06-step145199,medium,L/5,0.30900741699019074,61,61
eval2_natural_30,marinfold-exp232-decontam-m2-p06-step145199,medium,R,0.35910393337272617,61,61
eval2_natural_30,marinfold-exp232-decontam-m2-p06-step145199,short,AUC,0.903052343560575,61,61
eval2_natural_30,marinfold-exp232-decontam-m2-p06-step145199,short,L,0.10098044364867807,61,61
eval2_natural_30,marinfold-exp232-decontam-m2-p06-step145199,short,L/2,0.1753537897709806,61,61
eval2_natural_30,marinfold-exp232-decontam-m2-p06-step145199,short,L/5,0.3268307242131601,61,61
eval2_natural_30,marinfold-exp232-decontam-m2-p06-step145199,short,R,0.4454450436452685,61,61
