mode,split,stem,n_contacts,n_true,mean_true_log_ratio,mean_false_log_ratio,true_false_log_ratio_delta,log_ratio_auc
full_t08_single,test,7uba_A,13691,2922,0.0,0.0,0.0,0.5
full_t08_single,test,8b6a_A,16860,9246,0.0,0.0,0.0,0.5
full_t08_single,test,8cba_A,14866,1873,0.0,0.0,0.0,0.5
full_t08_single,test,8cih_A,10484,1708,0.0,0.0,0.0,0.5
full_t08_single,test,8adc_A,19697,3743,0.0,0.0,0.0,0.5
full_t08_single,test,7tjb_A,19525,12761,0.0,0.0,0.0,0.5
full_t08_single,test,8ycm_A,14633,4560,0.0,0.0,0.0,0.5
full_t08_single,test,8b61_A,20462,7238,0.0,0.0,0.0,0.5
full_t08_single,test,7qp5_A,23400,8721,0.0,0.0,0.0,0.5
full_t08_single,test,8b2s_A,16455,9806,0.0,0.0,0.0,0.5
full_t08_single,test,8arl_A,18810,636,0.0,0.0,0.0,0.5
full_t08_single,test,8dhj_A,26122,18103,0.0,0.0,0.0,0.5
full_t08_single,test,8b4u_A,25033,19590,0.0,0.0,0.0,0.5
full_t08_single,test,8q8i_A,30505,14290,0.0,0.0,0.0,0.5
full_t08_single,test,7z65_A,27901,15120,0.0,0.0,0.0,0.5
full_t08_single,test,7xg9_A,22414,6919,0.0,0.0,0.0,0.5
full_t08_single,test,7x3h_A,28817,15878,0.0,0.0,0.0,0.5
full_t08_single,test,8eo5_A,24690,18600,0.0,0.0,0.0,0.5
full_t08_single,test,7w15_A,28486,16185,0.0,0.0,0.0,0.5
full_t08_single,test,8daj_A,27660,16725,0.0,0.0,0.0,0.5
full_t08_single,test,7x4p_A,30424,14014,0.0,0.0,0.0,0.5
full_t08_single,test,8ci9_A,29301,14239,0.0,0.0,0.0,0.5
full_t08_single,test,8c4y_A,33227,22044,0.0,0.0,0.0,0.5
full_t08_single,test,8au6_A,18391,8672,0.0,0.0,0.0,0.5
full_t08_single,test,7xz3_A,30027,8022,0.0,0.0,0.0,0.5
full_t08_single,test,8d2z_A,28546,17597,0.0,0.0,0.0,0.5
full_t08_single,test,7v3o_A,26717,7798,0.0,0.0,0.0,0.5
full_t08_single,test,7ylr_A,31824,22108,0.0,0.0,0.0,0.5
full_t08_single,test,8bux_A,15211,778,0.0,0.0,0.0,0.5
full_t08_single,test,7xjr_A,31402,17346,0.0,0.0,0.0,0.5
full_t08_single,test,7y4h_A,32130,15156,0.0,0.0,0.0,0.5
full_t08_single,test,7yyg_A,21375,1715,0.0,0.0,0.0,0.5
full_t08_single,test,8e5h_A,31559,17145,0.0,0.0,0.0,0.5
full_t08_single,test,7qsj_A,32298,18905,0.0,0.0,0.0,0.5
full_t08_single,test,8dqd_A,36257,25302,0.0,0.0,0.0,0.5
full_t08_single,test,8cpk_A,34162,22058,0.0,0.0,0.0,0.5
full_t08_single,test,7uk8_A,44985,20340,0.0,0.0,0.0,0.5
full_t08_single,test,7xrx_A,32945,10842,0.0,0.0,0.0,0.5
full_t08_single,test,8amo_A,33549,20467,0.0,0.0,0.0,0.5
full_t08_single,test,8bfy_A,34346,19403,0.0,0.0,0.0,0.5
full_t08_single,test,8b5w_A,31327,2314,0.0,0.0,0.0,0.5
full_t08_single,test,8e0r_A,34191,2728,0.0,0.0,0.0,0.5
full_t08_single,test,8dmu_A,35430,2581,0.0,0.0,0.0,0.5
full_t08_single,test,7wzm_A,40627,27992,0.0,0.0,0.0,0.5
full_t08_single,test,7x8l_A,52453,28239,0.0,0.0,0.0,0.5
full_t08_single,test,8azb_A,57289,40377,0.0,0.0,0.0,0.5
full_t08_single,test,7xyr_A,63637,39021,0.0,0.0,0.0,0.5
full_t08_single,test,7uww_A,58932,18560,0.0,0.0,0.0,0.5
full_t08_single,test,8bke_A,60554,22209,0.0,0.0,0.0,0.5
full_t08_single,test,8dge_A,82039,38977,0.0,0.0,0.0,0.5
full_t11_single,test,7yhr_A,8632,2545,0.0,0.0,0.0,0.5
full_t11_single,test,7xi5_A,9090,6065,0.0,0.0,0.0,0.5
full_t11_single,test,8b6e_A,8270,5994,0.0,0.0,0.0,0.5
full_t11_single,test,8b2g_A,13274,5850,0.0,0.0,0.0,0.5
full_t11_single,test,7pv5_A,14662,8586,0.0,0.0,0.0,0.5
full_t11_single,test,8eb9_A,11740,847,0.0,0.0,0.0,0.5
full_t11_single,test,7y8i_A,19765,13089,0.0,0.0,0.0,0.5
full_t11_single,test,7y54_A,19842,13625,0.0,0.0,0.0,0.5
full_t11_single,test,7y8h_A,17974,11893,0.0,0.0,0.0,0.5
full_t11_single,test,7y5j_A,19661,12166,0.0,0.0,0.0,0.5
full_t11_single,test,7y5r_A,19392,13619,0.0,0.0,0.0,0.5
full_t11_single,test,7yug_A,17106,2125,0.0,0.0,0.0,0.5
full_t11_single,test,8bgb_A,22320,14507,0.0,0.0,0.0,0.5
full_t11_single,test,7zu3_A,25698,4097,0.0,0.0,0.0,0.5
full_t11_single,test,7tlh_A,25119,6116,0.0,0.0,0.0,0.5
full_t11_single,test,7zv1_A,21358,8063,0.0,0.0,0.0,0.5
full_t11_single,test,8dp9_A,31149,18917,0.0,0.0,0.0,0.5
full_t11_single,test,7zoi_A,29544,12845,0.0,0.0,0.0,0.5
full_t11_single,test,8dx0_A,29174,19708,0.0,0.0,0.0,0.5
full_t11_single,test,7urp_A,29996,8324,0.0,0.0,0.0,0.5
full_t11_single,test,7wz5_A,27562,708,0.0,0.0,0.0,0.5
full_t11_single,test,8axj_A,28278,19896,0.0,0.0,0.0,0.5
full_t11_single,test,7y5m_A,26684,13178,0.0,0.0,0.0,0.5
full_t11_single,test,8dez_A,33760,6191,0.0,0.0,0.0,0.5
full_t11_single,test,8bsb_A,26395,6099,0.0,0.0,0.0,0.5
full_t11_single,test,7xcd_A,34066,2108,0.0,0.0,0.0,0.5
full_t11_single,test,7uvg_A,39389,5881,0.0,0.0,0.0,0.5
full_t11_single,test,8bau_A,45520,21445,0.0,0.0,0.0,0.5
full_t11_single,test,7ur2_A,35791,10062,0.0,0.0,0.0,0.5
full_t11_single,test,8cpn_A,47635,8745,0.0,0.0,0.0,0.5
full_t11_single,test,8baq_A,45036,12829,0.0,0.0,0.0,0.5
full_t11_single,test,7uba_A,43485,5315,0.0,0.0,0.0,0.5
full_t11_single,test,8b6a_A,39695,18357,0.0,0.0,0.0,0.5
full_t11_single,test,8cba_A,48060,3231,0.0,0.0,0.0,0.5
full_t11_single,test,8cih_A,36278,2507,0.0,0.0,0.0,0.5
full_t11_single,test,8adc_A,50577,7150,0.0,0.0,0.0,0.5
full_t11_single,test,7tjb_A,45352,25181,0.0,0.0,0.0,0.5
full_t11_single,test,8ycm_A,43434,7979,0.0,0.0,0.0,0.5
full_t11_single,test,8b61_A,54886,13549,0.0,0.0,0.0,0.5
full_t11_single,test,7qp5_A,56875,16559,0.0,0.0,0.0,0.5
full_t11_single,test,8b2s_A,40810,19197,0.0,0.0,0.0,0.5
full_t11_single,test,8arl_A,62858,1631,0.0,0.0,0.0,0.5
full_t11_single,test,8dhj_A,59594,36959,0.0,0.0,0.0,0.5
full_t11_single,test,8b4u_A,56648,40258,0.0,0.0,0.0,0.5
full_t11_single,test,8q8i_A,75115,28705,0.0,0.0,0.0,0.5
full_t11_single,test,7z65_A,66382,30469,0.0,0.0,0.0,0.5
full_t11_single,test,7xg9_A,60928,12697,0.0,0.0,0.0,0.5
full_t11_single,test,7x3h_A,67517,31623,0.0,0.0,0.0,0.5
full_t11_single,test,8eo5_A,55849,38006,0.0,0.0,0.0,0.5
full_t11_single,test,7w15_A,67694,32998,0.0,0.0,0.0,0.5
full_t11_single,test,8daj_A,66090,33991,0.0,0.0,0.0,0.5
full_t11_single,test,7x4p_A,73792,27099,0.0,0.0,0.0,0.5
full_t11_single,test,8ci9_A,74071,26983,0.0,0.0,0.0,0.5
full_t11_single,test,8c4y_A,76996,44633,0.0,0.0,0.0,0.5
full_t11_single,test,8au6_A,44125,16788,0.0,0.0,0.0,0.5
full_t11_single,test,7xz3_A,84986,13820,0.0,0.0,0.0,0.5
full_t11_single,test,8d2z_A,68642,35446,0.0,0.0,0.0,0.5
full_t11_single,test,7v3o_A,74647,14384,0.0,0.0,0.0,0.5
full_t11_single,test,7ylr_A,75323,45465,0.0,0.0,0.0,0.5
full_t11_single,test,8bux_A,57614,1731,0.0,0.0,0.0,0.5
full_t11_single,test,7xjr_A,75493,34534,0.0,0.0,0.0,0.5
full_t11_single,test,7y4h_A,79085,30314,0.0,0.0,0.0,0.5
full_t11_single,test,7yyg_A,70300,2974,0.0,0.0,0.0,0.5
full_t11_single,test,8e5h_A,76346,33642,0.0,0.0,0.0,0.5
full_t11_single,test,7qsj_A,79179,37113,0.0,0.0,0.0,0.5
full_t11_single,test,8dqd_A,82463,52010,0.0,0.0,0.0,0.5
full_t11_single,test,8cpk_A,78407,44761,0.0,0.0,0.0,0.5
full_t11_single,test,7uk8_A,107836,40076,0.0,0.0,0.0,0.5
full_t11_single,test,7xrx_A,87887,21011,0.0,0.0,0.0,0.5
full_t11_single,test,8amo_A,81763,41607,0.0,0.0,0.0,0.5
full_t11_single,test,8bfy_A,81448,39061,0.0,0.0,0.0,0.5
full_t11_single,test,8b5w_A,108730,4207,0.0,0.0,0.0,0.5
full_t11_single,test,8e0r_A,129095,5005,0.0,0.0,0.0,0.5
full_t11_single,test,8dmu_A,138429,4869,0.0,0.0,0.0,0.5
full_t11_single,test,7wzm_A,95798,58227,0.0,0.0,0.0,0.5
full_t11_single,test,7x8l_A,127723,56096,0.0,0.0,0.0,0.5
full_t11_single,test,8azb_A,131276,81693,0.0,0.0,0.0,0.5
full_t11_single,test,7xyr_A,156385,79800,0.0,0.0,0.0,0.5
full_t11_single,test,7uww_A,164871,35555,0.0,0.0,0.0,0.5
full_t11_single,test,8bke_A,149283,42780,0.0,0.0,0.0,0.5
full_t11_single,test,8dge_A,210031,77832,0.0,0.0,0.0,0.5
full_ratio_pa_pos,test,7yhr_A,4992,1394,5.8344200251348735,5.5233454137063145,0.31107461142855897,0.5414400077198954
full_ratio_pa_pos,test,7xi5_A,5021,3206,6.248590855763357,5.902056434364686,0.34653442139867074,0.5540075512683691
full_ratio_pa_pos,test,8b6e_A,4501,3051,6.109698967721835,5.541245956441451,0.5684530112803836,0.5830443382045456
full_ratio_pa_pos,test,8b2g_A,7653,3069,6.039290404787822,5.626625921934791,0.4126644828530308,0.5733594175158101
full_ratio_pa_pos,test,7pv5_A,7962,4443,6.087320584759381,5.69697322924898,0.3903473555104018,0.5605518404734735
full_ratio_pa_pos,test,8eb9_A,9108,561,6.2054518825655105,5.862297157071704,0.34315472549380654,0.5653476936899398
full_ratio_pa_pos,test,7y8i_A,10605,6655,7.016513508497818,6.554816781127754,0.4616967273700636,0.5568141779760151
full_ratio_pa_pos,test,7y54_A,11008,7083,6.898142238594744,6.5797718009675386,0.3183704376272054,0.5430445733976841
full_ratio_pa_pos,test,7y8h_A,9613,6296,6.14323237412189,5.617063435342052,0.5261689387798381,0.5799329596215866
full_ratio_pa_pos,test,7y5j_A,10797,6298,6.6289478910039366,6.167561934719776,0.46138595628416024,0.5599420103306538
full_ratio_pa_pos,test,7y5r_A,10569,6920,6.3168826676173015,6.12781478933404,0.18906787828326177,0.5368339888828517
full_ratio_pa_pos,test,7yug_A,13476,1305,8.063676473669622,8.473981717185916,-0.4103052435162944,0.5430490982427609
full_ratio_pa_pos,test,8bgb_A,12400,7715,6.691894235401592,6.365997191894652,0.3258970435069397,0.5438835903667958
full_ratio_pa_pos,test,7zu3_A,16765,2300,10.490736102079568,10.61986233050791,-0.12912622842834232,0.516586017222982
full_ratio_pa_pos,test,7tlh_A,16357,3365,9.421130316003737,9.823170855760647,-0.4020405397569107,0.5104202883566707
full_ratio_pa_pos,test,7zv1_A,13298,4413,8.046586080587035,7.7928737305830085,0.2537123500040268,0.5506368290035796
full_ratio_pa_pos,test,8dp9_A,18224,9958,10.988734576439619,10.563025304725398,0.42570927171422035,0.5305469276307697
full_ratio_pa_pos,test,7zoi_A,18323,6812,10.16925309640883,9.835507005412332,0.3337460909964989,0.5257260753876669
full_ratio_pa_pos,test,8dx0_A,15947,10250,8.292639801493506,8.108776046711561,0.18386375478194417,0.5242220424099976
full_ratio_pa_pos,test,7urp_A,19293,4362,10.68986287879758,11.045317683136636,-0.35545480433905574,0.5257449129206946
full_ratio_pa_pos,test,7wz5_A,20801,536,12.542249872502106,12.495967501337194,0.04628237116491185,0.5353996118592824
full_ratio_pa_pos,test,8axj_A,15738,10213,7.7562330475265435,7.191783693620253,0.5644493539062907,0.5848877019041918
full_ratio_pa_pos,test,7y5m_A,17106,7205,8.816052819886695,8.859142726624933,-0.043089906738238426,0.5440846545968165
full_ratio_pa_pos,test,8dez_A,23337,3343,13.658992881809493,13.870250410460047,-0.21125752865055425,0.5321806233763637
full_ratio_pa_pos,test,8bsb_A,19344,2950,10.02372130508645,12.158735202642891,-2.1350138975564406,0.48320940071088436
full_ratio_pa_pos,test,7xcd_A,21929,1102,11.599471370708164,12.641025847075092,-1.0415544763669278,0.4847933590323255
full_ratio_pa_pos,test,7uvg_A,27273,2872,15.270977637001565,16.11761517557769,-0.8466375385761253,0.5102039861145469
full_ratio_pa_pos,test,8bau_A,26786,11583,15.922195186985004,15.444573834260343,0.4776213527246611,0.5399133289242697
full_ratio_pa_pos,test,7ur2_A,22188,5222,12.044602947569999,11.806476941659167,0.2381260059108321,0.5356385546906551
full_ratio_pa_pos,test,8cpn_A,32405,4353,17.003292365612833,17.24189661181353,-0.23860424620069765,0.516226457484081
full_ratio_pa_pos,test,8baq_A,28607,7093,15.445601281050703,15.830404061559847,-0.38480278050914407,0.521405377743398
full_ratio_pa_pos,test,7uba_A,30816,2545,15.498978084589268,17.345376128315607,-1.8463980437263388,0.4787289160850508
full_ratio_pa_pos,test,8b6a_A,24709,9609,13.4097394323224,13.308869099627366,0.10087033269503465,0.5215098531385105
full_ratio_pa_pos,test,8cba_A,34253,1853,17.765809246786723,18.420485785499814,-0.6546765387130904,0.4966817656386374
full_ratio_pa_pos,test,8cih_A,26601,1454,12.984445384005404,15.171275968623656,-2.186830584618251,0.4746831409852023
full_ratio_pa_pos,test,8adc_A,31764,3873,16.696503249763396,17.00520696691459,-0.30870371715119305,0.5062544850304026
full_ratio_pa_pos,test,7tjb_A,26571,13110,14.31263342674205,13.930894186405729,0.3817392403363211,0.5296681103377948
full_ratio_pa_pos,test,8ycm_A,28472,4487,13.454187622712686,15.654709739647906,-2.20052211693522,0.4903572681815519
full_ratio_pa_pos,test,8b61_A,35346,7125,18.111577692377725,17.991109299911685,0.1204683924660408,0.5252369412599924
full_ratio_pa_pos,test,7qp5_A,33898,8921,17.362930378258703,17.24321672814675,0.11971365011195445,0.5194780767637018
full_ratio_pa_pos,test,8b2s_A,24949,10060,11.227527058444117,12.075493243855025,-0.8479661854109075,0.5249416624038428
full_ratio_pa_pos,test,8arl_A,44683,1256,19.296210250562165,20.621787450464073,-1.3255771999019075,0.48862016996382684
full_ratio_pa_pos,test,8dhj_A,34848,19517,17.732151645148345,17.25628884587716,0.4758627992711837,0.520769113721981
full_ratio_pa_pos,test,8b4u_A,32241,20990,15.288020862806757,15.1133001190854,0.17472074372135715,0.5202511245731627
full_ratio_pa_pos,test,8q8i_A,44711,15068,18.933425469285176,19.503638462157255,-0.5702129928720794,0.5082673846200992
full_ratio_pa_pos,test,7z65_A,39242,15992,18.068623234205724,18.096080281937795,-0.027457047732070805,0.5121706659781504
full_ratio_pa_pos,test,7xg9_A,38378,6437,16.38075982680938,16.94366363042024,-0.5629038036108582,0.505449377529061
full_ratio_pa_pos,test,7x3h_A,39117,16659,17.392096668406467,17.98773863654866,-0.5956419681421927,0.49647004466831657
full_ratio_pa_pos,test,8eo5_A,31993,19674,14.375775277178898,14.357115725641846,0.01865955153705201,0.5159503470164625
full_ratio_pa_pos,test,7w15_A,39397,16961,17.09622900043513,17.28957939904605,-0.19335039861092085,0.5131294211929922
full_ratio_pa_pos,test,8daj_A,40120,17686,16.65331807199781,17.177250660965704,-0.5239325889678952,0.5128965971536535
full_ratio_pa_pos,test,7x4p_A,45302,14104,18.864201375576883,18.790632301587767,0.07356907398911616,0.5144784358495281
full_ratio_pa_pos,test,8ci9_A,45138,14449,18.136803216935213,18.23756670061477,-0.10076348367955745,0.5168412931618496
full_ratio_pa_pos,test,8c4y_A,44854,23644,17.788991130616044,18.06249391012691,-0.2735027795108671,0.5094707984163329
full_ratio_pa_pos,test,8au6_A,26468,9012,10.484779674119592,10.710807575491675,-0.22602790137208295,0.5210489760215832
full_ratio_pa_pos,test,7xz3_A,53738,6982,18.285263011709283,19.000268869312663,-0.71500585760338,0.5034346811260683
full_ratio_pa_pos,test,8d2z_A,41367,18857,15.450330362708117,16.646024517849856,-1.195694155141739,0.49072246784686646
full_ratio_pa_pos,test,7v3o_A,47906,7460,17.92778901053448,18.08203539354854,-0.1542463830140619,0.5201229249630692
full_ratio_pa_pos,test,7ylr_A,46272,23863,17.505516508532413,17.575453365947343,-0.06993685741493039,0.5093798977636796
full_ratio_pa_pos,test,8bux_A,42411,1020,14.8674854955289,16.571044091785982,-1.703558596257082,0.48119153969722506
full_ratio_pa_pos,test,7xjr_A,45894,18067,18.14969833716672,18.282495485770323,-0.13279714860360414,0.5169900050742674
full_ratio_pa_pos,test,7y4h_A,49143,15212,18.06255290833261,18.21118282472056,-0.1486299163879501,0.5091223997428448
full_ratio_pa_pos,test,7yyg_A,49369,1614,14.981111623076757,17.121470208077024,-2.1403585850002678,0.46919080597385165
full_ratio_pa_pos,test,8e5h_A,47571,17753,16.28669997188951,16.904077466935853,-0.6173774950463411,0.5143893750024299
full_ratio_pa_pos,test,7qsj_A,48559,19271,16.948325862411057,17.32485236909291,-0.37652650668185217,0.5090481575695789
full_ratio_pa_pos,test,8dqd_A,47588,26979,16.214519890043345,16.977000368625905,-0.7624804785825603,0.5037053779934988
full_ratio_pa_pos,test,8cpk_A,47496,23257,15.488660731773136,16.33663122486505,-0.8479704930919159,0.4915177898269282
full_ratio_pa_pos,test,7uk8_A,64870,20941,19.61776751274423,18.965708392617564,0.6520591201266654,0.520821283947114
full_ratio_pa_pos,test,7xrx_A,56168,10923,17.3901311148708,17.705329671926968,-0.31519855705616706,0.5078311802909904
full_ratio_pa_pos,test,8amo_A,47966,21296,15.804025529523098,16.28959353790707,-0.4855680083839715,0.5058047634048561
full_ratio_pa_pos,test,8bfy_A,49672,20212,15.440996723515699,15.743658760677611,-0.3026620371619124,0.506545360354714
full_ratio_pa_pos,test,8b5w_A,71722,1993,16.4654850438854,17.243967503362622,-0.7784824594772211,0.4959369294200456
full_ratio_pa_pos,test,8e0r_A,83269,2041,17.274555207906854,17.53035094257203,-0.2557957346651776,0.5050371367128492
full_ratio_pa_pos,test,8dmu_A,90365,2619,16.668082897591542,17.374314726722776,-0.7062318291312337,0.49536482331891574
full_ratio_pa_pos,test,7wzm_A,56054,30226,15.029612766212008,15.790278923144342,-0.7606661569323343,0.5031690873361926
full_ratio_pa_pos,test,7x8l_A,78539,29913,17.1866972244128,17.44330900188008,-0.25661177746728114,0.5114841953220572
full_ratio_pa_pos,test,8azb_A,77775,42605,17.535041335002752,17.759150483770647,-0.22410914876789434,0.5041836157384271
full_ratio_pa_pos,test,7xyr_A,98547,41477,17.43063503642951,17.522430024599643,-0.09179498817013254,0.5029913730997209
full_ratio_pa_pos,test,7uww_A,110009,17345,16.782191887766373,16.873296350713805,-0.09110446294743113,0.5043881299934918
full_ratio_pa_pos,test,8bke_A,103500,20503,17.154334897136277,17.579232027782062,-0.4248971306457854,0.4947771729256955
full_ratio_pa_pos,test,8dge_A,137369,39039,17.77877641492772,17.83097708929892,-0.052200674371199796,0.5049629071901014
