stem,n_residues,n_pairs,elapsed_seconds,model_load_seconds,batch_size,model_nickname,gpu_name,gpu_total_memory_gb,gpu_compute_capability,runner_tag,hostname,platform,torch_version,timestamp_utc,provenance_path
8daj_A,302,45451,89.205,66.117,128,1.5B,,,,iris,t1v-n-237eddda-w-0,Linux-5.19.0-1027-gcp-x86_64-with-glibc2.41,2.10.0+cpu,2026-05-23T00:54:55Z,/home/bizon/git/test/MarinFold/experiments/exp26_evals_marinfold_1_5b_foldbench/outputs/8daj_A/provenance.json
8dez_A,173,14878,46.059,66.117,128,1.5B,,,,iris,t1v-n-237eddda-w-0,Linux-5.19.0-1027-gcp-x86_64-with-glibc2.41,2.10.0+cpu,2026-05-23T00:55:42Z,/home/bizon/git/test/MarinFold/experiments/exp26_evals_marinfold_1_5b_foldbench/outputs/8dez_A/provenance.json
8dge_A,738,271953,1163.234,66.117,128,1.5B,,,,iris,t1v-n-237eddda-w-0,Linux-5.19.0-1027-gcp-x86_64-with-glibc2.41,2.10.0+cpu,2026-05-23T01:15:06Z,/home/bizon/git/test/MarinFold/experiments/exp26_evals_marinfold_1_5b_foldbench/outputs/8dge_A/provenance.json
8dhj_A,249,30876,126.059,66.117,128,1.5B,,,,iris,t1v-n-237eddda-w-0,Linux-5.19.0-1027-gcp-x86_64-with-glibc2.41,2.10.0+cpu,2026-05-23T01:17:18Z,/home/bizon/git/test/MarinFold/experiments/exp26_evals_marinfold_1_5b_foldbench/outputs/8dhj_A/provenance.json
8dmu_A,489,119316,493.357,66.117,128,1.5B,,,,iris,t1v-n-237eddda-w-0,Linux-5.19.0-1027-gcp-x86_64-with-glibc2.41,2.10.0+cpu,2026-05-23T01:25:32Z,/home/bizon/git/test/MarinFold/experiments/exp26_evals_marinfold_1_5b_foldbench/outputs/8dmu_A/provenance.json
8dp9_A,148,10878,28.664,66.117,128,1.5B,,,,iris,t1v-n-237eddda-w-0,Linux-5.19.0-1027-gcp-x86_64-with-glibc2.41,2.10.0+cpu,2026-05-23T01:26:03Z,/home/bizon/git/test/MarinFold/experiments/exp26_evals_marinfold_1_5b_foldbench/outputs/8dp9_A/provenance.json
8dqd_A,377,70876,217.569,66.117,128,1.5B,,,,iris,t1v-n-237eddda-w-0,Linux-5.19.0-1027-gcp-x86_64-with-glibc2.41,2.10.0+cpu,2026-05-23T01:29:41Z,/home/bizon/git/test/MarinFold/experiments/exp26_evals_marinfold_1_5b_foldbench/outputs/8dqd_A/provenance.json
8dx0_A,154,11781,36.164,66.117,128,1.5B,,,,iris,t1v-n-237eddda-w-0,Linux-5.19.0-1027-gcp-x86_64-with-glibc2.41,2.10.0+cpu,2026-05-23T01:30:19Z,/home/bizon/git/test/MarinFold/experiments/exp26_evals_marinfold_1_5b_foldbench/outputs/8dx0_A/provenance.json
8e0r_A,468,109278,387.734,66.117,128,1.5B,,,,iris,t1v-n-237eddda-w-0,Linux-5.19.0-1027-gcp-x86_64-with-glibc2.41,2.10.0+cpu,2026-05-23T01:36:47Z,/home/bizon/git/test/MarinFold/experiments/exp26_evals_marinfold_1_5b_foldbench/outputs/8e0r_A/provenance.json
8e5h_A,372,69006,203.125,66.117,128,1.5B,,,,iris,t1v-n-237eddda-w-0,Linux-5.19.0-1027-gcp-x86_64-with-glibc2.41,2.10.0+cpu,2026-05-23T01:40:12Z,/home/bizon/git/test/MarinFold/experiments/exp26_evals_marinfold_1_5b_foldbench/outputs/8e5h_A/provenance.json
8eb9_A,95,4465,11.585,66.117,128,1.5B,,,,iris,t1v-n-237eddda-w-0,Linux-5.19.0-1027-gcp-x86_64-with-glibc2.41,2.10.0+cpu,2026-05-23T01:40:25Z,/home/bizon/git/test/MarinFold/experiments/exp26_evals_marinfold_1_5b_foldbench/outputs/8eb9_A/provenance.json
8ec3_A,168,14028,44.17,66.117,128,1.5B,,,,iris,t1v-n-237eddda-w-0,Linux-5.19.0-1027-gcp-x86_64-with-glibc2.41,2.10.0+cpu,2026-05-23T01:41:10Z,/home/bizon/git/test/MarinFold/experiments/exp26_evals_marinfold_1_5b_foldbench/outputs/8ec3_A/provenance.json
8eo5_A,290,41905,80.991,66.117,128,1.5B,,,,iris,t1v-n-237eddda-w-0,Linux-5.19.0-1027-gcp-x86_64-with-glibc2.41,2.10.0+cpu,2026-05-23T01:42:31Z,/home/bizon/git/test/MarinFold/experiments/exp26_evals_marinfold_1_5b_foldbench/outputs/8eo5_A/provenance.json
8gmy_A,236,27730,120.631,66.117,128,1.5B,,,,iris,t1v-n-237eddda-w-0,Linux-5.19.0-1027-gcp-x86_64-with-glibc2.41,2.10.0+cpu,2026-05-22T23:09:24Z,/home/bizon/git/test/MarinFold/experiments/exp26_evals_marinfold_1_5b_foldbench/outputs/8gmy_A/provenance.json
8q8i_A,282,39621,76.132,66.117,128,1.5B,,,,iris,t1v-n-237eddda-w-0,Linux-5.19.0-1027-gcp-x86_64-with-glibc2.41,2.10.0+cpu,2026-05-22T23:50:26Z,/home/bizon/git/test/MarinFold/experiments/exp26_evals_marinfold_1_5b_foldbench/outputs/8q8i_A/provenance.json
8ycm_A,229,26106,114.973,66.117,128,1.5B,,,,iris,t1v-n-237eddda-w-0,Linux-5.19.0-1027-gcp-x86_64-with-glibc2.41,2.10.0+cpu,2026-05-22T22:39:02Z,/home/bizon/git/test/MarinFold/experiments/exp26_evals_marinfold_1_5b_foldbench/outputs/8ycm_A/provenance.json
