pdb_id,chain_id,method,n_residues,mae_distogram_cb_angstrom,drmsd_distogram_cb_angstrom,n_mae_distogram_pairs,mae_distogram_cb_contact_angstrom,drmsd_distogram_cb_contact_angstrom,n_mae_distogram_contact_pairs,prec_short_L,prec_short_L_2,prec_short_L_5,prec_medium_L,prec_medium_L_2,prec_medium_L_5,prec_long_L,prec_long_L_2,prec_long_L_5,n_short_contacts,n_medium_contacts,n_long_contacts,lddt_distogram_cb,lddt_distogram_cb_soft
7yug,A,protenix_single_seq,118,1.8861,2.7600,4172,2.1685,3.6977,503,0.2966,0.5254,0.7826,0.2712,0.4237,0.4783,0.4068,0.5763,0.9130,38,44,87,0.5381,0.5054
7yug,A,protenix_msa,118,0.3725,0.6347,4172,0.3186,0.5931,503,0.3220,0.6441,1.0000,0.3729,0.7458,1.0000,0.7288,1.0000,1.0000,38,44,87,0.9316,0.9013
7yyg,A,marinfold_1b,365,5.9742,7.5442,12182,5.0979,8.4029,1286,0.1288,0.1813,0.2877,0.1205,0.1868,0.2329,0.1096,0.1593,0.2466,58,75,296,0.2823,0.3097
7yyg,A,protenix_single_seq,365,2.7375,3.9859,12182,2.8714,5.2325,1286,0.1315,0.2253,0.4521,0.1452,0.2308,0.3699,0.2274,0.3187,0.4932,58,75,296,0.4591,0.4420
7yyg,A,protenix_msa,365,0.5422,0.8433,12182,0.4178,0.7432,1286,0.1589,0.3187,0.7808,0.2055,0.4121,0.9178,0.7534,0.9890,1.0000,58,75,296,0.8777,0.8384
7z65,A,marinfold_1b,283,3.7043,4.9572,15698,4.0207,6.0161,1355,0.2367,0.3404,0.5000,0.0707,0.1206,0.2679,0.4629,0.6170,0.7500,95,32,502,0.3532,0.3274
7z65,A,protenix_single_seq,283,2.2439,3.3244,15698,2.9833,4.9352,1355,0.2509,0.3901,0.6429,0.0848,0.1348,0.2857,0.6643,0.8582,0.9821,95,32,502,0.4837,0.4565
7z65,A,protenix_msa,283,0.3149,0.5628,15698,0.3009,0.5510,1355,0.3357,0.6738,1.0000,0.1131,0.2270,0.5714,1.0000,1.0000,1.0000,95,32,502,0.9516,0.9198
7znz,A,marinfold_1b,761,7.6513,9.2609,55670,7.6094,10.8127,4120,0.2536,0.3579,0.5263,0.2707,0.3105,0.4671,0.1866,0.2158,0.2434,310,407,1354,0.1828,0.2064
7znz,A,protenix_single_seq,761,2.8637,4.1759,55670,4.1147,6.6711,4120,0.2983,0.4947,0.9211,0.3811,0.6079,0.9671,0.4823,0.8184,1.0000,310,407,1354,0.3974,0.3819
7znz,A,protenix_msa,761,0.2979,0.4328,55670,0.2517,0.3552,4120,0.4074,0.8105,1.0000,0.5348,0.9895,1.0000,1.0000,1.0000,1.0000,310,407,1354,0.9641,0.9401
7zoi,A,marinfold_1b,151,4.8361,6.3257,5678,5.9611,8.2304,612,0.2980,0.4400,0.6000,0.2450,0.3200,0.3667,0.1325,0.1600,0.2667,77,96,153,0.2356,0.2451
7zoi,A,protenix_single_seq,151,2.7174,3.6708,5678,4.1700,5.8143,612,0.4503,0.5600,0.8000,0.2384,0.3067,0.5667,0.4901,0.6800,0.8000,77,96,153,0.3280,0.3291
7zoi,A,protenix_msa,151,0.3143,0.4152,5678,0.2463,0.3195,612,0.5099,0.9867,1.0000,0.6358,1.0000,1.0000,0.9603,1.0000,1.0000,77,96,153,0.9581,0.9330
7zs2,A,marinfold_1b,316,5.5039,7.1191,12367,5.4367,8.2759,1192,0.2753,0.4177,0.6032,0.1867,0.2848,0.4603,0.1487,0.1962,0.3810,121,87,280,0.2494,0.2696
7zs2,A,protenix_single_seq,316,3.0882,4.3249,12367,4.1130,6.5253,1192,0.2911,0.4810,0.7619,0.2089,0.3481,0.7460,0.1456,0.2342,0.2857,121,87,280,0.3381,0.3449
7zs2,A,protenix_msa,316,0.5780,0.9955,12367,0.3870,0.8681,1192,0.3829,0.7532,1.0000,0.2753,0.5506,1.0000,0.8291,1.0000,1.0000,121,87,280,0.8949,0.8735
7zu3,A,marinfold_1b,132,6.1899,7.8563,4779,6.1679,9.2424,552,0.1061,0.1818,0.4231,0.1136,0.1061,0.1154,0.0909,0.1061,0.0769,25,48,135,0.2132,0.2556
7zu3,A,protenix_single_seq,132,1.7714,2.6934,4779,1.6234,3.2014,552,0.1818,0.3485,0.8462,0.3106,0.5606,1.0000,0.5530,0.8030,1.0000,25,48,135,0.6027,0.5556
7zu3,A,protenix_msa,132,2.2843,3.4665,4779,2.1957,4.3536,552,0.1894,0.3636,0.8077,0.3258,0.5909,1.0000,0.4924,0.7424,1.0000,25,48,135,0.5177,0.5032
7zv1,A,marinfold_1b,136,6.3672,8.2091,4248,6.8795,9.9084,496,0.2059,0.3235,0.5185,0.2279,0.3971,0.5926,0.0809,0.0882,0.1111,42,57,136,0.1945,0.2319
7zv1,A,protenix_single_seq,136,3.2665,4.4454,4248,3.9372,6.1654,496,0.2279,0.3824,0.7407,0.2574,0.4412,0.8889,0.2794,0.4706,0.6296,42,57,136,0.3669,0.3663
7zv1,A,protenix_msa,136,1.0373,2.2373,4248,1.1872,3.1040,496,0.3088,0.6176,1.0000,0.4191,0.8088,1.0000,0.7794,1.0000,1.0000,42,57,136,0.7920,0.7582
8adc,A,marinfold_1b,215,6.3777,7.8872,10483,6.7344,9.8746,996,0.2000,0.3551,0.6047,0.2233,0.4112,0.5814,0.1302,0.1776,0.1628,63,72,302,0.2035,0.2327
8adc,A,protenix_single_seq,215,2.3457,3.3293,10483,2.8757,4.8034,996,0.2558,0.4393,0.8605,0.2651,0.4486,0.8837,0.3349,0.4579,0.5116,63,72,302,0.4564,0.4263
8adc,A,protenix_msa,215,0.8758,1.4417,10483,0.7795,1.4528,996,0.2930,0.5421,0.9535,0.3349,0.6168,0.9767,0.9349,0.9907,1.0000,63,72,302,0.7572,0.7101
8add,A,marinfold_1b,213,6.6000,8.0266,11257,7.3047,10.2874,1056,0.2300,0.3774,0.5952,0.1737,0.2453,0.2143,0.0798,0.1132,0.1667,80,78,329,0.1721,0.2142
8add,A,protenix_single_seq,213,3.2972,4.4712,11257,4.9369,7.1583,1056,0.2911,0.4717,0.8333,0.1972,0.2547,0.3571,0.0657,0.0472,0.0000,80,78,329,0.2824,0.2783
8add,A,protenix_msa,213,0.3820,0.6272,11257,0.3167,0.5530,1056,0.3756,0.7453,1.0000,0.3662,0.7358,1.0000,1.0000,1.0000,1.0000,80,78,329,0.9299,0.8888
8ah9,A,marinfold_1b,120,3.5919,4.8048,4262,4.1846,6.1471,499,0.5167,0.8167,1.0000,0.7000,0.8333,0.9167,0.1667,0.2167,0.2917,67,125,83,0.3118,0.3354
8ah9,A,protenix_single_seq,120,0.3691,0.5245,4262,0.3013,0.4224,499,0.5583,1.0000,1.0000,0.9750,1.0000,1.0000,0.6833,1.0000,1.0000,67,125,83,0.9357,0.8833
8ah9,A,protenix_msa,120,0.3902,0.5679,4262,0.2953,0.4155,499,0.5583,0.9833,1.0000,0.9583,1.0000,1.0000,0.6667,0.9833,1.0000,67,125,83,0.9320,0.8917
8ak2,A,marinfold_1b,297,3.1686,4.7309,16050,3.0494,5.3356,1363,0.2896,0.5000,0.7966,0.3232,0.5000,0.7458,0.5724,0.6959,0.8136,87,114,385,0.4385,0.3908
8ak2,A,protenix_single_seq,297,3.4457,4.6379,16050,5.0365,7.3731,1363,0.1751,0.2162,0.2373,0.1178,0.1419,0.1525,0.1010,0.0946,0.0678,87,114,385,0.2405,0.2532
8ak2,A,protenix_msa,297,0.3446,0.5048,16050,0.2823,0.4380,1363,0.2929,0.5878,1.0000,0.3838,0.7703,1.0000,0.9966,1.0000,1.0000,87,114,385,0.9385,0.8870
8akh,A,marinfold_1b,374,7.6556,9.1567,19205,7.7047,11.1077,1610,0.2005,0.2995,0.5000,0.1524,0.2193,0.4189,0.0749,0.0802,0.0270,112,118,502,0.1710,0.2003
8akh,A,protenix_single_seq,374,3.2607,4.5505,19205,4.7344,7.1976,1610,0.2487,0.4064,0.7432,0.2139,0.3476,0.6351,0.1765,0.2781,0.5541,112,118,502,0.3056,0.3093
8akh,A,protenix_msa,374,0.2781,0.4176,19205,0.2639,0.3929,1610,0.2995,0.5989,1.0000,0.3155,0.6310,1.0000,1.0000,1.0000,1.0000,112,118,502,0.9626,0.9331
8amo,A,marinfold_1b,399,7.6743,9.3550,18985,7.0574,10.8080,1601,0.1679,0.2412,0.4177,0.1604,0.2111,0.2532,0.0827,0.1055,0.1519,97,112,434,0.2159,0.2356
8amo,A,protenix_single_seq,399,2.8877,4.1315,18985,3.7980,6.3181,1601,0.1855,0.3065,0.4810,0.2005,0.3015,0.5949,0.2531,0.4221,0.7848,97,112,434,0.3765,0.3676
8amo,A,protenix_msa,399,0.4576,0.7696,18985,0.3231,0.5892,1601,0.2431,0.4874,0.9747,0.2807,0.5628,1.0000,0.9474,1.0000,1.0000,97,112,434,0.9186,0.8792
8arl,A,marinfold_1b,246,8.7044,10.9747,8034,4.0708,8.3765,990,0.0366,0.0325,0.0408,0.0285,0.0407,0.0612,0.0285,0.0488,0.0612,22,12,124,0.3335,0.3219
8arl,A,protenix_single_seq,246,2.3674,3.3715,8034,1.6556,3.2974,990,0.0488,0.0650,0.1020,0.0407,0.0569,0.1224,0.1301,0.1707,0.2857,22,12,124,0.5080,0.4758
8arl,A,protenix_msa,246,0.5636,1.0356,8034,0.4312,0.9993,990,0.0894,0.1545,0.2857,0.0488,0.0976,0.2449,0.5041,0.8618,1.0000,22,12,124,0.8808,0.8373
8au6,A,marinfold_1b,321,5.9271,7.3897,13485,6.1084,8.9828,1320,0.1682,0.2500,0.3750,0.1059,0.1187,0.1562,0.2181,0.2625,0.3594,66,68,412,0.2605,0.2931
8au6,A,protenix_single_seq,321,2.8457,3.9523,13485,3.6496,5.8335,1320,0.1682,0.2500,0.4219,0.1246,0.1688,0.1875,0.4237,0.7312,0.9375,66,68,412,0.3869,0.3788
8au6,A,protenix_msa,321,0.3381,0.6625,13485,0.2569,0.4045,1320,0.2056,0.4125,0.9844,0.2118,0.4250,0.9844,0.9813,1.0000,1.0000,66,68,412,0.9577,0.9262
8axj,A,marinfold_1b,162,3.5999,5.6241,6878,3.7157,6.7583,723,0.1420,0.2099,0.3125,0.6543,0.9506,0.9688,0.4444,0.6790,1.0000,32,144,171,0.4477,0.4101
8axj,A,protenix_single_seq,162,3.4397,4.5994,6878,5.1394,7.3249,723,0.0741,0.1111,0.1562,0.1790,0.2716,0.2812,0.0926,0.1358,0.1250,32,144,171,0.2955,0.2909
8axj,A,protenix_msa,162,0.3525,0.5522,6878,0.3160,0.5027,723,0.1975,0.3951,0.9375,0.8765,1.0000,1.0000,0.9630,1.0000,1.0000,32,144,171,0.9367,0.9014
8azb,A,marinfold_1b,521,7.9960,9.5099,29914,8.0600,11.4531,2484,0.2553,0.3462,0.5481,0.1401,0.1962,0.3173,0.1536,0.1885,0.2212,180,191,806,0.1766,0.2023
8azb,A,protenix_single_seq,521,3.1705,4.5020,29914,4.4475,7.0297,2484,0.2591,0.4077,0.6635,0.1631,0.2538,0.5385,0.3493,0.5769,0.9038,180,191,806,0.3748,0.3644
8azb,A,protenix_msa,521,0.4161,0.7909,29914,0.2687,0.4172,2484,0.3455,0.6923,1.0000,0.3666,0.7346,1.0000,1.0000,1.0000,1.0000,180,191,806,0.9526,0.9164
8b2e,A,marinfold_1b,143,5.9533,7.4205,6400,6.2199,9.1357,720,0.1469,0.2254,0.3214,0.1888,0.2113,0.3571,0.0629,0.0563,0.0714,50,82,160,0.2135,0.2487
8b2e,A,protenix_single_seq,143,2.7255,3.8124,6400,3.8896,5.9820,720,0.1958,0.3239,0.6429,0.1608,0.2817,0.6071,0.3427,0.5634,0.8214,50,82,160,0.3673,0.3660
8b2e,A,protenix_msa,143,0.2107,0.2792,6400,0.2143,0.2568,720,0.3497,0.7042,1.0000,0.5734,1.0000,1.0000,0.9930,1.0000,1.0000,50,82,160,0.9884,0.9637
8b2g,A,marinfold_1b,74,4.4108,5.6251,2393,6.3334,8.0673,344,0.3108,0.3243,0.5714,0.0811,0.0270,0.0000,0.1351,0.1892,0.2857,37,63,82,0.2262,0.2494
8b2g,A,protenix_single_seq,74,3.7128,4.8074,2393,5.0682,6.8464,344,0.2432,0.3784,0.2857,0.0676,0.0541,0.0000,0.1081,0.1081,0.2143,37,63,82,0.3195,0.2947
8b2g,A,protenix_msa,74,0.2958,0.4110,2393,0.2924,0.3981,344,0.5000,1.0000,1.0000,0.8514,1.0000,1.0000,0.9865,1.0000,1.0000,37,63,82,0.9482,0.9165
8b2s,A,marinfold_1b,245,6.7105,8.5143,10592,6.9098,10.1437,1169,0.1673,0.1967,0.3265,0.1469,0.1475,0.1633,0.1306,0.1803,0.1837,79,124,295,0.2242,0.2512
8b2s,A,protenix_single_seq,245,2.9647,4.2628,10592,4.2418,6.5635,1169,0.2000,0.2459,0.3673,0.1878,0.2705,0.3878,0.2204,0.3115,0.6122,79,124,295,0.3976,0.3766
8b2s,A,protenix_msa,245,0.5884,1.4428,10592,0.5095,1.8790,1169,0.3224,0.6475,1.0000,0.5061,0.9672,1.0000,0.9755,1.0000,1.0000,79,124,295,0.9235,0.8806
8b4u,A,marinfold_1b,277,2.5191,3.5174,15082,2.6005,4.2296,1324,0.2563,0.4565,0.5818,0.2996,0.5000,0.8182,0.6643,0.8188,0.9273,79,91,434,0.4433,0.3994
8b4u,A,protenix_single_seq,277,3.0477,4.0903,15082,4.3416,6.2315,1324,0.1986,0.2754,0.3636,0.1986,0.2536,0.2909,0.2347,0.3551,0.6182,79,91,434,0.2983,0.2907
8b4u,A,protenix_msa,277,0.2786,0.5050,15082,0.2812,0.6160,1324,0.2852,0.5725,1.0000,0.3285,0.6594,1.0000,1.0000,1.0000,1.0000,79,91,434,0.9532,0.9298
8b5w,A,marinfold_1b,459,6.7074,8.3529,21022,6.0992,9.4129,1764,0.1264,0.1790,0.2308,0.0893,0.0611,0.0879,0.1089,0.1441,0.1868,94,96,488,0.2304,0.2439
8b5w,A,protenix_single_seq,459,3.0900,4.2213,21022,4.2746,6.5427,1764,0.1307,0.1834,0.2527,0.1133,0.1179,0.1319,0.1547,0.1747,0.1758,94,96,488,0.2972,0.2948
8b5w,A,protenix_msa,459,0.3018,0.5317,21022,0.2927,0.5287,1764,0.2048,0.4061,0.9231,0.2092,0.4192,0.9451,0.9630,1.0000,1.0000,94,96,488,0.9499,0.9158
8b61,A,marinfold_1b,238,5.9585,7.4300,9670,7.6279,10.4423,965,0.2185,0.2773,0.5319,0.1765,0.2437,0.4043,0.1176,0.1429,0.1489,83,108,310,0.2015,0.2287
8b61,A,protenix_single_seq,238,3.3609,4.6302,9670,5.2009,7.5526,965,0.1849,0.2941,0.5957,0.2059,0.3193,0.6809,0.2185,0.3697,0.7234,83,108,310,0.3115,0.3050
8b61,A,protenix_msa,238,0.3961,0.6958,9670,0.3164,0.7105,965,0.3487,0.6975,0.9787,0.4538,0.8571,1.0000,0.9958,1.0000,1.0000,83,108,310,0.9343,0.9065
8b6a,A,marinfold_1b,214,5.8759,7.3261,8512,7.6831,10.2056,831,0.3224,0.4579,0.6190,0.2290,0.2991,0.3810,0.0748,0.1121,0.1429,94,123,242,0.1714,0.2136
8b6a,A,protenix_single_seq,214,3.3179,4.4301,8512,5.4783,7.4644,831,0.2991,0.4206,0.6190,0.2430,0.3364,0.6429,0.0888,0.1308,0.1905,94,123,242,0.2683,0.2680
8b6a,A,protenix_msa,214,0.2665,0.3790,8512,0.2224,0.2723,831,0.4393,0.8785,1.0000,0.5748,1.0000,1.0000,1.0000,1.0000,1.0000,94,123,242,0.9791,0.9502
8b6e,A,marinfold_1b,66,2.1891,3.1497,1084,2.4563,3.8292,206,0.5000,0.7576,1.0000,0.1818,0.3636,0.5385,0.2424,0.2121,0.1538,38,18,23,0.5023,0.4485
8b6e,A,protenix_single_seq,66,0.6079,1.3169,1084,0.3141,0.4291,206,0.5758,1.0000,1.0000,0.2727,0.5455,0.9231,0.3485,0.6970,1.0000,38,18,23,0.8975,0.8658
8b6e,A,protenix_msa,66,0.5593,1.1817,1084,0.2992,0.4048,206,0.5758,0.9697,1.0000,0.2727,0.5455,1.0000,0.3485,0.6970,1.0000,38,18,23,0.9039,0.8724
8baq,A,marinfold_1b,208,6.2965,7.7018,10715,7.0422,9.8470,977,0.1346,0.1923,0.1951,0.0577,0.0481,0.0244,0.0865,0.0288,0.0244,47,73,306,0.1873,0.2203
8baq,A,protenix_single_seq,208,3.5087,4.6611,10715,5.3031,7.4494,977,0.1058,0.1346,0.1220,0.0240,0.0000,0.0000,0.0529,0.0577,0.1220,47,73,306,0.2600,0.2537
8baq,A,protenix_msa,208,0.4646,0.8453,10715,0.4244,0.9265,977,0.2260,0.4519,0.9512,0.3510,0.6827,1.0000,1.0000,1.0000,1.0000,47,73,306,0.9050,0.8645
8bau,A,marinfold_1b,189,6.4516,8.0453,8921,5.9286,9.2788,907,0.2857,0.4149,0.4865,0.0847,0.1383,0.1892,0.0159,0.0000,0.0000,79,51,210,0.2514,0.2632
8bau,A,protenix_single_seq,189,3.6129,4.8657,8921,4.4289,6.9849,907,0.2804,0.3723,0.5405,0.0794,0.1064,0.1622,0.0000,0.0000,0.0000,79,51,210,0.3065,0.2998
8bau,A,protenix_msa,189,0.3194,0.4972,8921,0.2670,0.3917,907,0.4180,0.8404,1.0000,0.2698,0.5426,0.9730,0.9683,1.0000,1.0000,79,51,210,0.9512,0.9156
8bfy,A,marinfold_1b,426,7.6391,9.2033,24575,7.4081,10.9585,2018,0.1784,0.2864,0.4471,0.0845,0.1080,0.1059,0.1573,0.2676,0.4588,103,115,651,0.2033,0.2196
8bfy,A,protenix_single_seq,426,3.2913,4.5488,24575,4.8795,7.3223,2018,0.1972,0.3333,0.4824,0.0704,0.0939,0.1529,0.2441,0.3850,0.6824,103,115,651,0.2822,0.2879
8bfy,A,protenix_msa,426,0.5159,0.8933,24575,0.3153,0.5852,2018,0.2418,0.4836,0.9882,0.2700,0.5399,0.9882,0.9977,1.0000,1.0000,103,115,651,0.9143,0.8874
8bgb,A,marinfold_1b,131,5.2885,6.6340,5621,5.7490,8.3018,628,0.2824,0.5077,0.7692,0.2290,0.4308,0.6538,0.2672,0.3538,0.5000,58,76,154,0.2323,0.2719
8bgb,A,protenix_single_seq,131,1.8644,2.9398,5621,2.0154,3.8878,628,0.3511,0.5231,0.8846,0.3053,0.5385,0.8846,0.7863,0.9692,1.0000,58,76,154,0.5931,0.5564
8bgb,A,protenix_msa,131,0.4840,0.8673,5621,0.3926,0.8656,628,0.4427,0.8923,1.0000,0.5802,0.9846,1.0000,0.9695,1.0000,1.0000,58,76,154,0.8912,0.8525
8bke,A,marinfold_1b,638,5.6122,7.3592,27518,6.4981,8.9412,2334,0.1285,0.1787,0.2992,0.3213,0.4357,0.5984,0.4310,0.5298,0.6220,90,390,922,0.2178,0.2381
8bke,A,protenix_single_seq,638,1.7685,2.7415,27518,2.0829,3.7980,2334,0.1379,0.2476,0.5276,0.5470,0.8025,0.9921,0.7931,0.9812,1.0000,90,390,922,0.5788,0.5339
8bke,A,protenix_msa,638,0.3719,0.6629,27518,0.3073,0.5387,2334,0.1411,0.2821,0.7087,0.6113,0.9749,1.0000,0.9969,1.0000,1.0000,90,390,922,0.9429,0.9104
8bsb,A,marinfold_1b,177,5.1763,6.9774,5692,3.4347,6.5783,738,0.0452,0.0795,0.1429,0.1299,0.2159,0.3714,0.2373,0.3523,0.4571,9,24,118,0.3716,0.4068
8bsb,A,protenix_single_seq,177,0.5278,0.8901,5692,0.4693,1.0527,738,0.0508,0.1023,0.2571,0.1356,0.2727,0.6857,0.6328,0.9773,1.0000,9,24,118,0.8673,0.8162
8bsb,A,protenix_msa,177,0.3893,0.5654,5692,0.3030,0.4666,738,0.0508,0.1023,0.2286,0.1356,0.2727,0.6857,0.6554,0.9886,1.0000,9,24,118,0.9226,0.8726
8bux,A,marinfold_1b,334,8.9890,10.5280,14144,7.5950,11.3675,1345,0.1287,0.1976,0.3485,0.0749,0.0958,0.0606,0.0928,0.0898,0.0758,58,81,410,0.1820,0.2129
8bux,A,protenix_single_seq,334,3.7143,4.9772,14144,4.8620,7.3738,1345,0.1317,0.2036,0.3788,0.0838,0.1138,0.1970,0.0928,0.1078,0.0758,58,81,410,0.2567,0.2681
8bux,A,protenix_msa,334,0.3955,0.6575,14144,0.3564,0.6272,1345,0.1737,0.3473,0.8636,0.2425,0.4850,0.9848,0.9910,1.0000,1.0000,58,81,410,0.9079,0.8606
8c4d,A,marinfold_1b,330,6.4907,7.9434,9581,7.1939,10.1920,921,0.1273,0.2000,0.3030,0.0788,0.0848,0.1212,0.1394,0.1212,0.1667,51,55,304,0.1992,0.2321
8c4d,A,protenix_single_seq,330,3.3514,4.5048,9581,5.1610,7.2795,921,0.1212,0.1818,0.2121,0.0697,0.0545,0.0606,0.0970,0.0970,0.0606,51,55,304,0.2654,0.2740
8c4d,A,protenix_msa,330,0.2118,0.2740,9581,0.2245,0.2747,921,0.1545,0.3091,0.7727,0.1667,0.3333,0.8333,0.9182,1.0000,1.0000,51,55,304,0.9855,0.9578
8c4y,A,marinfold_1b,314,7.3023,8.9892,18586,7.5232,10.9775,1631,0.1624,0.2420,0.4194,0.1338,0.1847,0.2742,0.1879,0.3439,0.5806,79,87,570,0.2045,0.2232
8c4y,A,protenix_single_seq,314,3.4736,4.7600,18586,5.1481,7.5826,1631,0.1592,0.2548,0.4677,0.1306,0.1465,0.2742,0.2834,0.4522,0.7097,79,87,570,0.2719,0.2861
8c4y,A,protenix_msa,314,0.2721,0.4181,18586,0.2467,0.3519,1631,0.2516,0.5032,1.0000,0.2771,0.5541,1.0000,1.0000,1.0000,1.0000,79,87,570,0.9671,0.9325
8cba,A,marinfold_1b,214,6.8118,8.3166,8025,6.4083,9.5303,764,0.1682,0.2056,0.2857,0.0981,0.1589,0.3095,0.1215,0.1869,0.3095,64,64,189,0.2046,0.2291
8cba,A,protenix_single_seq,214,3.5484,4.9179,8025,4.0353,6.7471,764,0.2150,0.3364,0.5238,0.1495,0.2430,0.5000,0.2336,0.4299,0.7619,64,64,189,0.3703,0.3554
8cba,A,protenix_msa,214,0.3479,0.5445,8025,0.2996,0.5208,764,0.2991,0.5981,1.0000,0.2991,0.5981,1.0000,0.8505,1.0000,1.0000,64,64,189,0.9361,0.8972
8ci9,A,marinfold_1b,312,7.2264,8.6832,17689,7.2349,10.4853,1506,0.1571,0.2436,0.4032,0.0962,0.1538,0.2581,0.1923,0.3141,0.5161,88,78,511,0.2038,0.2220
8ci9,A,protenix_single_seq,312,3.5113,4.7562,17689,5.2600,7.6881,1506,0.1667,0.2436,0.3548,0.0833,0.1218,0.1774,0.1538,0.2372,0.4194,88,78,511,0.2644,0.2737
8ci9,A,protenix_msa,312,0.4358,0.7045,17689,0.3319,0.6116,1506,0.2821,0.5641,0.9839,0.2468,0.4936,1.0000,1.0000,1.0000,1.0000,88,78,511,0.9169,0.8795
8cih,A,marinfold_1b,214,7.4395,9.4174,7034,4.7907,8.6694,870,0.0561,0.0748,0.1190,0.0701,0.1215,0.1667,0.1822,0.2056,0.3333,17,20,175,0.3144,0.3379
8cih,A,protenix_single_seq,214,1.0574,1.8262,7034,0.8959,2.0528,870,0.0561,0.1028,0.1429,0.0935,0.1682,0.4048,0.6495,0.8785,1.0000,17,20,175,0.7503,0.7024
8cih,A,protenix_msa,214,0.4950,0.8838,7034,0.4289,0.9287,870,0.0794,0.1589,0.3333,0.0935,0.1869,0.4524,0.8037,0.9907,1.0000,17,20,175,0.8770,0.8392
8cpk,A,marinfold_1b,384,5.6846,6.9630,22225,6.5488,8.2906,2026,0.1979,0.3073,0.4079,0.2995,0.3229,0.3684,0.3802,0.5156,0.6711,94,329,876,0.1756,0.2194
8cpk,A,protenix_single_seq,384,0.9727,1.8508,22225,1.1871,2.6176,2026,0.2396,0.4375,0.8158,0.7656,0.9896,1.0000,0.9714,1.0000,1.0000,94,329,876,0.7435,0.6979
8cpk,A,protenix_msa,384,0.2520,0.4248,22225,0.2714,0.4554,2026,0.2448,0.4896,0.9868,0.8490,1.0000,1.0000,1.0000,1.0000,1.0000,94,329,876,0.9676,0.9323
8cpn,A,marinfold_1b,207,7.2440,8.9892,6841,8.3350,11.5708,732,0.2126,0.2913,0.5610,0.2609,0.3398,0.5122,0.1111,0.1262,0.1707,56,93,247,0.1906,0.2184
8cpn,A,protenix_single_seq,207,2.5103,3.7302,6841,2.6099,4.7663,732,0.2705,0.5146,0.8537,0.4348,0.8155,1.0000,0.5556,0.8058,0.9756,56,93,247,0.5228,0.4961
8cpn,A,protenix_msa,207,0.5106,0.8543,6841,0.4026,0.6996,732,0.2705,0.5437,0.9756,0.4493,0.8835,1.0000,0.9807,1.0000,1.0000,56,93,247,0.8841,0.8386
8d2z,A,marinfold_1b,327,5.1572,6.5952,18486,5.5817,8.2191,1599,0.2630,0.3865,0.6308,0.2661,0.3865,0.5538,0.3517,0.4969,0.6308,108,137,513,0.2473,0.2653
8d2z,A,protenix_single_seq,327,2.0418,3.1100,18486,2.6465,4.6851,1599,0.3150,0.5521,0.9692,0.3547,0.6319,0.9692,0.6728,0.8957,1.0000,108,137,513,0.5168,0.4974
8d2z,A,protenix_msa,327,0.3658,0.6013,18486,0.2768,0.4043,1599,0.3303,0.6626,1.0000,0.4190,0.8344,1.0000,0.9878,1.0000,1.0000,108,137,513,0.9422,0.9160
8daj,A,marinfold_1b,302,3.2881,4.4819,18513,4.0255,5.9499,1575,0.2450,0.3179,0.6000,0.2881,0.4371,0.7333,0.6192,0.7881,0.9667,100,148,572,0.3659,0.3339
8daj,A,protenix_single_seq,302,2.7735,3.9162,18513,4.1522,6.2320,1575,0.2318,0.3377,0.5833,0.2616,0.4040,0.7333,0.5033,0.7616,1.0000,100,148,572,0.3875,0.3710
8daj,A,protenix_msa,302,0.2457,0.5402,18513,0.2648,0.5656,1575,0.3311,0.6623,1.0000,0.4901,0.9735,1.0000,1.0000,1.0000,1.0000,100,148,572,0.9687,0.9487
8dez,A,marinfold_1b,173,6.6851,8.2115,7258,8.8331,11.4139,804,0.2370,0.3023,0.3529,0.1850,0.2093,0.2059,0.2081,0.3023,0.3235,45,48,358,0.1543,0.1944
8dez,A,protenix_single_seq,173,2.8516,3.9785,7258,3.8289,5.7726,804,0.2543,0.3256,0.3824,0.2081,0.2093,0.3529,0.7977,0.9651,1.0000,45,48,358,0.3989,0.3896
8dez,A,protenix_msa,173,0.3692,0.6678,7258,0.3671,0.7187,804,0.2601,0.5233,1.0000,0.2775,0.5581,1.0000,0.9942,1.0000,1.0000,45,48,358,0.9276,0.8927
8dge,A,marinfold_1b,738,6.7925,8.4933,46866,6.6345,9.5265,3603,0.2114,0.3360,0.4422,0.1856,0.2331,0.3197,0.3347,0.4553,0.6667,254,305,1229,0.2087,0.2236
8dge,A,protenix_single_seq,738,3.4810,4.6883,46866,5.5959,7.7415,3603,0.2304,0.3225,0.4830,0.1640,0.1518,0.1905,0.1965,0.2737,0.4354,254,305,1229,0.2171,0.2297
8dge,A,protenix_msa,738,0.3431,0.5344,46866,0.2794,0.4370,3603,0.3442,0.6829,1.0000,0.4133,0.8238,1.0000,0.9973,0.9973,1.0000,254,305,1229,0.9479,0.9154
8dhj,A,marinfold_1b,249,5.9787,7.6898,11255,5.5210,8.7480,1071,0.1847,0.3145,0.4694,0.2048,0.2742,0.3061,0.1847,0.2742,0.4082,54,75,302,0.2725,0.2888
8dhj,A,protenix_single_seq,249,3.6245,4.8939,11255,4.7817,7.3040,1071,0.1807,0.2984,0.4898,0.1205,0.0887,0.1020,0.0321,0.0323,0.0204,54,75,302,0.2952,0.2906
