entry_id,r,L,n_gt,n_gen_tokens,finished,prompt_ok,n_sections_mine,n_sections_theirs,best_f1_mine,best_f1_theirs,last_f1_mine,last_f1_theirs,first_f1_mine,first_f1_theirs,mean_jaccard,precision,n_pred,max_section_f1_delta
foldbench100__7xg9_A,8,288,241,6663,False,True,21,21,0.10888252148997135,0.10888252148997135,0.04964539007092199,0.04964539007092199,0.030303030303030304,0.030303030303030304,0.020494810564883968,0.08717253839205058,2212.0,0.0
foldbench100__7xg9_A,7,288,241,6663,False,True,19,19,0.16201117318435754,0.16201117318435754,0.04032258064516129,0.04032258064516129,0.11170212765957448,0.11170212765957448,0.02855171689341013,0.13227990970654627,2213.0,0.0
foldbench100__7xg9_A,22,288,241,6663,False,True,20,20,0.12903225806451613,0.12903225806451613,0.0930232558139535,0.0930232558139535,0.07365439093484419,0.07365439093484419,0.02627016189350941,0.10569105691056911,2212.0,0.0
foldbench100__7xg9_A,20,288,241,6663,False,True,19,19,0.19487179487179487,0.19487179487179487,0.035460992907801414,0.035460992907801414,0.06666666666666667,0.06666666666666667,0.04030530245245637,0.1562076749435666,2212.0,0.0
foldbench100__7x4p_A,8,307,333,6663,False,True,19,19,0.05842696629213483,0.05842696629213483,0.015789473684210523,0.015789473684210523,0.03139013452914799,0.03139013452914799,0.016517761828098193,0.04785553047404063,2212.0,0.0
foldbench100__7x4p_A,0,307,333,6663,False,True,20,20,0.04329004329004329,0.04329004329004329,0.0,0.0,0.02708803611738149,0.02708803611738149,0.011626232547430376,0.04652213188798555,2210.0,0.0
foldbench100__7x4p_A,19,307,333,6663,False,True,19,19,0.047109207708779445,0.047109207708779445,0.0,0.0,0.03669724770642202,0.03669724770642202,0.009523070194031884,0.056433408577878104,2211.0,0.0
foldbench100__7x4p_A,20,307,333,6663,False,True,19,19,0.05228758169934641,0.05228758169934641,0.010582010582010583,0.010582010582010583,0.008888888888888889,0.008888888888888889,0.013970561330765371,0.05237020316027088,2215.0,0.0
denovo_pdb__7vql_A,9,115,95,3437,True,True,14,14,0.3434343434343434,0.3434343434343434,0.3434343434343434,0.3434343434343434,0.07368421052631578,0.07368421052631578,0.05733184967776667,0.13496932515337423,1139.0,0.0
denovo_pdb__7vql_A,4,115,95,1796,True,True,8,8,0.39593908629441626,0.39593908629441626,0.39593908629441626,0.39593908629441626,0.24539877300613494,0.24539877300613494,0.0856368494582561,0.26174496644295303,595.0,0.0
denovo_pdb__7vql_A,5,115,95,3136,True,True,16,16,0.30409356725146197,0.30409356725146197,0.30409356725146197,0.30409356725146197,0.12121212121212122,0.12121212121212122,0.060664181109017286,0.14711538461538462,1040.0,0.0
denovo_pdb__7vql_A,22,115,95,3688,True,True,16,16,0.2891566265060241,0.2891566265060241,0.2822085889570552,0.2822085889570552,0.24210526315789474,0.24210526315789474,0.05719885624260131,0.1919934640522876,1217.0,0.0
casp_fm__T1125-D4,0,141,94,6663,False,True,27,27,0.17948717948717946,0.17948717948717946,0.029629629629629627,0.029629629629629627,0.04,0.04,0.04122843818946202,0.10849909584086799,2204.0,0.0
casp_fm__T1125-D4,9,141,94,6663,False,True,31,31,0.20858895705521474,0.20858895705521474,0.0,0.0,0.06629834254143646,0.06629834254143646,0.03379238552858674,0.08005427408412483,2203.0,0.0
casp_fm__T1125-D4,21,141,94,6663,False,True,27,27,0.16304347826086954,0.16304347826086954,0.12121212121212122,0.12121212121212122,0.1,0.1,0.03487569886655137,0.08770343580470162,2205.0,0.0
casp_fm__T1125-D4,8,141,94,3513,True,True,12,12,0.18905472636815918,0.18905472636815918,0.18905472636815918,0.18905472636815918,0.0588235294117647,0.0588235294117647,0.026615011188322272,0.08826049700085689,1167.0,0.0
denovo_pdb__4lt9_A,4,250,236,6663,False,True,19,19,0.14942528735632185,0.14942528735632185,0.06918238993710692,0.06918238993710692,0.03856749311294766,0.03856749311294766,0.02756985483189771,0.11783295711060948,2211.0,0.0
denovo_pdb__4lt9_A,2,250,236,5177,True,True,14,14,0.3409961685823755,0.3409961685823755,0.3409961685823755,0.3409961685823755,0.07079646017699116,0.07079646017699116,0.0486058877923698,0.21150493898895992,1717.0,0.0
denovo_pdb__4lt9_A,23,250,236,6663,False,True,18,18,0.178117048346056,0.178117048346056,0.10169491525423731,0.10169491525423731,0.09798270893371758,0.09798270893371758,0.03885444008425289,0.17020316027088037,2212.0,0.0
denovo_pdb__4lt9_A,11,250,236,3321,True,True,9,9,0.29554655870445345,0.29554655870445345,0.29554655870445345,0.29554655870445345,0.07624633431085044,0.07624633431085044,0.027152439801033268,0.16394927536231885,1101.0,0.0
denovo_pdb__7f1i_A,6,191,228,6663,False,True,19,19,0.093841642228739,0.093841642228739,0.0,0.0,0.034682080924855495,0.034682080924855495,0.03133709244039226,0.0654627539503386,2207.0,0.0
denovo_pdb__7f1i_A,7,191,228,6663,False,True,18,18,0.11499999999999998,0.11499999999999998,0.11499999999999998,0.11499999999999998,0.042296072507552865,0.042296072507552865,0.01913784401560834,0.06049661399548533,2197.0,0.0
denovo_pdb__7f1i_A,13,191,228,6663,False,True,18,18,0.07672634271099743,0.07672634271099743,0.06763285024154589,0.06763285024154589,0.03021148036253777,0.03021148036253777,0.0323087348173186,0.057787810383747175,2198.0,0.0
denovo_pdb__7f1i_A,16,191,228,6663,False,True,20,20,0.10029498525073745,0.10029498525073745,0.006872852233676976,0.006872852233676976,0.057971014492753624,0.057971014492753624,0.027002923016857566,0.07723577235772358,2209.0,0.0
denovo_pdb__8kcj_A,1,179,122,4554,True,True,15,15,0.25104602510460244,0.25104602510460244,0.25104602510460244,0.25104602510460244,0.07964601769911504,0.07964601769911504,0.0859625569331116,0.17382683410442828,1506.0,0.0
denovo_pdb__8kcj_A,3,179,122,6663,False,True,24,24,0.2600896860986547,0.2600896860986547,0.04477611940298507,0.04477611940298507,0.045454545454545456,0.045454545454545456,0.04566691507750442,0.15680072300045186,2209.0,0.0
denovo_pdb__8kcj_A,14,179,122,1017,True,True,3,3,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.22222222222222224,0.14678899082568808,0.14678899082568808,0.058185840707964606,0.17455621301775148,337.0,0.0
denovo_pdb__8kcj_A,8,179,122,3456,True,True,12,12,0.19555555555555557,0.19555555555555557,0.19555555555555557,0.19555555555555557,0.046511627906976744,0.046511627906976744,0.061929828104567444,0.1254355400696864,1146.0,0.0
foldbench100__7xyr_A,18,591,707,6663,False,True,18,18,0.09421000981354269,0.09421000981354269,0.03526448362720403,0.03526448362720403,0.022528160200250315,0.022528160200250315,0.009657811893915836,0.0943566591422122,2209.0,0.0
foldbench100__7xyr_A,21,591,707,6663,False,True,20,20,0.02803738317757009,0.02803738317757009,0.007792207792207792,0.007792207792207792,0.007481296758104738,0.007481296758104738,0.005768897477170712,0.05510388437217705,2211.0,0.0
foldbench100__7xyr_A,1,591,707,6663,False,True,19,19,0.0343558282208589,0.0343558282208589,0.01230012300123001,0.01230012300123001,0.02236024844720497,0.02236024844720497,0.005449092582387091,0.07945823927765237,2212.0,0.0
foldbench100__7xyr_A,7,591,707,6663,False,True,20,20,0.03305785123966942,0.03305785123966942,0.01785714285714286,0.01785714285714286,0.017094017094017096,0.017094017094017096,0.006163004881385961,0.08130081300813008,2212.0,0.0
denovo_pdb__5di5_A,20,191,151,1486,True,True,4,4,0.6891891891891893,0.6891891891891893,0.6891891891891893,0.6891891891891893,0.5227272727272727,0.5227272727272727,0.3891181128615487,0.6659919028340081,493.0,0.0
denovo_pdb__5di5_A,15,191,151,1513,True,True,4,4,0.6731391585760517,0.6731391585760517,0.6731391585760517,0.6731391585760517,0.5454545454545455,0.5454545454545455,0.2657773775682563,0.6063618290258449,502.0,0.0
denovo_pdb__5di5_A,4,191,151,2521,True,True,7,7,0.6622516556291391,0.6622516556291391,0.6622516556291391,0.6622516556291391,0.4732824427480916,0.4732824427480916,0.31530672037896457,0.6217183770883055,835.0,0.0
denovo_pdb__5di5_A,0,191,151,2054,True,True,5,5,0.6990291262135923,0.6990291262135923,0.6990291262135923,0.6990291262135923,0.541095890410959,0.541095890410959,0.35178645278612697,0.6193265007320644,683.0,0.0
denovo_pdb__9ded_A,2,114,125,6663,False,True,31,31,0.3333333333333333,0.3333333333333333,0.17894736842105266,0.17894736842105266,0.10426540284360189,0.10426540284360189,0.08656535748478612,0.25192220714608776,2210.0,0.0
denovo_pdb__9ded_A,0,114,125,6663,False,True,24,24,0.30837004405286345,0.30837004405286345,0.10126582278481013,0.10126582278481013,0.11702127659574466,0.11702127659574466,0.0726491747533825,0.18120198825124265,2196.0,0.0
denovo_pdb__9ded_A,3,114,125,3600,True,True,12,12,0.3023255813953488,0.3023255813953488,0.3023255813953488,0.3023255813953488,0.0881057268722467,0.0881057268722467,0.06548195504918265,0.21070234113712374,1193.0,0.0
denovo_pdb__9ded_A,16,114,125,3309,True,True,12,12,0.44954128440366975,0.44954128440366975,0.44954128440366975,0.44954128440366975,0.06635071090047394,0.06635071090047394,0.05403705749639371,0.20018198362147407,1095.0,0.0
denovo_pdb__3dgn_A,15,69,49,4959,True,True,24,24,0.23529411764705882,0.23529411764705882,0.14062499999999997,0.14062499999999997,0.019801980198019802,0.019801980198019802,0.09661153384781847,0.12218844984802432,1630.0,0.0
denovo_pdb__3dgn_A,17,69,49,3430,True,True,25,25,0.31372549019607837,0.31372549019607837,0.2153846153846154,0.2153846153846154,0.10526315789473685,0.10526315789473685,0.06567797735420945,0.1515418502202643,1130.0,0.0
denovo_pdb__3dgn_A,4,69,49,3279,True,True,24,24,0.29473684210526313,0.29473684210526313,0.15254237288135594,0.15254237288135594,0.1616161616161616,0.1616161616161616,0.0601107695229996,0.14746543778801843,1084.0,0.0
denovo_pdb__3dgn_A,8,69,49,3313,True,True,22,22,0.32,0.32,0.13461538461538458,0.13461538461538458,0.20202020202020204,0.20202020202020204,0.0862625351316529,0.16773017319963537,1095.0,0.0
denovo_pdb__5l0p_A,8,311,299,6663,False,True,20,20,0.11618257261410787,0.11618257261410787,0.005934718100890208,0.005934718100890208,0.05853658536585366,0.05853658536585366,0.019999390347177726,0.11291779584462511,2211.0,0.0
denovo_pdb__5l0p_A,3,311,299,6663,False,True,19,19,0.13170731707317074,0.13170731707317074,0.017543859649122806,0.017543859649122806,0.01951219512195122,0.01951219512195122,0.011438999885777698,0.0835214446952596,2206.0,0.0
denovo_pdb__5l0p_A,2,311,299,6663,False,True,19,19,0.14723926380368096,0.14723926380368096,0.060324825986078884,0.060324825986078884,0.03950617283950618,0.03950617283950618,0.027912526050692707,0.12866817155756208,2212.0,0.0
denovo_pdb__5l0p_A,12,311,299,6663,False,True,20,20,0.11401425178147269,0.11401425178147269,0.031746031746031744,0.031746031746031744,0.040100250626566414,0.040100250626566414,0.02049003345903206,0.11472448057813911,2212.0,0.0
denovo_pdb__9n0j_A,0,126,104,1963,True,True,7,7,0.6494845360824743,0.6494845360824743,0.6494845360824743,0.6494845360824743,0.13526570048309175,0.13526570048309175,0.06971771577541479,0.29141104294478526,650.0,0.0
denovo_pdb__9n0j_A,19,126,104,1515,True,True,6,6,0.6868686868686869,0.6868686868686869,0.6868686868686869,0.6868686868686869,0.25380710659898476,0.25380710659898476,0.10797830676939361,0.39363817097415504,503.0,0.0
denovo_pdb__9n0j_A,22,126,104,1873,True,True,7,7,0.4927536231884057,0.4927536231884057,0.4927536231884057,0.4927536231884057,0.10638297872340424,0.10638297872340424,0.07015598009098643,0.2909967845659164,618.0,0.0
denovo_pdb__9n0j_A,5,126,104,3522,True,True,15,15,0.6603773584905661,0.6603773584905661,0.6603773584905661,0.6603773584905661,0.07142857142857144,0.07142857142857144,0.09217850779266452,0.32078699743370404,1166.0,0.0
denovo_pdb__7dgy_A,20,99,64,1449,True,True,9,9,0.302158273381295,0.302158273381295,0.29032258064516125,0.29032258064516125,0.21782178217821785,0.21782178217821785,0.09798732278365141,0.22916666666666666,479.0,0.0
denovo_pdb__7dgy_A,0,99,64,2972,True,True,17,17,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.33070866141732286,0.33070866141732286,0.0632089051963029,0.19289340101522842,980.0,0.0
denovo_pdb__7dgy_A,8,99,64,2312,True,True,14,14,0.3888888888888889,0.3888888888888889,0.3278688524590164,0.3278688524590164,0.22222222222222224,0.22222222222222224,0.08964936555405013,0.2245430809399478,766.0,0.0
denovo_pdb__7dgy_A,6,99,64,172,True,True,1,1,0.4297520661157025,0.4297520661157025,0.4297520661157025,0.4297520661157025,0.4297520661157025,0.4297520661157025,,0.45614035087719296,57.0,0.0
foldbench100__8cpk_A,6,384,353,5104,True,True,13,13,0.0948509485094851,0.0948509485094851,0.0948509485094851,0.0948509485094851,0.03524229074889868,0.03524229074889868,0.02472893507607844,0.08249852681202122,1695.0,0.0
foldbench100__8cpk_A,15,384,353,5440,True,True,13,13,0.14958448753462605,0.14958448753462605,0.14958448753462605,0.14958448753462605,0.06355932203389832,0.06355932203389832,0.0294757719736758,0.10724156992813709,1805.0,0.0
foldbench100__8cpk_A,10,384,353,6663,False,True,19,19,0.11618257261410787,0.11618257261410787,0.01869158878504673,0.01869158878504673,0.03930131004366812,0.03930131004366812,0.02505526556291765,0.12325056433408578,2215.0,0.0
foldbench100__8cpk_A,11,384,353,6663,False,True,19,19,0.11042944785276074,0.11042944785276074,0.0103359173126615,0.0103359173126615,0.03921568627450981,0.03921568627450981,0.026188248652490295,0.11376975169300226,2213.0,0.0
denovo_pdb__9dcx_A,8,257,231,3748,True,True,10,10,0.1914893617021277,0.1914893617021277,0.1914893617021277,0.1914893617021277,0.11695906432748536,0.11695906432748536,0.060277134972997075,0.18218298555377208,1246.0,0.0
denovo_pdb__9dcx_A,9,257,231,2999,True,True,8,8,0.22551928783382788,0.22551928783382788,0.18454935622317598,0.18454935622317598,0.12612612612612614,0.12612612612612614,0.06728933912517412,0.21664994984954863,996.0,0.0
denovo_pdb__9dcx_A,3,257,231,2643,True,True,6,6,0.18568665377176014,0.18568665377176014,0.18568665377176014,0.18568665377176014,0.12332439678284182,0.12332439678284182,0.03938893061274289,0.13993174061433447,878.0,0.0
denovo_pdb__9dcx_A,0,257,231,3919,True,True,10,10,0.2116788321167883,0.2116788321167883,0.2116788321167883,0.2116788321167883,0.04761904761904762,0.04761904761904762,0.054618939827374015,0.16193399846508058,1301.0,0.0
denovo_pdb__8k8i_A,0,211,91,3188,True,True,11,11,0.25988700564971745,0.25988700564971745,0.24000000000000002,0.24000000000000002,0.23469387755102042,0.23469387755102042,0.0783640500703258,0.15958451369216242,1057.0,0.0
denovo_pdb__8k8i_A,17,211,91,3305,True,True,14,14,0.24719101123595505,0.24719101123595505,0.13414634146341464,0.13414634146341464,0.1604938271604938,0.1604938271604938,0.06715046009270526,0.15223336371923427,1097.0,0.0
denovo_pdb__8k8i_A,14,211,91,810,True,True,3,3,0.20430107526881722,0.20430107526881722,0.20430107526881722,0.20430107526881722,0.11956521739130435,0.11956521739130435,0.06730626208537854,0.1524163568773234,269.0,0.0
denovo_pdb__8k8i_A,5,211,91,6663,False,True,29,29,0.2531645569620253,0.2531645569620253,0.06557377049180328,0.06557377049180328,0.14659685863874347,0.14659685863874347,0.06787864923618997,0.15784712799638173,2208.0,0.0
foldbench100__8axj_A,11,162,143,1074,True,True,3,3,0.4246575342465753,0.4246575342465753,0.4246575342465753,0.4246575342465753,0.30278884462151395,0.30278884462151395,0.1436468271997577,0.3585434173669468,357.0,0.0
foldbench100__8axj_A,19,162,143,4582,True,True,13,13,0.458498023715415,0.458498023715415,0.41875,0.41875,0.2857142857142857,0.2857142857142857,0.22420736810229647,0.43860801050558107,1520.0,0.0
foldbench100__8axj_A,7,162,143,2864,True,True,8,8,0.45517241379310347,0.45517241379310347,0.45517241379310347,0.45517241379310347,0.3346303501945525,0.3346303501945525,0.20271922577417906,0.40336134453781514,951.0,0.0
foldbench100__8axj_A,9,162,143,2160,True,True,6,6,0.5579710144927537,0.5579710144927537,0.5579710144927537,0.5579710144927537,0.37547892720306514,0.37547892720306514,0.26603190297857215,0.4763231197771588,718.0,0.0
denovo_pdb__4j8y_A,4,157,106,692,True,True,2,2,0.783410138248848,0.783410138248848,0.783410138248848,0.783410138248848,0.6785714285714285,0.6785714285714285,0.46794871794871795,0.7,229.0,0.0
denovo_pdb__4j8y_A,22,157,106,388,True,True,1,1,0.7404255319148936,0.7404255319148936,0.7404255319148936,0.7404255319148936,0.7404255319148936,0.7404255319148936,,0.6744186046511628,129.0,0.0
denovo_pdb__4j8y_A,23,157,106,331,True,True,1,1,0.6944444444444443,0.6944444444444443,0.6944444444444443,0.6944444444444443,0.6944444444444443,0.6944444444444443,,0.6818181818181818,110.0,0.0
denovo_pdb__4j8y_A,14,157,106,719,True,True,2,2,0.7085201793721974,0.7085201793721974,0.7085201793721974,0.7085201793721974,0.6929824561403508,0.6929824561403508,0.4662576687116564,0.6610878661087866,239.0,0.0
denovo_pdb__8ah9_A,0,115,132,6663,False,True,25,25,0.5224489795918368,0.5224489795918368,0.11834319526627221,0.11834319526627221,0.3015873015873016,0.3015873015873016,0.10616291952701062,0.3384545865341166,2198.0,0.0
denovo_pdb__8ah9_A,14,115,132,6663,False,True,22,22,0.31654676258992803,0.31654676258992803,0.16450216450216448,0.16450216450216448,0.16867469879518074,0.16867469879518074,0.0678255415364522,0.1915085817524842,2199.0,0.0
denovo_pdb__8ah9_A,19,115,132,6663,False,True,20,20,0.37037037037037035,0.37037037037037035,0.32653061224489793,0.32653061224489793,0.15384615384615383,0.15384615384615383,0.09596170927924823,0.26648599819331525,2182.0,0.0
denovo_pdb__8ah9_A,17,115,132,4369,True,True,13,13,0.5917602996254682,0.5917602996254682,0.5917602996254682,0.5917602996254682,0.24242424242424243,0.24242424242424243,0.10784299572593727,0.3209366391184573,1452.0,0.0
foldbench100__7xi5_A,9,65,42,1819,True,True,16,16,0.5647058823529412,0.5647058823529412,0.4158415841584159,0.4158415841584159,0.3513513513513513,0.3513513513513513,0.23540975882412105,0.4559068219633943,596.0,0.0
foldbench100__7xi5_A,18,65,42,1594,True,True,16,16,0.5454545454545454,0.5454545454545454,0.5185185185185186,0.5185185185185186,0.3636363636363636,0.3636363636363636,0.2156927503227861,0.4847908745247148,525.0,0.0
foldbench100__7xi5_A,7,65,42,1185,True,True,12,12,0.6363636363636365,0.6363636363636365,0.6363636363636365,0.6363636363636365,0.5934065934065934,0.5934065934065934,0.21103983597937698,0.5549872122762148,390.0,0.0
foldbench100__7xi5_A,10,65,42,346,True,True,4,4,0.48421052631578954,0.48421052631578954,0.48421052631578954,0.48421052631578954,0.08955223880597014,0.08955223880597014,0.05861392560251208,0.30701754385964913,113.0,0.0
denovo_pdb__8qaf_A,22,59,39,468,True,True,18,18,0.2641509433962264,0.2641509433962264,0.2641509433962264,0.2641509433962264,0.0,0.0,0.07008503912870148,0.3,146.0,0.0
denovo_pdb__8qaf_A,10,59,39,529,True,True,13,13,0.6969696969696971,0.6969696969696971,0.6969696969696971,0.6969696969696971,0.5666666666666667,0.5666666666666667,0.09936365590015844,0.622093023255814,171.0,0.0
denovo_pdb__8qaf_A,14,59,39,846,True,True,21,21,0.4067796610169492,0.4067796610169492,0.13333333333333333,0.13333333333333333,0.4067796610169492,0.4067796610169492,0.07320684120156626,0.22181818181818183,275.0,0.0
denovo_pdb__8qaf_A,13,59,39,778,True,True,13,13,0.16393442622950816,0.16393442622950816,0.13157894736842105,0.13157894736842105,0.12244897959183675,0.12244897959183675,0.15106207513283007,0.12156862745098039,252.0,0.0
casp_fm__T1033-D1,15,100,83,3079,True,True,16,16,0.08955223880597016,0.08955223880597016,0.03614457831325301,0.03614457831325301,0.07352941176470588,0.07352941176470588,0.03182924862626727,0.05386875612144956,1016.0,0.0
casp_fm__T1033-D1,19,100,83,1224,True,True,6,6,0.1693121693121693,0.1693121693121693,0.025,0.025,0.014388489208633094,0.014388489208633094,0.042002943819825736,0.07635467980295567,406.0,0.0
casp_fm__T1033-D1,7,100,83,3235,True,True,16,16,0.3493975903614458,0.3493975903614458,0.15714285714285714,0.15714285714285714,0.028169014084507043,0.028169014084507043,0.032739148203992256,0.10531220876048462,1067.0,0.0
casp_fm__T1033-D1,3,100,83,2554,True,True,16,16,0.17647058823529413,0.17647058823529413,0.16326530612244894,0.16326530612244894,0.03636363636363636,0.03636363636363636,0.03365215849237479,0.07210401891252956,840.0,0.0
denovo_pdb__3ltb_A,6,69,50,4164,True,True,27,27,0.2626262626262626,0.2626262626262626,0.1320754716981132,0.1320754716981132,0.05555555555555555,0.05555555555555555,0.05743990630156075,0.12762871646120377,1378.0,0.0
denovo_pdb__3ltb_A,4,69,50,2821,True,True,22,22,0.2666666666666666,0.2666666666666666,0.24074074074074073,0.24074074074074073,0.030303030303030304,0.030303030303030304,0.05883038940270313,0.13504823151125403,932.0,0.0
denovo_pdb__3ltb_A,2,69,50,1430,True,True,11,11,0.2608695652173913,0.2608695652173913,0.20952380952380953,0.20952380952380953,0.2247191011235955,0.2247191011235955,0.05874211381901232,0.1522198731501057,473.0,0.0
denovo_pdb__3ltb_A,12,69,50,6663,False,True,50,50,0.24742268041237112,0.24742268041237112,0.0,0.0,0.16279069767441862,0.16279069767441862,0.039743509306634006,0.0998185117967332,2195.0,0.0
denovo_pdb__5iep_A,17,121,100,6663,False,True,25,25,0.17840375586854462,0.17840375586854462,0.0136986301369863,0.0136986301369863,0.09278350515463916,0.09278350515463916,0.03335630725797189,0.08088567555354723,2203.0,0.0
denovo_pdb__5iep_A,14,121,100,6663,False,True,27,27,0.212962962962963,0.212962962962963,0.0,0.0,0.16049382716049382,0.16049382716049382,0.04656570959756164,0.1166365280289331,2192.0,0.0
denovo_pdb__5iep_A,8,121,100,6663,False,True,23,23,0.1407035175879397,0.1407035175879397,0.03846153846153846,0.03846153846153846,0.07179487179487179,0.07179487179487179,0.06396304070361476,0.08043380027112516,2180.0,0.0
denovo_pdb__5iep_A,5,121,100,6663,False,True,25,25,0.1616161616161616,0.1616161616161616,0.016129032258064516,0.016129032258064516,0.08571428571428572,0.08571428571428572,0.05780949285018724,0.10122006326253954,2202.0,0.0
denovo_pdb__5f53_A,10,84,57,217,True,True,1,1,0.6875,0.6875,0.6875,0.6875,0.6875,0.6875,,0.6111111111111112,71.0,0.0
denovo_pdb__5f53_A,3,84,57,534,True,True,3,3,0.5806451612903225,0.5806451612903225,0.5739130434782609,0.5739130434782609,0.5806451612903225,0.5806451612903225,0.3736675309709018,0.5310734463276836,177.0,0.0
denovo_pdb__5f53_A,13,84,57,344,True,True,2,2,0.6551724137931034,0.6551724137931034,0.6551724137931034,0.6551724137931034,0.5,0.5,0.35714285714285715,0.5789473684210527,114.0,0.0
denovo_pdb__5f53_A,7,84,57,235,True,True,1,1,0.5185185185185186,0.5185185185185186,0.5185185185185186,0.5185185185185186,0.5185185185185186,0.5185185185185186,,0.44871794871794873,78.0,0.0
denovo_pdb__9qdp_A,18,206,140,6663,False,True,19,19,0.10344827586206898,0.10344827586206898,0.07692307692307691,0.07692307692307691,0.07086614173228346,0.07086614173228346,0.030109433716846063,0.06952595936794582,2204.0,0.0
denovo_pdb__9qdp_A,4,206,140,6663,False,True,23,23,0.1302681992337165,0.1302681992337165,0.0,0.0,0.06422018348623854,0.06422018348623854,0.02427810293566641,0.07094441934026209,2206.0,0.0
denovo_pdb__9qdp_A,16,206,140,6663,False,True,21,21,0.15178571428571427,0.15178571428571427,0.08602150537634408,0.08602150537634408,0.00796812749003984,0.00796812749003984,0.026716067349041674,0.08039747064137308,2205.0,0.0
denovo_pdb__9qdp_A,13,206,140,6663,False,True,22,22,0.11764705882352942,0.11764705882352942,0.009389671361502348,0.009389671361502348,0.060085836909871244,0.060085836909871244,0.02147416692854707,0.06549232158988257,2211.0,0.0
foldbench100__7urp_A,9,160,134,6663,False,True,20,20,0.08979591836734693,0.08979591836734693,0.020100502512562814,0.020100502512562814,0.023622047244094488,0.023622047244094488,0.025665001687979673,0.04155374887082204,2206.0,0.0
foldbench100__7urp_A,19,160,134,6663,False,True,21,21,0.07758620689655173,0.07758620689655173,0.0,0.0,0.043103448275862065,0.043103448275862065,0.024725239574351875,0.032520325203252036,2208.0,0.0
foldbench100__7urp_A,12,160,134,6663,False,True,25,25,0.0606060606060606,0.0606060606060606,0.010928961748633878,0.010928961748633878,0.05622489959839357,0.05622489959839357,0.026728303251869815,0.03886127428829643,2208.0,0.0
foldbench100__7urp_A,8,160,134,6663,False,True,21,21,0.1044176706827309,0.1044176706827309,0.025477707006369425,0.025477707006369425,0.07692307692307693,0.07692307692307693,0.025160302663341228,0.04336043360433604,2207.0,0.0
denovo_pdb__9tau_A,13,120,79,785,True,True,5,5,0.6754966887417219,0.6754966887417219,0.6754966887417219,0.6754966887417219,0.21505376344086025,0.21505376344086025,0.0857487383366517,0.35384615384615387,259.0,0.0
denovo_pdb__9tau_A,7,120,79,3681,True,True,18,18,0.2782608695652174,0.2782608695652174,0.19999999999999998,0.19999999999999998,0.11594202898550723,0.11594202898550723,0.07448565597925005,0.1769041769041769,1218.0,0.0
denovo_pdb__9tau_A,20,120,79,2919,True,True,15,15,0.3909774436090226,0.3909774436090226,0.2875816993464052,0.2875816993464052,0.2676056338028169,0.2676056338028169,0.060606606840358866,0.21074380165289255,964.0,0.0
denovo_pdb__9tau_A,21,120,79,1568,True,True,8,8,0.5568181818181818,0.5568181818181818,0.5568181818181818,0.5568181818181818,0.10344827586206896,0.10344827586206896,0.10745434930422064,0.28076923076923077,520.0,0.0
denovo_pdb__9dbc_A,21,109,74,6663,False,True,43,43,0.17600000000000002,0.17600000000000002,0.05454545454545455,0.05454545454545455,0.05714285714285714,0.05714285714285714,0.040376836949190295,0.11236973266878116,2200.0,0.0
denovo_pdb__9dbc_A,3,109,74,3245,True,True,17,17,0.31901840490797545,0.31901840490797545,0.1592920353982301,0.1592920353982301,0.13071895424836602,0.13071895424836602,0.06237841434631366,0.1607806691449814,1076.0,0.0
denovo_pdb__9dbc_A,7,109,74,1146,True,True,6,6,0.29113924050632906,0.29113924050632906,0.29113924050632906,0.29113924050632906,0.1791044776119403,0.1791044776119403,0.06672111740308354,0.16578947368421051,380.0,0.0
denovo_pdb__9dbc_A,5,109,74,1155,True,True,6,6,0.4431818181818181,0.4431818181818181,0.4431818181818181,0.4431818181818181,0.11666666666666667,0.11666666666666667,0.04864487482455798,0.17232375979112272,383.0,0.0
denovo_pdb__9rbe_A,23,208,138,6663,False,True,20,20,0.13008130081300812,0.13008130081300812,0.024539877300613498,0.024539877300613498,0.13008130081300812,0.13008130081300812,0.027444374760041638,0.07633242999096658,2200.0,0.0
denovo_pdb__9rbe_A,20,208,138,6663,False,True,19,19,0.1348314606741573,0.1348314606741573,0.1348314606741573,0.1348314606741573,0.06666666666666667,0.06666666666666667,0.03708966782212267,0.09571106094808127,2184.0,0.0
denovo_pdb__9rbe_A,7,208,138,6663,False,True,18,18,0.14022140221402216,0.14022140221402216,0.10452961672473866,0.10452961672473866,0.06106870229007633,0.06106870229007633,0.03069325902906682,0.08126410835214447,2200.0,0.0
denovo_pdb__9rbe_A,21,208,138,6663,False,True,20,20,0.17647058823529416,0.17647058823529416,0.03791469194312796,0.03791469194312796,0.04065040650406503,0.04065040650406503,0.03856099710996626,0.08897922312556458,2209.0,0.0
denovo_pdb__8sjf_A,7,107,76,317,True,True,2,2,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.07079646017699115,0.07079646017699115,0.039603960396039604,0.11428571428571428,105.0,0.0
denovo_pdb__8sjf_A,8,107,76,6663,False,True,38,38,0.23030303030303031,0.23030303030303031,0.039603960396039604,0.039603960396039604,0.07874015748031496,0.07874015748031496,0.05134006887249372,0.08695652173913043,2196.0,0.0
