model,stem,n_residues,elapsed_seconds,num_recycles,n_samples,num_loops,num_sampling_steps,gpu_name
esmfold,9r1l_A,133,2.6019,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,5ieo_A,118,1.1675,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,8bl6_A,139,1.943,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,7y4h_A,338,3.1652,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,5cwj_A,160,1.2068,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,T1037-D1,404,4.544,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,8w97_A,135,1.2518,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,3q7y_A,124,1.0279,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,8daj_A,302,2.6701,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,5trv_A,118,1.6259,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,2avp_A,68,0.8115,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,6xt4_A,235,2.021,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,9hag_A,112,1.6318,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,9k3e_C,116,1.0329,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,9h3c_A,212,1.1723,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,8xyw_A,105,1.0132,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,9jl9_A,165,1.3175,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,8k7z_A,172,1.2836,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,4pjr_A,175,0.8828,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,8sjf_A,107,0.7271,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,9isp_A,156,1.2182,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,8cux_B,119,1.0087,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,7mcc_A,190,1.0306,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,3og3_A,242,1.5792,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,5lea_A,316,2.536,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,8c4d_A,330,2.8747,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,9n0j_A,126,1.4453,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,8wwc_C,113,0.979,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,9mxx_A,149,1.2401,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,6qse_A,251,1.7198,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,7qsj_A,373,3.8463,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,8kc1_A,83,1.4993,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,8qaf_A,59,0.7609,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,6reo_A,251,1.6974,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,7ur7_A,70,1.1401,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,7hjz_A,126,1.0192,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,8jvx_B,39,0.9488,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,8cmq_A,136,1.2793,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,7rmx_A,229,1.4489,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,7uek_A,228,1.3332,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,3o4d_A,123,1.7289,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,8ju8_A,139,0.9289,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,7zoi_A,151,1.8906,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,7hk0_A,126,1.5808,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,3v1a_A,48,1.0278,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,3qa9_A,142,1.1705,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,7hjr_A,126,1.1135,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,7hjv_A,126,1.0849,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,8v4w_A,207,1.8107,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,6i38_A,251,1.7273,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,9mrb_A,141,1.9254,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,5j0i_A,73,1.5268,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,8kck_A,206,1.8888,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,T1121-D1,196,1.1986,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,T1125-D5,150,0.8984,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,7hjp_A,126,1.0781,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,8yl4_B,207,1.8733,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,6n9h_A,75,1.0431,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,9jwt_A,292,2.184,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,6qsh_A,246,1.6779,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,7w15_A,302,3.2733,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,4wsp_A,79,1.608,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,6g6p_A,318,2.902,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,7sq4_A,48,1.6527,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,6idc_A,251,1.623,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,3pg0_A,140,1.2268,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,5ys7_A,315,3.5814,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,7hj4_A,126,1.8184,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,6ds9_A,93,0.7694,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,8ycm_A,229,2.0682,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,2i5v_O,246,1.6761,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,6yqx_A,181,0.9453,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,8bcs_A,49,1.0353,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,5cwh_A,159,0.8598,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,7xg9_A,288,2.7422,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,8vez_A,115,1.5348,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,7ax2_A,311,2.6763,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,2wqh_A,104,1.1251,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,9jwo_A,280,2.1142,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,6z2i_A,168,1.8268,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,8xtn_A,33,1.4527,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,7hjk_A,126,0.7672,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,7x8l_A,514,9.457,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,6mrr_A,68,0.9954,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,6naf_A,74,1.1312,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,8adc_A,215,4.0062,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,7udo_A,172,1.8768,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,8eo5_A,290,2.3408,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,7hje_A,126,1.0347,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,5cwm_A,226,2.2312,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,7uk8_A,394,4.7833,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,9dbu_A,106,1.0247,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,7yug_A,118,1.1526,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,7hji_A,126,1.09,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,8oyw_A,178,0.9767,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,8dmu_A,489,9.5639,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,5di5_A,191,1.3293,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,9qul_A,169,1.2261,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,8d03_A,65,1.0193,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,9dd2_A,258,4.0012,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,7qnl_AAA,240,1.81,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,9j46_F,124,0.8338,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,5vnv_A,120,1.1243,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,7sq3_A,146,1.2286,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,7xcd_A,178,1.4561,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,3dgl_A,69,1.8981,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,8s89_A,401,4.687,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,7dgu_A,97,0.8526,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,9dw2_A,126,1.0661,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,4pq8_A,241,1.6067,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,3dgn_A,69,0.751,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,T1123-D1,214,1.9357,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,4d8h_A,124,1.7778,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,8b4u_A,277,2.5212,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,T1038-D2,76,1.4755,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,7v3o_A,328,4.1659,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,8ah9_A,120,1.0885,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,4gvw_A,192,1.194,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,8cih_A,214,1.3638,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,6i37_A,251,3.2575,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,3wwa_A,251,2.2377,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,9fw7_A,199,1.0952,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,8d05_A,60,1.0139,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,4j8y_A,157,1.0003,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,7vu4_A,117,1.5546,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,5le4_A,313,2.7625,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,5d2y_A,250,2.0056,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,8b2s_A,245,1.6139,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,9h4c_A,106,0.7787,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,4oxw_A,106,1.1588,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,7hjh_A,126,1.519,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,8zaf_A,353,3.3645,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,8ak2_A,297,2.5327,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,7tjb_A,227,2.4689,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,9dba_A,107,1.4467,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,5d2w_A,250,1.6125,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,8baq_A,208,1.6847,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,7tlh_A,136,1.3065,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,5le9_A,315,2.6829,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,4qks_A,124,1.0728,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,8eov_A,139,1.0855,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,8a3k_UNK,127,1.1566,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,6qsd_A,250,2.3083,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,4psj_A,255,1.6581,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,9raa_A,208,1.1961,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,2zgg_A,88,0.7662,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,T1038-D1,114,0.9709,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,5vjs_A,196,3.0597,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,7hiy_A,126,1.0551,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,7yd4_A,185,1.2433,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,7ot7_A,183,1.117,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,6f0s_A,251,1.7048,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,7ur2_A,195,2.4635,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,5cwi_A,233,1.5195,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,7vqv_A,115,1.0097,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,8b6e_A,66,1.5571,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,3ww9_A,251,2.1124,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,2fkg_A,315,2.7738,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,9bch_A,198,1.1177,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,8dx0_A,154,1.4098,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,7hjo_A,126,1.549,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,6ais_O,244,1.6779,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,3dgm_A,69,1.5554,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,T1042-D1,276,2.015,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,5cwn_A,207,1.3503,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,7xyr_A,591,11.3317,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,7f1l_A,194,1.297,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,9qud_A,170,1.1895,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,3dgo_A,69,1.6771,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,7uww_A,635,14.7869,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,9dea_A,79,1.8457,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,9j5h_A,35,0.982,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,4pjs_A,175,0.9287,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,T1112-D1,460,5.9285,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,1qys_A,92,1.7051,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,8bl3_A,141,1.2462,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,T1125-D1,134,1.2163,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,8dhj_A,249,1.7222,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,7hj8_A,126,1.125,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,9hnh_A,151,1.3012,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,8k8g_A,209,1.3069,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,9qdp_A,206,1.2221,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,7wzm_A,492,6.6817,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,3o49_A,123,1.0515,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,8b5w_A,459,7.9005,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,6qb2_A,95,1.6176,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,5d2v_A,251,1.8883,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,9f4c_A,141,1.2548,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,8j98_A,184,2.2917,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,8fjg_A,104,0.9949,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,8kc0_A,115,2.2281,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,8r8o_A,262,1.9523,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,7hj0_A,126,1.1349,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,9dbb_A,107,0.7563,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,5bvl_A,180,1.8117,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,8b61_A,238,2.065,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,9deg_A,157,0.9379,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,9lns_A,64,1.4373,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,9r2k_A,177,1.1654,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,7x3h_A,290,2.5236,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,9szu_A,322,2.8211,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,8e5h_A,372,5.7977,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,T1120-D1,118,0.7857,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,7smj_A,174,1.2053,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,8gl3_A,189,1.2464,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,6nla_A,56,0.7235,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,7y5m_A,170,1.4858,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,9hac_B,127,1.0774,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,8cba_A,214,1.468,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,9gvf_A,211,1.9744,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,7y5j_A,102,2.0524,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,7hjj_A,126,1.4998,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,9dbv_A,107,1.0856,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,9db8_A,107,0.8414,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,7hja_A,126,1.1109,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,6rem_A,251,2.5802,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,7t9r_A,38,1.082,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,7hjn_A,126,0.7503,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,7x4p_A,307,3.6928,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,4z08_A,253,1.888,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,7hj5_A,126,1.0856,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,9v4l_A,68,1.5031,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,9had_C,108,1.7154,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,8qup_A,114,0.9765,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,8bl5_A,117,1.0479,4.0,,,,NVIDIA H100 80GB HBM3
esmfold,9jwq_A,286,2.3243,4.0,,,,NVIDIA H100 80GB HBM3
esmfold2,7xrx_A,398,104.3793,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,9b7d_D,192,21.6888,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,7hjt_A,126,13.7453,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,4db6_A,197,25.214,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,6rli_A,250,35.8054,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,8cig_A,136,14.6361,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,8bu0_A,136,16.1616,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,8kdq_A,233,32.3658,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,2af5_A,292,49.7782,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,9tas_A,126,12.8423,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,5f53_A,84,13.093,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,8q8i_A,282,52.6249,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,7znz_A,761,885.1322,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,7hk3_A,126,13.8028,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,3o4c_A,124,20.8101,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,6veh_A,180,20.8392,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,7wz5_A,161,27.6388,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,8ckr_A,136,16.6752,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,9r1n_A,132,22.7829,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,7hjq_A,126,14.1309,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,8qzn_A,346,71.7949,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,T1035-D1,102,10.2283,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,7awy_A,311,56.0476,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,3lt9_A,69,13.5995,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,3p6i_A,127,14.0116,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,9r1k_A,126,12.8609,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,7hk4_A,126,14.113,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,8akh_A,374,91.0275,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,7hjy_A,126,11.3802,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,6ics_O,242,36.0628,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,3lt8_A,69,8.435,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,8bsb_A,177,20.6533,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,3q7x_A,125,12.5605,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,6rek_A,251,41.2637,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,3v45_A,166,17.7189,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,9cte_A,110,12.6551,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,8vd6_A,174,19.0645,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,7pv5_A,81,13.363,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,4lt9_A,250,36.3068,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,2fo7_A,136,15.7336,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,3ltb_A,69,12.2258,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,8p4y_A,192,23.2958,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,9jl8_A,166,19.9883,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,8arl_A,246,34.5961,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,3p6j_A,125,22.4682,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,5orm_A,350,75.2654,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,8qad_A,145,17.5474,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,8eb9_A,95,20.9781,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,5oos_A,161,19.2995,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,7hjc_A,126,12.7252,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,7hjg_A,126,12.5465,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,6tjg_A,320,57.5377,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,9de9_B,81,13.1267,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,7urp_A,160,22.9914,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,8bau_A,189,22.4032,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,5d2x_A,250,36.1563,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,8ka7_A,115,10.9365,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,7uba_A,213,32.691,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,9rb0_A,208,25.8102,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,6egc_A,147,23.5511,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,5vjt_A,196,23.982,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,9x1w_A,88,12.1663,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,8ci9_A,312,59.873,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,8j1x_A,174,24.2402,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,2zgd_A,97,12.7489,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,8raj_A,62,10.2391,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,9r1m_A,129,15.2986,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,9de4_A,106,13.3303,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,8b2g_A,74,9.1253,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,6i3a_A,251,38.6927,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,7f1j_A,190,21.8593,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,7hj9_A,126,20.1294,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,T1029-D1,125,12.5256,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,7zs2_A,316,64.7933,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,9ded_A,114,13.052,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,9qui_A,170,18.9639,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,9kgz_A,125,12.0708,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,9r7f_A,202,31.1953,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,5l33_A,106,20.8646,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,7xjr_A,337,79.1711,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,4hxt_A,247,37.1963,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,6xi6_A,269,48.5323,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,8au6_A,321,69.2201,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,5cwp_A,229,31.1949,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,8eoz_B,227,31.5081,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,3lta_A,69,20.0294,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
esmfold2,4ndj_A,280,47.6224,,5.0,20.0,100.0,NVIDIA H100 80GB HBM3
