target_id,arm,n_contacts,n_true,hits,precision,recall,pairs_over_L
7znz_A,mf_1p5L,1141,932,471,0.4127957931638913,0.5053648068669528,1.4993429697766096
7zoi_A,mf_1p5L,226,110,99,0.43805309734513276,0.9,1.4966887417218544
7zs2_A,mf_1p5L,474,223,194,0.4092827004219409,0.8699551569506726,1.5
7zu3_A,mf_1p5L,198,92,50,0.25252525252525254,0.5434782608695652,1.5
7zv1_A,mf_1p5L,204,111,67,0.3284313725490196,0.6036036036036037,1.5
8adc_A,mf_1p5L,322,170,72,0.2236024844720497,0.4235294117647059,1.4976744186046511
8add_A,mf_1p5L,319,210,47,0.14733542319749215,0.22380952380952382,1.4976525821596245
8akh_A,mf_1p5L,561,321,258,0.45989304812834225,0.8037383177570093,1.5
8ak2_A,mf_1p5L,445,314,240,0.5393258426966292,0.7643312101910829,1.4983164983164983
8arl_A,mf_1p5L,369,260,14,0.037940379403794036,0.05384615384615385,1.5
8q8i_A,mf_1p5L,423,376,203,0.4799054373522459,0.5398936170212766,1.5
8au6_A,mf_1p5L,481,168,117,0.24324324324324326,0.6964285714285714,1.4984423676012462
8axj_A,mf_1p5L,243,143,116,0.4773662551440329,0.8111888111888111,1.5
8azb_A,mf_1p5L,781,587,503,0.6440460947503202,0.8568994889267462,1.4990403071017275
8b2e_A,mf_1p5L,214,130,89,0.4158878504672897,0.6846153846153846,1.4965034965034965
8b2g_A,mf_1p5L,111,59,51,0.4594594594594595,0.864406779661017,1.5
8b2s_A,mf_1p5L,367,186,155,0.4223433242506812,0.8333333333333334,1.4979591836734694
8b4u_A,mf_1p5L,415,273,255,0.6144578313253012,0.9340659340659341,1.4981949458483754
8b5w_A,mf_1p5L,688,370,80,0.11627906976744186,0.21621621621621623,1.4989106753812635
8b61_A,mf_1p5L,357,212,117,0.3277310924369748,0.5518867924528302,1.5
8b6a_A,mf_1p5L,321,195,140,0.43613707165109034,0.717948717948718,1.5
8b6e_A,mf_1p5L,99,44,43,0.43434343434343436,0.9772727272727273,1.5
8baq_A,mf_1p5L,312,190,103,0.3301282051282051,0.5421052631578948,1.5
8bau_A,mf_1p5L,283,209,153,0.5406360424028268,0.7320574162679426,1.4973544973544974
8bfy_A,mf_1p5L,639,359,286,0.4475743348982786,0.7966573816155988,1.5
8bgb_A,mf_1p5L,196,101,97,0.49489795918367346,0.9603960396039604,1.4961832061068703
8bke_A,mf_1p5L,957,494,395,0.41274817136886105,0.7995951417004049,1.5
8bsb_A,mf_1p5L,265,115,96,0.3622641509433962,0.8347826086956521,1.497175141242938
8bux_A,mf_1p5L,501,240,36,0.0718562874251497,0.15,1.5
8c4d_A,mf_1p5L,495,229,188,0.3797979797979798,0.8209606986899564,1.5
7xlz_A,mf_1p5L,399,265,203,0.5087719298245614,0.7660377358490567,1.5
8c4y_A,mf_1p5L,471,373,301,0.6390658174097664,0.806970509383378,1.5
8cba_A,mf_1p5L,321,245,45,0.14018691588785046,0.1836734693877551,1.5
8ci9_A,mf_1p5L,468,337,219,0.46794871794871795,0.6498516320474778,1.5
8cih_A,mf_1p5L,321,158,67,0.2087227414330218,0.4240506329113924,1.5
8amo_A,mf_1p5L,598,362,317,0.5301003344481605,0.8756906077348067,1.4987468671679198
8cpk_A,mf_1p5L,576,353,270,0.46875,0.7648725212464589,1.5
8cpn_A,mf_1p5L,310,168,62,0.2,0.36904761904761907,1.497584541062802
8d2z_A,mf_1p5L,490,312,252,0.5142857142857142,0.8076923076923077,1.4984709480122325
8daj_A,mf_1p5L,453,299,222,0.4900662251655629,0.7424749163879598,1.5
8dez_A,mf_1p5L,259,182,58,0.22393822393822393,0.31868131868131866,1.4971098265895955
8dge_A,mf_1p5L,1107,914,532,0.48057813911472447,0.5820568927789934,1.5
8dhj_A,mf_1p5L,373,267,236,0.6327077747989276,0.8838951310861424,1.497991967871486
8dmu_A,mf_1p5L,733,571,87,0.11869031377899045,0.15236427320490367,1.4989775051124745
8dp9_A,mf_1p5L,222,146,121,0.545045045045045,0.8287671232876712,1.5
8dqd_A,mf_1p5L,565,395,327,0.5787610619469027,0.8278481012658228,1.4986737400530503
8dx0_A,mf_1p5L,231,135,124,0.5367965367965368,0.9185185185185185,1.5
8e0r_A,mf_1p5L,702,496,117,0.16666666666666666,0.23588709677419356,1.5
8e5h_A,mf_1p5L,558,344,225,0.4032258064516129,0.6540697674418605,1.5
8eb9_A,mf_1p5L,142,71,24,0.16901408450704225,0.3380281690140845,1.4947368421052631
8ec3_A,mf_1p5L,252,126,52,0.20634920634920634,0.4126984126984127,1.5
8eo5_A,mf_1p5L,435,253,242,0.5563218390804597,0.9565217391304348,1.5
7qp5_A,mf_2L,490,241,146,0.2979591836734694,0.6058091286307054,2.0
7qsj_A,mf_2L,746,347,294,0.3941018766756032,0.8472622478386167,2.0
7t9r_A,mf_2L,76,24,12,0.15789473684210525,0.5,2.0
7tlh_A,mf_2L,272,114,80,0.29411764705882354,0.7017543859649122,2.0
7tjb_A,mf_2L,454,201,183,0.40308370044052866,0.9104477611940298,2.0
7uba_A,mf_2L,426,208,64,0.15023474178403756,0.3076923076923077,2.0
7uk8_A,mf_2L,788,526,330,0.41878172588832485,0.6273764258555133,2.0
7ur2_A,mf_2L,390,137,86,0.2205128205128205,0.6277372262773723,2.0
7urp_A,mf_2L,320,134,75,0.234375,0.5597014925373134,2.0
7uvg_A,mf_2L,366,178,96,0.26229508196721313,0.5393258426966292,2.0
7uww_A,mf_2L,1270,693,333,0.2622047244094488,0.4805194805194805,2.0
7v3o_A,mf_2L,656,272,147,0.22408536585365854,0.5404411764705882,2.0
7w15_A,mf_2L,604,303,259,0.4288079470198676,0.8547854785478548,2.0
7y3h_A,mf_2L,826,312,255,0.30871670702179177,0.8173076923076923,2.0
7wz5_A,mf_2L,322,113,12,0.037267080745341616,0.10619469026548672,2.0
7wzm_A,mf_2L,984,456,424,0.43089430894308944,0.9298245614035088,2.0
7x4p_A,mf_2L,614,333,219,0.3566775244299674,0.6576576576576577,2.0
7x3h_A,mf_2L,580,296,246,0.4241379310344828,0.831081081081081,2.0
7x8l_A,mf_2L,1028,580,369,0.35894941634241245,0.6362068965517241,2.0
7xcd_A,mf_2L,356,148,37,0.10393258426966293,0.25,2.0
7xg9_A,mf_2L,576,241,128,0.2222222222222222,0.5311203319502075,2.0
7xi5_A,mf_2L,130,42,41,0.3153846153846154,0.9761904761904762,2.0
7xp9_A,mf_2L,168,45,32,0.19047619047619047,0.7111111111111111,2.0
8ycm_A,mf_2L,458,196,116,0.25327510917030566,0.5918367346938775,2.0
7xq4_A,mf_2L,1028,472,294,0.28599221789883267,0.6228813559322034,2.0
7xrx_A,mf_2L,796,396,272,0.3417085427135678,0.6868686868686869,2.0
7xjr_A,mf_2L,674,354,266,0.39465875370919884,0.751412429378531,2.0
7xyr_A,mf_2L,1182,707,586,0.4957698815566836,0.8288543140028288,2.0
7xz3_A,mf_2L,650,316,74,0.11384615384615385,0.23417721518987342,2.0
7y4h_A,mf_2L,676,320,234,0.34615384615384615,0.73125,2.0
7y54_A,mf_2L,200,105,101,0.505,0.9619047619047619,2.0
7y5m_A,mf_2L,340,148,104,0.3058823529411765,0.7027027027027027,2.0
7y5r_A,mf_2L,210,97,92,0.4380952380952381,0.9484536082474226,2.0
7y8h_A,mf_2L,200,83,82,0.41,0.9879518072289156,2.0
7y8i_A,mf_2L,194,83,82,0.422680412371134,0.9879518072289156,2.0
7y5j_A,mf_2L,204,91,88,0.43137254901960786,0.967032967032967,2.0
7yd4_A,mf_2L,370,142,54,0.14594594594594595,0.38028169014084506,2.0
7yhr_A,mf_2L,120,41,35,0.2916666666666667,0.8536585365853658,2.0
7ykm_A,mf_2L,210,55,55,0.2619047619047619,1.0,2.0
7ylr_A,mf_2L,660,364,312,0.4727272727272727,0.8571428571428571,2.0
8gmy_A,mf_2L,472,254,108,0.2288135593220339,0.4251968503937008,2.0
7yug_A,mf_2L,236,94,42,0.17796610169491525,0.44680851063829785,2.0
7yyg_A,mf_2L,730,221,90,0.1232876712328767,0.4072398190045249,2.0
7z65_A,mf_2L,566,320,220,0.38869257950530034,0.6875,2.0
7znz_A,mf_2L,1522,932,527,0.34625492772667543,0.5654506437768241,2.0
7zoi_A,mf_2L,302,110,105,0.347682119205298,0.9545454545454546,2.0
7zs2_A,mf_2L,632,223,198,0.31329113924050633,0.8878923766816144,2.0
7zu3_A,mf_2L,264,92,55,0.20833333333333334,0.5978260869565217,2.0
7zv1_A,mf_2L,272,111,72,0.2647058823529412,0.6486486486486487,2.0
8adc_A,mf_2L,430,170,77,0.17906976744186046,0.45294117647058824,2.0
8add_A,mf_2L,426,210,58,0.13615023474178403,0.2761904761904762,2.0
8akh_A,mf_2L,748,321,285,0.3810160427807487,0.8878504672897196,2.0
8ak2_A,mf_2L,594,314,254,0.4276094276094276,0.8089171974522293,2.0
8arl_A,mf_2L,492,260,20,0.04065040650406504,0.07692307692307693,2.0
8q8i_A,mf_2L,564,376,219,0.3882978723404255,0.5824468085106383,2.0
8au6_A,mf_2L,642,168,131,0.20404984423676012,0.7797619047619048,2.0
8axj_A,mf_2L,324,143,118,0.36419753086419754,0.8251748251748252,2.0
8azb_A,mf_2L,1042,587,535,0.5134357005758158,0.9114139693356048,2.0
8b2e_A,mf_2L,286,130,97,0.33916083916083917,0.7461538461538462,2.0
8b2g_A,mf_2L,148,59,53,0.3581081081081081,0.8983050847457628,2.0
8b2s_A,mf_2L,490,186,162,0.3306122448979592,0.8709677419354839,2.0
8b4u_A,mf_2L,554,273,262,0.4729241877256318,0.9597069597069597,2.0
8b5w_A,mf_2L,918,370,100,0.10893246187363835,0.2702702702702703,2.0
8b61_A,mf_2L,476,212,132,0.2773109243697479,0.6226415094339622,2.0
8b6a_A,mf_2L,428,195,154,0.3598130841121495,0.7897435897435897,2.0
8b6e_A,mf_2L,132,44,44,0.3333333333333333,1.0,2.0
8baq_A,mf_2L,416,190,111,0.2668269230769231,0.5842105263157895,2.0
8bau_A,mf_2L,378,209,159,0.42063492063492064,0.7607655502392344,2.0
8bfy_A,mf_2L,852,359,313,0.3673708920187793,0.871866295264624,2.0
8bgb_A,mf_2L,262,101,98,0.37404580152671757,0.9702970297029703,2.0
8bke_A,mf_2L,1276,494,412,0.322884012539185,0.8340080971659919,2.0
8bsb_A,mf_2L,354,115,105,0.2966101694915254,0.9130434782608695,2.0
8bux_A,mf_2L,668,240,44,0.0658682634730539,0.18333333333333332,2.0
8c4d_A,mf_2L,660,229,199,0.3015151515151515,0.868995633187773,2.0
7xlz_A,mf_2L,532,265,225,0.42293233082706766,0.8490566037735849,2.0
8c4y_A,mf_2L,628,373,329,0.5238853503184714,0.8820375335120644,2.0
8cba_A,mf_2L,428,245,54,0.1261682242990654,0.22040816326530613,2.0
8ci9_A,mf_2L,624,337,233,0.3733974358974359,0.6913946587537092,2.0
8cih_A,mf_2L,428,158,72,0.16822429906542055,0.45569620253164556,2.0
8amo_A,mf_2L,798,362,337,0.4223057644110276,0.930939226519337,2.0
8cpk_A,mf_2L,768,353,284,0.3697916666666667,0.8045325779036827,2.0
8cpn_A,mf_2L,414,168,72,0.17391304347826086,0.42857142857142855,2.0
8d2z_A,mf_2L,654,312,272,0.41590214067278286,0.8717948717948718,2.0
8daj_A,mf_2L,604,299,238,0.39403973509933776,0.7959866220735786,2.0
8dez_A,mf_2L,346,182,68,0.19653179190751446,0.37362637362637363,2.0
8dge_A,mf_2L,1476,914,589,0.3990514905149051,0.6444201312910285,2.0
8dhj_A,mf_2L,498,267,255,0.5120481927710844,0.9550561797752809,2.0
8dmu_A,mf_2L,978,571,106,0.1083844580777096,0.18563922942206654,2.0
8dp9_A,mf_2L,296,146,130,0.4391891891891892,0.8904109589041096,2.0
8dqd_A,mf_2L,754,395,362,0.48010610079575594,0.9164556962025316,2.0
8dx0_A,mf_2L,308,135,126,0.4090909090909091,0.9333333333333333,2.0
8e0r_A,mf_2L,936,496,126,0.1346153846153846,0.2540322580645161,2.0
8e5h_A,mf_2L,744,344,247,0.33198924731182794,0.7180232558139535,2.0
8eb9_A,mf_2L,190,71,28,0.14736842105263157,0.39436619718309857,2.0
8ec3_A,mf_2L,336,126,59,0.17559523809523808,0.46825396825396826,2.0
8eo5_A,mf_2L,580,253,246,0.4241379310344828,0.9723320158102767,2.0
7qp5_A,mf_3L,735,241,176,0.23945578231292516,0.7302904564315352,3.0
7qsj_A,mf_3L,1119,347,316,0.28239499553172476,0.9106628242074928,3.0
7t9r_A,mf_3L,114,24,14,0.12280701754385964,0.5833333333333334,3.0
7tlh_A,mf_3L,408,114,94,0.23039215686274508,0.8245614035087719,3.0
7tjb_A,mf_3L,681,201,191,0.28046989720998533,0.9502487562189055,3.0
7uba_A,mf_3L,639,208,78,0.12206572769953052,0.375,3.0
7uk8_A,mf_3L,1182,526,386,0.32656514382402707,0.7338403041825095,3.0
7ur2_A,mf_3L,585,137,104,0.17777777777777778,0.7591240875912408,3.0
7urp_A,mf_3L,480,134,84,0.175,0.6268656716417911,3.0
7uvg_A,mf_3L,549,178,111,0.20218579234972678,0.6235955056179775,3.0
7uww_A,mf_3L,1905,693,376,0.1973753280839895,0.5425685425685426,3.0
7v3o_A,mf_3L,984,272,170,0.17276422764227642,0.625,3.0
7w15_A,mf_3L,906,303,277,0.3057395143487859,0.9141914191419142,3.0
7y3h_A,mf_3L,1239,312,277,0.22356739305891848,0.8878205128205128,3.0
7wz5_A,mf_3L,483,113,15,0.031055900621118012,0.13274336283185842,3.0
7wzm_A,mf_3L,1476,456,441,0.29878048780487804,0.9671052631578947,3.0
7x4p_A,mf_3L,921,333,254,0.2757871878393051,0.7627627627627628,3.0
7x3h_A,mf_3L,870,296,254,0.29195402298850576,0.8581081081081081,3.0
7x8l_A,mf_3L,1542,580,407,0.26394293125810636,0.7017241379310345,3.0
7xcd_A,mf_3L,534,148,41,0.07677902621722846,0.27702702702702703,3.0
7xg9_A,mf_3L,864,241,139,0.16087962962962962,0.5767634854771784,3.0
7xi5_A,mf_3L,151,42,41,0.271523178807947,0.9761904761904762,2.3230769230769233
7xp9_A,mf_3L,252,45,34,0.1349206349206349,0.7555555555555555,3.0
8ycm_A,mf_3L,687,196,126,0.18340611353711792,0.6428571428571429,3.0
7xq4_A,mf_3L,1542,472,328,0.2127107652399481,0.6949152542372882,3.0
7xrx_A,mf_3L,1194,396,301,0.2520938023450586,0.76010101010101,3.0
7xjr_A,mf_3L,1011,354,289,0.2858555885262117,0.8163841807909604,3.0
7xyr_A,mf_3L,1773,707,639,0.3604060913705584,0.9038189533239038,3.0
7xz3_A,mf_3L,975,316,92,0.09435897435897436,0.2911392405063291,3.0
7y4h_A,mf_3L,1014,320,257,0.2534516765285996,0.803125,3.0
7y54_A,mf_3L,300,105,103,0.3433333333333333,0.9809523809523809,3.0
7y5m_A,mf_3L,510,148,116,0.22745098039215686,0.7837837837837838,3.0
7y5r_A,mf_3L,315,97,94,0.2984126984126984,0.9690721649484536,3.0
7y8h_A,mf_3L,257,83,82,0.31906614785992216,0.9879518072289156,2.57
7y8i_A,mf_3L,207,83,82,0.3961352657004831,0.9879518072289156,2.134020618556701
7y5j_A,mf_3L,306,91,88,0.2875816993464052,0.967032967032967,3.0
7yd4_A,mf_3L,555,142,66,0.11891891891891893,0.4647887323943662,3.0
7yhr_A,mf_3L,180,41,39,0.21666666666666667,0.9512195121951219,3.0
7ykm_A,mf_3L,221,55,55,0.248868778280543,1.0,2.104761904761905
7ylr_A,mf_3L,990,364,338,0.3414141414141414,0.9285714285714286,3.0
8gmy_A,mf_3L,708,254,116,0.1638418079096045,0.4566929133858268,3.0
7yug_A,mf_3L,354,94,51,0.1440677966101695,0.5425531914893617,3.0
7yyg_A,mf_3L,1095,221,106,0.09680365296803653,0.4796380090497738,3.0
7z65_A,mf_3L,849,320,258,0.303886925795053,0.80625,3.0
7znz_A,mf_3L,2283,932,611,0.26763031099430573,0.6555793991416309,3.0
7zoi_A,mf_3L,453,110,110,0.24282560706401765,1.0,3.0
7zs2_A,mf_3L,948,223,205,0.21624472573839662,0.9192825112107623,3.0
7zu3_A,mf_3L,396,92,60,0.15151515151515152,0.6521739130434783,3.0
7zv1_A,mf_3L,408,111,84,0.20588235294117646,0.7567567567567568,3.0
8adc_A,mf_3L,645,170,95,0.14728682170542637,0.5588235294117647,3.0
8add_A,mf_3L,639,210,76,0.1189358372456964,0.3619047619047619,3.0
8akh_A,mf_3L,1122,321,306,0.2727272727272727,0.9532710280373832,3.0
8ak2_A,mf_3L,891,314,279,0.31313131313131315,0.8885350318471338,3.0
8arl_A,mf_3L,738,260,31,0.04200542005420054,0.11923076923076924,3.0
8q8i_A,mf_3L,846,376,238,0.28132387706855794,0.6329787234042553,3.0
8au6_A,mf_3L,963,168,142,0.1474558670820353,0.8452380952380952,3.0
8axj_A,mf_3L,486,143,119,0.2448559670781893,0.8321678321678322,3.0
8azb_A,mf_3L,1563,587,571,0.3653230966090851,0.9727427597955707,3.0
8b2e_A,mf_3L,429,130,105,0.24475524475524477,0.8076923076923077,3.0
8b2g_A,mf_3L,222,59,55,0.24774774774774774,0.9322033898305084,3.0
8b2s_A,mf_3L,735,186,168,0.22857142857142856,0.9032258064516129,3.0
8b4u_A,mf_3L,831,273,268,0.32250300842358604,0.9816849816849816,3.0
8b5w_A,mf_3L,1377,370,122,0.08859840232389252,0.32972972972972975,3.0
8b61_A,mf_3L,714,212,154,0.21568627450980393,0.7264150943396226,3.0
8b6a_A,mf_3L,642,195,166,0.2585669781931464,0.8512820512820513,3.0
8b6e_A,mf_3L,172,44,44,0.2558139534883721,1.0,2.606060606060606
8baq_A,mf_3L,624,190,132,0.21153846153846154,0.6947368421052632,3.0
8bau_A,mf_3L,567,209,177,0.31216931216931215,0.84688995215311,3.0
8bfy_A,mf_3L,1278,359,335,0.2621283255086072,0.9331476323119777,3.0
8bgb_A,mf_3L,393,101,99,0.25190839694656486,0.9801980198019802,3.0
8bke_A,mf_3L,1914,494,436,0.2277951933124347,0.8825910931174089,3.0
8bsb_A,mf_3L,531,115,110,0.2071563088512241,0.9565217391304348,3.0
8bux_A,mf_3L,1002,240,56,0.05588822355289421,0.23333333333333334,3.0
8c4d_A,mf_3L,990,229,220,0.2222222222222222,0.9606986899563319,3.0
7xlz_A,mf_3L,798,265,241,0.30200501253132833,0.909433962264151,3.0
8c4y_A,mf_3L,942,373,359,0.38110403397027603,0.9624664879356568,3.0
8cba_A,mf_3L,642,245,70,0.10903426791277258,0.2857142857142857,3.0
8ci9_A,mf_3L,936,337,260,0.2777777777777778,0.771513353115727,3.0
8cih_A,mf_3L,642,158,84,0.1308411214953271,0.5316455696202531,3.0
8amo_A,mf_3L,1197,362,351,0.2932330827067669,0.9696132596685083,3.0
8cpk_A,mf_3L,1152,353,308,0.2673611111111111,0.8725212464589235,3.0
8cpn_A,mf_3L,621,168,99,0.15942028985507245,0.5892857142857143,3.0
8d2z_A,mf_3L,981,312,292,0.2976554536187564,0.9358974358974359,3.0
8daj_A,mf_3L,906,299,252,0.2781456953642384,0.842809364548495,3.0
8dez_A,mf_3L,519,182,76,0.1464354527938343,0.4175824175824176,3.0
8dge_A,mf_3L,2214,914,682,0.3080397470641373,0.7461706783369803,3.0
8dhj_A,mf_3L,747,267,266,0.35609103078982596,0.9962546816479401,3.0
8dmu_A,mf_3L,1467,571,134,0.09134287661895024,0.23467600700525393,3.0
8dp9_A,mf_3L,444,146,138,0.3108108108108108,0.9452054794520548,3.0
8dqd_A,mf_3L,1131,395,377,0.3333333333333333,0.9544303797468354,3.0
8dx0_A,mf_3L,323,135,128,0.39628482972136225,0.9481481481481482,2.0974025974025974
8e0r_A,mf_3L,1404,496,148,0.10541310541310542,0.29838709677419356,3.0
8e5h_A,mf_3L,1116,344,268,0.24014336917562723,0.7790697674418605,3.0
8eb9_A,mf_3L,285,71,33,0.11578947368421053,0.4647887323943662,3.0
8ec3_A,mf_3L,504,126,75,0.1488095238095238,0.5952380952380952,3.0
8eo5_A,mf_3L,870,253,247,0.28390804597701147,0.9762845849802372,3.0
7qp5_A,mf_5L,1225,241,194,0.15836734693877552,0.8049792531120332,5.0
7qsj_A,mf_5L,1865,347,329,0.17640750670241287,0.9481268011527377,5.0
7t9r_A,mf_5L,190,24,16,0.08421052631578947,0.6666666666666666,5.0
7tlh_A,mf_5L,680,114,105,0.15441176470588236,0.9210526315789473,5.0
7tjb_A,mf_5L,1135,201,197,0.173568281938326,0.9800995024875622,5.0
7uba_A,mf_5L,1065,208,92,0.0863849765258216,0.4423076923076923,5.0
7uk8_A,mf_5L,1970,526,460,0.233502538071066,0.8745247148288974,5.0
7ur2_A,mf_5L,975,137,114,0.11692307692307692,0.8321167883211679,5.0
7urp_A,mf_5L,800,134,93,0.11625,0.6940298507462687,5.0
7uvg_A,mf_5L,915,178,122,0.13333333333333333,0.6853932584269663,5.0
7uww_A,mf_5L,3175,693,424,0.13354330708661416,0.6118326118326118,5.0
7v3o_A,mf_5L,1640,272,204,0.12439024390243902,0.75,5.0
7w15_A,mf_5L,1510,303,296,0.19602649006622516,0.976897689768977,5.0
7y3h_A,mf_5L,2065,312,295,0.14285714285714285,0.9455128205128205,5.0
7wz5_A,mf_5L,805,113,19,0.02360248447204969,0.168141592920354,5.0
7wzm_A,mf_5L,2117,456,450,0.21256495040151158,0.9868421052631579,4.3028455284552845
7x4p_A,mf_5L,1535,333,291,0.18957654723127035,0.8738738738738738,5.0
7x3h_A,mf_5L,1450,296,263,0.1813793103448276,0.8885135135135135,5.0
7x8l_A,mf_5L,2570,580,453,0.17626459143968873,0.7810344827586206,5.0
7xcd_A,mf_5L,890,148,53,0.05955056179775281,0.3581081081081081,5.0
7xg9_A,mf_5L,1440,241,160,0.1111111111111111,0.6639004149377593,5.0
7xi5_A,mf_5L,151,42,41,0.271523178807947,0.9761904761904762,2.3230769230769233
7xp9_A,mf_5L,420,45,41,0.09761904761904762,0.9111111111111111,5.0
8ycm_A,mf_5L,1145,196,141,0.12314410480349346,0.7193877551020408,5.0
7xq4_A,mf_5L,2570,472,376,0.1463035019455253,0.7966101694915254,5.0
7xrx_A,mf_5L,1990,396,336,0.16884422110552763,0.8484848484848485,5.0
7xjr_A,mf_5L,1685,354,318,0.1887240356083086,0.8983050847457628,5.0
7xyr_A,mf_5L,2955,707,672,0.22741116751269036,0.9504950495049505,5.0
7xz3_A,mf_5L,1625,316,122,0.07507692307692308,0.3860759493670886,5.0
7y4h_A,mf_5L,1690,320,289,0.17100591715976332,0.903125,5.0
7y54_A,mf_5L,384,105,103,0.2682291666666667,0.9809523809523809,3.84
7y5m_A,mf_5L,850,148,127,0.14941176470588236,0.8581081081081081,5.0
7y5r_A,mf_5L,384,97,94,0.24479166666666666,0.9690721649484536,3.657142857142857
7y8h_A,mf_5L,257,83,82,0.31906614785992216,0.9879518072289156,2.57
7y8i_A,mf_5L,207,83,82,0.3961352657004831,0.9879518072289156,2.134020618556701
7y5j_A,mf_5L,358,91,88,0.24581005586592178,0.967032967032967,3.5098039215686274
7yd4_A,mf_5L,925,142,77,0.08324324324324324,0.5422535211267606,5.0
7yhr_A,mf_5L,300,41,40,0.13333333333333333,0.975609756097561,5.0
7ykm_A,mf_5L,221,55,55,0.248868778280543,1.0,2.104761904761905
7ylr_A,mf_5L,1650,364,353,0.21393939393939393,0.9697802197802198,5.0
8gmy_A,mf_5L,1180,254,138,0.11694915254237288,0.5433070866141733,5.0
7yug_A,mf_5L,590,94,60,0.1016949152542373,0.6382978723404256,5.0
7yyg_A,mf_5L,1825,221,125,0.0684931506849315,0.5656108597285068,5.0
7z65_A,mf_5L,1415,320,292,0.20636042402826854,0.9125,5.0
7znz_A,mf_5L,3805,932,703,0.1847568988173456,0.7542918454935622,5.0
7zoi_A,mf_5L,739,110,110,0.14884979702300405,1.0,4.894039735099338
7zs2_A,mf_5L,1580,223,210,0.13291139240506328,0.9417040358744395,5.0
7zu3_A,mf_5L,660,92,64,0.09696969696969697,0.6956521739130435,5.0
7zv1_A,mf_5L,680,111,91,0.1338235294117647,0.8198198198198198,5.0
8adc_A,mf_5L,1075,170,120,0.11162790697674418,0.7058823529411765,5.0
8add_A,mf_5L,1065,210,84,0.07887323943661972,0.4,5.0
8akh_A,mf_5L,1870,321,318,0.17005347593582887,0.9906542056074766,5.0
8ak2_A,mf_5L,1485,314,295,0.19865319865319866,0.9394904458598726,5.0
8arl_A,mf_5L,1230,260,39,0.03170731707317073,0.15,5.0
8q8i_A,mf_5L,1410,376,266,0.18865248226950354,0.7074468085106383,5.0
8au6_A,mf_5L,1605,168,155,0.09657320872274143,0.9226190476190477,5.0
8axj_A,mf_5L,810,143,123,0.15185185185185185,0.8601398601398601,5.0
8azb_A,mf_5L,2549,587,582,0.22832483326794822,0.9914821124361158,4.892514395393474
8b2e_A,mf_5L,715,130,114,0.15944055944055943,0.8769230769230769,5.0
8b2g_A,mf_5L,370,59,57,0.15405405405405406,0.9661016949152542,5.0
8b2s_A,mf_5L,1225,186,172,0.1404081632653061,0.9247311827956989,5.0
8b4u_A,mf_5L,916,273,269,0.29366812227074235,0.9853479853479854,3.306859205776173
8b5w_A,mf_5L,2295,370,155,0.06753812636165578,0.4189189189189189,5.0
8b61_A,mf_5L,1190,212,173,0.1453781512605042,0.8160377358490566,5.0
8b6a_A,mf_5L,1070,195,176,0.16448598130841122,0.9025641025641026,5.0
8b6e_A,mf_5L,172,44,44,0.2558139534883721,1.0,2.606060606060606
8baq_A,mf_5L,1040,190,153,0.14711538461538462,0.8052631578947368,5.0
8bau_A,mf_5L,945,209,192,0.20317460317460317,0.9186602870813397,5.0
8bfy_A,mf_5L,2130,359,343,0.16103286384976526,0.9554317548746518,5.0
8bgb_A,mf_5L,597,101,101,0.16917922948073702,1.0,4.557251908396947
8bke_A,mf_5L,3190,494,463,0.145141065830721,0.937246963562753,5.0
8bsb_A,mf_5L,885,115,113,0.12768361581920903,0.9826086956521739,5.0
8bux_A,mf_5L,1670,240,76,0.045508982035928146,0.31666666666666665,5.0
8c4d_A,mf_5L,1650,229,222,0.13454545454545455,0.9694323144104804,5.0
7xlz_A,mf_5L,1330,265,248,0.18646616541353384,0.9358490566037736,5.0
8c4y_A,mf_5L,1570,373,371,0.23630573248407644,0.9946380697050938,5.0
8cba_A,mf_5L,1070,245,90,0.08411214953271028,0.3673469387755102,5.0
8ci9_A,mf_5L,1560,337,284,0.18205128205128204,0.8427299703264095,5.0
8cih_A,mf_5L,1070,158,99,0.09252336448598131,0.6265822784810127,5.0
8amo_A,mf_5L,1995,362,357,0.17894736842105263,0.9861878453038674,5.0
8cpk_A,mf_5L,1920,353,325,0.16927083333333334,0.9206798866855525,5.0
8cpn_A,mf_5L,1035,168,121,0.11690821256038647,0.7202380952380952,5.0
8d2z_A,mf_5L,1635,312,298,0.18226299694189602,0.9551282051282052,5.0
8daj_A,mf_5L,1510,299,271,0.17947019867549668,0.9063545150501672,5.0
8dez_A,mf_5L,865,182,89,0.10289017341040463,0.489010989010989,5.0
8dge_A,mf_5L,3690,914,761,0.2062330623306233,0.8326039387308534,5.0
8dhj_A,mf_5L,1105,267,267,0.2416289592760181,1.0,4.437751004016064
8dmu_A,mf_5L,2445,571,163,0.06666666666666667,0.28546409807355516,5.0
8dp9_A,mf_5L,595,146,144,0.24201680672268908,0.9863013698630136,4.02027027027027
8dqd_A,mf_5L,1387,395,386,0.2782984859408796,0.9772151898734177,3.679045092838196
8dx0_A,mf_5L,323,135,128,0.39628482972136225,0.9481481481481482,2.0974025974025974
8e0r_A,mf_5L,2340,496,182,0.07777777777777778,0.36693548387096775,5.0
8e5h_A,mf_5L,1860,344,293,0.1575268817204301,0.8517441860465116,5.0
8eb9_A,mf_5L,475,71,43,0.09052631578947369,0.6056338028169014,5.0
