entry_id,gcs_uri,struct_cluster_id,seq_cluster_id,global_plddt,seq_len,split,uniprot_accession,tax_id,organism_name,is_anchor,was_excluded,cluster_size,n_anchors,n_candidates,length_bin,size_bin
AF-A0A2K9NN49-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A2K9NN49-F1-model_v4.cif,A0A2K9NN49,A0A2K9NN49,89.88,281,train,A0A2K9NN49,960,Bacteriovorax stolpii,false,false,121,2,101,250-499,100+
AF-A0A7C3RS33-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A7C3RS33-F1-model_v4.cif,A0A2K9NN49,A0A7C3RS33,92.94,292,train,A0A7C3RS33,1869227,bacterium,true,false,121,2,101,250-499,100+
AF-A0A7T1MNP0-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A7T1MNP0-F1-model_v4.cif,A0A2K9NN49,A0A7T1MNP0,81.31,271,train,A0A7T1MNP0,1353147,Synechococcus sp. CBW1108,false,false,121,2,101,250-499,100+
AF-A0A1D8K7W4-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A1D8K7W4-F1-model_v4.cif,A0A2N2DS22,A0A1D8K7W4,87.31,718,train,A0A1D8K7W4,2792603,Acidihalobacter aeolianus,true,false,10,5,4,500-1000,<20
AF-A0A2N2DS22-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A2N2DS22-F1-model_v4.cif,A0A2N2DS22,A0A2N2DS22,82.06,721,train,A0A2N2DS22,2013772,Firmicutes bacterium HGW-Firmicutes-11,false,false,10,5,4,500-1000,<20
AF-A0A2U2MX48-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A2U2MX48-F1-model_v4.cif,A0A2N2DS22,A0A2U2MX48,82.38,775,train,A0A2U2MX48,2182432,Spiribacter sp. E85,false,false,10,5,4,500-1000,<20
AF-A0A3B9GME6-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A3B9GME6-F1-model_v4.cif,A0A2N2DS22,A0A3B9GME6,85.56,721,train,A0A3B9GME6,1898206,Spirochaetaceae bacterium,true,false,10,5,4,500-1000,<20
AF-A0A3B9I3D7-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A3B9I3D7-F1-model_v4.cif,A0A2N2DS22,A0A3B9I3D7,81.88,732,train,A0A3B9I3D7,1898207,Clostridiales bacterium,false,false,10,5,4,500-1000,<20
AF-A0A5P8P2V9-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A5P8P2V9-F1-model_v4.cif,A0A2N2DS22,A0A5P8P2V9,85.31,738,train,A0A5P8P2V9,2590022,Sulfurimonas sp. GYSZ_1,true,false,10,5,4,500-1000,<20
AF-A0A6J4FEE0-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A6J4FEE0-F1-model_v4.cif,A0A2N2DS22,A0A6J4FEE0,84.44,819,train,A0A6J4FEE0,2681465,Magnetospirillum sp. SS-4,true,false,10,5,4,500-1000,<20
AF-B7JB49-F1,gs://public-datasets-deepmind-alphafold-v4/AF-B7JB49-F1-model_v4.cif,A0A2N2DS22,B7JB49,84.31,665,train,B7JB49,243159,Acidithiobacillus ferrooxidans (strain ATCC 23270 / DSM 14882 / CIP 104768 / NCIMB 8455),false,false,10,5,4,500-1000,<20
AF-E6PQF1-F1,gs://public-datasets-deepmind-alphafold-v4/AF-E6PQF1-F1-model_v4.cif,A0A2N2DS22,E6PQF1,86.44,634,train,E6PQF1,410659,mine drainage metagenome,true,false,10,5,4,500-1000,<20
AF-A0A0Q5VCK3-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A0Q5VCK3-F1-model_v4.cif,A0A2N5K7A0,A0A0Q5VCK3,87.38,185,train,A0A0Q5VCK3,1736354,Geodermatophilus sp. Leaf369,true,false,156,5,67,60-249,100+
AF-A0A1C5T8S9-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A1C5T8S9-F1-model_v4.cif,A0A2N5K7A0,A0A1C5T8S9,80.56,193,train,A0A1C5T8S9,59620,uncultured Clostridium sp,false,false,156,5,67,60-249,100+
AF-A0A1F4U3T8-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A1F4U3T8-F1-model_v4.cif,A0A2N5K7A0,A0A1F4U3T8,87.06,181,train,A0A1F4U3T8,1802590,candidate division WOR-3 bacterium RBG_13_43_14,true,false,156,5,67,60-249,100+
AF-A0A2D6PUL7-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A2D6PUL7-F1-model_v4.cif,A0A2N5K7A0,A0A2D6PUL7,87.5,191,train,A0A2D6PUL7,2026780,Planctomycetes bacterium,true,false,156,5,67,60-249,100+
AF-A0A350D7H7-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A350D7H7-F1-model_v4.cif,A0A2N5K7A0,A0A350D7H7,84.12,180,train,A0A350D7H7,1869227,bacterium,false,false,156,5,67,60-249,100+
AF-A0A552WNE1-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A552WNE1-F1-model_v4.cif,A0A2N5K7A0,A0A552WNE1,87.38,188,train,A0A552WNE1,2594180,Georgenia sp. Z446,true,false,156,5,67,60-249,100+
AF-A0A660YBY9-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A660YBY9-F1-model_v4.cif,A0A2N5K7A0,A0A660YBY9,80.44,208,train,A0A660YBY9,2053570,Candidatus Latescibacteria bacterium,false,false,156,5,67,60-249,100+
AF-A0A7C7EDG7-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A7C7EDG7-F1-model_v4.cif,A0A2N5K7A0,A0A7C7EDG7,85.06,174,train,A0A7C7EDG7,1898207,Clostridiales bacterium,false,false,156,5,67,60-249,100+
AF-A0A7V0T706-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A7V0T706-F1-model_v4.cif,A0A2N5K7A0,A0A7V0T706,86.81,184,train,A0A7V0T706,2052148,candidate division WOR-3 bacterium,false,false,156,5,67,60-249,100+
AF-A0A7W1SPD0-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A7W1SPD0-F1-model_v4.cif,A0A2N5K7A0,A0A7W1SPD0,88.25,192,train,A0A7W1SPD0,1898104,Bacteroidetes bacterium,true,false,156,5,67,60-249,100+
AF-A0A7X2TV86-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A7X2TV86-F1-model_v4.cif,A0A2N5K7A0,A0A7X2TV86,84.5,199,train,A0A7X2TV86,2026791,Bryobacterales bacterium,false,false,156,5,67,60-249,100+
AF-A0A7X9DWK1-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A7X9DWK1-F1-model_v4.cif,A0A2N5K7A0,A0A7X9DWK1,81.06,189,train,A0A7X9DWK1,2026763,Myxococcales bacterium,false,false,156,5,67,60-249,100+
AF-K6VZM3-F1,gs://public-datasets-deepmind-alphafold-v4/AF-K6VZM3-F1-model_v4.cif,A0A2N5K7A0,K6VZM3,80.94,212,train,K6VZM3,1208314,Gordonia namibiensis NBRC 108229,false,false,156,5,67,60-249,100+
AF-A0A022RB63-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A022RB63-F1-model_v4.cif,A0A2R6Q329,A0A022RB63,85.94,164,train,A0A022RB63,4155,Erythranthe guttata,false,false,24,5,17,60-249,20-99
AF-A0A067NFQ8-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A067NFQ8-F1-model_v4.cif,A0A2R6Q329,A0A067NFQ8,87.12,197,train,A0A067NFQ8,1137138,Pleurotus ostreatus PC15,true,false,24,5,17,60-249,20-99
AF-A0A0A0KV94-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A0A0KV94-F1-model_v4.cif,A0A2R6Q329,A0A0A0KV94,86.5,165,train,A0A0A0KV94,3659,Cucumis sativus,true,false,24,5,17,60-249,20-99
AF-A0A251P1S2-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A251P1S2-F1-model_v4.cif,A0A2R6Q329,A0A251P1S2,84.88,171,train,A0A251P1S2,3760,Prunus persica,false,false,24,5,17,60-249,20-99
AF-A0A2P2K895-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A2P2K895-F1-model_v4.cif,A0A2R6Q329,A0A2P2K895,84.12,176,train,A0A2P2K895,61149,Rhizophora mucronata,false,false,24,5,17,60-249,20-99
AF-A0A4D9AHJ6-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A4D9AHJ6-F1-model_v4.cif,A0A2R6Q329,A0A4D9AHJ6,85.88,173,train,A0A4D9AHJ6,180675,Salvia splendens,false,false,24,5,17,60-249,20-99
AF-A0A5D2ICT6-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A5D2ICT6-F1-model_v4.cif,A0A2R6Q329,A0A5D2ICT6,83.19,180,train,A0A5D2ICT6,34277,Gossypium tomentosum,false,false,24,5,17,60-249,20-99
AF-A0A5N6R5R5-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A5N6R5R5-F1-model_v4.cif,A0A2R6Q329,A0A5N6R5R5,84.69,171,train,A0A5N6R5R5,176857,Carpinus fangiana,false,false,24,5,17,60-249,20-99
AF-A0A7J7C3H2-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A7J7C3H2-F1-model_v4.cif,A0A2R6Q329,A0A7J7C3H2,82.44,178,train,A0A7J7C3H2,458696,Tripterygium wilfordii,false,false,24,5,17,60-249,20-99
AF-A0A813BH32-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A813BH32-F1-model_v4.cif,A0A2R6Q329,A0A813BH32,86.31,196,train,A0A813BH32,230985,Symbiodinium sp. KB8,true,false,24,5,17,60-249,20-99
AF-A0A834W4M5-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A834W4M5-F1-model_v4.cif,A0A2R6Q329,A0A834W4M5,83.69,179,train,A0A834W4M5,362788,Senna tora,false,false,24,5,17,60-249,20-99
AF-Q0J7U2-F1,gs://public-datasets-deepmind-alphafold-v4/AF-Q0J7U2-F1-model_v4.cif,A0A2R6Q329,Q0J7U2,86.16,170,train,Q0J7U2,39947,Oryza sativa subsp. japonica,true,false,24,5,17,60-249,20-99
AF-Q8LAF5-F1,gs://public-datasets-deepmind-alphafold-v4/AF-Q8LAF5-F1-model_v4.cif,A0A2R6Q329,Q8LAF5,85.98,180,train,Q8LAF5,3702,Arabidopsis thaliana,true,false,24,5,17,60-249,20-99
AF-A0A0A6XDM6-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A0A6XDM6-F1-model_v4.cif,A0A317IMJ3,A0A0A6XDM6,81.88,318,train,A0A0A6XDM6,1869,Actinoplanes utahensis,false,false,18,5,11,250-499,<20
AF-A0A143CDN5-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A143CDN5-F1-model_v4.cif,A0A317IMJ3,A0A143CDN5,88.5,322,train,A0A143CDN5,1783515,Streptomyces qaidamensis,true,false,18,5,11,250-499,<20
AF-A0A1H5RAB6-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A1H5RAB6-F1-model_v4.cif,A0A317IMJ3,A0A1H5RAB6,93.31,348,train,A0A1H5RAB6,218821,Amycolatopsis pretoriensis,true,false,18,5,11,250-499,<20
AF-A0A2R4SVZ9-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A2R4SVZ9-F1-model_v4.cif,A0A317IMJ3,A0A2R4SVZ9,86.69,332,train,A0A2R4SVZ9,1535768,Streptomyces lunaelactis,false,false,18,5,11,250-499,<20
AF-A0A2T0RXE6-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A2T0RXE6-F1-model_v4.cif,A0A317IMJ3,A0A2T0RXE6,84.81,330,train,A0A2T0RXE6,439699,Pseudosporangium ferrugineum,false,false,18,5,11,250-499,<20
AF-A0A317IMJ3-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A317IMJ3-F1-model_v4.cif,A0A317IMJ3,A0A317IMJ3,89.62,332,train,A0A317IMJ3,2052166,Candidatus Melainabacteria bacterium,true,false,18,5,11,250-499,<20
AF-A0A4R9EZB8-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A4R9EZB8-F1-model_v4.cif,A0A317IMJ3,A0A4R9EZB8,88.81,326,train,A0A4R9EZB8,2559236,Streptomyces sp. MZ04,true,false,18,5,11,250-499,<20
AF-A0A522MVV8-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A522MVV8-F1-model_v4.cif,A0A317IMJ3,A0A522MVV8,89.25,329,train,A0A522MVV8,1869227,bacterium,true,false,18,5,11,250-499,<20
AF-A0A522NLQ6-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A522NLQ6-F1-model_v4.cif,A0A317IMJ3,A0A522NLQ6,87.25,355,train,A0A522NLQ6,1873462,Microbacteriaceae bacterium,false,false,18,5,11,250-499,<20
AF-A0A5N8XMY6-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A5N8XMY6-F1-model_v4.cif,A0A317IMJ3,A0A5N8XMY6,85.62,336,train,A0A5N8XMY6,565072,Streptomyces spongiae,false,false,18,5,11,250-499,<20
AF-A0A7G8KMD7-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A7G8KMD7-F1-model_v4.cif,A0A317IMJ3,A0A7G8KMD7,82.88,331,train,A0A7G8KMD7,2763006,Streptomyces buecherae,false,false,18,5,11,250-499,<20
AF-A0A846P501-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A846P501-F1-model_v4.cif,A0A317IMJ3,A0A846P501,88.0,315,train,A0A846P501,2053570,Candidatus Latescibacteria bacterium,false,false,18,5,11,250-499,<20
AF-G8SD31-F1,gs://public-datasets-deepmind-alphafold-v4/AF-G8SD31-F1-model_v4.cif,A0A317IMJ3,G8SD31,83.88,320,train,G8SD31,134676,Actinoplanes sp. (strain ATCC 31044 / CBS 674.73 / SE50/110),false,false,18,5,11,250-499,<20
AF-A0A0Z8D0Z5-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A0Z8D0Z5-F1-model_v4.cif,A0A349HPU9,A0A0Z8D0Z5,85.44,335,train,A0A0Z8D0Z5,1307,Streptococcus suis,false,false,16,5,10,250-499,<20
AF-A0A139N0V8-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A139N0V8-F1-model_v4.cif,A0A349HPU9,A0A139N0V8,83.44,317,train,A0A139N0V8,45634,Streptococcus cristatus,false,false,16,5,10,250-499,<20
AF-A0A2U1CEY0-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A2U1CEY0-F1-model_v4.cif,A0A349HPU9,A0A2U1CEY0,89.12,326,train,A0A2U1CEY0,1297617,Intestinimonas butyriciproducens,true,false,16,5,10,250-499,<20
AF-A0A2W1Z819-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A2W1Z819-F1-model_v4.cif,A0A349HPU9,A0A2W1Z819,80.62,320,train,A0A2W1Z819,2175674,Curtobacterium sp. MCBD17_040,false,false,16,5,10,250-499,<20
AF-A0A349HPU9-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A349HPU9-F1-model_v4.cif,A0A349HPU9,A0A349HPU9,88.69,302,train,A0A349HPU9,1898207,Clostridiales bacterium,false,false,16,5,10,250-499,<20
AF-A0A374RU66-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A374RU66-F1-model_v4.cif,A0A349HPU9,A0A374RU66,91.94,317,train,A0A374RU66,2292353,Eubacterium sp. TM05-53,true,false,16,5,10,250-499,<20
AF-A0A538J235-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A538J235-F1-model_v4.cif,A0A349HPU9,A0A538J235,88.81,300,train,A0A538J235,1883427,Actinobacteria bacterium,false,false,16,5,10,250-499,<20
AF-A0A5J4XEI1-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A5J4XEI1-F1-model_v4.cif,A0A349HPU9,A0A5J4XEI1,85.25,307,train,A0A5J4XEI1,2608996,Trebouxia sp. A1-2,false,false,16,5,10,250-499,<20
AF-A0A5J4XPZ9-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A5J4XPZ9-F1-model_v4.cif,A0A349HPU9,A0A5J4XPZ9,85.75,306,train,A0A5J4XPZ9,2608996,Trebouxia sp. A1-2,false,false,16,5,10,250-499,<20
AF-A0A5J4Y8W4-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A5J4Y8W4-F1-model_v4.cif,A0A349HPU9,A0A5J4Y8W4,84.0,327,train,A0A5J4Y8W4,2608996,Trebouxia sp. A1-2,false,false,16,5,10,250-499,<20
AF-A0A7Y5UAM8-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A7Y5UAM8-F1-model_v4.cif,A0A349HPU9,A0A7Y5UAM8,92.88,281,train,A0A7Y5UAM8,2268199,Polyangiaceae bacterium,true,false,16,5,10,250-499,<20
AF-U2Q746-F1,gs://public-datasets-deepmind-alphafold-v4/AF-U2Q746-F1-model_v4.cif,A0A349HPU9,U2Q746,92.44,305,train,U2Q746,1226323,Oscillibacter sp. KLE 1745,true,false,16,5,10,250-499,<20
AF-U2SPZ4-F1,gs://public-datasets-deepmind-alphafold-v4/AF-U2SPZ4-F1-model_v4.cif,A0A349HPU9,U2SPZ4,94.38,265,train,U2SPZ4,1226323,Oscillibacter sp. KLE 1745,true,false,16,5,10,250-499,<20
AF-A0A0S7GTB5-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A0S7GTB5-F1-model_v4.cif,A0A352JMQ8,A0A0S7GTB5,90.94,129,train,A0A0S7GTB5,188132,Poeciliopsis prolifica (blackstripe livebearer),false,false,13,5,6,60-249,<20
AF-A0A1G7XMG4-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A1G7XMG4-F1-model_v4.cif,A0A352JMQ8,A0A1G7XMG4,86.75,136,train,A0A1G7XMG4,470826,Psychroflexus sediminis,false,false,13,5,6,60-249,<20
AF-A0A2D4YYX8-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A2D4YYX8-F1-model_v4.cif,A0A352JMQ8,A0A2D4YYX8,85.12,118,train,A0A2D4YYX8,2024880,Synechococcus sp. CPC35,false,false,13,5,6,60-249,<20
AF-A0A352JMQ8-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A352JMQ8-F1-model_v4.cif,A0A352JMQ8,A0A352JMQ8,85.12,124,train,A0A352JMQ8,2053540,Candidatus Collierbacteria bacterium,false,false,13,5,6,60-249,<20
AF-A0A497BB67-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A497BB67-F1-model_v4.cif,A0A352JMQ8,A0A497BB67,92.81,132,train,A0A497BB67,2026724,Chloroflexi bacterium,true,false,13,5,6,60-249,<20
AF-A0A497JGM6-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A497JGM6-F1-model_v4.cif,A0A352JMQ8,A0A497JGM6,91.19,114,train,A0A497JGM6,2026736,Candidatus Diapherotrites archaeon,true,false,13,5,6,60-249,<20
AF-A0A498MB63-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A498MB63-F1-model_v4.cif,A0A352JMQ8,A0A498MB63,92.06,127,train,A0A498MB63,84645,Labeo rohita,true,false,13,5,6,60-249,<20
AF-A0A5C8CB57-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A5C8CB57-F1-model_v4.cif,A0A352JMQ8,A0A5C8CB57,86.62,133,train,A0A5C8CB57,29522,Brachyspira aalborgi,false,false,13,5,6,60-249,<20
AF-A0A6B2CAE5-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A6B2CAE5-F1-model_v4.cif,A0A352JMQ8,A0A6B2CAE5,92.94,127,train,A0A6B2CAE5,2480821,Desulfurococcales archaeon,true,false,13,5,6,60-249,<20
AF-A0A7V9VHQ4-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A7V9VHQ4-F1-model_v4.cif,A0A352JMQ8,A0A7V9VHQ4,90.12,133,train,A0A7V9VHQ4,2448782,Chloroflexia bacterium,false,false,13,5,6,60-249,<20
AF-R5P9U9-F1,gs://public-datasets-deepmind-alphafold-v4/AF-R5P9U9-F1-model_v4.cif,A0A352JMQ8,R5P9U9,93.06,126,train,R5P9U9,1262919,Prevotella sp. CAG:1092,true,false,13,5,6,60-249,<20
AF-A0A1Q7YI74-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A1Q7YI74-F1-model_v4.cif,A0A372ZQN4,A0A1Q7YI74,96.69,310,train,A0A1Q7YI74,1803431,Acidobacteria bacterium 13_1_20CM_3_53_8,true,false,76,5,52,250-499,20-99
AF-A0A2E0MM04-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A2E0MM04-F1-model_v4.cif,A0A372ZQN4,A0A2E0MM04,80.38,358,train,A0A2E0MM04,51662,Pimelobacter sp. (strain R48),false,false,76,5,52,250-499,20-99
AF-A0A2V6RLS1-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A2V6RLS1-F1-model_v4.cif,A0A372ZQN4,A0A2V6RLS1,96.19,295,train,A0A2V6RLS1,2053607,Candidatus Rokubacteria bacterium,true,false,76,5,52,250-499,20-99
AF-A0A350MTY7-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A350MTY7-F1-model_v4.cif,A0A372ZQN4,A0A350MTY7,94.56,317,train,A0A350MTY7,1883427,Actinobacteria bacterium,false,false,76,5,52,250-499,20-99
AF-A0A521TA73-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A521TA73-F1-model_v4.cif,A0A372ZQN4,A0A521TA73,95.69,303,train,A0A521TA73,1978231,Acidobacteria bacterium,false,false,76,5,52,250-499,20-99
AF-A0A640WEU3-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A640WEU3-F1-model_v4.cif,A0A372ZQN4,A0A640WEU3,87.62,340,train,A0A640WEU3,2606937,Salinicola sp. L3,false,false,76,5,52,250-499,20-99
AF-A0A7C1J6S8-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A7C1J6S8-F1-model_v4.cif,A0A372ZQN4,A0A7C1J6S8,96.06,298,train,A0A7C1J6S8,2026724,Chloroflexi bacterium,true,false,76,5,52,250-499,20-99
AF-A0A7C7WFX4-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A7C7WFX4-F1-model_v4.cif,A0A372ZQN4,A0A7C7WFX4,96.19,302,train,A0A7C7WFX4,1978231,Acidobacteria bacterium,true,false,76,5,52,250-499,20-99
AF-A0A7S0CNJ6-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A7S0CNJ6-F1-model_v4.cif,A0A372ZQN4,A0A7S0CNJ6,84.31,333,train,A0A7S0CNJ6,1561963,Amorphochlora amoebiformis,false,false,76,5,52,250-499,20-99
AF-A0A7V2AUJ1-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A7V2AUJ1-F1-model_v4.cif,A0A372ZQN4,A0A7V2AUJ1,96.12,296,train,A0A7V2AUJ1,2212470,Candidatus Eisenbacteria bacterium,true,false,76,5,52,250-499,20-99
AF-A0A7W0Z8Q3-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A7W0Z8Q3-F1-model_v4.cif,A0A372ZQN4,A0A7W0Z8Q3,84.56,357,train,A0A7W0Z8Q3,2732252,Thermoleophilaceae bacterium,false,false,76,5,52,250-499,20-99
AF-A0A834VCX0-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A834VCX0-F1-model_v4.cif,A0A372ZQN4,A0A834VCX0,83.12,435,train,A0A834VCX0,52283,Sarcoptes scabiei,false,false,76,5,52,250-499,20-99
AF-C4JH57-F1,gs://public-datasets-deepmind-alphafold-v4/AF-C4JH57-F1-model_v4.cif,A0A372ZQN4,C4JH57,94.69,319,train,C4JH57,336963,Uncinocarpus reesii (strain UAMH 1704),false,false,76,5,52,250-499,20-99
AF-A0A023RHK9-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A023RHK9-F1-model_v4.cif,A0A3D0SHF0,A0A023RHK9,94.06,111,train,A0A023RHK9,1208104,Aeromonas media WS,true,false,61,5,53,60-249,20-99
AF-A0A0Q7G0B5-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A0Q7G0B5-F1-model_v4.cif,A0A3D0SHF0,A0A0Q7G0B5,91.12,115,train,A0A0Q7G0B5,1736533,Flavobacterium sp. Root420,false,false,61,5,53,60-249,20-99
AF-A0A0R2MEI0-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A0R2MEI0-F1-model_v4.cif,A0A3D0SHF0,A0A0R2MEI0,89.25,105,train,A0A0R2MEI0,942150,Lactiplantibacillus xiangfangensis,false,false,61,5,53,60-249,20-99
AF-A0A133XU78-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A133XU78-F1-model_v4.cif,A0A3D0SHF0,A0A133XU78,93.25,119,train,A0A133XU78,87541,Aerococcus christensenii,true,false,61,5,53,60-249,20-99
AF-A0A2P6BVK3-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A2P6BVK3-F1-model_v4.cif,A0A3D0SHF0,A0A2P6BVK3,89.19,113,train,A0A2P6BVK3,470,Acinetobacter baumannii,false,false,61,5,53,60-249,20-99
AF-A0A2T5IS93-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A2T5IS93-F1-model_v4.cif,A0A3D0SHF0,A0A2T5IS93,93.38,122,train,A0A2T5IS93,44577,Nitrosomonas ureae,true,false,61,5,53,60-249,20-99
AF-A0A372V0J6-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A372V0J6-F1-model_v4.cif,A0A3D0SHF0,A0A372V0J6,93.38,113,train,A0A372V0J6,2302960,Subdoligranulum sp. AM16-9,true,false,61,5,53,60-249,20-99
AF-A0A3D0SHF0-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A3D0SHF0-F1-model_v4.cif,A0A3D0SHF0,A0A3D0SHF0,81.94,109,train,A0A3D0SHF0,2055789,Cyanobacteria bacterium UBA11991,false,false,61,5,53,60-249,20-99
AF-A0A4R7W8S8-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A4R7W8S8-F1-model_v4.cif,A0A3D0SHF0,A0A4R7W8S8,86.12,121,train,A0A4R7W8S8,2485207,Rhodococcus sp. LP_11_YM,false,false,61,5,53,60-249,20-99
AF-A0A562MFY5-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A562MFY5-F1-model_v4.cif,A0A3D0SHF0,A0A562MFY5,91.25,104,train,A0A562MFY5,459529,Sphingobacterium siyangense,false,false,61,5,53,60-249,20-99
AF-A0A679IBM9-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A679IBM9-F1-model_v4.cif,A0A3D0SHF0,A0A679IBM9,85.75,126,train,A0A679IBM9,1805431,Enterococcus saigonensis,false,false,61,5,53,60-249,20-99
AF-A0A7Z7W1Q3-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A7Z7W1Q3-F1-model_v4.cif,A0A3D0SHF0,A0A7Z7W1Q3,93.69,121,train,A0A7Z7W1Q3,1295,Staphylococcus schleiferi,true,false,61,5,53,60-249,20-99
AF-A0A848DM53-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A848DM53-F1-model_v4.cif,A0A3D0SHF0,A0A848DM53,92.69,124,train,A0A848DM53,630973,Pseudonocardia bannensis,false,false,61,5,53,60-249,20-99
AF-A0A0G1CDL2-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A0G1CDL2-F1-model_v4.cif,A0A3D5YP51,A0A0G1CDL2,84.25,390,train,A0A0G1CDL2,1618436,Candidatus Gottesmanbacteria bacterium GW2011_GWA1_43_11,false,false,33,5,28,250-499,20-99
