entry_id,gcs_uri,struct_cluster_id,seq_cluster_id,global_plddt,seq_len,split,uniprot_accession,tax_id,organism_name,is_anchor,was_excluded,cluster_size,n_anchors,n_candidates,length_bin,size_bin,nearest_anchor,nearest_anchor_tm,min_coverage,min_length_ratio,nearest_anchor_core_tm,max_anchor_core_tm,nearest_anchor_ca_jaccard,selected_order,selection_reason
AF-A0A350D7H7-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A350D7H7-F1-model_v4.cif,A0A2N5K7A0,A0A350D7H7,84.12,180,train,A0A350D7H7,1869227,bacterium,false,false,156,5,67,60-249,100+,AF-A0A552WNE1-F1,0.8788518452740262,0.8020833333333334,0.9375,0.9325241388575662,0.9325241388575662,0.6797385620915033,0,covered_by_training_anchor
AF-A0A660YBY9-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A660YBY9-F1-model_v4.cif,A0A2N5K7A0,A0A660YBY9,80.44,208,train,A0A660YBY9,2053570,Candidatus Latescibacteria bacterium,false,false,156,5,67,60-249,100+,AF-A0A552WNE1-F1,0.6812290050386058,0.7307692307692307,0.8701923076923077,0.7485526477648823,0.7485526477648823,0.3657142857142857,0,coverage_or_length
AF-A0A7C7EDG7-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A7C7EDG7-F1-model_v4.cif,A0A2N5K7A0,A0A7C7EDG7,85.06,174,train,A0A7C7EDG7,1898207,Clostridiales bacterium,false,false,156,5,67,60-249,100+,AF-A0A2D6PUL7-F1,0.88456682787476,0.8020833333333334,0.90625,0.9105582357041051,0.9105582357041051,0.5141509433962265,0,covered_by_training_anchor
AF-A0A7V0T706-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A7V0T706-F1-model_v4.cif,A0A2N5K7A0,A0A7V0T706,86.81,184,train,A0A7V0T706,2052148,candidate division WOR-3 bacterium,false,false,156,5,67,60-249,100+,AF-A0A0Q5VCK3-F1,0.8672648669667329,0.78125,0.9583333333333334,0.9409148446728758,0.9409148446728758,0.6951219512195121,0,coverage_or_length
AF-A0A7X2TV86-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A7X2TV86-F1-model_v4.cif,A0A2N5K7A0,A0A7X2TV86,84.5,199,train,A0A7X2TV86,2026791,Bryobacterales bacterium,false,false,156,5,67,60-249,100+,AF-A0A1F4U3T8-F1,0.8935140275668289,0.7738693467336684,0.9095477386934674,0.896086383708059,0.9120427081211343,0.6744186046511628,0,coverage_or_length
AF-A0A7X9DWK1-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A7X9DWK1-F1-model_v4.cif,A0A2N5K7A0,A0A7X9DWK1,81.06,189,train,A0A7X9DWK1,2026763,Myxococcales bacterium,false,false,156,5,67,60-249,100+,AF-A0A1F4U3T8-F1,0.8165668726446359,0.7395833333333334,0.9576719576719577,0.8285434004790271,0.8304149893337267,0.625,0,coverage_or_length
AF-K6VZM3-F1,gs://public-datasets-deepmind-alphafold-v4/AF-K6VZM3-F1-model_v4.cif,A0A2N5K7A0,K6VZM3,80.94,212,train,K6VZM3,1208314,Gordonia namibiensis NBRC 108229,false,false,156,5,67,60-249,100+,AF-A0A552WNE1-F1,0.8237997136799728,0.7122641509433962,0.8537735849056604,0.9118971056564953,0.9118971056564953,0.7583892617449665,0,coverage_or_length
AF-A0A022RB63-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A022RB63-F1-model_v4.cif,A0A2R6Q329,A0A022RB63,85.94,164,train,A0A022RB63,4155,Erythranthe guttata,false,false,24,5,17,60-249,20-99,AF-A0A0A0KV94-F1,0.5956589731640627,0.45408163265306123,0.8324873096446701,0.6557988800179211,0.6594693610268291,0.6666666666666666,0,coverage_or_length
AF-A0A251P1S2-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A251P1S2-F1-model_v4.cif,A0A2R6Q329,A0A251P1S2,84.88,171,train,A0A251P1S2,3760,Prunus persica,false,false,24,5,17,60-249,20-99,AF-A0A0A0KV94-F1,0.7503269723967055,0.4744897959183674,0.868020304568528,0.8331502003000857,0.8331502003000857,0.5714285714285714,0,coverage_or_length
AF-A0A2P2K895-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A2P2K895-F1-model_v4.cif,A0A2R6Q329,A0A2P2K895,84.12,176,train,A0A2P2K895,61149,Rhizophora mucronata,false,false,24,5,17,60-249,20-99,AF-A0A0A0KV94-F1,0.8993272714613073,0.47715736040609136,0.8934010152284264,0.933913336304355,0.933913336304355,0.6875,0,coverage_or_length
AF-A0A4D9AHJ6-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A4D9AHJ6-F1-model_v4.cif,A0A2R6Q329,A0A4D9AHJ6,85.88,173,train,A0A4D9AHJ6,180675,Salvia splendens,false,false,24,5,17,60-249,20-99,AF-A0A0A0KV94-F1,0.7997539103232627,0.4873096446700508,0.8781725888324873,0.8204054288452438,0.8204054288452438,0.5483870967741935,0,coverage_or_length
AF-A0A5D2ICT6-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A5D2ICT6-F1-model_v4.cif,A0A2R6Q329,A0A5D2ICT6,83.19,180,train,A0A5D2ICT6,34277,Gossypium tomentosum,false,false,24,5,17,60-249,20-99,AF-A0A0A0KV94-F1,0.8586396234747142,0.4720812182741117,0.9137055837563451,0.9289525448568348,0.9289525448568348,0.5,0,coverage_or_length
AF-A0A5N6R5R5-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A5N6R5R5-F1-model_v4.cif,A0A2R6Q329,A0A5N6R5R5,84.69,171,train,A0A5N6R5R5,176857,Carpinus fangiana,false,false,24,5,17,60-249,20-99,AF-A0A0A0KV94-F1,0.8563364056014262,0.47715736040609136,0.868020304568528,0.8951886276055809,0.8951886276055809,0.5526315789473685,0,coverage_or_length
AF-A0A7J7C3H2-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A7J7C3H2-F1-model_v4.cif,A0A2R6Q329,A0A7J7C3H2,82.44,178,train,A0A7J7C3H2,458696,Tripterygium wilfordii,false,false,24,5,17,60-249,20-99,AF-A0A0A0KV94-F1,0.8873735982480925,0.4846938775510204,0.9035532994923858,0.9290416887021762,0.9290416887021762,0.5714285714285714,0,coverage_or_length
AF-A0A834W4M5-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A834W4M5-F1-model_v4.cif,A0A2R6Q329,A0A834W4M5,83.69,179,train,A0A834W4M5,362788,Senna tora,false,false,24,5,17,60-249,20-99,AF-A0A0A0KV94-F1,0.8859268861608551,0.47715736040609136,0.9086294416243654,0.9189020085553182,0.9189020085553182,0.625,0,coverage_or_length
AF-A0A0A6XDM6-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A0A6XDM6-F1-model_v4.cif,A0A317IMJ3,A0A0A6XDM6,81.88,318,train,A0A0A6XDM6,1869,Actinoplanes utahensis,false,false,18,5,11,250-499,<20,AF-A0A4R9EZB8-F1,0.9337500638744836,0.7183908045977011,0.9137931034482759,0.962454654592505,0.962454654592505,0.728,0,coverage_or_length
AF-A0A2R4SVZ9-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A2R4SVZ9-F1-model_v4.cif,A0A317IMJ3,A0A2R4SVZ9,86.69,332,train,A0A2R4SVZ9,1535768,Streptomyces lunaelactis,false,false,18,5,11,250-499,<20,AF-A0A4R9EZB8-F1,0.9526098999245725,0.7442528735632183,0.9540229885057471,0.9685987816752172,0.9685987816752172,0.7630208333333334,0,coverage_or_length
AF-A0A2T0RXE6-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A2T0RXE6-F1-model_v4.cif,A0A317IMJ3,A0A2T0RXE6,84.81,330,train,A0A2T0RXE6,439699,Pseudosporangium ferrugineum,false,false,18,5,11,250-499,<20,AF-A0A4R9EZB8-F1,0.9244122316753605,0.7385057471264368,0.9482758620689655,0.9707948940979559,0.9707948940979559,0.7260812581913499,0,coverage_or_length
AF-A0A522NLQ6-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A522NLQ6-F1-model_v4.cif,A0A317IMJ3,A0A522NLQ6,87.25,355,train,A0A522NLQ6,1873462,Microbacteriaceae bacterium,false,false,18,5,11,250-499,<20,AF-A0A522MVV8-F1,0.9634661847069583,0.7408450704225352,0.9070422535211268,0.9284922796249263,0.9284922796249263,0.8220338983050848,0,coverage_or_length
AF-A0A5N8XMY6-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A5N8XMY6-F1-model_v4.cif,A0A317IMJ3,A0A5N8XMY6,85.62,336,train,A0A5N8XMY6,565072,Streptomyces spongiae,false,false,18,5,11,250-499,<20,AF-A0A4R9EZB8-F1,0.9359228191897013,0.735632183908046,0.9583333333333334,0.9353021112502037,0.9405536203918387,0.7368421052631579,0,coverage_or_length
AF-A0A7G8KMD7-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A7G8KMD7-F1-model_v4.cif,A0A317IMJ3,A0A7G8KMD7,82.88,331,train,A0A7G8KMD7,2763006,Streptomyces buecherae,false,false,18,5,11,250-499,<20,AF-A0A143CDN5-F1,0.8924847255232036,0.7126436781609196,0.9511494252873564,0.9656723161139024,0.9656723161139024,0.7621861152141802,0,coverage_or_length
AF-A0A846P501-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A846P501-F1-model_v4.cif,A0A317IMJ3,A0A846P501,88.0,315,train,A0A846P501,2053570,Candidatus Latescibacteria bacterium,false,false,18,5,11,250-499,<20,AF-A0A317IMJ3-F1,0.6687038019933417,0.6695402298850575,0.9051724137931034,0.7055650165182551,0.7055650165182551,0.5159474671669794,0,coverage_or_length
AF-G8SD31-F1,gs://public-datasets-deepmind-alphafold-v4/AF-G8SD31-F1-model_v4.cif,A0A317IMJ3,G8SD31,83.88,320,train,G8SD31,134676,Actinoplanes sp. (strain ATCC 31044 / CBS 674.73 / SE50/110),false,false,18,5,11,250-499,<20,AF-A0A4R9EZB8-F1,0.9306919350811388,0.7155172413793104,0.9195402298850575,0.9690079153587038,0.9690079153587038,0.7354570637119113,0,coverage_or_length
AF-A0A0Z8D0Z5-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A0Z8D0Z5-F1-model_v4.cif,A0A349HPU9,A0A0Z8D0Z5,85.44,335,train,A0A0Z8D0Z5,1307,Streptococcus suis,false,false,16,5,10,250-499,<20,AF-A0A374RU66-F1,0.5115268613628358,0.4597014925373134,0.7910447761194029,0.5131128830091555,0.5131128830091555,0.5779569892473119,0,coverage_or_length
AF-A0A139N0V8-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A139N0V8-F1-model_v4.cif,A0A349HPU9,A0A139N0V8,83.44,317,train,A0A139N0V8,45634,Streptococcus cristatus,false,false,16,5,10,250-499,<20,AF-U2SPZ4-F1,0.5806837245669079,0.5993690851735016,0.8359621451104101,0.5602741357935782,0.5602741357935782,0.5087209302325582,0,coverage_or_length
AF-A0A2W1Z819-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A2W1Z819-F1-model_v4.cif,A0A349HPU9,A0A2W1Z819,80.62,320,train,A0A2W1Z819,2175674,Curtobacterium sp. MCBD17_040,false,false,16,5,10,250-499,<20,AF-U2SPZ4-F1,0.4423043643010627,0.4,0.828125,0.42325785483845,0.42325785483845,0.6008583690987125,0,coverage_or_length
AF-A0A349HPU9-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A349HPU9-F1-model_v4.cif,A0A349HPU9,A0A349HPU9,88.69,302,train,A0A349HPU9,1898207,Clostridiales bacterium,false,false,16,5,10,250-499,<20,AF-A0A7Y5UAM8-F1,0.4893027174492824,0.47003154574132494,0.8774834437086093,0.4871221195248292,0.4871221195248292,0.6291666666666667,0,coverage_or_length
AF-A0A538J235-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A538J235-F1-model_v4.cif,A0A349HPU9,A0A538J235,88.81,300,train,A0A538J235,1883427,Actinobacteria bacterium,false,false,16,5,10,250-499,<20,AF-A0A7Y5UAM8-F1,0.4767646526445995,0.49666666666666665,0.8833333333333333,0.4822435038728009,0.48838534340929274,0.8274111675126904,0,coverage_or_length
AF-A0A5J4XEI1-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A5J4XEI1-F1-model_v4.cif,A0A349HPU9,A0A5J4XEI1,85.25,307,train,A0A5J4XEI1,2608996,Trebouxia sp. A1-2,false,false,16,5,10,250-499,<20,AF-U2SPZ4-F1,0.46454920219134865,0.4386503067484663,0.8631921824104235,0.43905588171044496,0.4420123871791367,0.6909090909090909,0,coverage_or_length
AF-A0A5J4XPZ9-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A5J4XPZ9-F1-model_v4.cif,A0A349HPU9,A0A5J4XPZ9,85.75,306,train,A0A5J4XPZ9,2608996,Trebouxia sp. A1-2,false,false,16,5,10,250-499,<20,AF-U2SPZ4-F1,0.5238627869283718,0.6339869281045751,0.8660130718954249,0.5099316919275078,0.5461296431553421,0.5349544072948328,0,coverage_or_length
AF-A0A5J4Y8W4-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A5J4Y8W4-F1-model_v4.cif,A0A349HPU9,A0A5J4Y8W4,84.0,327,train,A0A5J4Y8W4,2608996,Trebouxia sp. A1-2,false,false,16,5,10,250-499,<20,AF-A0A7Y5UAM8-F1,0.5263403281597795,0.45565749235474007,0.8103975535168195,0.497058806747203,0.497058806747203,0.6970954356846473,0,coverage_or_length
AF-A0A0S7GTB5-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A0S7GTB5-F1-model_v4.cif,A0A352JMQ8,A0A0S7GTB5,90.94,129,train,A0A0S7GTB5,188132,Poeciliopsis prolifica (blackstripe livebearer),false,false,13,5,6,60-249,<20,AF-A0A498MB63-F1,0.9494608871864473,0.813953488372093,0.8837209302325582,0.9478950544792623,0.9478950544792623,0.8478260869565217,0,covered_by_training_anchor
AF-A0A1G7XMG4-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A1G7XMG4-F1-model_v4.cif,A0A352JMQ8,A0A1G7XMG4,86.75,136,train,A0A1G7XMG4,470826,Psychroflexus sediminis,false,false,13,5,6,60-249,<20,AF-A0A497JGM6-F1,0.785075946838242,0.7720588235294118,0.8382352941176471,0.8183276887067988,0.8183276887067988,0.6363636363636364,0,coverage_or_length
AF-A0A2D4YYX8-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A2D4YYX8-F1-model_v4.cif,A0A352JMQ8,A0A2D4YYX8,85.12,118,train,A0A2D4YYX8,2024880,Synechococcus sp. CPC35,false,false,13,5,6,60-249,<20,AF-A0A497BB67-F1,0.643102539366216,0.6850393700787402,0.8939393939393939,0.6281189932415467,0.6281189932415467,0.7285067873303167,0,coverage_or_length
AF-A0A352JMQ8-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A352JMQ8-F1-model_v4.cif,A0A352JMQ8,A0A352JMQ8,85.12,124,train,A0A352JMQ8,2053540,Candidatus Collierbacteria bacterium,false,false,13,5,6,60-249,<20,AF-A0A497JGM6-F1,0.7651615341038578,0.8188976377952756,0.9193548387096774,0.7976796676701967,0.8402354436758986,0.6409090909090909,1,provisional_diverse; visual/core audit required
AF-A0A5C8CB57-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A5C8CB57-F1-model_v4.cif,A0A352JMQ8,A0A5C8CB57,86.62,133,train,A0A5C8CB57,29522,Brachyspira aalborgi,false,false,13,5,6,60-249,<20,AF-A0A6B2CAE5-F1,0.7310900735585674,0.7142857142857143,0.8571428571428571,0.7535035773584093,0.8077766880809635,0.6030150753768844,0,coverage_or_length
AF-A0A7V9VHQ4-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A7V9VHQ4-F1-model_v4.cif,A0A352JMQ8,A0A7V9VHQ4,90.12,133,train,A0A7V9VHQ4,2448782,Chloroflexia bacterium,false,false,13,5,6,60-249,<20,AF-A0A497BB67-F1,0.8392182352365501,0.7669172932330827,0.8571428571428571,0.8814786378627496,0.8814786378627496,0.7251908396946565,0,coverage_or_length
AF-A0A2E0MM04-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A2E0MM04-F1-model_v4.cif,A0A372ZQN4,A0A2E0MM04,80.38,358,train,A0A2E0MM04,51662,Pimelobacter sp. (strain R48),false,false,76,5,52,250-499,20-99,AF-A0A7C1J6S8-F1,0.8503946462020532,0.7597765363128491,0.8240223463687151,0.9166208493973687,0.9234301285238127,0.7625806451612903,0,coverage_or_length
AF-A0A350MTY7-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A350MTY7-F1-model_v4.cif,A0A372ZQN4,A0A350MTY7,94.56,317,train,A0A350MTY7,1883427,Actinobacteria bacterium,false,false,76,5,52,250-499,20-99,AF-A0A2V6RLS1-F1,0.9332119626121564,0.9211356466876972,0.9305993690851735,0.9346813458823099,0.9497831353070824,0.7791878172588832,0,covered_by_training_anchor
AF-A0A521TA73-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A521TA73-F1-model_v4.cif,A0A372ZQN4,A0A521TA73,95.69,303,train,A0A521TA73,1978231,Acidobacteria bacterium,false,false,76,5,52,250-499,20-99,AF-A0A7C7WFX4-F1,0.9565991354191794,0.9636963696369637,0.9735973597359736,0.9555727882185393,0.9555727882185393,0.8503740648379052,0,covered_by_training_anchor
AF-A0A640WEU3-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A640WEU3-F1-model_v4.cif,A0A372ZQN4,A0A640WEU3,87.62,340,train,A0A640WEU3,2606937,Salinicola sp. L3,false,false,76,5,52,250-499,20-99,AF-A0A2V6RLS1-F1,0.8965553977543094,0.8352941176470589,0.8676470588235294,0.9015243171296772,0.9015243171296772,0.7728459530026109,0,covered_by_training_anchor
AF-A0A7S0CNJ6-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A7S0CNJ6-F1-model_v4.cif,A0A372ZQN4,A0A7S0CNJ6,84.31,333,train,A0A7S0CNJ6,1561963,Amorphochlora amoebiformis,false,false,76,5,52,250-499,20-99,AF-A0A2V6RLS1-F1,0.840978667631383,0.8138138138138138,0.8858858858858859,0.8830038166070442,0.8904268421985906,0.7413554633471646,0,covered_by_training_anchor
AF-A0A7W0Z8Q3-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A7W0Z8Q3-F1-model_v4.cif,A0A372ZQN4,A0A7W0Z8Q3,84.56,357,train,A0A7W0Z8Q3,2732252,Thermoleophilaceae bacterium,false,false,76,5,52,250-499,20-99,AF-A0A2V6RLS1-F1,0.8705210885669888,0.7843137254901961,0.8263305322128851,0.8940375266750352,0.9296648897452979,0.7823218997361477,0,coverage_or_length
AF-A0A834VCX0-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A834VCX0-F1-model_v4.cif,A0A372ZQN4,A0A834VCX0,83.12,435,train,A0A834VCX0,52283,Sarcoptes scabiei,false,false,76,5,52,250-499,20-99,AF-A0A2V6RLS1-F1,0.8384153050220835,0.639080459770115,0.6781609195402298,0.8172490866257602,0.8172490866257602,0.6857142857142857,0,coverage_or_length
AF-C4JH57-F1,gs://public-datasets-deepmind-alphafold-v4/AF-C4JH57-F1-model_v4.cif,A0A372ZQN4,C4JH57,94.69,319,train,C4JH57,336963,Uncinocarpus reesii (strain UAMH 1704),false,false,76,5,52,250-499,20-99,AF-A0A7C1J6S8-F1,0.8525141249117932,0.8871473354231975,0.9247648902821317,0.8458701005271867,0.8458701005271867,0.7056650246305419,0,covered_by_training_anchor
AF-A0A0Q7G0B5-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A0Q7G0B5-F1-model_v4.cif,A0A3D0SHF0,A0A0Q7G0B5,91.12,115,train,A0A0Q7G0B5,1736533,Flavobacterium sp. Root420,false,false,61,5,53,60-249,20-99,AF-A0A023RHK9-F1,0.9577475306162647,0.9016393442622951,0.9426229508196722,0.958927321997164,0.958927321997164,0.825,0,covered_by_training_anchor
AF-A0A0R2MEI0-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A0R2MEI0-F1-model_v4.cif,A0A3D0SHF0,A0A0R2MEI0,89.25,105,train,A0A0R2MEI0,942150,Lactiplantibacillus xiangfangensis,false,false,61,5,53,60-249,20-99,AF-A0A133XU78-F1,0.9064807076787823,0.8360655737704918,0.860655737704918,0.9124476427765199,0.9128885428478627,0.6666666666666666,0,covered_by_training_anchor
AF-A0A2P6BVK3-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A2P6BVK3-F1-model_v4.cif,A0A3D0SHF0,A0A2P6BVK3,89.19,113,train,A0A2P6BVK3,470,Acinetobacter baumannii,false,false,61,5,53,60-249,20-99,AF-A0A023RHK9-F1,0.8608396798691322,0.819672131147541,0.9262295081967213,0.8779170767988584,0.8779170767988584,0.75,0,covered_by_training_anchor
AF-A0A3D0SHF0-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A3D0SHF0-F1-model_v4.cif,A0A3D0SHF0,A0A3D0SHF0,81.94,109,train,A0A3D0SHF0,2055789,Cyanobacteria bacterium UBA11991,false,false,61,5,53,60-249,20-99,AF-A0A023RHK9-F1,0.9214391382419559,0.860655737704918,0.8934426229508197,0.9509046249612638,0.9509046249612638,0.7746478873239436,0,covered_by_training_anchor
AF-A0A4R7W8S8-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A4R7W8S8-F1-model_v4.cif,A0A3D0SHF0,A0A4R7W8S8,86.12,121,train,A0A4R7W8S8,2485207,Rhodococcus sp. LP_11_YM,false,false,61,5,53,60-249,20-99,AF-A0A023RHK9-F1,0.8638974961335603,0.9016393442622951,0.9173553719008265,0.8509115479969712,0.8958185663602185,0.7073170731707317,0,covered_by_training_anchor
AF-A0A562MFY5-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A562MFY5-F1-model_v4.cif,A0A3D0SHF0,A0A562MFY5,91.25,104,train,A0A562MFY5,459529,Sphingobacterium siyangense,false,false,61,5,53,60-249,20-99,AF-A0A023RHK9-F1,0.7759120346475503,0.7933884297520661,0.8524590163934426,0.7757299821333551,0.7757299821333551,0.6712328767123288,0,coverage_or_length
AF-A0A679IBM9-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A679IBM9-F1-model_v4.cif,A0A3D0SHF0,A0A679IBM9,85.75,126,train,A0A679IBM9,1805431,Enterococcus saigonensis,false,false,61,5,53,60-249,20-99,AF-A0A023RHK9-F1,0.8704292423236404,0.8650793650793651,0.8809523809523809,0.8609100932863172,0.8609100932863172,0.6666666666666666,0,covered_by_training_anchor
AF-A0A848DM53-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A848DM53-F1-model_v4.cif,A0A3D0SHF0,A0A848DM53,92.69,124,train,A0A848DM53,630973,Pseudonocardia bannensis,false,false,61,5,53,60-249,20-99,AF-A0A2T5IS93-F1,0.9680631456354646,0.8548387096774194,0.8951612903225806,0.9680631456354646,0.9680631456354646,0.8207547169811321,0,covered_by_training_anchor
AF-A0A0G1CDL2-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A0G1CDL2-F1-model_v4.cif,A0A3D5YP51,A0A0G1CDL2,84.25,390,train,A0A0G1CDL2,1618436,Candidatus Gottesmanbacteria bacterium GW2011_GWA1_43_11,false,false,33,5,28,250-499,20-99,AF-A0A1H9RCC9-F1,0.44464867679382114,0.43846153846153846,0.8025641025641026,0.42352224967536556,0.42352224967536556,0.4835680751173709,0,coverage_or_length
AF-A0A2E6HXB1-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A2E6HXB1-F1-model_v4.cif,A0A3D5YP51,A0A2E6HXB1,91.12,321,train,A0A2E6HXB1,2026742,Gemmatimonadetes bacterium,false,false,33,5,28,250-499,20-99,AF-A0A1H9RCC9-F1,0.8573390466698603,0.9221183800623053,0.9750778816199377,0.8919684420025374,0.8919684420025374,0.7822222222222223,0,covered_by_training_anchor
AF-A0A3A0VL70-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A3A0VL70-F1-model_v4.cif,A0A3D5YP51,A0A3A0VL70,90.31,344,train,A0A3A0VL70,1293,Staphylococcus gallinarum,false,false,33,5,28,250-499,20-99,AF-A0A370GAQ4-F1,0.6172269909763131,0.6656976744186046,0.9098837209302325,0.5931387243853697,0.5931387243853697,0.5690690690690691,0,coverage_or_length
AF-A0A3G9H851-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A3G9H851-F1-model_v4.cif,A0A3D5YP51,A0A3G9H851,89.44,318,train,A0A3G9H851,2231112,Hydrogenimonas sp,false,false,33,5,28,250-499,20-99,AF-A0A7M2B507-F1,0.8860143478140522,0.9371069182389937,0.9842767295597484,0.9072070300701229,0.9175973465864857,0.7947530864197531,0,covered_by_training_anchor
AF-A0A417EL99-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A417EL99-F1-model_v4.cif,A0A3D5YP51,A0A417EL99,86.19,354,train,A0A417EL99,2292304,Clostridium sp. AM33-3,false,false,33,5,28,250-499,20-99,AF-A0A370GAQ4-F1,0.6763355462090312,0.7146892655367232,0.884180790960452,0.6658952189370775,0.6658952189370775,0.5205091937765205,0,coverage_or_length
AF-A0A449CZJ6-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A449CZJ6-F1-model_v4.cif,A0A3D5YP51,A0A449CZJ6,91.0,343,train,A0A449CZJ6,33889,Brevibacterium casei,false,false,33,5,28,250-499,20-99,AF-A0A6I1GDS0-F1,0.9150017173872429,0.8717201166180758,0.9125364431486881,0.931551636622387,0.931551636622387,0.7454289732770746,0,covered_by_training_anchor
AF-A0A6A4URP0-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A6A4URP0-F1-model_v4.cif,A0A3D5YP51,A0A6A4URP0,91.69,328,train,A0A6A4URP0,2053306,Ignavibacteria bacterium,false,false,33,5,28,250-499,20-99,AF-A0A1H9RCC9-F1,0.9014149941496118,0.899390243902439,0.9542682926829268,0.9087740882714835,0.9141879536174008,0.8320610687022901,0,covered_by_training_anchor
AF-F0HUX5-F1,gs://public-datasets-deepmind-alphafold-v4/AF-F0HUX5-F1-model_v4.cif,A0A3D5YP51,F0HUX5,83.31,389,train,F0HUX5,888027,Lactobacillus delbrueckii subsp. lactis DSM 20072,false,false,33,5,28,250-499,20-99,AF-A0A370GAQ4-F1,0.4827641084825896,0.4267352185089974,0.8046272493573264,0.45788691966128764,0.45788691966128764,0.6470588235294118,0,coverage_or_length
AF-A0A126P9Z6-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A126P9Z6-F1-model_v4.cif,A0A402G990,A0A126P9Z6,84.81,157,train,A0A126P9Z6,1484118,Hymenobacter sp. PAMC 26628,false,false,15,5,6,60-249,<20,AF-A0A6P4XSX3-F1,0.8296169480138524,0.7770700636942676,0.9289940828402367,0.8523747797206142,0.8523747797206142,0.7183908045977011,0,coverage_or_length
AF-A0A1G0H1A4-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A1G0H1A4-F1-model_v4.cif,A0A402G990,A0A1G0H1A4,83.0,165,train,A0A1G0H1A4,1798281,Gammaproteobacteria bacterium RIFCSPHIGHO2_12_FULL_40_19,false,false,15,5,6,60-249,<20,AF-A0A6P4XSX3-F1,0.8707905681201691,0.7818181818181819,0.8909090909090909,0.8879188361931444,0.8879188361931444,0.6995073891625616,0,coverage_or_length
AF-A0A1L8G4J9-F1,gs://public-datasets-deepmind-alphafold-v4/AF-A0A1L8G4J9-F1-model_v4.cif,A0A402G990,A0A1L8G4J9,81.94,154,train,A0A1L8G4J9,8355,Xenopus laevis,false,false,15,5,6,60-249,<20,AF-A0A402G990-F1,0.7790774820464289,0.8047337278106509,0.9112426035502958,0.7432044099568691,0.8136223669335944,0.6751269035532995,1,provisional_diverse; visual/core audit required
