dataset,stem,scope,arm,precision,n_repeats,L,n_true_mean,n_true_min,n_true_max,n_candidates_mean,n_context,n_rollouts
foldbench_monomer,7xlz_A,full_pipeline,iid200,0.6566037735849056,2,266,265.0,265,265,27759.0,0.0,200
foldbench_monomer,7xlz_A,full_pipeline,iid_repeat,0.6584905660377358,2,266,265.0,265,265,27759.0,0.0,100
foldbench_monomer,7xlz_A,full_pipeline,pred_large,0.6339622641509434,2,266,265.0,265,265,27759.0,88.0,100
foldbench_monomer,7xlz_A,full_pipeline,pred_small,0.6566037735849056,2,266,265.0,265,265,27759.0,10.0,100
foldbench_monomer,7xlz_A,full_pipeline,source_plus_iid200,0.6584905660377358,2,266,265.0,265,265,27759.0,0.0,200
foldbench_monomer,7xlz_A,full_pipeline,true_large,0.809433962264151,2,266,265.0,265,265,27759.0,88.0,100
foldbench_monomer,7xlz_A,full_pipeline,true_small,0.6867924528301886,2,266,265.0,265,265,27759.0,10.0,100
foldbench_monomer,7xlz_A,withheld_continuation,false_large,0.007633587786259542,2,266,125.0,119,131,27522.0,88.0,100
foldbench_monomer,7xlz_A,withheld_continuation,false_small,0.14853422284944512,2,266,125.0,119,131,27522.0,10.0,100
foldbench_monomer,7xlz_A,withheld_continuation,iid,0.4784142664699468,2,266,125.0,119,131,27522.0,0.0,100
foldbench_monomer,7xlz_A,withheld_continuation,iid200,0.47421258579767783,2,266,125.0,119,131,27522.0,0.0,200
foldbench_monomer,7xlz_A,withheld_continuation,iid_repeat,0.46657899801141833,2,266,125.0,119,131,27522.0,0.0,100
foldbench_monomer,7xlz_A,withheld_continuation,pred_large,0.44252357431522227,2,266,125.0,119,131,27522.0,88.0,100
foldbench_monomer,7xlz_A,withheld_continuation,pred_small,0.4623773173391494,2,266,125.0,119,131,27522.0,10.0,100
foldbench_monomer,7xlz_A,withheld_continuation,source_plus_iid200,0.47421258579767783,2,266,125.0,119,131,27522.0,0.0,200
foldbench_monomer,7xlz_A,withheld_continuation,true_large,0.6185451279748541,2,266,125.0,119,131,27522.0,88.0,100
foldbench_monomer,7xlz_A,withheld_continuation,true_small,0.5059015972801335,2,266,125.0,119,131,27522.0,10.0,100
foldbench_monomer,7xp9_A,full_pipeline,false_large,0.022222222222222223,2,84,45.0,45,45,2485.0,28.0,100
foldbench_monomer,7xp9_A,full_pipeline,false_small,0.011111111111111112,2,84,45.0,45,45,2485.0,10.0,100
foldbench_monomer,7xp9_A,full_pipeline,iid,0.3222222222222222,2,84,45.0,45,45,2485.0,0.0,100
foldbench_monomer,7xp9_A,full_pipeline,iid200,0.34444444444444444,2,84,45.0,45,45,2485.0,0.0,200
foldbench_monomer,7xp9_A,full_pipeline,iid_repeat,0.3666666666666667,2,84,45.0,45,45,2485.0,0.0,100
foldbench_monomer,7xp9_A,full_pipeline,pred_large,0.28888888888888886,2,84,45.0,45,45,2485.0,28.0,100
foldbench_monomer,7xp9_A,full_pipeline,pred_small,0.26666666666666666,2,84,45.0,45,45,2485.0,10.0,100
foldbench_monomer,7xp9_A,full_pipeline,source_plus_iid200,0.3222222222222222,2,84,45.0,45,45,2485.0,0.0,200
foldbench_monomer,7xp9_A,full_pipeline,true_large,0.8666666666666667,2,84,45.0,45,45,2485.0,28.0,100
foldbench_monomer,7xp9_A,full_pipeline,true_small,0.7,2,84,45.0,45,45,2485.0,10.0,100
foldbench_monomer,7xp9_A,withheld_continuation,false_large,0.07142857142857142,2,84,13.5,13,14,2408.5,28.0,100
foldbench_monomer,7xp9_A,withheld_continuation,false_small,0.0,2,84,13.5,13,14,2408.5,10.0,100
foldbench_monomer,7xp9_A,withheld_continuation,iid,0.0,2,84,13.5,13,14,2408.5,0.0,100
foldbench_monomer,7xp9_A,withheld_continuation,iid200,0.0,2,84,13.5,13,14,2408.5,0.0,200
foldbench_monomer,7xp9_A,withheld_continuation,iid_repeat,0.038461538461538464,2,84,13.5,13,14,2408.5,0.0,100
foldbench_monomer,7xp9_A,withheld_continuation,pred_large,0.0,2,84,13.5,13,14,2408.5,28.0,100
foldbench_monomer,7xp9_A,withheld_continuation,pred_small,0.0,2,84,13.5,13,14,2408.5,10.0,100
foldbench_monomer,7xp9_A,withheld_continuation,source_plus_iid200,0.0,2,84,13.5,13,14,2408.5,0.0,200
foldbench_monomer,7xp9_A,withheld_continuation,true_large,0.6263736263736264,2,84,13.5,13,14,2408.5,28.0,100
foldbench_monomer,7xp9_A,withheld_continuation,true_small,0.40934065934065933,2,84,13.5,13,14,2408.5,10.0,100
foldbench_monomer,7xq4_A,full_pipeline,false_large,0.04449152542372881,2,514,472.0,472,472,116915.0,171.0,100
foldbench_monomer,7xq4_A,full_pipeline,false_small,0.4502118644067797,2,514,472.0,472,472,116915.0,10.0,100
foldbench_monomer,7xq4_A,full_pipeline,iid,0.5095338983050848,2,514,472.0,472,472,116915.0,0.0,100
foldbench_monomer,7xq4_A,full_pipeline,iid200,0.5074152542372881,2,514,472.0,472,472,116915.0,0.0,200
foldbench_monomer,7xq4_A,full_pipeline,iid_repeat,0.5084745762711864,2,514,472.0,472,472,116915.0,0.0,100
foldbench_monomer,7xq4_A,full_pipeline,pred_large,0.4629237288135593,2,514,472.0,472,472,116915.0,171.0,100
foldbench_monomer,7xq4_A,full_pipeline,pred_small,0.5063559322033898,2,514,472.0,472,472,116915.0,10.0,100
foldbench_monomer,7xq4_A,full_pipeline,source_plus_iid200,0.5169491525423728,2,514,472.0,472,472,116915.0,0.0,200
foldbench_monomer,7xq4_A,full_pipeline,true_large,0.8315677966101696,2,514,472.0,472,472,116915.0,171.0,100
foldbench_monomer,7xq4_A,full_pipeline,true_small,0.5932203389830508,2,514,472.0,472,472,116915.0,10.0,100
foldbench_monomer,7xq4_A,withheld_continuation,false_large,0.010041397663988962,2,514,201.5,197,206,116448.5,171.0,100
foldbench_monomer,7xq4_A,withheld_continuation,false_small,0.18084372381844166,2,514,201.5,197,206,116448.5,10.0,100
foldbench_monomer,7xq4_A,withheld_continuation,iid,0.2579715144645409,2,514,201.5,197,206,116448.5,0.0,100
foldbench_monomer,7xq4_A,withheld_continuation,iid200,0.2653639544625696,2,514,201.5,197,206,116448.5,0.0,200
foldbench_monomer,7xq4_A,withheld_continuation,iid_repeat,0.25808240106451136,2,514,201.5,197,206,116448.5,0.0,100
foldbench_monomer,7xq4_A,withheld_continuation,pred_large,0.19607215021438076,2,514,201.5,197,206,116448.5,171.0,100
foldbench_monomer,7xq4_A,withheld_continuation,pred_small,0.26304765659652063,2,514,201.5,197,206,116448.5,10.0,100
foldbench_monomer,7xq4_A,withheld_continuation,source_plus_iid200,0.2656966142624809,2,514,201.5,197,206,116448.5,0.0,200
foldbench_monomer,7xq4_A,withheld_continuation,true_large,0.624735104233404,2,514,201.5,197,206,116448.5,171.0,100
foldbench_monomer,7xq4_A,withheld_continuation,true_small,0.3581637179044897,2,514,201.5,197,206,116448.5,10.0,100
foldbench_monomer,7xrx_A,full_pipeline,false_large,0.013888888888888888,2,398,396.0,396,396,77028.0,132.0,100
foldbench_monomer,7xrx_A,full_pipeline,false_small,0.2866161616161616,2,398,396.0,396,396,77028.0,10.0,100
foldbench_monomer,7xrx_A,full_pipeline,iid,0.48863636363636365,2,398,396.0,396,396,77028.0,0.0,100
foldbench_monomer,7xrx_A,full_pipeline,iid200,0.49368686868686873,2,398,396.0,396,396,77028.0,0.0,200
foldbench_monomer,7xrx_A,full_pipeline,iid_repeat,0.4949494949494949,2,398,396.0,396,396,77028.0,0.0,100
foldbench_monomer,7xrx_A,full_pipeline,pred_large,0.46085858585858586,2,398,396.0,396,396,77028.0,132.0,100
foldbench_monomer,7xrx_A,full_pipeline,pred_small,0.4861111111111111,2,398,396.0,396,396,77028.0,10.0,100
foldbench_monomer,7xrx_A,full_pipeline,source_plus_iid200,0.4949494949494949,2,398,396.0,396,396,77028.0,0.0,200
foldbench_monomer,7xrx_A,full_pipeline,true_large,0.755050505050505,2,398,396.0,396,396,77028.0,132.0,100
foldbench_monomer,7xrx_A,full_pipeline,true_small,0.5366161616161615,2,398,396.0,396,396,77028.0,10.0,100
foldbench_monomer,7xrx_A,withheld_continuation,false_large,0.007772435897435898,2,398,193.5,192,195,76657.5,132.0,100
foldbench_monomer,7xrx_A,withheld_continuation,false_small,0.10853365384615385,2,398,193.5,192,195,76657.5,10.0,100
foldbench_monomer,7xrx_A,withheld_continuation,iid,0.28934294871794874,2,398,193.5,192,195,76657.5,0.0,100
foldbench_monomer,7xrx_A,withheld_continuation,iid200,0.30228365384615385,2,398,193.5,192,195,76657.5,0.0,200
foldbench_monomer,7xrx_A,withheld_continuation,iid_repeat,0.28685897435897434,2,398,193.5,192,195,76657.5,0.0,100
foldbench_monomer,7xrx_A,withheld_continuation,pred_large,0.24274839743589743,2,398,193.5,192,195,76657.5,132.0,100
foldbench_monomer,7xrx_A,withheld_continuation,pred_small,0.2841346153846154,2,398,193.5,192,195,76657.5,10.0,100
foldbench_monomer,7xrx_A,withheld_continuation,source_plus_iid200,0.29451121794871793,2,398,193.5,192,195,76657.5,0.0,200
foldbench_monomer,7xrx_A,withheld_continuation,true_large,0.5375,2,398,193.5,192,195,76657.5,132.0,100
foldbench_monomer,7xrx_A,withheld_continuation,true_small,0.34863782051282055,2,398,193.5,192,195,76657.5,10.0,100
foldbench_monomer,7xyr_A,full_pipeline,false_large,0.036067892503536064,2,591,707.0,707,707,146099.0,197.0,100
foldbench_monomer,7xyr_A,full_pipeline,false_small,0.6195190947666196,2,591,707.0,707,707,146099.0,10.0,100
foldbench_monomer,7xyr_A,full_pipeline,iid,0.6760961810466761,2,591,707.0,707,707,146099.0,0.0,100
foldbench_monomer,7xyr_A,full_pipeline,iid200,0.6746817538896748,2,591,707.0,707,707,146099.0,0.0,200
foldbench_monomer,7xyr_A,full_pipeline,iid_repeat,0.6725601131541725,2,591,707.0,707,707,146099.0,0.0,100
foldbench_monomer,7xyr_A,full_pipeline,pred_large,0.6605374823196606,2,591,707.0,707,707,146099.0,197.0,100
foldbench_monomer,7xyr_A,full_pipeline,pred_small,0.6725601131541725,2,591,707.0,707,707,146099.0,10.0,100
foldbench_monomer,7xyr_A,full_pipeline,source_plus_iid200,0.673974540311174,2,591,707.0,707,707,146099.0,0.0,200
foldbench_monomer,7xyr_A,full_pipeline,true_large,0.78005657708628,2,591,707.0,707,707,146099.0,197.0,100
foldbench_monomer,7xyr_A,full_pipeline,true_small,0.6725601131541725,2,591,707.0,707,707,146099.0,10.0,100
foldbench_monomer,7xyr_A,withheld_continuation,false_large,0.014682144210659293,2,591,377.5,373,382,145564.5,197.0,100
foldbench_monomer,7xyr_A,withheld_continuation,false_small,0.4530129275858681,2,591,377.5,373,382,145564.5,10.0,100
foldbench_monomer,7xyr_A,withheld_continuation,iid,0.5127030024002358,2,591,377.5,373,382,145564.5,0.0,100
foldbench_monomer,7xyr_A,withheld_continuation,iid200,0.5101167834032817,2,591,377.5,373,382,145564.5,0.0,200
foldbench_monomer,7xyr_A,withheld_continuation,iid_repeat,0.5153839675476889,2,591,377.5,373,382,145564.5,0.0,100
foldbench_monomer,7xyr_A,withheld_continuation,pred_large,0.4862407534775346,2,591,377.5,373,382,145564.5,197.0,100
foldbench_monomer,7xyr_A,withheld_continuation,pred_small,0.5088078828797216,2,591,377.5,373,382,145564.5,10.0,100
foldbench_monomer,7xyr_A,withheld_continuation,source_plus_iid200,0.5073094900551633,2,591,377.5,373,382,145564.5,0.0,200
foldbench_monomer,7xyr_A,withheld_continuation,true_large,0.5910335050461097,2,591,377.5,373,382,145564.5,197.0,100
foldbench_monomer,7xyr_A,withheld_continuation,true_small,0.5086499726288898,2,591,377.5,373,382,145564.5,10.0,100
foldbench_monomer,7xz3_A,full_pipeline,false_large,0.012658227848101266,2,325,316.0,316,316,35832.0,108.0,100
foldbench_monomer,7xz3_A,full_pipeline,false_small,0.07753164556962025,2,325,316.0,316,316,35832.0,10.0,100
foldbench_monomer,7xz3_A,full_pipeline,iid,0.1598101265822785,2,325,316.0,316,316,35832.0,0.0,100
foldbench_monomer,7xz3_A,full_pipeline,iid200,0.14715189873417722,2,325,316.0,316,316,35832.0,0.0,200
foldbench_monomer,7xz3_A,full_pipeline,iid_repeat,0.13449367088607594,2,325,316.0,316,316,35832.0,0.0,100
foldbench_monomer,7xz3_A,full_pipeline,pred_large,0.11708860759493671,2,325,316.0,316,316,35832.0,108.0,100
foldbench_monomer,7xz3_A,full_pipeline,pred_small,0.1439873417721519,2,325,316.0,316,316,35832.0,10.0,100
foldbench_monomer,7xz3_A,full_pipeline,source_plus_iid200,0.1518987341772152,2,325,316.0,316,316,35832.0,0.0,200
foldbench_monomer,7xz3_A,full_pipeline,true_large,0.7689873417721519,2,325,316.0,316,316,35832.0,108.0,100
foldbench_monomer,7xz3_A,full_pipeline,true_small,0.3860759493670886,2,325,316.0,316,316,35832.0,10.0,100
foldbench_monomer,7xz3_A,withheld_continuation,false_large,0.011036036036036036,2,325,182.5,180,185,35522.5,108.0,100
foldbench_monomer,7xz3_A,withheld_continuation,false_small,0.01659159159159159,2,325,182.5,180,185,35522.5,10.0,100
foldbench_monomer,7xz3_A,withheld_continuation,iid,0.049024024024024025,2,325,182.5,180,185,35522.5,0.0,100
foldbench_monomer,7xz3_A,withheld_continuation,iid200,0.05457957957957958,2,325,182.5,180,185,35522.5,0.0,200
foldbench_monomer,7xz3_A,withheld_continuation,iid_repeat,0.04361861861861862,2,325,182.5,180,185,35522.5,0.0,100
foldbench_monomer,7xz3_A,withheld_continuation,pred_large,0.0216966966966967,2,325,182.5,180,185,35522.5,108.0,100
foldbench_monomer,7xz3_A,withheld_continuation,pred_small,0.04369369369369369,2,325,182.5,180,185,35522.5,10.0,100
foldbench_monomer,7xz3_A,withheld_continuation,source_plus_iid200,0.05187687687687688,2,325,182.5,180,185,35522.5,0.0,200
foldbench_monomer,7xz3_A,withheld_continuation,true_large,0.6301051051051051,2,325,182.5,180,185,35522.5,108.0,100
foldbench_monomer,7xz3_A,withheld_continuation,true_small,0.2795045045045045,2,325,182.5,180,185,35522.5,10.0,100
foldbench_monomer,7y3h_A,full_pipeline,false_large,0.014423076923076922,2,413,312.0,312,312,76245.0,137.0,100
foldbench_monomer,7y3h_A,full_pipeline,false_small,0.46955128205128205,2,413,312.0,312,312,76245.0,10.0,100
foldbench_monomer,7y3h_A,full_pipeline,iid,0.6282051282051282,2,413,312.0,312,312,76245.0,0.0,100
foldbench_monomer,7y3h_A,full_pipeline,iid200,0.625,2,413,312.0,312,312,76245.0,0.0,200
foldbench_monomer,7y3h_A,full_pipeline,iid_repeat,0.6298076923076923,2,413,312.0,312,312,76245.0,0.0,100
foldbench_monomer,7y3h_A,full_pipeline,pred_large,0.6266025641025641,2,413,312.0,312,312,76245.0,137.0,100
foldbench_monomer,7y3h_A,full_pipeline,pred_small,0.6266025641025641,2,413,312.0,312,312,76245.0,10.0,100
foldbench_monomer,7y3h_A,full_pipeline,source_plus_iid200,0.6314102564102564,2,413,312.0,312,312,76245.0,0.0,200
foldbench_monomer,7y3h_A,full_pipeline,true_large,0.8397435897435896,2,413,312.0,312,312,76245.0,137.0,100
foldbench_monomer,7y3h_A,full_pipeline,true_small,0.6650641025641025,2,413,312.0,312,312,76245.0,10.0,100
foldbench_monomer,7y3h_A,withheld_continuation,false_large,0.004761904761904762,2,413,102.5,100,105,75886.5,137.0,100
foldbench_monomer,7y3h_A,withheld_continuation,false_small,0.22309523809523812,2,413,102.5,100,105,75886.5,10.0,100
foldbench_monomer,7y3h_A,withheld_continuation,iid,0.32595238095238094,2,413,102.5,100,105,75886.5,0.0,100
foldbench_monomer,7y3h_A,withheld_continuation,iid200,0.33071428571428574,2,413,102.5,100,105,75886.5,0.0,200
foldbench_monomer,7y3h_A,withheld_continuation,iid_repeat,0.34571428571428575,2,413,102.5,100,105,75886.5,0.0,100
foldbench_monomer,7y3h_A,withheld_continuation,pred_large,0.3497619047619047,2,413,102.5,100,105,75886.5,137.0,100
foldbench_monomer,7y3h_A,withheld_continuation,pred_small,0.3261904761904762,2,413,102.5,100,105,75886.5,10.0,100
foldbench_monomer,7y3h_A,withheld_continuation,source_plus_iid200,0.3261904761904762,2,413,102.5,100,105,75886.5,0.0,200
foldbench_monomer,7y3h_A,withheld_continuation,true_large,0.5549999999999999,2,413,102.5,100,105,75886.5,137.0,100
foldbench_monomer,7y3h_A,withheld_continuation,true_small,0.36023809523809525,2,413,102.5,100,105,75886.5,10.0,100
foldbench_monomer,7y4h_A,full_pipeline,false_large,0.015625,2,338,320.0,320,320,52353.0,112.0,100
foldbench_monomer,7y4h_A,full_pipeline,false_small,0.4265625,2,338,320.0,320,320,52353.0,10.0,100
foldbench_monomer,7y4h_A,full_pipeline,iid,0.5875,2,338,320.0,320,320,52353.0,0.0,100
foldbench_monomer,7y4h_A,full_pipeline,iid200,0.5859375,2,338,320.0,320,320,52353.0,0.0,200
foldbench_monomer,7y4h_A,full_pipeline,iid_repeat,0.5859375,2,338,320.0,320,320,52353.0,0.0,100
foldbench_monomer,7y4h_A,full_pipeline,pred_large,0.590625,2,338,320.0,320,320,52353.0,112.0,100
foldbench_monomer,7y4h_A,full_pipeline,pred_small,0.5890625,2,338,320.0,320,320,52353.0,10.0,100
foldbench_monomer,7y4h_A,full_pipeline,source_plus_iid200,0.59375,2,338,320.0,320,320,52353.0,0.0,200
foldbench_monomer,7y4h_A,full_pipeline,true_large,0.7953125,2,338,320.0,320,320,52353.0,112.0,100
foldbench_monomer,7y4h_A,full_pipeline,true_small,0.6140625,2,338,320.0,320,320,52353.0,10.0,100
foldbench_monomer,7y4h_A,withheld_continuation,false_large,0.0069498069498069494,2,338,144.0,140,148,52053.0,112.0,100
foldbench_monomer,7y4h_A,withheld_continuation,false_small,0.22277992277992278,2,338,144.0,140,148,52053.0,10.0,100
foldbench_monomer,7y4h_A,withheld_continuation,iid,0.3749034749034749,2,338,144.0,140,148,52053.0,0.0,100
foldbench_monomer,7y4h_A,withheld_continuation,iid200,0.3681467181467182,2,338,144.0,140,148,52053.0,0.0,200
foldbench_monomer,7y4h_A,withheld_continuation,iid_repeat,0.361003861003861,2,338,144.0,140,148,52053.0,0.0,100
foldbench_monomer,7y4h_A,withheld_continuation,pred_large,0.3756756756756757,2,338,144.0,140,148,52053.0,112.0,100
foldbench_monomer,7y4h_A,withheld_continuation,pred_small,0.358011583011583,2,338,144.0,140,148,52053.0,10.0,100
foldbench_monomer,7y4h_A,withheld_continuation,source_plus_iid200,0.3784749034749035,2,338,144.0,140,148,52053.0,0.0,200
foldbench_monomer,7y4h_A,withheld_continuation,true_large,0.5621621621621622,2,338,144.0,140,148,52053.0,112.0,100
foldbench_monomer,7y4h_A,withheld_continuation,true_small,0.3965250965250965,2,338,144.0,140,148,52053.0,10.0,100
foldbench_monomer,7y54_A,full_pipeline,false_large,0.047619047619047616,2,100,105.0,105,105,4465.0,33.0,100
foldbench_monomer,7y54_A,full_pipeline,false_small,0.24285714285714285,2,100,105.0,105,105,4465.0,10.0,100
foldbench_monomer,7y54_A,full_pipeline,iid,0.8,2,100,105.0,105,105,4465.0,0.0,100
foldbench_monomer,7y54_A,full_pipeline,iid200,0.8,2,100,105.0,105,105,4465.0,0.0,200
foldbench_monomer,7y54_A,full_pipeline,iid_repeat,0.8,2,100,105.0,105,105,4465.0,0.0,100
foldbench_monomer,7y54_A,full_pipeline,pred_large,0.7904761904761904,2,100,105.0,105,105,4465.0,33.0,100
foldbench_monomer,7y54_A,full_pipeline,pred_small,0.7952380952380953,2,100,105.0,105,105,4465.0,10.0,100
foldbench_monomer,7y54_A,full_pipeline,source_plus_iid200,0.8047619047619048,2,100,105.0,105,105,4465.0,0.0,200
foldbench_monomer,7y54_A,full_pipeline,true_large,0.8761904761904762,2,100,105.0,105,105,4465.0,33.0,100
foldbench_monomer,7y54_A,full_pipeline,true_small,0.8285714285714285,2,100,105.0,105,105,4465.0,10.0,100
foldbench_monomer,7y54_A,withheld_continuation,false_large,0.0196078431372549,2,100,51.0,51,51,4378.0,33.0,100
foldbench_monomer,7y54_A,withheld_continuation,false_small,0.11764705882352941,2,100,51.0,51,51,4378.0,10.0,100
foldbench_monomer,7y54_A,withheld_continuation,iid,0.696078431372549,2,100,51.0,51,51,4378.0,0.0,100
foldbench_monomer,7y54_A,withheld_continuation,iid200,0.7058823529411764,2,100,51.0,51,51,4378.0,0.0,200
foldbench_monomer,7y54_A,withheld_continuation,iid_repeat,0.696078431372549,2,100,51.0,51,51,4378.0,0.0,100
foldbench_monomer,7y54_A,withheld_continuation,pred_large,0.6764705882352942,2,100,51.0,51,51,4378.0,33.0,100
foldbench_monomer,7y54_A,withheld_continuation,pred_small,0.696078431372549,2,100,51.0,51,51,4378.0,10.0,100
foldbench_monomer,7y54_A,withheld_continuation,source_plus_iid200,0.696078431372549,2,100,51.0,51,51,4378.0,0.0,200
foldbench_monomer,7y54_A,withheld_continuation,true_large,0.7450980392156863,2,100,51.0,51,51,4378.0,33.0,100
foldbench_monomer,7y54_A,withheld_continuation,true_small,0.7058823529411764,2,100,51.0,51,51,4378.0,10.0,100
foldbench_monomer,7y5j_A,full_pipeline,false_large,0.03296703296703297,2,102,91.0,91,91,4005.0,34.0,100
foldbench_monomer,7y5j_A,full_pipeline,false_small,0.27472527472527475,2,102,91.0,91,91,4005.0,10.0,100
foldbench_monomer,7y5j_A,full_pipeline,iid,0.7582417582417582,2,102,91.0,91,91,4005.0,0.0,100
foldbench_monomer,7y5j_A,full_pipeline,iid200,0.7637362637362637,2,102,91.0,91,91,4005.0,0.0,200
foldbench_monomer,7y5j_A,full_pipeline,iid_repeat,0.7692307692307692,2,102,91.0,91,91,4005.0,0.0,100
foldbench_monomer,7y5j_A,full_pipeline,pred_large,0.7527472527472527,2,102,91.0,91,91,4005.0,34.0,100
foldbench_monomer,7y5j_A,full_pipeline,pred_small,0.7692307692307693,2,102,91.0,91,91,4005.0,10.0,100
foldbench_monomer,7y5j_A,full_pipeline,source_plus_iid200,0.7582417582417582,2,102,91.0,91,91,4005.0,0.0,200
foldbench_monomer,7y5j_A,full_pipeline,true_large,0.8461538461538461,2,102,91.0,91,91,4005.0,34.0,100
foldbench_monomer,7y5j_A,full_pipeline,true_small,0.8241758241758241,2,102,91.0,91,91,4005.0,10.0,100
foldbench_monomer,7y5j_A,withheld_continuation,false_large,0.02817460317460317,2,102,35.5,35,36,3913.5,34.0,100
foldbench_monomer,7y5j_A,withheld_continuation,false_small,0.14206349206349206,2,102,35.5,35,36,3913.5,10.0,100
foldbench_monomer,7y5j_A,withheld_continuation,iid,0.5496031746031746,2,102,35.5,35,36,3913.5,0.0,100
foldbench_monomer,7y5j_A,withheld_continuation,iid200,0.5492063492063493,2,102,35.5,35,36,3913.5,0.0,200
foldbench_monomer,7y5j_A,withheld_continuation,iid_repeat,0.5630952380952381,2,102,35.5,35,36,3913.5,0.0,100
foldbench_monomer,7y5j_A,withheld_continuation,pred_large,0.5496031746031746,2,102,35.5,35,36,3913.5,34.0,100
foldbench_monomer,7y5j_A,withheld_continuation,pred_small,0.5492063492063493,2,102,35.5,35,36,3913.5,10.0,100
foldbench_monomer,7y5j_A,withheld_continuation,source_plus_iid200,0.5634920634920635,2,102,35.5,35,36,3913.5,0.0,200
foldbench_monomer,7y5j_A,withheld_continuation,true_large,0.6341269841269841,2,102,35.5,35,36,3913.5,34.0,100
foldbench_monomer,7y5j_A,withheld_continuation,true_small,0.6341269841269841,2,102,35.5,35,36,3913.5,10.0,100
foldbench_monomer,7y5m_A,full_pipeline,false_large,0.02702702702702703,2,170,148.0,148,148,11175.0,56.0,100
foldbench_monomer,7y5m_A,full_pipeline,false_small,0.32432432432432434,2,170,148.0,148,148,11175.0,10.0,100
foldbench_monomer,7y5m_A,full_pipeline,iid,0.5472972972972973,2,170,148.0,148,148,11175.0,0.0,100
foldbench_monomer,7y5m_A,full_pipeline,iid200,0.5439189189189189,2,170,148.0,148,148,11175.0,0.0,200
foldbench_monomer,7y5m_A,full_pipeline,iid_repeat,0.5371621621621622,2,170,148.0,148,148,11175.0,0.0,100
foldbench_monomer,7y5m_A,full_pipeline,pred_large,0.527027027027027,2,170,148.0,148,148,11175.0,56.0,100
foldbench_monomer,7y5m_A,full_pipeline,pred_small,0.527027027027027,2,170,148.0,148,148,11175.0,10.0,100
foldbench_monomer,7y5m_A,full_pipeline,source_plus_iid200,0.5506756756756757,2,170,148.0,148,148,11175.0,0.0,200
foldbench_monomer,7y5m_A,full_pipeline,true_large,0.7939189189189189,2,170,148.0,148,148,11175.0,56.0,100
foldbench_monomer,7y5m_A,full_pipeline,true_small,0.6013513513513513,2,170,148.0,148,148,11175.0,10.0,100
foldbench_monomer,7y5m_A,withheld_continuation,false_large,0.0,2,170,63.0,61,65,11026.0,56.0,100
foldbench_monomer,7y5m_A,withheld_continuation,false_small,0.07994955863808323,2,170,63.0,61,65,11026.0,10.0,100
foldbench_monomer,7y5m_A,withheld_continuation,iid,0.2936948297604035,2,170,63.0,61,65,11026.0,0.0,100
foldbench_monomer,7y5m_A,withheld_continuation,iid200,0.3018915510718789,2,170,63.0,61,65,11026.0,0.0,200
foldbench_monomer,7y5m_A,withheld_continuation,iid_repeat,0.2788146279949559,2,170,63.0,61,65,11026.0,0.0,100
foldbench_monomer,7y5m_A,withheld_continuation,pred_large,0.21324085750315258,2,170,63.0,61,65,11026.0,56.0,100
foldbench_monomer,7y5m_A,withheld_continuation,pred_small,0.27011349306431276,2,170,63.0,61,65,11026.0,10.0,100
foldbench_monomer,7y5m_A,withheld_continuation,source_plus_iid200,0.3018915510718789,2,170,63.0,61,65,11026.0,0.0,200
foldbench_monomer,7y5m_A,withheld_continuation,true_large,0.5715006305170239,2,170,63.0,61,65,11026.0,56.0,100
foldbench_monomer,7y5m_A,withheld_continuation,true_small,0.32547288776796973,2,170,63.0,61,65,11026.0,10.0,100
foldbench_monomer,7y5r_A,full_pipeline,false_large,0.04639175257731959,2,105,97.0,97,97,4950.0,35.0,100
foldbench_monomer,7y5r_A,full_pipeline,false_small,0.34536082474226804,2,105,97.0,97,97,4950.0,10.0,100
foldbench_monomer,7y5r_A,full_pipeline,iid,0.7577319587628866,2,105,97.0,97,97,4950.0,0.0,100
foldbench_monomer,7y5r_A,full_pipeline,iid200,0.7577319587628866,2,105,97.0,97,97,4950.0,0.0,200
foldbench_monomer,7y5r_A,full_pipeline,iid_repeat,0.7525773195876289,2,105,97.0,97,97,4950.0,0.0,100
foldbench_monomer,7y5r_A,full_pipeline,pred_large,0.7731958762886598,2,105,97.0,97,97,4950.0,35.0,100
foldbench_monomer,7y5r_A,full_pipeline,pred_small,0.7577319587628866,2,105,97.0,97,97,4950.0,10.0,100
foldbench_monomer,7y5r_A,full_pipeline,source_plus_iid200,0.7731958762886598,2,105,97.0,97,97,4950.0,0.0,200
foldbench_monomer,7y5r_A,full_pipeline,true_large,0.865979381443299,2,105,97.0,97,97,4950.0,35.0,100
foldbench_monomer,7y5r_A,full_pipeline,true_small,0.8041237113402062,2,105,97.0,97,97,4950.0,10.0,100
foldbench_monomer,7y5r_A,withheld_continuation,false_large,0.01282051282051282,2,105,41.5,39,44,4858.5,35.0,100
foldbench_monomer,7y5r_A,withheld_continuation,false_small,0.18793706293706294,2,105,41.5,39,44,4858.5,10.0,100
foldbench_monomer,7y5r_A,withheld_continuation,iid,0.6357808857808858,2,105,41.5,39,44,4858.5,0.0,100
foldbench_monomer,7y5r_A,withheld_continuation,iid200,0.622960372960373,2,105,41.5,39,44,4858.5,0.0,200
foldbench_monomer,7y5r_A,withheld_continuation,iid_repeat,0.6101398601398601,2,105,41.5,39,44,4858.5,0.0,100
