dataset,stem,arm,range,mode,L,n_true,n_rollouts,n_short_rollouts,n_empty_rollouts,oracle_legacy,oracle_fixed_R,mean_legacy,mean_fixed_R
foldbench_monomer,8q8i_A,iid,long,continuation,282,254,100,97,0,0.4855769230769231,0.39763779527559057,0.35403008415818826,0.30937007874015743
foldbench_monomer,8ycm_A,iid,all,full,229,196,100,75,0,0.41621621621621624,0.39285714285714285,0.23655569605891105,0.21678571428571425
foldbench_monomer,8ycm_A,iid,all,continuation,229,196,100,75,0,0.41621621621621624,0.39285714285714285,0.23655569605891105,0.21678571428571425
foldbench_monomer,8ycm_A,iid,long,full,229,128,100,83,0,0.39,0.3046875,0.18269422445463426,0.148671875
foldbench_monomer,8ycm_A,iid,long,continuation,229,128,100,83,0,0.39,0.3046875,0.18269422445463426,0.148671875
foldbench_monomer,7pv5_A,seeded,all,full,81,64,100,30,0,0.7868852459016393,0.765625,0.6546610783276771,0.644375
foldbench_monomer,7pv5_A,seeded,all,continuation,81,64,100,40,0,0.7833333333333333,0.78125,0.6558875328403058,0.6415625
foldbench_monomer,7pv5_A,seeded,long,full,81,41,100,20,0,0.8,0.7804878048780488,0.6386124977479277,0.6292682926829268
foldbench_monomer,7pv5_A,seeded,long,continuation,81,41,100,26,0,0.7948717948717948,0.7804878048780488,0.639477612065432,0.6273170731707317
foldbench_monomer,7qp5_A,seeded,all,full,245,241,100,35,0,0.34854771784232363,0.34854771784232363,0.21832784354475193,0.21236514522821573
foldbench_monomer,7qp5_A,seeded,all,continuation,245,241,100,36,0,0.34854771784232363,0.34854771784232363,0.2170078912090868,0.21074688796680494
foldbench_monomer,7qp5_A,seeded,long,full,245,165,100,47,0,0.36363636363636365,0.36363636363636365,0.20512693311386015,0.19721212121212126
foldbench_monomer,7qp5_A,seeded,long,continuation,245,165,100,52,0,0.36363636363636365,0.36363636363636365,0.20393053027067817,0.19563636363636366
foldbench_monomer,7qsj_A,seeded,all,full,373,347,100,17,0,0.5994236311239193,0.5994236311239193,0.46375147704990705,0.46121037463976955
foldbench_monomer,7qsj_A,seeded,all,continuation,373,347,100,17,0,0.5994236311239193,0.5994236311239193,0.4627950137140992,0.46002881844380406
foldbench_monomer,7qsj_A,seeded,long,full,373,226,100,7,0,0.584070796460177,0.584070796460177,0.4367602915880331,0.4353097345132743
foldbench_monomer,7qsj_A,seeded,long,continuation,373,226,100,10,0,0.584070796460177,0.584070796460177,0.4358142202594288,0.4342477876106194
foldbench_monomer,7t9r_A,seeded,all,full,38,24,100,27,0,0.6875,0.4583333333333333,0.12306972893172247,0.11375
foldbench_monomer,7t9r_A,seeded,all,continuation,38,24,100,29,0,0.7333333333333333,0.4583333333333333,0.12144270619973944,0.11083333333333333
foldbench_monomer,7t9r_A,seeded,long,full,38,7,100,83,15,0.5,0.2857142857142857,0.07611904761904763,0.051428571428571414
foldbench_monomer,7t9r_A,seeded,long,continuation,38,7,100,83,15,0.5,0.2857142857142857,0.07445238095238095,0.04999999999999999
foldbench_monomer,7tjb_A,seeded,all,full,227,201,100,10,0,0.6683417085427136,0.6616915422885572,0.5830972016262299,0.5812437810945272
foldbench_monomer,7tjb_A,seeded,all,continuation,227,201,100,10,0,0.6666666666666666,0.6567164179104478,0.5815666026652098,0.5794029850746268
foldbench_monomer,7tjb_A,seeded,long,full,227,134,100,11,0,0.6716417910447762,0.6716417910447762,0.5734618469621359,0.5712686567164178
foldbench_monomer,7tjb_A,seeded,long,continuation,227,134,100,11,0,0.6716417910447762,0.6716417910447762,0.5708413488056463,0.5682835820895522
foldbench_monomer,7tlh_A,seeded,all,full,136,114,100,71,0,0.45614035087719296,0.45614035087719296,0.27388842376359535,0.25166666666666665
foldbench_monomer,7tlh_A,seeded,all,continuation,136,114,100,73,0,0.46017699115044247,0.45614035087719296,0.2727813153962996,0.24877192982456137
foldbench_monomer,7tlh_A,seeded,long,full,136,77,100,50,0,0.4675324675324675,0.4675324675324675,0.2599461236688355,0.24337662337662336
foldbench_monomer,7tlh_A,seeded,long,continuation,136,77,100,52,0,0.4675324675324675,0.4675324675324675,0.25869654633761185,0.2407792207792208
foldbench_monomer,7uba_A,seeded,all,full,213,208,100,89,0,0.3333333333333333,0.2548076923076923,0.15532892582842683,0.11567307692307692
foldbench_monomer,7uba_A,seeded,all,continuation,213,208,100,90,0,0.33544303797468356,0.2548076923076923,0.15416818940695534,0.11413461538461536
foldbench_monomer,7uba_A,seeded,long,full,213,137,100,97,0,0.4444444444444444,0.17518248175182483,0.1022979259925188,0.05605839416058395
foldbench_monomer,7uba_A,seeded,long,continuation,213,137,100,97,0,0.4117647058823529,0.17518248175182483,0.10130575525489881,0.05547445255474453
foldbench_monomer,7uk8_A,seeded,all,full,394,526,100,91,0,0.4455852156057495,0.42585551330798477,0.36398264559410015,0.3457604562737642
foldbench_monomer,7uk8_A,seeded,all,continuation,394,526,100,92,0,0.4444444444444444,0.42395437262357416,0.3633075603582611,0.34448669201520915
foldbench_monomer,7uk8_A,seeded,long,full,394,398,100,95,0,0.45698924731182794,0.4271356783919598,0.3604270793455434,0.3349497487437187
foldbench_monomer,7uk8_A,seeded,long,continuation,394,398,100,95,0,0.45698924731182794,0.4271356783919598,0.35978289596134244,0.3337939698492463
foldbench_monomer,7ur2_A,seeded,all,full,195,137,100,40,0,0.43795620437956206,0.43795620437956206,0.1981722042274368,0.1872262773722628
foldbench_monomer,7ur2_A,seeded,all,continuation,195,137,100,41,0,0.43795620437956206,0.43795620437956206,0.19665266962544986,0.18525547445255477
foldbench_monomer,7ur2_A,seeded,long,full,195,112,100,61,0,0.45794392523364486,0.44642857142857145,0.20278165055494818,0.18214285714285716
foldbench_monomer,7ur2_A,seeded,long,continuation,195,112,100,64,0,0.45794392523364486,0.44642857142857145,0.20108560090032807,0.1799107142857143
foldbench_monomer,7urp_A,seeded,all,full,160,134,100,41,0,0.42857142857142855,0.40298507462686567,0.31995471642188367,0.31014925373134333
foldbench_monomer,7urp_A,seeded,all,continuation,160,134,100,44,0,0.43243243243243246,0.40298507462686567,0.3186719395860218,0.3077611940298508
foldbench_monomer,7urp_A,seeded,long,full,160,98,100,40,0,0.5274725274725275,0.4897959183673469,0.36537399408071425,0.3515306122448979
foldbench_monomer,7urp_A,seeded,long,continuation,160,98,100,43,0,0.5333333333333333,0.4897959183673469,0.36410335241420233,0.3488775510204081
foldbench_monomer,7uvg_A,seeded,all,full,183,178,100,87,0,0.4928571428571429,0.38764044943820225,0.27769111585457695,0.24050561797752812
foldbench_monomer,7uvg_A,seeded,all,continuation,183,178,100,87,0,0.49640287769784175,0.38764044943820225,0.2758155544765712,0.23764044943820228
foldbench_monomer,7uvg_A,seeded,long,full,183,128,100,80,0,0.5813953488372093,0.4375,0.3110655703217801,0.26796875
foldbench_monomer,7uvg_A,seeded,long,continuation,183,128,100,80,0,0.5764705882352941,0.4375,0.3089045436195222,0.264609375
foldbench_monomer,7uww_A,seeded,all,full,635,693,100,38,0,0.31530139103554866,0.31024531024531027,0.24086951683073468,0.23747474747474745
foldbench_monomer,7uww_A,seeded,all,continuation,635,693,100,38,0,0.3152492668621701,0.31024531024531027,0.24008321972999216,0.23656565656565656
foldbench_monomer,7uww_A,seeded,long,full,635,474,100,46,0,0.27637130801687765,0.27637130801687765,0.1978697652491718,0.19312236286919832
foldbench_monomer,7uww_A,seeded,long,continuation,635,474,100,47,0,0.27637130801687765,0.27637130801687765,0.1972347586169292,0.19240506329113924
foldbench_monomer,7v3o_A,seeded,all,full,328,272,100,12,0,0.3694029850746269,0.3639705882352941,0.20940914727060808,0.20856617647058825
foldbench_monomer,7v3o_A,seeded,all,continuation,328,272,100,14,0,0.36704119850187267,0.3602941176470588,0.20845107771798818,0.20750000000000005
foldbench_monomer,7v3o_A,seeded,long,full,328,187,100,1,0,0.36363636363636365,0.36363636363636365,0.2052874331550802,0.20518716577540105
foldbench_monomer,7v3o_A,seeded,long,continuation,328,187,100,1,0,0.3582887700534759,0.3582887700534759,0.20465546218487393,0.20454545454545453
foldbench_monomer,7w15_A,seeded,all,full,302,303,100,44,0,0.624561403508772,0.6171617161716172,0.5218732808792962,0.5133333333333333
foldbench_monomer,7w15_A,seeded,all,continuation,302,303,100,46,0,0.624561403508772,0.6138613861386139,0.520999100024818,0.5116831683168318
foldbench_monomer,7w15_A,seeded,long,full,302,197,100,36,0,0.6091370558375635,0.6091370558375635,0.5088888414613855,0.5011167512690355
foldbench_monomer,7w15_A,seeded,long,continuation,302,197,100,37,0,0.6091370558375635,0.6091370558375635,0.5075014964781558,0.49913705583756346
foldbench_monomer,7wz5_A,seeded,all,full,161,113,100,56,0,0.07228915662650602,0.061946902654867256,0.025679903244076447,0.022212389380530974
foldbench_monomer,7wz5_A,seeded,all,continuation,161,113,100,58,0,0.07317073170731707,0.05309734513274336,0.025564594613806578,0.02194690265486726
foldbench_monomer,7wz5_A,seeded,long,full,161,103,100,96,0,0.08333333333333333,0.04854368932038835,0.020293952492939055,0.013883495145631065
foldbench_monomer,7wz5_A,seeded,long,continuation,161,103,100,96,0,0.0847457627118644,0.04854368932038835,0.020375469046184973,0.013883495145631065
foldbench_monomer,7wzm_A,seeded,all,full,492,456,100,79,0,0.7101449275362319,0.6557017543859649,0.62930350997734,0.6083333333333334
foldbench_monomer,7wzm_A,seeded,all,continuation,492,456,100,81,0,0.7094430992736077,0.6535087719298246,0.6285858283617363,0.6065131578947369
foldbench_monomer,7wzm_A,seeded,long,full,492,335,100,85,0,0.7037037037037037,0.6537313432835821,0.6290894116231589,0.6010149253731342
foldbench_monomer,7wzm_A,seeded,long,continuation,492,335,100,86,0,0.7027027027027027,0.6507462686567164,0.6283838499847315,0.5992238805970149
foldbench_monomer,7x3h_A,seeded,all,full,290,296,100,33,0,0.5809859154929577,0.5777027027027027,0.5100119577129936,0.5054729729729729
foldbench_monomer,7x3h_A,seeded,all,continuation,290,296,100,34,0,0.5795053003533569,0.5777027027027027,0.5095280119705068,0.5044256756756756
foldbench_monomer,7x3h_A,seeded,long,full,290,196,100,28,0,0.5824175824175825,0.5816326530612245,0.4863682916331505,0.4814795918367347
foldbench_monomer,7x3h_A,seeded,long,continuation,290,196,100,29,0,0.5824175824175825,0.576530612244898,0.4855086297951016,0.480204081632653
foldbench_monomer,7x4p_A,seeded,all,full,307,333,100,33,0,0.47530864197530864,0.4624624624624625,0.37263773364502817,0.36831831831831835
foldbench_monomer,7x4p_A,seeded,all,continuation,307,333,100,35,0,0.47368421052631576,0.4594594594594595,0.3718421602890046,0.36711711711711714
foldbench_monomer,7x4p_A,seeded,long,full,307,241,100,63,0,0.4801762114537445,0.45228215767634855,0.37100305937722483,0.3549377593360997
foldbench_monomer,7x4p_A,seeded,long,continuation,307,241,100,68,0,0.4778761061946903,0.45228215767634855,0.3702949648013743,0.35352697095435687
foldbench_monomer,7x8l_A,seeded,all,full,514,580,100,68,0,0.48906560636182905,0.42931034482758623,0.37793627185517165,0.36108620689655174
foldbench_monomer,7x8l_A,seeded,all,continuation,514,580,100,69,0,0.48804780876494025,0.42758620689655175,0.3769423313339586,0.35967241379310344
foldbench_monomer,7x8l_A,seeded,long,full,514,440,100,71,0,0.5095367847411444,0.42727272727272725,0.3796352696084796,0.35947727272727276
foldbench_monomer,7x8l_A,seeded,long,continuation,514,440,100,71,0,0.5081967213114754,0.425,0.3785699377804748,0.35795454545454564
foldbench_monomer,7xcd_A,seeded,all,full,178,148,100,35,0,0.16176470588235295,0.14864864864864866,0.07957726604923701,0.0772972972972973
foldbench_monomer,7xcd_A,seeded,all,continuation,178,148,100,39,0,0.16296296296296298,0.14864864864864866,0.0785375532544152,0.07608108108108108
foldbench_monomer,7xcd_A,seeded,long,full,178,103,100,31,0,0.16326530612244897,0.1553398058252427,0.06328663116838848,0.06106796116504854
foldbench_monomer,7xcd_A,seeded,long,continuation,178,103,100,31,0,0.16494845360824742,0.1553398058252427,0.06240362550942028,0.06009708737864077
foldbench_monomer,7xg9_A,seeded,all,full,288,241,100,76,0,0.4131455399061033,0.3651452282157676,0.2585477286313828,0.2338589211618257
foldbench_monomer,7xg9_A,seeded,all,continuation,288,241,100,78,0,0.41509433962264153,0.3651452282157676,0.25723526058477364,0.2317842323651452
foldbench_monomer,7xg9_A,seeded,long,full,288,201,100,91,0,0.4603174603174603,0.3383084577114428,0.2669494479901528,0.21701492537313438
foldbench_monomer,7xg9_A,seeded,long,continuation,288,201,100,91,0,0.456,0.3383084577114428,0.26568529947516883,0.2150248756218906
foldbench_monomer,7xi5_A,seeded,all,full,65,42,100,22,0,0.8536585365853658,0.8333333333333334,0.6912194017254996,0.6816666666666669
foldbench_monomer,7xi5_A,seeded,all,continuation,65,42,100,29,0,0.875,0.8333333333333334,0.6982617039764023,0.6835714285714285
foldbench_monomer,7xi5_A,seeded,long,full,65,23,100,51,0,0.9411764705882353,0.782608695652174,0.6665366972806736,0.6204347826086957
foldbench_monomer,7xi5_A,seeded,long,continuation,65,23,100,59,0,0.9375,0.782608695652174,0.6746344707531442,0.616521739130435
foldbench_monomer,7xjr_A,seeded,all,full,337,354,100,69,0,0.5407166123778502,0.5225988700564972,0.453980547353906,0.4401129943502825
foldbench_monomer,7xjr_A,seeded,all,continuation,337,354,100,71,0,0.5392156862745098,0.5225988700564972,0.4529850102347934,0.4382203389830508
foldbench_monomer,7xjr_A,seeded,long,full,337,275,100,68,0,0.5668016194331984,0.5527272727272727,0.46783088926670496,0.44745454545454555
foldbench_monomer,7xjr_A,seeded,long,continuation,337,275,100,69,0,0.5691056910569106,0.5527272727272727,0.4669631361154365,0.44556363636363633
foldbench_monomer,7xlz_A,seeded,all,full,266,265,100,46,0,0.6276150627615062,0.6264150943396226,0.5304406389677805,0.5187547169811321
foldbench_monomer,7xlz_A,seeded,all,continuation,266,265,100,50,0,0.6302521008403361,0.6264150943396226,0.5293088084194851,0.5166037735849057
foldbench_monomer,7xlz_A,seeded,long,full,266,174,100,45,0,0.5988372093023255,0.5919540229885057,0.4940521011366597,0.48
foldbench_monomer,7xlz_A,seeded,long,continuation,266,174,100,48,0,0.5964912280701754,0.5862068965517241,0.49317549410026856,0.47833333333333333
foldbench_monomer,7xp9_A,seeded,all,full,84,45,100,33,0,0.5,0.4666666666666667,0.22704146088969054,0.2102222222222222
foldbench_monomer,7xp9_A,seeded,all,continuation,84,45,100,37,0,0.5135135135135135,0.4444444444444444,0.22495403860617877,0.20688888888888887
foldbench_monomer,7xp9_A,seeded,long,full,84,27,100,32,1,0.5185185185185185,0.5185185185185185,0.1619858447256617,0.15185185185185182
foldbench_monomer,7xp9_A,seeded,long,continuation,84,27,100,40,1,0.5185185185185185,0.5185185185185185,0.1599798194220391,0.14777777777777776
foldbench_monomer,7xq4_A,seeded,all,full,514,472,100,72,0,0.47126436781609193,0.4406779661016949,0.3768115629990444,0.3579237288135593
foldbench_monomer,7xq4_A,seeded,all,continuation,514,472,100,72,0,0.4700460829493088,0.4385593220338983,0.37553869371175175,0.35612288135593223
foldbench_monomer,7xq4_A,seeded,long,full,514,335,100,77,0,0.4555160142348754,0.3880597014925373,0.3409814643764885,0.31256716417910446
foldbench_monomer,7xq4_A,seeded,long,continuation,514,335,100,77,0,0.4555160142348754,0.3880597014925373,0.33994623624858117,0.31116417910447763
foldbench_monomer,7xrx_A,seeded,all,full,398,396,100,52,0,0.4388888888888889,0.398989898989899,0.3292657801205947,0.3214141414141414
foldbench_monomer,7xrx_A,seeded,all,continuation,398,396,100,54,0,0.4401114206128134,0.398989898989899,0.32843527563518593,0.32015151515151513
foldbench_monomer,7xrx_A,seeded,long,full,398,302,100,41,0,0.4631578947368421,0.44370860927152317,0.34438135035362355,0.33705298013245033
foldbench_monomer,7xrx_A,seeded,long,continuation,398,302,100,42,0,0.4647887323943662,0.44370860927152317,0.3434457047126083,0.33579470198675504
foldbench_monomer,7xyr_A,seeded,all,full,591,707,100,37,0,0.593841642228739,0.5869872701555869,0.5454054976133519,0.5395332390381895
foldbench_monomer,7xyr_A,seeded,all,continuation,591,707,100,39,0,0.593245227606461,0.5869872701555869,0.5447982183570909,0.5386280056577086
foldbench_monomer,7xyr_A,seeded,long,full,591,527,100,45,0,0.598,0.5806451612903226,0.5374404141042942,0.5290132827324477
foldbench_monomer,7xyr_A,seeded,long,continuation,591,527,100,47,0,0.598,0.5806451612903226,0.5368601566670628,0.5281024667931689
foldbench_monomer,7xz3_A,seeded,all,full,325,316,100,95,0,0.24489795918367346,0.22784810126582278,0.08424612688818835,0.06740506329113924
foldbench_monomer,7xz3_A,seeded,all,continuation,325,316,100,95,0,0.24232081911262798,0.22468354430379747,0.08339225579802192,0.06645569620253165
foldbench_monomer,7xz3_A,seeded,long,full,325,254,100,97,0,0.27230046948356806,0.2283464566929134,0.06562485535284064,0.04295275590551181
foldbench_monomer,7xz3_A,seeded,long,continuation,325,254,100,97,0,0.27230046948356806,0.2283464566929134,0.06506640951244388,0.04251968503937007
foldbench_monomer,7y3h_A,seeded,all,full,413,312,100,29,0,0.5958188153310104,0.5865384615384616,0.5092383496229438,0.504423076923077
foldbench_monomer,7y3h_A,seeded,all,continuation,413,312,100,29,0,0.5944055944055944,0.5865384615384616,0.5081194204880187,0.5028205128205128
foldbench_monomer,7y3h_A,seeded,long,full,413,199,100,6,0,0.5677083333333334,0.5628140703517588,0.4653056246771706,0.4646231155778895
foldbench_monomer,7y3h_A,seeded,long,continuation,413,199,100,6,0,0.5654450261780105,0.5577889447236181,0.4642036377829277,0.46341708542713567
foldbench_monomer,7y4h_A,seeded,all,full,338,320,100,4,0,0.515625,0.515625,0.42561736843867587,0.42496874999999995
foldbench_monomer,7y4h_A,seeded,all,continuation,338,320,100,4,0,0.5125,0.5125,0.42401905459744915,0.42331250000000004
foldbench_monomer,7y4h_A,seeded,long,full,338,226,100,3,0,0.5265486725663717,0.5265486725663717,0.43770132834669473,0.43681415929203543
foldbench_monomer,7y4h_A,seeded,long,continuation,338,226,100,3,0,0.5265486725663717,0.5265486725663717,0.4362174648783695,0.4353097345132743
foldbench_monomer,7y54_A,seeded,all,full,100,105,100,96,0,0.8651685393258427,0.8095238095238095,0.7516765257974467,0.6647619047619047
foldbench_monomer,7y54_A,seeded,all,continuation,100,105,100,99,0,0.8636363636363636,0.8,0.7515307161863122,0.6575238095238095
foldbench_monomer,7y54_A,seeded,long,full,100,58,100,80,0,0.8888888888888888,0.8275862068965517,0.7647953931242,0.7175862068965517
foldbench_monomer,7y54_A,seeded,long,continuation,100,58,100,87,0,0.8867924528301887,0.8275862068965517,0.7647154665605039,0.7108620689655173
foldbench_monomer,7y5j_A,seeded,all,full,102,91,100,43,0,0.7582417582417582,0.7582417582417582,0.6777720752298988,0.6615384615384616
foldbench_monomer,7y5j_A,seeded,all,continuation,102,91,100,53,0,0.7582417582417582,0.7582417582417582,0.6778383838926232,0.6576923076923079
foldbench_monomer,7y5j_A,seeded,long,full,102,50,100,30,0,0.7777777777777778,0.72,0.6353838607158216,0.6218
foldbench_monomer,7y5j_A,seeded,long,continuation,102,50,100,36,0,0.7727272727272727,0.72,0.6348529974775637,0.6186
foldbench_monomer,7y5m_A,seeded,all,full,170,148,100,97,0,0.6363636363636364,0.5202702702702703,0.48545812865111543,0.39898648648648644
foldbench_monomer,7y5m_A,seeded,all,continuation,170,148,100,97,0,0.6326530612244898,0.5135135135135135,0.48487113055209413,0.39527027027027023
foldbench_monomer,7y5m_A,seeded,long,full,170,107,100,100,0,0.6896551724137931,0.514018691588785,0.5352848243621247,0.37794392523364484
foldbench_monomer,7y5m_A,seeded,long,continuation,170,107,100,100,0,0.6842105263157895,0.5046728971962616,0.5343218362094199,0.374392523364486
foldbench_monomer,7y5r_A,seeded,all,full,105,97,100,69,0,0.8275862068965517,0.7835051546391752,0.6853273767881486,0.6575257731958761
foldbench_monomer,7y5r_A,seeded,all,continuation,105,97,100,73,0,0.8255813953488372,0.7835051546391752,0.6847416603344888,0.6517525773195877
foldbench_monomer,7y5r_A,seeded,long,full,105,60,100,72,0,0.82,0.7166666666666667,0.6500610433191291,0.6126666666666667
foldbench_monomer,7y5r_A,seeded,long,continuation,105,60,100,75,0,0.82,0.7166666666666667,0.649790262962902,0.6070000000000001
foldbench_monomer,7y8h_A,seeded,all,full,100,83,100,48,0,0.8611111111111112,0.8072289156626506,0.6976868831360151,0.6816867469879518
foldbench_monomer,7y8h_A,seeded,all,continuation,100,83,100,59,0,0.8591549295774648,0.7951807228915663,0.6973585392510305,0.6763855421686746
foldbench_monomer,7y8h_A,seeded,long,full,100,49,100,57,0,0.875,0.8163265306122449,0.7474406607967397,0.7189795918367345
foldbench_monomer,7y8h_A,seeded,long,continuation,100,49,100,61,0,0.8717948717948718,0.8163265306122449,0.7484011550030316,0.7138775510204082
foldbench_monomer,7y8i_A,seeded,all,full,97,83,100,17,0,0.8192771084337349,0.8192771084337349,0.7470616021517799,0.7434939759036144
foldbench_monomer,7y8i_A,seeded,all,continuation,97,83,100,23,0,0.8271604938271605,0.8192771084337349,0.7466703734620459,0.7410843373493975
foldbench_monomer,7y8i_A,seeded,long,full,97,47,100,45,0,0.8837209302325582,0.8085106382978723,0.7544075137190603,0.7340425531914895
foldbench_monomer,7y8i_A,seeded,long,continuation,97,47,100,52,0,0.8837209302325582,0.8085106382978723,0.7546613765579185,0.7297872340425533
foldbench_monomer,7yd4_A,seeded,all,full,185,142,100,35,0,0.15079365079365079,0.14788732394366197,0.0755744317043806,0.07211267605633803
foldbench_monomer,7yd4_A,seeded,all,continuation,185,142,100,38,0,0.152,0.14788732394366197,0.07467845377251056,0.07112676056338027
foldbench_monomer,7yd4_A,seeded,long,full,185,101,100,50,0,0.1782178217821782,0.1782178217821782,0.07042446333725166,0.06445544554455446
foldbench_monomer,7yd4_A,seeded,long,continuation,185,101,100,50,0,0.1782178217821782,0.1782178217821782,0.06973748817753776,0.06376237623762376
foldbench_monomer,7yhr_A,seeded,all,full,60,41,100,58,0,0.6052631578947368,0.5853658536585366,0.3235153138006396,0.2890243902439024
foldbench_monomer,7yhr_A,seeded,all,continuation,60,41,100,64,0,0.6097560975609756,0.6097560975609756,0.3253167174484466,0.28512195121951217
foldbench_monomer,7yhr_A,seeded,long,full,60,23,100,88,2,0.6818181818181818,0.6521739130434783,0.26660597761558524,0.19739130434782606
foldbench_monomer,7yhr_A,seeded,long,continuation,60,23,100,93,2,0.6818181818181818,0.6521739130434783,0.2684875094413222,0.19304347826086954
foldbench_monomer,7ykm_A,seeded,all,full,105,55,100,0,0,0.7454545454545455,0.7454545454545455,0.6109090909090908,0.6109090909090908
foldbench_monomer,7ykm_A,seeded,all,continuation,105,55,100,0,0,0.7636363636363637,0.7636363636363637,0.6129090909090908,0.6129090909090908
foldbench_monomer,7ykm_A,seeded,long,full,105,34,100,6,0,0.7941176470588235,0.7941176470588235,0.6327025401069519,0.6305882352941178
foldbench_monomer,7ykm_A,seeded,long,continuation,105,34,100,9,0,0.7941176470588235,0.7941176470588235,0.6341503076303836,0.6308823529411766
foldbench_monomer,7ylr_A,seeded,all,full,330,364,100,94,0,0.694006309148265,0.6291208791208791,0.6114710649745405,0.5762637362637362
foldbench_monomer,7ylr_A,seeded,all,continuation,330,364,100,95,0,0.6930379746835443,0.6263736263736264,0.610634831559065,0.5738736263736262
foldbench_monomer,7ylr_A,seeded,long,full,330,242,100,97,0,0.7055837563451777,0.5950413223140496,0.593373097051927,0.5380991735537191
foldbench_monomer,7ylr_A,seeded,long,continuation,330,242,100,97,0,0.7055837563451777,0.5950413223140496,0.5926411077868999,0.5362396694214876
foldbench_monomer,7yug_A,seeded,all,full,118,94,100,92,0,0.5151515151515151,0.2978723404255319,0.17923152669051523,0.12404255319148935
foldbench_monomer,7yug_A,seeded,all,continuation,118,94,100,93,0,0.5,0.2872340425531915,0.1782362386831321,0.12127659574468087
foldbench_monomer,7yug_A,seeded,long,full,118,50,100,81,0,0.30303030303030304,0.22,0.0590418889166672,0.046400000000000004
foldbench_monomer,7yug_A,seeded,long,continuation,118,50,100,81,0,0.30303030303030304,0.22,0.05899001763567541,0.046000000000000006
foldbench_monomer,7yyg_A,seeded,all,full,365,221,100,45,0,0.22702702702702704,0.19004524886877827,0.07612586184683698,0.07054298642533936
foldbench_monomer,7yyg_A,seeded,all,continuation,365,221,100,46,0,0.22826086956521738,0.19004524886877827,0.07547612009848946,0.06977375565610859
foldbench_monomer,7yyg_A,seeded,long,full,365,140,100,40,0,0.17117117117117117,0.14285714285714285,0.04055974765441645,0.03742857142857142
foldbench_monomer,7yyg_A,seeded,long,continuation,365,140,100,40,0,0.17117117117117117,0.14285714285714285,0.040336716602820566,0.03721428571428571
foldbench_monomer,7z65_A,seeded,all,full,283,320,100,77,0,0.5342960288808665,0.50625,0.4475900104098239,0.4292187499999999
foldbench_monomer,7z65_A,seeded,all,continuation,283,320,100,78,0,0.532608695652174,0.503125,0.4466512989555577,0.42721875000000004
foldbench_monomer,7z65_A,seeded,long,full,283,259,100,90,0,0.5814977973568282,0.525096525096525,0.48062417214870207,0.45050193050193044
foldbench_monomer,7z65_A,seeded,long,continuation,283,259,100,92,0,0.5796460176991151,0.5212355212355212,0.47965322377672537,0.44814671814671814
foldbench_monomer,7znz_A,seeded,all,full,761,932,100,2,0,0.34227467811158796,0.34227467811158796,0.2772153124343167,0.2770922746781116
foldbench_monomer,7znz_A,seeded,all,continuation,761,932,100,2,0,0.34227467811158796,0.34227467811158796,0.2766527314358904,0.2765236051502146
foldbench_monomer,7znz_A,seeded,long,full,761,675,100,11,0,0.31407407407407406,0.31407407407407406,0.24921490364293483,0.2480888888888889
foldbench_monomer,7znz_A,seeded,long,continuation,761,675,100,11,0,0.31407407407407406,0.31407407407407406,0.24887372121699575,0.24773333333333333
foldbench_monomer,7zoi_A,seeded,all,full,151,110,100,1,0,0.6181818181818182,0.6181818181818182,0.5100824915824914,0.5099999999999999
foldbench_monomer,7zoi_A,seeded,all,continuation,151,110,100,2,0,0.6272727272727273,0.6272727272727273,0.5086228087268985,0.5084545454545454
foldbench_monomer,7zoi_A,seeded,long,full,151,39,100,1,0,0.6153846153846154,0.6153846153846154,0.426946386946387,0.4261538461538462
foldbench_monomer,7zoi_A,seeded,long,continuation,151,39,100,1,0,0.6153846153846154,0.6153846153846154,0.42643356643356645,0.4256410256410257
foldbench_monomer,7zs2_A,seeded,all,full,316,223,100,28,0,0.6632124352331606,0.6322869955156951,0.5326891152039073,0.5265022421524663
foldbench_monomer,7zs2_A,seeded,all,continuation,316,223,100,28,0,0.6614583333333334,0.6278026905829597,0.5312340143677394,0.5243497757847533
foldbench_monomer,7zs2_A,seeded,long,full,316,139,100,21,0,0.6412213740458015,0.60431654676259,0.4616788611099584,0.45424460431654673
foldbench_monomer,7zs2_A,seeded,long,continuation,316,139,100,25,0,0.6384615384615384,0.5971223021582733,0.4596899590060983,0.4517266187050359
foldbench_monomer,7zu3_A,seeded,all,full,132,92,100,15,0,0.5645161290322581,0.42391304347826086,0.1997949458552119,0.19543478260869565
foldbench_monomer,7zu3_A,seeded,all,continuation,132,92,100,17,0,0.5573770491803278,0.42391304347826086,0.19804962876291815,0.1933695652173913
foldbench_monomer,7zu3_A,seeded,long,full,132,61,100,34,0,0.6666666666666666,0.4262295081967213,0.16958685941719903,0.15737704918032785
foldbench_monomer,7zu3_A,seeded,long,continuation,132,61,100,34,0,0.6551724137931034,0.4262295081967213,0.16886490115668099,0.15655737704918032
foldbench_monomer,7zv1_A,seeded,all,full,136,111,100,99,0,0.5714285714285714,0.5405405405405406,0.3255998626779168,0.2679279279279279
foldbench_monomer,7zv1_A,seeded,all,continuation,136,111,100,100,0,0.5769230769230769,0.5405405405405406,0.3245102315460556,0.2640540540540541
