dataset,stem,K,comparison,value,reference,delta
foldbench_monomer,8bau_A,3,cluster_oracle_vs_random_oracle,0.6746411483253588,0.6650717703349283,0.009569377990430561
foldbench_monomer,8bau_A,5,cluster_oracle_vs_pooled,0.6889952153110048,0.6794258373205742,0.009569377990430672
foldbench_monomer,8bau_A,5,cluster_oracle_with_pooled_vs_pooled,0.6889952153110048,0.6794258373205742,0.009569377990430672
foldbench_monomer,8bau_A,5,cluster_oracle_vs_random_oracle,0.6889952153110048,0.6746411483253588,0.014354066985646008
foldbench_monomer,8bau_A,10,cluster_oracle_vs_pooled,0.6746411483253588,0.6794258373205742,-0.004784688995215336
foldbench_monomer,8bau_A,10,cluster_oracle_with_pooled_vs_pooled,0.6794258373205742,0.6794258373205742,0.0
foldbench_monomer,8bau_A,10,cluster_oracle_vs_random_oracle,0.6746411483253588,0.6411483253588517,0.03349282296650713
foldbench_monomer,8bau_A,20,cluster_oracle_vs_pooled,0.6842105263157895,0.6794258373205742,0.004784688995215336
foldbench_monomer,8bau_A,20,cluster_oracle_with_pooled_vs_pooled,0.6842105263157895,0.6794258373205742,0.004784688995215336
foldbench_monomer,8bau_A,20,cluster_oracle_vs_random_oracle,0.6842105263157895,0.645933014354067,0.038277511961722466
foldbench_monomer,7ur2_A,2,cluster_oracle_vs_pooled,0.4160583941605839,0.3576642335766423,0.05839416058394159
foldbench_monomer,7ur2_A,2,cluster_oracle_with_pooled_vs_pooled,0.4160583941605839,0.3576642335766423,0.05839416058394159
foldbench_monomer,7ur2_A,2,cluster_oracle_vs_random_oracle,0.4160583941605839,0.3576642335766423,0.05839416058394159
foldbench_monomer,7ur2_A,3,cluster_oracle_vs_pooled,0.4233576642335766,0.3576642335766423,0.06569343065693434
foldbench_monomer,7ur2_A,3,cluster_oracle_with_pooled_vs_pooled,0.4233576642335766,0.3576642335766423,0.06569343065693434
foldbench_monomer,7ur2_A,3,cluster_oracle_vs_random_oracle,0.4233576642335766,0.364963503649635,0.058394160583941646
foldbench_monomer,7ur2_A,5,cluster_oracle_vs_pooled,0.4233576642335766,0.3576642335766423,0.06569343065693434
foldbench_monomer,7ur2_A,5,cluster_oracle_with_pooled_vs_pooled,0.4233576642335766,0.3576642335766423,0.06569343065693434
foldbench_monomer,7ur2_A,5,cluster_oracle_vs_random_oracle,0.4233576642335766,0.3430656934306569,0.08029197080291972
foldbench_monomer,7ur2_A,10,cluster_oracle_vs_pooled,0.4452554744525547,0.3576642335766423,0.08759124087591241
foldbench_monomer,7ur2_A,10,cluster_oracle_with_pooled_vs_pooled,0.4452554744525547,0.3576642335766423,0.08759124087591241
foldbench_monomer,7ur2_A,10,cluster_oracle_vs_random_oracle,0.4452554744525547,0.3503649635036496,0.0948905109489051
foldbench_monomer,7ur2_A,20,cluster_oracle_vs_pooled,0.4671532846715328,0.3576642335766423,0.10948905109489049
foldbench_monomer,7ur2_A,20,cluster_oracle_with_pooled_vs_pooled,0.4671532846715328,0.3576642335766423,0.10948905109489049
foldbench_monomer,7ur2_A,20,cluster_oracle_vs_random_oracle,0.4671532846715328,0.3722627737226277,0.09489051094890505
foldbench_monomer,8cpn_A,2,cluster_oracle_vs_pooled,0.3511904761904761,0.3154761904761904,0.0357142857142857
foldbench_monomer,8cpn_A,2,cluster_oracle_with_pooled_vs_pooled,0.3511904761904761,0.3154761904761904,0.0357142857142857
foldbench_monomer,8cpn_A,2,cluster_oracle_vs_random_oracle,0.3511904761904761,0.3214285714285714,0.02976190476190471
foldbench_monomer,8cpn_A,3,cluster_oracle_vs_pooled,0.5357142857142857,0.3154761904761904,0.2202380952380953
foldbench_monomer,8cpn_A,3,cluster_oracle_with_pooled_vs_pooled,0.5357142857142857,0.3154761904761904,0.2202380952380953
foldbench_monomer,8cpn_A,3,cluster_oracle_vs_random_oracle,0.5357142857142857,0.3273809523809524,0.20833333333333331
foldbench_monomer,8cpn_A,5,cluster_oracle_vs_pooled,0.5357142857142857,0.3154761904761904,0.2202380952380953
foldbench_monomer,8cpn_A,5,cluster_oracle_with_pooled_vs_pooled,0.5357142857142857,0.3154761904761904,0.2202380952380953
foldbench_monomer,8cpn_A,5,cluster_oracle_vs_random_oracle,0.5357142857142857,0.4107142857142857,0.125
foldbench_monomer,8cpn_A,10,cluster_oracle_vs_pooled,0.5535714285714286,0.3154761904761904,0.2380952380952382
foldbench_monomer,8cpn_A,10,cluster_oracle_with_pooled_vs_pooled,0.5535714285714286,0.3154761904761904,0.2380952380952382
foldbench_monomer,8cpn_A,10,cluster_oracle_vs_random_oracle,0.5535714285714286,0.3392857142857143,0.2142857142857143
foldbench_monomer,8cpn_A,20,cluster_oracle_vs_pooled,0.5178571428571429,0.3154761904761904,0.2023809523809525
foldbench_monomer,8cpn_A,20,cluster_oracle_with_pooled_vs_pooled,0.5178571428571429,0.3154761904761904,0.2023809523809525
foldbench_monomer,8cpn_A,20,cluster_oracle_vs_random_oracle,0.5178571428571429,0.3154761904761904,0.2023809523809525
foldbench_monomer,8baq_A,2,cluster_oracle_vs_pooled,0.4631578947368421,0.4631578947368421,0.0
foldbench_monomer,8baq_A,2,cluster_oracle_with_pooled_vs_pooled,0.4631578947368421,0.4631578947368421,0.0
foldbench_monomer,8baq_A,2,cluster_oracle_vs_random_oracle,0.4631578947368421,0.4736842105263157,-0.010526315789473606
foldbench_monomer,8baq_A,3,cluster_oracle_vs_pooled,0.4842105263157895,0.4631578947368421,0.02105263157894738
foldbench_monomer,8baq_A,3,cluster_oracle_with_pooled_vs_pooled,0.4842105263157895,0.4631578947368421,0.02105263157894738
foldbench_monomer,8baq_A,3,cluster_oracle_vs_random_oracle,0.4842105263157895,0.4684210526315789,0.015789473684210575
foldbench_monomer,8baq_A,5,cluster_oracle_vs_pooled,0.4789473684210526,0.4631578947368421,0.01578947368421052
foldbench_monomer,8baq_A,5,cluster_oracle_with_pooled_vs_pooled,0.4789473684210526,0.4631578947368421,0.01578947368421052
foldbench_monomer,8baq_A,5,cluster_oracle_vs_random_oracle,0.4789473684210526,0.4736842105263157,0.005263157894736914
foldbench_monomer,8baq_A,10,cluster_oracle_vs_pooled,0.4631578947368421,0.4631578947368421,0.0
foldbench_monomer,8baq_A,10,cluster_oracle_with_pooled_vs_pooled,0.4631578947368421,0.4631578947368421,0.0
foldbench_monomer,8baq_A,10,cluster_oracle_vs_random_oracle,0.4631578947368421,0.4736842105263157,-0.010526315789473606
foldbench_monomer,8baq_A,20,cluster_oracle_vs_pooled,0.4947368421052631,0.4631578947368421,0.031578947368420984
foldbench_monomer,8baq_A,20,cluster_oracle_with_pooled_vs_pooled,0.4947368421052631,0.4631578947368421,0.031578947368420984
foldbench_monomer,8baq_A,20,cluster_oracle_vs_random_oracle,0.4947368421052631,0.4631578947368421,0.031578947368420984
foldbench_monomer,8add_A,2,cluster_oracle_vs_pooled,0.1761904761904762,0.1714285714285714,0.0047619047619048005
foldbench_monomer,8add_A,2,cluster_oracle_with_pooled_vs_pooled,0.1761904761904762,0.1714285714285714,0.0047619047619048005
foldbench_monomer,8add_A,2,cluster_oracle_vs_random_oracle,0.1761904761904762,0.1666666666666666,0.009523809523809601
foldbench_monomer,8add_A,3,cluster_oracle_vs_pooled,0.1666666666666666,0.1714285714285714,-0.0047619047619048005
foldbench_monomer,8add_A,3,cluster_oracle_with_pooled_vs_pooled,0.1714285714285714,0.1714285714285714,0.0
foldbench_monomer,8add_A,3,cluster_oracle_vs_random_oracle,0.1666666666666666,0.1714285714285714,-0.0047619047619048005
foldbench_monomer,8add_A,5,cluster_oracle_vs_pooled,0.1809523809523809,0.1714285714285714,0.00952380952380949
foldbench_monomer,8add_A,5,cluster_oracle_with_pooled_vs_pooled,0.1809523809523809,0.1714285714285714,0.00952380952380949
foldbench_monomer,8add_A,5,cluster_oracle_vs_random_oracle,0.1809523809523809,0.1523809523809524,0.028571428571428498
foldbench_monomer,8add_A,10,cluster_oracle_vs_pooled,0.1761904761904762,0.1714285714285714,0.0047619047619048005
foldbench_monomer,8add_A,10,cluster_oracle_with_pooled_vs_pooled,0.1761904761904762,0.1714285714285714,0.0047619047619048005
foldbench_monomer,8add_A,10,cluster_oracle_vs_random_oracle,0.1761904761904762,0.1476190476190476,0.02857142857142861
foldbench_monomer,8add_A,20,cluster_oracle_vs_pooled,0.1666666666666666,0.1714285714285714,-0.0047619047619048005
foldbench_monomer,8add_A,20,cluster_oracle_with_pooled_vs_pooled,0.1714285714285714,0.1714285714285714,0.0
foldbench_monomer,8add_A,20,cluster_oracle_vs_random_oracle,0.1666666666666666,0.1333333333333333,0.0333333333333333
foldbench_monomer,7uba_A,2,cluster_oracle_vs_pooled,0.2259615384615384,0.2163461538461538,0.009615384615384609
foldbench_monomer,7uba_A,2,cluster_oracle_with_pooled_vs_pooled,0.2259615384615384,0.2163461538461538,0.009615384615384609
foldbench_monomer,7uba_A,2,cluster_oracle_vs_random_oracle,0.2259615384615384,0.2307692307692307,-0.004807692307692291
foldbench_monomer,7uba_A,3,cluster_oracle_vs_pooled,0.2259615384615384,0.2163461538461538,0.009615384615384609
foldbench_monomer,7uba_A,3,cluster_oracle_with_pooled_vs_pooled,0.2259615384615384,0.2163461538461538,0.009615384615384609
foldbench_monomer,7uba_A,3,cluster_oracle_vs_random_oracle,0.2259615384615384,0.2211538461538461,0.004807692307692318
foldbench_monomer,7uba_A,5,cluster_oracle_vs_pooled,0.2307692307692307,0.2163461538461538,0.0144230769230769
foldbench_monomer,7uba_A,5,cluster_oracle_with_pooled_vs_pooled,0.2307692307692307,0.2163461538461538,0.0144230769230769
foldbench_monomer,7uba_A,5,cluster_oracle_vs_random_oracle,0.2307692307692307,0.2211538461538461,0.009615384615384609
foldbench_monomer,7uba_A,10,cluster_oracle_vs_pooled,0.2211538461538461,0.2163461538461538,0.004807692307692291
foldbench_monomer,7uba_A,10,cluster_oracle_with_pooled_vs_pooled,0.2211538461538461,0.2163461538461538,0.004807692307692291
foldbench_monomer,7uba_A,10,cluster_oracle_vs_random_oracle,0.2211538461538461,0.2596153846153846,-0.03846153846153849
foldbench_monomer,7uba_A,20,cluster_oracle_vs_pooled,0.2548076923076923,0.2163461538461538,0.03846153846153849
foldbench_monomer,7uba_A,20,cluster_oracle_with_pooled_vs_pooled,0.2548076923076923,0.2163461538461538,0.03846153846153849
foldbench_monomer,7uba_A,20,cluster_oracle_vs_random_oracle,0.2548076923076923,0.2211538461538461,0.0336538461538462
foldbench_monomer,8b6a_A,2,cluster_oracle_vs_pooled,0.6153846153846154,0.6153846153846154,0.0
foldbench_monomer,8b6a_A,2,cluster_oracle_with_pooled_vs_pooled,0.6153846153846154,0.6153846153846154,0.0
foldbench_monomer,8b6a_A,2,cluster_oracle_vs_random_oracle,0.6153846153846154,0.6205128205128205,-0.00512820512820511
foldbench_monomer,8b6a_A,3,cluster_oracle_vs_pooled,0.6102564102564103,0.6153846153846154,-0.00512820512820511
foldbench_monomer,8b6a_A,3,cluster_oracle_with_pooled_vs_pooled,0.6153846153846154,0.6153846153846154,0.0
foldbench_monomer,8b6a_A,3,cluster_oracle_vs_random_oracle,0.6102564102564103,0.6205128205128205,-0.01025641025641022
foldbench_monomer,8b6a_A,5,cluster_oracle_vs_pooled,0.6205128205128205,0.6153846153846154,0.00512820512820511
foldbench_monomer,8b6a_A,5,cluster_oracle_with_pooled_vs_pooled,0.6205128205128205,0.6153846153846154,0.00512820512820511
foldbench_monomer,8b6a_A,5,cluster_oracle_vs_random_oracle,0.6205128205128205,0.6153846153846154,0.00512820512820511
foldbench_monomer,8b6a_A,10,cluster_oracle_vs_pooled,0.6153846153846154,0.6153846153846154,0.0
foldbench_monomer,8b6a_A,10,cluster_oracle_with_pooled_vs_pooled,0.6153846153846154,0.6153846153846154,0.0
foldbench_monomer,8b6a_A,10,cluster_oracle_vs_random_oracle,0.6153846153846154,0.6307692307692307,-0.01538461538461533
foldbench_monomer,8b6a_A,20,cluster_oracle_vs_pooled,0.6102564102564103,0.6153846153846154,-0.00512820512820511
foldbench_monomer,8b6a_A,20,cluster_oracle_with_pooled_vs_pooled,0.6153846153846154,0.6153846153846154,0.0
foldbench_monomer,8b6a_A,20,cluster_oracle_vs_random_oracle,0.6102564102564103,0.6051282051282051,0.005128205128205221
foldbench_monomer,8cih_A,2,cluster_oracle_vs_pooled,0.360759493670886,0.3481012658227848,0.012658227848101222
foldbench_monomer,8cih_A,2,cluster_oracle_with_pooled_vs_pooled,0.360759493670886,0.3481012658227848,0.012658227848101222
foldbench_monomer,8cih_A,2,cluster_oracle_vs_random_oracle,0.360759493670886,0.360759493670886,0.0
foldbench_monomer,8cih_A,3,cluster_oracle_vs_pooled,0.3734177215189873,0.3481012658227848,0.0253164556962025
foldbench_monomer,8cih_A,3,cluster_oracle_with_pooled_vs_pooled,0.3734177215189873,0.3481012658227848,0.0253164556962025
foldbench_monomer,8cih_A,3,cluster_oracle_vs_random_oracle,0.3734177215189873,0.360759493670886,0.012658227848101278
foldbench_monomer,8cih_A,5,cluster_oracle_vs_pooled,0.3417721518987341,0.3481012658227848,-0.006329113924050667
foldbench_monomer,8cih_A,5,cluster_oracle_with_pooled_vs_pooled,0.3481012658227848,0.3481012658227848,0.0
foldbench_monomer,8cih_A,5,cluster_oracle_vs_random_oracle,0.3417721518987341,0.3670886075949367,-0.02531645569620261
foldbench_monomer,8cih_A,10,cluster_oracle_vs_pooled,0.3987341772151899,0.3481012658227848,0.05063291139240511
foldbench_monomer,8cih_A,10,cluster_oracle_with_pooled_vs_pooled,0.3987341772151899,0.3481012658227848,0.05063291139240511
foldbench_monomer,8cih_A,10,cluster_oracle_vs_random_oracle,0.3987341772151899,0.3481012658227848,0.05063291139240511
foldbench_monomer,8cih_A,20,cluster_oracle_vs_pooled,0.360759493670886,0.3481012658227848,0.012658227848101222
foldbench_monomer,8cih_A,20,cluster_oracle_with_pooled_vs_pooled,0.360759493670886,0.3481012658227848,0.012658227848101222
foldbench_monomer,8cih_A,20,cluster_oracle_vs_random_oracle,0.360759493670886,0.2974683544303797,0.06329113924050628
foldbench_monomer,8cba_A,2,cluster_oracle_vs_pooled,0.1959183673469387,0.2,-0.004081632653061301
foldbench_monomer,8cba_A,2,cluster_oracle_with_pooled_vs_pooled,0.2,0.2,0.0
foldbench_monomer,8cba_A,2,cluster_oracle_vs_random_oracle,0.1959183673469387,0.1918367346938775,0.004081632653061218
foldbench_monomer,8cba_A,3,cluster_oracle_vs_pooled,0.2244897959183673,0.2,0.02448979591836728
foldbench_monomer,8cba_A,3,cluster_oracle_with_pooled_vs_pooled,0.2244897959183673,0.2,0.02448979591836728
foldbench_monomer,8cba_A,3,cluster_oracle_vs_random_oracle,0.2244897959183673,0.1795918367346938,0.04489795918367348
foldbench_monomer,8cba_A,5,cluster_oracle_vs_pooled,0.1918367346938775,0.2,-0.008163265306122519
foldbench_monomer,8cba_A,5,cluster_oracle_with_pooled_vs_pooled,0.2,0.2,0.0
foldbench_monomer,8cba_A,5,cluster_oracle_vs_random_oracle,0.1918367346938775,0.2,-0.008163265306122519
foldbench_monomer,8cba_A,10,cluster_oracle_vs_pooled,0.1755102040816326,0.2,-0.02448979591836742
foldbench_monomer,8cba_A,10,cluster_oracle_with_pooled_vs_pooled,0.2,0.2,0.0
foldbench_monomer,8cba_A,10,cluster_oracle_vs_random_oracle,0.1755102040816326,0.1918367346938775,-0.0163265306122449
foldbench_monomer,8cba_A,20,cluster_oracle_vs_pooled,0.2285714285714285,0.2,0.028571428571428498
foldbench_monomer,8cba_A,20,cluster_oracle_with_pooled_vs_pooled,0.2285714285714285,0.2,0.028571428571428498
foldbench_monomer,8cba_A,20,cluster_oracle_vs_random_oracle,0.2285714285714285,0.1306122448979592,0.09795918367346931
foldbench_monomer,8adc_A,2,cluster_oracle_vs_pooled,0.3058823529411765,0.3294117647058823,-0.0235294117647058
foldbench_monomer,8adc_A,2,cluster_oracle_with_pooled_vs_pooled,0.3294117647058823,0.3294117647058823,0.0
foldbench_monomer,8adc_A,2,cluster_oracle_vs_random_oracle,0.3058823529411765,0.3294117647058823,-0.0235294117647058
foldbench_monomer,8adc_A,3,cluster_oracle_vs_pooled,0.3176470588235294,0.3294117647058823,-0.0117647058823529
foldbench_monomer,8adc_A,3,cluster_oracle_with_pooled_vs_pooled,0.3294117647058823,0.3294117647058823,0.0
foldbench_monomer,8adc_A,3,cluster_oracle_vs_random_oracle,0.3176470588235294,0.3235294117647059,-0.005882352941176505
foldbench_monomer,8adc_A,5,cluster_oracle_vs_pooled,0.3352941176470588,0.3294117647058823,0.005882352941176505
foldbench_monomer,8adc_A,5,cluster_oracle_with_pooled_vs_pooled,0.3352941176470588,0.3294117647058823,0.005882352941176505
foldbench_monomer,8adc_A,5,cluster_oracle_vs_random_oracle,0.3352941176470588,0.3,0.03529411764705881
foldbench_monomer,8adc_A,10,cluster_oracle_vs_pooled,0.288235294117647,0.3294117647058823,-0.041176470588235314
foldbench_monomer,8adc_A,10,cluster_oracle_with_pooled_vs_pooled,0.3294117647058823,0.3294117647058823,0.0
foldbench_monomer,8adc_A,10,cluster_oracle_vs_random_oracle,0.288235294117647,0.3235294117647059,-0.03529411764705892
foldbench_monomer,8adc_A,20,cluster_oracle_vs_pooled,0.3470588235294117,0.3294117647058823,0.017647058823529405
foldbench_monomer,8adc_A,20,cluster_oracle_with_pooled_vs_pooled,0.3470588235294117,0.3294117647058823,0.017647058823529405
foldbench_monomer,8adc_A,20,cluster_oracle_vs_random_oracle,0.3470588235294117,0.2764705882352941,0.07058823529411762
foldbench_monomer,7tjb_A,2,cluster_oracle_vs_pooled,0.7164179104477612,0.7213930348258707,-0.004975124378109541
foldbench_monomer,7tjb_A,2,cluster_oracle_with_pooled_vs_pooled,0.7213930348258707,0.7213930348258707,0.0
foldbench_monomer,7tjb_A,2,cluster_oracle_vs_random_oracle,0.7164179104477612,0.7263681592039801,-0.009950248756218971
foldbench_monomer,7tjb_A,3,cluster_oracle_vs_pooled,0.7313432835820896,0.7213930348258707,0.00995024875621886
foldbench_monomer,7tjb_A,3,cluster_oracle_with_pooled_vs_pooled,0.7313432835820896,0.7213930348258707,0.00995024875621886
foldbench_monomer,7tjb_A,3,cluster_oracle_vs_random_oracle,0.7313432835820896,0.7164179104477612,0.014925373134328401
foldbench_monomer,7tjb_A,5,cluster_oracle_vs_pooled,0.7213930348258707,0.7213930348258707,0.0
foldbench_monomer,7tjb_A,5,cluster_oracle_with_pooled_vs_pooled,0.7213930348258707,0.7213930348258707,0.0
foldbench_monomer,7tjb_A,5,cluster_oracle_vs_random_oracle,0.7213930348258707,0.7263681592039801,-0.00497512437810943
foldbench_monomer,7tjb_A,10,cluster_oracle_vs_pooled,0.7313432835820896,0.7213930348258707,0.00995024875621886
foldbench_monomer,7tjb_A,10,cluster_oracle_with_pooled_vs_pooled,0.7313432835820896,0.7213930348258707,0.00995024875621886
foldbench_monomer,7tjb_A,10,cluster_oracle_vs_random_oracle,0.7313432835820896,0.7512437810945274,-0.01990049751243783
foldbench_monomer,7tjb_A,20,cluster_oracle_vs_pooled,0.7263681592039801,0.7213930348258707,0.00497512437810943
foldbench_monomer,7tjb_A,20,cluster_oracle_with_pooled_vs_pooled,0.7263681592039801,0.7213930348258707,0.00497512437810943
foldbench_monomer,7tjb_A,20,cluster_oracle_vs_random_oracle,0.7263681592039801,0.736318407960199,-0.00995024875621886
foldbench_monomer,8ycm_A,2,cluster_oracle_vs_pooled,0.4387755102040816,0.4642857142857143,-0.02551020408163268
foldbench_monomer,8ycm_A,2,cluster_oracle_with_pooled_vs_pooled,0.4642857142857143,0.4642857142857143,0.0
foldbench_monomer,8ycm_A,2,cluster_oracle_vs_random_oracle,0.4387755102040816,0.4540816326530612,-0.015306122448979553
foldbench_monomer,8ycm_A,3,cluster_oracle_vs_pooled,0.4744897959183674,0.4642857142857143,0.010204081632653073
foldbench_monomer,8ycm_A,3,cluster_oracle_with_pooled_vs_pooled,0.4744897959183674,0.4642857142857143,0.010204081632653073
foldbench_monomer,8ycm_A,3,cluster_oracle_vs_random_oracle,0.4744897959183674,0.4438775510204081,0.030612244897959273
foldbench_monomer,8ycm_A,5,cluster_oracle_vs_pooled,0.4795918367346938,0.4642857142857143,0.015306122448979498
foldbench_monomer,8ycm_A,5,cluster_oracle_with_pooled_vs_pooled,0.4795918367346938,0.4642857142857143,0.015306122448979498
foldbench_monomer,8ycm_A,5,cluster_oracle_vs_random_oracle,0.4795918367346938,0.4540816326530612,0.025510204081632626
foldbench_monomer,8ycm_A,10,cluster_oracle_vs_pooled,0.4642857142857143,0.4642857142857143,0.0
foldbench_monomer,8ycm_A,10,cluster_oracle_with_pooled_vs_pooled,0.4642857142857143,0.4642857142857143,0.0
foldbench_monomer,8ycm_A,10,cluster_oracle_vs_random_oracle,0.4642857142857143,0.4285714285714285,0.03571428571428581
foldbench_monomer,8ycm_A,20,cluster_oracle_vs_pooled,0.4540816326530612,0.4642857142857143,-0.010204081632653128
foldbench_monomer,8ycm_A,20,cluster_oracle_with_pooled_vs_pooled,0.4642857142857143,0.4642857142857143,0.0
foldbench_monomer,8ycm_A,20,cluster_oracle_vs_random_oracle,0.4540816326530612,0.4183673469387755,0.0357142857142857
foldbench_monomer,8gmy_A,2,cluster_oracle_vs_pooled,0.3385826771653543,0.3346456692913386,0.0039370078740156855
foldbench_monomer,8gmy_A,2,cluster_oracle_with_pooled_vs_pooled,0.3385826771653543,0.3346456692913386,0.0039370078740156855
foldbench_monomer,8gmy_A,2,cluster_oracle_vs_random_oracle,0.3385826771653543,0.3503937007874015,-0.011811023622047223
foldbench_monomer,8gmy_A,3,cluster_oracle_vs_pooled,0.3543307086614173,0.3346456692913386,0.019685039370078705
foldbench_monomer,8gmy_A,3,cluster_oracle_with_pooled_vs_pooled,0.3543307086614173,0.3346456692913386,0.019685039370078705
foldbench_monomer,8gmy_A,3,cluster_oracle_vs_random_oracle,0.3543307086614173,0.3503937007874015,0.0039370078740157965
foldbench_monomer,8gmy_A,5,cluster_oracle_vs_pooled,0.3464566929133858,0.3346456692913386,0.011811023622047223
foldbench_monomer,8gmy_A,5,cluster_oracle_with_pooled_vs_pooled,0.3464566929133858,0.3346456692913386,0.011811023622047223
foldbench_monomer,8gmy_A,5,cluster_oracle_vs_random_oracle,0.3464566929133858,0.3464566929133858,0.0
foldbench_monomer,8gmy_A,10,cluster_oracle_vs_pooled,0.3385826771653543,0.3346456692913386,0.0039370078740156855
foldbench_monomer,8gmy_A,10,cluster_oracle_with_pooled_vs_pooled,0.3385826771653543,0.3346456692913386,0.0039370078740156855
foldbench_monomer,8gmy_A,10,cluster_oracle_vs_random_oracle,0.3385826771653543,0.3464566929133858,-0.007874015748031538
foldbench_monomer,8gmy_A,20,cluster_oracle_vs_pooled,0.3543307086614173,0.3346456692913386,0.019685039370078705
foldbench_monomer,8gmy_A,20,cluster_oracle_with_pooled_vs_pooled,0.3543307086614173,0.3346456692913386,0.019685039370078705
foldbench_monomer,8gmy_A,20,cluster_oracle_vs_random_oracle,0.3543307086614173,0.3307086614173228,0.023622047244094502
foldbench_monomer,8b61_A,2,cluster_oracle_vs_pooled,0.4386792452830189,0.4481132075471698,-0.009433962264150941
foldbench_monomer,8b61_A,2,cluster_oracle_with_pooled_vs_pooled,0.4481132075471698,0.4481132075471698,0.0
foldbench_monomer,8b61_A,2,cluster_oracle_vs_random_oracle,0.4386792452830189,0.4528301886792453,-0.014150943396226412
foldbench_monomer,8b61_A,3,cluster_oracle_vs_pooled,0.4433962264150943,0.4481132075471698,-0.004716981132075526
foldbench_monomer,8b61_A,3,cluster_oracle_with_pooled_vs_pooled,0.4481132075471698,0.4481132075471698,0.0
foldbench_monomer,8b61_A,3,cluster_oracle_vs_random_oracle,0.4433962264150943,0.4622641509433962,-0.018867924528301883
foldbench_monomer,8b61_A,5,cluster_oracle_vs_pooled,0.4481132075471698,0.4481132075471698,0.0
foldbench_monomer,8b61_A,5,cluster_oracle_with_pooled_vs_pooled,0.4481132075471698,0.4481132075471698,0.0
foldbench_monomer,8b61_A,5,cluster_oracle_vs_random_oracle,0.4481132075471698,0.4339622641509434,0.014150943396226412
foldbench_monomer,8b61_A,10,cluster_oracle_vs_pooled,0.4528301886792453,0.4481132075471698,0.004716981132075471
foldbench_monomer,8b61_A,10,cluster_oracle_with_pooled_vs_pooled,0.4528301886792453,0.4481132075471698,0.004716981132075471
foldbench_monomer,8b61_A,10,cluster_oracle_vs_random_oracle,0.4528301886792453,0.4622641509433962,-0.009433962264150886
foldbench_monomer,8b61_A,20,cluster_oracle_vs_pooled,0.4245283018867924,0.4481132075471698,-0.02358490566037741
foldbench_monomer,8b61_A,20,cluster_oracle_with_pooled_vs_pooled,0.4481132075471698,0.4481132075471698,0.0
foldbench_monomer,8b61_A,20,cluster_oracle_vs_random_oracle,0.4245283018867924,0.4056603773584906,0.018867924528301827
foldbench_monomer,8b2s_A,2,cluster_oracle_vs_pooled,0.6612903225806451,0.6666666666666666,-0.005376344086021501
foldbench_monomer,8b2s_A,2,cluster_oracle_with_pooled_vs_pooled,0.6666666666666666,0.6666666666666666,0.0
foldbench_monomer,8b2s_A,2,cluster_oracle_vs_random_oracle,0.6612903225806451,0.6559139784946236,0.005376344086021501
foldbench_monomer,8b2s_A,3,cluster_oracle_vs_pooled,0.6505376344086021,0.6666666666666666,-0.016129032258064502
foldbench_monomer,8b2s_A,3,cluster_oracle_with_pooled_vs_pooled,0.6666666666666666,0.6666666666666666,0.0
foldbench_monomer,8b2s_A,3,cluster_oracle_vs_random_oracle,0.6505376344086021,0.6559139784946236,-0.005376344086021501
foldbench_monomer,8b2s_A,5,cluster_oracle_vs_pooled,0.6666666666666666,0.6666666666666666,0.0
foldbench_monomer,8b2s_A,5,cluster_oracle_with_pooled_vs_pooled,0.6666666666666666,0.6666666666666666,0.0
foldbench_monomer,8b2s_A,5,cluster_oracle_vs_random_oracle,0.6666666666666666,0.6720430107526881,-0.005376344086021501
foldbench_monomer,8b2s_A,10,cluster_oracle_vs_pooled,0.6666666666666666,0.6666666666666666,0.0
foldbench_monomer,8b2s_A,10,cluster_oracle_with_pooled_vs_pooled,0.6666666666666666,0.6666666666666666,0.0
foldbench_monomer,8b2s_A,10,cluster_oracle_vs_random_oracle,0.6666666666666666,0.6612903225806451,0.005376344086021501
foldbench_monomer,8b2s_A,20,cluster_oracle_vs_pooled,0.6666666666666666,0.6666666666666666,0.0
foldbench_monomer,8b2s_A,20,cluster_oracle_with_pooled_vs_pooled,0.6666666666666666,0.6666666666666666,0.0
foldbench_monomer,8b2s_A,20,cluster_oracle_vs_random_oracle,0.6666666666666666,0.6612903225806451,0.005376344086021501
foldbench_monomer,7qp5_A,2,cluster_oracle_vs_pooled,0.4439834024896265,0.4398340248962655,0.004149377593360981
foldbench_monomer,7qp5_A,2,cluster_oracle_with_pooled_vs_pooled,0.4439834024896265,0.4398340248962655,0.004149377593360981
foldbench_monomer,7qp5_A,2,cluster_oracle_vs_random_oracle,0.4439834024896265,0.4315352697095436,0.012448132780082888
foldbench_monomer,7qp5_A,3,cluster_oracle_vs_pooled,0.4149377593360996,0.4398340248962655,-0.024896265560165887
foldbench_monomer,7qp5_A,3,cluster_oracle_with_pooled_vs_pooled,0.4398340248962655,0.4398340248962655,0.0
foldbench_monomer,7qp5_A,3,cluster_oracle_vs_random_oracle,0.4149377593360996,0.4356846473029045,-0.020746887966804906
foldbench_monomer,7qp5_A,5,cluster_oracle_vs_pooled,0.4315352697095436,0.4398340248962655,-0.008298755186721907
foldbench_monomer,7qp5_A,5,cluster_oracle_with_pooled_vs_pooled,0.4398340248962655,0.4398340248962655,0.0
foldbench_monomer,7qp5_A,5,cluster_oracle_vs_random_oracle,0.4315352697095436,0.4522821576763485,-0.020746887966804906
