stem,arm,R,top_R_replaced_100,paired_rollout_jaccard,top_R_replaced_cross_50,top_R_replaced_iid_50
8eo5_A,seeded,253,0.01976284584980237,0.7966177874567296,0.054841897233201584,0.04802371541501975
8eo5_A,seeded-long,253,0.015810276679841917,0.79274585400386,0.054743083003952565,0.04802371541501975
8eo5_A,seeded-strat,253,0.031620553359683834,0.7905838710792709,0.056521739130434775,0.04802371541501975
8gmy_A,seeded,254,0.047244094488189003,0.4839503715918503,0.14724409448818895,0.16250000000000003
8gmy_A,seeded-long,254,0.07480314960629919,0.47477913041418424,0.15147637795275593,0.16250000000000003
8gmy_A,seeded-strat,254,0.06692913385826771,0.4944492272199795,0.15895669291338582,0.16250000000000003
8q8i_A,seeded,376,0.0771276595744681,0.5140284314094917,0.1449468085106383,0.14747340425531913
8q8i_A,seeded-long,376,0.07978723404255317,0.5031945446589454,0.14647606382978723,0.14747340425531913
8q8i_A,seeded-strat,376,0.07180851063829785,0.5167997598542109,0.14587765957446808,0.14747340425531913
8ycm_A,seeded,196,0.10204081632653061,0.32295043008895313,0.17244897959183675,0.1721938775510204
8ycm_A,seeded-long,196,0.09693877551020413,0.3166261698319893,0.17206632653061224,0.1721938775510204
8ycm_A,seeded-strat,196,0.1071428571428571,0.30578448710526546,0.17908163265306123,0.1721938775510204
